"plb0195_h","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Not paid","1991","35-65 y.","(3a) lower tertiary education","120","0.394729865965402","0.341091274418119","0.448368457512685"
"Not paid","1991","35-65 y.","(3b) higher tertiary education","185","0.559660440684858","0.506579989086546","0.612740892283171"
"Not paid","1991","66 and older","(0) in school","","","",""
"Not paid","1991","66 and older","(1a) inadequately completed","","","",""
"Not paid","1991","66 and older","(1b) general elementary school","","","",""
"Not paid","1991","66 and older","(1c) basic vocational qualification","1","","",""
"Not paid","1991","66 and older","(2b) intermediate general qualification","","","",""
"Not paid","1991","66 and older","(2a) intermediate vocational","","","",""
"Not paid","1991","66 and older","(2c_gen) general maturity certificate","","","",""
"Not paid","1991","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1991","66 and older","(3a) lower tertiary education","","","",""
"Not paid","1991","66 and older","(3b) higher tertiary education","","","",""
"Acclaimed","1992","16-34 y.","(0) in school","1","","",""
"Acclaimed","1992","16-34 y.","(1a) inadequately completed","3","","",""
"Acclaimed","1992","16-34 y.","(1b) general elementary school","46","0.208940911357425","0.158545117438796","0.259336705276055"
"Acclaimed","1992","16-34 y.","(1c) basic vocational qualification","174","0.316343990094738","0.278561966861263","0.354126013328212"
"Acclaimed","1992","16-34 y.","(2b) intermediate general qualification","76","0.494081297184668","0.413803669233756","0.57435892513558"
"Acclaimed","1992","16-34 y.","(2a) intermediate vocational","331","0.411846605810118","0.377548281805335","0.4461449298149"
"Acclaimed","1992","16-34 y.","(2c_gen) general maturity certificate","30","0.372284545790253","0.266353804325244","0.478215287255262"
"Acclaimed","1992","16-34 y.","(2c_voc) vocational maturity certificate","68","0.440070447800137","0.360365963869738","0.519774931730536"
"Acclaimed","1992","16-34 y.","(3a) lower tertiary education","87","0.5581351728695","0.47995499498272","0.636315350756281"
"Acclaimed","1992","16-34 y.","(3b) higher tertiary education","33","0.325622077197846","0.235990294378173","0.41525386001752"
"Acclaimed","1992","35-65 y.","(0) in school","","","",""
"Acclaimed","1992","35-65 y.","(1a) inadequately completed","22","","",""
"Acclaimed","1992","35-65 y.","(1b) general elementary school","77","0.273151901012248","0.226337182955042","0.319966619069453"
"Acclaimed","1992","35-65 y.","(1c) basic vocational qualification","396","0.33948731959506","0.312388433256329","0.36658620593379"
"Acclaimed","1992","35-65 y.","(2b) intermediate general qualification","12","","",""
"Acclaimed","1992","35-65 y.","(2a) intermediate vocational","222","0.395340159642363","0.355272764798203","0.435407554486522"
"Acclaimed","1992","35-65 y.","(2c_gen) general maturity certificate","5","","",""
"Acclaimed","1992","35-65 y.","(2c_voc) vocational maturity certificate","37","0.334113572578622","0.242124859174086","0.426102285983157"
"Acclaimed","1992","35-65 y.","(3a) lower tertiary education","115","0.35566037728698","0.301399394127395","0.409921360446565"
"Acclaimed","1992","35-65 y.","(3b) higher tertiary education","81","0.242414286994513","0.196177663127432","0.288650910861595"
"Acclaimed","1992","66 and older","(0) in school","","","",""
"Acclaimed","1992","66 and older","(1a) inadequately completed","","","",""
"Acclaimed","1992","66 and older","(1b) general elementary school","","","",""
"Acclaimed","1992","66 and older","(1c) basic vocational qualification","","","",""
"Acclaimed","1992","66 and older","(2b) intermediate general qualification","","","",""
"Acclaimed","1992","66 and older","(2a) intermediate vocational","","","",""
"Acclaimed","1992","66 and older","(2c_gen) general maturity certificate","","","",""
"Acclaimed","1992","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1992","66 and older","(3a) lower tertiary education","","","",""
"Acclaimed","1992","66 and older","(3b) higher tertiary education","","","",""
"Partly, partly","1992","16-34 y.","(0) in school","1","","",""
"Partly, partly","1992","16-34 y.","(1a) inadequately completed","2","","",""
"Partly, partly","1992","16-34 y.","(1b) general elementary school","34","0.129957385371885","0.0882753582660216","0.171639412477749"
"Partly, partly","1992","16-34 y.","(1c) basic vocational qualification","110","0.208180088325325","0.17519486701721","0.241165309633439"
"Partly, partly","1992","16-34 y.","(2b) intermediate general qualification","26","","",""
"Partly, partly","1992","16-34 y.","(2a) intermediate vocational","148","0.191791737181078","0.164354748835023","0.219228725527133"
"Partly, partly","1992","16-34 y.","(2c_gen) general maturity certificate","9","","",""
"Partly, partly","1992","16-34 y.","(2c_voc) vocational maturity certificate","25","","",""
"Partly, partly","1992","16-34 y.","(3a) lower tertiary education","24","","",""
"Partly, partly","1992","16-34 y.","(3b) higher tertiary education","20","","",""
"Partly, partly","1992","35-65 y.","(0) in school","","","",""
"Partly, partly","1992","35-65 y.","(1a) inadequately completed","23","","",""
"Partly, partly","1992","35-65 y.","(1b) general elementary school","38","0.106447981625151","0.074044841066413","0.138851122183888"
"Partly, partly","1992","35-65 y.","(1c) basic vocational qualification","204","0.165935708125764","0.144646045675308","0.18722537057622"
"Partly, partly","1992","35-65 y.","(2b) intermediate general qualification","3","","",""
"Partly, partly","1992","35-65 y.","(2a) intermediate vocational","115","0.180778440308672","0.149241171429565","0.212315709187779"
"Partly, partly","1992","35-65 y.","(2c_gen) general maturity certificate","1","","",""
"Partly, partly","1992","35-65 y.","(2c_voc) vocational maturity certificate","16","","",""
"Partly, partly","1992","35-65 y.","(3a) lower tertiary education","47","0.178509379964658","0.135103924067007","0.221914835862309"
"Partly, partly","1992","35-65 y.","(3b) higher tertiary education","35","0.113254741469414","0.0790631941437058","0.147446288795123"
"Partly, partly","1992","66 and older","(0) in school","","","",""
"Partly, partly","1992","66 and older","(1a) inadequately completed","","","",""
"Partly, partly","1992","66 and older","(1b) general elementary school","","","",""
"Partly, partly","1992","66 and older","(1c) basic vocational qualification","","","",""
"Partly, partly","1992","66 and older","(2b) intermediate general qualification","","","",""
"Partly, partly","1992","66 and older","(2a) intermediate vocational","1","","",""
"Partly, partly","1992","66 and older","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1992","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1992","66 and older","(3a) lower tertiary education","","","",""
"Partly, partly","1992","66 and older","(3b) higher tertiary education","","","",""
"Paid","1992","16-34 y.","(0) in school","2","","",""
"Paid","1992","16-34 y.","(1a) inadequately completed","37","0.788897438021718","0.666922420808002","0.910872455235434"
"Paid","1992","16-34 y.","(1b) general elementary school","146","0.552167002676314","0.490525764082059","0.613808241270569"
"Paid","1992","16-34 y.","(1c) basic vocational qualification","268","0.428049445236395","0.387850670980403","0.468248219492387"
"Paid","1992","16-34 y.","(2b) intermediate general qualification","33","0.265402589769797","0.19450487588719","0.336300303652404"
"Paid","1992","16-34 y.","(2a) intermediate vocational","242","0.287802356914972","0.256251781196849","0.319352932633094"
"Paid","1992","16-34 y.","(2c_gen) general maturity certificate","25","","",""
"Paid","1992","16-34 y.","(2c_voc) vocational maturity certificate","33","0.230488329798074","0.162866482208378","0.29811017738777"
"Paid","1992","16-34 y.","(3a) lower tertiary education","17","","",""
"Paid","1992","16-34 y.","(3b) higher tertiary education","17","","",""
"Paid","1992","35-65 y.","(0) in school","","","",""
"Paid","1992","35-65 y.","(1a) inadequately completed","95","0.686928558920451","0.610653696805844","0.763203421035057"
"Paid","1992","35-65 y.","(1b) general elementary school","218","0.567951531455342","0.515906372229672","0.619996690681011"
"Paid","1992","35-65 y.","(1c) basic vocational qualification","472","0.397117850603246","0.369116756434682","0.425118944771811"
"Paid","1992","35-65 y.","(2b) intermediate general qualification","4","","",""
"Paid","1992","35-65 y.","(2a) intermediate vocational","154","0.264239727923401","0.228105623073154","0.300373832773648"
"Paid","1992","35-65 y.","(2c_gen) general maturity certificate","10","","",""
"Paid","1992","35-65 y.","(2c_voc) vocational maturity certificate","24","","",""
"Paid","1992","35-65 y.","(3a) lower tertiary education","25","","",""
"Paid","1992","35-65 y.","(3b) higher tertiary education","25","","",""
"Paid","1992","66 and older","(0) in school","","","",""
"Paid","1992","66 and older","(1a) inadequately completed","","","",""
"Paid","1992","66 and older","(1b) general elementary school","","","",""
"Paid","1992","66 and older","(1c) basic vocational qualification","1","","",""
"Paid","1992","66 and older","(2b) intermediate general qualification","","","",""
"Paid","1992","66 and older","(2a) intermediate vocational","1","","",""
"Paid","1992","66 and older","(2c_gen) general maturity certificate","","","",""
"Paid","1992","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Paid","1992","66 and older","(3a) lower tertiary education","","","",""
"Paid","1992","66 and older","(3b) higher tertiary education","","","",""
"Not paid","1992","16-34 y.","(0) in school","","","",""
"Not paid","1992","16-34 y.","(1a) inadequately completed","1","","",""
"Not paid","1992","16-34 y.","(1b) general elementary school","24","","",""
"Not paid","1992","16-34 y.","(1c) basic vocational qualification","30","0.0474264763435432","0.0301583077018922","0.0646946449851942"
"Not paid","1992","16-34 y.","(2b) intermediate general qualification","14","","",""
"Not paid","1992","16-34 y.","(2a) intermediate vocational","70","0.108559300093833","0.0868802825986558","0.13023831758901"
"Not paid","1992","16-34 y.","(2c_gen) general maturity certificate","16","","",""
"Not paid","1992","16-34 y.","(2c_voc) vocational maturity certificate","23","","",""
"Not paid","1992","16-34 y.","(3a) lower tertiary education","27","","",""
"Not paid","1992","16-34 y.","(3b) higher tertiary education","35","0.302134850707035","0.214305512892826","0.389964188521245"
"Not paid","1992","35-65 y.","(0) in school","","","",""
"Not paid","1992","35-65 y.","(1a) inadequately completed","2","","",""
"Not paid","1992","35-65 y.","(1b) general elementary school","15","","",""
"Not paid","1992","35-65 y.","(1c) basic vocational qualification","101","0.09745912167593","0.0804867016027602","0.1144315417491"
"Not paid","1992","35-65 y.","(2b) intermediate general qualification","4","","",""
"Not paid","1992","35-65 y.","(2a) intermediate vocational","81","0.159641672125565","0.129625489105318","0.189657855145812"
"Not paid","1992","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Not paid","1992","35-65 y.","(2c_voc) vocational maturity certificate","24","","",""
"Not paid","1992","35-65 y.","(3a) lower tertiary education","112","0.389687363877167","0.334410061640107","0.444964666114228"
"Not paid","1992","35-65 y.","(3b) higher tertiary education","189","0.583041738364162","0.529844726803782","0.636238749924541"
"Not paid","1992","66 and older","(0) in school","","","",""
"Not paid","1992","66 and older","(1a) inadequately completed","","","",""
"Not paid","1992","66 and older","(1b) general elementary school","","","",""
"Not paid","1992","66 and older","(1c) basic vocational qualification","1","","",""
"Not paid","1992","66 and older","(2b) intermediate general qualification","","","",""
"Not paid","1992","66 and older","(2a) intermediate vocational","","","",""
"Not paid","1992","66 and older","(2c_gen) general maturity certificate","","","",""
"Not paid","1992","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Not paid","1992","66 and older","(3a) lower tertiary education","","","",""
"Not paid","1992","66 and older","(3b) higher tertiary education","","","",""
"Acclaimed","1993","16-34 y.","(0) in school","","","",""
"Acclaimed","1993","16-34 y.","(1a) inadequately completed","10","","",""
"Acclaimed","1993","16-34 y.","(1b) general elementary school","47","0.211823827119643","0.160970273493671","0.262677380745614"
"Acclaimed","1993","16-34 y.","(1c) basic vocational qualification","134","0.263567938698498","0.225554612352677","0.301581265044319"
"Acclaimed","1993","16-34 y.","(2b) intermediate general qualification","71","0.421323066099035","0.342304678160435","0.500341454037635"
"Acclaimed","1993","16-34 y.","(2a) intermediate vocational","342","0.435921879920887","0.401452101812993","0.470391658028782"
"Acclaimed","1993","16-34 y.","(2c_gen) general maturity certificate","32","0.341861615297169","0.24386510355193","0.439858127042409"
"Acclaimed","1993","16-34 y.","(2c_voc) vocational maturity certificate","71","0.488122507671419","0.406480386698302","0.569764628644537"
"Acclaimed","1993","16-34 y.","(3a) lower tertiary education","84","0.541524842165461","0.463334540548435","0.619715143782486"
"Acclaimed","1993","16-34 y.","(3b) higher tertiary education","27","","",""
"Acclaimed","1993","35-65 y.","(0) in school","","","",""
"Acclaimed","1993","35-65 y.","(1a) inadequately completed","21","","",""
"Acclaimed","1993","35-65 y.","(1b) general elementary school","71","0.26997549355123","0.220234063224991","0.319716923877469"
"Acclaimed","1993","35-65 y.","(1c) basic vocational qualification","381","0.349828152559487","0.321580491730905","0.378075813388069"
"Acclaimed","1993","35-65 y.","(2b) intermediate general qualification","9","","",""
"Acclaimed","1993","35-65 y.","(2a) intermediate vocational","225","0.372790677581161","0.334163887494572","0.411417467667749"
"Acclaimed","1993","35-65 y.","(2c_gen) general maturity certificate","3","","",""
"Acclaimed","1993","35-65 y.","(2c_voc) vocational maturity certificate","40","0.422447163683789","0.324652059663929","0.52024226770365"
"Acclaimed","1993","35-65 y.","(3a) lower tertiary education","122","0.37604992129227","0.322301159115734","0.429798683468806"
"Acclaimed","1993","35-65 y.","(3b) higher tertiary education","76","0.200727408211329","0.158276612341914","0.243178204080743"
"Acclaimed","1993","66 and older","(0) in school","","","",""
"Acclaimed","1993","66 and older","(1a) inadequately completed","","","",""
"Acclaimed","1993","66 and older","(1b) general elementary school","","","",""
"Acclaimed","1993","66 and older","(1c) basic vocational qualification","","","",""
"Acclaimed","1993","66 and older","(2b) intermediate general qualification","","","",""
"Acclaimed","1993","66 and older","(2a) intermediate vocational","","","",""
"Acclaimed","1993","66 and older","(2c_gen) general maturity certificate","","","",""
"Acclaimed","1993","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1993","66 and older","(3a) lower tertiary education","","","",""
"Acclaimed","1993","66 and older","(3b) higher tertiary education","","","",""
"Partly, partly","1993","16-34 y.","(0) in school","","","",""
"Partly, partly","1993","16-34 y.","(1a) inadequately completed","7","","",""
"Partly, partly","1993","16-34 y.","(1b) general elementary school","42","0.171056142626014","0.124190546388972","0.217921738863056"
"Partly, partly","1993","16-34 y.","(1c) basic vocational qualification","98","0.180800968547468","0.147594833362997","0.214007103731939"
"Partly, partly","1993","16-34 y.","(2b) intermediate general qualification","26","","",""
"Partly, partly","1993","16-34 y.","(2a) intermediate vocational","148","0.180682253671127","0.153936893115235","0.207427614227019"
"Partly, partly","1993","16-34 y.","(2c_gen) general maturity certificate","14","","",""
"Partly, partly","1993","16-34 y.","(2c_voc) vocational maturity certificate","26","","",""
"Partly, partly","1993","16-34 y.","(3a) lower tertiary education","27","","",""
"Partly, partly","1993","16-34 y.","(3b) higher tertiary education","16","","",""
"Partly, partly","1993","35-65 y.","(0) in school","","","",""
"Partly, partly","1993","35-65 y.","(1a) inadequately completed","29","","",""
"Partly, partly","1993","35-65 y.","(1b) general elementary school","34","0.0931228304013512","0.0605624330658756","0.125683227736827"
"Partly, partly","1993","35-65 y.","(1c) basic vocational qualification","190","0.165914528748204","0.143880773622669","0.187948283873738"
"Partly, partly","1993","35-65 y.","(2b) intermediate general qualification","1","","",""
"Partly, partly","1993","35-65 y.","(2a) intermediate vocational","107","0.172727771483426","0.14253137264423","0.202924170322622"
"Partly, partly","1993","35-65 y.","(2c_gen) general maturity certificate","4","","",""
"Partly, partly","1993","35-65 y.","(2c_voc) vocational maturity certificate","15","","",""
"Partly, partly","1993","35-65 y.","(3a) lower tertiary education","52","0.150268189640098","0.110618000850819","0.189918378429378"
"Partly, partly","1993","35-65 y.","(3b) higher tertiary education","50","0.154269468905493","0.115987784844421","0.192551152966564"
"Partly, partly","1993","66 and older","(0) in school","","","",""
"Partly, partly","1993","66 and older","(1a) inadequately completed","","","",""
"Partly, partly","1993","66 and older","(1b) general elementary school","","","",""
"Partly, partly","1993","66 and older","(1c) basic vocational qualification","","","",""
"Partly, partly","1993","66 and older","(2b) intermediate general qualification","","","",""
"Partly, partly","1993","66 and older","(2a) intermediate vocational","","","",""
"Partly, partly","1993","66 and older","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1993","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1993","66 and older","(3a) lower tertiary education","","","",""
"Partly, partly","1993","66 and older","(3b) higher tertiary education","","","",""
"Paid","1993","16-34 y.","(0) in school","","","",""
"Paid","1993","16-34 y.","(1a) inadequately completed","27","","",""
"Paid","1993","16-34 y.","(1b) general elementary school","137","0.518836443183485","0.456651699208099","0.581021187158871"
"Paid","1993","16-34 y.","(1c) basic vocational qualification","248","0.471373366581141","0.428302830180969","0.514443902981314"
"Paid","1993","16-34 y.","(2b) intermediate general qualification","37","0.284896596732259","0.212664451267177","0.357128742197342"
"Paid","1993","16-34 y.","(2a) intermediate vocational","236","0.274930818229231","0.243894802581863","0.305966833876599"
"Paid","1993","16-34 y.","(2c_gen) general maturity certificate","28","","",""
"Paid","1993","16-34 y.","(2c_voc) vocational maturity certificate","21","","",""
"Paid","1993","16-34 y.","(3a) lower tertiary education","23","","",""
"Paid","1993","16-34 y.","(3b) higher tertiary education","14","","",""
"Paid","1993","35-65 y.","(0) in school","","","",""
"Paid","1993","35-65 y.","(1a) inadequately completed","82","0.624197275525304","0.542798188593821","0.705596362456788"
"Paid","1993","35-65 y.","(1b) general elementary school","183","0.571003452654514","0.515549354936621","0.626457550372408"
"Paid","1993","35-65 y.","(1c) basic vocational qualification","423","0.376223677470659","0.347530507144198","0.40491684779712"
"Paid","1993","35-65 y.","(2b) intermediate general qualification","6","","",""
"Paid","1993","35-65 y.","(2a) intermediate vocational","170","0.262819621363872","0.22765826485334","0.297980977874405"
"Paid","1993","35-65 y.","(2c_gen) general maturity certificate","7","","",""
"Paid","1993","35-65 y.","(2c_voc) vocational maturity certificate","24","","",""
"Paid","1993","35-65 y.","(3a) lower tertiary education","30","0.115004299115828","0.0796046944235187","0.150403903808137"
"Paid","1993","35-65 y.","(3b) higher tertiary education","28","","",""
"Paid","1993","66 and older","(0) in school","","","",""
"Paid","1993","66 and older","(1a) inadequately completed","","","",""
"Paid","1993","66 and older","(1b) general elementary school","1","","",""
"Paid","1993","66 and older","(1c) basic vocational qualification","2","","",""
"Paid","1993","66 and older","(2b) intermediate general qualification","","","",""
"Paid","1993","66 and older","(2a) intermediate vocational","","","",""
"Paid","1993","66 and older","(2c_gen) general maturity certificate","","","",""
"Paid","1993","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Paid","1993","66 and older","(3a) lower tertiary education","","","",""
"Paid","1993","66 and older","(3b) higher tertiary education","","","",""
"Not paid","1993","16-34 y.","(0) in school","","","",""
"Not paid","1993","16-34 y.","(1a) inadequately completed","1","","",""
"Not paid","1993","16-34 y.","(1b) general elementary school","22","","",""
"Not paid","1993","16-34 y.","(1c) basic vocational qualification","36","0.0842577261728927","0.0602906674915579","0.108224784854228"
"Not paid","1993","16-34 y.","(2b) intermediate general qualification","16","","",""
"Not paid","1993","16-34 y.","(2a) intermediate vocational","69","0.108465048178754","0.0868488844884137","0.130081211869094"
"Not paid","1993","16-34 y.","(2c_gen) general maturity certificate","16","","",""
"Not paid","1993","16-34 y.","(2c_voc) vocational maturity certificate","26","","",""
"Not paid","1993","16-34 y.","(3a) lower tertiary education","22","","",""
"Not paid","1993","16-34 y.","(3b) higher tertiary education","45","0.448999320016263","0.352472741113224","0.545525898919302"
"Not paid","1993","35-65 y.","(0) in school","","","",""
"Not paid","1993","35-65 y.","(1a) inadequately completed","4","","",""
"Not paid","1993","35-65 y.","(1b) general elementary school","18","","",""
"Not paid","1993","35-65 y.","(1c) basic vocational qualification","101","0.108033641221651","0.0896473228519525","0.126419959591349"
"Not paid","1993","35-65 y.","(2b) intermediate general qualification","4","","",""
"Not paid","1993","35-65 y.","(2a) intermediate vocational","100","0.191661929571541","0.160219630802177","0.223104228340904"
"Not paid","1993","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Not paid","1993","35-65 y.","(2c_voc) vocational maturity certificate","19","","",""
"Not paid","1993","35-65 y.","(3a) lower tertiary education","108","0.358677589951804","0.305459274501043","0.411895905402565"
"Not paid","1993","35-65 y.","(3b) higher tertiary education","188","0.554964012663256","0.502293806972372","0.60763421835414"
"Not paid","1993","66 and older","(0) in school","","","",""
"Not paid","1993","66 and older","(1a) inadequately completed","","","",""
"Not paid","1993","66 and older","(1b) general elementary school","","","",""
"Not paid","1993","66 and older","(1c) basic vocational qualification","","","",""
"Not paid","1993","66 and older","(2b) intermediate general qualification","","","",""
"Not paid","1993","66 and older","(2a) intermediate vocational","1","","",""
"Not paid","1993","66 and older","(2c_gen) general maturity certificate","","","",""
"Not paid","1993","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"Not paid","1993","66 and older","(3a) lower tertiary education","","","",""
"Not paid","1993","66 and older","(3b) higher tertiary education","","","",""
"Acclaimed","1994","16-34 y.","(0) in school","","","",""
"Acclaimed","1994","16-34 y.","(1a) inadequately completed","12","","",""
"Acclaimed","1994","16-34 y.","(1b) general elementary school","46","0.261987832917632","0.201941456696697","0.322034209138567"
"Acclaimed","1994","16-34 y.","(1c) basic vocational qualification","150","0.30117218798716","0.260960193785438","0.341384182188882"
"Acclaimed","1994","16-34 y.","(2b) intermediate general qualification","64","0.421361360109811","0.340146595843397","0.502576124376226"
"Acclaimed","1994","16-34 y.","(2a) intermediate vocational","332","0.429410046421502","0.394672515169861","0.464147577673143"
"Acclaimed","1994","16-34 y.","(2c_gen) general maturity certificate","37","0.516456930483932","0.410220550278598","0.622693310689266"
"Acclaimed","1994","16-34 y.","(2c_voc) vocational maturity certificate","77","0.442831306955818","0.366576574787432","0.519086039124204"
"Acclaimed","1994","16-34 y.","(3a) lower tertiary education","82","0.53761662682636","0.459125657542244","0.616107596110475"
"Acclaimed","1994","16-34 y.","(3b) higher tertiary education","31","0.330939842534511","0.244938291655997","0.416941393413025"
"Acclaimed","1994","35-65 y.","(0) in school","","","",""
"Acclaimed","1994","35-65 y.","(1a) inadequately completed","20","","",""
"Acclaimed","1994","35-65 y.","(1b) general elementary school","69","0.265015745286306","0.212372692607711","0.317658797964901"
"Acclaimed","1994","35-65 y.","(1c) basic vocational qualification","428","0.389191596664255","0.360391850468717","0.417991342859792"
"Acclaimed","1994","35-65 y.","(2b) intermediate general qualification","16","","",""
"Acclaimed","1994","35-65 y.","(2a) intermediate vocational","263","0.419361242602743","0.380736866571477","0.457985618634009"
"Acclaimed","1994","35-65 y.","(2c_gen) general maturity certificate","3","","",""
"Acclaimed","1994","35-65 y.","(2c_voc) vocational maturity certificate","44","0.475296171516738","0.373800880933612","0.576791462099864"
"Acclaimed","1994","35-65 y.","(3a) lower tertiary education","125","0.329155035996778","0.277507945005875","0.380802126987681"
"Acclaimed","1994","35-65 y.","(3b) higher tertiary education","78","0.221319116016028","0.176996808701541","0.265641423330515"
"Acclaimed","1994","66 and older","(0) in school","","","",""
"Acclaimed","1994","66 and older","(1a) inadequately completed","","","",""
"Acclaimed","1994","66 and older","(1b) general elementary school","","","",""
"Acclaimed","1994","66 and older","(1c) basic vocational qualification","","","",""
"Acclaimed","1994","66 and older","(2b) intermediate general qualification","","","",""
"Acclaimed","1994","66 and older","(2a) intermediate vocational","1","","",""
"Acclaimed","1994","66 and older","(2c_gen) general maturity certificate","","","",""
"Acclaimed","1994","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1994","66 and older","(3a) lower tertiary education","","","",""
"Acclaimed","1994","66 and older","(3b) higher tertiary education","","","",""
"Partly, partly","1994","16-34 y.","(0) in school","","","",""
"Partly, partly","1994","16-34 y.","(1a) inadequately completed","4","","",""
"Partly, partly","1994","16-34 y.","(1b) general elementary school","25","","",""
"Partly, partly","1994","16-34 y.","(1c) basic vocational qualification","105","0.203428453815257","0.168144167903292","0.238712739727223"
"Partly, partly","1994","16-34 y.","(2b) intermediate general qualification","29","","",""
"Partly, partly","1994","16-34 y.","(2a) intermediate vocational","159","0.204030255395835","0.175749151558108","0.232311359233562"
"Partly, partly","1994","16-34 y.","(2c_gen) general maturity certificate","11","","",""
"Partly, partly","1994","16-34 y.","(2c_voc) vocational maturity certificate","29","","",""
"Partly, partly","1994","16-34 y.","(3a) lower tertiary education","21","","",""
"Partly, partly","1994","16-34 y.","(3b) higher tertiary education","20","","",""
"Partly, partly","1994","35-65 y.","(0) in school","","","",""
"Partly, partly","1994","35-65 y.","(1a) inadequately completed","13","","",""
"Partly, partly","1994","35-65 y.","(1b) general elementary school","39","0.142151742743735","0.100498622523934","0.183804862963535"
"Partly, partly","1994","35-65 y.","(1c) basic vocational qualification","188","0.166164049522182","0.144177186377975","0.188150912666389"
"Partly, partly","1994","35-65 y.","(2b) intermediate general qualification","2","","",""
"Partly, partly","1994","35-65 y.","(2a) intermediate vocational","117","0.17827339569302","0.14831481303519","0.20823197835085"
"Partly, partly","1994","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Partly, partly","1994","35-65 y.","(2c_voc) vocational maturity certificate","18","","",""
"Partly, partly","1994","35-65 y.","(3a) lower tertiary education","61","0.249531034329738","0.201968697614346","0.29709337104513"
"Partly, partly","1994","35-65 y.","(3b) higher tertiary education","43","0.105024333740688","0.0722914911659004","0.137757176315475"
"Partly, partly","1994","66 and older","(0) in school","","","",""
"Partly, partly","1994","66 and older","(1a) inadequately completed","","","",""
"Partly, partly","1994","66 and older","(1b) general elementary school","","","",""
"Partly, partly","1994","66 and older","(1c) basic vocational qualification","","","",""
"Partly, partly","1994","66 and older","(2b) intermediate general qualification","","","",""
"Partly, partly","1994","66 and older","(2a) intermediate vocational","","","",""
"Partly, partly","1994","66 and older","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1994","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Partly, partly","1994","66 and older","(3a) lower tertiary education","","","",""
"Partly, partly","1994","66 and older","(3b) higher tertiary education","","","",""
"Paid","1994","16-34 y.","(0) in school","2","","",""
"Paid","1994","16-34 y.","(1a) inadequately completed","18","","",""
"Paid","1994","16-34 y.","(1b) general elementary school","119","0.531486533538257","0.463343470296347","0.599629596780167"
"Paid","1994","16-34 y.","(1c) basic vocational qualification","213","0.391833087956372","0.349044787537987","0.434621388374758"
"Paid","1994","16-34 y.","(2b) intermediate general qualification","29","","",""
"Paid","1994","16-34 y.","(2a) intermediate vocational","218","0.27859646213907","0.247135085483763","0.310057838794378"
"Paid","1994","16-34 y.","(2c_gen) general maturity certificate","30","0.292865519991499","0.196121582985208","0.38960945699779"
"Paid","1994","16-34 y.","(2c_voc) vocational maturity certificate","30","0.209854134695868","0.147341660260009","0.272366609131727"
"Paid","1994","16-34 y.","(3a) lower tertiary education","19","","",""
"Paid","1994","16-34 y.","(3b) higher tertiary education","14","","",""
"Paid","1994","35-65 y.","(0) in school","","","",""
"Paid","1994","35-65 y.","(1a) inadequately completed","74","0.673011533916513","0.586132186472705","0.759890881360321"
"Paid","1994","35-65 y.","(1b) general elementary school","146","0.532055702038065","0.472538591367681","0.591572812708449"
"Paid","1994","35-65 y.","(1c) basic vocational qualification","390","0.358197427976548","0.329875918952206","0.386518937000891"
"Paid","1994","35-65 y.","(2b) intermediate general qualification","8","","",""
"Paid","1994","35-65 y.","(2a) intermediate vocational","151","0.214238728041475","0.182123676664991","0.246353779417959"
"Paid","1994","35-65 y.","(2c_gen) general maturity certificate","5","","",""
"Paid","1994","35-65 y.","(2c_voc) vocational maturity certificate","16","","",""
"Paid","1994","35-65 y.","(3a) lower tertiary education","28","","",""
"Paid","1994","35-65 y.","(3b) higher tertiary education","23","","",""
"Paid","1994","66 and older","(0) in school","","","",""
"Paid","1994","66 and older","(1a) inadequately completed","","","",""
"Paid","1994","66 and older","(1b) general elementary school","","","",""
"Paid","1994","66 and older","(1c) basic vocational qualification","","","",""
"Paid","1994","66 and older","(2b) intermediate general qualification","","","",""
"Paid","1994","66 and older","(2a) intermediate vocational","","","",""
"Paid","1994","66 and older","(2c_gen) general maturity certificate","","","",""
"Paid","1994","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Paid","1994","66 and older","(3a) lower tertiary education","","","",""
"Paid","1994","66 and older","(3b) higher tertiary education","","","",""
"Not paid","1994","16-34 y.","(0) in school","1","","",""
"Not paid","1994","16-34 y.","(1a) inadequately completed","1","","",""
"Not paid","1994","16-34 y.","(1b) general elementary school","16","","",""
