"plb0195_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Paid","1997","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"Paid","1997","(Married) couple without C. ","(1b) general elementary school","23","","",""
"Paid","1997","(Married) couple without C. ","(1c) basic vocational qualification","97","0.24168200928979","0.198178482893638","0.285185535685941"
"Paid","1997","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"Paid","1997","(Married) couple without C. ","(2a) intermediate vocational","37","0.113234718519257","0.0780734174289376","0.148396019609576"
"Paid","1997","(Married) couple without C. ","(2c_gen) general maturity certificate","6","","",""
"Paid","1997","(Married) couple without C. ","(2c_voc) vocational maturity certificate","10","","",""
"Paid","1997","(Married) couple without C. ","(3a) lower tertiary education","6","","",""
"Paid","1997","(Married) couple without C. ","(3b) higher tertiary education","5","","",""
"Paid","1997","Single parent ","(0) in school","","","",""
"Paid","1997","Single parent ","(1a) inadequately completed","1","","",""
"Paid","1997","Single parent ","(1b) general elementary school","6","","",""
"Paid","1997","Single parent ","(1c) basic vocational qualification","13","","",""
"Paid","1997","Single parent ","(2b) intermediate general qualification","1","","",""
"Paid","1997","Single parent ","(2a) intermediate vocational","10","","",""
"Paid","1997","Single parent ","(2c_gen) general maturity certificate","","","",""
"Paid","1997","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Paid","1997","Single parent ","(3a) lower tertiary education","1","","",""
"Paid","1997","Single parent ","(3b) higher tertiary education","3","","",""
"Paid","1997","Couple + C. LE 16 ","(0) in school","","","",""
"Paid","1997","Couple + C. LE 16 ","(1a) inadequately completed","8","","",""
"Paid","1997","Couple + C. LE 16 ","(1b) general elementary school","35","0.335974511209876","0.237845227626324","0.434103794793428"
"Paid","1997","Couple + C. LE 16 ","(1c) basic vocational qualification","104","0.315340205073931","0.264190215961494","0.366490194186367"
"Paid","1997","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"Paid","1997","Couple + C. LE 16 ","(2a) intermediate vocational","83","0.160657425936253","0.125496434860095","0.195818417012411"
"Paid","1997","Couple + C. LE 16 ","(2c_gen) general maturity certificate","6","","",""
"Paid","1997","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","12","","",""
"Paid","1997","Couple + C. LE 16 ","(3a) lower tertiary education","6","","",""
"Paid","1997","Couple + C. LE 16 ","(3b) higher tertiary education","10","","",""
"Paid","1997","Couple + C. GT 16 ","(0) in school","","","",""
"Paid","1997","Couple + C. GT 16 ","(1a) inadequately completed","7","","",""
"Paid","1997","Couple + C. GT 16 ","(1b) general elementary school","18","","",""
"Paid","1997","Couple + C. GT 16 ","(1c) basic vocational qualification","62","0.236799436296258","0.18279004460645","0.290808827986066"
"Paid","1997","Couple + C. GT 16 ","(2b) intermediate general qualification","4","","",""
"Paid","1997","Couple + C. GT 16 ","(2a) intermediate vocational","37","0.189064441853492","0.136603110870681","0.241525772836303"
"Paid","1997","Couple + C. GT 16 ","(2c_gen) general maturity certificate","5","","",""
"Paid","1997","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","4","","",""
"Paid","1997","Couple + C. GT 16 ","(3a) lower tertiary education","5","","",""
"Paid","1997","Couple + C. GT 16 ","(3b) higher tertiary education","2","","",""
"Paid","1997","Couple + C. LE and GT 16","(0) in school","1","","",""
"Paid","1997","Couple + C. LE and GT 16","(1a) inadequately completed","8","","",""
"Paid","1997","Couple + C. LE and GT 16","(1b) general elementary school","18","","",""
"Paid","1997","Couple + C. LE and GT 16","(1c) basic vocational qualification","32","0.303887802334178","0.214189616336607","0.393585988331749"
"Paid","1997","Couple + C. LE and GT 16","(2b) intermediate general qualification","4","","",""
"Paid","1997","Couple + C. LE and GT 16","(2a) intermediate vocational","23","","",""
"Paid","1997","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","4","","",""
"Paid","1997","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","9","","",""
"Paid","1997","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Paid","1997","Couple + C. LE and GT 16","(3b) higher tertiary education","3","","",""
"Not paid","1997","1-pers.-HH","(0) in school","","","",""
"Not paid","1997","1-pers.-HH","(1a) inadequately completed","","","",""
"Not paid","1997","1-pers.-HH","(1b) general elementary school","2","","",""
"Not paid","1997","1-pers.-HH","(1c) basic vocational qualification","10","","",""
"Not paid","1997","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"Not paid","1997","1-pers.-HH","(2a) intermediate vocational","28","","",""
"Not paid","1997","1-pers.-HH","(2c_gen) general maturity certificate","3","","",""
"Not paid","1997","1-pers.-HH","(2c_voc) vocational maturity certificate","7","","",""
"Not paid","1997","1-pers.-HH","(3a) lower tertiary education","6","","",""
"Not paid","1997","1-pers.-HH","(3b) higher tertiary education","26","","",""
"Not paid","1997","(Married) couple without C. ","(0) in school","","","",""
"Not paid","1997","(Married) couple without C. ","(1a) inadequately completed","2","","",""
"Not paid","1997","(Married) couple without C. ","(1b) general elementary school","5","","",""
"Not paid","1997","(Married) couple without C. ","(1c) basic vocational qualification","39","0.105194695305274","0.0740174445385687","0.136371946071979"
"Not paid","1997","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"Not paid","1997","(Married) couple without C. ","(2a) intermediate vocational","49","0.190846312908118","0.147242126288657","0.23445049952758"
"Not paid","1997","(Married) couple without C. ","(2c_gen) general maturity certificate","5","","",""
"Not paid","1997","(Married) couple without C. ","(2c_voc) vocational maturity certificate","13","","",""
"Not paid","1997","(Married) couple without C. ","(3a) lower tertiary education","41","0.350604114366417","0.266619347895867","0.434588880836966"
"Not paid","1997","(Married) couple without C. ","(3b) higher tertiary education","53","0.454848069896684","0.362626813466885","0.547069326326483"
"Not paid","1997","Single parent ","(0) in school","","","",""
"Not paid","1997","Single parent ","(1a) inadequately completed","","","",""
"Not paid","1997","Single parent ","(1b) general elementary school","1","","",""
"Not paid","1997","Single parent ","(1c) basic vocational qualification","5","","",""
"Not paid","1997","Single parent ","(2b) intermediate general qualification","1","","",""
"Not paid","1997","Single parent ","(2a) intermediate vocational","7","","",""
"Not paid","1997","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Not paid","1997","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Not paid","1997","Single parent ","(3a) lower tertiary education","4","","",""
"Not paid","1997","Single parent ","(3b) higher tertiary education","11","","",""
"Not paid","1997","Couple + C. LE 16 ","(0) in school","","","",""
"Not paid","1997","Couple + C. LE 16 ","(1a) inadequately completed","1","","",""
"Not paid","1997","Couple + C. LE 16 ","(1b) general elementary school","3","","",""
"Not paid","1997","Couple + C. LE 16 ","(1c) basic vocational qualification","33","0.11545203236159","0.080273319466203","0.150630745256977"
"Not paid","1997","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Not paid","1997","Couple + C. LE 16 ","(2a) intermediate vocational","50","0.149067058418315","0.114965078953169","0.183169037883462"
"Not paid","1997","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"Not paid","1997","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","10","","",""
"Not paid","1997","Couple + C. LE 16 ","(3a) lower tertiary education","36","0.389926117930278","0.305432192797773","0.474420043062782"
"Not paid","1997","Couple + C. LE 16 ","(3b) higher tertiary education","66","0.467101676513766","0.384751141565233","0.549452211462299"
"Not paid","1997","Couple + C. GT 16 ","(0) in school","","","",""
"Not paid","1997","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Not paid","1997","Couple + C. GT 16 ","(1b) general elementary school","13","","",""
"Not paid","1997","Couple + C. GT 16 ","(1c) basic vocational qualification","23","","",""
"Not paid","1997","Couple + C. GT 16 ","(2b) intermediate general qualification","5","","",""
"Not paid","1997","Couple + C. GT 16 ","(2a) intermediate vocational","28","","",""
"Not paid","1997","Couple + C. GT 16 ","(2c_gen) general maturity certificate","4","","",""
"Not paid","1997","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","3","","",""
"Not paid","1997","Couple + C. GT 16 ","(3a) lower tertiary education","22","","",""
"Not paid","1997","Couple + C. GT 16 ","(3b) higher tertiary education","43","0.631504559064712","0.522329920204964","0.74067919792446"
"Not paid","1997","Couple + C. LE and GT 16","(0) in school","","","",""
"Not paid","1997","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Not paid","1997","Couple + C. LE and GT 16","(1b) general elementary school","1","","",""
"Not paid","1997","Couple + C. LE and GT 16","(1c) basic vocational qualification","6","","",""
"Not paid","1997","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"Not paid","1997","Couple + C. LE and GT 16","(2a) intermediate vocational","12","","",""
"Not paid","1997","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"Not paid","1997","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"Not paid","1997","Couple + C. LE and GT 16","(3a) lower tertiary education","17","","",""
"Not paid","1997","Couple + C. LE and GT 16","(3b) higher tertiary education","23","","",""
"Acclaimed","1998","1-pers.-HH","(0) in school","","","",""
"Acclaimed","1998","1-pers.-HH","(1a) inadequately completed","6","","",""
"Acclaimed","1998","1-pers.-HH","(1b) general elementary school","13","","",""
"Acclaimed","1998","1-pers.-HH","(1c) basic vocational qualification","48","0.501483737100258","0.403972313636692","0.598995160563823"
"Acclaimed","1998","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"Acclaimed","1998","1-pers.-HH","(2a) intermediate vocational","80","0.474203031816872","0.395846177296402","0.552559886337341"
"Acclaimed","1998","1-pers.-HH","(2c_gen) general maturity certificate","8","","",""
"Acclaimed","1998","1-pers.-HH","(2c_voc) vocational maturity certificate","21","","",""
"Acclaimed","1998","1-pers.-HH","(3a) lower tertiary education","28","","",""
"Acclaimed","1998","1-pers.-HH","(3b) higher tertiary education","10","","",""
"Acclaimed","1998","(Married) couple without C. ","(0) in school","1","","",""
"Acclaimed","1998","(Married) couple without C. ","(1a) inadequately completed","5","","",""
"Acclaimed","1998","(Married) couple without C. ","(1b) general elementary school","24","","",""
"Acclaimed","1998","(Married) couple without C. ","(1c) basic vocational qualification","171","0.491664493998386","0.441199867679636","0.542129120317136"
"Acclaimed","1998","(Married) couple without C. ","(2b) intermediate general qualification","13","","",""
"Acclaimed","1998","(Married) couple without C. ","(2a) intermediate vocational","175","0.452555430681769","0.40055789930732","0.504552962056218"
"Acclaimed","1998","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"Acclaimed","1998","(Married) couple without C. ","(2c_voc) vocational maturity certificate","58","0.581576983319244","0.488541717760924","0.674612248877563"
"Acclaimed","1998","(Married) couple without C. ","(3a) lower tertiary education","56","0.417862132981115","0.33275172557365","0.50297254038858"
"Acclaimed","1998","(Married) couple without C. ","(3b) higher tertiary education","45","0.276779534846774","0.203956892863645","0.349602176829902"
"Acclaimed","1998","Single parent ","(0) in school","","","",""
"Acclaimed","1998","Single parent ","(1a) inadequately completed","2","","",""
"Acclaimed","1998","Single parent ","(1b) general elementary school","11","","",""
"Acclaimed","1998","Single parent ","(1c) basic vocational qualification","26","","",""
"Acclaimed","1998","Single parent ","(2b) intermediate general qualification","10","","",""
"Acclaimed","1998","Single parent ","(2a) intermediate vocational","36","0.569993521746489","0.448701966958612","0.691285076534367"
"Acclaimed","1998","Single parent ","(2c_gen) general maturity certificate","3","","",""
"Acclaimed","1998","Single parent ","(2c_voc) vocational maturity certificate","7","","",""
"Acclaimed","1998","Single parent ","(3a) lower tertiary education","11","","",""
"Acclaimed","1998","Single parent ","(3b) higher tertiary education","8","","",""
"Acclaimed","1998","Couple + C. LE 16 ","(0) in school","","","",""
"Acclaimed","1998","Couple + C. LE 16 ","(1a) inadequately completed","9","","",""
"Acclaimed","1998","Couple + C. LE 16 ","(1b) general elementary school","28","","",""
"Acclaimed","1998","Couple + C. LE 16 ","(1c) basic vocational qualification","134","0.39548757710253","0.345118633325653","0.445856520879407"
"Acclaimed","1998","Couple + C. LE 16 ","(2b) intermediate general qualification","9","","",""
"Acclaimed","1998","Couple + C. LE 16 ","(2a) intermediate vocational","195","0.445857169759706","0.399413076392611","0.492301263126802"
"Acclaimed","1998","Couple + C. LE 16 ","(2c_gen) general maturity certificate","7","","",""
"Acclaimed","1998","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","49","0.564888957495376","0.463582816443355","0.666195098547397"
"Acclaimed","1998","Couple + C. LE 16 ","(3a) lower tertiary education","75","0.399623550250966","0.321497300355387","0.477749800146545"
"Acclaimed","1998","Couple + C. LE 16 ","(3b) higher tertiary education","42","0.276391972304336","0.205296703976669","0.347487240632003"
"Acclaimed","1998","Couple + C. GT 16 ","(0) in school","","","",""
"Acclaimed","1998","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"Acclaimed","1998","Couple + C. GT 16 ","(1b) general elementary school","41","0.513506994912257","0.409667021140626","0.617346968683888"
"Acclaimed","1998","Couple + C. GT 16 ","(1c) basic vocational qualification","108","0.457296872458355","0.395911045868135","0.518682699048575"
"Acclaimed","1998","Couple + C. GT 16 ","(2b) intermediate general qualification","35","0.695782545518817","0.571920289728382","0.819644801309253"
"Acclaimed","1998","Couple + C. GT 16 ","(2a) intermediate vocational","107","0.455273503727326","0.392137864974245","0.518409142480408"
"Acclaimed","1998","Couple + C. GT 16 ","(2c_gen) general maturity certificate","12","","",""
"Acclaimed","1998","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","19","","",""
"Acclaimed","1998","Couple + C. GT 16 ","(3a) lower tertiary education","38","0.420618737924871","0.311064969655853","0.530172506193889"
"Acclaimed","1998","Couple + C. GT 16 ","(3b) higher tertiary education","23","","",""
"Acclaimed","1998","Couple + C. LE and GT 16","(0) in school","","","",""
"Acclaimed","1998","Couple + C. LE and GT 16","(1a) inadequately completed","9","","",""
"Acclaimed","1998","Couple + C. LE and GT 16","(1b) general elementary school","20","","",""
"Acclaimed","1998","Couple + C. LE and GT 16","(1c) basic vocational qualification","46","0.48428282861919","0.388693640566846","0.579872016671533"
"Acclaimed","1998","Couple + C. LE and GT 16","(2b) intermediate general qualification","18","","",""
"Acclaimed","1998","Couple + C. LE and GT 16","(2a) intermediate vocational","59","0.473505215083524","0.386324136315521","0.560686293851527"
"Acclaimed","1998","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","8","","",""
"Acclaimed","1998","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","13","","",""
"Acclaimed","1998","Couple + C. LE and GT 16","(3a) lower tertiary education","26","","",""
"Acclaimed","1998","Couple + C. LE and GT 16","(3b) higher tertiary education","17","","",""
"Partly, partly","1998","1-pers.-HH","(0) in school","","","",""
"Partly, partly","1998","1-pers.-HH","(1a) inadequately completed","1","","",""
"Partly, partly","1998","1-pers.-HH","(1b) general elementary school","4","","",""
"Partly, partly","1998","1-pers.-HH","(1c) basic vocational qualification","26","","",""
"Partly, partly","1998","1-pers.-HH","(2b) intermediate general qualification","6","","",""
"Partly, partly","1998","1-pers.-HH","(2a) intermediate vocational","36","0.228968747393081","0.163034677077158","0.294902817709005"
"Partly, partly","1998","1-pers.-HH","(2c_gen) general maturity certificate","6","","",""
"Partly, partly","1998","1-pers.-HH","(2c_voc) vocational maturity certificate","11","","",""
"Partly, partly","1998","1-pers.-HH","(3a) lower tertiary education","9","","",""
"Partly, partly","1998","1-pers.-HH","(3b) higher tertiary education","11","","",""
"Partly, partly","1998","(Married) couple without C. ","(0) in school","","","",""
"Partly, partly","1998","(Married) couple without C. ","(1a) inadequately completed","2","","",""
"Partly, partly","1998","(Married) couple without C. ","(1b) general elementary school","14","","",""
"Partly, partly","1998","(Married) couple without C. ","(1c) basic vocational qualification","88","0.224092389425397","0.182000737006192","0.266184041844603"
"Partly, partly","1998","(Married) couple without C. ","(2b) intermediate general qualification","5","","",""
"Partly, partly","1998","(Married) couple without C. ","(2a) intermediate vocational","83","0.247680422484571","0.202585901192781","0.292774943776361"
"Partly, partly","1998","(Married) couple without C. ","(2c_gen) general maturity certificate","4","","",""
"Partly, partly","1998","(Married) couple without C. ","(2c_voc) vocational maturity certificate","22","","",""
"Partly, partly","1998","(Married) couple without C. ","(3a) lower tertiary education","32","0.273212480053008","0.196315863151769","0.350109096954246"
"Partly, partly","1998","(Married) couple without C. ","(3b) higher tertiary education","28","","",""
"Partly, partly","1998","Single parent ","(0) in school","","","",""
"Partly, partly","1998","Single parent ","(1a) inadequately completed","","","",""
"Partly, partly","1998","Single parent ","(1b) general elementary school","2","","",""
"Partly, partly","1998","Single parent ","(1c) basic vocational qualification","15","","",""
"Partly, partly","1998","Single parent ","(2b) intermediate general qualification","3","","",""
"Partly, partly","1998","Single parent ","(2a) intermediate vocational","12","","",""
"Partly, partly","1998","Single parent ","(2c_gen) general maturity certificate","","","",""
"Partly, partly","1998","Single parent ","(2c_voc) vocational maturity certificate","4","","",""
"Partly, partly","1998","Single parent ","(3a) lower tertiary education","2","","",""
"Partly, partly","1998","Single parent ","(3b) higher tertiary education","1","","",""
"Partly, partly","1998","Couple + C. LE 16 ","(0) in school","","","",""
"Partly, partly","1998","Couple + C. LE 16 ","(1a) inadequately completed","3","","",""
"Partly, partly","1998","Couple + C. LE 16 ","(1b) general elementary school","16","","",""
"Partly, partly","1998","Couple + C. LE 16 ","(1c) basic vocational qualification","91","0.204611464540732","0.16305405663238","0.246168872449084"
"Partly, partly","1998","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Partly, partly","1998","Couple + C. LE 16 ","(2a) intermediate vocational","114","0.246336255712354","0.206076166533936","0.286596344890772"
"Partly, partly","1998","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"Partly, partly","1998","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","21","","",""
"Partly, partly","1998","Couple + C. LE 16 ","(3a) lower tertiary education","19","","",""
"Partly, partly","1998","Couple + C. LE 16 ","(3b) higher tertiary education","28","","",""
"Partly, partly","1998","Couple + C. GT 16 ","(0) in school","","","",""
"Partly, partly","1998","Couple + C. GT 16 ","(1a) inadequately completed","6","","",""
"Partly, partly","1998","Couple + C. GT 16 ","(1b) general elementary school","16","","",""
"Partly, partly","1998","Couple + C. GT 16 ","(1c) basic vocational qualification","57","0.234807574771112","0.182576469874114","0.28703867966811"
"Partly, partly","1998","Couple + C. GT 16 ","(2b) intermediate general qualification","6","","",""
"Partly, partly","1998","Couple + C. GT 16 ","(2a) intermediate vocational","62","0.280896254043875","0.223916851664049","0.337875656423701"
"Partly, partly","1998","Couple + C. GT 16 ","(2c_gen) general maturity certificate","6","","",""
"Partly, partly","1998","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","12","","",""
"Partly, partly","1998","Couple + C. GT 16 ","(3a) lower tertiary education","16","","",""
"Partly, partly","1998","Couple + C. GT 16 ","(3b) higher tertiary education","9","","",""
"Partly, partly","1998","Couple + C. LE and GT 16","(0) in school","","","",""
"Partly, partly","1998","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Partly, partly","1998","Couple + C. LE and GT 16","(1b) general elementary school","7","","",""
"Partly, partly","1998","Couple + C. LE and GT 16","(1c) basic vocational qualification","23","","",""
"Partly, partly","1998","Couple + C. LE and GT 16","(2b) intermediate general qualification","4","","",""
"Partly, partly","1998","Couple + C. LE and GT 16","(2a) intermediate vocational","30","0.271943792812364","0.194250263875155","0.349637321749573"
"Partly, partly","1998","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"Partly, partly","1998","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","5","","",""
"Partly, partly","1998","Couple + C. LE and GT 16","(3a) lower tertiary education","4","","",""
"Partly, partly","1998","Couple + C. LE and GT 16","(3b) higher tertiary education","4","","",""
"Paid","1998","1-pers.-HH","(0) in school","","","",""
"Paid","1998","1-pers.-HH","(1a) inadequately completed","","","",""
"Paid","1998","1-pers.-HH","(1b) general elementary school","10","","",""
"Paid","1998","1-pers.-HH","(1c) basic vocational qualification","16","","",""
"Paid","1998","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Paid","1998","1-pers.-HH","(2a) intermediate vocational","20","","",""
"Paid","1998","1-pers.-HH","(2c_gen) general maturity certificate","2","","",""
"Paid","1998","1-pers.-HH","(2c_voc) vocational maturity certificate","4","","",""
"Paid","1998","1-pers.-HH","(3a) lower tertiary education","2","","",""
"Paid","1998","1-pers.-HH","(3b) higher tertiary education","3","","",""
"Paid","1998","(Married) couple without C. ","(0) in school","","","",""
"Paid","1998","(Married) couple without C. ","(1a) inadequately completed","2","","",""
"Paid","1998","(Married) couple without C. ","(1b) general elementary school","19","","",""
"Paid","1998","(Married) couple without C. ","(1c) basic vocational qualification","84","0.199761027434147","0.159401818374864","0.240120236493429"
"Paid","1998","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"Paid","1998","(Married) couple without C. ","(2a) intermediate vocational","37","0.113781095645768","0.0806082811610906","0.146953910130446"
"Paid","1998","(Married) couple without C. ","(2c_gen) general maturity certificate","6","","",""
"Paid","1998","(Married) couple without C. ","(2c_voc) vocational maturity certificate","10","","",""
"Paid","1998","(Married) couple without C. ","(3a) lower tertiary education","6","","",""
"Paid","1998","(Married) couple without C. ","(3b) higher tertiary education","11","","",""
"Paid","1998","Single parent ","(0) in school","","","",""
"Paid","1998","Single parent ","(1a) inadequately completed","3","","",""
"Paid","1998","Single parent ","(1b) general elementary school","8","","",""
"Paid","1998","Single parent ","(1c) basic vocational qualification","13","","",""
"Paid","1998","Single parent ","(2b) intermediate general qualification","","","",""
"Paid","1998","Single parent ","(2a) intermediate vocational","13","","",""
"Paid","1998","Single parent ","(2c_gen) general maturity certificate","","","",""
"Paid","1998","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"Paid","1998","Single parent ","(3a) lower tertiary education","","","",""
"Paid","1998","Single parent ","(3b) higher tertiary education","2","","",""
"Paid","1998","Couple + C. LE 16 ","(0) in school","","","",""
"Paid","1998","Couple + C. LE 16 ","(1a) inadequately completed","6","","",""
"Paid","1998","Couple + C. LE 16 ","(1b) general elementary school","35","0.382309988600935","0.27900251525301","0.485617461948861"
"Paid","1998","Couple + C. LE 16 ","(1c) basic vocational qualification","100","0.262294433285166","0.216980696996695","0.307608169573636"
"Paid","1998","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"Paid","1998","Couple + C. LE 16 ","(2a) intermediate vocational","74","0.146065311116218","0.113065790964484","0.179064831267952"
"Paid","1998","Couple + C. LE 16 ","(2c_gen) general maturity certificate","8","","",""
"Paid","1998","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","7","","",""
"Paid","1998","Couple + C. LE 16 ","(3a) lower tertiary education","8","","",""
"Paid","1998","Couple + C. LE 16 ","(3b) higher tertiary education","15","","",""
"Paid","1998","Couple + C. GT 16 ","(0) in school","","","",""
"Paid","1998","Couple + C. GT 16 ","(1a) inadequately completed","4","","",""
"Paid","1998","Couple + C. GT 16 ","(1b) general elementary school","24","","",""
"Paid","1998","Couple + C. GT 16 ","(1c) basic vocational qualification","60","0.196243111142198","0.147304978389792","0.245181243894604"
"Paid","1998","Couple + C. GT 16 ","(2b) intermediate general qualification","7","","",""
"Paid","1998","Couple + C. GT 16 ","(2a) intermediate vocational","43","0.165902024155479","0.118740968630278","0.213063079680679"
"Paid","1998","Couple + C. GT 16 ","(2c_gen) general maturity certificate","3","","",""
"Paid","1998","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","3","","",""
"Paid","1998","Couple + C. GT 16 ","(3a) lower tertiary education","7","","",""
"Paid","1998","Couple + C. GT 16 ","(3b) higher tertiary education","1","","",""
"Paid","1998","Couple + C. LE and GT 16","(0) in school","","","",""
"Paid","1998","Couple + C. LE and GT 16","(1a) inadequately completed","8","","",""
"Paid","1998","Couple + C. LE and GT 16","(1b) general elementary school","18","","",""
"Paid","1998","Couple + C. LE and GT 16","(1c) basic vocational qualification","29","","",""
"Paid","1998","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"Paid","1998","Couple + C. LE and GT 16","(2a) intermediate vocational","21","","",""
"Paid","1998","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","5","","",""
"Paid","1998","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","3","","",""
"Paid","1998","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"Paid","1998","Couple + C. LE and GT 16","(3b) higher tertiary education","5","","",""
"Not paid","1998","1-pers.-HH","(0) in school","","","",""
"Not paid","1998","1-pers.-HH","(1a) inadequately completed","","","",""
"Not paid","1998","1-pers.-HH","(1b) general elementary school","3","","",""
"Not paid","1998","1-pers.-HH","(1c) basic vocational qualification","11","","",""
"Not paid","1998","1-pers.-HH","(2b) intermediate general qualification","2","","",""
"Not paid","1998","1-pers.-HH","(2a) intermediate vocational","20","","",""
"Not paid","1998","1-pers.-HH","(2c_gen) general maturity certificate","5","","",""
"Not paid","1998","1-pers.-HH","(2c_voc) vocational maturity certificate","8","","",""
"Not paid","1998","1-pers.-HH","(3a) lower tertiary education","13","","",""
"Not paid","1998","1-pers.-HH","(3b) higher tertiary education","21","","",""
"Not paid","1998","(Married) couple without C. ","(0) in school","","","",""
"Not paid","1998","(Married) couple without C. ","(1a) inadequately completed","3","","",""
"Not paid","1998","(Married) couple without C. ","(1b) general elementary school","9","","",""
"Not paid","1998","(Married) couple without C. ","(1c) basic vocational qualification","34","0.0844820891420699","0.0564088089077232","0.112555369376417"
"Not paid","1998","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"Not paid","1998","(Married) couple without C. ","(2a) intermediate vocational","57","0.185983051187892","0.145335894913031","0.226630207462753"
"Not paid","1998","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"Not paid","1998","(Married) couple without C. ","(2c_voc) vocational maturity certificate","18","","",""
"Not paid","1998","(Married) couple without C. ","(3a) lower tertiary education","35","0.23933357802652","0.165704023066955","0.312963132986085"
"Not paid","1998","(Married) couple without C. ","(3b) higher tertiary education","61","0.419692826936938","0.339366329078832","0.500019324795045"
"Not paid","1998","Single parent ","(0) in school","1","","",""
"Not paid","1998","Single parent ","(1a) inadequately completed","","","",""
"Not paid","1998","Single parent ","(1b) general elementary school","2","","",""
"Not paid","1998","Single parent ","(1c) basic vocational qualification","2","","",""
"Not paid","1998","Single parent ","(2b) intermediate general qualification","1","","",""
"Not paid","1998","Single parent ","(2a) intermediate vocational","3","","",""
"Not paid","1998","Single parent ","(2c_gen) general maturity certificate","1","","",""
"Not paid","1998","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"Not paid","1998","Single parent ","(3a) lower tertiary education","3","","",""
"Not paid","1998","Single parent ","(3b) higher tertiary education","12","","",""
"Not paid","1998","Couple + C. LE 16 ","(0) in school","","","",""
"Not paid","1998","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"Not paid","1998","Couple + C. LE 16 ","(1b) general elementary school","6","","",""
"Not paid","1998","Couple + C. LE 16 ","(1c) basic vocational qualification","37","0.137606525071573","0.102119789479072","0.173093260664073"
"Not paid","1998","Couple + C. LE 16 ","(2b) intermediate general qualification","2","","",""
"Not paid","1998","Couple + C. LE 16 ","(2a) intermediate vocational","57","0.161741263411722","0.12733629110474","0.196146235718703"
"Not paid","1998","Couple + C. LE 16 ","(2c_gen) general maturity certificate","2","","",""
"Not paid","1998","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","15","","",""
"Not paid","1998","Couple + C. LE 16 ","(3a) lower tertiary education","49","0.399801094090563","0.321669046447111","0.477933141734014"
"Not paid","1998","Couple + C. LE 16 ","(3b) higher tertiary education","67","0.414866096104602","0.336539743971672","0.493192448237532"
"Not paid","1998","Couple + C. GT 16 ","(0) in school","","","",""
