"plb0195_h","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Not paid","1985","middle vocational","431","0.225721212669038","0.207535306748098","0.243907118589978"
"Not paid","1985","vocational + Abi","30","0.373374412155892","0.279504946954342","0.467243877357441"
"Not paid","1985","higher vocational","108","0.36226828948777","0.308501628140391","0.416034950835149"
"Not paid","1985","higher education","243","0.594336829277163","0.547152201039659","0.641521457514667"
"Acclaimed","1986","in school","","","",""
"Acclaimed","1986","inadequately","20","","",""
"Acclaimed","1986","general elemantary","148","0.277922549280483","0.243771728568244","0.312073369992721"
"Acclaimed","1986","middle vocational","605","0.332365229271879","0.311430586558923","0.353299871984834"
"Acclaimed","1986","vocational + Abi","25","","",""
"Acclaimed","1986","higher vocational","85","0.353205748605361","0.294193144722655","0.412218352488068"
"Acclaimed","1986","higher education","77","0.213450285511984","0.170827152103414","0.256073418920555"
"Partly, partly","1986","in school","","","",""
"Partly, partly","1986","inadequately","13","","",""
"Partly, partly","1986","general elemantary","59","0.0973140906386663","0.0747195478666582","0.119908633410674"
"Partly, partly","1986","middle vocational","241","0.129346994408098","0.114433170505087","0.14426081831111"
"Partly, partly","1986","vocational + Abi","12","","",""
"Partly, partly","1986","higher vocational","34","0.131171034880842","0.0894904371324853","0.172851632629198"
"Partly, partly","1986","higher education","35","0.0973822090986479","0.0665414065916755","0.12822301160562"
"Paid","1986","in school","2","","",""
"Paid","1986","inadequately","126","0.675600141949632","0.604383869103444","0.74681641479582"
"Paid","1986","general elemantary","379","0.4954493826319","0.457334079504281","0.53356468575952"
"Paid","1986","middle vocational","816","0.384024385028874","0.362409673227301","0.405639096830448"
"Paid","1986","vocational + Abi","47","0.357152834095473","0.267609622774589","0.446696045416358"
"Paid","1986","higher vocational","64","0.249497203569095","0.196070691889953","0.302923715248237"
"Paid","1986","higher education","45","0.114688841489101","0.0815419759588461","0.147835707019357"
"Not paid","1986","in school","","","",""
"Not paid","1986","inadequately","7","","",""
"Not paid","1986","general elemantary","75","0.129313977448951","0.103733957279512","0.15489399761839"
"Not paid","1986","middle vocational","283","0.154263391291149","0.138211090447828","0.170315692134469"
"Not paid","1986","vocational + Abi","26","","",""
"Not paid","1986","higher vocational","69","0.266126012944702","0.211562511589181","0.320689514300223"
"Not paid","1986","higher education","198","0.574478663900266","0.523046886062382","0.625910441738151"
"Acclaimed","1987","in school","","","",""
"Acclaimed","1987","inadequately","","","",""
"Acclaimed","1987","general elemantary","","","",""
"Acclaimed","1987","middle vocational","","","",""
"Acclaimed","1987","vocational + Abi","","","",""
"Acclaimed","1987","higher vocational","","","",""
"Acclaimed","1987","higher education","","","",""
"Partly, partly","1987","in school","","","",""
"Partly, partly","1987","inadequately","","","",""
"Partly, partly","1987","general elemantary","","","",""
"Partly, partly","1987","middle vocational","","","",""
"Partly, partly","1987","vocational + Abi","","","",""
"Partly, partly","1987","higher vocational","","","",""
"Partly, partly","1987","higher education","","","",""
"Paid","1987","in school","","","",""
"Paid","1987","inadequately","","","",""
"Paid","1987","general elemantary","","","",""
"Paid","1987","middle vocational","","","",""
"Paid","1987","vocational + Abi","","","",""
"Paid","1987","higher vocational","","","",""
"Paid","1987","higher education","","","",""
"Not paid","1987","in school","","","",""
"Not paid","1987","inadequately","","","",""
"Not paid","1987","general elemantary","","","",""
"Not paid","1987","middle vocational","","","",""
"Not paid","1987","vocational + Abi","","","",""
"Not paid","1987","higher vocational","","","",""
"Not paid","1987","higher education","","","",""
"Acclaimed","1988","in school","","","",""
"Acclaimed","1988","inadequately","17","","",""
"Acclaimed","1988","general elemantary","166","0.303014445033588","0.268371221355142","0.337657668712033"
"Acclaimed","1988","middle vocational","623","0.352217199464028","0.330613890181557","0.373820508746498"
"Acclaimed","1988","vocational + Abi","30","0.347319695615278","0.258344959626494","0.436294431604062"
"Acclaimed","1988","higher vocational","91","0.404435868031214","0.342214688460162","0.466657047602267"
"Acclaimed","1988","higher education","78","0.20082501659799","0.159556044500651","0.242093988695329"
"Partly, partly","1988","in school","","","",""
"Partly, partly","1988","inadequately","9","","",""
"Partly, partly","1988","general elemantary","65","0.107444149227774","0.0840996893912919","0.130788609064256"
"Partly, partly","1988","middle vocational","244","0.131278787750759","0.11600531519111","0.146552260310408"
"Partly, partly","1988","vocational + Abi","20","","",""
"Partly, partly","1988","higher vocational","38","0.153501659322135","0.107801392748981","0.199201925895289"
"Partly, partly","1988","higher education","43","0.114781912023239","0.0819455017788489","0.14761832226763"
"Paid","1988","in school","1","","",""
"Paid","1988","inadequately","133","0.831235842775676","0.773737341184919","0.888734344366434"
"Paid","1988","general elemantary","387","0.481565492991266","0.443899504177683","0.519231481804848"
"Paid","1988","middle vocational","766","0.375637348905868","0.353734372342313","0.397540325469423"
"Paid","1988","vocational + Abi","37","0.225086877491718","0.147040393217447","0.303133361765989"
"Paid","1988","higher vocational","54","0.205711861368357","0.15446493226454","0.256958790472174"
"Paid","1988","higher education","39","0.0989707495424861","0.0682085999061854","0.129732899178787"
"Not paid","1988","in school","","","",""
"Not paid","1988","inadequately","4","","",""
"Not paid","1988","general elemantary","58","0.107975912747373","0.0845807281718766","0.131371097322869"
"Not paid","1988","middle vocational","245","0.140866663879345","0.125132825047759","0.156600502710932"
"Not paid","1988","vocational + Abi","23","","",""
"Not paid","1988","higher vocational","56","0.236350611278294","0.182489599210061","0.290211623346527"
"Not paid","1988","higher education","202","0.585422321836285","0.534672864565217","0.636171779107352"
"Acclaimed","1989","in school","","","",""
"Acclaimed","1989","inadequately","25","","",""
"Acclaimed","1989","general elemantary","166","0.296302323419131","0.262855708742251","0.329748938096011"
"Acclaimed","1989","middle vocational","647","0.339629848358584","0.318977518665907","0.360282178051261"
"Acclaimed","1989","vocational + Abi","44","0.383298381488143","0.296669752200028","0.469927010776258"
"Acclaimed","1989","higher vocational","82","0.363418827296981","0.301659758825772","0.425177895768191"
"Acclaimed","1989","higher education","75","0.203193337125576","0.161395452581091","0.244991221670061"
"Partly, partly","1989","in school","","","",""
"Partly, partly","1989","inadequately","15","","",""
"Partly, partly","1989","general elemantary","97","0.137232611397486","0.112028748750871","0.162436474044102"
"Partly, partly","1989","middle vocational","281","0.140284697691781","0.12514019959169","0.155429195791872"
"Partly, partly","1989","vocational + Abi","18","","",""
"Partly, partly","1989","higher vocational","54","0.223504424052677","0.170013181614052","0.276995666491303"
"Partly, partly","1989","higher education","55","0.157458915641094","0.119623172903369","0.195294658378818"
"Paid","1989","in school","3","","",""
"Paid","1989","inadequately","127","0.736241200957623","0.670384889204248","0.802097512710998"
"Paid","1989","general elemantary","392","0.464572185312976","0.428040589308342","0.50110378131761"
"Paid","1989","middle vocational","847","0.384570769886766","0.363355449151595","0.405786090621936"
"Paid","1989","vocational + Abi","36","0.224250868024874","0.149934731926355","0.298567004123393"
"Paid","1989","higher vocational","50","0.206437720966395","0.154467427829241","0.258408014103549"
"Paid","1989","higher education","39","0.0963595913624817","0.0657069158031828","0.127012266921781"
"Not paid","1989","in school","","","",""
"Not paid","1989","inadequately","5","","",""
"Not paid","1989","general elemantary","61","0.101892879870406","0.0797350324138691","0.124050727326943"
"Not paid","1989","middle vocational","245","0.135514684062869","0.120588651142453","0.150440716983286"
"Not paid","1989","vocational + Abi","23","","",""
"Not paid","1989","higher vocational","47","0.206639027683946","0.15464999684183","0.258628058526063"
"Not paid","1989","higher education","187","0.542988155870849","0.491241534633748","0.59473477710795"
"Acclaimed","1990","in school","","","",""
"Acclaimed","1990","inadequately","22","","",""
"Acclaimed","1990","general elemantary","167","0.298186227240709","0.264748374616074","0.331624079865345"
"Acclaimed","1990","middle vocational","653","0.354692805960575","0.333582526053704","0.375803085867447"
"Acclaimed","1990","vocational + Abi","40","0.382123731626908","0.296942121081372","0.467305342172444"
"Acclaimed","1990","higher vocational","89","0.368197740495878","0.305592337653378","0.430803143338378"
"Acclaimed","1990","higher education","96","0.257711424423087","0.212963975311889","0.302458873534285"
"Partly, partly","1990","in school","1","","",""
"Partly, partly","1990","inadequately","21","","",""
"Partly, partly","1990","general elemantary","91","0.129191059958441","0.104674399291473","0.153707720625408"
"Partly, partly","1990","middle vocational","283","0.13227558131141","0.117326472695473","0.147224689927346"
"Partly, partly","1990","vocational + Abi","24","","",""
"Partly, partly","1990","higher vocational","52","0.236696906540628","0.181524050011932","0.291869763069325"
"Partly, partly","1990","higher education","65","0.17486086570184","0.135998882158265","0.213722849245416"
"Paid","1990","in school","2","","",""
"Paid","1990","inadequately","115","0.701351801546223","0.630214491827905","0.772489111264542"
"Paid","1990","general elemantary","410","0.489549554232832","0.453010376552826","0.526088731912838"
"Paid","1990","middle vocational","810","0.383928750158082","0.362468966620456","0.405388533695708"
"Paid","1990","vocational + Abi","42","0.207529765813907","0.136437106172069","0.278622425455745"
"Paid","1990","higher vocational","50","0.211980685386291","0.158929237076451","0.26503213369613"
"Paid","1990","higher education","30","0.0674807604218495","0.0418161933146127","0.0931453275290864"
"Not paid","1990","in school","","","",""
"Not paid","1990","inadequately","1","","",""
"Not paid","1990","general elemantary","51","0.0830731585680178","0.0628996540199771","0.103246663116059"
"Not paid","1990","middle vocational","227","0.129102862569933","0.114307148977913","0.143898576161953"
"Not paid","1990","vocational + Abi","19","","",""
"Not paid","1990","higher vocational","37","0.183124667577203","0.132921400225398","0.233327934929008"
"Not paid","1990","higher education","176","0.499946949453223","0.448792306141767","0.551101592764679"
"Acclaimed","1991","in school","","","",""
"Acclaimed","1991","inadequately","30","0.182447407742393","0.128100614353322","0.236794201131464"
"Acclaimed","1991","general elemantary","215","0.302988712913243","0.271874471840864","0.334102953985622"
"Acclaimed","1991","middle vocational","1190","0.362724562012089","0.345961373757961","0.379487750266216"
"Acclaimed","1991","vocational + Abi","70","0.44520857093865","0.372805759000173","0.517611382877128"
"Acclaimed","1991","higher vocational","152","0.399093094786682","0.348365148326265","0.449821041247099"
"Acclaimed","1991","higher education","352","0.32877002393132","0.298976067150701","0.358563980711939"
"Partly, partly","1991","in school","","","",""
"Partly, partly","1991","inadequately","19","","",""
"Partly, partly","1991","general elemantary","105","0.110430503024846","0.0892097618561276","0.131651244193565"
"Partly, partly","1991","middle vocational","478","0.153570680106748","0.141000136675842","0.166141223537654"
"Partly, partly","1991","vocational + Abi","26","","",""
"Partly, partly","1991","higher vocational","61","0.171243233370148","0.132219678322108","0.210266788418188"
"Partly, partly","1991","higher education","121","0.135505710977429","0.113798387945417","0.157213034009441"
"Paid","1991","in school","1","","",""
"Paid","1991","inadequately","139","0.722337855202063","0.659318239464854","0.785357470939271"
"Paid","1991","general elemantary","460","0.503290218925168","0.469438035695229","0.537142402155108"
"Paid","1991","middle vocational","1215","0.374131825257826","0.357260146013001","0.391003504502651"
"Paid","1991","vocational + Abi","57","0.250174640192888","0.187077379118401","0.313271901267374"
"Paid","1991","higher vocational","92","0.256116773579036","0.210902248674488","0.301331298483584"
"Paid","1991","higher education","115","0.124011769566662","0.103107885259642","0.144915653873682"
"Not paid","1991","in school","","","",""
"Not paid","1991","inadequately","6","","",""
"Not paid","1991","general elemantary","58","0.0832905651367423","0.0645820277260039","0.101999102547481"
"Not paid","1991","middle vocational","277","0.109572932623337","0.0986822433041388","0.120463621942536"
"Not paid","1991","vocational + Abi","28","","",""
"Not paid","1991","higher vocational","53","0.173546898264134","0.134316373929466","0.212777422598803"
"Not paid","1991","higher education","367","0.411712495524589","0.380499299401083","0.442925691648095"
"Acclaimed","1992","in school","1","","",""
"Acclaimed","1992","inadequately","25","","",""
"Acclaimed","1992","general elemantary","208","0.3181632259172","0.28511478142929","0.35121167040511"
"Acclaimed","1992","middle vocational","1071","0.356083266280669","0.338902626991784","0.373263905569555"
"Acclaimed","1992","vocational + Abi","69","0.408627504483665","0.336002509447686","0.481252499519643"
"Acclaimed","1992","higher vocational","137","0.386190323526174","0.336513654523321","0.435866992529027"
"Acclaimed","1992","higher education","316","0.335878288806501","0.304831833975081","0.36692474363792"
"Partly, partly","1992","in school","1","","",""
"Partly, partly","1992","inadequately","22","","",""
"Partly, partly","1992","general elemantary","101","0.122195578027363","0.098956844863827","0.145434311190899"
"Partly, partly","1992","middle vocational","525","0.175304203179948","0.1616617730968","0.188946633263095"
"Partly, partly","1992","vocational + Abi","27","","",""
"Partly, partly","1992","higher vocational","85","0.224083365897473","0.181538491214253","0.266628240580692"
"Partly, partly","1992","higher education","126","0.157060061952914","0.133141866624973","0.180978257280855"
"Paid","1992","in school","4","","",""
"Paid","1992","inadequately","108","0.676512406509662","0.603568965815215","0.749455847204109"
"Paid","1992","general elemantary","397","0.478736934052832","0.443291298634008","0.514182569471656"
"Paid","1992","middle vocational","1131","0.366170021571551","0.34888473983583","0.383455303307272"
"Paid","1992","vocational + Abi","46","0.250663636859075","0.186634768020241","0.314692505697908"
"Paid","1992","higher vocational","89","0.230932302430305","0.187933185563193","0.273931419297416"
"Paid","1992","higher education","84","0.0873044295075165","0.068748687682947","0.105860171332086"
"Not paid","1992","in school","","","",""
"Not paid","1992","inadequately","3","","",""
"Not paid","1992","general elemantary","57","0.0809042620026047","0.0615555572126497","0.10025296679256"
"Not paid","1992","middle vocational","257","0.102442508967832","0.0915627337475448","0.113322284188119"
"Not paid","1992","vocational + Abi","34","0.184872205868319","0.127521281827826","0.242223129908812"
"Not paid","1992","higher vocational","58","0.158794008146048","0.121503084348201","0.196084931943896"
"Not paid","1992","higher education","363","0.419757219733069","0.387315701502579","0.452198737963558"
"Acclaimed","1993","in school","2","","",""
"Acclaimed","1993","inadequately","24","","",""
"Acclaimed","1993","general elemantary","196","0.292145357758006","0.258789622188582","0.32550109332743"
"Acclaimed","1993","middle vocational","1031","0.353739693892551","0.336346865502242","0.371132522282859"
"Acclaimed","1993","vocational + Abi","77","0.44571125523367","0.372486776551516","0.518935733915825"
"Acclaimed","1993","higher vocational","138","0.42156839743199","0.369001993053308","0.474134801810672"
"Acclaimed","1993","higher education","309","0.31735273514691","0.287144874306349","0.34756059598747"
"Partly, partly","1993","in school","","","",""
"Partly, partly","1993","inadequately","30","0.14603162372625","0.091652158166625","0.200411089285876"
"Partly, partly","1993","general elemantary","103","0.135391123325097","0.110295156828584","0.160487089821611"
"Partly, partly","1993","middle vocational","507","0.168050983515252","0.154449275156034","0.181652691874469"
"Partly, partly","1993","vocational + Abi","29","","",""
"Partly, partly","1993","higher vocational","78","0.20736370702822","0.1642066727249","0.250520741331541"
"Partly, partly","1993","higher education","145","0.153542494325168","0.130145097127728","0.176939891522607"
"Paid","1993","in school","1","","",""
"Paid","1993","inadequately","104","0.649316415123678","0.575835172216613","0.722797658030743"
"Paid","1993","general elemantary","356","0.485027830681567","0.448369372574239","0.521686288788895"
"Paid","1993","middle vocational","1074","0.355524448288569","0.338111892047778","0.372937004529359"
"Paid","1993","vocational + Abi","38","0.207612476534876","0.147859850484559","0.267365102585192"
"Paid","1993","higher vocational","73","0.207909571061115","0.164710653386808","0.251108488735423"
"Paid","1993","higher education","95","0.11090546489906","0.0905256086852372","0.131285321112883"
"Not paid","1993","in school","","","",""
"Not paid","1993","inadequately","4","","",""
"Not paid","1993","general elemantary","59","0.0874356882353289","0.0667163876094756","0.108154988861182"
"Not paid","1993","middle vocational","291","0.122684874303629","0.110750548417808","0.13461920018945"
"Not paid","1993","vocational + Abi","33","0.168675251595183","0.11350912446316","0.223841378727206"
"Not paid","1993","higher vocational","50","0.163158324478675","0.123823745096326","0.202492903861024"
"Not paid","1993","higher education","363","0.418199305628863","0.386186079437664","0.450212531820061"
"Acclaimed","1994","in school","2","","",""
"Acclaimed","1994","inadequately","26","","",""
"Acclaimed","1994","general elemantary","191","0.320004023674392","0.283807351652549","0.356200695696234"
"Acclaimed","1994","middle vocational","1129","0.391128113605005","0.373308473052906","0.408947754157104"
"Acclaimed","1994","vocational + Abi","86","0.436678928285374","0.36634084595482","0.507017010615928"
"Acclaimed","1994","higher vocational","150","0.433977394252786","0.382493245775069","0.485461542730503"
"Acclaimed","1994","higher education","316","0.316678515543598","0.286700763523956","0.346656267563239"
"Partly, partly","1994","in school","","","",""
"Partly, partly","1994","inadequately","12","","",""
"Partly, partly","1994","general elemantary","95","0.162822252982961","0.134173648643817","0.191470857322104"
"Partly, partly","1994","middle vocational","524","0.179356195466399","0.165347038514049","0.193365352418749"
"Partly, partly","1994","vocational + Abi","41","0.19371341350558","0.137665948837602","0.249760878173558"
"Partly, partly","1994","higher vocational","77","0.184174945134705","0.143909093773957","0.224440796495452"
"Partly, partly","1994","higher education","145","0.152934836444472","0.129740131795334","0.17612954109361"
"Paid","1994","in school","3","","",""
"Paid","1994","inadequately","85","0.651303784082315","0.56874590561903","0.733861662545599"
"Paid","1994","general elemantary","298","0.447778663634141","0.409192994062007","0.486364333206275"
"Paid","1994","middle vocational","962","0.322048053957778","0.304985805675647","0.33911030223991"
"Paid","1994","vocational + Abi","36","0.197289669183384","0.140852787985645","0.253726550381123"
"Paid","1994","higher vocational","72","0.218709386269833","0.175769280842721","0.261649491696946"
"Paid","1994","higher education","84","0.0944486125736732","0.0756020753706846","0.113295149776662"
"Not paid","1994","in school","1","","",""
"Not paid","1994","inadequately","5","","",""
"Not paid","1994","general elemantary","54","0.0693950597085069","0.0496760679533208","0.0891140514636929"
"Not paid","1994","middle vocational","266","0.107467636970817","0.0961585564068154","0.118776717534819"
"Not paid","1994","vocational + Abi","28","","",""
"Not paid","1994","higher vocational","57","0.163138274342677","0.124756249970066","0.201520298715288"
"Not paid","1994","higher education","380","0.435938035438257","0.403981991189907","0.467894079686607"
"Acclaimed","1995","in school","2","","",""
"Acclaimed","1995","inadequately","24","","",""
"Acclaimed","1995","general elemantary","196","0.324020387236828","0.288342401409821","0.359698373063835"
"Acclaimed","1995","middle vocational","1175","0.391421848637078","0.374083550074533","0.408760147199623"
"Acclaimed","1995","vocational + Abi","99","0.451004281265781","0.38697495830206","0.515033604229501"
"Acclaimed","1995","higher vocational","160","0.393743012939686","0.344812078167249","0.442673947712123"
"Acclaimed","1995","higher education","359","0.331215275578714","0.302102769907603","0.360327781249825"
"Partly, partly","1995","in school","","","",""
"Partly, partly","1995","inadequately","16","","",""
"Partly, partly","1995","general elemantary","89","0.12128652608225","0.096399254749495","0.146173797415004"
"Partly, partly","1995","middle vocational","576","0.186082268364827","0.172257160840818","0.199907375888837"
"Partly, partly","1995","vocational + Abi","47","0.20862719927748","0.156341836904257","0.260912561650703"
"Partly, partly","1995","higher vocational","87","0.227893678663412","0.185883609406589","0.269903747920235"
"Partly, partly","1995","higher education","163","0.155026317098637","0.132638820084353","0.177413814112921"
"Paid","1995","in school","1","","",""
"Paid","1995","inadequately","73","0.582053328787694","0.493436453104693","0.670670204470695"
"Paid","1995","general elemantary","321","0.462994793730645","0.424982448654776","0.501007138806514"
"Paid","1995","middle vocational","1026","0.318945837264236","0.302389088375886","0.335502586152587"
"Paid","1995","vocational + Abi","56","0.222464115621481","0.168946802274226","0.275981428968736"
"Paid","1995","higher vocational","74","0.209797097281035","0.169019864359086","0.250574330202984"
"Paid","1995","higher education","91","0.0916952338277422","0.0738439106561155","0.109546556999369"
"Not paid","1995","in school","","","",""
"Not paid","1995","inadequately","6","","",""
"Not paid","1995","general elemantary","55","0.0916982929502773","0.0696972609885357","0.113699324912019"
"Not paid","1995","middle vocational","267","0.103550045733858","0.0927266399958141","0.114373451471902"
"Not paid","1995","vocational + Abi","30","0.117904403835259","0.0764064255729667","0.159402382097551"
"Not paid","1995","higher vocational","62","0.168566211115867","0.131073417465802","0.206059004765931"
"Not paid","1995","higher education","391","0.422063173494907","0.391513248445528","0.452613098544286"
"Acclaimed","1996","in school","4","","",""
"Acclaimed","1996","inadequately","35","0.31145084125007","0.225687575536625","0.397214106963515"
"Acclaimed","1996","general elemantary","223","0.393365374030007","0.354081299110059","0.432649448949956"
"Acclaimed","1996","middle vocational","1240","0.431239266500293","0.413340441128074","0.449138091872511"
"Acclaimed","1996","vocational + Abi","116","0.475080971893805","0.410821955327563","0.539339988460047"
"Acclaimed","1996","higher vocational","175","0.439338474216482","0.390517905569236","0.488159042863728"
"Acclaimed","1996","higher education","385","0.352762210679134","0.32296726627181","0.382557155086458"
"Partly, partly","1996","in school","1","","",""
"Partly, partly","1996","inadequately","12","","",""
"Partly, partly","1996","general elemantary","79","0.119523009658786","0.0934350788345913","0.14561094048298"
"Partly, partly","1996","middle vocational","516","0.174494276733019","0.160777526945469","0.188211026520568"
"Partly, partly","1996","vocational + Abi","43","0.219858651484493","0.166566589193038","0.273150713775949"
"Partly, partly","1996","higher vocational","81","0.217269807023558","0.176704144787697","0.25783546925942"
"Partly, partly","1996","higher education","139","0.150273019528044","0.127991242224901","0.172554796831187"
"Paid","1996","in school","4","","",""
"Paid","1996","inadequately","62","0.589808321160686","0.498714703385287","0.680901938936085"
"Paid","1996","general elemantary","248","0.392550734471907","0.353281017489801","0.431820451454014"
"Paid","1996","middle vocational","922","0.295119688657971","0.278635887736143","0.311603489579799"
"Paid","1996","vocational + Abi","40","0.169779130327653","0.121468458831953","0.218089801823353"
"Paid","1996","higher vocational","80","0.184019593544019","0.145902064802756","0.222137122285283"
"Paid","1996","higher education","84","0.0825377997915766","0.0653788717612432","0.0996967278219101"
"Not paid","1996","in school","","","",""
"Not paid","1996","inadequately","3","","",""
"Not paid","1996","general elemantary","44","0.0945608818392996","0.0710298889744514","0.118091874704148"
"Not paid","1996","middle vocational","263","0.0991467681087179","0.0883456956317968","0.109947840585639"
"Not paid","1996","vocational + Abi","33","0.135281246294049","0.0912703376222702","0.179292154965827"
"Not paid","1996","higher vocational","61","0.15937212521594","0.123367282916053","0.195376967515828"
"Not paid","1996","higher education","380","0.414426970001246","0.383709590942805","0.445144349059686"
"Acclaimed","1997","in school","1","","",""
"Acclaimed","1997","inadequately","36","0.505600721032357","0.391687275583336","0.619514166481379"
"Acclaimed","1997","general elemantary","207","0.45929451434787","0.415438085008973","0.503150943686768"
"Acclaimed","1997","middle vocational","1045","0.434158072785119","0.41449973633389","0.453816409236348"
"Acclaimed","1997","vocational + Abi","101","0.443582082457396","0.37748142561751","0.509682739297282"
"Acclaimed","1997","higher vocational","176","0.511762075808421","0.460411276969444","0.563112874647398"
"Acclaimed","1997","higher education","356","0.364741691261803","0.333754935807234","0.395728446716372"
"Partly, partly","1997","in school","","","",""
"Partly, partly","1997","inadequately","8","","",""
"Partly, partly","1997","general elemantary","107","0.192060213137557","0.157393277534606","0.226727148740507"
"Partly, partly","1997","middle vocational","555","0.2117194156038","0.195516393687184","0.227922437520416"
"Partly, partly","1997","vocational + Abi","58","0.291647942886808","0.23117344619183","0.352122439581785"
"Partly, partly","1997","higher vocational","82","0.224760789018829","0.181878739041964","0.267642838995695"
"Partly, partly","1997","higher education","154","0.175653043289584","0.151157274016665","0.200148812562502"
"Paid","1997","in school","1","","",""
"Paid","1997","inadequately","23","","",""
"Paid","1997","general elemantary","141","0.247602148512482","0.209617489634386","0.285586807390578"
"Paid","1997","middle vocational","564","0.213947257685751","0.197682242732119","0.230212272639383"
"Paid","1997","vocational + Abi","30","0.113565507473021","0.0713507041319421","0.155780310814101"
"Paid","1997","higher vocational","51","0.121060532733677","0.0875502437852115","0.154570821682142"
"Paid","1997","higher education","49","0.045667547031425","0.0322287030307377","0.0591063910321124"
"Not paid","1997","in school","","","",""
"Not paid","1997","inadequately","7","","",""
"Not paid","1997","general elemantary","41","0.101043124002091","0.0745196708890102","0.127566577115173"
"Not paid","1997","middle vocational","278","0.140175253925329","0.126405825686071","0.153944682164588"
"Not paid","1997","vocational + Abi","28","","",""
"Not paid","1997","higher vocational","55","0.142416602439073","0.10651482982674","0.178318375051406"
"Not paid","1997","higher education","368","0.413937718417188","0.382231269050155","0.445644167784221"
"Acclaimed","1998","in school","2","","",""
"Acclaimed","1998","inadequately","22","","",""
"Acclaimed","1998","general elemantary","231","0.468669850119551","0.425403189299387","0.511936510939714"
"Acclaimed","1998","middle vocational","1180","0.454016937653977","0.43504285162266","0.472991023685294"
"Acclaimed","1998","vocational + Abi","117","0.508358592910491","0.444977685660305","0.571739500160678"
