"plb0195_h","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Acclaimed","1984","Not Employed","lower secondary degree","7","","",""
"Acclaimed","1984","Not Employed","secondary school degree","3","","",""
"Acclaimed","1984","Not Employed","college entrance qualification","2","","",""
"Acclaimed","1984","Not Employed","Other degree","","","",""
"Acclaimed","1984","Not Employed","no degree/no degree yet","","","",""
"Acclaimed","1984","Employed","lower secondary degree","557","0.273825817677808","0.25463002552914","0.293021609826475"
"Acclaimed","1984","Employed","secondary school degree","307","0.382527736854223","0.34887099858775","0.416184475120696"
"Acclaimed","1984","Employed","college entrance qualification","117","0.221239029251232","0.186262040328663","0.256216018173802"
"Acclaimed","1984","Employed","Other degree","64","0.153263954423374","0.123427438038128","0.18310047080862"
"Acclaimed","1984","Employed","no degree/no degree yet","21","","",""
"Partly, partly","1984","Not Employed","lower secondary degree","3","","",""
"Partly, partly","1984","Not Employed","secondary school degree","1","","",""
"Partly, partly","1984","Not Employed","college entrance qualification","2","","",""
"Partly, partly","1984","Not Employed","Other degree","","","",""
"Partly, partly","1984","Not Employed","no degree/no degree yet","","","",""
"Partly, partly","1984","Employed","lower secondary degree","230","0.110520001890471","0.0970230103697279","0.124016993411213"
"Partly, partly","1984","Employed","secondary school degree","101","0.121606276808256","0.0989726348842245","0.144239918732287"
"Partly, partly","1984","Employed","college entrance qualification","62","0.105442891890758","0.0795630184520582","0.131322765329457"
"Partly, partly","1984","Employed","Other degree","42","0.0878803093577074","0.0644312307943902","0.111329387921025"
"Partly, partly","1984","Employed","no degree/no degree yet","20","","",""
"Paid","1984","Not Employed","lower secondary degree","19","","",""
"Paid","1984","Not Employed","secondary school degree","4","","",""
"Paid","1984","Not Employed","college entrance qualification","8","","",""
"Paid","1984","Not Employed","Other degree","3","","",""
"Paid","1984","Not Employed","no degree/no degree yet","1","","",""
"Paid","1984","Employed","lower secondary degree","925","0.439295187354974","0.417930634657694","0.460659740052253"
"Paid","1984","Employed","secondary school degree","158","0.193773612225696","0.166401541414396","0.221145683036995"
"Paid","1984","Employed","college entrance qualification","93","0.158793360989421","0.127995753847846","0.189590968130996"
"Paid","1984","Employed","Other degree","402","0.668574551210171","0.629587362088519","0.707561740331823"
"Paid","1984","Employed","no degree/no degree yet","243","0.745038459986078","0.695637068729169","0.794439851242987"
"Not paid","1984","Not Employed","lower secondary degree","7","","",""
"Not paid","1984","Not Employed","secondary school degree","2","","",""
"Not paid","1984","Not Employed","college entrance qualification","7","","",""
"Not paid","1984","Not Employed","Other degree","1","","",""
"Not paid","1984","Not Employed","no degree/no degree yet","1","","",""
"Not paid","1984","Employed","lower secondary degree","361","0.176358993076748","0.159952482392302","0.192765503761195"
"Not paid","1984","Employed","secondary school degree","235","0.302092374111826","0.270294309606754","0.333890438616898"
"Not paid","1984","Employed","college entrance qualification","269","0.514524717868589","0.472409782216765","0.556639653520413"
"Not paid","1984","Employed","Other degree","52","0.0902811850087475","0.0665452528816285","0.114017117135867"
"Not paid","1984","Employed","no degree/no degree yet","15","","",""
"Acclaimed","1985","Not Employed","lower secondary degree","1","","",""
"Acclaimed","1985","Not Employed","secondary school degree","7","","",""
"Acclaimed","1985","Not Employed","college entrance qualification","1","","",""
"Acclaimed","1985","Not Employed","Other degree","2","","",""
"Acclaimed","1985","Not Employed","no degree/no degree yet","","","",""
"Acclaimed","1985","Employed","lower secondary degree","436","0.255154265400788","0.234879249930882","0.275429280870693"
"Acclaimed","1985","Employed","secondary school degree","270","0.358258381152351","0.324078899230287","0.392437863074414"
"Acclaimed","1985","Employed","college entrance qualification","120","0.237794003461842","0.201167029305321","0.274420977618364"
"Acclaimed","1985","Employed","Other degree","45","0.139572410042411","0.105569303526831","0.17357551655799"
"Acclaimed","1985","Employed","no degree/no degree yet","13","","",""
"Partly, partly","1985","Not Employed","lower secondary degree","1","","",""
"Partly, partly","1985","Not Employed","secondary school degree","1","","",""
"Partly, partly","1985","Not Employed","college entrance qualification","1","","",""
"Partly, partly","1985","Not Employed","Other degree","","","",""
"Partly, partly","1985","Not Employed","no degree/no degree yet","","","",""
"Partly, partly","1985","Employed","lower secondary degree","205","0.115643685336297","0.100770595109694","0.130516775562901"
"Partly, partly","1985","Employed","secondary school degree","96","0.12601175666191","0.102355527341379","0.14966798598244"
"Partly, partly","1985","Employed","college entrance qualification","59","0.11363971364608","0.086335188883545","0.140944238408615"
"Partly, partly","1985","Employed","Other degree","28","","",""
"Partly, partly","1985","Employed","no degree/no degree yet","12","","",""
"Paid","1985","Not Employed","lower secondary degree","13","","",""
"Paid","1985","Not Employed","secondary school degree","4","","",""
"Paid","1985","Not Employed","college entrance qualification","3","","",""
"Paid","1985","Not Employed","Other degree","2","","",""
"Paid","1985","Not Employed","no degree/no degree yet","","","",""
"Paid","1985","Employed","lower secondary degree","784","0.428415515176987","0.405401127663096","0.451429902690878"
"Paid","1985","Employed","secondary school degree","156","0.192600569003769","0.164490611069892","0.220710526937647"
"Paid","1985","Employed","college entrance qualification","72","0.140001359201129","0.110148947630332","0.169853770771927"
"Paid","1985","Employed","Other degree","292","0.69571848048697","0.650572800245227","0.740864160728713"
"Paid","1985","Employed","no degree/no degree yet","151","0.710698655918794","0.646053622892392","0.775343688945196"
"Not paid","1985","Not Employed","lower secondary degree","9","","",""
"Not paid","1985","Not Employed","secondary school degree","2","","",""
"Not paid","1985","Not Employed","college entrance qualification","2","","",""
"Not paid","1985","Not Employed","Other degree","","","",""
"Not paid","1985","Not Employed","no degree/no degree yet","1","","",""
"Not paid","1985","Employed","lower secondary degree","351","0.200786534085928","0.182156000295463","0.219417067876393"
"Not paid","1985","Employed","secondary school degree","234","0.32312929318197","0.289792162439681","0.35646642392426"
"Not paid","1985","Employed","college entrance qualification","268","0.508564923690949","0.46555480022983","0.551575047152067"
"Not paid","1985","Employed","Other degree","34","0.0891581364678982","0.0611964329813143","0.117119839954482"
"Not paid","1985","Employed","no degree/no degree yet","13","","",""
"Acclaimed","1986","Not Employed","lower secondary degree","3","","",""
"Acclaimed","1986","Not Employed","secondary school degree","4","","",""
"Acclaimed","1986","Not Employed","college entrance qualification","3","","",""
"Acclaimed","1986","Not Employed","Other degree","","","",""
"Acclaimed","1986","Not Employed","no degree/no degree yet","","","",""
"Acclaimed","1986","Employed","lower secondary degree","461","0.291340524522329","0.269382948857216","0.313298100187442"
"Acclaimed","1986","Employed","secondary school degree","285","0.416748811470886","0.380121210654411","0.453376412287361"
"Acclaimed","1986","Employed","college entrance qualification","123","0.255148509474371","0.215778184386811","0.294518834561931"
"Acclaimed","1986","Employed","Other degree","57","0.146212778411414","0.112933673787848","0.17949188303498"
"Acclaimed","1986","Employed","no degree/no degree yet","22","","",""
"Partly, partly","1986","Not Employed","lower secondary degree","1","","",""
"Partly, partly","1986","Not Employed","secondary school degree","2","","",""
"Partly, partly","1986","Not Employed","college entrance qualification","1","","",""
"Partly, partly","1986","Not Employed","Other degree","","","",""
"Partly, partly","1986","Not Employed","no degree/no degree yet","1","","",""
"Partly, partly","1986","Employed","lower secondary degree","189","0.121536039393555","0.105746129409986","0.137325949377123"
"Partly, partly","1986","Employed","secondary school degree","91","0.127353544965284","0.102586844325763","0.152120245604804"
"Partly, partly","1986","Employed","college entrance qualification","53","0.111966102757313","0.0834890073564174","0.140443198158209"
"Partly, partly","1986","Employed","Other degree","43","0.103339878198369","0.0746682706710012","0.132011485725736"
"Partly, partly","1986","Employed","no degree/no degree yet","13","","",""
"Paid","1986","Not Employed","lower secondary degree","9","","",""
"Paid","1986","Not Employed","secondary school degree","1","","",""
"Paid","1986","Not Employed","college entrance qualification","3","","",""
"Paid","1986","Not Employed","Other degree","4","","",""
"Paid","1986","Not Employed","no degree/no degree yet","5","","",""
"Paid","1986","Employed","lower secondary degree","779","0.461154364712985","0.437065269604749","0.485243459821222"
"Paid","1986","Employed","secondary school degree","155","0.212490043834915","0.182099337721436","0.242880749948394"
