"plb0195_h","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Paid","1998","direct migration background","Male","148","0.316759240971027","0.271838075744704","0.36168040619735","3"
"Paid","1998","indirect migration background","Male","30","0.280486324217987","0.196150865001071","0.364821783434903","3"
"Paid","1998","indirect migration background","Female","9","","","","3"
"Partly, partly","1998","no migration background","Female","303","0.18640928701658","0.167978121773186","0.204840452259975","2"
"Partly, partly","1998","no migration background","Male","609","0.225585085279252","0.209204353817897","0.241965816740606","2"
"Partly, partly","1998","direct migration background","Male","91","0.215298152913171","0.175608986970937","0.254987318855404","2"
"Partly, partly","1998","direct migration background","Female","36","0.185471728909518","0.133637915988324","0.237305541830712","2"
"Partly, partly","1998","indirect migration background","Male","25","","","","2"
"Partly, partly","1998","indirect migration background","Female","19","","","","2"
"Acclaimed","1999","no migration background","Male","928","0.377010657967085","0.357932916902775","0.396088399031396","1"
"Acclaimed","1999","no migration background","Female","967","0.571072379953296","0.547641949540883","0.594502810365709","1"
"Acclaimed","1999","direct migration background","Female","103","0.570497414652517","0.499738869014694","0.641255960290341","1"
"Acclaimed","1999","direct migration background","Male","119","0.352730511299603","0.304688589228481","0.400772433370725","1"
"Acclaimed","1999","indirect migration background","Female","48","0.649560280727601","0.548132944350129","0.750987617105073","1"
"Acclaimed","1999","indirect migration background","Male","42","0.462504029635969","0.373296228472029","0.551711830799908","1"
"Not paid","1999","no migration background","Female","271","0.154051814452537","0.136961581882489","0.171142047022585","4"
"Not paid","1999","no migration background","Male","492","0.204770374264671","0.18888528479738","0.220655463731961","4"
"Not paid","1999","direct migration background","Male","35","0.162496245952426","0.125405007018911","0.19958748488594","4"
"Not paid","1999","direct migration background","Female","19","","","","4"
"Not paid","1999","indirect migration background","Male","10","","","","4"
"Not paid","1999","indirect migration background","Female","14","","","","4"
"Paid","1999","no migration background","Male","441","0.170047741389502","0.155259319997877","0.184836162781128","3"
"Paid","1999","no migration background","Female","180","0.0958079740244081","0.0818740368879997","0.109741911160817","3"
"Paid","1999","direct migration background","Female","39","0.17037809914323","0.116635810783043","0.224120387503417","3"
"Paid","1999","direct migration background","Male","141","0.304806960712141","0.258523967220084","0.351089954204198","3"
"Paid","1999","indirect migration background","Male","36","0.259942511710191","0.181467958417692","0.33841706500269","3"
"Paid","1999","indirect migration background","Female","11","","","","3"
"Partly, partly","1999","no migration background","Male","618","0.248171226378742","0.231167464578495","0.265174988178989","2"
"Partly, partly","1999","no migration background","Female","296","0.179067831569759","0.160916641418511","0.197219021721007","2"
"Partly, partly","1999","direct migration background","Female","27","","","","2"
"Partly, partly","1999","direct migration background","Male","85","0.179966282035831","0.141341350735679","0.218591213335982","2"
"Partly, partly","1999","indirect migration background","Male","32","0.164565036315217","0.0982239503442767","0.230906122286157","2"
"Partly, partly","1999","indirect migration background","Female","12","","","","2"
"Acclaimed","2000","no migration background","Male","1718","0.410092453857118","0.395350260347513","0.424834647366722","1"
"Acclaimed","2000","no migration background","Female","1688","0.590652220673838","0.572643878911012","0.608660562436664","1"
"Acclaimed","2000","direct migration background","Male","197","0.309684072149678","0.271892274528581","0.347475869770775","1"
"Acclaimed","2000","direct migration background","Female","180","0.592201504402836","0.537408336003599","0.646994672802074","1"
"Acclaimed","2000","indirect migration background","Female","61","0.594585749252909","0.501989591411567","0.687181907094251","1"
"Acclaimed","2000","indirect migration background","Male","57","0.441152606541577","0.363236573790755","0.519068639292399","1"
"Not paid","2000","no migration background","Male","836","0.186639666957604","0.174961552906528","0.198317781008679","4"
"Not paid","2000","no migration background","Female","412","0.139272456269336","0.126592228573026","0.151952683965647","4"
"Not paid","2000","direct migration background","Male","62","0.149370555321896","0.120235431216009","0.178505679427782","4"
"Not paid","2000","direct migration background","Female","32","0.104063317024172","0.0700180814916409","0.138108552556704","4"
"Not paid","2000","indirect migration background","Male","20","","","","4"
"Not paid","2000","indirect migration background","Female","15","","","","4"
"Paid","2000","no migration background","Male","704","0.166268403571374","0.155108839333263","0.177427967809485","3"
"Paid","2000","no migration background","Female","308","0.106904004045886","0.095587620950868","0.118220387140903","3"
"Paid","2000","direct migration background","Male","189","0.326726480564518","0.288390894875565","0.36506206625347","3"
"Paid","2000","direct migration background","Female","57","0.170917027123129","0.128944944953049","0.212889109293209","3"
"Paid","2000","indirect migration background","Male","38","0.194926151625177","0.132762186814192","0.257090116436161","3"
"Paid","2000","indirect migration background","Female","12","","","","3"
"Partly, partly","2000","no migration background","Male","1018","0.236999475613905","0.22425372685526","0.24974522437255","2"
"Partly, partly","2000","no migration background","Female","456","0.16317131901094","0.149638079295624","0.176704558726256","2"
"Partly, partly","2000","direct migration background","Female","40","0.132818151449862","0.0949780182512071","0.170658284648517","2"
"Partly, partly","2000","direct migration background","Male","127","0.214218891963909","0.180684236822338","0.24775354710548","2"
"Partly, partly","2000","indirect migration background","Male","41","0.234716132434837","0.16820895125353","0.301223313616143","2"
"Partly, partly","2000","indirect migration background","Female","20","","","","2"
"Acclaimed","2001","no migration background","Male","1530","0.401344258447386","0.385920886521858","0.416767630372915","1"
"Acclaimed","2001","no migration background","Female","1573","0.570550760384131","0.552156912460999","0.588944608307263","1"
"Acclaimed","2001","direct migration background","Male","156","0.295412315972418","0.256349435023468","0.334475196921368","1"
"Acclaimed","2001","direct migration background","Female","144","0.461477076777438","0.404101606820544","0.518852546734331","1"
"Acclaimed","2001","indirect migration background","Male","55","0.351098585984713","0.277139420843925","0.425057751125501","1"
"Acclaimed","2001","indirect migration background","Female","68","0.584485317005266","0.494021344322858","0.674949289687673","1"
"Not paid","2001","no migration background","Male","743","0.181860891689279","0.169723776803139","0.193998006575418","4"
"Not paid","2001","no migration background","Female","396","0.133566726129836","0.120925586458469","0.146207865801203","4"
"Not paid","2001","direct migration background","Male","68","0.168577032466131","0.13652226295131","0.200631801980952","4"
"Not paid","2001","direct migration background","Female","33","0.141308514055149","0.101217057458596","0.181399970651703","4"
"Not paid","2001","indirect migration background","Male","21","","","","4"
"Not paid","2001","indirect migration background","Female","18","","","","4"
"Paid","2001","no migration background","Male","664","0.175138231993215","0.163178724474326","0.187097739512103","3"
"Paid","2001","no migration background","Female","313","0.11627080267087","0.104359357242328","0.128182248099413","3"
"Paid","2001","direct migration background","Female","66","0.217572660768827","0.170085821700015","0.265059499837638","3"
"Paid","2001","direct migration background","Male","150","0.256503751875917","0.219112612496804","0.29389489125503","3"
"Paid","2001","indirect migration background","Male","34","0.217302376327531","0.153399950467474","0.281204802187588","3"
"Paid","2001","indirect migration background","Female","10","","","","3"
"Partly, partly","2001","no migration background","Male","943","0.24165661787012","0.228186713102007","0.255126522638233","2"
"Partly, partly","2001","no migration background","Female","500","0.179611710815162","0.165347538416728","0.193875883213597","2"
"Partly, partly","2001","direct migration background","Female","47","0.179641748398586","0.135458819284078","0.223824677513095","2"
"Partly, partly","2001","direct migration background","Male","150","0.279506899685534","0.241083691213983","0.317930108157086","2"
"Partly, partly","2001","indirect migration background","Male","50","0.294717957293729","0.22407435903803","0.365361555549427","2"
"Partly, partly","2001","indirect migration background","Female","18","","","","2"
"Acclaimed","2002","no migration background","Male","1554","0.420261396616631","0.405046392295191","0.435476400938071","1"
"Acclaimed","2002","no migration background","Female","1693","0.588456020044936","0.570739675285308","0.606172364804563","1"
"Acclaimed","2002","direct migration background","Male","136","0.316177428062982","0.273452677102626","0.358902179023339","1"
"Acclaimed","2002","direct migration background","Female","141","0.551511309883477","0.491058794489464","0.611963825277489","1"
"Acclaimed","2002","indirect migration background","Male","51","0.405324771556712","0.325413951544456","0.485235591568969","1"
"Acclaimed","2002","indirect migration background","Female","58","0.526630916737722","0.43537683663451","0.617884996840933","1"
"Not paid","2002","no migration background","Female","527","0.15571117600289","0.142658053797673","0.168764298208106","4"
"Not paid","2002","no migration background","Male","1023","0.19954251869778","0.187223302436731","0.211861734958828","4"
"Not paid","2002","direct migration background","Male","53","0.10784062109663","0.079339968421026","0.136341273772234","4"
"Not paid","2002","direct migration background","Female","39","0.164868585743515","0.119765341291072","0.209971830195959","4"
"Not paid","2002","indirect migration background","Male","30","0.177651200723429","0.115438909715606","0.239863491731251","4"
"Not paid","2002","indirect migration background","Female","23","","","","4"
"Paid","2002","no migration background","Male","514","0.141412865497496","0.130672158486078","0.152153572508915","3"
"Paid","2002","no migration background","Female","256","0.0912933587750535","0.0809242737616587","0.101662443788448","3"
"Paid","2002","direct migration background","Female","46","0.162301355746444","0.117481918716133","0.207120792776755","3"
"Paid","2002","direct migration background","Male","136","0.330608204605313","0.287382766992516","0.37383364221811","3"
"Paid","2002","indirect migration background","Male","26","","","","3"
"Paid","2002","indirect migration background","Female","14","","","","3"
"Partly, partly","2002","no migration background","Male","952","0.238783219188093","0.225641496500325","0.25192494187586","2"
"Partly, partly","2002","no migration background","Female","488","0.164539445177121","0.151191728467306","0.177887161886937","2"
"Partly, partly","2002","direct migration background","Male","130","0.245373746235075","0.205835045442878","0.284912447027271","2"
"Partly, partly","2002","direct migration background","Female","34","0.121318748626564","0.0816324077829001","0.161005089470228","2"
"Partly, partly","2002","indirect migration background","Male","38","0.283436031738425","0.210082825310068","0.356789238166782","2"
"Partly, partly","2002","indirect migration background","Female","20","","","","2"
"Acclaimed","2003","no migration background","Male","1533","0.446552071733596","0.430600264097004","0.462503879370188","1"
"Acclaimed","2003","no migration background","Female","1701","0.606975078798514","0.589301947213558","0.62464821038347","1"
"Acclaimed","2003","direct migration background","Male","136","0.376188995047092","0.3288341277587","0.423543862335484","1"
"Acclaimed","2003","direct migration background","Female","142","0.617044529622593","0.556050746681504","0.678038312563682","1"
"Acclaimed","2003","indirect migration background","Female","65","0.475757376805636","0.386028229678054","0.565486523933218","1"
"Acclaimed","2003","indirect migration background","Male","51","0.356575738391009","0.27751458492529","0.435636891856729","1"
"Not paid","2003","no migration background","Female","517","0.149102762431734","0.136214349618819","0.161991175244648","4"
"Not paid","2003","no migration background","Male","922","0.199721113878082","0.186892842587508","0.212549385168656","4"
"Not paid","2003","direct migration background","Female","29","","","","4"
"Not paid","2003","direct migration background","Male","43","0.0871301061508572","0.0595609401586461","0.114699272143068","4"
"Not paid","2003","indirect migration background","Male","21","","","","4"
"Not paid","2003","indirect migration background","Female","17","","","","4"
"Paid","2003","no migration background","Male","450","0.133206292739921","0.122303049214936","0.144109536264906","3"
"Paid","2003","no migration background","Female","254","0.0911215485739947","0.0807084138903755","0.101534683257614","3"
"Paid","2003","direct migration background","Female","33","0.119114100211943","0.0784702732011792","0.159757927222707","3"
"Paid","2003","direct migration background","Male","114","0.302304861058094","0.257410636103548","0.347199086012641","3"
"Paid","2003","indirect migration background","Male","37","0.289102937091202","0.2142742463454","0.363931627837004","3"
"Paid","2003","indirect migration background","Female","14","","","","3"
"Partly, partly","2003","no migration background","Male","826","0.220520521648401","0.207217131892866","0.233823911403936","2"
"Partly, partly","2003","no migration background","Female","462","0.152800610195758","0.139781736978501","0.165819483413015","2"
"Partly, partly","2003","direct migration background","Female","40","0.180061949025664","0.131850001873734","0.228273896177594","2"
"Partly, partly","2003","direct migration background","Male","109","0.234376037743956","0.192966591088055","0.275785484399858","2"
"Partly, partly","2003","indirect migration background","Male","32","0.210244023714199","0.142985578295896","0.277502469132502","2"
"Partly, partly","2003","indirect migration background","Female","23","","","","2"
"Acclaimed","2004","no migration background","Male","1474","0.430826846228302","0.414715635074551","0.446938057382054","1"
"Acclaimed","2004","no migration background","Female","1624","0.591427376223625","0.573258595799461","0.609596156647789","1"
"Acclaimed","2004","direct migration background","Male","141","0.38977616019069","0.340869429605925","0.438682890775456","1"
"Acclaimed","2004","direct migration background","Female","132","0.558178315281623","0.494276368012771","0.622080262550475","1"
"Acclaimed","2004","indirect migration background","Male","52","0.435419068665194","0.350837068575208","0.520001068755179","1"
"Acclaimed","2004","indirect migration background","Female","70","0.623711530967083","0.534781589396863","0.712641472537303","1"
"Not paid","2004","no migration background","Female","517","0.161003398315923","0.147419073573303","0.174587723058543","4"
"Not paid","2004","no migration background","Male","966","0.221520754852496","0.208009821942319","0.235031687762673","4"
"Not paid","2004","direct migration background","Female","32","0.128259061745965","0.0852319842579773","0.171286139233953","4"
"Not paid","2004","direct migration background","Male","54","0.16232394402657","0.12534574516909","0.19930214288405","4"
"Not paid","2004","indirect migration background","Male","19","","","","4"
"Not paid","2004","indirect migration background","Female","18","","","","4"
"Paid","2004","no migration background","Male","419","0.140038559070568","0.128747935896876","0.151329182244259","3"
"Paid","2004","no migration background","Female","236","0.0863574130103674","0.0759754754602291","0.0967393505605056","3"
"Paid","2004","direct migration background","Male","87","0.229358529252998","0.18719858332977","0.271518475176226","3"
"Paid","2004","direct migration background","Female","30","0.140120326774145","0.0954546919741836","0.184785961574106","3"
"Paid","2004","indirect migration background","Female","10","","","","3"
"Paid","2004","indirect migration background","Male","27","","","","3"
"Partly, partly","2004","no migration background","Male","770","0.207613839848634","0.194417569686299","0.220810110010969","2"
"Partly, partly","2004","no migration background","Female","435","0.161211812450085","0.147620386727189","0.17480323817298","2"
"Partly, partly","2004","direct migration background","Female","38","0.173442296198267","0.12472107169317","0.222163520703364","2"
"Partly, partly","2004","direct migration background","Male","100","0.218541366529742","0.177099793343647","0.259982939715837","2"
"Partly, partly","2004","indirect migration background","Female","16","","","","2"
"Partly, partly","2004","indirect migration background","Male","34","0.267117300220028","0.191637738675369","0.342596861764687","2"
"Acclaimed","2005","no migration background","Male","1425","0.44210831488409","0.425255426059509","0.458961203708672","1"
"Acclaimed","2005","no migration background","Female","1575","0.608867542997378","0.590234614339158","0.627500471655599","1"
"Acclaimed","2005","direct migration background","Male","135","0.366641781298591","0.315866104140457","0.417417458456726","1"
"Acclaimed","2005","direct migration background","Female","138","0.571050554699618","0.507226787447601","0.634874321951635","1"
"Acclaimed","2005","indirect migration background","Male","60","0.390418531205934","0.311822915052335","0.469014147359533","1"
"Acclaimed","2005","indirect migration background","Female","59","0.616543406395688","0.523095117161018","0.709991695630358","1"
"Not paid","2005","no migration background","Male","805","0.206598502003138","0.192859817128115","0.22033718687816","4"
"Not paid","2005","no migration background","Female","458","0.148175708549146","0.134610661703338","0.161740755394954","4"
"Not paid","2005","direct migration background","Male","40","0.136101747516835","0.0999713125385864","0.172232182495083","4"
"Not paid","2005","direct migration background","Female","28","","","","4"
"Not paid","2005","indirect migration background","Male","28","","","","4"
"Not paid","2005","indirect migration background","Female","19","","","","4"
"Paid","2005","no migration background","Male","340","0.111589273638889","0.100904798519237","0.122273748758542","3"
"Paid","2005","no migration background","Female","215","0.0930898766467593","0.0819958007277676","0.104183952565751","3"
"Paid","2005","direct migration background","Male","70","0.187702059120231","0.146558464127266","0.228845654113197","3"
"Paid","2005","direct migration background","Female","26","","","","3"
"Paid","2005","indirect migration background","Male","29","","","","3"
"Paid","2005","indirect migration background","Female","9","","","","3"
"Partly, partly","2005","no migration background","Male","766","0.239703909473883","0.225217391575433","0.254190427372332","2"
"Partly, partly","2005","no migration background","Female","387","0.149866871806716","0.136238183081593","0.16349556053184","2"
"Partly, partly","2005","direct migration background","Female","39","0.151364317845821","0.105145961226492","0.197582674465149","2"
"Partly, partly","2005","direct migration background","Male","101","0.309554412064343","0.260841592239131","0.358267231889555","2"
"Partly, partly","2005","indirect migration background","Male","31","0.189126846032395","0.126035428603149","0.252218263461642","2"
"Partly, partly","2005","indirect migration background","Female","17","","","","2"
"Acclaimed","2006","no migration background","Male","1579","0.443245844742399","0.427000310533626","0.459491378951172","1"
"Acclaimed","2006","no migration background","Female","1757","0.575866258592282","0.558228448969184","0.593504068215379","1"
"Acclaimed","2006","direct migration background","Male","126","0.389225981778405","0.338648736504466","0.439803227052343","1"
"Acclaimed","2006","direct migration background","Female","136","0.521313871360054","0.460825414225516","0.581802328494592","1"
"Acclaimed","2006","indirect migration background","Male","60","0.383099168711952","0.306068147013878","0.460130190410026","1"
"Acclaimed","2006","indirect migration background","Female","79","0.665290355978936","0.584172560054035","0.746408151903837","1"
"Not paid","2006","no migration background","Female","550","0.174503965400256","0.160958542512449","0.188049388288064","4"
"Not paid","2006","no migration background","Male","915","0.223336520783957","0.209716547925426","0.236956493642488","4"
"Not paid","2006","direct migration background","Female","44","0.176429979396598","0.130273369679413","0.222586589113782","4"
"Not paid","2006","direct migration background","Male","54","0.148346881213337","0.11147591116732","0.185217851259354","4"
"Not paid","2006","indirect migration background","Male","35","0.203067855190259","0.139324687921128","0.26681102245939","4"
"Not paid","2006","indirect migration background","Female","21","","","","4"
"Paid","2006","no migration background","Male","360","0.118327295367029","0.107764567429606","0.128890023304453","3"
"Paid","2006","no migration background","Female","248","0.0928272653765214","0.0824707132552673","0.103183817497775","3"
"Paid","2006","direct migration background","Female","38","0.158330154207536","0.114127316908781","0.20253299150629","3"
"Paid","2006","direct migration background","Male","83","0.236830556936967","0.192730074784323","0.280931039089612","3"
"Paid","2006","indirect migration background","Female","10","","","","3"
"Paid","2006","indirect migration background","Male","24","","","","3"
"Partly, partly","2006","no migration background","Male","738","0.215090339106614","0.201653404103027","0.228527274110202","2"
"Partly, partly","2006","no migration background","Female","461","0.156802510630941","0.143825532258494","0.169779489003387","2"
"Partly, partly","2006","direct migration background","Female","44","0.143925995035813","0.1014226881741","0.186429301897526","2"
"Partly, partly","2006","direct migration background","Male","94","0.225596580071291","0.182239116295461","0.268954043847121","2"
"Partly, partly","2006","indirect migration background","Female","20","","","","2"
"Partly, partly","2006","indirect migration background","Male","34","0.203335859892906","0.139561369287521","0.267110350498291","2"
"Acclaimed","2007","no migration background","Male","1432","0.429039442508826","0.41234150366362","0.445737381354031","1"
"Acclaimed","2007","no migration background","Female","1652","0.593454817058943","0.575156409869975","0.61175322424791","1"
"Acclaimed","2007","direct migration background","Male","117","0.376736740174686","0.323054494723457","0.430418985625915","1"
"Acclaimed","2007","direct migration background","Female","123","0.53299375852708","0.465992849738906","0.599994667315255","1"
"Acclaimed","2007","indirect migration background","Female","69","0.592768954265709","0.508311190239247","0.677226718292171","1"
"Acclaimed","2007","indirect migration background","Male","61","0.385789925586461","0.31012694632071","0.461452904852212","1"
"Not paid","2007","no migration background","Female","490","0.16288861720081","0.149132304479051","0.176644929922569","4"
"Not paid","2007","no migration background","Male","864","0.217760267430398","0.203836060821595","0.2316844740392","4"
"Not paid","2007","direct migration background","Female","25","","","","4"
"Not paid","2007","direct migration background","Male","55","0.188089722108036","0.144797241188352","0.23138220302772","4"
"Not paid","2007","indirect migration background","Male","32","0.243356089123702","0.176657536721891","0.310054641525514","4"
"Not paid","2007","indirect migration background","Female","29","","","","4"
"Paid","2007","no migration background","Male","329","0.105875930433174","0.0954956588696991","0.11625620199665","3"
"Paid","2007","no migration background","Female","193","0.0764959508283505","0.0665943896833462","0.0863975119733548","3"
"Paid","2007","direct migration background","Male","60","0.198081628631963","0.153928335273618","0.242234921990309","3"
"Paid","2007","direct migration background","Female","26","","","","3"
"Paid","2007","indirect migration background","Female","8","","","","3"
"Paid","2007","indirect migration background","Male","21","","","","3"
"Partly, partly","2007","no migration background","Male","750","0.247324359627603","0.232768140678945","0.26188057857626","2"
"Partly, partly","2007","no migration background","Female","433","0.167160614911897","0.15326068355425","0.181060546269544","2"
"Partly, partly","2007","direct migration background","Male","81","0.237091909085314","0.189975693588869","0.284208124581759","2"
"Partly, partly","2007","direct migration background","Female","39","0.197171801753903","0.143740961880741","0.250602641627065","2"
"Partly, partly","2007","indirect migration background","Male","45","0.228862311747603","0.16356389765382","0.294160725841386","2"
"Partly, partly","2007","indirect migration background","Female","24","","","","2"
"Acclaimed","2008","no migration background","Male","1378","0.434840591939149","0.417851962680369","0.451829221197929","1"
"Acclaimed","2008","no migration background","Female","1592","0.568285996557499","0.549962496665126","0.586609496449873","1"
"Acclaimed","2008","direct migration background","Male","104","0.360803473350784","0.306370124363762","0.415236822337805","1"
"Acclaimed","2008","direct migration background","Female","119","0.537756174615508","0.471420601404492","0.604091747826524","1"
"Acclaimed","2008","indirect migration background","Male","66","0.446986914607357","0.368206641107426","0.525767188107288","1"
"Acclaimed","2008","indirect migration background","Female","69","0.613517856295147","0.52675502290676","0.700280689683534","1"
"Not paid","2008","no migration background","Male","819","0.210378483679333","0.196411006637805","0.224345960720862","4"
"Not paid","2008","no migration background","Female","530","0.174452418846767","0.160413410343879","0.188491427349654","4"
"Not paid","2008","direct migration background","Male","52","0.187789491637435","0.143522251957412","0.232056731317458","4"
"Not paid","2008","direct migration background","Female","26","","","","4"
"Not paid","2008","indirect migration background","Male","30","0.108732360063235","0.0594052295507877","0.158059490575682","4"
"Not paid","2008","indirect migration background","Female","21","","","","4"
"Paid","2008","no migration background","Male","362","0.115892530397487","0.104922999100763","0.126862061694211","3"
"Paid","2008","no migration background","Female","208","0.0715322934619273","0.061998596112844","0.0810659908110106","3"
"Paid","2008","direct migration background","Female","29","","","","3"
"Paid","2008","direct migration background","Male","69","0.252870902098131","0.203603489904675","0.302138314291587","3"
"Paid","2008","indirect migration background","Female","6","","","","3"
"Paid","2008","indirect migration background","Male","19","","","","3"
"Partly, partly","2008","no migration background","Male","712","0.238888393984031","0.224275726006595","0.253501061961466","2"
"Partly, partly","2008","no migration background","Female","477","0.185729291133807","0.171342912324881","0.200115669942732","2"
"Partly, partly","2008","direct migration background","Female","43","0.201383707785973","0.148025716311451","0.254741699260496","2"
"Partly, partly","2008","direct migration background","Male","74","0.198536132913651","0.153321995501928","0.243750270325373","2"
"Partly, partly","2008","indirect migration background","Female","25","","","","2"
"Partly, partly","2008","indirect migration background","Male","38","0.293691493895274","0.221523392823493","0.365859594967055","2"
"Acclaimed","2009","no migration background","Male","1265","0.448044027446262","0.429966537033204","0.466121517859321","1"
"Acclaimed","2009","no migration background","Female","1422","0.562286321877977","0.542905138004722","0.581667505751232","1"
"Acclaimed","2009","direct migration background","Male","82","0.307715936465012","0.24754163839942","0.367890234530605","1"
"Acclaimed","2009","direct migration background","Female","95","0.492015051956471","0.418777099829556","0.565253004083385","1"
"Acclaimed","2009","indirect migration background","Female","62","0.560283760634091","0.471844383371149","0.648723137897034","1"
"Acclaimed","2009","indirect migration background","Male","55","0.374704249008545","0.294235409412749","0.455173088604341","1"
"Not paid","2009","no migration background","Male","725","0.211772747387667","0.196920699743471","0.226624795031864","4"
"Not paid","2009","no migration background","Female","439","0.156170160458999","0.141988308390009","0.170352012527989","4"
"Not paid","2009","direct migration background","Male","42","0.182953073259365","0.132546493941227","0.233359652577503","4"
"Not paid","2009","direct migration background","Female","29","","","","4"
"Not paid","2009","indirect migration background","Male","32","0.230416192880392","0.160411823173047","0.300420562587736","4"
"Not paid","2009","indirect migration background","Female","23","","","","4"
"Paid","2009","no migration background","Male","287","0.0990355052962017","0.0881768793164412","0.109894131275962","3"
"Paid","2009","no migration background","Female","200","0.0861499133874182","0.0751883781451172","0.0971114486297192","3"
"Paid","2009","direct migration background","Female","25","","","","3"
"Paid","2009","direct migration background","Male","46","0.264423506511187","0.20692483340633","0.321922179616044","3"
"Paid","2009","indirect migration background","Male","19","","","","3"
"Paid","2009","indirect migration background","Female","14","","","","3"
"Partly, partly","2009","no migration background","Male","630","0.241147719869869","0.22559716905406","0.256698270685677","2"
"Partly, partly","2009","no migration background","Female","456","0.195393604275606","0.179903533735953","0.210883674815258","2"
"Partly, partly","2009","direct migration background","Male","56","0.244907483764436","0.188842076329534","0.300972891199338","2"
"Partly, partly","2009","direct migration background","Female","30","0.184367502735172","0.127559303516802","0.241175701953543","2"
"Partly, partly","2009","indirect migration background","Male","33","0.282405514869156","0.207568436592117","0.357242593146195","2"
"Partly, partly","2009","indirect migration background","Female","22","","","","2"
"Acclaimed","2010","no migration background","Male","1742","0.469390118616745","0.453743321490174","0.485036915743315","1"
"Acclaimed","2010","no migration background","Female","2016","0.591047153600323","0.57449479108311","0.607599516117536","1"
"Acclaimed","2010","direct migration background","Male","170","0.37903668579511","0.33585984956217","0.42221352202805","1"
"Acclaimed","2010","direct migration background","Female","150","0.528944044306764","0.469623550951995","0.588264537661533","1"
"Acclaimed","2010","indirect migration background","Male","92","0.371020536802772","0.308992599677739","0.433048473927805","1"
"Acclaimed","2010","indirect migration background","Female","99","0.734464381796263","0.665385543299068","0.803543220293457","1"
"Not paid","2010","no migration background","Male","899","0.208596074159401","0.195857436666243","0.22133471165256","4"
"Not paid","2010","no migration background","Female","542","0.16399192490919","0.151525877489755","0.176457972328626","4"
"Not paid","2010","direct migration background","Male","78","0.192135932356622","0.157072803820968","0.227199060892275","4"
"Not paid","2010","direct migration background","Female","39","0.180112380170967","0.134444317743025","0.225780442598909","4"
"Not paid","2010","indirect migration background","Male","49","0.171546066873946","0.123140568580862","0.219951565167031","4"
"Not paid","2010","indirect migration background","Female","24","","","","4"
"Paid","2010","no migration background","Male","431","0.107047289315131","0.0973539619360264","0.116740616694235","3"
"Paid","2010","no migration background","Female","311","0.0847565823648909","0.0753795086118667","0.0941336561179152","3"
"Paid","2010","direct migration background","Male","124","0.22120406234105","0.184265021900098","0.258143102782001","3"
"Paid","2010","direct migration background","Female","41","0.157380056266056","0.114103334613301","0.200656777918812","3"
"Paid","2010","indirect migration background","Male","42","0.17073881186529","0.12242381810665","0.21905380562393","3"
"Paid","2010","indirect migration background","Female","16","","","","3"
"Partly, partly","2010","no migration background","Male","836","0.214966517908723","0.202086979032003","0.227846056785443","2"
"Partly, partly","2010","no migration background","Female","520","0.160204339125596","0.147855212120877","0.172553466130315","2"
"Partly, partly","2010","direct migration background","Female","42","0.133563519256213","0.0931361081618585","0.173990930350568","2"
"Partly, partly","2010","direct migration background","Male","113","0.207623319507219","0.171525486642293","0.243721152372145","2"
"Partly, partly","2010","indirect migration background","Female","18","","","","2"
"Partly, partly","2010","indirect migration background","Male","50","0.286694584457992","0.228629155887654","0.344760013028331","2"
"Acclaimed","2011","no migration background","Male","1961","0.442875364166247","0.428484907447003","0.457265820885491","1"
"Acclaimed","2011","direct migration background","Male","187","0.344324248396108","0.304864995442103","0.383783501350113","1"
"Acclaimed","2011","no migration background","Female","2428","0.580266806621209","0.565286087366501","0.595247525875917","1"
"Acclaimed","2011","direct migration background","Female","196","0.53435023361199","0.482822678420999","0.585877788802982","1"
"Acclaimed","2011","indirect migration background","Male","112","0.300129567345713","0.245763241751379","0.354495892940046","1"
"Acclaimed","2011","indirect migration background","Female","134","0.673512366553321","0.611264280979585","0.735760452127058","1"
"Not paid","2011","no migration background","Male","1056","0.206861325206196","0.195126629029479","0.218596021382913","4"
"Not paid","2011","no migration background","Female","665","0.166826525399508","0.155509496803705","0.17814355399531","4"
"Not paid","2011","direct migration background","Male","101","0.20814983105483","0.174434297904196","0.241865364205463","4"
"Not paid","2011","direct migration background","Female","52","0.155765695540408","0.118305999626173","0.193225391454643","4"
"Not paid","2011","indirect migration background","Male","55","0.250437893309575","0.199042925310119","0.301832861309032","4"
"Not paid","2011","indirect migration background","Female","32","0.166156384190999","0.11674572309923","0.215567045282768","4"
"Paid","2011","no migration background","Male","549","0.129273102706683","0.11955340627323","0.138992799140136","3"
"Paid","2011","no migration background","Female","421","0.0883668167324327","0.0797511912671218","0.0969824421977435","3"
"Paid","2011","direct migration background","Male","145","0.238226672575205","0.202849056304681","0.273604288845729","3"
"Paid","2011","direct migration background","Female","61","0.151215965276055","0.114208080375165","0.188223850176946","3"
"Paid","2011","indirect migration background","Female","23","","","","3"
"Paid","2011","indirect migration background","Male","43","0.162980194039506","0.119167289021479","0.206793099057532","3"
"Partly, partly","2011","no migration background","Male","1011","0.220990207920874","0.208969899572963","0.233010516268785","2"
"Partly, partly","2011","no migration background","Female","655","0.164539851246851","0.153285238321138","0.175794464172563","2"
"Partly, partly","2011","direct migration background","Male","124","0.209299247973857","0.17551529971326","0.243083196234454","2"
"Partly, partly","2011","direct migration background","Female","51","0.158668105571546","0.1209260686261","0.196410142516993","2"
