"plb0195_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Paid","1992","Rhineland-Palatinate,Saarland","direct migration background","30","0.632758933565314","0.493454821036718","0.77206304609391","3"
"Paid","1992","Rhineland-Palatinate,Saarland","indirect migration background","1","","","","3"
"Paid","1992","Baden-Württemberg","no migration background","152","0.337461064339774","0.293821806215101","0.381100322464446","3"
"Paid","1992","Baden-Württemberg","indirect migration background","13","","","","3"
"Paid","1992","Bavaria","no migration background","154","0.295995226095143","0.257131869133586","0.3348585830567","3"
"Paid","1992","Bavaria","direct migration background","64","0.346792944507965","0.265905180438254","0.427680708577675","3"
"Paid","1992","Berlin","no migration background","62","0.269197419145359","0.212245860716674","0.326148977574044","3"
"Paid","1992","Berlin","direct migration background","14","","","","3"
"Paid","1992","Baden-Württemberg","direct migration background","167","0.51865833843244","0.460649646878238","0.576667029986642","3"
"Partly, partly","1992","Schleswig-Holstein","no migration background","22","","","","2"
"Partly, partly","1992","Schleswig-Holstein","direct migration background","1","","","","2"
"Partly, partly","1992","Hamburg","no migration background","11","","","","2"
"Partly, partly","1992","Hamburg","direct migration background","1","","","","2"
"Partly, partly","1992","Hamburg","indirect migration background","","","","","2"
"Partly, partly","1992","Lower Saxony","no migration background","57","0.169930033594682","0.129469974195788","0.210390092993577","2"
"Partly, partly","1992","Lower Saxony","direct migration background","13","","","","2"
"Partly, partly","1992","Schleswig-Holstein","indirect migration background","1","","","","2"
"Partly, partly","1992","Lower Saxony","indirect migration background","2","","","","2"
"Partly, partly","1992","Bremen","no migration background","5","","","","2"
"Partly, partly","1992","Bremen","direct migration background","1","","","","2"
"Partly, partly","1992","Bremen","indirect migration background","","","","","2"
"Partly, partly","1992","North Rhine-Westphalia","no migration background","102","0.133438309076722","0.108211612268524","0.158665005884919","2"
"Partly, partly","1992","Hesse","no migration background","55","0.20712677795531","0.157191458750334","0.257062097160287","2"
"Partly, partly","1992","North Rhine-Westphalia","direct migration background","17","","","","2"
"Partly, partly","1992","North Rhine-Westphalia","indirect migration background","2","","","","2"
"Partly, partly","1992","Hesse","direct migration background","15","","","","2"
"Partly, partly","1992","Hesse","indirect migration background","","","","","2"
"Partly, partly","1992","Rhineland-Palatinate,Saarland","direct migration background","5","","","","2"
"Partly, partly","1992","Rhineland-Palatinate,Saarland","indirect migration background","1","","","","2"
"Partly, partly","1992","Rhineland-Palatinate,Saarland","no migration background","33","0.190223648411293","0.133667864670884","0.246779432151703","2"
"Partly, partly","1992","Baden-Württemberg","no migration background","84","0.18145745786758","0.145888768780068","0.217026146955091","2"
"Partly, partly","1992","Bavaria","no migration background","93","0.144029380721859","0.114136681527398","0.17392207991632","2"
"Partly, partly","1992","Bavaria","direct migration background","29","","","","2"
"Partly, partly","1992","Baden-Württemberg","direct migration background","42","0.157687590447445","0.115375837421464","0.199999343473425","2"
"Partly, partly","1992","Baden-Württemberg","indirect migration background","3","","","","2"
"Partly, partly","1992","Bavaria","indirect migration background","2","","","","2"
"Partly, partly","1992","Berlin","direct migration background","4","","","","2"
"Partly, partly","1992","Berlin","indirect migration background","2","","","","2"
"Partly, partly","1992","Brandenburg","no migration background","46","0.157989990860276","0.114645185906129","0.201334795814422","2"
"Partly, partly","1992","Brandenburg","indirect migration background","","","","","2"
"Partly, partly","1992","Berlin","no migration background","35","0.169660923181582","0.121467388310892","0.217854458052272","2"
"Partly, partly","1992","Brandenburg","direct migration background","1","","","","2"
"Partly, partly","1992","Mecklenburg-Western Pomerania","no migration background","17","","","","2"
"Partly, partly","1992","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Partly, partly","1992","Saxony","direct migration background","1","","","","2"
"Partly, partly","1992","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Partly, partly","1992","Saxony","no migration background","98","0.197196233016325","0.161601849097854","0.232790616934796","2"
"Partly, partly","1992","Saxony","indirect migration background","","","","","2"
"Partly, partly","1992","Saxony-Anhalt","indirect migration background","1","","","","2"
"Partly, partly","1992","Thuringia","no migration background","44","0.176871228568639","0.132258640489338","0.221483816647941","2"
"Partly, partly","1992","Thuringia","direct migration background","","","","","2"
"Partly, partly","1992","Thuringia","indirect migration background","","","","","2"
"Partly, partly","1992","Saxony-Anhalt","no migration background","45","0.159096776608254","0.118640401634286","0.199553151582223","2"
"Partly, partly","1992","Saxony-Anhalt","direct migration background","3","","","","2"
"Acclaimed","1993","Schleswig-Holstein","indirect migration background","1","","","","1"
"Acclaimed","1993","Hamburg","no migration background","18","","","","1"
"Acclaimed","1993","Hamburg","direct migration background","3","","","","1"
"Acclaimed","1993","Hamburg","indirect migration background","","","","","1"
"Acclaimed","1993","Schleswig-Holstein","no migration background","43","0.364316801409865","0.270925167881897","0.457708434937832","1"
"Acclaimed","1993","Schleswig-Holstein","direct migration background","4","","","","1"
"Acclaimed","1993","Lower Saxony","no migration background","133","0.410857251634574","0.357694691301997","0.464019811967152","1"
"Acclaimed","1993","Lower Saxony","direct migration background","11","","","","1"
"Acclaimed","1993","Lower Saxony","indirect migration background","5","","","","1"
"Acclaimed","1993","Bremen","no migration background","11","","","","1"
"Acclaimed","1993","Bremen","direct migration background","1","","","","1"
"Acclaimed","1993","Bremen","indirect migration background","","","","","1"
"Acclaimed","1993","North Rhine-Westphalia","no migration background","208","0.308991472621305","0.274312130179807","0.343670815062803","1"
"Acclaimed","1993","North Rhine-Westphalia","direct migration background","29","","","","1"
"Acclaimed","1993","North Rhine-Westphalia","indirect migration background","4","","","","1"
"Acclaimed","1993","Hesse","no migration background","100","0.398033108634024","0.336104920745929","0.459961296522118","1"
"Acclaimed","1993","Hesse","direct migration background","17","","","","1"
"Acclaimed","1993","Hesse","indirect migration background","4","","","","1"
"Acclaimed","1993","Rhineland-Palatinate,Saarland","no migration background","54","0.274511143756086","0.210204241523298","0.338818045988874","1"
"Acclaimed","1993","Rhineland-Palatinate,Saarland","direct migration background","3","","","","1"
"Acclaimed","1993","Rhineland-Palatinate,Saarland","indirect migration background","2","","","","1"
"Acclaimed","1993","Baden-Württemberg","no migration background","144","0.322619455192484","0.279234185855429","0.36600472452954","1"
"Acclaimed","1993","Baden-Württemberg","direct migration background","56","0.239619278810462","0.187021881138203","0.292216676482721","1"
"Acclaimed","1993","Baden-Württemberg","indirect migration background","17","","","","1"
"Acclaimed","1993","Bavaria","no migration background","205","0.387427459333145","0.345795276631212","0.429059642035078","1"
"Acclaimed","1993","Bavaria","direct migration background","35","0.360557887338159","0.272799771894035","0.448316002782284","1"
"Acclaimed","1993","Bavaria","indirect migration background","13","","","","1"
"Acclaimed","1993","Berlin","no migration background","95","0.406577691727463","0.341963887569581","0.471191495885344","1"
"Acclaimed","1993","Berlin","direct migration background","15","","","","1"
"Acclaimed","1993","Berlin","indirect migration background","2","","","","1"
"Acclaimed","1993","Brandenburg","no migration background","99","0.360291635366307","0.301710694507288","0.418872576225325","1"
"Acclaimed","1993","Brandenburg","direct migration background","5","","","","1"
"Acclaimed","1993","Brandenburg","indirect migration background","1","","","","1"
"Acclaimed","1993","Mecklenburg-Western Pomerania","no migration background","59","0.388237451427825","0.312723315625868","0.463751587229782","1"
"Acclaimed","1993","Mecklenburg-Western Pomerania","direct migration background","2","","","","1"
"Acclaimed","1993","Mecklenburg-Western Pomerania","indirect migration background","1","","","","1"
"Acclaimed","1993","Saxony","no migration background","190","0.387895907505431","0.344304819112644","0.431486995898219","1"
"Acclaimed","1993","Saxony","direct migration background","3","","","","1"
"Acclaimed","1993","Saxony","indirect migration background","","","","","1"
"Acclaimed","1993","Saxony-Anhalt","no migration background","117","0.382324498288741","0.32760740370877","0.437041592868713","1"
"Acclaimed","1993","Saxony-Anhalt","direct migration background","1","","","","1"
"Acclaimed","1993","Saxony-Anhalt","indirect migration background","1","","","","1"
"Acclaimed","1993","Thuringia","no migration background","88","0.319730650233131","0.264709946945467","0.374751353520795","1"
"Acclaimed","1993","Thuringia","direct migration background","4","","","","1"
"Acclaimed","1993","Thuringia","indirect migration background","","","","","1"
"Not paid","1993","Schleswig-Holstein","no migration background","15","","","","4"
"Not paid","1993","Schleswig-Holstein","indirect migration background","","","","","4"
"Not paid","1993","Hamburg","no migration background","3","","","","4"
"Not paid","1993","Schleswig-Holstein","direct migration background","1","","","","4"
"Not paid","1993","Hamburg","direct migration background","1","","","","4"
"Not paid","1993","Hamburg","indirect migration background","","","","","4"
"Not paid","1993","Rhineland-Palatinate,Saarland","no migration background","29","","","","4"
"Not paid","1993","Lower Saxony","no migration background","45","0.146458265644099","0.108253330566313","0.184663200721884","4"
"Not paid","1993","Lower Saxony","direct migration background","2","","","","4"
"Not paid","1993","Lower Saxony","indirect migration background","","","","","4"
"Not paid","1993","Bremen","no migration background","1","","","","4"
"Not paid","1993","Bremen","direct migration background","1","","","","4"
"Not paid","1993","Hesse","no migration background","36","0.195199655759324","0.145054836461903","0.245344475056745","4"
"Not paid","1993","Hesse","direct migration background","10","","","","4"
"Not paid","1993","Hesse","indirect migration background","2","","","","4"
"Not paid","1993","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"Not paid","1993","Baden-Württemberg","no migration background","65","0.156300594677979","0.122598658769536","0.190002530586423","4"
"Not paid","1993","Baden-Württemberg","direct migration background","16","","","","4"
"Not paid","1993","Baden-Württemberg","indirect migration background","4","","","","4"
"Not paid","1993","Bavaria","no migration background","94","0.193779814260456","0.160001628448917","0.227558000071994","4"
"Not paid","1993","Bavaria","direct migration background","10","","","","4"
"Not paid","1993","Bavaria","indirect migration background","4","","","","4"
"Not paid","1993","Berlin","no migration background","38","0.19852674374385","0.146054983791173","0.250998503696527","4"
"Not paid","1993","Berlin","direct migration background","4","","","","4"
"Not paid","1993","Berlin","indirect migration background","","","","","4"
"Not paid","1993","Brandenburg","no migration background","54","0.25231184142966","0.199312886503446","0.305310796355873","4"
"Not paid","1993","Brandenburg","direct migration background","1","","","","4"
"Not paid","1993","Bremen","indirect migration background","","","","","4"
"Not paid","1993","North Rhine-Westphalia","no migration background","130","0.196400848821696","0.166584990328684","0.226216707314708","4"
"Not paid","1993","North Rhine-Westphalia","direct migration background","10","","","","4"
"Not paid","1993","North Rhine-Westphalia","indirect migration background","4","","","","4"
"Not paid","1993","Rhineland-Palatinate,Saarland","direct migration background","5","","","","4"
"Not paid","1993","Brandenburg","indirect migration background","","","","","4"
"Not paid","1993","Mecklenburg-Western Pomerania","no migration background","22","","","","4"
"Not paid","1993","Mecklenburg-Western Pomerania","direct migration background","1","","","","4"
"Not paid","1993","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"Not paid","1993","Saxony","no migration background","92","0.196745523834713","0.161181861365293","0.232309186304133","4"
"Not paid","1993","Saxony","direct migration background","1","","","","4"
"Not paid","1993","Saxony","indirect migration background","","","","","4"
"Not paid","1993","Saxony-Anhalt","no migration background","52","0.148357990502092","0.10833488479898","0.188381096205205","4"
"Not paid","1993","Saxony-Anhalt","direct migration background","1","","","","4"
"Not paid","1993","Saxony-Anhalt","indirect migration background","","","","","4"
"Not paid","1993","Thuringia","no migration background","50","0.168957562256415","0.12475026454102","0.21316485997181","4"
"Not paid","1993","Thuringia","direct migration background","","","","","4"
"Not paid","1993","Thuringia","indirect migration background","","","","","4"
"Paid","1993","Schleswig-Holstein","no migration background","28","","","","3"
"Paid","1993","Schleswig-Holstein","direct migration background","8","","","","3"
"Paid","1993","Schleswig-Holstein","indirect migration background","","","","","3"
"Paid","1993","Hamburg","no migration background","7","","","","3"
"Paid","1993","Hamburg","direct migration background","4","","","","3"
"Paid","1993","Hamburg","indirect migration background","1","","","","3"
"Paid","1993","Lower Saxony","no migration background","100","0.298391730557681","0.248950316516682","0.347833144598681","3"
"Paid","1993","Lower Saxony","direct migration background","31","0.694140934314398","0.568904433117102","0.819377435511693","3"
"Paid","1993","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Paid","1993","Lower Saxony","indirect migration background","6","","","","3"
"Paid","1993","Bremen","no migration background","9","","","","3"
"Paid","1993","Bremen","direct migration background","2","","","","3"
"Paid","1993","Bremen","indirect migration background","","","","","3"
"Paid","1993","North Rhine-Westphalia","no migration background","246","0.364888314649396","0.328758899356664","0.401017729942128","3"
"Paid","1993","Berlin","indirect migration background","5","","","","3"
"Paid","1993","Brandenburg","indirect migration background","1","","","","3"
"Paid","1993","Mecklenburg-Western Pomerania","no migration background","53","0.341605494683978","0.268121353583764","0.415089635784192","3"
"Paid","1993","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"Paid","1993","Saxony","no migration background","108","0.219285145633278","0.182270099037383","0.256300192229174","3"
"Paid","1993","Saxony","direct migration background","4","","","","3"
"Paid","1993","Saxony","indirect migration background","","","","","3"
"Paid","1993","Saxony-Anhalt","direct migration background","4","","","","3"
"Paid","1993","Saxony-Anhalt","indirect migration background","","","","","3"
"Paid","1993","Thuringia","no migration background","85","0.318571508748291","0.263603860027172","0.373539157469411","3"
"Paid","1993","Thuringia","direct migration background","","","","","3"
"Paid","1993","Thuringia","indirect migration background","","","","","3"
"Paid","1993","North Rhine-Westphalia","direct migration background","139","0.58799162354329","0.519777911172106","0.656205335914474","3"
"Paid","1993","North Rhine-Westphalia","indirect migration background","19","","","","3"
"Paid","1993","Hesse","no migration background","56","0.218182699171182","0.165930416981393","0.27043498136097","3"
"Paid","1993","Hesse","direct migration background","43","0.410102983963441","0.30492059941944","0.515285368507442","3"
"Paid","1993","Hesse","indirect migration background","3","","","","3"
"Paid","1993","Rhineland-Palatinate,Saarland","no migration background","73","0.419364077136424","0.348257497222536","0.490470657050312","3"
"Paid","1993","Baden-Württemberg","indirect migration background","15","","","","3"
"Paid","1993","Bavaria","no migration background","139","0.259727045828975","0.222254797780105","0.297199293877845","3"
"Paid","1993","Bavaria","indirect migration background","9","","","","3"
"Paid","1993","Berlin","no migration background","53","0.265315512395952","0.207238621281678","0.323392403510225","3"
"Paid","1993","Berlin","direct migration background","11","","","","3"
"Paid","1993","Brandenburg","no migration background","58","0.233330935313183","0.181721587746554","0.284940282879811","3"
"Paid","1993","Brandenburg","direct migration background","","","","","3"
"Paid","1993","Saxony-Anhalt","no migration background","87","0.294993672891776","0.243644951411311","0.346342394372241","3"
"Paid","1993","Rhineland-Palatinate,Saarland","direct migration background","29","","","","3"
"Paid","1993","Rhineland-Palatinate,Saarland","indirect migration background","3","","","","3"
"Paid","1993","Baden-Württemberg","no migration background","144","0.310922508979089","0.267964833253395","0.353880184704783","3"
"Paid","1993","Baden-Württemberg","direct migration background","139","0.467975883585155","0.406491442929747","0.529460324240563","3"
"Paid","1993","Bavaria","direct migration background","44","0.251446827403869","0.172154059409497","0.330739595398241","3"
"Partly, partly","1993","Schleswig-Holstein","no migration background","16","","","","2"
"Partly, partly","1993","Schleswig-Holstein","direct migration background","4","","","","2"
"Partly, partly","1993","Hamburg","indirect migration background","","","","","2"
"Partly, partly","1993","Lower Saxony","no migration background","51","0.144292752163645","0.106323241008255","0.182262263319036","2"
"Partly, partly","1993","Lower Saxony","direct migration background","8","","","","2"
"Partly, partly","1993","Schleswig-Holstein","indirect migration background","","","","","2"
"Partly, partly","1993","Hamburg","no migration background","17","","","","2"
"Partly, partly","1993","Hamburg","direct migration background","2","","","","2"
"Partly, partly","1993","Lower Saxony","indirect migration background","4","","","","2"
"Partly, partly","1993","Bremen","no migration background","5","","","","2"
"Partly, partly","1993","Bremen","direct migration background","","","","","2"
"Partly, partly","1993","Bremen","indirect migration background","","","","","2"
"Partly, partly","1993","North Rhine-Westphalia","no migration background","98","0.129719363907603","0.104502680315451","0.154936047499754","2"
"Partly, partly","1993","Hesse","no migration background","48","0.18858453643547","0.139094571118312","0.238074501752628","2"
"Partly, partly","1993","Hesse","direct migration background","14","","","","2"
"Partly, partly","1993","Hesse","indirect migration background","3","","","","2"
"Partly, partly","1993","North Rhine-Westphalia","direct migration background","22","","","","2"
"Partly, partly","1993","North Rhine-Westphalia","indirect migration background","9","","","","2"
"Partly, partly","1993","Rhineland-Palatinate,Saarland","no migration background","29","","","","2"
"Partly, partly","1993","Rhineland-Palatinate,Saarland","direct migration background","6","","","","2"
"Partly, partly","1993","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Partly, partly","1993","Baden-Württemberg","no migration background","93","0.210157441150448","0.172345992802372","0.247968889498523","2"
"Partly, partly","1993","Baden-Württemberg","direct migration background","42","0.178020158809976","0.130884128344398","0.225156189275554","2"
"Partly, partly","1993","Baden-Württemberg","indirect migration background","5","","","","2"
"Partly, partly","1993","Bavaria","no migration background","88","0.159065680577424","0.127810320873706","0.190321040281142","2"
"Partly, partly","1993","Bavaria","direct migration background","26","","","","2"
"Partly, partly","1993","Berlin","direct migration background","1","","","","2"
"Partly, partly","1993","Berlin","indirect migration background","1","","","","2"
"Partly, partly","1993","Bavaria","indirect migration background","8","","","","2"
"Partly, partly","1993","Berlin","no migration background","36","0.129580052132736","0.0854021491960246","0.173757955069446","2"
"Partly, partly","1993","Brandenburg","no migration background","47","0.154065587890851","0.110014219177148","0.198116956604555","2"
"Partly, partly","1993","Brandenburg","indirect migration background","","","","","2"
"Partly, partly","1993","Mecklenburg-Western Pomerania","no migration background","26","","","","2"
"Partly, partly","1993","Mecklenburg-Western Pomerania","direct migration background","1","","","","2"
"Partly, partly","1993","Brandenburg","direct migration background","","","","","2"
"Partly, partly","1993","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Partly, partly","1993","Saxony","direct migration background","","","","","2"
"Partly, partly","1993","Saxony","indirect migration background","","","","","2"
"Partly, partly","1993","Thuringia","indirect migration background","","","","","2"
"Partly, partly","1993","Saxony","no migration background","90","0.196073423026578","0.160555706982817","0.231591139070338","2"
"Partly, partly","1993","Saxony-Anhalt","no migration background","47","0.17432383831739","0.131605924056969","0.217041752577811","2"
"Partly, partly","1993","Saxony-Anhalt","direct migration background","1","","","","2"
"Partly, partly","1993","Saxony-Anhalt","indirect migration background","","","","","2"
"Partly, partly","1993","Thuringia","no migration background","53","0.192740278762163","0.146204559246433","0.239275998277893","2"
"Partly, partly","1993","Thuringia","direct migration background","1","","","","2"
"Acclaimed","1994","Schleswig-Holstein","indirect migration background","2","","","","1"
"Acclaimed","1994","Hamburg","no migration background","26","","","","1"
"Acclaimed","1994","Hamburg","direct migration background","5","","","","1"
"Acclaimed","1994","Hamburg","indirect migration background","1","","","","1"
"Acclaimed","1994","Lower Saxony","no migration background","127","0.375838460089748","0.324431725990311","0.427245194189186","1"
"Acclaimed","1994","Lower Saxony","direct migration background","11","","","","1"
"Acclaimed","1994","Lower Saxony","indirect migration background","6","","","","1"
"Acclaimed","1994","Schleswig-Holstein","no migration background","39","0.34636578859496","0.255355954294759","0.437375622895162","1"
"Acclaimed","1994","Schleswig-Holstein","direct migration background","4","","","","1"
"Acclaimed","1994","Bremen","no migration background","7","","","","1"
"Acclaimed","1994","Bremen","direct migration background","2","","","","1"
"Acclaimed","1994","Bremen","indirect migration background","","","","","1"
"Acclaimed","1994","North Rhine-Westphalia","no migration background","248","0.358140586417595","0.322698673333379","0.393582499501812","1"
"Acclaimed","1994","North Rhine-Westphalia","direct migration background","33","0.196587365016698","0.14037334989143","0.252801380141967","1"
"Acclaimed","1994","North Rhine-Westphalia","indirect migration background","11","","","","1"
"Acclaimed","1994","Hesse","no migration background","103","0.449922123484194","0.388130560430779","0.511713686537609","1"
"Acclaimed","1994","Hesse","direct migration background","24","","","","1"
"Acclaimed","1994","Hesse","indirect migration background","9","","","","1"
"Acclaimed","1994","Rhineland-Palatinate,Saarland","no migration background","67","0.341595387010049","0.275032336577064","0.408158437443033","1"
"Acclaimed","1994","Rhineland-Palatinate,Saarland","direct migration background","6","","","","1"
"Acclaimed","1994","Rhineland-Palatinate,Saarland","indirect migration background","1","","","","1"
"Acclaimed","1994","Baden-Württemberg","no migration background","155","0.36343505948743","0.316877422416178","0.409992696558683","1"
"Acclaimed","1994","Baden-Württemberg","direct migration background","63","0.31203048707613","0.249514660976456","0.374546313175803","1"
"Acclaimed","1994","Baden-Württemberg","indirect migration background","15","","","","1"
"Acclaimed","1994","Bavaria","no migration background","229","0.432938991077447","0.389978831644132","0.475899150510763","1"
"Acclaimed","1994","Bavaria","direct migration background","38","0.330170044578805","0.244219172426864","0.416120916730745","1"
"Acclaimed","1994","Bavaria","indirect migration background","8","","","","1"
"Acclaimed","1994","Berlin","no migration background","93","0.431615305671627","0.364141916678433","0.49908869466482","1"
"Acclaimed","1994","Berlin","direct migration background","8","","","","1"
"Acclaimed","1994","Berlin","indirect migration background","3","","","","1"
"Acclaimed","1994","Brandenburg","no migration background","94","0.324144841431788","0.266583937370388","0.381705745493189","1"
"Acclaimed","1994","Brandenburg","direct migration background","3","","","","1"
"Acclaimed","1994","Brandenburg","indirect migration background","","","","","1"
"Acclaimed","1994","Mecklenburg-Western Pomerania","no migration background","68","0.38157218052552","0.310008228049236","0.453136133001804","1"
"Acclaimed","1994","Mecklenburg-Western Pomerania","direct migration background","2","","","","1"
"Acclaimed","1994","Mecklenburg-Western Pomerania","indirect migration background","1","","","","1"
"Acclaimed","1994","Saxony","no migration background","181","0.36840678168669","0.324610456692012","0.412203106681369","1"
"Acclaimed","1994","Saxony","direct migration background","5","","","","1"
"Acclaimed","1994","Saxony","indirect migration background","","","","","1"
"Acclaimed","1994","Saxony-Anhalt","no migration background","117","0.396140540143409","0.340795329403235","0.451485750883584","1"
"Acclaimed","1994","Saxony-Anhalt","direct migration background","2","","","","1"
"Acclaimed","1994","Saxony-Anhalt","indirect migration background","","","","","1"
"Acclaimed","1994","Thuringia","no migration background","106","0.392282990535706","0.334151175863404","0.450414805208007","1"
"Acclaimed","1994","Thuringia","direct migration background","4","","","","1"
"Acclaimed","1994","Thuringia","indirect migration background","","","","","1"
"Not paid","1994","Hamburg","indirect migration background","","","","","4"
"Not paid","1994","Schleswig-Holstein","no migration background","14","","","","4"
"Not paid","1994","Schleswig-Holstein","direct migration background","1","","","","4"
"Not paid","1994","Schleswig-Holstein","indirect migration background","","","","","4"
"Not paid","1994","Hamburg","no migration background","6","","","","4"
"Not paid","1994","Hamburg","direct migration background","","","","","4"
"Not paid","1994","Lower Saxony","no migration background","41","0.116919459562908","0.0828147419025432","0.151024177223272","4"
"Not paid","1994","Lower Saxony","direct migration background","3","","","","4"
"Not paid","1994","Lower Saxony","indirect migration background","1","","","","4"
"Not paid","1994","Bremen","no migration background","3","","","","4"
"Not paid","1994","Brandenburg","no migration background","46","0.211516598839892","0.161293935774916","0.261739261904869","4"
"Not paid","1994","Brandenburg","direct migration background","1","","","","4"
"Not paid","1994","Bremen","direct migration background","","","","","4"
"Not paid","1994","Bremen","indirect migration background","","","","","4"
"Not paid","1994","North Rhine-Westphalia","no migration background","136","0.205585059407055","0.175711298208028","0.235458820606082","4"
"Not paid","1994","North Rhine-Westphalia","direct migration background","13","","","","4"
"Not paid","1994","North Rhine-Westphalia","indirect migration background","12","","","","4"
"Not paid","1994","Berlin","no migration background","29","","","","4"
"Not paid","1994","Berlin","direct migration background","3","","","","4"
"Not paid","1994","Berlin","indirect migration background","","","","","4"
"Not paid","1994","Hesse","no migration background","39","0.15961827471992","0.114127008687444","0.205109540752397","4"
"Not paid","1994","Hesse","direct migration background","8","","","","4"
"Not paid","1994","Hesse","indirect migration background","1","","","","4"
"Not paid","1994","Rhineland-Palatinate,Saarland","no migration background","26","","","","4"
"Not paid","1994","Bavaria","no migration background","76","0.170601440060437","0.137986947501949","0.203215932618925","4"
"Not paid","1994","Bavaria","direct migration background","6","","","","4"
"Not paid","1994","Bavaria","indirect migration background","3","","","","4"
"Not paid","1994","Baden-Württemberg","no migration background","53","0.14995139417922","0.115393020499044","0.184509767859397","4"
"Not paid","1994","Baden-Württemberg","direct migration background","7","","","","4"
"Not paid","1994","Baden-Württemberg","indirect migration background","7","","","","4"
"Not paid","1994","Rhineland-Palatinate,Saarland","direct migration background","3","","","","4"
"Not paid","1994","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"Not paid","1994","Brandenburg","indirect migration background","1","","","","4"
"Not paid","1994","Mecklenburg-Western Pomerania","no migration background","34","0.165147741473557","0.110445818907509","0.219849664039604","4"
"Not paid","1994","Mecklenburg-Western Pomerania","direct migration background","2","","","","4"
"Not paid","1994","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"Not paid","1994","Saxony","no migration background","89","0.199675263831338","0.163379964184018","0.235970563478659","4"
"Not paid","1994","Saxony","direct migration background","4","","","","4"
"Not paid","1994","Saxony","indirect migration background","","","","","4"
"Not paid","1994","Saxony-Anhalt","no migration background","65","0.193503699646677","0.148801047517923","0.238206351775432","4"
"Not paid","1994","Saxony-Anhalt","direct migration background","3","","","","4"
"Not paid","1994","Saxony-Anhalt","indirect migration background","","","","","4"
"Not paid","1994","Thuringia","no migration background","61","0.214990273020872","0.166078841898267","0.263901704143477","4"
"Not paid","1994","Thuringia","direct migration background","","","","","4"
"Not paid","1994","Thuringia","indirect migration background","","","","","4"
"Paid","1994","Schleswig-Holstein","no migration background","32","0.322023136554771","0.232650531694215","0.411395741415326","3"
"Paid","1994","Schleswig-Holstein","direct migration background","6","","","","3"
"Paid","1994","Schleswig-Holstein","indirect migration background","","","","","3"
"Paid","1994","Hamburg","no migration background","5","","","","3"
"Paid","1994","Hamburg","direct migration background","4","","","","3"
"Paid","1994","Hamburg","indirect migration background","","","","","3"
"Paid","1994","Lower Saxony","no migration background","108","0.313111594680216","0.263889105824056","0.362334083536376","3"
"Paid","1994","Lower Saxony","direct migration background","29","","","","3"
"Paid","1994","Saxony-Anhalt","indirect migration background","","","","","3"
"Paid","1994","Thuringia","indirect migration background","","","","","3"
"Paid","1994","Lower Saxony","indirect migration background","8","","","","3"
"Paid","1994","Bremen","no migration background","6","","","","3"
"Paid","1994","Bremen","direct migration background","","","","","3"
"Paid","1994","Bremen","indirect migration background","","","","","3"
"Paid","1994","North Rhine-Westphalia","no migration background","226","0.313815120435956","0.279512449823841","0.348117791048072","3"
"Paid","1994","Mecklenburg-Western Pomerania","indirect migration background","1","","","","3"
"Paid","1994","Saxony","indirect migration background","","","","","3"
"Paid","1994","Saxony-Anhalt","no migration background","72","0.260155489862002","0.210510641454567","0.309800338269436","3"
"Paid","1994","Saxony-Anhalt","direct migration background","3","","","","3"
"Paid","1994","Thuringia","no migration background","67","0.268649662627015","0.215875745787692","0.321423579466337","3"
"Paid","1994","Thuringia","direct migration background","1","","","","3"
"Paid","1994","North Rhine-Westphalia","direct migration background","125","0.588474330535778","0.518866242731798","0.658082418339759","3"
"Paid","1994","North Rhine-Westphalia","indirect migration background","23","","","","3"
"Paid","1994","Hesse","no migration background","48","0.188050585088318","0.139516119881494","0.236585050295143","3"
"Paid","1994","Hesse","direct migration background","33","0.415302775430648","0.304515666884252","0.526089883977044","3"
"Paid","1994","Hesse","indirect migration background","4","","","","3"
"Paid","1994","Rhineland-Palatinate,Saarland","no migration background","59","0.290949464123264","0.227199761835227","0.3546991664113","3"
"Paid","1994","Berlin","indirect migration background","3","","","","3"
"Paid","1994","Brandenburg","indirect migration background","","","","","3"
"Paid","1994","Mecklenburg-Western Pomerania","no migration background","40","0.277328780354528","0.211376577128588","0.343280983580468","3"
"Paid","1994","Mecklenburg-Western Pomerania","direct migration background","1","","","","3"
"Paid","1994","Saxony","no migration background","100","0.229913632625505","0.191709775522257","0.268117489728752","3"
"Paid","1994","Saxony","direct migration background","3","","","","3"
"Paid","1994","Rhineland-Palatinate,Saarland","direct migration background","23","","","","3"
"Paid","1994","Rhineland-Palatinate,Saarland","indirect migration background","1","","","","3"
"Paid","1994","Baden-Württemberg","no migration background","111","0.263670671611157","0.221020270012365","0.306321073209948","3"
