"plb0195_h","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Paid","1984","Part Time","no degree/no degree yet","30","0.902765018419077","0.804609957253026","1.00092007958513"
"Paid","1984","Not Working","lower secondary degree","19","","",""
"Paid","1984","Not Working","secondary school degree","4","","",""
"Paid","1984","Not Working","college entrance qualification","8","","",""
"Paid","1984","Not Working","Other degree","3","","",""
"Paid","1984","Not Working","no degree/no degree yet","1","","",""
"Not paid","1984","Full Time","lower secondary degree","319","0.186757334920253","0.168312917589082","0.205201752251424"
"Not paid","1984","Full Time","secondary school degree","198","0.314776472317406","0.278907211867696","0.350645732767116"
"Not paid","1984","Full Time","college entrance qualification","223","0.55237581478173","0.504419349567628","0.600332279995832"
"Not paid","1984","Full Time","Other degree","46","0.0965944472808668","0.0703041994316677","0.122884695130066"
"Not paid","1984","Full Time","no degree/no degree yet","14","","",""
"Not paid","1984","Part Time","lower secondary degree","42","0.126385954912331","0.0919655647738223","0.160806345050839"
"Not paid","1984","Part Time","secondary school degree","37","0.249634990538508","0.181935206804529","0.317334774272487"
"Not paid","1984","Part Time","college entrance qualification","46","0.384260934494126","0.299994507897991","0.46852736109026"
"Not paid","1984","Part Time","Other degree","6","","",""
"Not paid","1984","Part Time","no degree/no degree yet","1","","",""
"Not paid","1984","Not Working","lower secondary degree","7","","",""
"Not paid","1984","Not Working","secondary school degree","2","","",""
"Not paid","1984","Not Working","college entrance qualification","7","","",""
"Not paid","1984","Not Working","Other degree","1","","",""
"Not paid","1984","Not Working","no degree/no degree yet","1","","",""
"Acclaimed","1985","Full Time","lower secondary degree","335","0.247817066379064","0.225337366468134","0.270296766289994"
"Acclaimed","1985","Full Time","secondary school degree","212","0.352824072709919","0.31442861139956","0.391219534020278"
"Acclaimed","1985","Full Time","college entrance qualification","90","0.222859158411386","0.182867765090577","0.262850551732196"
"Acclaimed","1985","Full Time","Other degree","37","0.125930363699706","0.0909215988006201","0.160939128598792"
"Acclaimed","1985","Full Time","no degree/no degree yet","12","","",""
"Acclaimed","1985","Part Time","lower secondary degree","101","0.285038811975778","0.23834126156132","0.331736362390235"
"Acclaimed","1985","Part Time","secondary school degree","58","0.378849948942112","0.303917999372789","0.453781898511435"
"Acclaimed","1985","Part Time","college entrance qualification","30","0.299960003921057","0.211464219978668","0.388455787863446"
"Acclaimed","1985","Part Time","Other degree","8","","",""
"Acclaimed","1985","Part Time","no degree/no degree yet","1","","",""
"Acclaimed","1985","Not Working","lower secondary degree","1","","",""
"Acclaimed","1985","Not Working","secondary school degree","7","","",""
"Acclaimed","1985","Not Working","college entrance qualification","1","","",""
"Acclaimed","1985","Not Working","Other degree","2","","",""
"Acclaimed","1985","Not Working","no degree/no degree yet","","","",""
"Partly, partly","1985","Full Time","lower secondary degree","155","0.110159657748585","0.093858047686899","0.126461267810271"
"Partly, partly","1985","Full Time","secondary school degree","78","0.13209848839253","0.104891920779638","0.159305056005422"
"Partly, partly","1985","Full Time","college entrance qualification","45","0.107207572255206","0.0774779490156073","0.136937195494804"
"Partly, partly","1985","Full Time","Other degree","25","","",""
"Partly, partly","1985","Full Time","no degree/no degree yet","11","","",""
"Partly, partly","1985","Part Time","lower secondary degree","50","0.137980230573561","0.102304907652424","0.173655553494697"
"Partly, partly","1985","Part Time","secondary school degree","18","","",""
"Partly, partly","1985","Part Time","college entrance qualification","14","","",""
"Partly, partly","1985","Part Time","Other degree","3","","",""
"Partly, partly","1985","Part Time","no degree/no degree yet","1","","",""
"Partly, partly","1985","Not Working","lower secondary degree","1","","",""
"Partly, partly","1985","Not Working","secondary school degree","1","","",""
"Partly, partly","1985","Not Working","college entrance qualification","1","","",""
"Partly, partly","1985","Not Working","Other degree","","","",""
"Partly, partly","1985","Not Working","no degree/no degree yet","","","",""
"Paid","1985","Full Time","lower secondary degree","627","0.426695169470568","0.400942940235984","0.452447398705152"
"Paid","1985","Full Time","secondary school degree","115","0.181373561438127","0.150412240450988","0.212334882425266"
"Paid","1985","Full Time","college entrance qualification","47","0.116613766020337","0.0857711185557562","0.147456413484918"
"Paid","1985","Full Time","Other degree","250","0.687742680281747","0.638842794389201","0.736642566174292"
"Paid","1985","Full Time","no degree/no degree yet","128","0.706943328665716","0.636194763692587","0.777691893638844"
"Paid","1985","Part Time","lower secondary degree","157","0.435422514883052","0.384134240760098","0.486710789006006"
"Paid","1985","Part Time","secondary school degree","41","0.235141711048449","0.169634293506319","0.300649128590579"
"Paid","1985","Part Time","college entrance qualification","25","","",""
"Paid","1985","Part Time","Other degree","42","0.74247387866951","0.625845981807751","0.859101775531269"
"Paid","1985","Part Time","no degree/no degree yet","23","","",""
"Paid","1985","Not Working","lower secondary degree","13","","",""
"Paid","1985","Not Working","secondary school degree","4","","",""
"Paid","1985","Not Working","college entrance qualification","3","","",""
"Paid","1985","Not Working","Other degree","2","","",""
"Paid","1985","Not Working","no degree/no degree yet","","","",""
"Not paid","1985","Full Time","lower secondary degree","300","0.215328106401782","0.193925947958","0.236730264845565"
"Not paid","1985","Full Time","secondary school degree","190","0.333703877459424","0.295815685801403","0.371592069117446"
"Not paid","1985","Full Time","college entrance qualification","234","0.553319503313071","0.50554590978715","0.601093096838992"
"Not paid","1985","Full Time","Other degree","33","0.102622080384186","0.0706002140454859","0.134643946722885"
"Not paid","1985","Full Time","no degree/no degree yet","8","","",""
"Not paid","1985","Part Time","lower secondary degree","51","0.14155844256761","0.105498575485565","0.177618309649654"
"Not paid","1985","Part Time","secondary school degree","44","0.283060299803246","0.213475248925293","0.3526453506812"
"Not paid","1985","Part Time","college entrance qualification","34","0.32227486122687","0.232020230992016","0.412529491461724"
"Not paid","1985","Part Time","Other degree","1","","",""
"Not paid","1985","Part Time","no degree/no degree yet","5","","",""
"Not paid","1985","Not Working","lower secondary degree","9","","",""
"Not paid","1985","Not Working","secondary school degree","2","","",""
"Not paid","1985","Not Working","college entrance qualification","2","","",""
"Not paid","1985","Not Working","Other degree","","","",""
"Not paid","1985","Not Working","no degree/no degree yet","1","","",""
"Acclaimed","1986","Full Time","lower secondary degree","347","0.283869638758907","0.259313011248096","0.308426266269718"
"Acclaimed","1986","Full Time","secondary school degree","225","0.406946387723115","0.366294357755535","0.447598417690695"
"Acclaimed","1986","Full Time","college entrance qualification","93","0.237313059691313","0.194871785597532","0.279754333785094"
"Acclaimed","1986","Full Time","Other degree","50","0.130488860917406","0.0966660343876081","0.164311687447205"
"Acclaimed","1986","Full Time","no degree/no degree yet","20","","",""
"Acclaimed","1986","Part Time","lower secondary degree","114","0.320833816677781","0.271930066465662","0.369737566889899"
"Acclaimed","1986","Part Time","secondary school degree","60","0.457958541212516","0.373913800606182","0.542003281818851"
"Acclaimed","1986","Part Time","college entrance qualification","30","0.336588875475458","0.236131950037115","0.4370458009138"
"Acclaimed","1986","Part Time","Other degree","7","","",""
"Acclaimed","1986","Part Time","no degree/no degree yet","2","","",""
"Acclaimed","1986","Not Working","lower secondary degree","3","","",""
"Acclaimed","1986","Not Working","secondary school degree","4","","",""
"Acclaimed","1986","Not Working","college entrance qualification","3","","",""
"Acclaimed","1986","Not Working","Other degree","","","",""
"Acclaimed","1986","Not Working","no degree/no degree yet","","","",""
"Partly, partly","1986","Full Time","lower secondary degree","153","0.121571028012818","0.103772602846994","0.139369453178641"
"Partly, partly","1986","Full Time","secondary school degree","77","0.133965131475826","0.105779339861541","0.162150923090111"
"Partly, partly","1986","Full Time","college entrance qualification","48","0.12183603706774","0.0892050563666845","0.154467017768795"
"Partly, partly","1986","Full Time","Other degree","37","0.108171894972942","0.076984191284724","0.139359598661159"
"Partly, partly","1986","Full Time","no degree/no degree yet","10","","",""
"Partly, partly","1986","Part Time","lower secondary degree","36","0.121397912590025","0.0871829717176411","0.155612853462409"
"Partly, partly","1986","Part Time","secondary school degree","14","","",""
"Partly, partly","1986","Part Time","college entrance qualification","5","","",""
"Partly, partly","1986","Part Time","Other degree","6","","",""
"Partly, partly","1986","Part Time","no degree/no degree yet","3","","",""
"Partly, partly","1986","Not Working","lower secondary degree","1","","",""
"Partly, partly","1986","Not Working","secondary school degree","2","","",""
"Partly, partly","1986","Not Working","college entrance qualification","1","","",""
"Partly, partly","1986","Not Working","Other degree","","","",""
"Partly, partly","1986","Not Working","no degree/no degree yet","1","","",""
"Paid","1986","Full Time","lower secondary degree","619","0.46236409541436","0.435209121505264","0.489519069323456"
"Paid","1986","Full Time","secondary school degree","116","0.195599083671544","0.162775473457472","0.228422693885616"
"Paid","1986","Full Time","college entrance qualification","51","0.135181025437569","0.101071560111336","0.169290490763802"
"Paid","1986","Full Time","Other degree","267","0.665923042598555","0.61856204022711","0.71328404497"
"Paid","1986","Full Time","no degree/no degree yet","135","0.680361487405411","0.610260676494015","0.750462298316806"
"Paid","1986","Part Time","lower secondary degree","160","0.456378633677216","0.404196121919468","0.508561145434963"
"Paid","1986","Part Time","secondary school degree","39","0.283500226757016","0.207473561642352","0.359526891871679"
"Paid","1986","Part Time","college entrance qualification","17","","",""
"Paid","1986","Part Time","Other degree","35","0.634185236025894","0.503271536012668","0.765098936039121"
"Paid","1986","Part Time","no degree/no degree yet","14","","",""
"Paid","1986","Not Working","lower secondary degree","9","","",""
"Paid","1986","Not Working","secondary school degree","1","","",""
"Paid","1986","Not Working","college entrance qualification","3","","",""
"Paid","1986","Not Working","Other degree","4","","",""
"Paid","1986","Not Working","no degree/no degree yet","5","","",""
"Not paid","1986","Full Time","lower secondary degree","176","0.132195237813916","0.113747966867467","0.150642508760365"
"Not paid","1986","Full Time","secondary school degree","143","0.263489397129515","0.227036022907782","0.299942771351247"
"Not paid","1986","Full Time","college entrance qualification","194","0.505669877803378","0.45579331483824","0.555546440768516"
"Not paid","1986","Full Time","Other degree","27","","",""
"Not paid","1986","Full Time","no degree/no degree yet","5","","",""
"Not paid","1986","Part Time","lower secondary degree","40","0.101389637054978","0.0697671106142415","0.133012163495715"
"Not paid","1986","Part Time","secondary school degree","22","","",""
"Not paid","1986","Part Time","college entrance qualification","33","0.377223454262791","0.274183870384722","0.48026303814086"
"Not paid","1986","Part Time","Other degree","4","","",""
"Not paid","1986","Part Time","no degree/no degree yet","2","","",""
"Not paid","1986","Not Working","lower secondary degree","2","","",""
"Not paid","1986","Not Working","secondary school degree","2","","",""
"Not paid","1986","Not Working","college entrance qualification","5","","",""
"Not paid","1986","Not Working","Other degree","1","","",""
"Not paid","1986","Not Working","no degree/no degree yet","1","","",""
"Acclaimed","1987","Full Time","lower secondary degree","","","",""
"Acclaimed","1987","Full Time","secondary school degree","","","",""
"Acclaimed","1987","Full Time","college entrance qualification","","","",""
"Acclaimed","1987","Full Time","Other degree","","","",""
"Acclaimed","1987","Full Time","no degree/no degree yet","","","",""
"Acclaimed","1987","Part Time","lower secondary degree","","","",""
"Acclaimed","1987","Part Time","secondary school degree","","","",""
"Acclaimed","1987","Part Time","college entrance qualification","","","",""
"Acclaimed","1987","Part Time","Other degree","","","",""
"Acclaimed","1987","Part Time","no degree/no degree yet","","","",""
"Acclaimed","1987","Not Working","lower secondary degree","","","",""
"Acclaimed","1987","Not Working","secondary school degree","","","",""
"Acclaimed","1987","Not Working","college entrance qualification","","","",""
"Acclaimed","1987","Not Working","Other degree","","","",""
"Acclaimed","1987","Not Working","no degree/no degree yet","","","",""
"Partly, partly","1987","Full Time","lower secondary degree","","","",""
"Partly, partly","1987","Full Time","secondary school degree","","","",""
"Partly, partly","1987","Full Time","college entrance qualification","","","",""
"Partly, partly","1987","Full Time","Other degree","","","",""
"Partly, partly","1987","Full Time","no degree/no degree yet","","","",""
"Partly, partly","1987","Part Time","lower secondary degree","","","",""
"Partly, partly","1987","Part Time","secondary school degree","","","",""
"Partly, partly","1987","Part Time","college entrance qualification","","","",""
"Partly, partly","1987","Part Time","Other degree","","","",""
"Partly, partly","1987","Part Time","no degree/no degree yet","","","",""
"Partly, partly","1987","Not Working","lower secondary degree","","","",""
"Partly, partly","1987","Not Working","secondary school degree","","","",""
"Partly, partly","1987","Not Working","college entrance qualification","","","",""
"Partly, partly","1987","Not Working","Other degree","","","",""
"Partly, partly","1987","Not Working","no degree/no degree yet","","","",""
"Paid","1987","Full Time","lower secondary degree","","","",""
"Paid","1987","Full Time","secondary school degree","","","",""
"Paid","1987","Full Time","college entrance qualification","","","",""
"Paid","1987","Full Time","Other degree","","","",""
"Paid","1987","Full Time","no degree/no degree yet","","","",""
"Paid","1987","Part Time","lower secondary degree","","","",""
"Paid","1987","Part Time","secondary school degree","","","",""
"Paid","1987","Part Time","college entrance qualification","","","",""
"Paid","1987","Part Time","Other degree","","","",""
"Paid","1987","Part Time","no degree/no degree yet","","","",""
"Paid","1987","Not Working","lower secondary degree","","","",""
"Paid","1987","Not Working","secondary school degree","","","",""
"Paid","1987","Not Working","college entrance qualification","","","",""
"Paid","1987","Not Working","Other degree","","","",""
"Paid","1987","Not Working","no degree/no degree yet","","","",""
"Not paid","1987","Full Time","lower secondary degree","","","",""
"Not paid","1987","Full Time","secondary school degree","","","",""
"Not paid","1987","Full Time","college entrance qualification","","","",""
"Not paid","1987","Full Time","Other degree","","","",""
"Not paid","1987","Full Time","no degree/no degree yet","","","",""
"Not paid","1987","Part Time","lower secondary degree","","","",""
"Not paid","1987","Part Time","secondary school degree","","","",""
"Not paid","1987","Part Time","college entrance qualification","","","",""
"Not paid","1987","Part Time","Other degree","","","",""
"Not paid","1987","Part Time","no degree/no degree yet","","","",""
"Not paid","1987","Not Working","lower secondary degree","","","",""
"Not paid","1987","Not Working","secondary school degree","","","",""
"Not paid","1987","Not Working","college entrance qualification","","","",""
"Not paid","1987","Not Working","Other degree","","","",""
"Not paid","1987","Not Working","no degree/no degree yet","","","",""
"Acclaimed","1988","Full Time","lower secondary degree","382","0.308881263864528","0.283629034639566","0.334133493089491"
"Acclaimed","1988","Full Time","secondary school degree","244","0.429020903750374","0.387955100443155","0.470086707057593"
"Acclaimed","1988","Full Time","college entrance qualification","102","0.253755526552896","0.210787213965475","0.296723839140316"
"Acclaimed","1988","Full Time","Other degree","39","0.147137096560515","0.109918570312163","0.184355622808868"
"Acclaimed","1988","Full Time","no degree/no degree yet","17","","",""
"Acclaimed","1988","Part Time","lower secondary degree","100","0.356411744829275","0.302837141797229","0.409986347861322"
"Acclaimed","1988","Part Time","secondary school degree","61","0.432908835729708","0.351125805128733","0.514691866330682"
"Acclaimed","1988","Part Time","college entrance qualification","31","0.313685195170298","0.225356085464286","0.40201430487631"
"Acclaimed","1988","Part Time","Other degree","8","","",""
"Acclaimed","1988","Part Time","no degree/no degree yet","3","","",""
"Acclaimed","1988","Not Working","lower secondary degree","4","","",""
"Acclaimed","1988","Not Working","secondary school degree","3","","",""
"Acclaimed","1988","Not Working","college entrance qualification","5","","",""
"Acclaimed","1988","Not Working","Other degree","1","","",""
"Acclaimed","1988","Not Working","no degree/no degree yet","","","",""
"Partly, partly","1988","Full Time","lower secondary degree","178","0.144554588253795","0.125335193903996","0.163773982603594"
"Partly, partly","1988","Full Time","secondary school degree","76","0.127290690441703","0.0996362982907915","0.154945082592614"
"Partly, partly","1988","Full Time","college entrance qualification","62","0.148501569990532","0.113389419562873","0.183613720418192"
"Partly, partly","1988","Full Time","Other degree","37","0.0983786532049414","0.0670875411212768","0.129669765288606"
"Partly, partly","1988","Full Time","no degree/no degree yet","12","","",""
"Partly, partly","1988","Part Time","lower secondary degree","29","","",""
"Partly, partly","1988","Part Time","secondary school degree","10","","",""
"Partly, partly","1988","Part Time","college entrance qualification","9","","",""
"Partly, partly","1988","Part Time","Other degree","2","","",""
"Partly, partly","1988","Part Time","no degree/no degree yet","1","","",""
"Partly, partly","1988","Not Working","lower secondary degree","","","",""
"Partly, partly","1988","Not Working","secondary school degree","1","","",""
"Partly, partly","1988","Not Working","college entrance qualification","1","","",""
"Partly, partly","1988","Not Working","Other degree","","","",""
"Partly, partly","1988","Not Working","no degree/no degree yet","","","",""
"Paid","1988","Full Time","lower secondary degree","563","0.424695264349548","0.39767962248684","0.451710906212255"
"Paid","1988","Full Time","secondary school degree","125","0.220244229274463","0.18585974147601","0.254628717072916"
"Paid","1988","Full Time","college entrance qualification","43","0.11619547244619","0.0845528336188225","0.147838111273558"
"Paid","1988","Full Time","Other degree","255","0.710889143171489","0.663257933607733","0.758520352735244"
"Paid","1988","Full Time","no degree/no degree yet","123","0.79353272210729","0.729810593034919","0.85725485117966"
"Paid","1988","Part Time","lower secondary degree","159","0.479077945145334","0.423196405295636","0.534959484995031"
"Paid","1988","Part Time","secondary school degree","36","0.23884692966184","0.168469343376196","0.309224515947483"
"Paid","1988","Part Time","college entrance qualification","27","","",""
"Paid","1988","Part Time","Other degree","43","0.766579067126929","0.656764730776456","0.876393403477401"
"Paid","1988","Part Time","no degree/no degree yet","21","","",""
"Paid","1988","Not Working","lower secondary degree","9","","",""
"Paid","1988","Not Working","secondary school degree","4","","",""
"Paid","1988","Not Working","college entrance qualification","2","","",""
"Paid","1988","Not Working","Other degree","2","","",""
"Paid","1988","Not Working","no degree/no degree yet","2","","",""
"Not paid","1988","Full Time","lower secondary degree","163","0.121868883532129","0.103989452009506","0.139748315054752"
"Not paid","1988","Full Time","secondary school degree","113","0.22344417653346","0.188881938873898","0.258006414193023"
"Not paid","1988","Full Time","college entrance qualification","187","0.481547431010382","0.43221028417467","0.530884577846094"
"Not paid","1988","Full Time","Other degree","17","","",""
"Not paid","1988","Full Time","no degree/no degree yet","3","","",""
"Not paid","1988","Part Time","lower secondary degree","19","","",""
"Not paid","1988","Part Time","secondary school degree","34","0.264190760750741","0.191416137499337","0.336965384002146"
"Not paid","1988","Part Time","college entrance qualification","39","0.374910499609273","0.282753131773898","0.467067867444647"
"Not paid","1988","Part Time","Other degree","4","","",""
"Not paid","1988","Part Time","no degree/no degree yet","1","","",""
"Not paid","1988","Not Working","lower secondary degree","4","","",""
"Not paid","1988","Not Working","secondary school degree","","","",""
"Not paid","1988","Not Working","college entrance qualification","3","","",""
"Not paid","1988","Not Working","Other degree","","","",""
"Not paid","1988","Not Working","no degree/no degree yet","","","",""
"Acclaimed","1989","Full Time","lower secondary degree","377","0.292065984979453","0.267934847935915","0.316197122022991"
"Acclaimed","1989","Full Time","secondary school degree","254","0.415788304873717","0.376547939994283","0.455028669753151"
"Acclaimed","1989","Full Time","college entrance qualification","116","0.259721668810745","0.217886312084286","0.301557025537203"
"Acclaimed","1989","Full Time","Other degree","42","0.15650315951818","0.119631137029135","0.193375182007224"
"Acclaimed","1989","Full Time","no degree/no degree yet","23","","",""
"Acclaimed","1989","Part Time","lower secondary degree","98","0.344872449090353","0.291959809578851","0.397785088601856"
"Acclaimed","1989","Part Time","secondary school degree","71","0.43544656895563","0.357641883039028","0.513251254872231"
"Acclaimed","1989","Part Time","college entrance qualification","27","","",""
"Acclaimed","1989","Part Time","Other degree","8","","",""
"Acclaimed","1989","Part Time","no degree/no degree yet","3","","",""
"Acclaimed","1989","Not Working","lower secondary degree","3","","",""
"Acclaimed","1989","Not Working","secondary school degree","3","","",""
"Acclaimed","1989","Not Working","college entrance qualification","3","","",""
"Acclaimed","1989","Not Working","Other degree","2","","",""
"Acclaimed","1989","Not Working","no degree/no degree yet","1","","",""
"Partly, partly","1989","Full Time","lower secondary degree","205","0.151005032046286","0.132003475699411","0.170006588393161"
"Partly, partly","1989","Full Time","secondary school degree","100","0.155146601581115","0.126321317895926","0.183971885266303"
"Partly, partly","1989","Full Time","college entrance qualification","69","0.168841359167383","0.133099820290337","0.204582898044429"
"Partly, partly","1989","Full Time","Other degree","45","0.127516892061643","0.0936670966291261","0.16136668749416"
"Partly, partly","1989","Full Time","no degree/no degree yet","19","","",""
"Partly, partly","1989","Part Time","lower secondary degree","44","0.124278384859893","0.0875545454977972","0.161002224221989"
"Partly, partly","1989","Part Time","secondary school degree","13","","",""
"Partly, partly","1989","Part Time","college entrance qualification","13","","",""
"Partly, partly","1989","Part Time","Other degree","1","","",""
"Partly, partly","1989","Part Time","no degree/no degree yet","4","","",""
"Partly, partly","1989","Not Working","lower secondary degree","2","","",""
"Partly, partly","1989","Not Working","secondary school degree","3","","",""
"Partly, partly","1989","Not Working","college entrance qualification","","","",""
"Partly, partly","1989","Not Working","Other degree","","","",""
"Partly, partly","1989","Not Working","no degree/no degree yet","","","",""
"Paid","1989","Full Time","lower secondary degree","648","0.456147236713762","0.4297149887537","0.482579484673823"
"Paid","1989","Full Time","secondary school degree","118","0.184695331091814","0.153799512805258","0.215591149378369"
"Paid","1989","Full Time","college entrance qualification","53","0.124228850858833","0.0927587295874551","0.155698972130211"
"Paid","1989","Full Time","Other degree","262","0.659828275229198","0.611748963473652","0.707907586984743"
"Paid","1989","Full Time","no degree/no degree yet","119","0.699588268850543","0.62942563719596","0.769750900505125"
"Paid","1989","Part Time","lower secondary degree","143","0.430350524315983","0.375233944103936","0.485467104528031"
"Paid","1989","Part Time","secondary school degree","47","0.303521957500794","0.23137225184614","0.375671663155447"
"Paid","1989","Part Time","college entrance qualification","26","","",""
"Paid","1989","Part Time","Other degree","28","","",""
"Paid","1989","Part Time","no degree/no degree yet","17","","",""
"Paid","1989","Not Working","lower secondary degree","11","","",""
"Paid","1989","Not Working","secondary school degree","4","","",""
"Paid","1989","Not Working","college entrance qualification","3","","",""
"Paid","1989","Not Working","Other degree","4","","",""
"Paid","1989","Not Working","no degree/no degree yet","2","","",""
"Not paid","1989","Full Time","lower secondary degree","134","0.100781746260499","0.0848058805021795","0.116757612018819"
"Not paid","1989","Full Time","secondary school degree","134","0.244369762453355","0.210156839725815","0.278582685180894"
"Not paid","1989","Full Time","college entrance qualification","184","0.44720812116304","0.399769994167597","0.494646248158482"
"Not paid","1989","Full Time","Other degree","24","","",""
"Not paid","1989","Full Time","no degree/no degree yet","3","","",""
"Not paid","1989","Part Time","lower secondary degree","25","","",""
"Not paid","1989","Part Time","secondary school degree","25","","",""
"Not paid","1989","Part Time","college entrance qualification","25","","",""
"Not paid","1989","Part Time","Other degree","4","","",""
"Not paid","1989","Part Time","no degree/no degree yet","2","","",""
"Not paid","1989","Not Working","lower secondary degree","2","","",""
"Not paid","1989","Not Working","secondary school degree","2","","",""
"Not paid","1989","Not Working","college entrance qualification","2","","",""
"Not paid","1989","Not Working","Other degree","","","",""
"Not paid","1989","Not Working","no degree/no degree yet","","","",""
"Acclaimed","1990","Full Time","lower secondary degree","383","0.306210951240664","0.281541596983443","0.330880305497886"
"Acclaimed","1990","Full Time","secondary school degree","282","0.455098951767097","0.415805765382881","0.494392138151312"
"Acclaimed","1990","Full Time","college entrance qualification","119","0.265647921422655","0.223949959230377","0.307345883614933"
"Acclaimed","1990","Full Time","Other degree","43","0.165389993952431","0.127736203694383","0.203043784210479"
"Acclaimed","1990","Full Time","no degree/no degree yet","18","","",""
"Acclaimed","1990","Part Time","lower secondary degree","108","0.370681617844874","0.31584436466748","0.425518871022269"
"Acclaimed","1990","Part Time","secondary school degree","48","0.347002533333471","0.267293071242577","0.426711995424364"
"Acclaimed","1990","Part Time","college entrance qualification","37","0.373955117296483","0.277666555675681","0.470243678917286"
"Acclaimed","1990","Part Time","Other degree","5","","",""
"Acclaimed","1990","Part Time","no degree/no degree yet","5","","",""
"Acclaimed","1990","Not Working","lower secondary degree","2","","",""
"Acclaimed","1990","Not Working","secondary school degree","4","","",""
"Acclaimed","1990","Not Working","college entrance qualification","3","","",""
"Acclaimed","1990","Not Working","Other degree","","","",""
"Acclaimed","1990","Not Working","no degree/no degree yet","","","",""
"Partly, partly","1990","Full Time","lower secondary degree","211","0.147435830183529","0.12846008847248","0.166411571894578"
"Partly, partly","1990","Full Time","secondary school degree","88","0.130025341997949","0.103487059526791","0.156563624469107"
"Partly, partly","1990","Full Time","college entrance qualification","81","0.190672772253859","0.153586270295439","0.22775927421228"
"Partly, partly","1990","Full Time","Other degree","43","0.116071819633474","0.0836091541719115","0.148534485095036"
"Partly, partly","1990","Full Time","no degree/no degree yet","23","","",""
"Partly, partly","1990","Part Time","lower secondary degree","34","0.104708866144232","0.0699461398333035","0.13947159245516"
"Partly, partly","1990","Part Time","secondary school degree","28","","",""
"Partly, partly","1990","Part Time","college entrance qualification","14","","",""
"Partly, partly","1990","Part Time","Other degree","5","","",""
"Partly, partly","1990","Part Time","no degree/no degree yet","5","","",""
"Partly, partly","1990","Not Working","lower secondary degree","1","","",""
"Partly, partly","1990","Not Working","secondary school degree","","","",""
"Partly, partly","1990","Not Working","college entrance qualification","1","","",""
"Partly, partly","1990","Not Working","Other degree","","","",""
"Partly, partly","1990","Not Working","no degree/no degree yet","1","","",""
