"plb0195_h","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Partly, partly","1985","16-34 y.","lower secondary degree","92","0.141293630845836","0.114996899015718","0.167590362675953"
"Partly, partly","1985","16-34 y.","secondary school degree","56","0.133255958973204","0.10105899228357","0.165452925662837"
"Partly, partly","1985","16-34 y.","college entrance qualification","26","","",""
"Partly, partly","1985","16-34 y.","Other degree","9","","",""
"Partly, partly","1985","16-34 y.","no degree/no degree yet","3","","",""
"Partly, partly","1985","35-65 y.","lower secondary degree","114","0.100903085123442","0.0832711182605922","0.118535051986293"
"Partly, partly","1985","35-65 y.","secondary school degree","41","0.115529555498748","0.0816014886408399","0.149457622356656"
"Partly, partly","1985","35-65 y.","college entrance qualification","34","0.115084168500805","0.0783552731659263","0.151813063835684"
"Partly, partly","1985","35-65 y.","Other degree","19","","",""
"Partly, partly","1985","35-65 y.","no degree/no degree yet","9","","",""
"Partly, partly","1985","66 and older","lower secondary degree","","","",""
"Partly, partly","1985","66 and older","secondary school degree","","","",""
"Partly, partly","1985","66 and older","college entrance qualification","","","",""
"Partly, partly","1985","66 and older","Other degree","","","",""
"Partly, partly","1985","66 and older","no degree/no degree yet","","","",""
"Paid","1985","16-34 y.","lower secondary degree","329","0.463472210090804","0.425825580328734","0.501118839852875"
"Paid","1985","16-34 y.","secondary school degree","101","0.21880709208522","0.179638672389973","0.257975511780466"
"Paid","1985","16-34 y.","college entrance qualification","49","0.208941997748117","0.156739994903271","0.261144000592964"
"Paid","1985","16-34 y.","Other degree","89","0.693807092690847","0.612682191791622","0.774931993590071"
"Paid","1985","16-34 y.","no degree/no degree yet","36","0.617579949738341","0.486744004232947","0.748415895243735"
"Paid","1985","35-65 y.","lower secondary degree","467","0.412713249861216","0.383893209013822","0.441533290708611"
"Paid","1985","35-65 y.","secondary school degree","59","0.161966893567683","0.122863484989022","0.201070302146345"
"Paid","1985","35-65 y.","college entrance qualification","26","","",""
"Paid","1985","35-65 y.","Other degree","205","0.694009312485832","0.639936028861506","0.748082596110158"
"Paid","1985","35-65 y.","no degree/no degree yet","115","0.773831548020012","0.703778500066278","0.843884595973746"
"Paid","1985","66 and older","lower secondary degree","1","","",""
"Paid","1985","66 and older","secondary school degree","","","",""
"Paid","1985","66 and older","college entrance qualification","","","",""
"Paid","1985","66 and older","Other degree","","","",""
"Paid","1985","66 and older","no degree/no degree yet","","","",""
"Not paid","1985","16-34 y.","lower secondary degree","93","0.143020773000762","0.116590426870169","0.169451119131355"
"Not paid","1985","16-34 y.","secondary school degree","96","0.23839515153564","0.19802691612134","0.27876338694994"
"Not paid","1985","16-34 y.","college entrance qualification","78","0.329176836924962","0.268839131637364","0.38951454221256"
"Not paid","1985","16-34 y.","Other degree","13","","",""
"Not paid","1985","16-34 y.","no degree/no degree yet","9","","",""
"Not paid","1985","35-65 y.","lower secondary degree","263","0.232388153626206","0.207663904460943","0.257112402791469"
"Not paid","1985","35-65 y.","secondary school degree","139","0.419184965377628","0.366813747279831","0.471556183475424"
"Not paid","1985","35-65 y.","college entrance qualification","189","0.64508594146905","0.590015382831234","0.700156500106865"
"Not paid","1985","35-65 y.","Other degree","21","","",""
"Not paid","1985","35-65 y.","no degree/no degree yet","5","","",""
"Not paid","1985","66 and older","lower secondary degree","4","","",""
"Not paid","1985","66 and older","secondary school degree","1","","",""
"Not paid","1985","66 and older","college entrance qualification","3","","",""
"Not paid","1985","66 and older","Other degree","","","",""
"Not paid","1985","66 and older","no degree/no degree yet","","","",""
"Acclaimed","1986","16-34 y.","lower secondary degree","190","0.290367086031107","0.256811796000319","0.323922376061895"
"Acclaimed","1986","16-34 y.","secondary school degree","172","0.429888043785314","0.381968362552504","0.477807725018123"
"Acclaimed","1986","16-34 y.","college entrance qualification","77","0.310900380565638","0.251971858391213","0.369828902740064"
"Acclaimed","1986","16-34 y.","Other degree","13","","",""
"Acclaimed","1986","16-34 y.","no degree/no degree yet","3","","",""
"Acclaimed","1986","35-65 y.","lower secondary degree","274","0.29150026643649","0.26267749559264","0.32032303728034"
"Acclaimed","1986","35-65 y.","secondary school degree","117","0.401915755105589","0.345872529646735","0.457958980564443"
"Acclaimed","1986","35-65 y.","college entrance qualification","49","0.19884692975553","0.148970227278242","0.248723632232819"
"Acclaimed","1986","35-65 y.","Other degree","44","0.155888895904069","0.116019291338054","0.195758500470084"
"Acclaimed","1986","35-65 y.","no degree/no degree yet","19","","",""
"Acclaimed","1986","66 and older","lower secondary degree","","","",""
"Acclaimed","1986","66 and older","secondary school degree","","","",""
"Acclaimed","1986","66 and older","college entrance qualification","","","",""
"Acclaimed","1986","66 and older","Other degree","","","",""
"Acclaimed","1986","66 and older","no degree/no degree yet","","","",""
"Partly, partly","1986","16-34 y.","lower secondary degree","92","0.156225615151555","0.129387023739553","0.183064206563558"
"Partly, partly","1986","16-34 y.","secondary school degree","62","0.146889959618067","0.112624643325462","0.181155275910672"
"Partly, partly","1986","16-34 y.","college entrance qualification","30","0.126481441292604","0.0841636113341964","0.168799271251011"
"Partly, partly","1986","16-34 y.","Other degree","13","","",""
"Partly, partly","1986","16-34 y.","no degree/no degree yet","4","","",""
"Partly, partly","1986","35-65 y.","lower secondary degree","98","0.0997680405241096","0.0807607882032795","0.11877529284494"
"Partly, partly","1986","35-65 y.","secondary school degree","31","0.105939271797575","0.0707600339008251","0.141118509694324"
"Partly, partly","1986","35-65 y.","college entrance qualification","24","","",""
"Partly, partly","1986","35-65 y.","Other degree","30","0.0837988615470108","0.0533445347413784","0.114253188352643"
"Partly, partly","1986","35-65 y.","no degree/no degree yet","10","","",""
"Partly, partly","1986","66 and older","lower secondary degree","","","",""
"Partly, partly","1986","66 and older","secondary school degree","","","",""
"Partly, partly","1986","66 and older","college entrance qualification","","","",""
"Partly, partly","1986","66 and older","Other degree","","","",""
"Partly, partly","1986","66 and older","no degree/no degree yet","","","",""
"Paid","1986","16-34 y.","lower secondary degree","348","0.46283436805915","0.425975895148125","0.499692840970175"
"Paid","1986","16-34 y.","secondary school degree","101","0.234402620455124","0.193397545222258","0.27540769568799"
"Paid","1986","16-34 y.","college entrance qualification","53","0.233112184451456","0.179282439278334","0.286941929624578"
"Paid","1986","16-34 y.","Other degree","84","0.647117119844758","0.561617495334286","0.732616744355229"
"Paid","1986","16-34 y.","no degree/no degree yet","37","0.747090850213443","0.624121620696585","0.870060079730301"
"Paid","1986","35-65 y.","lower secondary degree","439","0.463441503244624","0.431814910542563","0.495068095946685"
"Paid","1986","35-65 y.","secondary school degree","54","0.175456096583634","0.131978497860268","0.218933695307"
"Paid","1986","35-65 y.","college entrance qualification","18","","",""
"Paid","1986","35-65 y.","Other degree","222","0.675525561257733","0.624068418283778","0.726982704231687"
"Paid","1986","35-65 y.","no degree/no degree yet","117","0.64035938091148","0.563561591750878","0.717157170072081"
"Paid","1986","66 and older","lower secondary degree","1","","",""
"Paid","1986","66 and older","secondary school degree","1","","",""
"Paid","1986","66 and older","college entrance qualification","","","",""
"Paid","1986","66 and older","Other degree","","","",""
"Paid","1986","66 and older","no degree/no degree yet","","","",""
"Not paid","1986","16-34 y.","lower secondary degree","73","0.0905729307581881","0.0693574158166358","0.11178844569974"
"Not paid","1986","16-34 y.","secondary school degree","75","0.188819376141495","0.15093691154244","0.226701840740551"
"Not paid","1986","16-34 y.","college entrance qualification","77","0.329505993690302","0.269664417041336","0.389347570339268"
"Not paid","1986","16-34 y.","Other degree","10","","",""
"Not paid","1986","16-34 y.","no degree/no degree yet","4","","",""
"Not paid","1986","35-65 y.","lower secondary degree","144","0.145290189794777","0.122940376723417","0.167640002866136"
"Not paid","1986","35-65 y.","secondary school degree","92","0.316688876513202","0.263514785353584","0.36986296767282"
"Not paid","1986","35-65 y.","college entrance qualification","155","0.621213518483609","0.560595990443143","0.681831046524075"
"Not paid","1986","35-65 y.","Other degree","22","","",""
"Not paid","1986","35-65 y.","no degree/no degree yet","4","","",""
"Not paid","1986","66 and older","lower secondary degree","1","","",""
"Not paid","1986","66 and older","secondary school degree","","","",""
"Not paid","1986","66 and older","college entrance qualification","","","",""
"Not paid","1986","66 and older","Other degree","","","",""
"Not paid","1986","66 and older","no degree/no degree yet","","","",""
"Acclaimed","1987","16-34 y.","lower secondary degree","","","",""
"Acclaimed","1987","16-34 y.","secondary school degree","","","",""
"Acclaimed","1987","16-34 y.","college entrance qualification","","","",""
"Acclaimed","1987","16-34 y.","Other degree","","","",""
"Acclaimed","1987","16-34 y.","no degree/no degree yet","","","",""
"Acclaimed","1987","35-65 y.","lower secondary degree","","","",""
"Acclaimed","1987","35-65 y.","secondary school degree","","","",""
"Acclaimed","1987","35-65 y.","college entrance qualification","","","",""
"Acclaimed","1987","35-65 y.","Other degree","","","",""
"Acclaimed","1987","35-65 y.","no degree/no degree yet","","","",""
"Acclaimed","1987","66 and older","lower secondary degree","","","",""
"Acclaimed","1987","66 and older","secondary school degree","","","",""
"Acclaimed","1987","66 and older","college entrance qualification","","","",""
"Acclaimed","1987","66 and older","Other degree","","","",""
"Acclaimed","1987","66 and older","no degree/no degree yet","","","",""
"Partly, partly","1987","16-34 y.","lower secondary degree","","","",""
"Partly, partly","1987","16-34 y.","secondary school degree","","","",""
"Partly, partly","1987","16-34 y.","college entrance qualification","","","",""
"Partly, partly","1987","16-34 y.","Other degree","","","",""
"Partly, partly","1987","16-34 y.","no degree/no degree yet","","","",""
"Partly, partly","1987","35-65 y.","lower secondary degree","","","",""
"Partly, partly","1987","35-65 y.","secondary school degree","","","",""
"Partly, partly","1987","35-65 y.","college entrance qualification","","","",""
"Partly, partly","1987","35-65 y.","Other degree","","","",""
"Partly, partly","1987","35-65 y.","no degree/no degree yet","","","",""
"Partly, partly","1987","66 and older","lower secondary degree","","","",""
"Partly, partly","1987","66 and older","secondary school degree","","","",""
"Partly, partly","1987","66 and older","college entrance qualification","","","",""
"Partly, partly","1987","66 and older","Other degree","","","",""
"Partly, partly","1987","66 and older","no degree/no degree yet","","","",""
"Paid","1987","16-34 y.","lower secondary degree","","","",""
"Paid","1987","16-34 y.","secondary school degree","","","",""
"Paid","1987","16-34 y.","college entrance qualification","","","",""
"Paid","1987","16-34 y.","Other degree","","","",""
"Paid","1987","16-34 y.","no degree/no degree yet","","","",""
"Paid","1987","35-65 y.","lower secondary degree","","","",""
"Paid","1987","35-65 y.","secondary school degree","","","",""
"Paid","1987","35-65 y.","college entrance qualification","","","",""
"Paid","1987","35-65 y.","Other degree","","","",""
"Paid","1987","35-65 y.","no degree/no degree yet","","","",""
"Paid","1987","66 and older","lower secondary degree","","","",""
"Paid","1987","66 and older","secondary school degree","","","",""
"Paid","1987","66 and older","college entrance qualification","","","",""
"Paid","1987","66 and older","Other degree","","","",""
"Paid","1987","66 and older","no degree/no degree yet","","","",""
"Not paid","1987","16-34 y.","lower secondary degree","","","",""
"Not paid","1987","16-34 y.","secondary school degree","","","",""
"Not paid","1987","16-34 y.","college entrance qualification","","","",""
"Not paid","1987","16-34 y.","Other degree","","","",""
"Not paid","1987","16-34 y.","no degree/no degree yet","","","",""
"Not paid","1987","35-65 y.","lower secondary degree","","","",""
"Not paid","1987","35-65 y.","secondary school degree","","","",""
"Not paid","1987","35-65 y.","college entrance qualification","","","",""
"Not paid","1987","35-65 y.","Other degree","","","",""
"Not paid","1987","35-65 y.","no degree/no degree yet","","","",""
"Not paid","1987","66 and older","lower secondary degree","","","",""
"Not paid","1987","66 and older","secondary school degree","","","",""
"Not paid","1987","66 and older","college entrance qualification","","","",""
"Not paid","1987","66 and older","Other degree","","","",""
"Not paid","1987","66 and older","no degree/no degree yet","","","",""
"Acclaimed","1988","16-34 y.","lower secondary degree","199","0.315553680454622","0.280952748616952","0.350154612292292"
"Acclaimed","1988","16-34 y.","secondary school degree","185","0.432570915949863","0.384497778861126","0.4806440530386"
"Acclaimed","1988","16-34 y.","college entrance qualification","80","0.326002390871363","0.268012699038406","0.383992082704321"
"Acclaimed","1988","16-34 y.","Other degree","9","","",""
"Acclaimed","1988","16-34 y.","no degree/no degree yet","2","","",""
"Acclaimed","1988","35-65 y.","lower secondary degree","286","0.317880284122479","0.28769209301417","0.348068475230788"
"Acclaimed","1988","35-65 y.","secondary school degree","122","0.420849502310945","0.364796473457101","0.476902531164789"
"Acclaimed","1988","35-65 y.","college entrance qualification","58","0.214690662682603","0.164684311343443","0.264697014021764"
"Acclaimed","1988","35-65 y.","Other degree","39","0.157337195266256","0.116998807493061","0.197675583039451"
"Acclaimed","1988","35-65 y.","no degree/no degree yet","18","","",""
"Acclaimed","1988","66 and older","lower secondary degree","1","","",""
"Acclaimed","1988","66 and older","secondary school degree","1","","",""
"Acclaimed","1988","66 and older","college entrance qualification","","","",""
"Acclaimed","1988","66 and older","Other degree","","","",""
"Acclaimed","1988","66 and older","no degree/no degree yet","","","",""
"Partly, partly","1988","16-34 y.","lower secondary degree","86","0.132636219888672","0.10738320800673","0.157889231770614"
"Partly, partly","1988","16-34 y.","secondary school degree","59","0.141517960655622","0.107696730719328","0.175339190591915"
"Partly, partly","1988","16-34 y.","college entrance qualification","40","0.13457048346099","0.0923520622759839","0.176788904645996"
"Partly, partly","1988","16-34 y.","Other degree","3","","",""
"Partly, partly","1988","16-34 y.","no degree/no degree yet","1","","",""
"Partly, partly","1988","35-65 y.","lower secondary degree","121","0.137290417089939","0.114978986567857","0.15960184761202"
"Partly, partly","1988","35-65 y.","secondary school degree","28","","",""
"Partly, partly","1988","35-65 y.","college entrance qualification","31","0.128892778224566","0.0880844965234005","0.169701059925731"
"Partly, partly","1988","35-65 y.","Other degree","36","0.11349562823788","0.0783552906276654","0.148635965848095"
"Partly, partly","1988","35-65 y.","no degree/no degree yet","12","","",""
"Partly, partly","1988","66 and older","lower secondary degree","","","",""
"Partly, partly","1988","66 and older","secondary school degree","","","",""
"Partly, partly","1988","66 and older","college entrance qualification","1","","",""
"Partly, partly","1988","66 and older","Other degree","","","",""
"Partly, partly","1988","66 and older","no degree/no degree yet","","","",""
"Paid","1988","16-34 y.","lower secondary degree","326","0.442630498159542","0.405649916179385","0.479611080139699"
"Paid","1988","16-34 y.","secondary school degree","99","0.235102217036001","0.19395427941058","0.276250154661422"
"Paid","1988","16-34 y.","college entrance qualification","56","0.216147856452493","0.165226053510429","0.267069659394558"
"Paid","1988","16-34 y.","Other degree","77","0.828804699998408","0.753058943102774","0.904550456894042"
"Paid","1988","16-34 y.","no degree/no degree yet","40","0.912573705906631","0.829114016694825","0.996033395118437"
"Paid","1988","35-65 y.","lower secondary degree","405","0.432975572331598","0.400853202709292","0.465097941953904"
"Paid","1988","35-65 y.","secondary school degree","66","0.216948832884657","0.170152298827751","0.263745366941563"
"Paid","1988","35-65 y.","college entrance qualification","16","","",""
"Paid","1988","35-65 y.","Other degree","223","0.675518392467942","0.623651580598357","0.727385204337526"
"Paid","1988","35-65 y.","no degree/no degree yet","106","0.697358940987133","0.620987180546162","0.773730701428105"
"Paid","1988","66 and older","lower secondary degree","","","",""
"Paid","1988","66 and older","secondary school degree","","","",""
"Paid","1988","66 and older","college entrance qualification","","","",""
"Paid","1988","66 and older","Other degree","","","",""
"Paid","1988","66 and older","no degree/no degree yet","","","",""
"Not paid","1988","16-34 y.","lower secondary degree","82","0.109179601497163","0.0859603988055969","0.13239880418873"
"Not paid","1988","16-34 y.","secondary school degree","65","0.190808906358514","0.15268100708547","0.228936805631558"
"Not paid","1988","16-34 y.","college entrance qualification","75","0.323279269215153","0.265415742668753","0.381142795761554"
"Not paid","1988","16-34 y.","Other degree","6","","",""
"Not paid","1988","16-34 y.","no degree/no degree yet","1","","",""
"Not paid","1988","35-65 y.","lower secondary degree","102","0.111853726455985","0.0914202401633363","0.132287212748634"
"Not paid","1988","35-65 y.","secondary school degree","82","0.278892656597839","0.227976166553165","0.329809146642513"
"Not paid","1988","35-65 y.","college entrance qualification","154","0.588689438430756","0.528761924460514","0.648616952400998"
"Not paid","1988","35-65 y.","Other degree","15","","",""
"Not paid","1988","35-65 y.","no degree/no degree yet","3","","",""
"Not paid","1988","66 and older","lower secondary degree","2","","",""
"Not paid","1988","66 and older","secondary school degree","","","",""
"Not paid","1988","66 and older","college entrance qualification","","","",""
"Not paid","1988","66 and older","Other degree","","","",""
"Not paid","1988","66 and older","no degree/no degree yet","","","",""
"Acclaimed","1989","16-34 y.","lower secondary degree","178","0.262498709821574","0.230689754928253","0.294307664714894"
"Acclaimed","1989","16-34 y.","secondary school degree","207","0.449917465407789","0.404455361585168","0.495379569230409"
"Acclaimed","1989","16-34 y.","college entrance qualification","96","0.352789510843906","0.295366246348783","0.410212775339029"
"Acclaimed","1989","16-34 y.","Other degree","11","","",""
"Acclaimed","1989","16-34 y.","no degree/no degree yet","3","","",""
"Acclaimed","1989","35-65 y.","lower secondary degree","299","0.323616693256053","0.29389719212762","0.353336194384486"
"Acclaimed","1989","35-65 y.","secondary school degree","121","0.379005196065709","0.325345299378766","0.432665092752652"
"Acclaimed","1989","35-65 y.","college entrance qualification","50","0.187235579267947","0.139166659593595","0.235304498942299"
"Acclaimed","1989","35-65 y.","Other degree","41","0.1455195449085","0.107815305624847","0.183223784192153"
"Acclaimed","1989","35-65 y.","no degree/no degree yet","24","","",""
"Acclaimed","1989","66 and older","lower secondary degree","1","","",""
"Acclaimed","1989","66 and older","secondary school degree","","","",""
"Acclaimed","1989","66 and older","college entrance qualification","","","",""
"Acclaimed","1989","66 and older","Other degree","","","",""
"Acclaimed","1989","66 and older","no degree/no degree yet","","","",""
"Partly, partly","1989","16-34 y.","lower secondary degree","111","0.148174299814152","0.122490088594231","0.173858511034073"
"Partly, partly","1989","16-34 y.","secondary school degree","76","0.162389057708823","0.1286860447667","0.196092070650946"
"Partly, partly","1989","16-34 y.","college entrance qualification","48","0.195351187419916","0.147706060546653","0.242996314293178"
"Partly, partly","1989","16-34 y.","Other degree","6","","",""
"Partly, partly","1989","16-34 y.","no degree/no degree yet","5","","",""
"Partly, partly","1989","35-65 y.","lower secondary degree","140","0.145767564825654","0.123352082156957","0.16818304749435"
"Partly, partly","1989","35-65 y.","secondary school degree","40","0.124686577316378","0.0881460413705702","0.161227113262185"
"Partly, partly","1989","35-65 y.","college entrance qualification","34","0.141034726464018","0.098146443070258","0.183923009857778"
"Partly, partly","1989","35-65 y.","Other degree","40","0.125424644194337","0.0900111721100914","0.160838116278583"
"Partly, partly","1989","35-65 y.","no degree/no degree yet","18","","",""
"Partly, partly","1989","66 and older","lower secondary degree","","","",""
"Partly, partly","1989","66 and older","secondary school degree","","","",""
"Partly, partly","1989","66 and older","college entrance qualification","","","",""
"Partly, partly","1989","66 and older","Other degree","","","",""
"Partly, partly","1989","66 and older","no degree/no degree yet","","","",""
"Paid","1989","16-34 y.","lower secondary degree","388","0.50636911493026","0.470224867375684","0.542513362484837"
"Paid","1989","16-34 y.","secondary school degree","111","0.235210163427887","0.196451546520055","0.273968780335719"
"Paid","1989","16-34 y.","college entrance qualification","59","0.220013778920381","0.170231396315163","0.269796161525599"
"Paid","1989","16-34 y.","Other degree","60","0.617056637369691","0.5131033482004","0.721009926538981"
"Paid","1989","16-34 y.","no degree/no degree yet","35","0.778743994986574","0.656094252296609","0.901393737676539"
"Paid","1989","35-65 y.","lower secondary degree","412","0.421257795730034","0.389892732359586","0.452622859100481"
"Paid","1989","35-65 y.","secondary school degree","58","0.176224957609978","0.134082361159","0.218367554060955"
"Paid","1989","35-65 y.","college entrance qualification","23","","",""
"Paid","1989","35-65 y.","Other degree","234","0.673543798392319","0.623405010021396","0.723682586763242"
"Paid","1989","35-65 y.","no degree/no degree yet","103","0.655764186727062","0.579476081265836","0.732052292188288"
"Paid","1989","66 and older","lower secondary degree","2","","",""
"Paid","1989","66 and older","secondary school degree","","","",""
"Paid","1989","66 and older","college entrance qualification","","","",""
"Paid","1989","66 and older","Other degree","","","",""
"Paid","1989","66 and older","no degree/no degree yet","","","",""
"Not paid","1989","16-34 y.","lower secondary degree","58","0.082957875434014","0.0630177505091502","0.102898000358878"
"Not paid","1989","16-34 y.","secondary school degree","66","0.152483313455501","0.119631869425981","0.185334757485021"
"Not paid","1989","16-34 y.","college entrance qualification","63","0.231845522815797","0.181131167087803","0.282559878543791"
"Not paid","1989","16-34 y.","Other degree","7","","",""
"Not paid","1989","16-34 y.","no degree/no degree yet","1","","",""
"Not paid","1989","35-65 y.","lower secondary degree","101","0.10935794618826","0.0895332569504877","0.129182635426032"
"Not paid","1989","35-65 y.","secondary school degree","95","0.320083269007935","0.26848411063225","0.371682427383621"
"Not paid","1989","35-65 y.","college entrance qualification","146","0.583624910037246","0.522881787938104","0.644368032136388"
"Not paid","1989","35-65 y.","Other degree","21","","",""
"Not paid","1989","35-65 y.","no degree/no degree yet","4","","",""
"Not paid","1989","66 and older","lower secondary degree","2","","",""
"Not paid","1989","66 and older","secondary school degree","","","",""
"Not paid","1989","66 and older","college entrance qualification","2","","",""
"Not paid","1989","66 and older","Other degree","","","",""
"Not paid","1989","66 and older","no degree/no degree yet","","","",""
"Acclaimed","1990","16-34 y.","lower secondary degree","179","0.272678642046303","0.240104378886462","0.305252905206145"
"Acclaimed","1990","16-34 y.","secondary school degree","210","0.447647342916491","0.402548450102472","0.49274623573051"
"Acclaimed","1990","16-34 y.","college entrance qualification","97","0.359418778613481","0.301317601793973","0.417519955432989"
"Acclaimed","1990","16-34 y.","Other degree","9","","",""
"Acclaimed","1990","16-34 y.","no degree/no degree yet","4","","",""
"Acclaimed","1990","35-65 y.","lower secondary degree","314","0.340625930797836","0.310265009096695","0.370986852498977"
"Acclaimed","1990","35-65 y.","secondary school degree","124","0.425489878402632","0.368974337990107","0.482005418815157"
"Acclaimed","1990","35-65 y.","college entrance qualification","62","0.226469817885189","0.176729628282306","0.276210007488072"
