"plb0195_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Partly, partly","1984","Other degree","Couple + C. LE and GT 16","7","","",""
"Partly, partly","1984","no degree/no degree yet","1-pers.-HH","1","","",""
"Partly, partly","1984","no degree/no degree yet","(Married) couple without C. ","3","","",""
"Partly, partly","1984","no degree/no degree yet","Single parent ","1","","",""
"Partly, partly","1984","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Partly, partly","1984","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"Partly, partly","1984","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"Paid","1984","lower secondary degree","1-pers.-HH","69","0.441360098573304","0.362421609914405","0.520298587232202"
"Paid","1984","lower secondary degree","(Married) couple without C. ","178","0.421488298856538","0.374375305258248","0.468601292454827"
"Paid","1984","lower secondary degree","Single parent ","45","0.391435231471078","0.301445650725439","0.481424812216717"
"Paid","1984","lower secondary degree","Couple + C. LE 16 ","279","0.476314227524381","0.435738271301662","0.5168901837471"
"Paid","1984","lower secondary degree","Couple + C. GT 16 ","175","0.43337202436971","0.385288371608553","0.481455677130868"
"Paid","1984","lower secondary degree","Couple + C. LE and GT 16","151","0.46570734063741","0.410533983227546","0.520880698047274"
"Paid","1984","secondary school degree","1-pers.-HH","18","","",""
"Paid","1984","secondary school degree","(Married) couple without C. ","41","0.207444939411481","0.151389700699248","0.263500178123715"
"Paid","1984","secondary school degree","Single parent ","7","","",""
"Paid","1984","secondary school degree","Couple + C. LE 16 ","41","0.184645239422531","0.133373374579375","0.235917104265688"
"Paid","1984","secondary school degree","Couple + C. GT 16 ","28","","",""
"Paid","1984","secondary school degree","Couple + C. LE and GT 16","21","","",""
"Paid","1984","college entrance qualification","1-pers.-HH","18","","",""
"Paid","1984","college entrance qualification","(Married) couple without C. ","28","","",""
"Paid","1984","college entrance qualification","Single parent ","4","","",""
"Paid","1984","college entrance qualification","Couple + C. LE 16 ","27","","",""
"Paid","1984","college entrance qualification","Couple + C. GT 16 ","18","","",""
"Paid","1984","college entrance qualification","Couple + C. LE and GT 16","3","","",""
"Paid","1984","Other degree","1-pers.-HH","29","","",""
"Paid","1984","Other degree","(Married) couple without C. ","66","0.783136798420973","0.6960383108843","0.870235285957645"
"Paid","1984","Other degree","Single parent ","9","","",""
"Paid","1984","Other degree","Couple + C. LE 16 ","173","0.711530040162585","0.653971929519132","0.769088150806037"
"Paid","1984","Other degree","Couple + C. GT 16 ","33","0.610261749674812","0.485819837548718","0.734703661800906"
"Paid","1984","Other degree","Couple + C. LE and GT 16","72","0.633684376528462","0.535764504428958","0.731604248627967"
"Paid","1984","no degree/no degree yet","1-pers.-HH","18","","",""
"Paid","1984","no degree/no degree yet","(Married) couple without C. ","30","0.683467056188857","0.529374265598144","0.837559846779569"
"Paid","1984","no degree/no degree yet","Single parent ","8","","",""
"Paid","1984","no degree/no degree yet","Couple + C. LE 16 ","89","0.813015228114007","0.739819236018014","0.88621122021"
"Paid","1984","no degree/no degree yet","Couple + C. GT 16 ","35","0.900434565881466","0.809881361991139","0.990987769771793"
"Paid","1984","no degree/no degree yet","Couple + C. LE and GT 16","43","0.675742784601783","0.55527535964551","0.796210209558057"
"Not paid","1984","lower secondary degree","1-pers.-HH","21","","",""
"Not paid","1984","lower secondary degree","(Married) couple without C. ","77","0.188354823804692","0.151050141567476","0.225659506041908"
"Not paid","1984","lower secondary degree","Single parent ","20","","",""
"Not paid","1984","lower secondary degree","Couple + C. LE 16 ","87","0.14747345650441","0.11866649294467","0.176280420064149"
"Not paid","1984","lower secondary degree","Couple + C. GT 16 ","84","0.201495433516559","0.162573956245187","0.240416910787931"
"Not paid","1984","lower secondary degree","Couple + C. LE and GT 16","47","0.154181391274862","0.114238650206116","0.194124132343608"
"Not paid","1984","secondary school degree","1-pers.-HH","21","","",""
"Not paid","1984","secondary school degree","(Married) couple without C. ","62","0.324895955629061","0.260150756669658","0.389641154588464"
"Not paid","1984","secondary school degree","Single parent ","7","","",""
"Not paid","1984","secondary school degree","Couple + C. LE 16 ","73","0.336655570409761","0.274210350944034","0.399100789875488"
"Not paid","1984","secondary school degree","Couple + C. GT 16 ","33","0.276532640540253","0.199644548142975","0.35342073293753"
"Not paid","1984","secondary school degree","Couple + C. LE and GT 16","29","","",""
"Not paid","1984","college entrance qualification","1-pers.-HH","40","0.422561615475154","0.321624236264786","0.523498994685521"
"Not paid","1984","college entrance qualification","(Married) couple without C. ","66","0.480189939783047","0.399425851949344","0.56095402761675"
"Not paid","1984","college entrance qualification","Single parent ","5","","",""
"Not paid","1984","college entrance qualification","Couple + C. LE 16 ","91","0.549624599477398","0.474390649863109","0.624858549091686"
"Not paid","1984","college entrance qualification","Couple + C. GT 16 ","33","0.52414392112906","0.407150306669417","0.641137535588702"
"Not paid","1984","college entrance qualification","Couple + C. LE and GT 16","28","","",""
"Not paid","1984","Other degree","1-pers.-HH","3","","",""
"Not paid","1984","Other degree","(Married) couple without C. ","11","","",""
"Not paid","1984","Other degree","Single parent ","1","","",""
"Not paid","1984","Other degree","Couple + C. LE 16 ","27","","",""
"Not paid","1984","Other degree","Couple + C. GT 16 ","9","","",""
"Not paid","1984","Other degree","Couple + C. LE and GT 16","1","","",""
"Not paid","1984","no degree/no degree yet","1-pers.-HH","3","","",""
"Not paid","1984","no degree/no degree yet","(Married) couple without C. ","1","","",""
"Not paid","1984","no degree/no degree yet","Single parent ","1","","",""
"Not paid","1984","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
"Not paid","1984","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Not paid","1984","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"Acclaimed","1985","lower secondary degree","1-pers.-HH","46","0.41722018429937","0.327486809279735","0.506953559319005"
"Acclaimed","1985","lower secondary degree","(Married) couple without C. ","106","0.282053184970732","0.23601409828506","0.328092271656403"
"Acclaimed","1985","lower secondary degree","Single parent ","28","","",""
"Acclaimed","1985","lower secondary degree","Couple + C. LE 16 ","102","0.218649260436926","0.181360829258801","0.255937691615051"
"Acclaimed","1985","lower secondary degree","Couple + C. GT 16 ","95","0.245251367741575","0.202441970341474","0.288060765141676"
"Acclaimed","1985","lower secondary degree","Couple + C. LE and GT 16","39","0.167877502996934","0.121913153842855","0.213841852151014"
"Acclaimed","1985","secondary school degree","1-pers.-HH","34","0.411767521059041","0.305888580060891","0.51764646205719"
"Acclaimed","1985","secondary school degree","(Married) couple without C. ","64","0.370804600082019","0.298619228967066","0.442989971196972"
"Acclaimed","1985","secondary school degree","Single parent ","14","","",""
"Acclaimed","1985","secondary school degree","Couple + C. LE 16 ","52","0.269943366170305","0.207313131072748","0.332573601267861"
"Acclaimed","1985","secondary school degree","Couple + C. GT 16 ","69","0.443478016190838","0.36601457999949","0.520941452382185"
"Acclaimed","1985","secondary school degree","Couple + C. LE and GT 16","29","","",""
"Acclaimed","1985","college entrance qualification","1-pers.-HH","32","0.326918870168091","0.232090591687932","0.42174714864825"
"Acclaimed","1985","college entrance qualification","(Married) couple without C. ","33","0.266458461500812","0.188008038506206","0.344908884495418"
"Acclaimed","1985","college entrance qualification","Single parent ","7","","",""
"Acclaimed","1985","college entrance qualification","Couple + C. LE 16 ","18","","",""
"Acclaimed","1985","college entrance qualification","Couple + C. GT 16 ","21","","",""
"Acclaimed","1985","college entrance qualification","Couple + C. LE and GT 16","3","","",""
"Acclaimed","1985","Other degree","1-pers.-HH","3","","",""
"Acclaimed","1985","Other degree","(Married) couple without C. ","6","","",""
"Acclaimed","1985","Other degree","Single parent ","","","",""
"Acclaimed","1985","Other degree","Couple + C. LE 16 ","16","","",""
"Acclaimed","1985","Other degree","Couple + C. GT 16 ","9","","",""
"Acclaimed","1985","Other degree","Couple + C. LE and GT 16","11","","",""
"Acclaimed","1985","no degree/no degree yet","1-pers.-HH","1","","",""
"Acclaimed","1985","no degree/no degree yet","(Married) couple without C. ","1","","",""
"Acclaimed","1985","no degree/no degree yet","Single parent ","","","",""
"Acclaimed","1985","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Acclaimed","1985","no degree/no degree yet","Couple + C. GT 16 ","1","","",""
"Acclaimed","1985","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"Partly, partly","1985","lower secondary degree","1-pers.-HH","11","","",""
"Partly, partly","1985","lower secondary degree","(Married) couple without C. ","42","0.113461966865564","0.0810138947347752","0.145910038996352"
"Partly, partly","1985","lower secondary degree","Single parent ","11","","",""
"Partly, partly","1985","lower secondary degree","Couple + C. LE 16 ","48","0.101675162658576","0.0744104306443586","0.128939894672793"
"Partly, partly","1985","lower secondary degree","Couple + C. GT 16 ","47","0.128546167145857","0.0952431189158401","0.161849215375875"
"Partly, partly","1985","lower secondary degree","Couple + C. LE and GT 16","39","0.147423869449219","0.103824348195836","0.191023390702602"
"Partly, partly","1985","secondary school degree","1-pers.-HH","14","","",""
"Partly, partly","1985","secondary school degree","(Married) couple without C. ","24","","",""
"Partly, partly","1985","secondary school degree","Single parent ","6","","",""
"Partly, partly","1985","secondary school degree","Couple + C. LE 16 ","27","","",""
"Partly, partly","1985","secondary school degree","Couple + C. GT 16 ","17","","",""
"Partly, partly","1985","secondary school degree","Couple + C. LE and GT 16","8","","",""
"Partly, partly","1985","college entrance qualification","1-pers.-HH","13","","",""
"Partly, partly","1985","college entrance qualification","(Married) couple without C. ","11","","",""
"Partly, partly","1985","college entrance qualification","Single parent ","1","","",""
"Partly, partly","1985","college entrance qualification","Couple + C. LE 16 ","19","","",""
"Partly, partly","1985","college entrance qualification","Couple + C. GT 16 ","10","","",""
"Partly, partly","1985","college entrance qualification","Couple + C. LE and GT 16","3","","",""
"Partly, partly","1985","Other degree","1-pers.-HH","1","","",""
"Partly, partly","1985","Other degree","(Married) couple without C. ","4","","",""
"Partly, partly","1985","Other degree","Single parent ","1","","",""
"Partly, partly","1985","Other degree","Couple + C. LE 16 ","15","","",""
"Partly, partly","1985","Other degree","Couple + C. GT 16 ","2","","",""
"Partly, partly","1985","Other degree","Couple + C. LE and GT 16","4","","",""
"Partly, partly","1985","no degree/no degree yet","1-pers.-HH","1","","",""
"Partly, partly","1985","no degree/no degree yet","(Married) couple without C. ","2","","",""
"Partly, partly","1985","no degree/no degree yet","Single parent ","1","","",""
"Partly, partly","1985","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Partly, partly","1985","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"Partly, partly","1985","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Paid","1985","lower secondary degree","1-pers.-HH","42","0.354567636163345","0.267512577680298","0.441622694646392"
"Paid","1985","lower secondary degree","(Married) couple without C. ","141","0.388993496564542","0.339115483390753","0.438871509738331"
"Paid","1985","lower secondary degree","Single parent ","38","0.407388942122178","0.308060492218236","0.50671739202612"
"Paid","1985","lower secondary degree","Couple + C. LE 16 ","241","0.508704698201179","0.463604207039296","0.553805189363062"
"Paid","1985","lower secondary degree","Couple + C. GT 16 ","159","0.399936399876647","0.351191819475361","0.448680980277933"
"Paid","1985","lower secondary degree","Couple + C. LE and GT 16","125","0.46559452941135","0.404250737956518","0.526938320866182"
"Paid","1985","secondary school degree","1-pers.-HH","9","","",""
"Paid","1985","secondary school degree","(Married) couple without C. ","31","0.185279829342346","0.127216468140836","0.243343190543856"
"Paid","1985","secondary school degree","Single parent ","13","","",""
"Paid","1985","secondary school degree","Couple + C. LE 16 ","43","0.206779146953073","0.149641826756076","0.263916467150071"
"Paid","1985","secondary school degree","Couple + C. GT 16 ","39","0.235121523440371","0.168997090432127","0.301245956448615"
"Paid","1985","secondary school degree","Couple + C. LE and GT 16","18","","",""
"Paid","1985","college entrance qualification","1-pers.-HH","13","","",""
"Paid","1985","college entrance qualification","(Married) couple without C. ","18","","",""
"Paid","1985","college entrance qualification","Single parent ","2","","",""
"Paid","1985","college entrance qualification","Couple + C. LE 16 ","23","","",""
"Paid","1985","college entrance qualification","Couple + C. GT 16 ","14","","",""
"Paid","1985","college entrance qualification","Couple + C. LE and GT 16","3","","",""
"Paid","1985","Other degree","1-pers.-HH","25","","",""
"Paid","1985","Other degree","(Married) couple without C. ","43","0.682688862483918","0.560787616585806","0.80459010838203"
"Paid","1985","Other degree","Single parent ","8","","",""
"Paid","1985","Other degree","Couple + C. LE 16 ","115","0.702944445498312","0.631692145452387","0.774196745544236"
"Paid","1985","Other degree","Couple + C. GT 16 ","32","0.600458845221602","0.468592934111385","0.732324756331818"
"Paid","1985","Other degree","Couple + C. LE and GT 16","56","0.800141031024904","0.707771883639969","0.89251017840984"
"Paid","1985","no degree/no degree yet","1-pers.-HH","14","","",""
"Paid","1985","no degree/no degree yet","(Married) couple without C. ","21","","",""
"Paid","1985","no degree/no degree yet","Single parent ","3","","",""
"Paid","1985","no degree/no degree yet","Couple + C. LE 16 ","51","0.722814646188005","0.617957584810419","0.827671707565592"
"Paid","1985","no degree/no degree yet","Couple + C. GT 16 ","21","","",""
"Paid","1985","no degree/no degree yet","Couple + C. LE and GT 16","34","0.758533533404934","0.62590593628773","0.891161130522138"
"Not paid","1985","lower secondary degree","1-pers.-HH","17","","",""
"Not paid","1985","lower secondary degree","(Married) couple without C. ","78","0.215491351599163","0.173425580987154","0.257557122211172"
"Not paid","1985","lower secondary degree","Single parent ","17","","",""
"Not paid","1985","lower secondary degree","Couple + C. LE 16 ","81","0.17097087870332","0.13700654832406","0.204935209082579"
"Not paid","1985","lower secondary degree","Couple + C. GT 16 ","87","0.226266065235921","0.184633059832227","0.267899070639615"
"Not paid","1985","lower secondary degree","Couple + C. LE and GT 16","51","0.219104098142497","0.168235115162596","0.269973081122397"
"Not paid","1985","secondary school degree","1-pers.-HH","26","","",""
"Not paid","1985","secondary school degree","(Married) couple without C. ","53","0.316440942216366","0.24693559402713","0.385946290405602"
"Not paid","1985","secondary school degree","Single parent ","12","","",""
"Not paid","1985","secondary school degree","Couple + C. LE 16 ","71","0.380069319967979","0.311587954958063","0.448550684977896"
"Not paid","1985","secondary school degree","Couple + C. GT 16 ","33","0.229394421746223","0.163836217619893","0.294952625872553"
"Not paid","1985","secondary school degree","Couple + C. LE and GT 16","29","","",""
"Not paid","1985","college entrance qualification","1-pers.-HH","36","0.377454396403724","0.279459830467005","0.475448962340444"
"Not paid","1985","college entrance qualification","(Married) couple without C. ","60","0.505536569084548","0.416818607855678","0.594254530313417"
"Not paid","1985","college entrance qualification","Single parent ","3","","",""
"Not paid","1985","college entrance qualification","Couple + C. LE 16 ","86","0.596013921020785","0.516419419922252","0.675608422119319"
"Not paid","1985","college entrance qualification","Couple + C. GT 16 ","51","0.52739554073848","0.427526791966617","0.627264289510344"
"Not paid","1985","college entrance qualification","Couple + C. LE and GT 16","22","","",""
"Not paid","1985","Other degree","1-pers.-HH","4","","",""
"Not paid","1985","Other degree","(Married) couple without C. ","3","","",""
"Not paid","1985","Other degree","Single parent ","1","","",""
"Not paid","1985","Other degree","Couple + C. LE 16 ","12","","",""
"Not paid","1985","Other degree","Couple + C. GT 16 ","10","","",""
"Not paid","1985","Other degree","Couple + C. LE and GT 16","1","","",""
"Not paid","1985","no degree/no degree yet","1-pers.-HH","1","","",""
"Not paid","1985","no degree/no degree yet","(Married) couple without C. ","","","",""
"Not paid","1985","no degree/no degree yet","Single parent ","","","",""
"Not paid","1985","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
"Not paid","1985","no degree/no degree yet","Couple + C. GT 16 ","2","","",""
"Not paid","1985","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"Acclaimed","1986","lower secondary degree","1-pers.-HH","46","0.390738497961811","0.305880808919317","0.475596187004304"
"Acclaimed","1986","lower secondary degree","(Married) couple without C. ","125","0.320051845637905","0.273454004773393","0.366649686502416"
"Acclaimed","1986","lower secondary degree","Single parent ","23","","",""
"Acclaimed","1986","lower secondary degree","Couple + C. LE 16 ","100","0.242671930146703","0.201672743136226","0.28367111715718"
"Acclaimed","1986","lower secondary degree","Couple + C. GT 16 ","89","0.258615807513454","0.212003839863511","0.305227775163397"
"Acclaimed","1986","lower secondary degree","Couple + C. LE and GT 16","55","0.282168193743435","0.220858620085466","0.343477767401405"
"Acclaimed","1986","secondary school degree","1-pers.-HH","37","0.489499850995349","0.37711299723156","0.601886704759138"
"Acclaimed","1986","secondary school degree","(Married) couple without C. ","73","0.383356997178368","0.314040630548406","0.45267336380833"
"Acclaimed","1986","secondary school degree","Single parent ","15","","",""
"Acclaimed","1986","secondary school degree","Couple + C. LE 16 ","64","0.431364480124577","0.352629906527317","0.510099053721837"
"Acclaimed","1986","secondary school degree","Couple + C. GT 16 ","67","0.406974752484071","0.331089832839309","0.482859672128833"
"Acclaimed","1986","secondary school degree","Couple + C. LE and GT 16","24","","",""
"Acclaimed","1986","college entrance qualification","1-pers.-HH","28","","",""
"Acclaimed","1986","college entrance qualification","(Married) couple without C. ","31","0.237865840515886","0.161043269026846","0.314688412004926"
"Acclaimed","1986","college entrance qualification","Single parent ","7","","",""
"Acclaimed","1986","college entrance qualification","Couple + C. LE 16 ","25","","",""
"Acclaimed","1986","college entrance qualification","Couple + C. GT 16 ","23","","",""
"Acclaimed","1986","college entrance qualification","Couple + C. LE and GT 16","4","","",""
"Acclaimed","1986","Other degree","1-pers.-HH","4","","",""
"Acclaimed","1986","Other degree","(Married) couple without C. ","8","","",""
"Acclaimed","1986","Other degree","Single parent ","2","","",""
"Acclaimed","1986","Other degree","Couple + C. LE 16 ","17","","",""
"Acclaimed","1986","Other degree","Couple + C. GT 16 ","13","","",""
"Acclaimed","1986","Other degree","Couple + C. LE and GT 16","10","","",""
"Acclaimed","1986","no degree/no degree yet","1-pers.-HH","3","","",""
"Acclaimed","1986","no degree/no degree yet","(Married) couple without C. ","5","","",""
"Acclaimed","1986","no degree/no degree yet","Single parent ","","","",""
"Acclaimed","1986","no degree/no degree yet","Couple + C. LE 16 ","9","","",""
"Acclaimed","1986","no degree/no degree yet","Couple + C. GT 16 ","2","","",""
"Acclaimed","1986","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"Partly, partly","1986","lower secondary degree","1-pers.-HH","20","","",""
"Partly, partly","1986","lower secondary degree","(Married) couple without C. ","48","0.121218723685194","0.0886168187053499","0.153820628665039"
"Partly, partly","1986","lower secondary degree","Single parent ","9","","",""
"Partly, partly","1986","lower secondary degree","Couple + C. LE 16 ","42","0.103116781472792","0.0740326519917683","0.132200910953816"
"Partly, partly","1986","lower secondary degree","Couple + C. GT 16 ","45","0.14884465072464","0.110955115846163","0.186734185603116"
"Partly, partly","1986","lower secondary degree","Couple + C. LE and GT 16","14","","",""
"Partly, partly","1986","secondary school degree","1-pers.-HH","8","","",""
"Partly, partly","1986","secondary school degree","(Married) couple without C. ","27","","",""
"Partly, partly","1986","secondary school degree","Single parent ","4","","",""
"Partly, partly","1986","secondary school degree","Couple + C. LE 16 ","22","","",""
"Partly, partly","1986","secondary school degree","Couple + C. GT 16 ","19","","",""
"Partly, partly","1986","secondary school degree","Couple + C. LE and GT 16","10","","",""
"Partly, partly","1986","college entrance qualification","1-pers.-HH","11","","",""
"Partly, partly","1986","college entrance qualification","(Married) couple without C. ","11","","",""
"Partly, partly","1986","college entrance qualification","Single parent ","","","",""
"Partly, partly","1986","college entrance qualification","Couple + C. LE 16 ","13","","",""
"Partly, partly","1986","college entrance qualification","Couple + C. GT 16 ","13","","",""
"Partly, partly","1986","college entrance qualification","Couple + C. LE and GT 16","3","","",""
"Partly, partly","1986","Other degree","1-pers.-HH","1","","",""
"Partly, partly","1986","Other degree","(Married) couple without C. ","5","","",""
"Partly, partly","1986","Other degree","Single parent ","","","",""
"Partly, partly","1986","Other degree","Couple + C. LE 16 ","19","","",""
"Partly, partly","1986","Other degree","Couple + C. GT 16 ","7","","",""
"Partly, partly","1986","Other degree","Couple + C. LE and GT 16","8","","",""
"Partly, partly","1986","no degree/no degree yet","1-pers.-HH","3","","",""
"Partly, partly","1986","no degree/no degree yet","(Married) couple without C. ","1","","",""
"Partly, partly","1986","no degree/no degree yet","Single parent ","1","","",""
"Partly, partly","1986","no degree/no degree yet","Couple + C. LE 16 ","3","","",""
"Partly, partly","1986","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Partly, partly","1986","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"Paid","1986","lower secondary degree","1-pers.-HH","48","0.362181591581015","0.278590895500082","0.445772287661949"
"Paid","1986","lower secondary degree","(Married) couple without C. ","161","0.416659641561912","0.367413812155985","0.465905470967839"
"Paid","1986","lower secondary degree","Single parent ","42","0.484498503074248","0.380670554615557","0.588326451532939"
"Paid","1986","lower secondary degree","Couple + C. LE 16 ","219","0.514206755172737","0.466407836668593","0.562005673676881"
"Paid","1986","lower secondary degree","Couple + C. GT 16 ","164","0.486566665730582","0.433360562969975","0.539772768491188"
"Paid","1986","lower secondary degree","Couple + C. LE and GT 16","106","0.509128242192269","0.441026137251141","0.577230347133397"
"Paid","1986","secondary school degree","1-pers.-HH","14","","",""
"Paid","1986","secondary school degree","(Married) couple without C. ","35","0.175537764674385","0.121301739391359","0.229773789957412"
"Paid","1986","secondary school degree","Single parent ","11","","",""
"Paid","1986","secondary school degree","Couple + C. LE 16 ","33","0.221713081678177","0.155675399521487","0.287750763834866"
"Paid","1986","secondary school degree","Couple + C. GT 16 ","36","0.215710371598091","0.152175976061737","0.279244767134444"
"Paid","1986","secondary school degree","Couple + C. LE and GT 16","19","","",""
"Paid","1986","college entrance qualification","1-pers.-HH","9","","",""
"Paid","1986","college entrance qualification","(Married) couple without C. ","21","","",""
"Paid","1986","college entrance qualification","Single parent ","1","","",""
"Paid","1986","college entrance qualification","Couple + C. LE 16 ","25","","",""
"Paid","1986","college entrance qualification","Couple + C. GT 16 ","9","","",""
"Paid","1986","college entrance qualification","Couple + C. LE and GT 16","4","","",""
"Paid","1986","Other degree","1-pers.-HH","33","0.690998850132954","0.551251958755273","0.830745741510635"
"Paid","1986","Other degree","(Married) couple without C. ","38","0.709580150219255","0.590683955623586","0.828476344814924"
"Paid","1986","Other degree","Single parent ","11","","",""
"Paid","1986","Other degree","Couple + C. LE 16 ","122","0.719639784270788","0.652118700351686","0.787160868189889"
"Paid","1986","Other degree","Couple + C. GT 16 ","37","0.438465113656135","0.315937574860045","0.560992652452225"
"Paid","1986","Other degree","Couple + C. LE and GT 16","45","0.608638194448435","0.491774527240439","0.72550186165643"
"Paid","1986","no degree/no degree yet","1-pers.-HH","18","","",""
"Paid","1986","no degree/no degree yet","(Married) couple without C. ","16","","",""
"Paid","1986","no degree/no degree yet","Single parent ","3","","",""
"Paid","1986","no degree/no degree yet","Couple + C. LE 16 ","50","0.744558184239622","0.637713376665261","0.851402991813983"
"Paid","1986","no degree/no degree yet","Couple + C. GT 16 ","29","","",""
"Paid","1986","no degree/no degree yet","Couple + C. LE and GT 16","27","","",""
"Not paid","1986","lower secondary degree","1-pers.-HH","13","","",""
"Not paid","1986","lower secondary degree","(Married) couple without C. ","51","0.142069789114989","0.107196366344777","0.176943211885201"
"Not paid","1986","lower secondary degree","Single parent ","15","","",""
"Not paid","1986","lower secondary degree","Couple + C. LE 16 ","59","0.140004533207768","0.106819475608396","0.17318959080714"
