"plb0195_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Acclaimed","1984","lower secondary degree","(0) in school","","","",""
"Acclaimed","1984","lower secondary degree","(1a) inadequately completed","","","",""
"Acclaimed","1984","lower secondary degree","(1b) general elementary school","108","0.243113104645694","0.203741297656857","0.282484911634531"
"Acclaimed","1984","lower secondary degree","(1c) basic vocational qualification","452","0.280017593783563","0.258240064805062","0.301795122762065"
"Acclaimed","1984","lower secondary degree","(2b) intermediate general qualification","","","",""
"Acclaimed","1984","lower secondary degree","(2a) intermediate vocational","","","",""
"Acclaimed","1984","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Acclaimed","1984","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Acclaimed","1984","lower secondary degree","(3a) lower tertiary education","3","","",""
"Acclaimed","1984","lower secondary degree","(3b) higher tertiary education","","","",""
"Acclaimed","1984","secondary school degree","(0) in school","","","",""
"Acclaimed","1984","secondary school degree","(1a) inadequately completed","","","",""
"Acclaimed","1984","secondary school degree","(1b) general elementary school","","","",""
"Acclaimed","1984","secondary school degree","(1c) basic vocational qualification","","","",""
"Acclaimed","1984","secondary school degree","(2b) intermediate general qualification","48","0.451705661656395","0.356516371285526","0.546894952027264"
"Acclaimed","1984","secondary school degree","(2a) intermediate vocational","254","0.38279034759938","0.345791502284958","0.419789192913803"
"Acclaimed","1984","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Acclaimed","1984","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"Acclaimed","1984","secondary school degree","(3a) lower tertiary education","6","","",""
"Acclaimed","1984","secondary school degree","(3b) higher tertiary education","1","","",""
"Acclaimed","1984","college entrance qualification","(0) in school","","","",""
"Acclaimed","1984","college entrance qualification","(1a) inadequately completed","","","",""
"Acclaimed","1984","college entrance qualification","(1b) general elementary school","","","",""
"Acclaimed","1984","college entrance qualification","(1c) basic vocational qualification","","","",""
"Acclaimed","1984","college entrance qualification","(2b) intermediate general qualification","","","",""
"Acclaimed","1984","college entrance qualification","(2a) intermediate vocational","","","",""
"Acclaimed","1984","college entrance qualification","(2c_gen) general maturity certificate","14","","",""
"Acclaimed","1984","college entrance qualification","(2c_voc) vocational maturity certificate","56","0.347897890143413","0.275222090483198","0.420573689803628"
"Acclaimed","1984","college entrance qualification","(3a) lower tertiary education","17","","",""
