"plb0195_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Partly, partly","1984","Saxony-Anhalt","West Germany","","","",""
"Partly, partly","1984","Saxony-Anhalt","East Germany","","","",""
"Partly, partly","1984","Thuringia","West Germany","","","",""
"Partly, partly","1984","Thuringia","East Germany","","","",""
"Paid","1984","Schleswig-Holstein","West Germany","61","0.389638473964192","0.310262588712026","0.469014359216357"
"Paid","1984","Schleswig-Holstein","East Germany","","","",""
"Paid","1984","Hamburg","West Germany","47","0.387895255871079","0.296419722838939","0.479370788903219"
"Paid","1984","Hamburg","East Germany","","","",""
"Paid","1984","Lower Saxony","West Germany","159","0.335203568951081","0.29149085805235","0.378916279849811"
"Paid","1984","Lower Saxony","East Germany","","","",""
"Paid","1984","Bremen","West Germany","22","","",""
"Paid","1984","Bremen","East Germany","","","",""
"Paid","1984","North Rhine-Westphalia","West Germany","532","0.383122023679163","0.354963262829246","0.41128078452908"
"Paid","1984","North Rhine-Westphalia","East Germany","","","",""
"Paid","1984","Hesse","West Germany","191","0.331201082274737","0.288191737174799","0.374210427374676"
"Paid","1984","Hesse","East Germany","","","",""
"Paid","1984","Rhineland-Palatinate,Saarland","West Germany","113","0.387031042295555","0.328498227009573","0.445563857581537"
"Paid","1984","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Paid","1984","Baden-Württemberg","West Germany","409","0.407298960553108","0.373525363814628","0.441072557291589"
"Paid","1984","Baden-Württemberg","East Germany","","","",""
"Paid","1984","Bavaria","West Germany","273","0.287559732123923","0.255876584273307","0.319242879974539"
"Paid","1984","Bavaria","East Germany","","","",""
"Paid","1984","Berlin","West Germany","66","0.344310913839335","0.270456934452379","0.41816489322629"
"Paid","1984","Berlin","East Germany","","","",""
"Paid","1984","Brandenburg","West Germany","","","",""
"Paid","1984","Brandenburg","East Germany","","","",""
"Paid","1984","Mecklenburg-Western Pomerania","West Germany","","","",""
"Paid","1984","Mecklenburg-Western Pomerania","East Germany","","","",""
"Paid","1984","Saxony","West Germany","","","",""
"Paid","1984","Saxony","East Germany","","","",""
"Paid","1984","Saxony-Anhalt","West Germany","","","",""
"Paid","1984","Saxony-Anhalt","East Germany","","","",""
"Paid","1984","Thuringia","West Germany","","","",""
"Paid","1984","Thuringia","East Germany","","","",""
"Not paid","1984","Schleswig-Holstein","West Germany","31","0.230676521769359","0.16210871151434","0.299244332024377"
"Not paid","1984","Schleswig-Holstein","East Germany","","","",""
"Not paid","1984","Hamburg","West Germany","16","","",""
"Not paid","1984","Hamburg","East Germany","","","",""
"Not paid","1984","Lower Saxony","West Germany","108","0.247745192995817","0.207769666884131","0.287720719107503"
"Not paid","1984","Lower Saxony","East Germany","","","",""
"Not paid","1984","Bremen","West Germany","6","","",""
"Not paid","1984","Bremen","East Germany","","","",""
"Not paid","1984","North Rhine-Westphalia","West Germany","240","0.250578059915057","0.225477692967654","0.275678426862459"
"Not paid","1984","North Rhine-Westphalia","East Germany","","","",""
"Not paid","1984","Hesse","West Germany","105","0.255046289803251","0.215213261580189","0.294879318026313"
"Not paid","1984","Hesse","East Germany","","","",""
"Not paid","1984","Rhineland-Palatinate,Saarland","West Germany","60","0.24441500151281","0.192771834773637","0.296058168251983"
"Not paid","1984","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Not paid","1984","Baden-Württemberg","West Germany","176","0.261521469028673","0.231313228627998","0.291729709429347"
"Not paid","1984","Baden-Württemberg","East Germany","","","",""
"Not paid","1984","Bavaria","West Germany","183","0.269367414061864","0.238313803159916","0.300421024963812"
"Not paid","1984","Bavaria","East Germany","","","",""
"Not paid","1984","Berlin","West Germany","25","","",""
"Not paid","1984","Berlin","East Germany","","","",""
"Not paid","1984","Brandenburg","West Germany","","","",""
"Not paid","1984","Brandenburg","East Germany","","","",""
"Not paid","1984","Mecklenburg-Western Pomerania","West Germany","","","",""
"Not paid","1984","Mecklenburg-Western Pomerania","East Germany","","","",""
"Not paid","1984","Saxony","West Germany","","","",""
"Not paid","1984","Saxony","East Germany","","","",""
"Not paid","1984","Saxony-Anhalt","West Germany","","","",""
"Not paid","1984","Saxony-Anhalt","East Germany","","","",""
"Not paid","1984","Thuringia","West Germany","","","",""
"Not paid","1984","Thuringia","East Germany","","","",""
"Acclaimed","1985","Schleswig-Holstein","West Germany","38","0.282984808565188","0.208896503676407","0.357073113453969"
"Acclaimed","1985","Schleswig-Holstein","East Germany","","","",""
"Acclaimed","1985","Hamburg","West Germany","29","","",""
"Acclaimed","1985","Hamburg","East Germany","","","",""
"Acclaimed","1985","Lower Saxony","West Germany","111","0.309191748754777","0.261779084012296","0.356604413497258"
"Acclaimed","1985","Lower Saxony","East Germany","","","",""
"Acclaimed","1985","Bremen","West Germany","5","","",""
"Acclaimed","1985","Bremen","East Germany","","","",""
"Acclaimed","1985","North Rhine-Westphalia","West Germany","216","0.25436846656741","0.227253752255728","0.281483180879092"
"Acclaimed","1985","North Rhine-Westphalia","East Germany","","","",""
"Acclaimed","1985","Hesse","West Germany","96","0.297538074032559","0.25163219880118","0.343443949263938"
"Acclaimed","1985","Hesse","East Germany","","","",""
"Acclaimed","1985","Rhineland-Palatinate,Saarland","West Germany","45","0.242948211388984","0.184665993322133","0.301230429455836"
"Acclaimed","1985","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Acclaimed","1985","Baden-Württemberg","West Germany","132","0.217457688938882","0.186963876345981","0.247951501531783"
"Acclaimed","1985","Baden-Württemberg","East Germany","","","",""
"Acclaimed","1985","Bavaria","West Germany","192","0.292130749753767","0.258273893168539","0.325987606338995"
"Acclaimed","1985","Bavaria","East Germany","","","",""
"Acclaimed","1985","Berlin","West Germany","40","0.353139366588123","0.267267077890155","0.439011655286092"
"Acclaimed","1985","Berlin","East Germany","","","",""
"Acclaimed","1985","Brandenburg","West Germany","","","",""
"Acclaimed","1985","Brandenburg","East Germany","","","",""
"Acclaimed","1985","Mecklenburg-Western Pomerania","West Germany","","","",""
"Acclaimed","1985","Mecklenburg-Western Pomerania","East Germany","","","",""
"Acclaimed","1985","Saxony","West Germany","","","",""
"Acclaimed","1985","Saxony","East Germany","","","",""
"Acclaimed","1985","Saxony-Anhalt","West Germany","","","",""
"Acclaimed","1985","Saxony-Anhalt","East Germany","","","",""
"Acclaimed","1985","Thuringia","West Germany","","","",""
"Acclaimed","1985","Thuringia","East Germany","","","",""
"Partly, partly","1985","Schleswig-Holstein","West Germany","14","","",""
"Partly, partly","1985","Schleswig-Holstein","East Germany","","","",""
"Partly, partly","1985","Hamburg","West Germany","11","","",""
"Partly, partly","1985","Hamburg","East Germany","","","",""
"Partly, partly","1985","Lower Saxony","West Germany","31","0.0861758046537632","0.0573868657018972","0.114964743605629"
"Partly, partly","1985","Lower Saxony","East Germany","","","",""
"Partly, partly","1985","Bremen","West Germany","1","","",""
"Partly, partly","1985","Bremen","East Germany","","","",""
"Partly, partly","1985","North Rhine-Westphalia","West Germany","100","0.107374269879406","0.0880991948915983","0.126649344867213"
"Partly, partly","1985","North Rhine-Westphalia","East Germany","","","",""
"Partly, partly","1985","Hesse","West Germany","42","0.121197563975994","0.0884274331931097","0.153967694758878"
"Partly, partly","1985","Hesse","East Germany","","","",""
"Partly, partly","1985","Rhineland-Palatinate,Saarland","West Germany","22","","",""
"Partly, partly","1985","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Partly, partly","1985","Baden-Württemberg","West Germany","83","0.131391585915","0.106418844406149","0.156364327423851"
"Partly, partly","1985","Baden-Württemberg","East Germany","","","",""
"Partly, partly","1985","Bavaria","West Germany","81","0.119418227127439","0.0952746492534771","0.143561805001401"
"Partly, partly","1985","Bavaria","East Germany","","","",""
"Partly, partly","1985","Berlin","West Germany","18","","",""
"Partly, partly","1985","Berlin","East Germany","","","",""
"Partly, partly","1985","Brandenburg","West Germany","","","",""
"Partly, partly","1985","Brandenburg","East Germany","","","",""
"Partly, partly","1985","Mecklenburg-Western Pomerania","West Germany","","","",""
"Partly, partly","1985","Mecklenburg-Western Pomerania","East Germany","","","",""
"Partly, partly","1985","Saxony","West Germany","","","",""
"Partly, partly","1985","Saxony","East Germany","","","",""
"Partly, partly","1985","Saxony-Anhalt","West Germany","","","",""
"Partly, partly","1985","Saxony-Anhalt","East Germany","","","",""
"Partly, partly","1985","Thuringia","West Germany","","","",""
"Partly, partly","1985","Thuringia","East Germany","","","",""
"Paid","1985","Schleswig-Holstein","West Germany","66","0.436113406382551","0.354549217406121","0.517677595358981"
"Paid","1985","Schleswig-Holstein","East Germany","","","",""
"Paid","1985","Hamburg","West Germany","33","0.306173582743978","0.213975530076509","0.398371635411447"
"Paid","1985","Hamburg","East Germany","","","",""
"Paid","1985","Lower Saxony","West Germany","124","0.323648657043472","0.275650480169332","0.371646833917611"
"Paid","1985","Lower Saxony","East Germany","","","",""
"Paid","1985","Bremen","West Germany","13","","",""
"Paid","1985","Bremen","East Germany","","","",""
"Paid","1985","North Rhine-Westphalia","West Germany","433","0.356483759780893","0.326663536265393","0.386303983296394"
"Paid","1985","North Rhine-Westphalia","East Germany","","","",""
"Paid","1985","Hesse","West Germany","145","0.287035351233912","0.241611150402447","0.332459552065376"
"Paid","1985","Hesse","East Germany","","","",""
"Paid","1985","Rhineland-Palatinate,Saarland","West Germany","89","0.376196498797182","0.310362883974606","0.442030113619759"
"Paid","1985","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Paid","1985","Baden-Württemberg","West Germany","321","0.37378659184181","0.338022807368752","0.409550376314868"
"Paid","1985","Baden-Württemberg","East Germany","","","",""
"Paid","1985","Bavaria","West Germany","232","0.286174862606215","0.252524237673792","0.319825487538639"
"Paid","1985","Bavaria","East Germany","","","",""
"Paid","1985","Berlin","West Germany","37","0.278123436220372","0.197618061698913","0.358628810741831"
"Paid","1985","Berlin","East Germany","","","",""
"Paid","1985","Brandenburg","West Germany","","","",""
"Paid","1985","Brandenburg","East Germany","","","",""
"Paid","1985","Mecklenburg-Western Pomerania","West Germany","","","",""
"Paid","1985","Mecklenburg-Western Pomerania","East Germany","","","",""
"Paid","1985","Saxony","West Germany","","","",""
"Paid","1985","Saxony","East Germany","","","",""
"Paid","1985","Saxony-Anhalt","West Germany","","","",""
"Paid","1985","Saxony-Anhalt","East Germany","","","",""
"Paid","1985","Thuringia","West Germany","","","",""
"Paid","1985","Thuringia","East Germany","","","",""
"Not paid","1985","Schleswig-Holstein","West Germany","24","","",""
"Not paid","1985","Schleswig-Holstein","East Germany","","","",""
"Not paid","1985","Hamburg","West Germany","23","","",""
"Not paid","1985","Hamburg","East Germany","","","",""
"Not paid","1985","Lower Saxony","West Germany","99","0.280983789547988","0.234872036592672","0.327095542503305"
"Not paid","1985","Lower Saxony","East Germany","","","",""
"Not paid","1985","Bremen","West Germany","4","","",""
"Not paid","1985","Bremen","East Germany","","","",""
"Not paid","1985","North Rhine-Westphalia","West Germany","242","0.281773503772291","0.253764861852277","0.309782145692304"
"Not paid","1985","North Rhine-Westphalia","East Germany","","","",""
"Not paid","1985","Hesse","West Germany","98","0.294229010757536","0.248471725487234","0.339986296027837"
"Not paid","1985","Hesse","East Germany","","","",""
"Not paid","1985","Rhineland-Palatinate,Saarland","West Germany","52","0.259075139720876","0.199534105019798","0.318616174421954"
"Not paid","1985","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Not paid","1985","Baden-Württemberg","West Germany","167","0.277364133304309","0.244269670541063","0.310458596067554"
"Not paid","1985","Baden-Württemberg","East Germany","","","",""
"Not paid","1985","Bavaria","West Germany","188","0.302276160512579","0.268084105520024","0.336468215505134"
"Not paid","1985","Bavaria","East Germany","","","",""
"Not paid","1985","Berlin","West Germany","24","","",""
"Not paid","1985","Berlin","East Germany","","","",""
"Not paid","1985","Brandenburg","West Germany","","","",""
"Not paid","1985","Brandenburg","East Germany","","","",""
"Not paid","1985","Mecklenburg-Western Pomerania","West Germany","","","",""
"Not paid","1985","Mecklenburg-Western Pomerania","East Germany","","","",""
"Not paid","1985","Saxony","West Germany","","","",""
"Not paid","1985","Saxony","East Germany","","","",""
"Not paid","1985","Saxony-Anhalt","West Germany","","","",""
"Not paid","1985","Saxony-Anhalt","East Germany","","","",""
"Not paid","1985","Thuringia","West Germany","","","",""
"Not paid","1985","Thuringia","East Germany","","","",""
"Acclaimed","1986","Schleswig-Holstein","West Germany","39","0.344666025749155","0.263281277728909","0.426050773769401"
"Acclaimed","1986","Schleswig-Holstein","East Germany","","","",""
"Acclaimed","1986","Hamburg","West Germany","24","","",""
"Acclaimed","1986","Hamburg","East Germany","","","",""
"Acclaimed","1986","Lower Saxony","West Germany","130","0.339108536129436","0.291881697916592","0.386335374342279"
"Acclaimed","1986","Lower Saxony","East Germany","","","",""
"Acclaimed","1986","Bremen","West Germany","5","","",""
"Acclaimed","1986","Bremen","East Germany","","","",""
"Acclaimed","1986","North Rhine-Westphalia","West Germany","212","0.274180006230624","0.244954036645435","0.303405975815814"
"Acclaimed","1986","North Rhine-Westphalia","East Germany","","","",""
"Acclaimed","1986","Hesse","West Germany","101","0.338382913756059","0.289093457290675","0.387672370221444"
"Acclaimed","1986","Hesse","East Germany","","","",""
"Acclaimed","1986","Rhineland-Palatinate,Saarland","West Germany","53","0.255065282144564","0.197595872432421","0.312534691856706"
"Acclaimed","1986","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Acclaimed","1986","Baden-Württemberg","West Germany","148","0.25753547830311","0.224741498468274","0.290329458137946"
"Acclaimed","1986","Baden-Württemberg","East Germany","","","",""
"Acclaimed","1986","Bavaria","West Germany","219","0.375967226261446","0.337560598200494","0.414373854322398"
"Acclaimed","1986","Bavaria","East Germany","","","",""
"Acclaimed","1986","Berlin","West Germany","38","0.307350814435764","0.225139942584057","0.389561686287472"
"Acclaimed","1986","Berlin","East Germany","","","",""
"Acclaimed","1986","Brandenburg","West Germany","","","",""
"Acclaimed","1986","Brandenburg","East Germany","","","",""
"Acclaimed","1986","Mecklenburg-Western Pomerania","West Germany","","","",""
"Acclaimed","1986","Mecklenburg-Western Pomerania","East Germany","","","",""
"Acclaimed","1986","Saxony","West Germany","","","",""
"Acclaimed","1986","Saxony","East Germany","","","",""
"Acclaimed","1986","Saxony-Anhalt","West Germany","","","",""
"Acclaimed","1986","Saxony-Anhalt","East Germany","","","",""
"Acclaimed","1986","Thuringia","West Germany","","","",""
"Acclaimed","1986","Thuringia","East Germany","","","",""
"Partly, partly","1986","Schleswig-Holstein","West Germany","15","","",""
"Partly, partly","1986","Schleswig-Holstein","East Germany","","","",""
"Partly, partly","1986","Hamburg","West Germany","18","","",""
"Partly, partly","1986","Hamburg","East Germany","","","",""
"Partly, partly","1986","Lower Saxony","West Germany","50","0.141893907612357","0.107083684582544","0.176704130642171"
"Partly, partly","1986","Lower Saxony","East Germany","","","",""
"Partly, partly","1986","Bremen","West Germany","5","","",""
"Partly, partly","1986","Bremen","East Germany","","","",""
"Partly, partly","1986","North Rhine-Westphalia","West Germany","88","0.106169739491841","0.0859877267509878","0.126351752232693"
"Partly, partly","1986","North Rhine-Westphalia","East Germany","","","",""
"Partly, partly","1986","Hesse","West Germany","45","0.142468086769503","0.10605727162704","0.178878901911967"
"Partly, partly","1986","Hesse","East Germany","","","",""
"Partly, partly","1986","Rhineland-Palatinate,Saarland","West Germany","15","","",""
"Partly, partly","1986","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Partly, partly","1986","Baden-Württemberg","West Germany","65","0.105461758069089","0.0824269446735948","0.128496571464583"
"Partly, partly","1986","Baden-Württemberg","East Germany","","","",""
"Partly, partly","1986","Bavaria","West Germany","76","0.121367339515748","0.0954743572873234","0.147260321744173"
"Partly, partly","1986","Bavaria","East Germany","","","",""
"Partly, partly","1986","Berlin","West Germany","18","","",""
"Partly, partly","1986","Berlin","East Germany","","","",""
"Partly, partly","1986","Brandenburg","West Germany","","","",""
"Partly, partly","1986","Brandenburg","East Germany","","","",""
"Partly, partly","1986","Mecklenburg-Western Pomerania","West Germany","","","",""
"Partly, partly","1986","Mecklenburg-Western Pomerania","East Germany","","","",""
"Partly, partly","1986","Saxony","West Germany","","","",""
"Partly, partly","1986","Saxony","East Germany","","","",""
"Partly, partly","1986","Saxony-Anhalt","West Germany","","","",""
"Partly, partly","1986","Saxony-Anhalt","East Germany","","","",""
"Partly, partly","1986","Thuringia","West Germany","","","",""
"Partly, partly","1986","Thuringia","East Germany","","","",""
"Paid","1986","Schleswig-Holstein","West Germany","57","0.394204654486571","0.310521839056007","0.477887469917136"
"Paid","1986","Schleswig-Holstein","East Germany","","","",""
"Paid","1986","Hamburg","West Germany","24","","",""
"Paid","1986","Hamburg","East Germany","","","",""
"Paid","1986","Lower Saxony","West Germany","135","0.335453743088252","0.28835239167897","0.382555094497534"
"Paid","1986","Lower Saxony","East Germany","","","",""
"Paid","1986","Bremen","West Germany","20","","",""
"Paid","1986","Bremen","East Germany","","","",""
"Paid","1986","North Rhine-Westphalia","West Germany","415","0.385903497223635","0.354010580226467","0.417796414220802"
"Paid","1986","North Rhine-Westphalia","East Germany","","","",""
"Paid","1986","Hesse","West Germany","145","0.326510938597039","0.277661384824763","0.375360492369315"
"Paid","1986","Hesse","East Germany","","","",""
"Paid","1986","Rhineland-Palatinate,Saarland","West Germany","109","0.471459268885951","0.405646028554029","0.537272509217873"
"Paid","1986","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Paid","1986","Baden-Württemberg","West Germany","346","0.412901004933025","0.375976355767204","0.449825654098846"
"Paid","1986","Baden-Württemberg","East Germany","","","",""
"Paid","1986","Bavaria","West Germany","203","0.3033944308058","0.266942145626809","0.339846715984791"
"Paid","1986","Bavaria","East Germany","","","",""
"Paid","1986","Berlin","West Germany","44","0.362518892058459","0.276863563114005","0.448174221002913"
"Paid","1986","Berlin","East Germany","","","",""
"Paid","1986","Brandenburg","West Germany","","","",""
"Paid","1986","Brandenburg","East Germany","","","",""
"Paid","1986","Mecklenburg-Western Pomerania","West Germany","","","",""
"Paid","1986","Mecklenburg-Western Pomerania","East Germany","","","",""
"Paid","1986","Saxony","West Germany","","","",""
"Paid","1986","Saxony","East Germany","","","",""
"Paid","1986","Saxony-Anhalt","West Germany","","","",""
"Paid","1986","Saxony-Anhalt","East Germany","","","",""
"Paid","1986","Thuringia","West Germany","","","",""
"Paid","1986","Thuringia","East Germany","","","",""
"Not paid","1986","Schleswig-Holstein","West Germany","20","","",""
"Not paid","1986","Schleswig-Holstein","East Germany","","","",""
"Not paid","1986","Hamburg","West Germany","22","","",""
"Not paid","1986","Hamburg","East Germany","","","",""
"Not paid","1986","Lower Saxony","West Germany","71","0.183543813169955","0.144925726235397","0.222161900104513"
"Not paid","1986","Lower Saxony","East Germany","","","",""
"Not paid","1986","Bremen","West Germany","3","","",""
"Not paid","1986","Bremen","East Germany","","","",""
"Not paid","1986","North Rhine-Westphalia","West Germany","180","0.2337467570539","0.206020226246357","0.261473287861444"
"Not paid","1986","North Rhine-Westphalia","East Germany","","","",""
"Not paid","1986","Hesse","West Germany","63","0.192638060877398","0.151556054569401","0.233720067185395"
"Not paid","1986","Hesse","East Germany","","","",""
"Not paid","1986","Rhineland-Palatinate,Saarland","West Germany","44","0.196312832352676","0.143944370794449","0.248681293910902"
"Not paid","1986","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Not paid","1986","Baden-Württemberg","West Germany","124","0.224101758694776","0.192829247597288","0.255374269792264"
"Not paid","1986","Baden-Württemberg","East Germany","","","",""
"Not paid","1986","Bavaria","West Germany","113","0.199271003417006","0.167597776105456","0.230944230728556"
"Not paid","1986","Bavaria","East Germany","","","",""
"Not paid","1986","Berlin","West Germany","21","","",""
"Not paid","1986","Berlin","East Germany","","","",""
"Not paid","1986","Brandenburg","West Germany","","","",""
"Not paid","1986","Brandenburg","East Germany","","","",""
"Not paid","1986","Mecklenburg-Western Pomerania","West Germany","","","",""
"Not paid","1986","Mecklenburg-Western Pomerania","East Germany","","","",""
"Not paid","1986","Saxony","West Germany","","","",""
"Not paid","1986","Saxony","East Germany","","","",""
"Not paid","1986","Saxony-Anhalt","West Germany","","","",""
"Not paid","1986","Saxony-Anhalt","East Germany","","","",""
"Not paid","1986","Thuringia","West Germany","","","",""
"Not paid","1986","Thuringia","East Germany","","","",""
"Acclaimed","1987","Schleswig-Holstein","West Germany","","","",""
"Acclaimed","1987","Schleswig-Holstein","East Germany","","","",""
"Acclaimed","1987","Hamburg","West Germany","","","",""
"Acclaimed","1987","Hamburg","East Germany","","","",""
"Acclaimed","1987","Lower Saxony","West Germany","","","",""
"Acclaimed","1987","Lower Saxony","East Germany","","","",""
"Acclaimed","1987","Bremen","West Germany","","","",""
"Acclaimed","1987","Bremen","East Germany","","","",""
"Acclaimed","1987","North Rhine-Westphalia","West Germany","","","",""
"Acclaimed","1987","North Rhine-Westphalia","East Germany","","","",""
"Acclaimed","1987","Hesse","West Germany","","","",""
"Acclaimed","1987","Hesse","East Germany","","","",""
"Acclaimed","1987","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Acclaimed","1987","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Acclaimed","1987","Baden-Württemberg","West Germany","","","",""
"Acclaimed","1987","Baden-Württemberg","East Germany","","","",""
"Acclaimed","1987","Bavaria","West Germany","","","",""
"Acclaimed","1987","Bavaria","East Germany","","","",""
"Acclaimed","1987","Berlin","West Germany","","","",""
"Acclaimed","1987","Berlin","East Germany","","","",""
"Acclaimed","1987","Brandenburg","West Germany","","","",""
"Acclaimed","1987","Brandenburg","East Germany","","","",""
"Acclaimed","1987","Mecklenburg-Western Pomerania","West Germany","","","",""
"Acclaimed","1987","Mecklenburg-Western Pomerania","East Germany","","","",""
"Acclaimed","1987","Saxony","West Germany","","","",""
"Acclaimed","1987","Saxony","East Germany","","","",""
"Acclaimed","1987","Saxony-Anhalt","West Germany","","","",""
"Acclaimed","1987","Saxony-Anhalt","East Germany","","","",""
"Acclaimed","1987","Thuringia","West Germany","","","",""
"Acclaimed","1987","Thuringia","East Germany","","","",""
"Partly, partly","1987","Schleswig-Holstein","West Germany","","","",""
"Partly, partly","1987","Schleswig-Holstein","East Germany","","","",""
"Partly, partly","1987","Hamburg","West Germany","","","",""
"Partly, partly","1987","Hamburg","East Germany","","","",""
"Partly, partly","1987","Lower Saxony","West Germany","","","",""
"Partly, partly","1987","Lower Saxony","East Germany","","","",""
"Partly, partly","1987","Bremen","West Germany","","","",""
"Partly, partly","1987","Bremen","East Germany","","","",""
"Partly, partly","1987","North Rhine-Westphalia","West Germany","","","",""
"Partly, partly","1987","North Rhine-Westphalia","East Germany","","","",""
"Partly, partly","1987","Hesse","West Germany","","","",""
"Partly, partly","1987","Hesse","East Germany","","","",""
"Partly, partly","1987","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Partly, partly","1987","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Partly, partly","1987","Baden-Württemberg","West Germany","","","",""
"Partly, partly","1987","Baden-Württemberg","East Germany","","","",""
"Partly, partly","1987","Bavaria","West Germany","","","",""
"Partly, partly","1987","Bavaria","East Germany","","","",""
"Partly, partly","1987","Berlin","West Germany","","","",""
"Partly, partly","1987","Berlin","East Germany","","","",""
"Partly, partly","1987","Brandenburg","West Germany","","","",""
"Partly, partly","1987","Brandenburg","East Germany","","","",""
"Partly, partly","1987","Mecklenburg-Western Pomerania","West Germany","","","",""
"Partly, partly","1987","Mecklenburg-Western Pomerania","East Germany","","","",""
"Partly, partly","1987","Saxony","West Germany","","","",""
"Partly, partly","1987","Saxony","East Germany","","","",""
"Partly, partly","1987","Saxony-Anhalt","West Germany","","","",""
"Partly, partly","1987","Saxony-Anhalt","East Germany","","","",""
"Partly, partly","1987","Thuringia","West Germany","","","",""
