"plb0195_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Acclaimed","1984","in school","Male","","","",""
"Acclaimed","1984","in school","Female","","","",""
"Acclaimed","1984","inadequately","Male","7","","",""
"Acclaimed","1984","inadequately","Female","11","","",""
"Acclaimed","1984","general elemantary","Male","72","0.195179668978811","0.15888171798366","0.231477619973963"
"Acclaimed","1984","general elemantary","Female","110","0.343673211855074","0.294680960616247","0.392665463093902"
"Acclaimed","1984","middle vocational","Male","381","0.25340905580875","0.232566424567784","0.274251687049715"
"Acclaimed","1984","middle vocational","Female","295","0.440548524900304","0.403261938753783","0.477835111046824"
"Acclaimed","1984","vocational + Abi","Male","16","","",""
"Acclaimed","1984","vocational + Abi","Female","21","","",""
"Acclaimed","1984","higher vocational","Male","53","0.221858605875819","0.169509676119729","0.274207535631909"
"Acclaimed","1984","higher vocational","Female","54","0.502041831227027","0.407304186120047","0.596779476334007"
"Acclaimed","1984","higher education","Male","40","0.130439398619993","0.0944820664866783","0.166396730753307"
"Acclaimed","1984","higher education","Female","21","","",""
"Partly, partly","1984","in school","Male","","","",""
"Partly, partly","1984","in school","Female","","","",""
"Partly, partly","1984","inadequately","Male","13","","",""
"Partly, partly","1984","inadequately","Female","6","","",""
"Partly, partly","1984","general elemantary","Male","42","0.118902128097767","0.0892591220928457","0.148545134102689"
"Partly, partly","1984","general elemantary","Female","19","","",""
"Partly, partly","1984","middle vocational","Male","172","0.106588615973755","0.0918015751087498","0.121375656838759"
"Partly, partly","1984","middle vocational","Female","85","0.1249227727428","0.100090381983017","0.149755163502583"
"Partly, partly","1984","vocational + Abi","Male","10","","",""
"Partly, partly","1984","vocational + Abi","Female","3","","",""
"Partly, partly","1984","higher vocational","Male","37","0.1501951608778","0.105183195294221","0.195207126461379"
"Partly, partly","1984","higher vocational","Female","15","","",""
"Partly, partly","1984","higher education","Male","46","0.11469211961038","0.0806711180338359","0.148713121186923"
"Partly, partly","1984","higher education","Female","14","","",""
"Paid","1984","in school","Male","","","",""
"Paid","1984","in school","Female","","","",""
"Paid","1984","inadequately","Male","162","0.802474337434039","0.746012013742713","0.858936661125365"
"Paid","1984","inadequately","Female","52","0.667605077095176","0.560275544674451","0.774934609515901"
"Paid","1984","general elemantary","Male","295","0.556013178671573","0.51050987441974","0.601516482923405"
"Paid","1984","general elemantary","Female","155","0.357201014511754","0.307771263453546","0.406630765569962"
"Paid","1984","middle vocational","Male","835","0.457754651862445","0.433881243809079","0.481628059915811"
"Paid","1984","middle vocational","Female","164","0.225572984690561","0.194181755239658","0.256964214141464"
"Paid","1984","vocational + Abi","Male","40","0.298251734890987","0.205271898030458","0.391231571751516"
"Paid","1984","vocational + Abi","Female","8","","",""
"Paid","1984","higher vocational","Male","65","0.262307355549118","0.206885205583978","0.317729505514259"
"Paid","1984","higher vocational","Female","17","","",""
"Paid","1984","higher education","Male","54","0.134058867737483","0.0976820169495412","0.170435718525425"
"Paid","1984","higher education","Female","15","","",""
"Not paid","1984","in school","Male","1","","",""
"Not paid","1984","in school","Female","","","",""
"Not paid","1984","inadequately","Male","9","","",""
"Not paid","1984","inadequately","Female","5","","",""
"Not paid","1984","general elemantary","Male","49","0.129905024251849","0.0991148847469739","0.160695163756723"
"Not paid","1984","general elemantary","Female","77","0.240302716851604","0.196227534560897","0.284377899142312"
"Not paid","1984","middle vocational","Male","285","0.182247676355051","0.163748942086485","0.200746410623617"
"Not paid","1984","middle vocational","Female","137","0.208955717666336","0.178420426705749","0.239491008626922"
"Not paid","1984","vocational + Abi","Male","27","","",""
"Not paid","1984","vocational + Abi","Female","13","","",""
"Not paid","1984","higher vocational","Male","87","0.365638877697262","0.304960372841954","0.426317382552571"
"Not paid","1984","higher vocational","Female","21","","",""
"Not paid","1984","higher education","Male","197","0.620809614032145","0.569008271393354","0.672610956670936"
"Not paid","1984","higher education","Female","42","0.461873462051957","0.360000745525748","0.563746178578167"
"Acclaimed","1985","in school","Male","","","",""
"Acclaimed","1985","in school","Female","","","",""
"Acclaimed","1985","inadequately","Male","5","","",""
"Acclaimed","1985","inadequately","Female","8","","",""
"Acclaimed","1985","general elemantary","Male","52","0.173416604702325","0.134838942419435","0.211994266985214"
"Acclaimed","1985","general elemantary","Female","95","0.34196499084563","0.288375433896401","0.395554547794859"
"Acclaimed","1985","middle vocational","Male","306","0.232526552835989","0.210492281217061","0.254560824454918"
"Acclaimed","1985","middle vocational","Female","253","0.424942883576637","0.38596891551544","0.463916851637833"
"Acclaimed","1985","vocational + Abi","Male","6","","",""
"Acclaimed","1985","vocational + Abi","Female","16","","",""
"Acclaimed","1985","higher vocational","Male","46","0.224734748477513","0.169069841338848","0.280399655616178"
"Acclaimed","1985","higher vocational","Female","46","0.530904025384233","0.42837041330326","0.633437637465206"
"Acclaimed","1985","higher education","Male","41","0.147712555834452","0.108278663341609","0.187146448327296"
"Acclaimed","1985","higher education","Female","26","","",""
"Partly, partly","1985","in school","Male","","","",""
"Partly, partly","1985","in school","Female","","","",""
"Partly, partly","1985","inadequately","Male","9","","",""
"Partly, partly","1985","inadequately","Female","2","","",""
"Partly, partly","1985","general elemantary","Male","37","0.119905508989905","0.0868052456676798","0.15300577231213"
"Partly, partly","1985","general elemantary","Female","27","","",""
"Partly, partly","1985","middle vocational","Male","155","0.11457803362023","0.0979647082384608","0.131191359002"
"Partly, partly","1985","middle vocational","Female","69","0.115215293082093","0.0900427135507307","0.140387872613455"
"Partly, partly","1985","vocational + Abi","Male","6","","",""
"Partly, partly","1985","vocational + Abi","Female","2","","",""
"Partly, partly","1985","higher vocational","Male","31","0.139613926843782","0.0933936787126265","0.185834174974937"
"Partly, partly","1985","higher vocational","Female","11","","",""
"Partly, partly","1985","higher education","Male","40","0.116206273055572","0.0805892071220212","0.151823338989124"
"Partly, partly","1985","higher education","Female","14","","",""
"Paid","1985","in school","Male","","","",""
"Paid","1985","in school","Female","","","",""
"Paid","1985","inadequately","Male","101","0.737580192570285","0.659190613071789","0.815969772068782"
"Paid","1985","inadequately","Female","33","0.648480820236417","0.514798759411876","0.782162881060959"
"Paid","1985","general elemantary","Male","254","0.605629319123495","0.555832341451188","0.655426296795802"
"Paid","1985","general elemantary","Female","116","0.334220554467826","0.280930444985932","0.38751066394972"
"Paid","1985","middle vocational","Male","655","0.427509820667075","0.401705774452122","0.453313866882028"
"Paid","1985","middle vocational","Female","161","0.233387764383871","0.200038921570363","0.26673660719738"
"Paid","1985","vocational + Abi","Male","36","0.366958953177733","0.254051203802551","0.479866702552914"
"Paid","1985","vocational + Abi","Female","6","","",""
"Paid","1985","higher vocational","Male","50","0.213053395431773","0.158447682911548","0.267659107951999"
"Paid","1985","higher vocational","Female","15","","",""
"Paid","1985","higher education","Male","41","0.11571934290392","0.0801671872569069","0.151271498550934"
"Paid","1985","higher education","Female","11","","",""
"Not paid","1985","in school","Male","","","",""
"Not paid","1985","in school","Female","1","","",""
"Not paid","1985","inadequately","Male","6","","",""
"Not paid","1985","inadequately","Female","6","","",""
"Not paid","1985","general elemantary","Male","27","","",""
"Not paid","1985","general elemantary","Female","63","0.221620627854405","0.174699807918394","0.268541447790417"
"Not paid","1985","middle vocational","Male","296","0.225385592876705","0.203591610089654","0.247179575663756"
"Not paid","1985","middle vocational","Female","135","0.2264540589574","0.193456108665692","0.259452009249108"
"Not paid","1985","vocational + Abi","Male","22","","",""
"Not paid","1985","vocational + Abi","Female","8","","",""
"Not paid","1985","higher vocational","Male","89","0.422597929246932","0.35672240774633","0.488473450747534"
"Not paid","1985","higher vocational","Female","19","","",""
"Not paid","1985","higher education","Male","189","0.620361828206055","0.566426246536623","0.674297409875486"
"Not paid","1985","higher education","Female","54","0.5199189316793","0.424358402209204","0.615479461149395"
"Acclaimed","1986","in school","Male","","","",""
"Acclaimed","1986","in school","Female","","","",""
"Acclaimed","1986","inadequately","Male","12","","",""
"Acclaimed","1986","inadequately","Female","8","","",""
"Acclaimed","1986","general elemantary","Male","59","0.180965069641295","0.142558720305913","0.219371418976677"
"Acclaimed","1986","general elemantary","Female","89","0.370195797877195","0.313126797768078","0.427264797986312"
"Acclaimed","1986","middle vocational","Male","330","0.268350006716008","0.244634293289942","0.292065720142074"
"Acclaimed","1986","middle vocational","Female","275","0.465254145184696","0.425475639845143","0.50503265052425"
"Acclaimed","1986","vocational + Abi","Male","10","","",""
"Acclaimed","1986","vocational + Abi","Female","15","","",""
"Acclaimed","1986","higher vocational","Male","44","0.274736360056455","0.207237028380866","0.342235691732044"
"Acclaimed","1986","higher vocational","Female","41","0.505430247684252","0.398511752368385","0.612348743000119"
"Acclaimed","1986","higher education","Male","52","0.183925558971142","0.138218899615453","0.229632218326831"
"Acclaimed","1986","higher education","Female","25","","",""
"Partly, partly","1986","in school","Male","","","",""
"Partly, partly","1986","in school","Female","","","",""
"Partly, partly","1986","inadequately","Male","7","","",""
"Partly, partly","1986","inadequately","Female","6","","",""
"Partly, partly","1986","general elemantary","Male","36","0.105883345913286","0.0751885069614756","0.136578184865097"
"Partly, partly","1986","general elemantary","Female","23","","",""
"Partly, partly","1986","middle vocational","Male","165","0.130542865517763","0.112511261536112","0.148574469499414"
"Partly, partly","1986","middle vocational","Female","76","0.126864490888001","0.10032207269183","0.153406909084172"
"Partly, partly","1986","vocational + Abi","Male","8","","",""
"Partly, partly","1986","vocational + Abi","Female","4","","",""
"Partly, partly","1986","higher vocational","Male","25","","",""
"Partly, partly","1986","higher vocational","Female","9","","",""
"Partly, partly","1986","higher education","Male","31","0.110842214389146","0.073805234603158","0.147879194175134"
"Partly, partly","1986","higher education","Female","4","","",""
"Paid","1986","in school","Male","2","","",""
"Paid","1986","in school","Female","","","",""
"Paid","1986","inadequately","Male","99","0.762553124686195","0.686419632690554","0.838686616681836"
"Paid","1986","inadequately","Female","27","","",""
"Paid","1986","general elemantary","Male","259","0.612438432925867","0.563836223931805","0.661040641919929"
"Paid","1986","general elemantary","Female","120","0.384112333019635","0.326626394815987","0.441598271223284"
"Paid","1986","middle vocational","Male","675","0.464057906865263","0.437366053856772","0.490749759873755"
"Paid","1986","middle vocational","Female","141","0.21788315285179","0.184961830767702","0.250804474935879"
"Paid","1986","vocational + Abi","Male","41","0.460294152990117","0.346733332471824","0.57385497350841"
"Paid","1986","vocational + Abi","Female","6","","",""
"Paid","1986","higher vocational","Male","49","0.292576884247914","0.223782485579826","0.361371282916003"
"Paid","1986","higher vocational","Female","15","","",""
"Paid","1986","higher education","Male","40","0.129456674137599","0.0898515874846827","0.169061760790515"
"Paid","1986","higher education","Female","5","","",""
"Not paid","1986","in school","Male","","","",""
"Not paid","1986","in school","Female","","","",""
"Not paid","1986","inadequately","Male","2","","",""
"Not paid","1986","inadequately","Female","5","","",""
"Not paid","1986","general elemantary","Male","32","0.100713151519552","0.0706906653909513","0.130735637648152"
"Not paid","1986","general elemantary","Female","43","0.156533033996993","0.113587423114081","0.199478644879906"
"Not paid","1986","middle vocational","Male","171","0.137049220900966","0.118642984305729","0.155455457496203"
"Not paid","1986","middle vocational","Female","112","0.189998211075513","0.158712403727838","0.221284018423188"
"Not paid","1986","vocational + Abi","Male","15","","",""
"Not paid","1986","vocational + Abi","Female","11","","",""
"Not paid","1986","higher vocational","Male","50","0.284945439722632","0.21668895845021","0.353201920995054"
"Not paid","1986","higher vocational","Female","19","","",""
"Not paid","1986","higher education","Male","153","0.575775552502113","0.517468913658007","0.63408219134622"
"Not paid","1986","higher education","Female","45","0.570235597655648","0.46107222929763","0.679398966013666"
"Acclaimed","1987","in school","Male","","","",""
"Acclaimed","1987","in school","Female","","","",""
"Acclaimed","1987","inadequately","Male","","","",""
"Acclaimed","1987","inadequately","Female","","","",""
"Acclaimed","1987","general elemantary","Male","","","",""
"Acclaimed","1987","general elemantary","Female","","","",""
"Acclaimed","1987","middle vocational","Male","","","",""
"Acclaimed","1987","middle vocational","Female","","","",""
"Acclaimed","1987","vocational + Abi","Male","","","",""
"Acclaimed","1987","vocational + Abi","Female","","","",""
"Acclaimed","1987","higher vocational","Male","","","",""
"Acclaimed","1987","higher vocational","Female","","","",""
"Acclaimed","1987","higher education","Male","","","",""
"Acclaimed","1987","higher education","Female","","","",""
"Partly, partly","1987","in school","Male","","","",""
"Partly, partly","1987","in school","Female","","","",""
"Partly, partly","1987","inadequately","Male","","","",""
"Partly, partly","1987","inadequately","Female","","","",""
"Partly, partly","1987","general elemantary","Male","","","",""
"Partly, partly","1987","general elemantary","Female","","","",""
"Partly, partly","1987","middle vocational","Male","","","",""
"Partly, partly","1987","middle vocational","Female","","","",""
"Partly, partly","1987","vocational + Abi","Male","","","",""
"Partly, partly","1987","vocational + Abi","Female","","","",""
"Partly, partly","1987","higher vocational","Male","","","",""
"Partly, partly","1987","higher vocational","Female","","","",""
"Partly, partly","1987","higher education","Male","","","",""
"Partly, partly","1987","higher education","Female","","","",""
"Paid","1987","in school","Male","","","",""
"Paid","1987","in school","Female","","","",""
"Paid","1987","inadequately","Male","","","",""
"Paid","1987","inadequately","Female","","","",""
"Paid","1987","general elemantary","Male","","","",""
"Paid","1987","general elemantary","Female","","","",""
"Paid","1987","middle vocational","Male","","","",""
"Paid","1987","middle vocational","Female","","","",""
"Paid","1987","vocational + Abi","Male","","","",""
"Paid","1987","vocational + Abi","Female","","","",""
"Paid","1987","higher vocational","Male","","","",""
"Paid","1987","higher vocational","Female","","","",""
"Paid","1987","higher education","Male","","","",""
"Paid","1987","higher education","Female","","","",""
"Not paid","1987","in school","Male","","","",""
"Not paid","1987","in school","Female","","","",""
"Not paid","1987","inadequately","Male","","","",""
"Not paid","1987","inadequately","Female","","","",""
"Not paid","1987","general elemantary","Male","","","",""
"Not paid","1987","general elemantary","Female","","","",""
"Not paid","1987","middle vocational","Male","","","",""
"Not paid","1987","middle vocational","Female","","","",""
"Not paid","1987","vocational + Abi","Male","","","",""
"Not paid","1987","vocational + Abi","Female","","","",""
"Not paid","1987","higher vocational","Male","","","",""
"Not paid","1987","higher vocational","Female","","","",""
"Not paid","1987","higher education","Male","","","",""
"Not paid","1987","higher education","Female","","","",""
"Acclaimed","1988","in school","Male","","","",""
"Acclaimed","1988","in school","Female","","","",""
"Acclaimed","1988","inadequately","Male","11","","",""
"Acclaimed","1988","inadequately","Female","6","","",""
"Acclaimed","1988","general elemantary","Male","67","0.22398383470096","0.181730984315636","0.266236685086283"
"Acclaimed","1988","general elemantary","Female","99","0.375095741595486","0.320491996765489","0.429699486425484"
