"plb0195_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Acclaimed","1988","middle vocational","Male","343","0.28613988131122","0.261399873370178","0.310879889252262"
"Acclaimed","1988","middle vocational","Female","280","0.487974540365075","0.447844525460456","0.528104555269695"
"Acclaimed","1988","vocational + Abi","Male","12","","",""
"Acclaimed","1988","vocational + Abi","Female","18","","",""
"Acclaimed","1988","higher vocational","Male","44","0.278287087272898","0.209487940185483","0.347086234360313"
"Acclaimed","1988","higher vocational","Female","47","0.645834657634657","0.538310760079603","0.753358555189712"
"Acclaimed","1988","higher education","Male","51","0.177284297282909","0.131560665108271","0.223007929457547"
"Acclaimed","1988","higher education","Female","27","","",""
"Partly, partly","1988","in school","Male","","","",""
"Partly, partly","1988","in school","Female","","","",""
"Partly, partly","1988","inadequately","Male","9","","",""
"Partly, partly","1988","inadequately","Female","","","",""
"Partly, partly","1988","general elemantary","Male","29","","",""
"Partly, partly","1988","general elemantary","Female","36","0.124458304579707","0.0872281382606691","0.161688470898745"
"Partly, partly","1988","middle vocational","Male","186","0.14609172965677","0.126757694506599","0.165425764806942"
"Partly, partly","1988","middle vocational","Female","58","0.100845264413276","0.0766700723200049","0.125020456506546"
"Partly, partly","1988","vocational + Abi","Male","10","","",""
"Partly, partly","1988","vocational + Abi","Female","10","","",""
"Partly, partly","1988","higher vocational","Male","30","0.191449963258714","0.131050179597019","0.25184974692041"
"Partly, partly","1988","higher vocational","Female","8","","",""
"Partly, partly","1988","higher education","Male","35","0.123397454548842","0.0840211316004729","0.162773777497211"
"Partly, partly","1988","higher education","Female","8","","",""
"Paid","1988","in school","Male","1","","",""
"Paid","1988","in school","Female","","","",""
"Paid","1988","inadequately","Male","94","0.836643169121465","0.769075652775181","0.904210685467748"
"Paid","1988","inadequately","Female","39","0.810550482967396","0.699693192886264","0.921407773048528"
"Paid","1988","general elemantary","Male","253","0.607064466368425","0.55756615896037","0.65656277377648"
"Paid","1988","general elemantary","Female","134","0.36710188604025","0.312738709157703","0.421465062922796"
"Paid","1988","middle vocational","Male","606","0.439562456132146","0.412393185194311","0.466731727069981"
"Paid","1988","middle vocational","Female","160","0.244301773908941","0.209806271646069","0.278797276171813"
"Paid","1988","vocational + Abi","Male","33","0.396701577234651","0.280425146184113","0.512978008285188"
"Paid","1988","vocational + Abi","Female","4","","",""
"Paid","1988","higher vocational","Male","46","0.272095555554502","0.203774872704643","0.34041623840436"
"Paid","1988","higher vocational","Female","8","","",""
"Paid","1988","higher education","Male","31","0.0985488571759294","0.0628645238865889","0.13423319046527"
"Paid","1988","higher education","Female","8","","",""
"Not paid","1988","in school","Male","","","",""
"Not paid","1988","in school","Female","","","",""
"Not paid","1988","inadequately","Male","1","","",""
"Not paid","1988","inadequately","Female","3","","",""
"Not paid","1988","general elemantary","Male","25","","",""
"Not paid","1988","general elemantary","Female","33","0.133344067784557","0.0950038278518767","0.171684307717237"
"Not paid","1988","middle vocational","Male","147","0.128205932899864","0.109905342762705","0.146506523037022"
"Not paid","1988","middle vocational","Female","98","0.166878421312708","0.136943422579358","0.196813420046058"
"Not paid","1988","vocational + Abi","Male","13","","",""
"Not paid","1988","vocational + Abi","Female","10","","",""
"Not paid","1988","higher vocational","Male","43","0.258167393913886","0.190984618176952","0.325350169650821"
"Not paid","1988","higher vocational","Female","13","","",""
"Not paid","1988","higher education","Male","151","0.60076939099232","0.542135797958076","0.659402984026564"
"Not paid","1988","higher education","Female","51","0.542590519821411","0.441880461912992","0.64330057772983"
"Acclaimed","1989","in school","Male","","","",""
"Acclaimed","1989","in school","Female","","","",""
"Acclaimed","1989","inadequately","Male","14","","",""
"Acclaimed","1989","inadequately","Female","11","","",""
"Acclaimed","1989","general elemantary","Male","60","0.203614768456845","0.163802396576976","0.243427140336713"
"Acclaimed","1989","general elemantary","Female","106","0.378750892379712","0.32585078529283","0.431650999466593"
"Acclaimed","1989","middle vocational","Male","341","0.277473790783784","0.253589134645031","0.301358446922536"
"Acclaimed","1989","middle vocational","Female","306","0.459405467651758","0.421670446831941","0.497140488471575"
"Acclaimed","1989","vocational + Abi","Male","17","","",""
"Acclaimed","1989","vocational + Abi","Female","27","","",""
"Acclaimed","1989","higher vocational","Male","37","0.255790262330182","0.186199868358086","0.325380656302278"
"Acclaimed","1989","higher vocational","Female","45","0.552482827832014","0.444859749700412","0.660105905963615"
"Acclaimed","1989","higher education","Male","50","0.173840297906039","0.128636654381531","0.219043941430548"
"Acclaimed","1989","higher education","Female","25","","",""
"Partly, partly","1989","in school","Male","","","",""
"Partly, partly","1989","in school","Female","","","",""
"Partly, partly","1989","inadequately","Male","11","","",""
"Partly, partly","1989","inadequately","Female","4","","",""
"Partly, partly","1989","general elemantary","Male","51","0.137923757172857","0.103832407604118","0.172015106741597"
"Partly, partly","1989","general elemantary","Female","46","0.136617814943468","0.0991634843972234","0.174072145489712"
"Partly, partly","1989","middle vocational","Male","208","0.154948905906814","0.135646255375481","0.174251556438148"
"Partly, partly","1989","middle vocational","Female","73","0.112026556990274","0.0881445306691078","0.135908583311441"
"Partly, partly","1989","vocational + Abi","Male","10","","",""
"Partly, partly","1989","vocational + Abi","Female","8","","",""
"Partly, partly","1989","higher vocational","Male","41","0.269050437186293","0.198317747362455","0.339783127010132"
"Partly, partly","1989","higher vocational","Female","13","","",""
"Partly, partly","1989","higher education","Male","45","0.170166634982909","0.125343847579139","0.21498942238668"
"Partly, partly","1989","higher education","Female","10","","",""
"Paid","1989","in school","Male","3","","",""
"Paid","1989","in school","Female","","","",""
"Paid","1989","inadequately","Male","89","0.746698416527066","0.667894694993923","0.825502138060209"
"Paid","1989","inadequately","Female","38","0.711512460151085","0.591777346346138","0.831247573956031"
"Paid","1989","general elemantary","Male","258","0.591036924156144","0.542429660641605","0.639644187670683"
"Paid","1989","general elemantary","Female","134","0.352077722104455","0.299990936238568","0.404164507970342"
"Paid","1989","middle vocational","Male","649","0.441807367650955","0.415316893382541","0.468297841919369"
"Paid","1989","middle vocational","Female","198","0.274275020591697","0.240492670855469","0.308057370327924"
"Paid","1989","vocational + Abi","Male","27","","",""
"Paid","1989","vocational + Abi","Female","9","","",""
"Paid","1989","higher vocational","Male","40","0.26282737533679","0.192620520785324","0.333034229888255"
"Paid","1989","higher vocational","Female","10","","",""
"Paid","1989","higher education","Male","32","0.104605801628789","0.0681008957554713","0.141110707502107"
"Paid","1989","higher education","Female","7","","",""
"Not paid","1989","in school","Male","","","",""
"Not paid","1989","in school","Female","","","",""
"Not paid","1989","inadequately","Male","3","","",""
"Not paid","1989","inadequately","Female","2","","",""
"Not paid","1989","general elemantary","Male","24","","",""
"Not paid","1989","general elemantary","Female","37","0.132553570572366","0.0955738285522036","0.169533312592528"
"Not paid","1989","middle vocational","Male","152","0.125769935658447","0.108081782301573","0.143458089015321"
"Not paid","1989","middle vocational","Female","93","0.154292954766271","0.126940663533912","0.181645245998629"
"Not paid","1989","vocational + Abi","Male","15","","",""
"Not paid","1989","vocational + Abi","Female","8","","",""
"Not paid","1989","higher vocational","Male","33","0.212331925146735","0.147103200430367","0.277560649863103"
"Not paid","1989","higher vocational","Female","14","","",""
"Not paid","1989","higher education","Male","143","0.551387265482262","0.492063272681562","0.610711258282963"
"Not paid","1989","higher education","Female","44","0.517090965459537","0.411478542673184","0.622703388245891"
"Acclaimed","1990","in school","Male","","","",""
"Acclaimed","1990","in school","Female","","","",""
"Acclaimed","1990","inadequately","Male","10","","",""
"Acclaimed","1990","inadequately","Female","12","","",""
"Acclaimed","1990","general elemantary","Male","72","0.233255298815004","0.192169471427027","0.274341126202981"
"Acclaimed","1990","general elemantary","Female","95","0.359188819388429","0.305953821748009","0.412423817028849"
"Acclaimed","1990","middle vocational","Male","341","0.288435941501336","0.263912668381258","0.312959214621415"
"Acclaimed","1990","middle vocational","Female","312","0.482808321824155","0.444742760884527","0.520873882763782"
"Acclaimed","1990","vocational + Abi","Male","15","","",""
"Acclaimed","1990","vocational + Abi","Female","25","","",""
"Acclaimed","1990","higher vocational","Male","41","0.264139732836849","0.191626300430016","0.336653165243682"
"Acclaimed","1990","higher vocational","Female","48","0.528639077638642","0.423138391370378","0.634139763906906"
"Acclaimed","1990","higher education","Male","58","0.204126297205357","0.156488321298101","0.251764273112612"
"Acclaimed","1990","higher education","Female","38","0.410053080607327","0.309549696435638","0.510556464779015"
"Partly, partly","1990","in school","Male","1","","",""
"Partly, partly","1990","in school","Female","","","",""
"Partly, partly","1990","inadequately","Male","13","","",""
"Partly, partly","1990","inadequately","Female","8","","",""
"Partly, partly","1990","general elemantary","Male","46","0.116483404728782","0.0853167442284403","0.147650065229124"
"Partly, partly","1990","general elemantary","Female","45","0.141129899089868","0.102498178467887","0.17976161971185"
"Partly, partly","1990","middle vocational","Male","200","0.142603488653573","0.123675578040702","0.161531399266444"
"Partly, partly","1990","middle vocational","Female","83","0.112305345959471","0.0882533504804764","0.136357341438467"
"Partly, partly","1990","vocational + Abi","Male","15","","",""
"Partly, partly","1990","vocational + Abi","Female","9","","",""
"Partly, partly","1990","higher vocational","Male","38","0.273910125132187","0.200559612679436","0.347260637584938"
"Partly, partly","1990","higher vocational","Female","14","","",""
"Partly, partly","1990","higher education","Male","56","0.190925614284999","0.144473223761578","0.237378004808421"
"Partly, partly","1990","higher education","Female","9","","",""
"Paid","1990","in school","Male","1","","",""
"Paid","1990","in school","Female","1","","",""
"Paid","1990","inadequately","Male","82","0.752882052540763","0.670379182300675","0.835384922780851"
"Paid","1990","inadequately","Female","33","0.59765524582369","0.466864881157082","0.728445610490299"
"Paid","1990","general elemantary","Male","273","0.615107240044457","0.567836089072054","0.662378391016859"
"Paid","1990","general elemantary","Female","137","0.371588137627771","0.317968496624058","0.425207778631484"
"Paid","1990","middle vocational","Male","622","0.441075452143649","0.414198514652771","0.467952389634526"
"Paid","1990","middle vocational","Female","188","0.273428815328127","0.239475645812999","0.307381984843254"
"Paid","1990","vocational + Abi","Male","30","0.277149597120619","0.174473819551645","0.379825374689592"
"Paid","1990","vocational + Abi","Female","12","","",""
"Paid","1990","higher vocational","Male","39","0.273716489053004","0.200382131558662","0.347050846547346"
"Paid","1990","higher vocational","Female","11","","",""
"Paid","1990","higher education","Male","25","","",""
"Paid","1990","higher education","Female","5","","",""
"Not paid","1990","in school","Male","","","",""
"Not paid","1990","in school","Female","","","",""
"Not paid","1990","inadequately","Male","","","",""
"Not paid","1990","inadequately","Female","1","","",""
"Not paid","1990","general elemantary","Male","16","","",""
"Not paid","1990","general elemantary","Female","35","0.128093143893933","0.0910106628949248","0.16517562489294"
"Not paid","1990","middle vocational","Male","148","0.127885117701442","0.10980740010381","0.145962835299075"
"Not paid","1990","middle vocational","Female","79","0.131457516888247","0.105717588067974","0.15719744570852"
"Not paid","1990","vocational + Abi","Male","13","","",""
"Not paid","1990","vocational + Abi","Female","6","","",""
"Not paid","1990","higher vocational","Male","24","","",""
"Not paid","1990","higher vocational","Female","13","","",""
"Not paid","1990","higher education","Male","136","0.524637992856569","0.465614643955329","0.583661341757809"
"Not paid","1990","higher education","Female","40","0.42975070955817","0.328593962444629","0.530907456671712"
"Acclaimed","1991","in school","Male","","","",""
"Acclaimed","1991","in school","Female","","","",""
"Acclaimed","1991","inadequately","Male","18","","",""
"Acclaimed","1991","inadequately","Female","12","","",""
"Acclaimed","1991","general elemantary","Male","79","0.206414057317719","0.168682600410626","0.244145514224811"
"Acclaimed","1991","general elemantary","Female","136","0.387498969454229","0.339515771867921","0.435482167040536"
"Acclaimed","1991","middle vocational","Male","595","0.293714201361448","0.273555525397382","0.313872877325514"
"Acclaimed","1991","middle vocational","Female","595","0.477429636256175","0.449157047596519","0.50570222491583"
"Acclaimed","1991","vocational + Abi","Male","34","0.354903051128274","0.265486254145945","0.444319848110603"
"Acclaimed","1991","vocational + Abi","Female","36","0.555236171075575","0.439645569977575","0.670826772173574"
"Acclaimed","1991","higher vocational","Male","91","0.326281354061435","0.268394062239714","0.384168645883156"
"Acclaimed","1991","higher vocational","Female","61","0.544164006244601","0.449351773954995","0.638976238534207"
"Acclaimed","1991","higher education","Male","158","0.267647761716548","0.231076856682743","0.304218666750353"
"Acclaimed","1991","higher education","Female","194","0.440708616209637","0.391561290341403","0.489855942077871"
"Partly, partly","1991","in school","Male","","","",""
"Partly, partly","1991","in school","Female","","","",""
"Partly, partly","1991","inadequately","Male","14","","",""
"Partly, partly","1991","inadequately","Female","5","","",""
"Partly, partly","1991","general elemantary","Male","55","0.116411057193012","0.0865118819084316","0.146310232477593"
"Partly, partly","1991","general elemantary","Female","50","0.105197057832706","0.0749790383720966","0.135415077293316"
"Partly, partly","1991","middle vocational","Male","323","0.169009345358619","0.152422540937427","0.185596149779811"
"Partly, partly","1991","middle vocational","Female","155","0.127909413780226","0.109004680562925","0.146814146997527"
"Partly, partly","1991","vocational + Abi","Male","16","","",""
"Partly, partly","1991","vocational + Abi","Female","10","","",""
"Partly, partly","1991","higher vocational","Male","47","0.202657365262081","0.153026538466549","0.252288192057613"
"Partly, partly","1991","higher vocational","Female","14","","",""
"Partly, partly","1991","higher education","Male","83","0.150389949362397","0.120863371107541","0.179916527617253"
"Partly, partly","1991","higher education","Female","38","0.108246891824208","0.0774905208309596","0.139003262817457"
"Paid","1991","in school","Male","1","","",""
"Paid","1991","in school","Female","","","",""
