"plb0195_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Not paid","1992","Bavaria","Female","30","0.134396623347503","0.0931751162040207","0.175618130490985"
"Not paid","1992","Berlin","Male","27","","",""
"Not paid","1992","Berlin","Female","23","","",""
"Not paid","1992","Brandenburg","Male","28","","",""
"Not paid","1992","Brandenburg","Female","22","","",""
"Not paid","1992","Mecklenburg-Western Pomerania","Male","17","","",""
"Not paid","1992","Mecklenburg-Western Pomerania","Female","14","","",""
"Not paid","1992","Saxony","Male","44","0.189856026247324","0.143670967246607","0.236041085248041"
"Not paid","1992","Saxony","Female","44","0.185208555276773","0.133403162878854","0.237013947674692"
"Not paid","1992","Saxony-Anhalt","Male","34","0.201840374298077","0.144465986356935","0.259214762239218"
"Not paid","1992","Saxony-Anhalt","Female","22","","",""
"Not paid","1992","Thuringia","Male","27","","",""
"Not paid","1992","Thuringia","Female","17","","",""
"Acclaimed","1993","Schleswig-Holstein","Male","24","","",""
"Acclaimed","1993","Schleswig-Holstein","Female","24","","",""
"Acclaimed","1993","Hamburg","Male","9","","",""
"Acclaimed","1993","Hamburg","Female","12","","",""
"Acclaimed","1993","Lower Saxony","Male","74","0.316355601293784","0.258592392377152","0.374118810210417"
"Acclaimed","1993","Lower Saxony","Female","75","0.525403474185931","0.444680311101404","0.606126637270457"
"Acclaimed","1993","Bremen","Male","6","","",""
"Acclaimed","1993","Bremen","Female","6","","",""
"Acclaimed","1993","North Rhine-Westphalia","Male","104","0.209458047141336","0.176081529443491","0.242834564839181"
"Acclaimed","1993","North Rhine-Westphalia","Female","137","0.420296561967755","0.368361074725885","0.472232049209626"
"Acclaimed","1993","Hesse","Male","51","0.283357945800812","0.222117933924558","0.344597957677066"
"Acclaimed","1993","Hesse","Female","70","0.544668040072382","0.458395393739386","0.630940686405377"
"Acclaimed","1993","Rhineland-Palatinate,Saarland","Male","27","","",""
"Acclaimed","1993","Rhineland-Palatinate,Saarland","Female","32","0.355821110872888","0.254635684728039","0.457006537017737"
"Acclaimed","1993","Baden-Württemberg","Male","103","0.243788775801424","0.204249619054294","0.283327932548554"
"Acclaimed","1993","Baden-Württemberg","Female","114","0.400909251855315","0.344210109674641","0.457608394035989"
"Acclaimed","1993","Bavaria","Male","133","0.3284311624465","0.283569590245424","0.373292734647575"
"Acclaimed","1993","Bavaria","Female","120","0.476512248406778","0.415090591296374","0.537933905517182"
"Acclaimed","1993","Berlin","Male","41","0.297228274868809","0.222837978258818","0.3716185714788"
"Acclaimed","1993","Berlin","Female","71","0.577949385644431","0.48807286156213","0.667825909726732"
"Acclaimed","1993","Brandenburg","Male","42","0.268580034884682","0.197173575151352","0.339986494618012"
"Acclaimed","1993","Brandenburg","Female","63","0.510109455730929","0.419913242880833","0.600305668581026"
"Acclaimed","1993","Mecklenburg-Western Pomerania","Male","21","","",""
"Acclaimed","1993","Mecklenburg-Western Pomerania","Female","41","0.593139630565686","0.478872826068189","0.707406435063183"
"Acclaimed","1993","Saxony","Male","73","0.258163470109191","0.205769392791645","0.310557547426736"
"Acclaimed","1993","Saxony","Female","120","0.551695279741832","0.485978989277044","0.61741157020662"
"Acclaimed","1993","Saxony-Anhalt","Male","51","0.272101700555433","0.206538153967064","0.337665247143802"
"Acclaimed","1993","Saxony-Anhalt","Female","68","0.530932714726003","0.446437326208404","0.615428103243602"
"Acclaimed","1993","Thuringia","Male","44","0.262089734035246","0.194369669236317","0.329809798834175"
"Acclaimed","1993","Thuringia","Female","48","0.436932675097617","0.347815372038158","0.526049978157076"
"Partly, partly","1993","Schleswig-Holstein","Male","12","","",""
"Partly, partly","1993","Schleswig-Holstein","Female","8","","",""
"Partly, partly","1993","Hamburg","Male","14","","",""
"Partly, partly","1993","Hamburg","Female","5","","",""
"Partly, partly","1993","Lower Saxony","Male","39","0.133269917733671","0.0910559263270182","0.175483909140323"
"Partly, partly","1993","Lower Saxony","Female","24","","",""
"Partly, partly","1993","Bremen","Male","3","","",""
"Partly, partly","1993","Bremen","Female","2","","",""
"Partly, partly","1993","North Rhine-Westphalia","Male","81","0.138319435645018","0.110002595461631","0.166636275828406"
"Partly, partly","1993","North Rhine-Westphalia","Female","48","0.111621997944785","0.0784892735820659","0.144754722307505"
"Partly, partly","1993","Hesse","Male","47","0.223672251006208","0.167042450373916","0.2803020516385"
"Partly, partly","1993","Hesse","Female","18","","",""
"Partly, partly","1993","Rhineland-Palatinate,Saarland","Male","26","","",""
"Partly, partly","1993","Rhineland-Palatinate,Saarland","Female","9","","",""
"Partly, partly","1993","Baden-Württemberg","Male","86","0.203810532474807","0.166715093399822","0.240905971549792"
"Partly, partly","1993","Baden-Württemberg","Female","54","0.199582325609239","0.153341400187114","0.245823251031365"
"Partly, partly","1993","Bavaria","Male","89","0.19805058574563","0.159981837576745","0.236119333914515"
"Partly, partly","1993","Bavaria","Female","33","0.124808712297405","0.0841638948983453","0.165453529696465"
"Partly, partly","1993","Berlin","Male","27","","",""
"Partly, partly","1993","Berlin","Female","11","","",""
"Partly, partly","1993","Brandenburg","Male","33","0.188603269575318","0.125578906028134","0.251627633122501"
"Partly, partly","1993","Brandenburg","Female","14","","",""
"Partly, partly","1993","Mecklenburg-Western Pomerania","Male","18","","",""
"Partly, partly","1993","Mecklenburg-Western Pomerania","Female","9","","",""
"Partly, partly","1993","Saxony","Male","58","0.207482656466465","0.158934137979334","0.256031174953595"
"Partly, partly","1993","Saxony","Female","32","0.175254806138897","0.125016890108142","0.225492722169652"
"Partly, partly","1993","Saxony-Anhalt","Male","31","0.201796816318495","0.142671246290499","0.260922386346492"
"Partly, partly","1993","Saxony-Anhalt","Female","17","","",""
"Partly, partly","1993","Thuringia","Male","34","0.210502544036324","0.147726401507031","0.273278686565618"
"Partly, partly","1993","Thuringia","Female","20","","",""
"Paid","1993","Schleswig-Holstein","Male","24","","",""
"Paid","1993","Schleswig-Holstein","Female","12","","",""
"Paid","1993","Hamburg","Male","9","","",""
"Paid","1993","Hamburg","Female","3","","",""
"Paid","1993","Lower Saxony","Male","101","0.399628986977159","0.338789328662496","0.460468645291823"
"Paid","1993","Lower Saxony","Female","36","0.193677651457033","0.129794912620624","0.257560390293441"
"Paid","1993","Bremen","Male","10","","",""
"Paid","1993","Bremen","Female","1","","",""
"Paid","1993","North Rhine-Westphalia","Male","291","0.452883701184239","0.412055221470758","0.493712180897721"
"Paid","1993","North Rhine-Westphalia","Female","113","0.312238357500396","0.263480405449588","0.360996309551204"
"Paid","1993","Hesse","Male","75","0.278797119760016","0.217858966157785","0.339735273362247"
"Paid","1993","Hesse","Female","27","","",""
"Paid","1993","Rhineland-Palatinate,Saarland","Male","78","0.514065414526525","0.433269849602908","0.594860979450141"
"Paid","1993","Rhineland-Palatinate,Saarland","Female","27","","",""
"Paid","1993","Baden-Württemberg","Male","222","0.423833867633822","0.378327656039694","0.469340079227951"
"Paid","1993","Baden-Württemberg","Female","76","0.222124910225325","0.174034253553081","0.270215566897568"
"Paid","1993","Bavaria","Male","122","0.252168656658285","0.210687159055796","0.293650154260775"
"Paid","1993","Bavaria","Female","70","0.275072434108988","0.220156032147661","0.329988836070314"
"Paid","1993","Berlin","Male","50","0.328590305653764","0.252138936607297","0.405041674700231"
"Paid","1993","Berlin","Female","19","","",""
"Paid","1993","Brandenburg","Male","44","0.308593279205158","0.234175404407912","0.383011154002404"
"Paid","1993","Brandenburg","Female","15","","",""
"Paid","1993","Mecklenburg-Western Pomerania","Male","42","0.441162389806213","0.340787237346638","0.541537542265789"
"Paid","1993","Mecklenburg-Western Pomerania","Female","11","","",""
"Paid","1993","Saxony","Male","78","0.293572281822904","0.23905024347292","0.348094320172887"
"Paid","1993","Saxony","Female","34","0.13233822158181","0.0875612589117748","0.177115184251846"
"Paid","1993","Saxony-Anhalt","Male","66","0.377458776071895","0.306045282553065","0.448872269590725"
"Paid","1993","Saxony-Anhalt","Female","25","","",""
"Paid","1993","Thuringia","Male","58","0.385245115247944","0.310305726179527","0.46018450431636"
"Paid","1993","Thuringia","Female","27","","",""
"Not paid","1993","Schleswig-Holstein","Male","10","","",""
"Not paid","1993","Schleswig-Holstein","Female","6","","",""
"Not paid","1993","Hamburg","Male","2","","",""
"Not paid","1993","Hamburg","Female","2","","",""
"Not paid","1993","Lower Saxony","Male","35","0.150745493995386","0.106303911300082","0.195187076690689"
"Not paid","1993","Lower Saxony","Female","12","","",""
"Not paid","1993","Bremen","Male","","","",""
"Not paid","1993","Bremen","Female","2","","",""
"Not paid","1993","North Rhine-Westphalia","Male","95","0.199338816029407","0.166570783858736","0.232106848200077"
"Not paid","1993","North Rhine-Westphalia","Female","49","0.155843082587063","0.117680416232759","0.194005748941368"
"Not paid","1993","Hesse","Male","35","0.214172683432964","0.158420481651367","0.26992488521456"
"Not paid","1993","Hesse","Female","13","","",""
"Not paid","1993","Rhineland-Palatinate,Saarland","Male","16","","",""
"Not paid","1993","Rhineland-Palatinate,Saarland","Female","18","","",""
"Not paid","1993","Baden-Württemberg","Male","42","0.128566824089946","0.0977434275953886","0.159390220584504"
"Not paid","1993","Baden-Württemberg","Female","43","0.177383512310121","0.133189597666858","0.221577426953384"
"Not paid","1993","Bavaria","Male","77","0.221349595149585","0.181692795248078","0.261006395051091"
"Not paid","1993","Bavaria","Female","31","0.123606605186829","0.0831302293348718","0.164082981038786"
"Not paid","1993","Berlin","Male","27","","",""
"Not paid","1993","Berlin","Female","15","","",""
"Not paid","1993","Brandenburg","Male","29","","",""
"Not paid","1993","Brandenburg","Female","26","","",""
"Not paid","1993","Mecklenburg-Western Pomerania","Male","13","","",""
"Not paid","1993","Mecklenburg-Western Pomerania","Female","10","","",""
"Not paid","1993","Saxony","Male","59","0.240781591601441","0.189592703128913","0.291970480073968"
"Not paid","1993","Saxony","Female","34","0.140711692537461","0.0947631970955253","0.186660187979397"
"Not paid","1993","Saxony-Anhalt","Male","29","","",""
"Not paid","1993","Saxony-Anhalt","Female","24","","",""
"Not paid","1993","Thuringia","Male","26","","",""
"Not paid","1993","Thuringia","Female","24","","",""
"Acclaimed","1994","Schleswig-Holstein","Male","19","","",""
"Acclaimed","1994","Schleswig-Holstein","Female","26","","",""
"Acclaimed","1994","Hamburg","Male","15","","",""
"Acclaimed","1994","Hamburg","Female","17","","",""
"Acclaimed","1994","Lower Saxony","Male","59","0.280366535004136","0.223773997058433","0.336959072949838"
"Acclaimed","1994","Lower Saxony","Female","85","0.509144356385656","0.433995739504572","0.58429297326674"
"Acclaimed","1994","Bremen","Male","3","","",""
"Acclaimed","1994","Bremen","Female","6","","",""
"Acclaimed","1994","North Rhine-Westphalia","Male","132","0.24145653897585","0.206952965969873","0.275960111981826"
"Acclaimed","1994","North Rhine-Westphalia","Female","160","0.480433720544296","0.428461516602829","0.532405924485763"
"Acclaimed","1994","Hesse","Male","59","0.341385148899264","0.275504233544697","0.407266064253831"
"Acclaimed","1994","Hesse","Female","77","0.593471803122564","0.51239737080989","0.674546235435238"
"Acclaimed","1994","Rhineland-Palatinate,Saarland","Male","35","0.257425663944878","0.187457842764573","0.327393485125183"
"Acclaimed","1994","Rhineland-Palatinate,Saarland","Female","39","0.426808793314924","0.323467666247502","0.530149920382345"
"Acclaimed","1994","Baden-Württemberg","Male","116","0.286383546381539","0.242731365930816","0.330035726832262"
"Acclaimed","1994","Baden-Württemberg","Female","117","0.453214683363245","0.391630152426159","0.514799214300331"
"Acclaimed","1994","Bavaria","Male","147","0.373999375323548","0.326462637342965","0.42153611330413"
"Acclaimed","1994","Bavaria","Female","128","0.490791797355894","0.429791130691146","0.551792464020642"
"Acclaimed","1994","Berlin","Male","42","0.321485101526215","0.240889126131266","0.402081076921163"
"Acclaimed","1994","Berlin","Female","62","0.541501976515025","0.448807179314635","0.634196773715416"
"Acclaimed","1994","Brandenburg","Male","42","0.245781095391484","0.176649289562759","0.314912901220209"
"Acclaimed","1994","Brandenburg","Female","55","0.456086432272302","0.363430095893914","0.548742768650689"
"Acclaimed","1994","Mecklenburg-Western Pomerania","Male","28","","",""
"Acclaimed","1994","Mecklenburg-Western Pomerania","Female","43","0.552896615997638","0.443258771213796","0.662534460781481"
"Acclaimed","1994","Saxony","Male","76","0.256985933277551","0.204374716285138","0.309597150269963"
"Acclaimed","1994","Saxony","Female","110","0.52309441279597","0.456018817582389","0.590170008009551"
"Acclaimed","1994","Saxony-Anhalt","Male","49","0.293808652198156","0.225735266033675","0.361882038362637"
"Acclaimed","1994","Saxony-Anhalt","Female","70","0.504455597206894","0.421037302407363","0.587873892006424"
"Acclaimed","1994","Thuringia","Male","51","0.293030003560064","0.222941446292837","0.363118560827291"
"Acclaimed","1994","Thuringia","Female","59","0.557812927772509","0.467042061714068","0.64858379383095"
"Partly, partly","1994","Schleswig-Holstein","Male","13","","",""
"Partly, partly","1994","Schleswig-Holstein","Female","7","","",""
"Partly, partly","1994","Hamburg","Male","6","","",""
"Partly, partly","1994","Hamburg","Female","6","","",""
"Partly, partly","1994","Lower Saxony","Male","51","0.221556006304325","0.169232618206151","0.2738793944025"
"Partly, partly","1994","Lower Saxony","Female","27","","",""
"Partly, partly","1994","Bremen","Male","3","","",""
"Partly, partly","1994","Bremen","Female","1","","",""
"Partly, partly","1994","North Rhine-Westphalia","Male","84","0.14262628678146","0.114433421217152","0.170819152345767"
"Partly, partly","1994","North Rhine-Westphalia","Female","35","0.0842620438212596","0.0553661909907637","0.113157896651756"
"Partly, partly","1994","Hesse","Male","44","0.213172784098919","0.156270838226475","0.270074729971363"
"Partly, partly","1994","Hesse","Female","27","","",""
"Partly, partly","1994","Rhineland-Palatinate,Saarland","Male","36","0.240385930377561","0.17200209041135","0.308769770343772"
"Partly, partly","1994","Rhineland-Palatinate,Saarland","Female","16","","",""
"Partly, partly","1994","Baden-Württemberg","Male","87","0.209479153814257","0.170185125669263","0.248773181959251"
"Partly, partly","1994","Baden-Württemberg","Female","42","0.20930007612712","0.158972991635849","0.25962716061839"
"Partly, partly","1994","Bavaria","Male","73","0.169851969196844","0.13296103788395","0.206742900509739"
"Partly, partly","1994","Bavaria","Female","36","0.147232054087476","0.103995123318506","0.190468984856446"
"Partly, partly","1994","Berlin","Male","24","","",""
"Partly, partly","1994","Berlin","Female","16","","",""
"Partly, partly","1994","Brandenburg","Male","39","0.26894411962485","0.197747189070719","0.340141050178981"
"Partly, partly","1994","Brandenburg","Female","16","","",""
"Partly, partly","1994","Mecklenburg-Western Pomerania","Male","19","","",""
"Partly, partly","1994","Mecklenburg-Western Pomerania","Female","16","","",""
"Partly, partly","1994","Saxony","Male","62","0.225952157679352","0.175600090769331","0.276304224589373"
"Partly, partly","1994","Saxony","Female","34","0.155218411438299","0.106588651399442","0.203848171477156"
"Partly, partly","1994","Saxony-Anhalt","Male","32","0.180882435792699","0.123357626751257","0.238407244834141"
"Partly, partly","1994","Saxony-Anhalt","Female","16","","",""
"Partly, partly","1994","Thuringia","Male","30","0.19370477221774","0.132848157710987","0.254561386724493"
"Partly, partly","1994","Thuringia","Female","8","","",""
"Paid","1994","Schleswig-Holstein","Male","25","","",""
"Paid","1994","Schleswig-Holstein","Female","13","","",""
"Paid","1994","Hamburg","Male","6","","",""
"Paid","1994","Hamburg","Female","3","","",""
"Paid","1994","Lower Saxony","Male","98","0.369652573619945","0.308835255201498","0.430469892038391"
"Paid","1994","Lower Saxony","Female","47","0.265950987901043","0.19953280901664","0.332369166785446"
"Paid","1994","Bremen","Male","5","","",""
"Paid","1994","Bremen","Female","1","","",""
"Paid","1994","North Rhine-Westphalia","Male","269","0.404027477461688","0.364465961952177","0.443588992971199"
"Paid","1994","North Rhine-Westphalia","Female","105","0.270134008602399","0.22394431194948","0.316323705255318"
"Paid","1994","Hesse","Male","62","0.25720198133906","0.196473268526725","0.317930694151395"
"Paid","1994","Hesse","Female","23","","",""
"Paid","1994","Rhineland-Palatinate,Saarland","Male","62","0.380437518579844","0.302743660687914","0.458131376471775"
"Paid","1994","Rhineland-Palatinate,Saarland","Female","21","","",""
"Paid","1994","Baden-Württemberg","Male","170","0.36222788623363","0.315816644641629","0.408639127825632"
"Paid","1994","Baden-Württemberg","Female","64","0.203504886304273","0.153697906369718","0.253311866238827"
"Paid","1994","Bavaria","Male","120","0.267298111557961","0.223820251967728","0.310775971148195"
"Paid","1994","Bavaria","Female","67","0.245656418391304","0.193128898535711","0.298183938246897"
"Paid","1994","Berlin","Male","45","0.291425515344746","0.213008595918675","0.369842434770816"
"Paid","1994","Berlin","Female","19","","",""
"Paid","1994","Brandenburg","Male","42","0.27190550049395","0.200462805559948","0.343348195427952"
"Paid","1994","Brandenburg","Female","18","","",""
"Paid","1994","Mecklenburg-Western Pomerania","Male","35","0.382080298047242","0.289141557099864","0.475019038994619"
"Paid","1994","Mecklenburg-Western Pomerania","Female","7","","",""
"Paid","1994","Saxony","Male","77","0.311511960746139","0.255753507580301","0.367270413911977"
"Paid","1994","Saxony","Female","26","","",""
"Paid","1994","Saxony-Anhalt","Male","57","0.341006611438872","0.270162167490908","0.411851055386837"
"Paid","1994","Saxony-Anhalt","Female","18","","",""
"Paid","1994","Thuringia","Male","49","0.322601231701751","0.250615604050186","0.394586859353316"
"Paid","1994","Thuringia","Female","19","","",""
"Not paid","1994","Schleswig-Holstein","Male","9","","",""
"Not paid","1994","Schleswig-Holstein","Female","6","","",""
"Not paid","1994","Hamburg","Male","3","","",""
"Not paid","1994","Hamburg","Female","3","","",""
"Not paid","1994","Lower Saxony","Male","34","0.128424885071594","0.0862729601696723","0.170576809973516"
"Not paid","1994","Lower Saxony","Female","11","","",""
"Not paid","1994","Bremen","Male","3","","",""
"Not paid","1994","Bremen","Female","","","",""
"Not paid","1994","North Rhine-Westphalia","Male","106","0.211889696781003","0.178943690800391","0.244835702761615"
"Not paid","1994","North Rhine-Westphalia","Female","55","0.165170227032046","0.126542534849252","0.20379791921484"
"Not paid","1994","Hesse","Male","34","0.188240085662757","0.133928634187037","0.242551537138478"
"Not paid","1994","Hesse","Female","14","","",""
"Not paid","1994","Rhineland-Palatinate,Saarland","Male","17","","",""
"Not paid","1994","Rhineland-Palatinate,Saarland","Female","12","","",""
"Not paid","1994","Baden-Württemberg","Male","39","0.141909413570574","0.108213933017985","0.175604894123163"
"Not paid","1994","Baden-Württemberg","Female","28","","",""
"Not paid","1994","Bavaria","Male","58","0.188850543921647","0.150398793423969","0.227302294419325"
"Not paid","1994","Bavaria","Female","27","","",""
"Not paid","1994","Berlin","Male","18","","",""
"Not paid","1994","Berlin","Female","14","","",""
"Not paid","1994","Brandenburg","Male","26","","",""
"Not paid","1994","Brandenburg","Female","22","","",""
"Not paid","1994","Mecklenburg-Western Pomerania","Male","23","","",""
"Not paid","1994","Mecklenburg-Western Pomerania","Female","13","","",""
"Not paid","1994","Saxony","Male","50","0.205549948296958","0.156896106482188","0.254203790111727"
"Not paid","1994","Saxony","Female","43","0.207970501772074","0.153466318348787","0.26247468519536"
"Not paid","1994","Saxony-Anhalt","Male","34","0.184302300570273","0.126357581122598","0.242247020017948"
"Not paid","1994","Saxony-Anhalt","Female","34","0.211546295680485","0.143406730284028","0.279685861076943"
"Not paid","1994","Thuringia","Male","32","0.190663992520445","0.13017318856613","0.251154796474759"
"Not paid","1994","Thuringia","Female","29","","",""
"Acclaimed","1995","Schleswig-Holstein","Male","18","","",""
"Acclaimed","1995","Schleswig-Holstein","Female","25","","",""
"Acclaimed","1995","Hamburg","Male","15","","",""
"Acclaimed","1995","Hamburg","Female","17","","",""
"Acclaimed","1995","Lower Saxony","Male","73","0.303389586313198","0.248349892387676","0.358429280238719"
"Acclaimed","1995","Lower Saxony","Female","96","0.543997928712716","0.470415555998237","0.617580301427196"
"Acclaimed","1995","Bremen","Male","1","","",""
"Acclaimed","1995","Bremen","Female","6","","",""
"Acclaimed","1995","North Rhine-Westphalia","Male","143","0.241926909668273","0.208696524061676","0.27515729527487"
"Acclaimed","1995","North Rhine-Westphalia","Female","179","0.46348531169046","0.415216683242036","0.511753940138885"
"Acclaimed","1995","Hesse","Male","67","0.322931995977316","0.262103532500638","0.383760459453994"
"Acclaimed","1995","Hesse","Female","84","0.640728317731228","0.561252953629321","0.720203681833135"
"Acclaimed","1995","Rhineland-Palatinate,Saarland","Male","34","0.223807342700525","0.159625450880054","0.287989234520995"
"Acclaimed","1995","Rhineland-Palatinate,Saarland","Female","45","0.513347815747028","0.41538454228229","0.611311089211766"
"Acclaimed","1995","Baden-Württemberg","Male","112","0.270557926470457","0.229142466225694","0.31197338671522"
"Acclaimed","1995","Baden-Württemberg","Female","124","0.413035348434288","0.356848241947146","0.469222454921431"
"Acclaimed","1995","Bavaria","Male","136","0.334067006898823","0.289895410545925","0.378238603251721"
"Acclaimed","1995","Bavaria","Female","146","0.499610830611843","0.440515710881829","0.558705950341857"
"Acclaimed","1995","Berlin","Male","45","0.348523221576455","0.265974864114474","0.431071579038436"
"Acclaimed","1995","Berlin","Female","64","0.567498604020125","0.475746668347416","0.659250539692833"
"Acclaimed","1995","Brandenburg","Male","40","0.257993644877189","0.18525771297433","0.330729576780048"
"Acclaimed","1995","Brandenburg","Female","58","0.525632232124793","0.432738763002012","0.618525701247573"
"Acclaimed","1995","Mecklenburg-Western Pomerania","Male","29","","",""
"Acclaimed","1995","Mecklenburg-Western Pomerania","Female","49","0.631295026681791","0.526229252880494","0.736360800483089"
"Acclaimed","1995","Saxony","Male","88","0.28643357148731","0.233000405450085","0.339866737524536"
"Acclaimed","1995","Saxony","Female","119","0.540032434224761","0.474023980378462","0.606040888071059"
"Acclaimed","1995","Saxony-Anhalt","Male","47","0.274490837369513","0.206399557759838","0.342582116979188"
"Acclaimed","1995","Saxony-Anhalt","Female","69","0.513910165376398","0.428967840364477","0.59885249038832"
"Acclaimed","1995","Thuringia","Male","55","0.325101840149056","0.254271017471967","0.395932662826145"
"Acclaimed","1995","Thuringia","Female","66","0.520421652953697","0.432842539088835","0.608000766818559"
"Partly, partly","1995","Schleswig-Holstein","Male","16","","",""
"Partly, partly","1995","Schleswig-Holstein","Female","8","","",""
"Partly, partly","1995","Hamburg","Male","6","","",""
"Partly, partly","1995","Hamburg","Female","2","","",""
"Partly, partly","1995","Lower Saxony","Male","45","0.17565612686655","0.130097927320281","0.221214326412819"
"Partly, partly","1995","Lower Saxony","Female","23","","",""
"Partly, partly","1995","Bremen","Male","5","","",""
"Partly, partly","1995","Bremen","Female","1","","",""
"Partly, partly","1995","North Rhine-Westphalia","Male","96","0.150747085042291","0.122983168114074","0.178511001970509"
"Partly, partly","1995","North Rhine-Westphalia","Female","54","0.103457586019359","0.0739779068234608","0.132937265215257"
"Partly, partly","1995","Hesse","Male","49","0.254341191117837","0.197689407299192","0.310992974936482"
"Partly, partly","1995","Hesse","Female","26","","",""
"Partly, partly","1995","Rhineland-Palatinate,Saarland","Male","28","","",""
"Partly, partly","1995","Rhineland-Palatinate,Saarland","Female","15","","",""
"Partly, partly","1995","Baden-Württemberg","Male","93","0.222796688181769","0.184003216848677","0.261590159514862"
"Partly, partly","1995","Baden-Württemberg","Female","54","0.186011900904088","0.141608475287443","0.230415326520734"
"Partly, partly","1995","Bavaria","Male","92","0.202689303346599","0.16504144757485","0.240337159118349"
"Partly, partly","1995","Bavaria","Female","37","0.126023771080817","0.0867992373347378","0.165248304826896"
"Partly, partly","1995","Berlin","Male","25","","",""
"Partly, partly","1995","Berlin","Female","25","","",""
"Partly, partly","1995","Brandenburg","Male","34","0.257816502071558","0.185096866514648","0.330536137628467"
"Partly, partly","1995","Brandenburg","Female","21","","",""
"Partly, partly","1995","Mecklenburg-Western Pomerania","Male","23","","",""
"Partly, partly","1995","Mecklenburg-Western Pomerania","Female","14","","",""
"Partly, partly","1995","Saxony","Male","62","0.199925252846914","0.152655769822567","0.24719473587126"
"Partly, partly","1995","Saxony","Female","31","0.136123400513998","0.0907064172670161","0.181540383760979"
"Partly, partly","1995","Saxony-Anhalt","Male","41","0.272947448250368","0.204975684434948","0.340919212065788"
"Partly, partly","1995","Saxony-Anhalt","Female","24","","",""
"Partly, partly","1995","Thuringia","Male","33","0.201145140359467","0.14052985372727","0.261760426991665"
"Partly, partly","1995","Thuringia","Female","11","","",""
"Paid","1995","Schleswig-Holstein","Male","26","","",""
"Paid","1995","Schleswig-Holstein","Female","8","","",""
"Paid","1995","Hamburg","Male","9","","",""
"Paid","1995","Hamburg","Female","2","","",""
"Paid","1995","Lower Saxony","Male","109","0.371201303461464","0.313359575753992","0.429043031168937"
"Paid","1995","Lower Saxony","Female","41","0.212106363421718","0.151711166370028","0.272501560473408"
"Paid","1995","Bremen","Male","10","","",""
"Paid","1995","Bremen","Female","1","","",""
"Paid","1995","North Rhine-Westphalia","Male","291","0.395583127207317","0.357640716468234","0.4335255379464"
"Paid","1995","North Rhine-Westphalia","Female","118","0.266693836774989","0.223887770464531","0.309499903085446"
"Paid","1995","Hesse","Male","77","0.259442695726946","0.202421644258031","0.31646374719586"
"Paid","1995","Hesse","Female","17","","",""
"Paid","1995","Rhineland-Palatinate,Saarland","Male","82","0.483464464601724","0.40651192357555","0.560417005627897"
"Paid","1995","Rhineland-Palatinate,Saarland","Female","27","","",""
"Paid","1995","Baden-Württemberg","Male","185","0.334213819368796","0.290237736094134","0.378189902643459"
"Paid","1995","Baden-Württemberg","Female","77","0.20899945697429","0.162601586014994","0.255397327933585"
"Paid","1995","Bavaria","Male","139","0.281805098015142","0.239673627505799","0.323936568524485"
"Paid","1995","Bavaria","Female","61","0.235992256970751","0.185806613030555","0.286177900910946"
"Paid","1995","Berlin","Male","40","0.269344719685023","0.192492997742556","0.34619644162749"
"Paid","1995","Berlin","Female","13","","",""
"Paid","1995","Brandenburg","Male","44","0.306118294280016","0.229500781057066","0.382735807502966"
"Paid","1995","Brandenburg","Female","15","","",""
"Paid","1995","Mecklenburg-Western Pomerania","Male","35","0.341342070937656","0.253133360433342","0.42955078144197"
"Paid","1995","Mecklenburg-Western Pomerania","Female","9","","",""
"Paid","1995","Saxony","Male","77","0.303812290197783","0.249456277747551","0.358168302648014"
"Paid","1995","Saxony","Female","29","","",""
"Paid","1995","Saxony-Anhalt","Male","49","0.305657307342841","0.235364571770583","0.375950042915098"
"Paid","1995","Saxony-Anhalt","Female","18","","",""
"Paid","1995","Thuringia","Male","53","0.329425035570355","0.258353545883111","0.400496525257598"
"Paid","1995","Thuringia","Female","18","","",""
"Not paid","1995","Schleswig-Holstein","Male","13","","",""
"Not paid","1995","Schleswig-Holstein","Female","7","","",""
"Not paid","1995","Hamburg","Male","3","","",""
"Not paid","1995","Hamburg","Female","2","","",""
"Not paid","1995","Lower Saxony","Male","41","0.149752983358788","0.107032024283982","0.192473942433594"
"Not paid","1995","Lower Saxony","Female","16","","",""
"Not paid","1995","Bremen","Male","3","","",""
"Not paid","1995","Bremen","Female","1","","",""
"Not paid","1995","North Rhine-Westphalia","Male","108","0.211742878082118","0.180041648361324","0.243444107802913"
"Not paid","1995","North Rhine-Westphalia","Female","59","0.166363265515192","0.130315918882892","0.202410612147492"
"Not paid","1995","Hesse","Male","34","0.163284117177901","0.115200609681539","0.211367624674264"
"Not paid","1995","Hesse","Female","13","","",""
"Not paid","1995","Rhineland-Palatinate,Saarland","Male","18","","",""
"Not paid","1995","Rhineland-Palatinate,Saarland","Female","13","","",""
"Not paid","1995","Baden-Württemberg","Male","52","0.172431565978978","0.137214975993658","0.207648155964298"
"Not paid","1995","Baden-Württemberg","Female","40","0.191953293687334","0.147011220829078","0.236895366545589"
"Not paid","1995","Bavaria","Male","71","0.181438591739436","0.145347376816171","0.217529806662701"
"Not paid","1995","Bavaria","Female","31","0.138373141336589","0.0975630789706344","0.179183203702544"
"Not paid","1995","Berlin","Male","18","","",""
"Not paid","1995","Berlin","Female","10","","",""
