"plb0195_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Paid","1984","35-65 y.","higher vocational","56","0.240638479496049","0.184658734948977","0.296618224043121","3"
"Paid","1984","35-65 y.","vocational + Abi","19","","","","3"
"Paid","1984","16-34 y.","inadequately","50","0.616787082416987","0.502896772209907","0.730677392624067","3"
"Paid","1984","16-34 y.","general elemantary","189","0.419715235735071","0.369155418011314","0.470275053458827","3"
"Paid","1984","16-34 y.","higher vocational","25","","","","3"
"Paid","1984","16-34 y.","vocational + Abi","29","","","","3"
"Paid","1984","16-34 y.","higher education","40","0.276205026754839","0.202404050789748","0.35000600271993","3"
"Paid","1984","16-34 y.","in school","","","","","3"
"Paid","1984","35-65 y.","middle vocational","583","0.389482482473243","0.363422148420603","0.415542816525882","3"
"Paid","1984","35-65 y.","in school","","","","","3"
"Paid","1984","35-65 y.","inadequately","164","0.862992519346683","0.814730394237965","0.9112546444554","3"
"Paid","1984","35-65 y.","general elemantary","260","0.485191366117381","0.438963445004147","0.531419287230614","3"
"Paid","1984","66 and older","higher vocational","1","","","","3"
"Paid","1984","66 and older","higher education","","","","","3"
"Paid","1984","66 and older","in school","","","","","3"
"Paid","1984","66 and older","inadequately","","","","","3"
"Paid","1984","66 and older","general elemantary","1","","","","3"
"Paid","1984","66 and older","middle vocational","2","","","","3"
"Paid","1984","66 and older","vocational + Abi","","","","","3"
"Partly, partly","1984","66 and older","higher vocational","","","","","2"
"Partly, partly","1984","16-34 y.","general elemantary","37","0.125391132984249","0.0914639423088746","0.159318323659624","2"
"Partly, partly","1984","16-34 y.","middle vocational","125","0.129749441457733","0.108922619957157","0.150576262958308","2"
"Partly, partly","1984","16-34 y.","higher education","20","","","","2"
"Partly, partly","1984","66 and older","higher education","","","","","2"
"Partly, partly","1984","16-34 y.","vocational + Abi","10","","","","2"
"Partly, partly","1984","16-34 y.","inadequately","6","","","","2"
"Partly, partly","1984","16-34 y.","higher vocational","23","","","","2"
"Partly, partly","1984","35-65 y.","higher vocational","29","","","","2"
"Partly, partly","1984","66 and older","in school","","","","","2"
"Partly, partly","1984","66 and older","inadequately","","","","","2"
"Partly, partly","1984","66 and older","general elemantary","","","","","2"
"Partly, partly","1984","66 and older","middle vocational","","","","","2"
"Partly, partly","1984","66 and older","vocational + Abi","","","","","2"
"Partly, partly","1984","35-65 y.","middle vocational","132","0.10031855725362","0.0842631262348123","0.116373988272428","2"
"Partly, partly","1984","35-65 y.","vocational + Abi","3","","","","2"
"Partly, partly","1984","35-65 y.","higher education","40","0.128514187631651","0.0897285645442457","0.167299810719057","2"
"Partly, partly","1984","16-34 y.","in school","","","","","2"
"Partly, partly","1984","35-65 y.","in school","","","","","2"
"Partly, partly","1984","35-65 y.","inadequately","13","","","","2"
"Partly, partly","1984","35-65 y.","general elemantary","24","","","","2"
"Acclaimed","1985","16-34 y.","in school","","","","","1"
"Acclaimed","1985","16-34 y.","inadequately","5","","","","1"
"Acclaimed","1985","16-34 y.","general elemantary","71","0.286368802377031","0.23478220909577","0.337955395658292","1"
"Acclaimed","1985","16-34 y.","middle vocational","269","0.328624363569977","0.297376459261719","0.359872267878235","1"
"Acclaimed","1985","16-34 y.","vocational + Abi","18","","","","1"
"Acclaimed","1985","16-34 y.","higher vocational","41","0.409724203171836","0.318237095167478","0.501211311176194","1"
"Acclaimed","1985","16-34 y.","higher education","30","0.226366096246906","0.154976559611311","0.297755632882502","1"
"Acclaimed","1985","35-65 y.","in school","","","","","1"
"Acclaimed","1985","35-65 y.","inadequately","8","","","","1"
"Acclaimed","1985","35-65 y.","general elemantary","76","0.245220017958795","0.201676791734288","0.288763244183303","1"
"Acclaimed","1985","35-65 y.","middle vocational","290","0.267542507843864","0.242045957725077","0.293039057962651","1"
"Acclaimed","1985","35-65 y.","vocational + Abi","4","","","","1"
"Acclaimed","1985","35-65 y.","higher vocational","51","0.269482626093807","0.206886119510247","0.332079132677366","1"
"Acclaimed","1985","35-65 y.","higher education","37","0.147323293383548","0.106029689991769","0.188616896775328","1"
"Acclaimed","1985","66 and older","in school","","","","","1"
"Acclaimed","1985","66 and older","inadequately","","","","","1"
"Acclaimed","1985","66 and older","general elemantary","","","","","1"
"Acclaimed","1985","66 and older","middle vocational","","","","","1"
"Acclaimed","1985","66 and older","vocational + Abi","","","","","1"
"Acclaimed","1985","66 and older","higher vocational","","","","","1"
"Acclaimed","1985","66 and older","higher education","","","","","1"
"Not paid","1985","35-65 y.","higher vocational","74","0.398665191327931","0.329588461816638","0.467741920839225","4"
"Not paid","1985","35-65 y.","higher education","187","0.660007149671584","0.604816680558105","0.715197618785062","4"
"Not paid","1985","35-65 y.","vocational + Abi","14","","","","4"
"Not paid","1985","66 and older","higher education","1","","","","4"
"Not paid","1985","66 and older","higher vocational","3","","","","4"
"Not paid","1985","16-34 y.","general elemantary","38","0.163703121832472","0.121480441271091","0.205925802393852","4"
"Not paid","1985","35-65 y.","middle vocational","286","0.267488107417461","0.241993202870652","0.29298301196427","4"
"Not paid","1985","16-34 y.","inadequately","7","","","","4"
"Not paid","1985","16-34 y.","middle vocational","142","0.167276084115874","0.142447287331352","0.192104880900396","4"
"Not paid","1985","16-34 y.","vocational + Abi","16","","","","4"
"Not paid","1985","16-34 y.","higher vocational","31","0.273846123840715","0.190888896054771","0.356803351626658","4"
"Not paid","1985","16-34 y.","higher education","55","0.444087341749818","0.359325847525369","0.528848835974268","4"
"Not paid","1985","35-65 y.","in school","","","","","4"
"Not paid","1985","35-65 y.","inadequately","5","","","","4"
"Not paid","1985","35-65 y.","general elemantary","51","0.161173274744825","0.123958525111546","0.198388024378104","4"
"Not paid","1985","66 and older","in school","","","","","4"
"Not paid","1985","66 and older","inadequately","","","","","4"
"Not paid","1985","66 and older","general elemantary","1","","","","4"
"Not paid","1985","66 and older","middle vocational","3","","","","4"
"Not paid","1985","66 and older","vocational + Abi","","","","","4"
"Not paid","1985","16-34 y.","in school","1","","","","4"
"Paid","1985","16-34 y.","middle vocational","345","0.367822418436838","0.335742971550781","0.399901865322894","3"
"Paid","1985","16-34 y.","general elemantary","151","0.416134621831316","0.359886196396631","0.472383047266002","3"
"Paid","1985","35-65 y.","higher vocational","40","0.190951674787332","0.135499522913883","0.24640382666078","3"
"Paid","1985","16-34 y.","vocational + Abi","24","","","","3"
"Paid","1985","16-34 y.","higher vocational","25","","","","3"
"Paid","1985","35-65 y.","higher education","25","","","","3"
"Paid","1985","16-34 y.","higher education","27","","","","3"
"Paid","1985","16-34 y.","inadequately","34","0.685062317790807","0.553659455429568","0.816465180152046","3"
"Paid","1985","35-65 y.","vocational + Abi","18","","","","3"
"Paid","1985","16-34 y.","in school","","","","","3"
"Paid","1985","35-65 y.","in school","","","","","3"
"Paid","1985","35-65 y.","middle vocational","470","0.365719566219408","0.337979431455631","0.393459700983186","3"
"Paid","1985","35-65 y.","inadequately","100","0.733348676453666","0.654880184938389","0.811817167968943","3"
"Paid","1985","35-65 y.","general elemantary","219","0.50015451795289","0.449548467894143","0.550760568011636","3"
"Paid","1985","66 and older","higher vocational","","","","","3"
"Paid","1985","66 and older","higher education","","","","","3"
"Paid","1985","66 and older","in school","","","","","3"
"Paid","1985","66 and older","inadequately","","","","","3"
"Paid","1985","66 and older","general elemantary","","","","","3"
"Paid","1985","66 and older","middle vocational","1","","","","3"
"Paid","1985","66 and older","vocational + Abi","","","","","3"
"Partly, partly","1985","16-34 y.","general elemantary","35","0.133793453959181","0.0949457597532214","0.172641148165141","2"
"Partly, partly","1985","66 and older","higher vocational","","","","","2"
"Partly, partly","1985","16-34 y.","middle vocational","112","0.136277133877312","0.113453387505517","0.159100880249106","2"
"Partly, partly","1985","16-34 y.","vocational + Abi","3","","","","2"
"Partly, partly","1985","16-34 y.","higher vocational","14","","","","2"
"Partly, partly","1985","16-34 y.","higher education","20","","","","2"
"Partly, partly","1985","66 and older","higher education","","","","","2"
"Partly, partly","1985","16-34 y.","inadequately","2","","","","2"
"Partly, partly","1985","35-65 y.","middle vocational","112","0.0992498185192662","0.0820287200058293","0.116470917032703","2"
"Partly, partly","1985","35-65 y.","vocational + Abi","5","","","","2"
"Partly, partly","1985","35-65 y.","higher vocational","28","","","","2"
"Partly, partly","1985","35-65 y.","higher education","34","0.115117600159088","0.0779325376826658","0.152302662635511","2"
"Partly, partly","1985","66 and older","in school","","","","","2"
"Partly, partly","1985","66 and older","inadequately","","","","","2"
"Partly, partly","1985","66 and older","general elemantary","","","","","2"
"Partly, partly","1985","66 and older","middle vocational","","","","","2"
"Partly, partly","1985","66 and older","vocational + Abi","","","","","2"
"Partly, partly","1985","16-34 y.","in school","","","","","2"
"Partly, partly","1985","35-65 y.","in school","","","","","2"
"Partly, partly","1985","35-65 y.","inadequately","9","","","","2"
"Partly, partly","1985","35-65 y.","general elemantary","29","","","","2"
"Acclaimed","1986","16-34 y.","general elemantary","77","0.27666412652864","0.22787834606568","0.325449906991599","1"
"Acclaimed","1986","16-34 y.","middle vocational","291","0.357891267792792","0.325945018498215","0.38983751708737","1"
"Acclaimed","1986","16-34 y.","vocational + Abi","17","","","","1"
"Acclaimed","1986","16-34 y.","higher vocational","35","0.379934774752317","0.282842274431105","0.477027275073529","1"
"Acclaimed","1986","16-34 y.","higher education","31","0.248865754893853","0.171508897362048","0.326222612425658","1"
"Acclaimed","1986","35-65 y.","in school","","","","","1"
"Acclaimed","1986","35-65 y.","inadequately","16","","","","1"
"Acclaimed","1986","16-34 y.","in school","","","","","1"
"Acclaimed","1986","16-34 y.","inadequately","4","","","","1"
"Acclaimed","1986","35-65 y.","general elemantary","71","0.282180558745935","0.234057900965575","0.330303216526294","1"
"Acclaimed","1986","35-65 y.","middle vocational","314","0.312751945841023","0.285089273137901","0.340414618544144","1"
"Acclaimed","1986","35-65 y.","vocational + Abi","8","","","","1"
"Acclaimed","1986","35-65 y.","higher vocational","50","0.337602734053298","0.263395194028794","0.411810274077801","1"
"Acclaimed","1986","35-65 y.","higher education","46","0.194992980406907","0.144337844805902","0.245648116007912","1"
"Acclaimed","1986","66 and older","in school","","","","","1"
"Acclaimed","1986","66 and older","inadequately","","","","","1"
"Acclaimed","1986","66 and older","general elemantary","","","","","1"
"Acclaimed","1986","66 and older","middle vocational","","","","","1"
"Acclaimed","1986","66 and older","vocational + Abi","","","","","1"
"Acclaimed","1986","66 and older","higher vocational","","","","","1"
"Acclaimed","1986","66 and older","higher education","","","","","1"
"Not paid","1986","35-65 y.","vocational + Abi","12","","","","4"
"Not paid","1986","35-65 y.","higher vocational","48","0.302355953020769","0.230284712051464","0.374427193990073","4"
"Not paid","1986","66 and older","higher education","","","","","4"
"Not paid","1986","16-34 y.","general elemantary","41","0.140930564660424","0.102984778088701","0.178876351232148","4"
"Not paid","1986","16-34 y.","middle vocational","107","0.12104083920063","0.0993043025013958","0.142777375899865","4"
"Not paid","1986","35-65 y.","higher education","146","0.641667139549712","0.580359813060568","0.702974466038855","4"
"Not paid","1986","16-34 y.","inadequately","4","","","","4"
"Not paid","1986","66 and older","higher vocational","","","","","4"
"Not paid","1986","35-65 y.","middle vocational","176","0.180761953868357","0.15780068210829","0.203723225628424","4"
"Not paid","1986","16-34 y.","in school","","","","","4"
"Not paid","1986","16-34 y.","vocational + Abi","14","","","","4"
"Not paid","1986","16-34 y.","higher vocational","21","","","","4"
"Not paid","1986","16-34 y.","higher education","52","0.44555890076958","0.356631061968665","0.534486739570496","4"
"Not paid","1986","35-65 y.","in school","","","","","4"
"Not paid","1986","35-65 y.","inadequately","3","","","","4"
"Not paid","1986","35-65 y.","general elemantary","33","0.111602212646538","0.0779341141545561","0.145270311138519","4"
"Not paid","1986","66 and older","in school","","","","","4"
"Not paid","1986","66 and older","inadequately","","","","","4"
"Not paid","1986","66 and older","general elemantary","1","","","","4"
"Not paid","1986","66 and older","middle vocational","","","","","4"
"Not paid","1986","66 and older","vocational + Abi","","","","","4"
"Paid","1986","16-34 y.","general elemantary","169","0.450509611016147","0.396249720834504","0.50476950119779","3"
"Paid","1986","16-34 y.","middle vocational","343","0.363951281180877","0.331888081874471","0.396014480487283","3"
"Paid","1986","16-34 y.","vocational + Abi","31","0.396810205066322","0.281374022951478","0.512246387181167","3"
"Paid","1986","16-34 y.","higher vocational","23","","","","3"
"Paid","1986","35-65 y.","higher education","21","","","","3"
"Paid","1986","35-65 y.","higher vocational","41","0.257740024717482","0.189103585269104","0.326376464165861","3"
"Paid","1986","16-34 y.","inadequately","33","0.691029433231778","0.556024803583869","0.826034062879686","3"
"Paid","1986","35-65 y.","vocational + Abi","16","","","","3"
"Paid","1986","16-34 y.","higher education","24","","","","3"
"Paid","1986","16-34 y.","in school","2","","","","3"
"Paid","1986","35-65 y.","in school","","","","","3"
"Paid","1986","35-65 y.","middle vocational","472","0.398860748327041","0.36964375228499","0.428077744369091","3"
"Paid","1986","35-65 y.","inadequately","93","0.661832929159073","0.577539203498101","0.746126654820045","3"
"Paid","1986","35-65 y.","general elemantary","209","0.541620440401034","0.488343583333894","0.594897297468174","3"
"Paid","1986","66 and older","higher vocational","","","","","3"
"Paid","1986","66 and older","higher education","","","","","3"
"Paid","1986","66 and older","inadequately","","","","","3"
"Paid","1986","66 and older","general elemantary","1","","","","3"
"Paid","1986","66 and older","middle vocational","1","","","","3"
"Paid","1986","66 and older","vocational + Abi","","","","","3"
"Paid","1986","66 and older","in school","","","","","3"
"Partly, partly","1986","16-34 y.","general elemantary","36","0.131895697794789","0.0949938512052062","0.168797544384371","2"
"Partly, partly","1986","16-34 y.","middle vocational","124","0.1571166118257","0.132865322261622","0.181367901389778","2"
"Partly, partly","1986","16-34 y.","vocational + Abi","7","","","","2"
"Partly, partly","1986","16-34 y.","higher vocational","17","","","","2"
"Partly, partly","1986","16-34 y.","higher education","13","","","","2"
"Partly, partly","1986","16-34 y.","inadequately","4","","","","2"
"Partly, partly","1986","66 and older","higher vocational","","","","","2"
"Partly, partly","1986","66 and older","higher education","","","","","2"
"Partly, partly","1986","16-34 y.","in school","","","","","2"
"Partly, partly","1986","35-65 y.","in school","","","","","2"
"Partly, partly","1986","35-65 y.","inadequately","9","","","","2"
"Partly, partly","1986","35-65 y.","general elemantary","23","","","","2"
"Partly, partly","1986","35-65 y.","middle vocational","117","0.10762535196358","0.0891340166965205","0.12611668723064","2"
"Partly, partly","1986","35-65 y.","vocational + Abi","5","","","","2"
"Partly, partly","1986","35-65 y.","higher vocational","17","","","","2"
"Partly, partly","1986","35-65 y.","higher education","22","","","","2"
"Partly, partly","1986","66 and older","in school","","","","","2"
"Partly, partly","1986","66 and older","inadequately","","","","","2"
"Partly, partly","1986","66 and older","general elemantary","","","","","2"
"Partly, partly","1986","66 and older","middle vocational","","","","","2"
"Partly, partly","1986","66 and older","vocational + Abi","","","","","2"
"Acclaimed","1987","16-34 y.","general elemantary","","","","","1"
"Acclaimed","1987","16-34 y.","middle vocational","","","","","1"
"Acclaimed","1987","16-34 y.","vocational + Abi","","","","","1"
"Acclaimed","1987","16-34 y.","higher vocational","","","","","1"
"Acclaimed","1987","16-34 y.","higher education","","","","","1"
"Acclaimed","1987","35-65 y.","in school","","","","","1"
"Acclaimed","1987","35-65 y.","inadequately","","","","","1"
"Acclaimed","1987","35-65 y.","vocational + Abi","","","","","1"
"Acclaimed","1987","35-65 y.","higher vocational","","","","","1"
"Acclaimed","1987","35-65 y.","higher education","","","","","1"
"Acclaimed","1987","66 and older","in school","","","","","1"
"Acclaimed","1987","66 and older","inadequately","","","","","1"
"Acclaimed","1987","66 and older","general elemantary","","","","","1"
"Acclaimed","1987","66 and older","middle vocational","","","","","1"
"Acclaimed","1987","16-34 y.","in school","","","","","1"
"Acclaimed","1987","16-34 y.","inadequately","","","","","1"
"Acclaimed","1987","35-65 y.","general elemantary","","","","","1"
"Acclaimed","1987","35-65 y.","middle vocational","","","","","1"
"Acclaimed","1987","66 and older","vocational + Abi","","","","","1"
"Acclaimed","1987","66 and older","higher vocational","","","","","1"
"Acclaimed","1987","66 and older","higher education","","","","","1"
"Not paid","1987","66 and older","higher education","","","","","4"
"Not paid","1987","35-65 y.","vocational + Abi","","","","","4"
"Not paid","1987","16-34 y.","general elemantary","","","","","4"
"Not paid","1987","66 and older","higher vocational","","","","","4"
"Not paid","1987","35-65 y.","middle vocational","","","","","4"
"Not paid","1987","35-65 y.","higher vocational","","","","","4"
"Not paid","1987","16-34 y.","inadequately","","","","","4"
"Not paid","1987","16-34 y.","middle vocational","","","","","4"
"Not paid","1987","16-34 y.","in school","","","","","4"
"Not paid","1987","16-34 y.","vocational + Abi","","","","","4"
"Not paid","1987","16-34 y.","higher vocational","","","","","4"
"Not paid","1987","16-34 y.","higher education","","","","","4"
"Not paid","1987","35-65 y.","in school","","","","","4"
"Not paid","1987","35-65 y.","inadequately","","","","","4"
"Not paid","1987","35-65 y.","general elemantary","","","","","4"
"Not paid","1987","35-65 y.","higher education","","","","","4"
"Not paid","1987","66 and older","in school","","","","","4"
"Not paid","1987","66 and older","inadequately","","","","","4"
"Not paid","1987","66 and older","general elemantary","","","","","4"
"Not paid","1987","66 and older","middle vocational","","","","","4"
"Not paid","1987","66 and older","vocational + Abi","","","","","4"
"Paid","1987","35-65 y.","higher education","","","","","3"
"Paid","1987","16-34 y.","general elemantary","","","","","3"
"Paid","1987","35-65 y.","higher vocational","","","","","3"
"Paid","1987","16-34 y.","inadequately","","","","","3"
"Paid","1987","16-34 y.","middle vocational","","","","","3"
"Paid","1987","35-65 y.","vocational + Abi","","","","","3"
"Paid","1987","16-34 y.","vocational + Abi","","","","","3"
"Paid","1987","16-34 y.","higher vocational","","","","","3"
"Paid","1987","35-65 y.","middle vocational","","","","","3"
"Paid","1987","16-34 y.","in school","","","","","3"
"Paid","1987","35-65 y.","in school","","","","","3"
"Paid","1987","35-65 y.","inadequately","","","","","3"
"Paid","1987","35-65 y.","general elemantary","","","","","3"
"Paid","1987","16-34 y.","higher education","","","","","3"
"Paid","1987","66 and older","in school","","","","","3"
"Paid","1987","66 and older","inadequately","","","","","3"
"Paid","1987","66 and older","general elemantary","","","","","3"
"Paid","1987","66 and older","middle vocational","","","","","3"
"Paid","1987","66 and older","vocational + Abi","","","","","3"
"Paid","1987","66 and older","higher vocational","","","","","3"
"Paid","1987","66 and older","higher education","","","","","3"
"Partly, partly","1987","16-34 y.","higher education","","","","","2"
"Partly, partly","1987","16-34 y.","general elemantary","","","","","2"
"Partly, partly","1987","16-34 y.","middle vocational","","","","","2"
"Partly, partly","1987","16-34 y.","inadequately","","","","","2"
"Partly, partly","1987","16-34 y.","vocational + Abi","","","","","2"
"Partly, partly","1987","16-34 y.","higher vocational","","","","","2"
"Partly, partly","1987","16-34 y.","in school","","","","","2"
"Partly, partly","1987","35-65 y.","vocational + Abi","","","","","2"
"Partly, partly","1987","35-65 y.","higher vocational","","","","","2"
"Partly, partly","1987","66 and older","in school","","","","","2"
"Partly, partly","1987","66 and older","inadequately","","","","","2"
"Partly, partly","1987","66 and older","general elemantary","","","","","2"
"Partly, partly","1987","66 and older","middle vocational","","","","","2"
"Partly, partly","1987","66 and older","vocational + Abi","","","","","2"
"Partly, partly","1987","66 and older","higher vocational","","","","","2"
"Partly, partly","1987","66 and older","higher education","","","","","2"
"Partly, partly","1987","35-65 y.","higher education","","","","","2"
"Partly, partly","1987","35-65 y.","in school","","","","","2"
"Partly, partly","1987","35-65 y.","inadequately","","","","","2"
"Partly, partly","1987","35-65 y.","general elemantary","","","","","2"
"Partly, partly","1987","35-65 y.","middle vocational","","","","","2"
"Acclaimed","1988","16-34 y.","general elemantary","101","0.34340269440981","0.292855199263287","0.393950189556333","1"
"Acclaimed","1988","16-34 y.","middle vocational","285","0.353052220907866","0.320713622163975","0.385390819651758","1"
"Acclaimed","1988","16-34 y.","vocational + Abi","22","","","","1"
"Acclaimed","1988","16-34 y.","higher vocational","35","0.479607139359495","0.372129645921876","0.587084632797114","1"
"Acclaimed","1988","16-34 y.","higher education","32","0.237274286258302","0.161475031163326","0.313073541353279","1"
"Acclaimed","1988","35-65 y.","in school","","","","","1"
"Acclaimed","1988","35-65 y.","inadequately","15","","","","1"
"Acclaimed","1988","35-65 y.","vocational + Abi","8","","","","1"
"Acclaimed","1988","35-65 y.","higher vocational","55","0.36291653217378","0.287218640144774","0.438614424202785","1"
"Acclaimed","1988","35-65 y.","higher education","46","0.183699827111785","0.134708208495534","0.232691445728036","1"
"Acclaimed","1988","66 and older","in school","","","","","1"
"Acclaimed","1988","66 and older","inadequately","","","","","1"
"Acclaimed","1988","66 and older","general elemantary","","","","","1"
"Acclaimed","1988","66 and older","middle vocational","1","","","","1"
"Acclaimed","1988","16-34 y.","in school","","","","","1"
"Acclaimed","1988","16-34 y.","inadequately","2","","","","1"
"Acclaimed","1988","35-65 y.","general elemantary","65","0.265655372031297","0.218498780922643","0.312811963139952","1"
"Acclaimed","1988","35-65 y.","middle vocational","337","0.35126103811802","0.322192834457508","0.380329241778532","1"
"Acclaimed","1988","66 and older","vocational + Abi","","","","","1"
"Acclaimed","1988","66 and older","higher vocational","1","","","","1"
"Acclaimed","1988","66 and older","higher education","","","","","1"
"Not paid","1988","35-65 y.","vocational + Abi","8","","","","4"
"Not paid","1988","16-34 y.","inadequately","1","","","","4"
"Not paid","1988","16-34 y.","general elemantary","42","0.166271232771882","0.126637115169266","0.205905350374498","4"
"Not paid","1988","16-34 y.","middle vocational","109","0.133063377017207","0.11008125870459","0.156045495329824","4"
"Not paid","1988","35-65 y.","middle vocational","134","0.145123587035812","0.123675484224334","0.166571689847289","4"
"Not paid","1988","66 and older","higher education","","","","","4"
"Not paid","1988","16-34 y.","vocational + Abi","15","","","","4"
"Not paid","1988","16-34 y.","higher education","46","0.412040140119219","0.32434025836233","0.499740021876108","4"
"Not paid","1988","35-65 y.","higher vocational","39","0.242666297405415","0.175177666836237","0.310154927974594","4"
"Not paid","1988","16-34 y.","higher vocational","17","","","","4"
"Not paid","1988","35-65 y.","higher education","156","0.675927076261129","0.616714526095033","0.735139626427225","4"
"Not paid","1988","66 and older","inadequately","","","","","4"
"Not paid","1988","66 and older","general elemantary","","","","","4"
"Not paid","1988","66 and older","middle vocational","2","","","","4"
"Not paid","1988","66 and older","vocational + Abi","","","","","4"
"Not paid","1988","66 and older","higher vocational","","","","","4"
"Not paid","1988","35-65 y.","in school","","","","","4"
"Not paid","1988","66 and older","in school","","","","","4"
"Not paid","1988","35-65 y.","inadequately","3","","","","4"
"Not paid","1988","35-65 y.","general elemantary","16","","","","4"
"Not paid","1988","16-34 y.","in school","","","","","4"
"Paid","1988","35-65 y.","higher vocational","37","0.233518510912828","0.166915519786647","0.300121502039008","3"
"Paid","1988","35-65 y.","higher education","13","","","","3"
"Paid","1988","16-34 y.","general elemantary","163","0.380639296087647","0.328952825606061","0.432325766569232","3"
"Paid","1988","35-65 y.","vocational + Abi","17","","","","3"
"Paid","1988","16-34 y.","inadequately","40","0.921311055680785","0.840833669219218","1.00178844214235","3"
"Paid","1988","16-34 y.","middle vocational","333","0.376810775179316","0.34402097764606","0.409600572712572","3"
"Paid","1988","16-34 y.","vocational + Abi","20","","","","3"
"Paid","1988","16-34 y.","higher vocational","17","","","","3"
"Paid","1988","35-65 y.","middle vocational","433","0.376343782634133","0.346843021964136","0.405844543304131","3"
"Paid","1988","16-34 y.","in school","1","","","","3"
"Paid","1988","16-34 y.","higher education","26","","","","3"
"Paid","1988","35-65 y.","in school","","","","","3"
"Paid","1988","35-65 y.","inadequately","93","0.762804253451922","0.686698503574715","0.838910003329129","3"
"Paid","1988","35-65 y.","general elemantary","224","0.574922081013763","0.522141774508312","0.627702387519214","3"
"Paid","1988","66 and older","in school","","","","","3"
"Paid","1988","66 and older","inadequately","","","","","3"
"Paid","1988","66 and older","general elemantary","","","","","3"
"Paid","1988","66 and older","middle vocational","","","","","3"
"Paid","1988","66 and older","vocational + Abi","","","","","3"
"Paid","1988","66 and older","higher vocational","","","","","3"
"Paid","1988","66 and older","higher education","","","","","3"
"Partly, partly","1988","16-34 y.","vocational + Abi","14","","","","2"
"Partly, partly","1988","16-34 y.","higher education","17","","","","2"
"Partly, partly","1988","16-34 y.","higher vocational","14","","","","2"
"Partly, partly","1988","16-34 y.","general elemantary","33","0.109686776730662","0.0764210672021258","0.142952486259198","2"
"Partly, partly","1988","16-34 y.","middle vocational","112","0.13707362689561","0.113801775565118","0.160345478226103","2"
"Partly, partly","1988","16-34 y.","inadequately","","","","","2"
