"plb0195_h","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Acclaimed","2010","(3a) lower tertiary education","East Germany","168","0.650879066024196","0.593700855734906","0.708057276313487"
"Acclaimed","2010","(3b) higher tertiary education","West Germany","373","0.356231263001307","0.328444610786075","0.384017915216539"
"Acclaimed","2010","(3b) higher tertiary education","East Germany","133","0.447350798823742","0.393541163216398","0.501160434431085"
"Partly, partly","2010","(0) in school","West Germany","","","",""
"Partly, partly","2010","(0) in school","East Germany","","","",""
"Partly, partly","2010","(1a) inadequately completed","West Germany","12","","",""
"Partly, partly","2010","(1a) inadequately completed","East Germany","1","","",""
"Partly, partly","2010","(1b) general elementary school","West Germany","40","0.113631849898173","0.0746027673716412","0.152660932424705"
"Partly, partly","2010","(1b) general elementary school","East Germany","4","","",""
"Partly, partly","2010","(1c) basic vocational qualification","West Germany","333","0.209936776872661","0.188945486790703","0.230928066954619"
"Partly, partly","2010","(1c) basic vocational qualification","East Germany","34","0.258876048920774","0.180506232736055","0.337245865105494"
"Partly, partly","2010","(2b) intermediate general qualification","West Germany","28","","",""
"Partly, partly","2010","(2b) intermediate general qualification","East Germany","12","","",""
"Partly, partly","2010","(2a) intermediate vocational","West Germany","326","0.179700538587945","0.161804048539772","0.197597028636118"
"Partly, partly","2010","(2a) intermediate vocational","East Germany","220","0.24404034781508","0.216770559505012","0.271310136125148"
"Partly, partly","2010","(2c_gen) general maturity certificate","West Germany","26","","",""
"Partly, partly","2010","(2c_gen) general maturity certificate","East Germany","4","","",""
"Partly, partly","2010","(2c_voc) vocational maturity certificate","West Germany","125","0.183252591979262","0.156642950577868","0.209862233380655"
"Partly, partly","2010","(2c_voc) vocational maturity certificate","East Germany","34","0.21132017074571","0.143935768833727","0.278704572657692"
"Partly, partly","2010","(3a) lower tertiary education","West Germany","93","0.167655182389056","0.138274463218846","0.197035901559266"
"Partly, partly","2010","(3a) lower tertiary education","East Germany","27","","",""
"Partly, partly","2010","(3b) higher tertiary education","West Germany","185","0.16000976806548","0.138737410003289","0.181282126127671"
"Partly, partly","2010","(3b) higher tertiary education","East Germany","45","0.167747457456077","0.127311595278369","0.208183319633785"
"Paid","2010","(0) in school","West Germany","3","","",""
"Paid","2010","(0) in school","East Germany","1","","",""
"Paid","2010","(1a) inadequately completed","West Germany","16","","",""
"Paid","2010","(1a) inadequately completed","East Germany","","","",""
"Paid","2010","(1b) general elementary school","West Germany","78","0.290557053589906","0.234722161425599","0.346391945754214"
"Paid","2010","(1b) general elementary school","East Germany","4","","",""
"Paid","2010","(1c) basic vocational qualification","West Germany","248","0.180858609842665","0.16101992062158","0.20069729906375"
"Paid","2010","(1c) basic vocational qualification","East Germany","33","0.179476599068363","0.11081611366057","0.248137084476156"
"Paid","2010","(2b) intermediate general qualification","West Germany","18","","",""
"Paid","2010","(2b) intermediate general qualification","East Germany","3","","",""
"Paid","2010","(2a) intermediate vocational","West Germany","191","0.102548369104138","0.0884074751572988","0.116689263050977"
"Paid","2010","(2a) intermediate vocational","East Germany","109","0.0889638915334843","0.0708889741108557","0.107038808956113"
"Paid","2010","(2c_gen) general maturity certificate","West Germany","29","","",""
"Paid","2010","(2c_gen) general maturity certificate","East Germany","1","","",""
"Paid","2010","(2c_voc) vocational maturity certificate","West Germany","80","0.057881351123794","0.0418196253489822","0.0739430768986058"
"Paid","2010","(2c_voc) vocational maturity certificate","East Germany","8","","",""
"Paid","2010","(3a) lower tertiary education","West Germany","23","","",""
"Paid","2010","(3a) lower tertiary education","East Germany","12","","",""
"Paid","2010","(3b) higher tertiary education","West Germany","60","0.0531234897863785","0.0401099561568244","0.0661370234159326"
"Paid","2010","(3b) higher tertiary education","East Germany","23","","",""
"Not paid","2010","(0) in school","West Germany","","","",""
"Not paid","2010","(0) in school","East Germany","","","",""
"Not paid","2010","(1a) inadequately completed","West Germany","4","","",""
"Not paid","2010","(1a) inadequately completed","East Germany","2","","",""
"Not paid","2010","(1b) general elementary school","West Germany","29","","",""
"Not paid","2010","(1b) general elementary school","East Germany","","","",""
"Not paid","2010","(1c) basic vocational qualification","West Germany","144","0.100088877835395","0.0846200764146238","0.115557679256167"
"Not paid","2010","(1c) basic vocational qualification","East Germany","7","","",""
"Not paid","2010","(2b) intermediate general qualification","West Germany","13","","",""
"Not paid","2010","(2b) intermediate general qualification","East Germany","8","","",""
"Not paid","2010","(2a) intermediate vocational","West Germany","243","0.162189861711543","0.1450071533824","0.179372570040686"
"Not paid","2010","(2a) intermediate vocational","East Germany","102","0.120971104333313","0.100267591536308","0.141674617130318"
"Not paid","2010","(2c_gen) general maturity certificate","West Germany","33","0.112080049270393","0.0652068571371285","0.158953241403658"
"Not paid","2010","(2c_gen) general maturity certificate","East Germany","5","","",""
"Not paid","2010","(2c_voc) vocational maturity certificate","West Germany","135","0.162508646480622","0.137134088893087","0.187883204068156"
"Not paid","2010","(2c_voc) vocational maturity certificate","East Germany","15","","",""
"Not paid","2010","(3a) lower tertiary education","West Germany","164","0.289114991402744","0.253458609340434","0.324771373465054"
"Not paid","2010","(3a) lower tertiary education","East Germany","60","0.230658204510346","0.180129684574676","0.281186724446015"
"Not paid","2010","(3b) higher tertiary education","West Germany","523","0.430635479146834","0.401904172774951","0.459366785518718"
"Not paid","2010","(3b) higher tertiary education","East Germany","127","0.330229186813047","0.27933337970412","0.381124993921974"
"Acclaimed","2011","(0) in school","West Germany","5","","",""
"Acclaimed","2011","(0) in school","East Germany","","","",""
"Acclaimed","2011","(1a) inadequately completed","West Germany","17","","",""
"Acclaimed","2011","(1a) inadequately completed","East Germany","2","","",""
"Acclaimed","2011","(1b) general elementary school","West Germany","135","0.410023709640895","0.357667281966085","0.462380137315704"
"Acclaimed","2011","(1b) general elementary school","East Germany","9","","",""
"Acclaimed","2011","(1c) basic vocational qualification","West Germany","796","0.484264540415271","0.46028864951434","0.508240431316203"
"Acclaimed","2011","(1c) basic vocational qualification","East Germany","51","0.35898935259779","0.281442740427563","0.436535964768017"
"Acclaimed","2011","(2b) intermediate general qualification","West Germany","89","0.494537293259217","0.42088173238787","0.568192854130564"
"Acclaimed","2011","(2b) intermediate general qualification","East Germany","32","0.594506334619956","0.462321863874931","0.72669080536498"
"Acclaimed","2011","(2a) intermediate vocational","West Germany","1154","0.506762944726258","0.485644771410475","0.52788111804204"
"Acclaimed","2011","(2a) intermediate vocational","East Germany","594","0.539649764245875","0.510301772273629","0.56899775621812"
"Acclaimed","2011","(2c_gen) general maturity certificate","West Germany","99","0.51995196007031","0.451727761756839","0.588176158383781"
"Acclaimed","2011","(2c_gen) general maturity certificate","East Germany","13","","",""
"Acclaimed","2011","(2c_voc) vocational maturity certificate","West Germany","540","0.565071688720434","0.533922102317035","0.596221275123833"
"Acclaimed","2011","(2c_voc) vocational maturity certificate","East Germany","107","0.599811615233176","0.527014672204072","0.672608558262281"
"Acclaimed","2011","(3a) lower tertiary education","West Germany","439","0.511014730103832","0.475775781528396","0.546253678679267"
"Acclaimed","2011","(3a) lower tertiary education","East Germany","188","0.695923277739829","0.642609759437345","0.749236796042314"
"Acclaimed","2011","(3b) higher tertiary education","West Germany","451","0.372028788007286","0.345924410300696","0.398133165713877"
"Acclaimed","2011","(3b) higher tertiary education","East Germany","181","0.466732673796558","0.417963920416697","0.515501427176419"
"Partly, partly","2011","(0) in school","West Germany","1","","",""
"Partly, partly","2011","(0) in school","East Germany","","","",""
"Partly, partly","2011","(1a) inadequately completed","West Germany","14","","",""
"Partly, partly","2011","(1a) inadequately completed","East Germany","","","",""
"Partly, partly","2011","(1b) general elementary school","West Germany","64","0.190504474236836","0.148701415696778","0.232307532776895"
"Partly, partly","2011","(1b) general elementary school","East Germany","4","","",""
"Partly, partly","2011","(1c) basic vocational qualification","West Germany","404","0.232421324571057","0.212157596022273","0.252685053119841"
"Partly, partly","2011","(1c) basic vocational qualification","East Germany","40","0.381282915754349","0.302766737780487","0.459799093728211"
"Partly, partly","2011","(2b) intermediate general qualification","West Germany","38","0.221257300870732","0.160105780803182","0.282408820938282"
"Partly, partly","2011","(2b) intermediate general qualification","East Germany","11","","",""
"Partly, partly","2011","(2a) intermediate vocational","West Germany","444","0.207162065439464","0.190043262091071","0.224280868787856"
"Partly, partly","2011","(2a) intermediate vocational","East Germany","240","0.213631250532127","0.189497560787645","0.237764940276609"
"Partly, partly","2011","(2c_gen) general maturity certificate","West Germany","32","0.183902152620699","0.130999310627599","0.2368049946138"
"Partly, partly","2011","(2c_gen) general maturity certificate","East Germany","9","","",""
"Partly, partly","2011","(2c_voc) vocational maturity certificate","West Germany","168","0.170986607027727","0.147329943574878","0.194643270480575"
"Partly, partly","2011","(2c_voc) vocational maturity certificate","East Germany","27","","",""
"Partly, partly","2011","(3a) lower tertiary education","West Germany","106","0.185369292244983","0.157975154927221","0.212763429562745"
"Partly, partly","2011","(3a) lower tertiary education","East Germany","30","0.0788107274921669","0.0475835897731241","0.11003786521121"
"Partly, partly","2011","(3b) higher tertiary education","West Germany","202","0.154058013897343","0.134561020655236","0.173555007139451"
"Partly, partly","2011","(3b) higher tertiary education","East Germany","50","0.141587481937171","0.107507801430252","0.175667162444091"
"Paid","2011","(0) in school","West Germany","1","","",""
"Paid","2011","(0) in school","East Germany","1","","",""
"Paid","2011","(1a) inadequately completed","West Germany","27","","",""
"Paid","2011","(1a) inadequately completed","East Germany","1","","",""
"Paid","2011","(1b) general elementary school","West Germany","109","0.310926477989501","0.261653379108437","0.360199576870566"
"Paid","2011","(1b) general elementary school","East Germany","3","","",""
"Paid","2011","(1c) basic vocational qualification","West Germany","298","0.187686191244642","0.168953593763688","0.206418788725596"
"Paid","2011","(1c) basic vocational qualification","East Germany","39","0.191539296609589","0.127926011296944","0.255152581922234"
"Paid","2011","(2b) intermediate general qualification","West Germany","31","0.158170091328374","0.104412993290429","0.21192718936632"
"Paid","2011","(2b) intermediate general qualification","East Germany","3","","",""
"Paid","2011","(2a) intermediate vocational","West Germany","246","0.10960778106703","0.0964119287308251","0.122803633403235"
"Paid","2011","(2a) intermediate vocational","East Germany","142","0.120685866283346","0.101504548352558","0.139867184214133"
"Paid","2011","(2c_gen) general maturity certificate","West Germany","40","0.135098782216786","0.0884195770688005","0.181777987364771"
"Paid","2011","(2c_gen) general maturity certificate","East Germany","4","","",""
"Paid","2011","(2c_voc) vocational maturity certificate","West Germany","100","0.0937616950539578","0.0754459072489635","0.112077482858952"
"Paid","2011","(2c_voc) vocational maturity certificate","East Germany","15","","",""
"Paid","2011","(3a) lower tertiary education","West Germany","32","0.0488441301323163","0.0336494913534666","0.064038768911166"
"Paid","2011","(3a) lower tertiary education","East Germany","10","","",""
"Paid","2011","(3b) higher tertiary education","West Germany","63","0.0451227305362444","0.0339121870572215","0.0563332740152672"
"Paid","2011","(3b) higher tertiary education","East Germany","24","","",""
"Not paid","2011","(0) in school","West Germany","2","","",""
"Not paid","2011","(0) in school","East Germany","","","",""
"Not paid","2011","(1a) inadequately completed","West Germany","13","","",""
"Not paid","2011","(1a) inadequately completed","East Germany","","","",""
"Not paid","2011","(1b) general elementary school","West Germany","31","0.0885453381327679","0.0583041654853469","0.118786510780189"
"Not paid","2011","(1b) general elementary school","East Germany","3","","",""
"Not paid","2011","(1c) basic vocational qualification","West Germany","171","0.0956279437690298","0.0815192795078175","0.109736608030242"
"Not paid","2011","(1c) basic vocational qualification","East Germany","17","","",""
"Not paid","2011","(2b) intermediate general qualification","West Germany","19","","",""
"Not paid","2011","(2b) intermediate general qualification","East Germany","7","","",""
"Not paid","2011","(2a) intermediate vocational","West Germany","309","0.176467208767249","0.160364515047373","0.192569902487124"
"Not paid","2011","(2a) intermediate vocational","East Germany","132","0.126033118938652","0.106491162518498","0.145575075358807"
"Not paid","2011","(2c_gen) general maturity certificate","West Germany","35","0.161047105092205","0.110852189229811","0.211242020954598"
"Not paid","2011","(2c_gen) general maturity certificate","East Germany","4","","",""
"Not paid","2011","(2c_voc) vocational maturity certificate","West Germany","165","0.170180009197881","0.146567731142256","0.193792287253507"
"Not paid","2011","(2c_voc) vocational maturity certificate","East Germany","25","","",""
"Not paid","2011","(3a) lower tertiary education","West Germany","196","0.254771847518869","0.224054855227985","0.285488839809753"
"Not paid","2011","(3a) lower tertiary education","East Germany","58","0.191984619638833","0.146338054056138","0.237631185221528"
"Not paid","2011","(3b) higher tertiary education","West Germany","601","0.428790467559126","0.402061912116616","0.455519023001636"
"Not paid","2011","(3b) higher tertiary education","East Germany","147","0.345751018066317","0.29925793716404","0.392244098968595"
"Acclaimed","2012","(0) in school","West Germany","4","","",""
"Acclaimed","2012","(0) in school","East Germany","","","",""
"Acclaimed","2012","(1a) inadequately completed","West Germany","26","","",""
"Acclaimed","2012","(1a) inadequately completed","East Germany","1","","",""
"Acclaimed","2012","(1b) general elementary school","West Germany","153","0.424993718053505","0.373999370439417","0.475988065667594"
"Acclaimed","2012","(1b) general elementary school","East Germany","10","","",""
"Acclaimed","2012","(1c) basic vocational qualification","West Germany","805","0.477795992864524","0.454023401857487","0.50156858387156"
"Acclaimed","2012","(1c) basic vocational qualification","East Germany","70","0.481242260683837","0.402328651945527","0.560155869422147"
"Acclaimed","2012","(2b) intermediate general qualification","West Germany","107","0.523922987056835","0.451563600049146","0.596282374064525"
"Acclaimed","2012","(2b) intermediate general qualification","East Germany","27","","",""
"Acclaimed","2012","(2a) intermediate vocational","West Germany","1252","0.538806629359905","0.517999997294901","0.559613261424909"
"Acclaimed","2012","(2a) intermediate vocational","East Germany","606","0.563500968075535","0.534429553469736","0.592572382681334"
"Acclaimed","2012","(2c_gen) general maturity certificate","West Germany","104","0.483763489608358","0.418465812147624","0.549061167069091"
"Acclaimed","2012","(2c_gen) general maturity certificate","East Germany","14","","",""
"Acclaimed","2012","(2c_voc) vocational maturity certificate","West Germany","573","0.569001382934767","0.538846141315738","0.599156624553795"
"Acclaimed","2012","(2c_voc) vocational maturity certificate","East Germany","117","0.583148096187663","0.512857453429901","0.653438738945426"
"Acclaimed","2012","(3a) lower tertiary education","West Germany","433","0.549157296196384","0.514170958519001","0.584143633873766"
"Acclaimed","2012","(3a) lower tertiary education","East Germany","180","0.673158393447944","0.617517503407962","0.728799283487927"
"Acclaimed","2012","(3b) higher tertiary education","West Germany","539","0.397949482810383","0.372208364697264","0.423690600923503"
"Acclaimed","2012","(3b) higher tertiary education","East Germany","181","0.481814415359074","0.431838007507203","0.531790823210945"
"Partly, partly","2012","(0) in school","West Germany","","","",""
"Partly, partly","2012","(0) in school","East Germany","","","",""
"Partly, partly","2012","(1a) inadequately completed","West Germany","21","","",""
"Partly, partly","2012","(1a) inadequately completed","East Germany","1","","",""
"Partly, partly","2012","(1b) general elementary school","West Germany","66","0.233835784336096","0.190173052110761","0.277498516561432"
"Partly, partly","2012","(1b) general elementary school","East Germany","8","","",""
"Partly, partly","2012","(1c) basic vocational qualification","West Germany","422","0.256052135239702","0.235280503290131","0.276823767189274"
"Partly, partly","2012","(1c) basic vocational qualification","East Germany","47","0.273529132747627","0.203124923283625","0.343933342211629"
"Partly, partly","2012","(2b) intermediate general qualification","West Germany","34","0.215588889280092","0.1560079148158","0.275169863744384"
"Partly, partly","2012","(2b) intermediate general qualification","East Germany","9","","",""
"Partly, partly","2012","(2a) intermediate vocational","West Germany","451","0.217893510870926","0.200662970921237","0.235124050820615"
"Partly, partly","2012","(2a) intermediate vocational","East Germany","277","0.242983911733675","0.217843724744107","0.268124098723243"
"Partly, partly","2012","(2c_gen) general maturity certificate","West Germany","39","0.178146741175505","0.128149859983507","0.228143622367502"
"Partly, partly","2012","(2c_gen) general maturity certificate","East Germany","3","","",""
"Partly, partly","2012","(2c_voc) vocational maturity certificate","West Germany","205","0.199594409717514","0.175255705290965","0.223933114144063"
"Partly, partly","2012","(2c_voc) vocational maturity certificate","East Germany","38","0.170533097916638","0.116913807750801","0.224152388082476"
"Partly, partly","2012","(3a) lower tertiary education","West Germany","108","0.152844069893538","0.127542727956427","0.178145411830649"
"Partly, partly","2012","(3a) lower tertiary education","East Germany","34","0.109490728234236","0.0724504139950065","0.146531042473466"
"Partly, partly","2012","(3b) higher tertiary education","West Germany","193","0.152075915582832","0.133191407624385","0.170960423541279"
"Partly, partly","2012","(3b) higher tertiary education","East Germany","64","0.184018486480829","0.145261199754111","0.222775773207547"
"Paid","2012","(0) in school","West Germany","9","","",""
"Paid","2012","(0) in school","East Germany","","","",""
"Paid","2012","(1a) inadequately completed","West Germany","30","0.371692958709292","0.267095942641307","0.476289974777277"
"Paid","2012","(1a) inadequately completed","East Germany","1","","",""
"Paid","2012","(1b) general elementary school","West Germany","113","0.282689247909955","0.236237420300565","0.329141075519345"
"Paid","2012","(1b) general elementary school","East Germany","4","","",""
"Paid","2012","(1c) basic vocational qualification","West Germany","300","0.182775879804337","0.164382345072006","0.201169414536667"
"Paid","2012","(1c) basic vocational qualification","East Germany","25","","",""
"Paid","2012","(2b) intermediate general qualification","West Germany","20","","",""
"Paid","2012","(2b) intermediate general qualification","East Germany","6","","",""
"Paid","2012","(2a) intermediate vocational","West Germany","247","0.111253167490014","0.0981284785460004","0.124377856434028"
"Paid","2012","(2a) intermediate vocational","East Germany","133","0.097246028346923","0.0798781075577796","0.114613949136066"
"Paid","2012","(2c_gen) general maturity certificate","West Germany","43","0.153708434066591","0.106581879732319","0.200834988400864"
"Paid","2012","(2c_gen) general maturity certificate","East Germany","4","","",""
"Paid","2012","(2c_voc) vocational maturity certificate","West Germany","97","0.0887401358994574","0.0714240640452799","0.106056207753635"
"Paid","2012","(2c_voc) vocational maturity certificate","East Germany","13","","",""
"Paid","2012","(3a) lower tertiary education","West Germany","37","0.03941171840957","0.0257306848145752","0.0530927520045647"
"Paid","2012","(3a) lower tertiary education","East Germany","8","","",""
"Paid","2012","(3b) higher tertiary education","West Germany","74","0.0555826900126259","0.0435337534429495","0.0676316265823024"
"Paid","2012","(3b) higher tertiary education","East Germany","19","","",""
"Not paid","2012","(0) in school","West Germany","1","","",""
"Not paid","2012","(0) in school","East Germany","","","",""
"Not paid","2012","(1a) inadequately completed","West Germany","5","","",""
"Not paid","2012","(1a) inadequately completed","East Germany","3","","",""
"Not paid","2012","(1b) general elementary school","West Germany","29","","",""
"Not paid","2012","(1b) general elementary school","East Germany","2","","",""
"Not paid","2012","(1c) basic vocational qualification","West Germany","169","0.0833759920914373","0.0702191613291431","0.0965328228537314"
"Not paid","2012","(1c) basic vocational qualification","East Germany","12","","",""
"Not paid","2012","(2b) intermediate general qualification","West Germany","22","","",""
"Not paid","2012","(2b) intermediate general qualification","East Germany","3","","",""
"Not paid","2012","(2a) intermediate vocational","West Germany","255","0.132046692279155","0.117916250539515","0.146177134018795"
"Not paid","2012","(2a) intermediate vocational","East Germany","102","0.0962690918438671","0.078979282888658","0.113558900799076"
"Not paid","2012","(2c_gen) general maturity certificate","West Germany","39","0.184381335149546","0.133710403715356","0.235052266583737"
"Not paid","2012","(2c_gen) general maturity certificate","East Germany","7","","",""
"Not paid","2012","(2c_voc) vocational maturity certificate","West Germany","161","0.142664071448262","0.12136792461945","0.163960218277074"
"Not paid","2012","(2c_voc) vocational maturity certificate","East Germany","21","","",""
"Not paid","2012","(3a) lower tertiary education","West Germany","199","0.258586915500508","0.227799659875983","0.289374171125034"
"Not paid","2012","(3a) lower tertiary education","East Germany","51","0.187596351118856","0.141287405429393","0.23390529680832"
"Not paid","2012","(3b) higher tertiary education","West Germany","583","0.394391911594159","0.368690510371848","0.420093312816469"
"Not paid","2012","(3b) higher tertiary education","East Germany","120","0.29653161326686","0.250850122132148","0.342213104401572"
"Acclaimed","2013","(0) in school","West Germany","5","","",""
"Acclaimed","2013","(0) in school","East Germany","","","",""
"Acclaimed","2013","(1a) inadequately completed","West Germany","40","0.389541161630011","0.297995090069694","0.481087233190329"
"Acclaimed","2013","(1a) inadequately completed","East Germany","5","","",""
"Acclaimed","2013","(1b) general elementary school","West Germany","214","0.441470229474706","0.398500434359129","0.484440024590282"
"Acclaimed","2013","(1b) general elementary school","East Germany","13","","",""
"Acclaimed","2013","(1c) basic vocational qualification","West Germany","847","0.513665208371594","0.490433028690234","0.536897388052955"
"Acclaimed","2013","(1c) basic vocational qualification","East Germany","76","0.54513188243109","0.46938101904726","0.62088274581492"
"Acclaimed","2013","(2b) intermediate general qualification","West Germany","121","0.51317098815554","0.449129791866545","0.577212184444535"
"Acclaimed","2013","(2b) intermediate general qualification","East Germany","29","","",""
"Acclaimed","2013","(2a) intermediate vocational","West Germany","1200","0.539762791029115","0.518665434820644","0.560860147237585"
"Acclaimed","2013","(2a) intermediate vocational","East Germany","552","0.528603070655248","0.497938815680378","0.559267325630119"
"Acclaimed","2013","(2c_gen) general maturity certificate","West Germany","166","0.47873165846845","0.427899577986883","0.529563738950018"
"Acclaimed","2013","(2c_gen) general maturity certificate","East Germany","15","","",""
"Acclaimed","2013","(2c_voc) vocational maturity certificate","West Germany","641","0.569671227827747","0.541445075070335","0.59789738058516"
"Acclaimed","2013","(2c_voc) vocational maturity certificate","East Germany","123","0.59851414086227","0.527296967617757","0.669731314106783"
"Acclaimed","2013","(3a) lower tertiary education","West Germany","433","0.521939375758145","0.486425929973316","0.557452821542973"
"Acclaimed","2013","(3a) lower tertiary education","East Germany","167","0.707003875456229","0.650585585063058","0.763422165849399"
"Acclaimed","2013","(3b) higher tertiary education","West Germany","664","0.393296424286635","0.369338791208814","0.417254057364456"
"Acclaimed","2013","(3b) higher tertiary education","East Germany","186","0.521339540852846","0.472013746357919","0.570665335347772"
"Partly, partly","2013","(0) in school","West Germany","1","","",""
"Partly, partly","2013","(0) in school","East Germany","1","","",""
"Partly, partly","2013","(1a) inadequately completed","West Germany","26","","",""
"Partly, partly","2013","(1a) inadequately completed","East Germany","2","","",""
"Partly, partly","2013","(1b) general elementary school","West Germany","105","0.226962240501733","0.190715699573849","0.263208781429617"
"Partly, partly","2013","(1b) general elementary school","East Germany","13","","",""
"Partly, partly","2013","(1c) basic vocational qualification","West Germany","449","0.242724017233993","0.222795927045942","0.262652107422045"
"Partly, partly","2013","(1c) basic vocational qualification","East Germany","41","0.212280431545337","0.150074063568474","0.2744867995222"
"Partly, partly","2013","(2b) intermediate general qualification","West Germany","57","0.229673409173718","0.175780333988019","0.283566484359417"
"Partly, partly","2013","(2b) intermediate general qualification","East Germany","6","","",""
"Partly, partly","2013","(2a) intermediate vocational","West Germany","478","0.2289734719839","0.211188100300898","0.246758843666902"
"Partly, partly","2013","(2a) intermediate vocational","East Germany","231","0.249567888878776","0.222983648250765","0.276152129506787"
"Partly, partly","2013","(2c_gen) general maturity certificate","West Germany","67","0.217188711386234","0.17523133725326","0.259146085519209"
"Partly, partly","2013","(2c_gen) general maturity certificate","East Germany","5","","",""
"Partly, partly","2013","(2c_voc) vocational maturity certificate","West Germany","236","0.209481233682958","0.1862823009141","0.232680166451817"
"Partly, partly","2013","(2c_voc) vocational maturity certificate","East Germany","24","","",""
"Partly, partly","2013","(3a) lower tertiary education","West Germany","96","0.13637294426288","0.111974141116306","0.160771747409454"
"Partly, partly","2013","(3a) lower tertiary education","East Germany","23","","",""
"Partly, partly","2013","(3b) higher tertiary education","West Germany","246","0.159810821385192","0.141839199750135","0.177782443020248"
"Partly, partly","2013","(3b) higher tertiary education","East Germany","61","0.188595245352671","0.149968855094769","0.227221635610572"
"Paid","2013","(0) in school","West Germany","10","","",""
"Paid","2013","(0) in school","East Germany","1","","",""
"Paid","2013","(1a) inadequately completed","West Germany","39","0.33272505895903","0.244268507275698","0.421181610642363"
"Paid","2013","(1a) inadequately completed","East Germany","","","",""
"Paid","2013","(1b) general elementary school","West Germany","148","0.241611173636091","0.204569220426531","0.278653126845652"
"Paid","2013","(1b) general elementary school","East Germany","5","","",""
"Paid","2013","(1c) basic vocational qualification","West Germany","335","0.169678941904741","0.152232004113686","0.187125879695795"
"Paid","2013","(1c) basic vocational qualification","East Germany","36","0.177570860264241","0.119437002846471","0.235704717682011"
"Paid","2013","(2b) intermediate general qualification","West Germany","37","0.106352763788917","0.0668527169335758","0.145852810644257"
"Paid","2013","(2b) intermediate general qualification","East Germany","7","","",""
"Paid","2013","(2a) intermediate vocational","West Germany","224","0.100923801964102","0.088173198135744","0.113674405792459"
"Paid","2013","(2a) intermediate vocational","East Germany","132","0.116901713846249","0.097164349320821","0.136639078371677"
"Paid","2013","(2c_gen) general maturity certificate","West Germany","86","0.18549382135862","0.14594140217095","0.225046240546291"
"Paid","2013","(2c_gen) general maturity certificate","East Germany","9","","",""
"Paid","2013","(2c_voc) vocational maturity certificate","West Germany","135","0.0809488729721737","0.0653994387322597","0.0964983072120878"
"Paid","2013","(2c_voc) vocational maturity certificate","East Germany","15","","",""
"Paid","2013","(3a) lower tertiary education","West Germany","35","0.0587070689436528","0.0419942813957864","0.0754198564915192"
"Paid","2013","(3a) lower tertiary education","East Germany","9","","",""
"Paid","2013","(3b) higher tertiary education","West Germany","98","0.053932387777066","0.0428538729134437","0.0650109026406882"
"Paid","2013","(3b) higher tertiary education","East Germany","18","","",""
"Not paid","2013","(0) in school","West Germany","3","","",""
"Not paid","2013","(0) in school","East Germany","","","",""
"Not paid","2013","(1a) inadequately completed","West Germany","4","","",""
"Not paid","2013","(1a) inadequately completed","East Germany","","","",""
"Not paid","2013","(1b) general elementary school","West Germany","46","0.0899563563874699","0.0651971655689922","0.114715547205948"
"Not paid","2013","(1b) general elementary school","East Germany","3","","",""
"Not paid","2013","(1c) basic vocational qualification","West Germany","147","0.0739318324896716","0.061769428465884","0.0860942365134592"
"Not paid","2013","(1c) basic vocational qualification","East Germany","13","","",""
"Not paid","2013","(2b) intermediate general qualification","West Germany","19","","",""
"Not paid","2013","(2b) intermediate general qualification","East Germany","4","","",""
"Not paid","2013","(2a) intermediate vocational","West Germany","242","0.130339935022884","0.116088807890062","0.144591062155705"
"Not paid","2013","(2a) intermediate vocational","East Germany","103","0.104927326619727","0.0861017774057344","0.123752875833719"
"Not paid","2013","(2c_gen) general maturity certificate","West Germany","52","0.118585808786695","0.0856879588321856","0.151483658741204"
"Not paid","2013","(2c_gen) general maturity certificate","East Germany","8","","",""
"Not paid","2013","(2c_voc) vocational maturity certificate","West Germany","170","0.13989866551712","0.120123462562323","0.159673868471918"
"Not paid","2013","(2c_voc) vocational maturity certificate","East Germany","20","","",""
"Not paid","2013","(3a) lower tertiary education","West Germany","196","0.282980611035322","0.250955909956701","0.315005312113944"
"Not paid","2013","(3a) lower tertiary education","East Germany","51","0.185602328655664","0.137408874035029","0.233795783276299"
"Not paid","2013","(3b) higher tertiary education","West Germany","589","0.392960366551107","0.369006339726943","0.416914393375271"
"Not paid","2013","(3b) higher tertiary education","East Germany","129","0.260649610527415","0.217303146756956","0.303996074297874"
"Acclaimed","2014","(0) in school","West Germany","2","","",""
"Acclaimed","2014","(0) in school","East Germany","","","",""
"Acclaimed","2014","(1a) inadequately completed","West Germany","24","","",""
"Acclaimed","2014","(1a) inadequately completed","East Germany","2","","",""
"Acclaimed","2014","(1b) general elementary school","West Germany","154","0.365096726406709","0.318996948600802","0.411196504212616"
"Acclaimed","2014","(1b) general elementary school","East Germany","17","","",""
"Acclaimed","2014","(1c) basic vocational qualification","West Germany","730","0.486166869398661","0.46148309642561","0.510850642371712"
"Acclaimed","2014","(1c) basic vocational qualification","East Germany","61","0.393582300098441","0.314606663051068","0.472557937145815"
"Acclaimed","2014","(2b) intermediate general qualification","West Germany","122","0.520969083568989","0.455982619161368","0.585955547976611"
"Acclaimed","2014","(2b) intermediate general qualification","East Germany","16","","",""
"Acclaimed","2014","(2a) intermediate vocational","West Germany","1085","0.537510830029156","0.515191485929599","0.559830174128713"
"Acclaimed","2014","(2a) intermediate vocational","East Germany","486","0.519577912709174","0.487570763826595","0.551585061591753"
