"plb0195_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Partly, partly","2004","no degree/no degree yet","higher education","","","",""
"Paid","2004","lower secondary degree","in school","","","",""
"Paid","2004","lower secondary degree","inadequately","","","",""
"Paid","2004","lower secondary degree","general elemantary","47","0.211946211870764","0.158426367516117","0.26546605622541"
"Paid","2004","lower secondary degree","middle vocational","226","0.170604963057865","0.150343040780576","0.190866885335154"
"Paid","2004","lower secondary degree","vocational + Abi","3","","",""
"Paid","2004","lower secondary degree","higher vocational","25","","",""
"Paid","2004","lower secondary degree","higher education","2","","",""
"Paid","2004","secondary school degree","in school","","","",""
"Paid","2004","secondary school degree","inadequately","","","",""
"Paid","2004","secondary school degree","general elemantary","12","","",""
"Paid","2004","secondary school degree","middle vocational","212","0.112589245005645","0.0985669538093467","0.126611536201944"
"Paid","2004","secondary school degree","vocational + Abi","","","",""
"Paid","2004","secondary school degree","higher vocational","31","0.085348938956556","0.0565669640496252","0.114130913863487"
"Paid","2004","secondary school degree","higher education","12","","",""
"Paid","2004","college entrance qualification","in school","","","",""
"Paid","2004","college entrance qualification","inadequately","","","",""
"Paid","2004","college entrance qualification","general elemantary","","","",""
"Paid","2004","college entrance qualification","middle vocational","33","0.170924256414613","0.113830474787268","0.228018038041959"
"Paid","2004","college entrance qualification","vocational + Abi","34","0.0807226385909372","0.0556373011616557","0.105807976020219"
"Paid","2004","college entrance qualification","higher vocational","10","","",""
"Paid","2004","college entrance qualification","higher education","72","0.0705035813687104","0.0578649678371156","0.0831421949003052"
"Paid","2004","Other degree","in school","","","",""
"Paid","2004","Other degree","inadequately","1","","",""
"Paid","2004","Other degree","general elemantary","18","","",""
"Paid","2004","Other degree","middle vocational","23","","",""
"Paid","2004","Other degree","vocational + Abi","9","","",""
"Paid","2004","Other degree","higher vocational","2","","",""
"Paid","2004","Other degree","higher education","8","","",""
"Paid","2004","no degree/no degree yet","in school","5","","",""
"Paid","2004","no degree/no degree yet","inadequately","10","","",""
"Paid","2004","no degree/no degree yet","general elemantary","","","",""
"Paid","2004","no degree/no degree yet","middle vocational","3","","",""
"Paid","2004","no degree/no degree yet","vocational + Abi","","","",""
"Paid","2004","no degree/no degree yet","higher vocational","","","",""
"Paid","2004","no degree/no degree yet","higher education","","","",""
"Not paid","2004","lower secondary degree","in school","","","",""
"Not paid","2004","lower secondary degree","inadequately","","","",""
"Not paid","2004","lower secondary degree","general elemantary","37","0.166014253196794","0.117286533964163","0.214741972429425"
"Not paid","2004","lower secondary degree","middle vocational","130","0.0901726121611157","0.074744210852797","0.105601013469434"
"Not paid","2004","lower secondary degree","vocational + Abi","","","",""
"Not paid","2004","lower secondary degree","higher vocational","31","0.229708687256275","0.162167114895102","0.297250259617449"
"Not paid","2004","lower secondary degree","higher education","12","","",""
"Not paid","2004","secondary school degree","in school","","","",""
"Not paid","2004","secondary school degree","inadequately","","","",""
"Not paid","2004","secondary school degree","general elemantary","26","","",""
"Not paid","2004","secondary school degree","middle vocational","286","0.136464852272123","0.121236300695028","0.151693403849218"
"Not paid","2004","secondary school degree","vocational + Abi","1","","",""
"Not paid","2004","secondary school degree","higher vocational","62","0.197569268741107","0.156552893430002","0.238585644052213"
"Not paid","2004","secondary school degree","higher education","89","0.300280841198099","0.249336776754825","0.351224905641372"
"Not paid","2004","college entrance qualification","in school","","","",""
"Not paid","2004","college entrance qualification","inadequately","","","",""
"Not paid","2004","college entrance qualification","general elemantary","","","",""
"Not paid","2004","college entrance qualification","middle vocational","43","0.218490962624513","0.15581895648131","0.281162968767716"
"Not paid","2004","college entrance qualification","vocational + Abi","87","0.176268637960809","0.141178965450511","0.211358310471107"
"Not paid","2004","college entrance qualification","higher vocational","32","0.135194689724947","0.0857888630932744","0.184600516356619"
"Not paid","2004","college entrance qualification","higher education","715","0.417361936267591","0.393016036451792","0.44170783608339"
"Not paid","2004","Other degree","in school","","","",""
"Not paid","2004","Other degree","inadequately","2","","",""
"Not paid","2004","Other degree","general elemantary","2","","",""
"Not paid","2004","Other degree","middle vocational","7","","",""
"Not paid","2004","Other degree","vocational + Abi","2","","",""
"Not paid","2004","Other degree","higher vocational","5","","",""
"Not paid","2004","Other degree","higher education","20","","",""
"Not paid","2004","no degree/no degree yet","in school","","","",""
"Not paid","2004","no degree/no degree yet","inadequately","","","",""
"Not paid","2004","no degree/no degree yet","general elemantary","","","",""
"Not paid","2004","no degree/no degree yet","middle vocational","1","","",""
"Not paid","2004","no degree/no degree yet","vocational + Abi","","","",""
"Not paid","2004","no degree/no degree yet","higher vocational","","","",""
"Not paid","2004","no degree/no degree yet","higher education","","","",""
"Acclaimed","2005","lower secondary degree","in school","","","",""
"Acclaimed","2005","lower secondary degree","inadequately","","","",""
"Acclaimed","2005","lower secondary degree","general elemantary","85","0.383441281174889","0.316389694134237","0.450492868215541"
"Acclaimed","2005","lower secondary degree","middle vocational","616","0.531983106403574","0.503810031302379","0.560156181504768"
"Acclaimed","2005","lower secondary degree","vocational + Abi","5","","",""
"Acclaimed","2005","lower secondary degree","higher vocational","65","0.537102474643866","0.453607792901809","0.620597156385923"
"Acclaimed","2005","lower secondary degree","higher education","18","","",""
"Acclaimed","2005","secondary school degree","in school","","","",""
"Acclaimed","2005","secondary school degree","inadequately","","","",""
"Acclaimed","2005","secondary school degree","general elemantary","95","0.454017320213493","0.380669518673371","0.527365121753615"
"Acclaimed","2005","secondary school degree","middle vocational","1007","0.549125573899551","0.526334354849612","0.571916792949489"
"Acclaimed","2005","secondary school degree","vocational + Abi","4","","",""
"Acclaimed","2005","secondary school degree","higher vocational","181","0.56458896225027","0.510008857006471","0.619169067494068"
"Acclaimed","2005","secondary school degree","higher education","170","0.575504474867245","0.518519536841453","0.632489412893038"
"Acclaimed","2005","college entrance qualification","in school","","","",""
"Acclaimed","2005","college entrance qualification","inadequately","","","",""
"Acclaimed","2005","college entrance qualification","general elemantary","","","",""
"Acclaimed","2005","college entrance qualification","middle vocational","61","0.448563489257671","0.367889899456612","0.529237079058729"
"Acclaimed","2005","college entrance qualification","vocational + Abi","266","0.61396541877986","0.568884356132998","0.659046481426722"
"Acclaimed","2005","college entrance qualification","higher vocational","101","0.60034723917328","0.526497765177985","0.674196713168574"
"Acclaimed","2005","college entrance qualification","higher education","552","0.381100732024918","0.356163503158379","0.406037960891457"
"Acclaimed","2005","Other degree","in school","","","",""
"Acclaimed","2005","Other degree","inadequately","2","","",""
"Acclaimed","2005","Other degree","general elemantary","14","","",""
"Acclaimed","2005","Other degree","middle vocational","41","0.433756222069718","0.33613256470954","0.531379879429896"
"Acclaimed","2005","Other degree","vocational + Abi","17","","",""
"Acclaimed","2005","Other degree","higher vocational","11","","",""
"Acclaimed","2005","Other degree","higher education","27","","",""
"Acclaimed","2005","no degree/no degree yet","in school","2","","",""
"Acclaimed","2005","no degree/no degree yet","inadequately","9","","",""
"Acclaimed","2005","no degree/no degree yet","general elemantary","","","",""
"Acclaimed","2005","no degree/no degree yet","middle vocational","3","","",""
"Acclaimed","2005","no degree/no degree yet","vocational + Abi","","","",""
"Acclaimed","2005","no degree/no degree yet","higher vocational","","","",""
"Acclaimed","2005","no degree/no degree yet","higher education","","","",""
"Partly, partly","2005","lower secondary degree","in school","","","",""
"Partly, partly","2005","lower secondary degree","inadequately","","","",""
"Partly, partly","2005","lower secondary degree","general elemantary","40","0.215752775132364","0.15902743653894","0.272478113725789"
"Partly, partly","2005","lower secondary degree","middle vocational","282","0.231944255821724","0.208113229348871","0.255775282294578"
"Partly, partly","2005","lower secondary degree","vocational + Abi","3","","",""
"Partly, partly","2005","lower secondary degree","higher vocational","32","0.191945018135238","0.125997768795318","0.257892267475159"
"Partly, partly","2005","lower secondary degree","higher education","3","","",""
"Partly, partly","2005","secondary school degree","in school","","","",""
"Partly, partly","2005","secondary school degree","inadequately","","","",""
"Partly, partly","2005","secondary school degree","general elemantary","36","0.217866501936411","0.157053403489972","0.278679600382849"
"Partly, partly","2005","secondary school degree","middle vocational","395","0.216975986896873","0.198096190977992","0.235855782815753"
"Partly, partly","2005","secondary school degree","vocational + Abi","5","","",""
"Partly, partly","2005","secondary school degree","higher vocational","57","0.158514863026324","0.118310176569941","0.198719549482706"
"Partly, partly","2005","secondary school degree","higher education","34","0.0985299560489147","0.0641694964709817","0.132890415626848"
"Partly, partly","2005","college entrance qualification","in school","","","",""
"Partly, partly","2005","college entrance qualification","inadequately","","","",""
"Partly, partly","2005","college entrance qualification","general elemantary","","","",""
"Partly, partly","2005","college entrance qualification","middle vocational","33","0.240309121623457","0.171002417408579","0.309615825838335"
"Partly, partly","2005","college entrance qualification","vocational + Abi","79","0.160306257952401","0.126332406736396","0.194280109168406"
"Partly, partly","2005","college entrance qualification","higher vocational","29","","",""
"Partly, partly","2005","college entrance qualification","higher education","228","0.173489662525054","0.154045946877335","0.192933378172774"
"Partly, partly","2005","Other degree","in school","","","",""
"Partly, partly","2005","Other degree","inadequately","","","",""
"Partly, partly","2005","Other degree","general elemantary","8","","",""
"Partly, partly","2005","Other degree","middle vocational","29","","",""
"Partly, partly","2005","Other degree","vocational + Abi","9","","",""
"Partly, partly","2005","Other degree","higher vocational","4","","",""
"Partly, partly","2005","Other degree","higher education","11","","",""
"Partly, partly","2005","no degree/no degree yet","in school","1","","",""
"Partly, partly","2005","no degree/no degree yet","inadequately","4","","",""
"Partly, partly","2005","no degree/no degree yet","general elemantary","","","",""
"Partly, partly","2005","no degree/no degree yet","middle vocational","3","","",""
"Partly, partly","2005","no degree/no degree yet","vocational + Abi","","","",""
"Partly, partly","2005","no degree/no degree yet","higher vocational","","","",""
"Partly, partly","2005","no degree/no degree yet","higher education","","","",""
"Paid","2005","lower secondary degree","in school","","","",""
"Paid","2005","lower secondary degree","inadequately","","","",""
"Paid","2005","lower secondary degree","general elemantary","47","0.205254718185837","0.149557569867417","0.260951866504257"
"Paid","2005","lower secondary degree","middle vocational","195","0.145305096144696","0.125407502932275","0.165202689357117"
"Paid","2005","lower secondary degree","vocational + Abi","1","","",""
"Paid","2005","lower secondary degree","higher vocational","16","","",""
"Paid","2005","lower secondary degree","higher education","1","","",""
"Paid","2005","secondary school degree","in school","","","",""
"Paid","2005","secondary school degree","inadequately","","","",""
"Paid","2005","secondary school degree","general elemantary","16","","",""
"Paid","2005","secondary school degree","middle vocational","194","0.115354655233295","0.100722574797988","0.129986735668602"
"Paid","2005","secondary school degree","vocational + Abi","","","",""
"Paid","2005","secondary school degree","higher vocational","21","","",""
"Paid","2005","secondary school degree","higher education","11","","",""
"Paid","2005","college entrance qualification","in school","","","",""
"Paid","2005","college entrance qualification","inadequately","","","",""
"Paid","2005","college entrance qualification","general elemantary","","","",""
"Paid","2005","college entrance qualification","middle vocational","21","","",""
"Paid","2005","college entrance qualification","vocational + Abi","24","","",""
"Paid","2005","college entrance qualification","higher vocational","8","","",""
"Paid","2005","college entrance qualification","higher education","56","0.043881270206623","0.0333637386621238","0.0543988017511222"
"Paid","2005","Other degree","in school","","","",""
"Paid","2005","Other degree","inadequately","1","","",""
"Paid","2005","Other degree","general elemantary","12","","",""
"Paid","2005","Other degree","middle vocational","20","","",""
"Paid","2005","Other degree","vocational + Abi","8","","",""
"Paid","2005","Other degree","higher vocational","1","","",""
"Paid","2005","Other degree","higher education","8","","",""
"Paid","2005","no degree/no degree yet","in school","4","","",""
"Paid","2005","no degree/no degree yet","inadequately","8","","",""
"Paid","2005","no degree/no degree yet","general elemantary","","","",""
"Paid","2005","no degree/no degree yet","middle vocational","2","","",""
"Paid","2005","no degree/no degree yet","vocational + Abi","","","",""
"Paid","2005","no degree/no degree yet","higher vocational","","","",""
"Paid","2005","no degree/no degree yet","higher education","","","",""
"Not paid","2005","lower secondary degree","in school","","","",""
"Not paid","2005","lower secondary degree","inadequately","","","",""
"Not paid","2005","lower secondary degree","general elemantary","30","0.19555122550691","0.140855690533155","0.250246760480664"
"Not paid","2005","lower secondary degree","middle vocational","112","0.090767541630006","0.074547299996378","0.106987783263634"
"Not paid","2005","lower secondary degree","vocational + Abi","","","",""
"Not paid","2005","lower secondary degree","higher vocational","24","","",""
"Not paid","2005","lower secondary degree","higher education","5","","",""
"Not paid","2005","secondary school degree","in school","","","",""
"Not paid","2005","secondary school degree","inadequately","","","",""
"Not paid","2005","secondary school degree","general elemantary","30","0.225461265637802","0.16389837566538","0.287024155610224"
"Not paid","2005","secondary school degree","middle vocational","235","0.118543783970281","0.103737581489204","0.133349986451359"
"Not paid","2005","secondary school degree","vocational + Abi","","","",""
"Not paid","2005","secondary school degree","higher vocational","58","0.170407453233045","0.129017477320054","0.211797429146036"
"Not paid","2005","secondary school degree","higher education","74","0.276488115192604","0.224922495846817","0.328053734538391"
"Not paid","2005","college entrance qualification","in school","","","",""
"Not paid","2005","college entrance qualification","inadequately","","","",""
"Not paid","2005","college entrance qualification","general elemantary","","","",""
"Not paid","2005","college entrance qualification","middle vocational","31","0.171497121137818","0.110354072230415","0.232640170045221"
"Not paid","2005","college entrance qualification","vocational + Abi","79","0.161734178933595","0.127638380297305","0.195829977569884"
"Not paid","2005","college entrance qualification","higher vocational","31","0.136007374829888","0.0843251756480061","0.187689574011769"
"Not paid","2005","college entrance qualification","higher education","621","0.401528335243405","0.376357466162982","0.426699204323827"
"Not paid","2005","Other degree","in school","","","",""
"Not paid","2005","Other degree","inadequately","","","",""
"Not paid","2005","Other degree","general elemantary","3","","",""
"Not paid","2005","Other degree","middle vocational","9","","",""
"Not paid","2005","Other degree","vocational + Abi","3","","",""
"Not paid","2005","Other degree","higher vocational","3","","",""
"Not paid","2005","Other degree","higher education","11","","",""
"Not paid","2005","no degree/no degree yet","in school","","","",""
"Not paid","2005","no degree/no degree yet","inadequately","3","","",""
"Not paid","2005","no degree/no degree yet","general elemantary","","","",""
"Not paid","2005","no degree/no degree yet","middle vocational","1","","",""
"Not paid","2005","no degree/no degree yet","vocational + Abi","","","",""
"Not paid","2005","no degree/no degree yet","higher vocational","","","",""
"Not paid","2005","no degree/no degree yet","higher education","","","",""
"Acclaimed","2006","lower secondary degree","in school","","","",""
"Acclaimed","2006","lower secondary degree","inadequately","","","",""
"Acclaimed","2006","lower secondary degree","general elemantary","70","0.39243564781534","0.320296314458526","0.464574981172154"
"Acclaimed","2006","lower secondary degree","middle vocational","697","0.514041735701016","0.487556507507815","0.540526963894217"
"Acclaimed","2006","lower secondary degree","vocational + Abi","2","","",""
"Acclaimed","2006","lower secondary degree","higher vocational","65","0.414701949076422","0.333953042639388","0.495450855513457"
"Acclaimed","2006","lower secondary degree","higher education","12","","",""
"Acclaimed","2006","secondary school degree","in school","","","",""
"Acclaimed","2006","secondary school degree","inadequately","","","",""
"Acclaimed","2006","secondary school degree","general elemantary","105","0.56957523026772","0.497242307580668","0.641908152954772"
"Acclaimed","2006","secondary school degree","middle vocational","1162","0.554496721531809","0.532912940815759","0.576080502247859"
"Acclaimed","2006","secondary school degree","vocational + Abi","3","","",""
"Acclaimed","2006","secondary school degree","higher vocational","186","0.484786088652691","0.431896535731544","0.537675641573838"
"Acclaimed","2006","secondary school degree","higher education","178","0.557521250302848","0.503355626171809","0.611686874433887"
"Acclaimed","2006","college entrance qualification","in school","","","",""
"Acclaimed","2006","college entrance qualification","inadequately","","","",""
"Acclaimed","2006","college entrance qualification","general elemantary","","","",""
"Acclaimed","2006","college entrance qualification","middle vocational","69","0.466925450059766","0.387612510829782","0.54623838928975"
"Acclaimed","2006","college entrance qualification","vocational + Abi","287","0.586515221627466","0.543942056563558","0.629088386691375"
"Acclaimed","2006","college entrance qualification","higher vocational","114","0.596883870816465","0.526578695259565","0.667189046373365"
"Acclaimed","2006","college entrance qualification","higher education","597","0.350118438534383","0.326897424406454","0.373339452662313"
"Acclaimed","2006","Other degree","in school","","","",""
"Acclaimed","2006","Other degree","inadequately","5","","",""
"Acclaimed","2006","Other degree","general elemantary","16","","",""
"Acclaimed","2006","Other degree","middle vocational","38","0.429046532905366","0.330551397956041","0.52754166785469"
"Acclaimed","2006","Other degree","vocational + Abi","25","","",""
"Acclaimed","2006","Other degree","higher vocational","10","","",""
"Acclaimed","2006","Other degree","higher education","29","","",""
"Acclaimed","2006","no degree/no degree yet","in school","2","","",""
"Acclaimed","2006","no degree/no degree yet","inadequately","6","","",""
"Acclaimed","2006","no degree/no degree yet","general elemantary","","","",""
"Acclaimed","2006","no degree/no degree yet","middle vocational","3","","",""
"Acclaimed","2006","no degree/no degree yet","vocational + Abi","","","",""
"Acclaimed","2006","no degree/no degree yet","higher vocational","","","",""
"Acclaimed","2006","no degree/no degree yet","higher education","","","",""
"Partly, partly","2006","lower secondary degree","in school","","","",""
"Partly, partly","2006","lower secondary degree","inadequately","","","",""
"Partly, partly","2006","lower secondary degree","general elemantary","34","0.169970120178152","0.114478818649483","0.225461421706821"
"Partly, partly","2006","lower secondary degree","middle vocational","316","0.231355826021229","0.209009407289285","0.253702244753173"
"Partly, partly","2006","lower secondary degree","vocational + Abi","1","","",""
"Partly, partly","2006","lower secondary degree","higher vocational","31","0.197320068484983","0.132091641786178","0.262548495183788"
"Partly, partly","2006","lower secondary degree","higher education","3","","",""
"Partly, partly","2006","secondary school degree","in school","","","",""
"Partly, partly","2006","secondary school degree","inadequately","","","",""
"Partly, partly","2006","secondary school degree","general elemantary","33","0.191631794801569","0.134134126413332","0.249129463189805"
"Partly, partly","2006","secondary school degree","middle vocational","407","0.21027610141694","0.192579691276436","0.227972511557444"
"Partly, partly","2006","secondary school degree","vocational + Abi","5","","",""
"Partly, partly","2006","secondary school degree","higher vocational","69","0.183584813269101","0.14261396607051","0.224555660467692"
"Partly, partly","2006","secondary school degree","higher education","42","0.132646503949577","0.0956557825917011","0.169637225307453"
"Partly, partly","2006","college entrance qualification","in school","","","",""
"Partly, partly","2006","college entrance qualification","inadequately","","","",""
"Partly, partly","2006","college entrance qualification","general elemantary","","","",""
"Partly, partly","2006","college entrance qualification","middle vocational","21","","",""
"Partly, partly","2006","college entrance qualification","vocational + Abi","83","0.140848848746681","0.110775764529918","0.170921932963445"
"Partly, partly","2006","college entrance qualification","higher vocational","32","0.207190116432686","0.149100791055685","0.265279441809687"
"Partly, partly","2006","college entrance qualification","higher education","236","0.161873429018939","0.14394264945359","0.179804208584289"
"Partly, partly","2006","Other degree","in school","","","",""
"Partly, partly","2006","Other degree","inadequately","2","","",""
"Partly, partly","2006","Other degree","general elemantary","9","","",""
"Partly, partly","2006","Other degree","middle vocational","20","","",""
"Partly, partly","2006","Other degree","vocational + Abi","7","","",""
"Partly, partly","2006","Other degree","higher vocational","4","","",""
"Partly, partly","2006","Other degree","higher education","8","","",""
"Partly, partly","2006","no degree/no degree yet","in school","1","","",""
"Partly, partly","2006","no degree/no degree yet","inadequately","1","","",""
"Partly, partly","2006","no degree/no degree yet","general elemantary","","","",""
"Partly, partly","2006","no degree/no degree yet","middle vocational","","","",""
"Partly, partly","2006","no degree/no degree yet","vocational + Abi","","","",""
"Partly, partly","2006","no degree/no degree yet","higher vocational","","","",""
"Partly, partly","2006","no degree/no degree yet","higher education","","","",""
"Paid","2006","lower secondary degree","in school","","","",""
"Paid","2006","lower secondary degree","inadequately","","","",""
"Paid","2006","lower secondary degree","general elemantary","48","0.317789042227325","0.248999794261555","0.386578290193096"
"Paid","2006","lower secondary degree","middle vocational","223","0.16333821602896","0.143748690716565","0.182927741341356"
"Paid","2006","lower secondary degree","vocational + Abi","2","","",""
"Paid","2006","lower secondary degree","higher vocational","13","","",""
"Paid","2006","lower secondary degree","higher education","3","","",""
"Paid","2006","secondary school degree","in school","","","",""
"Paid","2006","secondary school degree","inadequately","","","",""
"Paid","2006","secondary school degree","general elemantary","17","","",""
"Paid","2006","secondary school degree","middle vocational","195","0.105951002930718","0.0925854856200193","0.119316520241416"
"Paid","2006","secondary school degree","vocational + Abi","1","","",""
"Paid","2006","secondary school degree","higher vocational","23","","",""
"Paid","2006","secondary school degree","higher education","15","","",""
"Paid","2006","college entrance qualification","in school","","","",""
"Paid","2006","college entrance qualification","inadequately","","","",""
"Paid","2006","college entrance qualification","general elemantary","","","",""
"Paid","2006","college entrance qualification","middle vocational","24","","",""
"Paid","2006","college entrance qualification","vocational + Abi","38","0.096488912901203","0.0709635467056432","0.122014279096763"
"Paid","2006","college entrance qualification","higher vocational","11","","",""
"Paid","2006","college entrance qualification","higher education","65","0.0479074942476164","0.0375107374502681","0.0583042510449648"
"Paid","2006","Other degree","in school","","","",""
"Paid","2006","Other degree","inadequately","1","","",""
"Paid","2006","Other degree","general elemantary","9","","",""
"Paid","2006","Other degree","middle vocational","25","","",""
"Paid","2006","Other degree","vocational + Abi","7","","",""
"Paid","2006","Other degree","higher vocational","4","","",""
"Paid","2006","Other degree","higher education","13","","",""
"Paid","2006","no degree/no degree yet","in school","4","","",""
"Paid","2006","no degree/no degree yet","inadequately","9","","",""
"Paid","2006","no degree/no degree yet","general elemantary","","","",""
"Paid","2006","no degree/no degree yet","middle vocational","3","","",""
"Paid","2006","no degree/no degree yet","vocational + Abi","","","",""
"Paid","2006","no degree/no degree yet","higher vocational","","","",""
"Paid","2006","no degree/no degree yet","higher education","","","",""
"Not paid","2006","lower secondary degree","in school","","","",""
"Not paid","2006","lower secondary degree","inadequately","","","",""
"Not paid","2006","lower secondary degree","general elemantary","24","","",""
"Not paid","2006","lower secondary degree","middle vocational","132","0.0912642222487943","0.0760035335132565","0.106524910984332"
"Not paid","2006","lower secondary degree","vocational + Abi","1","","",""
"Not paid","2006","lower secondary degree","higher vocational","34","0.323611202610451","0.24692979984729","0.400292605373612"
"Not paid","2006","lower secondary degree","higher education","6","","",""
"Not paid","2006","secondary school degree","in school","","","",""
"Not paid","2006","secondary school degree","inadequately","","","",""
"Not paid","2006","secondary school degree","general elemantary","25","","",""
"Not paid","2006","secondary school degree","middle vocational","273","0.129276174120533","0.114706426258486","0.14384592198258"
"Not paid","2006","secondary school degree","vocational + Abi","1","","",""
"Not paid","2006","secondary school degree","higher vocational","65","0.232993590472952","0.188256007736084","0.277731173209821"
"Not paid","2006","secondary school degree","higher education","88","0.272935841292269","0.2243551732095","0.321516509375038"
"Not paid","2006","college entrance qualification","in school","","","",""
"Not paid","2006","college entrance qualification","inadequately","","","",""
"Not paid","2006","college entrance qualification","general elemantary","","","",""
"Not paid","2006","college entrance qualification","middle vocational","38","0.235193099221226","0.167769103947057","0.302617094495396"
"Not paid","2006","college entrance qualification","vocational + Abi","106","0.176147016724649","0.143214187887637","0.209079845561661"
"Not paid","2006","college entrance qualification","higher vocational","30","0.151724431142714","0.100305442978727","0.203143419306701"
"Not paid","2006","college entrance qualification","higher education","723","0.440100638199061","0.415935595381103","0.464265681017019"
"Not paid","2006","Other degree","in school","","","",""
"Not paid","2006","Other degree","inadequately","2","","",""
"Not paid","2006","Other degree","general elemantary","5","","",""
"Not paid","2006","Other degree","middle vocational","14","","",""
"Not paid","2006","Other degree","vocational + Abi","5","","",""
"Not paid","2006","Other degree","higher vocational","3","","",""
"Not paid","2006","Other degree","higher education","17","","",""
"Not paid","2006","no degree/no degree yet","in school","1","","",""
"Not paid","2006","no degree/no degree yet","inadequately","2","","",""
"Not paid","2006","no degree/no degree yet","general elemantary","","","",""
"Not paid","2006","no degree/no degree yet","middle vocational","1","","",""
"Not paid","2006","no degree/no degree yet","vocational + Abi","","","",""
"Not paid","2006","no degree/no degree yet","higher vocational","","","",""
"Not paid","2006","no degree/no degree yet","higher education","1","","",""
"Acclaimed","2007","lower secondary degree","in school","","","",""
"Acclaimed","2007","lower secondary degree","inadequately","","","",""
"Acclaimed","2007","lower secondary degree","general elemantary","69","0.52398909254409","0.444593595370387","0.603384589717792"
"Acclaimed","2007","lower secondary degree","middle vocational","617","0.49575131537553","0.467764261712629","0.523738369038431"
"Acclaimed","2007","lower secondary degree","vocational + Abi","3","","",""
"Acclaimed","2007","lower secondary degree","higher vocational","66","0.532030277361007","0.447546612772505","0.616513941949509"
"Acclaimed","2007","lower secondary degree","higher education","13","","",""
"Acclaimed","2007","secondary school degree","in school","","","",""
"Acclaimed","2007","secondary school degree","inadequately","","","",""
"Acclaimed","2007","secondary school degree","general elemantary","73","0.554553159351276","0.471928396813945","0.637177921888608"
"Acclaimed","2007","secondary school degree","middle vocational","1062","0.539528735238119","0.517152078500366","0.561905391975873"
"Acclaimed","2007","secondary school degree","vocational + Abi","1","","",""
"Acclaimed","2007","secondary school degree","higher vocational","172","0.472472357931126","0.417687118666119","0.527257597196133"
"Acclaimed","2007","secondary school degree","higher education","155","0.514766261910901","0.457637480789699","0.571895043032102"
"Acclaimed","2007","college entrance qualification","in school","","","",""
"Acclaimed","2007","college entrance qualification","inadequately","","","",""
"Acclaimed","2007","college entrance qualification","general elemantary","","","",""
"Acclaimed","2007","college entrance qualification","middle vocational","80","0.534061806899623","0.455530620616383","0.612592993182864"
"Acclaimed","2007","college entrance qualification","vocational + Abi","261","0.547652096225929","0.50340155115798","0.591902641293878"
"Acclaimed","2007","college entrance qualification","higher vocational","101","0.532107004543717","0.457754123855446","0.606459885231987"
"Acclaimed","2007","college entrance qualification","higher education","594","0.391856650577861","0.367371929313367","0.416341371842355"
"Acclaimed","2007","Other degree","in school","","","",""
"Acclaimed","2007","Other degree","inadequately","2","","",""
"Acclaimed","2007","Other degree","general elemantary","11","","",""
"Acclaimed","2007","Other degree","middle vocational","36","0.43789936772784","0.337066803260936","0.538731932194744"
"Acclaimed","2007","Other degree","vocational + Abi","21","","",""
"Acclaimed","2007","Other degree","higher vocational","5","","",""
"Acclaimed","2007","Other degree","higher education","31","0.346014199131196","0.232950092706891","0.459078305555501"
"Acclaimed","2007","no degree/no degree yet","in school","2","","",""
"Acclaimed","2007","no degree/no degree yet","inadequately","6","","",""
"Acclaimed","2007","no degree/no degree yet","general elemantary","","","",""
"Acclaimed","2007","no degree/no degree yet","middle vocational","6","","",""
"Acclaimed","2007","no degree/no degree yet","vocational + Abi","","","",""
"Acclaimed","2007","no degree/no degree yet","higher vocational","","","",""
"Acclaimed","2007","no degree/no degree yet","higher education","","","",""
"Partly, partly","2007","lower secondary degree","in school","","","",""
"Partly, partly","2007","lower secondary degree","inadequately","","","",""
"Partly, partly","2007","lower secondary degree","general elemantary","37","0.177618681231633","0.116860154326143","0.238377208137122"
"Partly, partly","2007","lower secondary degree","middle vocational","290","0.248811767157928","0.224611915605784","0.273011618710072"
"Partly, partly","2007","lower secondary degree","vocational + Abi","3","","",""
"Partly, partly","2007","lower secondary degree","higher vocational","24","","",""
"Partly, partly","2007","lower secondary degree","higher education","2","","",""
"Partly, partly","2007","secondary school degree","in school","","","",""
"Partly, partly","2007","secondary school degree","inadequately","","","",""
"Partly, partly","2007","secondary school degree","general elemantary","28","","",""
"Partly, partly","2007","secondary school degree","middle vocational","409","0.239559171883972","0.220397837160829","0.258720506607115"
"Partly, partly","2007","secondary school degree","vocational + Abi","4","","",""
"Partly, partly","2007","secondary school degree","higher vocational","70","0.26253693307141","0.214251282092901","0.310822584049918"
"Partly, partly","2007","secondary school degree","higher education","44","0.180815666092161","0.136822697084508","0.224808635099814"
"Partly, partly","2007","college entrance qualification","in school","","","",""
"Partly, partly","2007","college entrance qualification","inadequately","","","",""
"Partly, partly","2007","college entrance qualification","general elemantary","","","",""
"Partly, partly","2007","college entrance qualification","middle vocational","18","","",""
"Partly, partly","2007","college entrance qualification","vocational + Abi","92","0.219800559436185","0.182983663463864","0.256617455408507"
"Partly, partly","2007","college entrance qualification","higher vocational","33","0.221267702305349","0.159412227324901","0.283123177285797"
"Partly, partly","2007","college entrance qualification","higher education","233","0.162828598897808","0.144310299243889","0.181346898551728"
"Partly, partly","2007","Other degree","in school","","","",""
"Partly, partly","2007","Other degree","inadequately","1","","",""
