"plb0195_h","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Not paid","1993","Part Time","in school","","","","","4"
"Not paid","1993","Part Time","inadequately","","","","","4"
"Not paid","1993","Part Time","general elemantary","12","","","","4"
"Not paid","1993","Part Time","higher education","55","0.403513125260328","0.321361324755066","0.48566492576559","4"
"Not paid","1993","Not Working","in school","","","","","4"
"Not paid","1993","Not Working","inadequately","","","","","4"
"Not paid","1993","Not Working","general elemantary","2","","","","4"
"Not paid","1993","Not Working","middle vocational","5","","","","4"
"Not paid","1993","Not Working","vocational + Abi","","","","","4"
"Paid","1993","Part Time","higher vocational","11","","","","3"
"Paid","1993","Part Time","higher education","14","","","","3"
"Paid","1993","Full Time","inadequately","84","0.615816052798963","0.532523235259067","0.699108870338858","3"
"Paid","1993","Part Time","vocational + Abi","6","","","","3"
"Paid","1993","Full Time","general elemantary","257","0.466740214701065","0.423652694099589","0.50982773530254","3"
"Paid","1993","Full Time","vocational + Abi","29","","","","3"
"Paid","1993","Full Time","middle vocational","893","0.354495437454342","0.335353409322203","0.373637465586481","3"
"Paid","1993","Full Time","in school","1","","","","3"
"Paid","1993","Part Time","middle vocational","170","0.364417370050056","0.320907808519958","0.407926931580154","3"
"Paid","1993","Full Time","higher vocational","59","0.201290084838402","0.155062106725121","0.247518062951683","3"
"Paid","1993","Full Time","higher education","80","0.112229158731649","0.0898027850344375","0.134655532428861","3"
"Paid","1993","Part Time","in school","","","","","3"
"Paid","1993","Part Time","inadequately","17","","","","3"
"Paid","1993","Part Time","general elemantary","95","0.546354344548602","0.475189624566826","0.617519064530378","3"
"Paid","1993","Not Working","inadequately","3","","","","3"
"Paid","1993","Not Working","general elemantary","4","","","","3"
"Paid","1993","Not Working","in school","","","","","3"
"Paid","1993","Not Working","middle vocational","11","","","","3"
"Paid","1993","Not Working","vocational + Abi","3","","","","3"
"Paid","1993","Not Working","higher vocational","3","","","","3"
"Paid","1993","Not Working","higher education","1","","","","3"
"Partly, partly","1993","Full Time","higher vocational","76","0.234852312370348","0.185979286869314","0.283725337871382","2"
"Partly, partly","1993","Full Time","higher education","122","0.148575176566447","0.123305362633141","0.173844990499754","2"
"Partly, partly","1993","Full Time","vocational + Abi","22","","","","2"
"Partly, partly","1993","Full Time","inadequately","23","","","","2"
"Partly, partly","1993","Full Time","general elemantary","80","0.154446084881089","0.12323537974308","0.185656790019099","2"
"Partly, partly","1993","Full Time","middle vocational","433","0.172414936571591","0.157299289880996","0.187530583262187","2"
"Partly, partly","1993","Full Time","in school","","","","","2"
"Partly, partly","1993","Part Time","in school","","","","","2"
"Partly, partly","1993","Part Time","inadequately","7","","","","2"
"Partly, partly","1993","Part Time","general elemantary","22","","","","2"
"Partly, partly","1993","Part Time","middle vocational","66","0.143185002345311","0.111519129945142","0.17485087474548","2"
"Partly, partly","1993","Part Time","vocational + Abi","7","","","","2"
"Partly, partly","1993","Part Time","higher vocational","2","","","","2"
"Partly, partly","1993","Part Time","higher education","22","","","","2"
"Partly, partly","1993","Not Working","in school","","","","","2"
"Partly, partly","1993","Not Working","inadequately","","","","","2"
"Partly, partly","1993","Not Working","general elemantary","1","","","","2"
"Partly, partly","1993","Not Working","middle vocational","8","","","","2"
"Partly, partly","1993","Not Working","vocational + Abi","","","","","2"
"Partly, partly","1993","Not Working","higher vocational","","","","","2"
"Partly, partly","1993","Not Working","higher education","1","","","","2"
"Acclaimed","1994","Full Time","in school","","","","","1"
"Acclaimed","1994","Full Time","inadequately","19","","","","1"
"Acclaimed","1994","Full Time","general elemantary","131","0.32806625122786","0.285253699991623","0.370878802464096","1"
"Acclaimed","1994","Full Time","middle vocational","890","0.374785956961278","0.355130816693697","0.394441097228859","1"
"Acclaimed","1994","Full Time","vocational + Abi","62","0.380971999035258","0.302996774806374","0.458947223264141","1"
"Acclaimed","1994","Full Time","higher vocational","109","0.415740922990573","0.357910001636601","0.473571844344544","1"
"Acclaimed","1994","Full Time","higher education","250","0.309365547286959","0.276695857235952","0.342035237337967","1"
"Acclaimed","1994","Part Time","in school","2","","","","1"
"Acclaimed","1994","Part Time","inadequately","7","","","","1"
"Acclaimed","1994","Part Time","general elemantary","58","0.299415996248794","0.230159413630941","0.368672578866648","1"
"Acclaimed","1994","Part Time","middle vocational","225","0.455590511902788","0.41274408699808","0.498436936807496","1"
"Acclaimed","1994","Part Time","vocational + Abi","24","","","","1"
"Acclaimed","1994","Part Time","higher vocational","38","0.500154775354333","0.383852315547846","0.61645723516082","1"
"Acclaimed","1994","Part Time","higher education","60","0.333958234352072","0.257717646986479","0.410198821717665","1"
"Acclaimed","1994","Not Working","in school","","","","","1"
"Acclaimed","1994","Not Working","inadequately","","","","","1"
"Acclaimed","1994","Not Working","general elemantary","2","","","","1"
"Acclaimed","1994","Not Working","middle vocational","14","","","","1"
"Acclaimed","1994","Not Working","vocational + Abi","","","","","1"
"Acclaimed","1994","Not Working","higher vocational","3","","","","1"
"Acclaimed","1994","Not Working","higher education","6","","","","1"
"Not paid","1994","Full Time","inadequately","3","","","","4"
"Not paid","1994","Full Time","general elemantary","37","0.0692085243433121","0.0460648080668659","0.0923522406197582","4"
"Not paid","1994","Not Working","higher education","1","","","","4"
"Not paid","1994","Part Time","middle vocational","40","0.075908864903944","0.0531228664929352","0.0986948633149529","4"
"Not paid","1994","Part Time","vocational + Abi","4","","","","4"
"Not paid","1994","Full Time","in school","1","","","","4"
"Not paid","1994","Full Time","middle vocational","224","0.115419310834399","0.102445185290612","0.128393436378185","4"
"Not paid","1994","Full Time","vocational + Abi","24","","","","4"
"Not paid","1994","Full Time","higher vocational","46","0.146498052133729","0.105006070898222","0.187990033369235","4"
"Not paid","1994","Full Time","higher education","325","0.448543855595028","0.413392436136286","0.48369527505377","4"
"Not paid","1994","Part Time","in school","","","","","4"
"Not paid","1994","Part Time","inadequately","2","","","","4"
"Not paid","1994","Part Time","general elemantary","15","","","","4"
"Not paid","1994","Part Time","higher vocational","10","","","","4"
"Not paid","1994","Not Working","higher vocational","1","","","","4"
"Not paid","1994","Part Time","higher education","54","0.392174335543174","0.313248620510054","0.471100050576294","4"
"Not paid","1994","Not Working","in school","","","","","4"
"Not paid","1994","Not Working","inadequately","","","","","4"
"Not paid","1994","Not Working","general elemantary","2","","","","4"
"Not paid","1994","Not Working","middle vocational","2","","","","4"
"Not paid","1994","Not Working","vocational + Abi","","","","","4"
"Paid","1994","Full Time","inadequately","68","0.682525898228168","0.59129082810688","0.773760968349456","3"
"Paid","1994","Full Time","general elemantary","219","0.433574453031518","0.388385699505291","0.478763206557745","3"
"Paid","1994","Full Time","middle vocational","777","0.324350139968833","0.305342070045159","0.343358209892506","3"
"Paid","1994","Full Time","in school","1","","","","3"
"Paid","1994","Full Time","vocational + Abi","28","","","","3"
"Paid","1994","Full Time","higher vocational","57","0.234390513580492","0.184683272648863","0.28409775451212","3"
"Paid","1994","Part Time","middle vocational","174","0.312388151838542","0.272514743101636","0.352261560575448","3"
"Paid","1994","Part Time","higher education","19","","","","3"
"Paid","1994","Part Time","vocational + Abi","6","","","","3"
"Paid","1994","Part Time","higher vocational","14","","","","3"
"Paid","1994","Full Time","higher education","64","0.0819432367026291","0.0625577706959967","0.101328702709261","3"
"Paid","1994","Part Time","in school","1","","","","3"
"Paid","1994","Part Time","inadequately","16","","","","3"
"Paid","1994","Part Time","general elemantary","75","0.488255447952658","0.41266905637302","0.563841839532295","3"
"Paid","1994","Not Working","in school","1","","","","3"
"Paid","1994","Not Working","inadequately","1","","","","3"
"Paid","1994","Not Working","general elemantary","4","","","","3"
"Paid","1994","Not Working","middle vocational","11","","","","3"
"Paid","1994","Not Working","vocational + Abi","2","","","","3"
"Paid","1994","Not Working","higher vocational","1","","","","3"
"Paid","1994","Not Working","higher education","1","","","","3"
"Partly, partly","1994","Full Time","inadequately","10","","","","2"
"Partly, partly","1994","Full Time","general elemantary","75","0.16915077139731","0.134966588371144","0.203334954423477","2"
"Partly, partly","1994","Full Time","middle vocational","439","0.185444592235491","0.169663482751922","0.20122570171906","2"
"Partly, partly","1994","Full Time","higher education","130","0.160147360415384","0.134226682280302","0.186068038550466","2"
"Partly, partly","1994","Full Time","vocational + Abi","35","0.236358014956826","0.168142207725476","0.304573822188175","2"
"Partly, partly","1994","Full Time","higher vocational","67","0.203370511295207","0.156140487006412","0.250600535584003","2"
"Partly, partly","1994","Full Time","in school","","","","","2"
"Partly, partly","1994","Part Time","in school","","","","","2"
"Partly, partly","1994","Part Time","inadequately","2","","","","2"
"Partly, partly","1994","Part Time","general elemantary","20","","","","2"
"Partly, partly","1994","Part Time","middle vocational","80","0.156112471354726","0.124885814137492","0.18733912857196","2"
"Partly, partly","1994","Part Time","vocational + Abi","5","","","","2"
"Partly, partly","1994","Part Time","higher vocational","9","","","","2"
"Partly, partly","1994","Part Time","higher education","14","","","","2"
"Partly, partly","1994","Not Working","in school","","","","","2"
"Partly, partly","1994","Not Working","inadequately","","","","","2"
"Partly, partly","1994","Not Working","general elemantary","","","","","2"
"Partly, partly","1994","Not Working","middle vocational","5","","","","2"
"Partly, partly","1994","Not Working","vocational + Abi","1","","","","2"
"Partly, partly","1994","Not Working","higher vocational","1","","","","2"
"Partly, partly","1994","Not Working","higher education","1","","","","2"
"Acclaimed","1995","Full Time","general elemantary","138","0.320631480789081","0.278392108140638","0.362870853437524","1"
"Acclaimed","1995","Full Time","middle vocational","900","0.385714128549116","0.366166447267909","0.405261809830324","1"
"Acclaimed","1995","Full Time","vocational + Abi","79","0.43491505497815","0.363089062556992","0.506741047399307","1"
"Acclaimed","1995","Full Time","higher vocational","117","0.344897659944807","0.29189855312906","0.397896766760554","1"
"Acclaimed","1995","Full Time","higher education","284","0.316261662122237","0.284355743577125","0.348167580667348","1"
"Acclaimed","1995","Part Time","in school","","","","","1"
"Acclaimed","1995","Part Time","inadequately","8","","","","1"
"Acclaimed","1995","Full Time","in school","2","","","","1"
"Acclaimed","1995","Full Time","inadequately","16","","","","1"
"Acclaimed","1995","Part Time","general elemantary","56","0.345586673834343","0.275527337535117","0.415646010133569","1"
"Acclaimed","1995","Part Time","middle vocational","255","0.408847811824448","0.36983442416792","0.447861199480976","1"
"Acclaimed","1995","Part Time","vocational + Abi","19","","","","1"
"Acclaimed","1995","Part Time","higher vocational","40","0.613916588428911","0.497341448618917","0.730491728238905","1"
"Acclaimed","1995","Part Time","higher education","70","0.383497843486519","0.312066823273343","0.454928863699695","1"
"Acclaimed","1995","Not Working","in school","","","","","1"
"Acclaimed","1995","Not Working","inadequately","","","","","1"
"Acclaimed","1995","Not Working","general elemantary","2","","","","1"
"Acclaimed","1995","Not Working","middle vocational","20","","","","1"
"Acclaimed","1995","Not Working","vocational + Abi","1","","","","1"
"Acclaimed","1995","Not Working","higher vocational","3","","","","1"
"Acclaimed","1995","Not Working","higher education","5","","","","1"
"Not paid","1995","Full Time","inadequately","4","","","","4"
"Not paid","1995","Full Time","general elemantary","34","0.0890498788573836","0.0632732786858148","0.114826479028952","4"
"Not paid","1995","Part Time","middle vocational","45","0.0814798673253345","0.0597702249156974","0.103189509734972","4"
"Not paid","1995","Part Time","vocational + Abi","3","","","","4"
"Not paid","1995","Not Working","higher vocational","1","","","","4"
"Not paid","1995","Not Working","higher education","2","","","","4"
"Not paid","1995","Full Time","in school","","","","","4"
"Not paid","1995","Full Time","middle vocational","218","0.109011382747169","0.0964958536406754","0.121526911853663","4"
"Not paid","1995","Full Time","vocational + Abi","27","","","","4"
"Not paid","1995","Full Time","higher vocational","56","0.189481643236812","0.145786431302485","0.233176855171138","4"
"Not paid","1995","Full Time","higher education","336","0.436342842892753","0.402315780845639","0.470369904939868","4"
"Not paid","1995","Part Time","in school","","","","","4"
"Not paid","1995","Part Time","inadequately","2","","","","4"
"Not paid","1995","Part Time","general elemantary","18","","","","4"
"Not paid","1995","Part Time","higher vocational","5","","","","4"
"Not paid","1995","Part Time","higher education","53","0.370089432450639","0.299159282300426","0.441019582600851","4"
"Not paid","1995","Not Working","in school","","","","","4"
"Not paid","1995","Not Working","inadequately","","","","","4"
"Not paid","1995","Not Working","general elemantary","3","","","","4"
"Not paid","1995","Not Working","middle vocational","4","","","","4"
"Not paid","1995","Not Working","vocational + Abi","","","","","4"
"Paid","1995","Full Time","vocational + Abi","38","0.193077595634012","0.135889666004684","0.25026552526334","3"
"Paid","1995","Full Time","inadequately","54","0.5825597414823","0.479527261178671","0.685592221785929","3"
"Paid","1995","Full Time","general elemantary","224","0.445311669227095","0.400331796491001","0.49029154196319","3"
"Paid","1995","Full Time","middle vocational","795","0.311500616822969","0.29290295074408","0.330098282901858","3"
"Paid","1995","Full Time","in school","","","","","3"
"Paid","1995","Full Time","higher vocational","57","0.21103758490569","0.165541197562885","0.256533972248496","3"
"Paid","1995","Part Time","higher vocational","15","","","","3"
"Paid","1995","Part Time","higher education","28","","","","3"
"Paid","1995","Part Time","middle vocational","214","0.349574861045445","0.311734791181576","0.387414930909314","3"
"Paid","1995","Part Time","vocational + Abi","17","","","","3"
"Paid","1995","Full Time","higher education","63","0.0849875547989235","0.0658540654370689","0.104121044160778","3"
"Paid","1995","Part Time","in school","","","","","3"
"Paid","1995","Part Time","inadequately","19","","","","3"
"Paid","1995","Part Time","general elemantary","88","0.490294458018193","0.416648379299518","0.563940536736867","3"
"Paid","1995","Not Working","inadequately","","","","","3"
"Paid","1995","Not Working","in school","1","","","","3"
"Paid","1995","Not Working","general elemantary","9","","","","3"
"Paid","1995","Not Working","middle vocational","17","","","","3"
"Paid","1995","Not Working","vocational + Abi","1","","","","3"
"Paid","1995","Not Working","higher vocational","2","","","","3"
"Paid","1995","Not Working","higher education","","","","","3"
"Partly, partly","1995","Full Time","inadequately","14","","","","2"
"Partly, partly","1995","Full Time","general elemantary","73","0.14500697112644","0.113140248725062","0.176873693527818","2"
"Partly, partly","1995","Full Time","vocational + Abi","39","0.230266462610263","0.169269516024922","0.291263409195605","2"
"Partly, partly","1995","Full Time","middle vocational","469","0.193773871880745","0.177901082434133","0.209646661327358","2"
"Partly, partly","1995","Full Time","higher vocational","79","0.254583111912691","0.206011416757512","0.303154807067869","2"
"Partly, partly","1995","Full Time","higher education","133","0.162407940186087","0.137101974395884","0.187713905976289","2"
"Partly, partly","1995","Full Time","in school","","","","","2"
"Partly, partly","1995","Part Time","in school","","","","","2"
"Partly, partly","1995","Part Time","inadequately","2","","","","2"
"Partly, partly","1995","Part Time","general elemantary","15","","","","2"
"Partly, partly","1995","Part Time","middle vocational","96","0.160097459804773","0.130997670702509","0.189197248907036","2"
"Partly, partly","1995","Part Time","vocational + Abi","7","","","","2"
"Partly, partly","1995","Part Time","higher vocational","7","","","","2"
"Partly, partly","1995","Part Time","higher education","27","","","","2"
"Partly, partly","1995","Not Working","in school","","","","","2"
"Partly, partly","1995","Not Working","inadequately","","","","","2"
"Partly, partly","1995","Not Working","general elemantary","1","","","","2"
"Partly, partly","1995","Not Working","middle vocational","11","","","","2"
"Partly, partly","1995","Not Working","vocational + Abi","1","","","","2"
"Partly, partly","1995","Not Working","higher vocational","1","","","","2"
"Partly, partly","1995","Not Working","higher education","3","","","","2"
"Acclaimed","1996","Full Time","general elemantary","149","0.383553789273753","0.336827406942413","0.430280171605092","1"
"Acclaimed","1996","Full Time","middle vocational","947","0.42870423781316","0.408417165952768","0.448991309673551","1"
"Acclaimed","1996","Full Time","vocational + Abi","95","0.481104243753757","0.409106003766922","0.553102483740593","1"
"Acclaimed","1996","Full Time","higher vocational","130","0.395758614083813","0.342429145997589","0.449088082170038","1"
"Acclaimed","1996","Full Time","higher education","315","0.344271702566277","0.311791045308932","0.376752359823623","1"
"Acclaimed","1996","Part Time","in school","","","","","1"
"Acclaimed","1996","Part Time","inadequately","11","","","","1"
"Acclaimed","1996","Part Time","vocational + Abi","21","","","","1"
"Acclaimed","1996","Part Time","higher vocational","42","0.584665314163518","0.468393001309666","0.700937627017369","1"
"Acclaimed","1996","Part Time","higher education","65","0.39146657868138","0.31487599935071","0.46805715801205","1"
"Acclaimed","1996","Not Working","in school","1","","","","1"
"Acclaimed","1996","Not Working","inadequately","1","","","","1"
"Acclaimed","1996","Not Working","general elemantary","3","","","","1"
"Acclaimed","1996","Not Working","middle vocational","15","","","","1"
"Acclaimed","1996","Full Time","in school","3","","","","1"
"Acclaimed","1996","Full Time","inadequately","23","","","","1"
"Acclaimed","1996","Part Time","general elemantary","71","0.40647581971825","0.332202982137765","0.480748657298735","1"
"Acclaimed","1996","Part Time","middle vocational","278","0.442447309428401","0.403161324776832","0.481733294079969","1"
"Acclaimed","1996","Not Working","vocational + Abi","","","","","1"
"Acclaimed","1996","Not Working","higher vocational","3","","","","1"
"Acclaimed","1996","Not Working","higher education","5","","","","1"
"Not paid","1996","Full Time","inadequately","2","","","","4"
"Not paid","1996","Full Time","general elemantary","34","0.100579525811328","0.0716768798992248","0.12948217172343","4"
"Not paid","1996","Part Time","middle vocational","36","0.0540286493785879","0.0361466962234132","0.0719106025337625","4"
"Not paid","1996","Part Time","vocational + Abi","9","","","","4"
"Not paid","1996","Not Working","higher vocational","","","","","4"
"Not paid","1996","Not Working","higher education","2","","","","4"
"Not paid","1996","Full Time","in school","","","","","4"
"Not paid","1996","Full Time","middle vocational","221","0.111478469992715","0.0985769923048844","0.124379947680546","4"
"Not paid","1996","Full Time","vocational + Abi","24","","","","4"
"Not paid","1996","Full Time","higher vocational","57","0.187419091230526","0.144860518871076","0.229977663589977","4"
"Not paid","1996","Full Time","higher education","328","0.438177129079692","0.404258620922944","0.47209563723644","4"
"Not paid","1996","Part Time","in school","","","","","4"
"Not paid","1996","Part Time","inadequately","1","","","","4"
"Not paid","1996","Part Time","general elemantary","9","","","","4"
"Not paid","1996","Part Time","higher vocational","4","","","","4"
"Not paid","1996","Part Time","higher education","50","0.313510614909087","0.240711042257957","0.386310187560216","4"
"Not paid","1996","Not Working","in school","","","","","4"
"Not paid","1996","Not Working","inadequately","","","","","4"
"Not paid","1996","Not Working","general elemantary","1","","","","4"
"Not paid","1996","Not Working","middle vocational","6","","","","4"
"Not paid","1996","Not Working","vocational + Abi","","","","","4"
"Paid","1996","Full Time","inadequately","46","0.645696102331468","0.538863261789339","0.752528942873597","3"
"Paid","1996","Full Time","general elemantary","168","0.383022504339069","0.33630837776407","0.429736630914068","3"
"Paid","1996","Full Time","middle vocational","705","0.283595202491071","0.265117896089213","0.302072508892929","3"
"Paid","1996","Full Time","vocational + Abi","30","0.168409184314821","0.114482967299309","0.222335401330332","3"
"Paid","1996","Full Time","in school","","","","","3"
"Paid","1996","Full Time","higher vocational","62","0.177587350473957","0.135910227199274","0.219264473748641","3"
"Paid","1996","Part Time","middle vocational","204","0.332975599569478","0.295698598098737","0.370252601040219","3"
"Paid","1996","Part Time","vocational + Abi","7","","","","3"
"Paid","1996","Part Time","higher vocational","16","","","","3"
"Paid","1996","Part Time","higher education","15","","","","3"
"Paid","1996","Full Time","higher education","66","0.0778767319996524","0.0595573620989069","0.0961961019003978","3"
"Paid","1996","Part Time","in school","2","","","","3"
"Paid","1996","Part Time","inadequately","16","","","","3"
"Paid","1996","Part Time","general elemantary","75","0.416964371089184","0.342407019779685","0.491521722398683","3"
"Paid","1996","Not Working","in school","2","","","","3"
"Paid","1996","Not Working","inadequately","","","","","3"
"Paid","1996","Not Working","general elemantary","5","","","","3"
"Paid","1996","Not Working","middle vocational","13","","","","3"
"Paid","1996","Not Working","vocational + Abi","3","","","","3"
"Paid","1996","Not Working","higher vocational","2","","","","3"
"Paid","1996","Not Working","higher education","3","","","","3"
"Partly, partly","1996","Full Time","inadequately","6","","","","2"
"Partly, partly","1996","Full Time","general elemantary","65","0.13284418057585","0.100228889080495","0.165459472071206","2"
"Partly, partly","1996","Full Time","middle vocational","413","0.176222089703054","0.160603377498658","0.19184080190745","2"
"Partly, partly","1996","Full Time","vocational + Abi","36","0.219765035325314","0.16009528376151","0.279434786889118","2"
"Partly, partly","1996","Full Time","higher vocational","74","0.239234944211703","0.192710154831169","0.285759733592238","2"
"Partly, partly","1996","Full Time","higher education","113","0.139674436354378","0.115976962115323","0.163371910593434","2"
"Partly, partly","1996","Full Time","in school","1","","","","2"
"Partly, partly","1996","Part Time","vocational + Abi","7","","","","2"
"Partly, partly","1996","Part Time","higher vocational","7","","","","2"
"Partly, partly","1996","Part Time","higher education","26","","","","2"
"Partly, partly","1996","Not Working","in school","","","","","2"
"Partly, partly","1996","Not Working","inadequately","1","","","","2"
"Partly, partly","1996","Part Time","in school","","","","","2"
"Partly, partly","1996","Part Time","inadequately","5","","","","2"
"Partly, partly","1996","Part Time","general elemantary","13","","","","2"
"Partly, partly","1996","Part Time","middle vocational","96","0.170548441623533","0.140798693242681","0.200298190004386","2"
"Partly, partly","1996","Not Working","general elemantary","1","","","","2"
"Partly, partly","1996","Not Working","middle vocational","7","","","","2"
"Partly, partly","1996","Not Working","vocational + Abi","","","","","2"
"Partly, partly","1996","Not Working","higher vocational","","","","","2"
"Partly, partly","1996","Not Working","higher education","","","","","2"
"Acclaimed","1997","Full Time","general elemantary","157","0.453404992353064","0.403742281961064","0.503067702745064","1"
"Acclaimed","1997","Full Time","middle vocational","817","0.423645196699572","0.401769285229617","0.445521108169527","1"
"Acclaimed","1997","Full Time","vocational + Abi","81","0.440674904433591","0.367741010332372","0.51360879853481","1"
"Acclaimed","1997","Full Time","higher vocational","137","0.482137342217577","0.425781713111227","0.538492971323926","1"
"Acclaimed","1997","Full Time","higher education","286","0.338068080978436","0.304891523493295","0.371244638463577","1"
"Acclaimed","1997","Part Time","in school","","","","","1"
"Acclaimed","1997","Part Time","inadequately","11","","","","1"
"Acclaimed","1997","Part Time","vocational + Abi","18","","","","1"
"Acclaimed","1997","Part Time","higher vocational","39","0.626633267161617","0.506233186005021","0.747033348318213","1"
"Acclaimed","1997","Part Time","higher education","66","0.49103093600825","0.408514843340013","0.573547028676488","1"
"Acclaimed","1997","Not Working","in school","","","","","1"
"Acclaimed","1997","Not Working","inadequately","1","","","","1"
"Acclaimed","1997","Not Working","general elemantary","4","","","","1"
"Acclaimed","1997","Not Working","middle vocational","8","","","","1"
"Acclaimed","1997","Not Working","higher education","4","","","","1"
"Acclaimed","1997","Full Time","in school","1","","","","1"
"Acclaimed","1997","Full Time","inadequately","24","","","","1"
"Acclaimed","1997","Part Time","general elemantary","46","0.465165756182632","0.369304107841322","0.561027404523943","1"
"Acclaimed","1997","Part Time","middle vocational","220","0.480365058065868","0.434757952977464","0.525972163154273","1"
"Acclaimed","1997","Not Working","vocational + Abi","2","","","","1"
"Acclaimed","1997","Not Working","higher vocational","","","","","1"
"Not paid","1997","Not Working","higher education","1","","","","4"
"Not paid","1997","Part Time","vocational + Abi","2","","","","4"
"Not paid","1997","Full Time","inadequately","4","","","","4"
"Not paid","1997","Full Time","in school","","","","","4"
"Not paid","1997","Full Time","general elemantary","36","0.120817045956137","0.0883039613112849","0.15333013060099","4"
"Not paid","1997","Part Time","middle vocational","42","0.10013335580804","0.0727317451779029","0.127534966438176","4"
"Not paid","1997","Part Time","higher vocational","4","","","","4"
"Not paid","1997","Not Working","higher vocational","","","","","4"
"Not paid","1997","Full Time","middle vocational","231","0.148457896871696","0.132717170473744","0.164198623269647","4"
"Not paid","1997","Full Time","vocational + Abi","26","","","","4"
"Not paid","1997","Full Time","higher vocational","51","0.164231766576299","0.122447177857538","0.206016355295059","4"
"Not paid","1997","Full Time","higher education","322","0.427057307944134","0.392365954373092","0.461748661515176","4"
"Not paid","1997","Part Time","in school","","","","","4"
"Not paid","1997","Part Time","inadequately","3","","","","4"
"Not paid","1997","Part Time","general elemantary","5","","","","4"
"Not paid","1997","Part Time","higher education","45","0.352654489476164","0.273790033209058","0.43151894574327","4"
"Not paid","1997","Not Working","in school","","","","","4"
"Not paid","1997","Not Working","inadequately","","","","","4"
"Not paid","1997","Not Working","general elemantary","","","","","4"
"Not paid","1997","Not Working","middle vocational","5","","","","4"
"Not paid","1997","Not Working","vocational + Abi","","","","","4"
"Paid","1997","Full Time","inadequately","20","","","","3"
"Paid","1997","Full Time","vocational + Abi","20","","","","3"
"Paid","1997","Full Time","general elemantary","104","0.228015350077004","0.186160979657607","0.269869720496402","3"
"Paid","1997","Full Time","middle vocational","451","0.208841257616182","0.190845919089666","0.226836596142699","3"
"Paid","1997","Full Time","in school","","","","","3"
"Paid","1997","Part Time","vocational + Abi","10","","","","3"
"Paid","1997","Part Time","higher vocational","10","","","","3"
"Paid","1997","Part Time","higher education","7","","","","3"
"Paid","1997","Full Time","higher vocational","41","0.113616173075512","0.0778250266398956","0.149407319511128","3"
"Paid","1997","Full Time","higher education","42","0.0464113780938269","0.0316571892994123","0.0611655668882414","3"
"Paid","1997","Part Time","middle vocational","108","0.238863988901157","0.199941186315275","0.27778679148704","3"
"Paid","1997","Part Time","in school","1","","","","3"
"Paid","1997","Part Time","inadequately","3","","","","3"
"Paid","1997","Part Time","general elemantary","35","0.311566565585454","0.222556766252054","0.400576364918853","3"
"Paid","1997","Not Working","higher education","","","","","3"
"Paid","1997","Not Working","inadequately","","","","","3"
"Paid","1997","Not Working","in school","","","","","3"
"Paid","1997","Not Working","general elemantary","2","","","","3"
"Paid","1997","Not Working","middle vocational","5","","","","3"
"Paid","1997","Not Working","vocational + Abi","","","","","3"
"Paid","1997","Not Working","higher vocational","","","","","3"
"Partly, partly","1997","Full Time","inadequately","4","","","","2"
"Partly, partly","1997","Full Time","vocational + Abi","51","0.293540746204163","0.226642328486844","0.360439163921482","2"
"Partly, partly","1997","Full Time","general elemantary","89","0.197762611613794","0.158027175655884","0.237498047571704","2"
"Partly, partly","1997","Full Time","middle vocational","461","0.21905564881255","0.200744848448435","0.237366449176665","2"
"Partly, partly","1997","Full Time","higher vocational","73","0.240014718130612","0.191845882598442","0.288183553662783","2"
"Partly, partly","1997","Full Time","higher education","131","0.188463232983603","0.16103549495025","0.215890971016956","2"
"Partly, partly","1997","Full Time","in school","","","","","2"
"Partly, partly","1997","Not Working","higher education","","","","","2"
"Partly, partly","1997","Part Time","in school","","","","","2"
"Partly, partly","1997","Part Time","inadequately","3","","","","2"
"Partly, partly","1997","Part Time","general elemantary","18","","","","2"
"Partly, partly","1997","Part Time","middle vocational","91","0.180637597224935","0.145518793142136","0.215756401307734","2"
"Partly, partly","1997","Part Time","vocational + Abi","6","","","","2"
"Partly, partly","1997","Part Time","higher vocational","9","","","","2"
"Partly, partly","1997","Part Time","higher education","23","","","","2"
"Partly, partly","1997","Not Working","in school","","","","","2"
"Partly, partly","1997","Not Working","inadequately","1","","","","2"
"Partly, partly","1997","Not Working","general elemantary","","","","","2"
"Partly, partly","1997","Not Working","middle vocational","3","","","","2"
"Partly, partly","1997","Not Working","vocational + Abi","1","","","","2"
"Partly, partly","1997","Not Working","higher vocational","","","","","2"
"Acclaimed","1998","Full Time","general elemantary","165","0.472228765965317","0.420801565557091","0.523655966373543","1"
"Acclaimed","1998","Full Time","middle vocational","912","0.441469015930203","0.420036285093288","0.462901746767119","1"
"Acclaimed","1998","Full Time","vocational + Abi","87","0.496949020215387","0.424508015500151","0.569390024930623","1"
"Acclaimed","1998","Full Time","higher vocational","165","0.521565270126606","0.468152619110174","0.574977921143038","1"
"Acclaimed","1998","Full Time","higher education","306","0.330050004271756","0.297825777519714","0.362274231023799","1"
"Acclaimed","1998","Part Time","in school","","","","","1"
"Acclaimed","1998","Part Time","inadequately","9","","","","1"
"Acclaimed","1998","Part Time","vocational + Abi","27","","","","1"
"Acclaimed","1998","Part Time","higher vocational","35","0.710114792156284","0.587966481944867","0.832263102367702","1"
"Acclaimed","1998","Part Time","higher education","85","0.463195465121871","0.390551583669784","0.535839346573957","1"
"Acclaimed","1998","Not Working","in school","","","","","1"
