"plb0195_h","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Paid","1999","35-65 y.","West Germany","368","0.160928455131147","0.144771293289709","0.177085616972585"
"Paid","1999","35-65 y.","East Germany","120","0.114399466891933","0.0944203302040199","0.134378603579846"
"Paid","1999","66 and older","West Germany","2","","",""
"Paid","1999","66 and older","East Germany","1","","",""
"Not paid","1999","16-34 y.","West Germany","210","0.155505377436611","0.136916943032143","0.17409381184108"
"Not paid","1999","16-34 y.","East Germany","71","0.115295994499759","0.0882833530029688","0.142308635996549"
"Not paid","1999","35-65 y.","West Germany","358","0.195834867974906","0.178386018888372","0.21328371706144"
"Not paid","1999","35-65 y.","East Germany","201","0.208276456735311","0.182787465184234","0.233765448286388"
"Not paid","1999","66 and older","West Germany","1","","",""
"Not paid","1999","66 and older","East Germany","","","",""
"Acclaimed","2000","16-34 y.","West Germany","1025","0.484722477375245","0.463776970330754","0.505667984419736"
"Acclaimed","2000","16-34 y.","East Germany","346","0.507554536154738","0.470332347912149","0.544776724397326"
"Acclaimed","2000","35-65 y.","West Germany","1849","0.465141179399866","0.449674336467784","0.480608022331947"
"Acclaimed","2000","35-65 y.","East Germany","677","0.471780799007214","0.445659397284996","0.497902200729432"
"Acclaimed","2000","66 and older","West Germany","3","","",""
"Acclaimed","2000","66 and older","East Germany","","","",""
"Partly, partly","2000","16-34 y.","West Germany","473","0.210465975854001","0.193381562392408","0.227550389315594"
"Partly, partly","2000","16-34 y.","East Germany","151","0.229972722845227","0.198641835704584","0.261303609985869"
"Partly, partly","2000","35-65 y.","West Germany","795","0.197523759806652","0.185178067114595","0.20986945249871"
"Partly, partly","2000","35-65 y.","East Germany","283","0.221215582637122","0.199496786941843","0.242934378332401"
"Partly, partly","2000","66 and older","West Germany","","","",""
"Partly, partly","2000","66 and older","East Germany","","","",""
"Paid","2000","16-34 y.","West Germany","374","0.163113865817027","0.147629182565634","0.17859854906842"
"Paid","2000","16-34 y.","East Germany","98","0.1428178963683","0.116767799819955","0.168867992916645"
"Paid","2000","35-65 y.","West Germany","658","0.163035774928007","0.151581051630477","0.174490498225538"
"Paid","2000","35-65 y.","East Germany","177","0.12561531077347","0.108273604891225","0.142957016655716"
"Paid","2000","66 and older","West Germany","","","",""
"Paid","2000","66 and older","East Germany","1","","",""
"Not paid","2000","16-34 y.","West Germany","315","0.141697680953727","0.127081792706126","0.156313569201327"
"Not paid","2000","16-34 y.","East Germany","98","0.119654844631736","0.0954906065175475","0.143819082745924"
"Not paid","2000","35-65 y.","West Germany","693","0.174299285865475","0.162535453337992","0.186063118392957"
"Not paid","2000","35-65 y.","East Germany","266","0.181388307582194","0.161224949093893","0.201551666070494"
"Not paid","2000","66 and older","West Germany","4","","",""
"Not paid","2000","66 and older","East Germany","","","",""
"Acclaimed","2001","16-34 y.","West Germany","861","0.448759435636544","0.426604382526275","0.470914488746812"
"Acclaimed","2001","16-34 y.","East Germany","295","0.441863855235285","0.403509077517093","0.480218632953478"
"Acclaimed","2001","35-65 y.","West Germany","1693","0.454616505352936","0.438813803679501","0.47041920702637"
"Acclaimed","2001","35-65 y.","East Germany","673","0.499198129408284","0.472486830521691","0.525909428294877"
"Acclaimed","2001","66 and older","West Germany","3","","",""
"Acclaimed","2001","66 and older","East Germany","1","","",""
"Partly, partly","2001","16-34 y.","West Germany","455","0.241304419491612","0.222244905168195","0.260363933815029"
"Partly, partly","2001","16-34 y.","East Germany","161","0.273572175950809","0.23914214961272","0.308002202288897"
"Partly, partly","2001","35-65 y.","West Germany","808","0.205228691018987","0.19241135190912","0.218046030128854"
"Partly, partly","2001","35-65 y.","East Germany","283","0.211970492873352","0.190136432557593","0.23380455318911"
"Partly, partly","2001","66 and older","West Germany","1","","",""
"Partly, partly","2001","66 and older","East Germany","","","",""
"Paid","2001","16-34 y.","West Germany","342","0.17145699978315","0.154667778590137","0.188246220976163"
"Paid","2001","16-34 y.","East Germany","92","0.152055883027952","0.124323295851891","0.179788470204012"
"Paid","2001","35-65 y.","West Germany","631","0.163111963397688","0.151386383395026","0.174837543400351"
"Paid","2001","35-65 y.","East Germany","170","0.134027757079914","0.115827608984196","0.152227905175631"
"Paid","2001","66 and older","West Germany","2","","",""
"Paid","2001","66 and older","East Germany","","","",""
"Not paid","2001","16-34 y.","West Germany","278","0.138479145088694","0.1230933303471","0.153864959830288"
"Not paid","2001","16-34 y.","East Germany","96","0.132508085785955","0.106322694664739","0.15869347690717"
"Not paid","2001","35-65 y.","West Germany","682","0.177042840230389","0.164928896702895","0.189156783757883"
"Not paid","2001","35-65 y.","East Germany","220","0.154803620638451","0.135479713933766","0.174127527343135"
"Not paid","2001","66 and older","West Germany","2","","",""
"Not paid","2001","66 and older","East Germany","1","","",""
"Acclaimed","2002","16-34 y.","West Germany","803","0.448306918155134","0.425268213096899","0.471345623213369"
"Acclaimed","2002","16-34 y.","East Germany","299","0.496376396703644","0.456469492915258","0.53628330049203"
"Acclaimed","2002","35-65 y.","West Germany","1858","0.484342954818484","0.469257626687894","0.499428282949074"
"Acclaimed","2002","35-65 y.","East Germany","671","0.515328219906055","0.488806191522184","0.541850248289927"
"Acclaimed","2002","66 and older","West Germany","2","","",""
"Acclaimed","2002","66 and older","East Germany","","","",""
"Partly, partly","2002","16-34 y.","West Germany","419","0.225655628201184","0.206290885381311","0.245020371021058"
"Partly, partly","2002","16-34 y.","East Germany","140","0.240714378037955","0.206591705465471","0.27483705061044"
"Partly, partly","2002","35-65 y.","West Germany","820","0.196143147363031","0.184157162662692","0.208129132063369"
"Partly, partly","2002","35-65 y.","East Germany","283","0.211499646825719","0.189827762438503","0.233171531212935"
"Partly, partly","2002","66 and older","West Germany","","","",""
"Partly, partly","2002","66 and older","East Germany","","","",""
"Paid","2002","16-34 y.","West Germany","275","0.154370294195358","0.1376326798563","0.171107908534417"
"Paid","2002","16-34 y.","East Germany","73","0.0967846450970289","0.0731859319132469","0.120383358280811"
"Paid","2002","35-65 y.","West Germany","514","0.134433528331588","0.124136739618864","0.144730317044312"
"Paid","2002","35-65 y.","East Germany","129","0.117415592164657","0.100331892902744","0.13449929142657"
"Paid","2002","66 and older","West Germany","","","",""
"Paid","2002","66 and older","East Germany","1","","",""
"Not paid","2002","16-34 y.","West Germany","293","0.171667159448323","0.154198176294404","0.189136142602242"
"Not paid","2002","16-34 y.","East Germany","91","0.166124580161371","0.136417705128109","0.195831455194634"
"Not paid","2002","35-65 y.","West Germany","1024","0.185080369486897","0.173357461434784","0.19680327753901"
"Not paid","2002","35-65 y.","East Germany","281","0.155756541103569","0.136512427801796","0.175000654405342"
"Not paid","2002","66 and older","West Germany","5","","",""
"Not paid","2002","66 and older","East Germany","1","","",""
"Acclaimed","2003","16-34 y.","West Germany","836","0.491332973719699","0.467727636951021","0.514938310488377"
"Acclaimed","2003","16-34 y.","East Germany","304","0.537735003188137","0.496441309123409","0.579028697252865"
"Acclaimed","2003","35-65 y.","West Germany","1818","0.498415479318734","0.482901276428205","0.513929682209262"
"Acclaimed","2003","35-65 y.","East Germany","669","0.557242865608639","0.530137312219538","0.584348418997739"
"Acclaimed","2003","66 and older","West Germany","1","","",""
"Acclaimed","2003","66 and older","East Germany","","","",""
"Partly, partly","2003","16-34 y.","West Germany","368","0.208708623502212","0.189519998060593","0.22789724894383"
"Partly, partly","2003","16-34 y.","East Germany","112","0.202761805996445","0.169462038496463","0.236061573496426"
"Partly, partly","2003","35-65 y.","West Germany","765","0.188823174755182","0.176679585808942","0.200966763701423"
"Partly, partly","2003","35-65 y.","East Germany","247","0.196380752477134","0.174702320763223","0.218059184191044"
"Partly, partly","2003","66 and older","West Germany","","","",""
"Partly, partly","2003","66 and older","East Germany","","","",""
"Paid","2003","16-34 y.","West Germany","247","0.142361138025413","0.125862298297317","0.158859977753508"
"Paid","2003","16-34 y.","East Germany","61","0.124691162116417","0.0973288639835453","0.152053460249289"
"Paid","2003","35-65 y.","West Germany","463","0.1323262896474","0.121812411719422","0.142840167575379"
"Paid","2003","35-65 y.","East Germany","130","0.104099389076057","0.0874343152224887","0.120764462929624"
"Paid","2003","66 and older","West Germany","1","","",""
"Paid","2003","66 and older","East Germany","","","",""
"Not paid","2003","16-34 y.","West Germany","272","0.157597264752677","0.140392859088463","0.17480167041689"
"Not paid","2003","16-34 y.","East Germany","83","0.134812028699001","0.10652589199091","0.163098165407092"
"Not paid","2003","35-65 y.","West Germany","944","0.180435056278684","0.168503041306791","0.192367071250577"
"Not paid","2003","35-65 y.","East Germany","244","0.142276992838171","0.123213867455788","0.161340118220554"
"Not paid","2003","66 and older","West Germany","6","","",""
"Not paid","2003","66 and older","East Germany","","","",""
"Acclaimed","2004","16-34 y.","West Germany","743","0.475602643460638","0.450788706676561","0.500416580244714"
"Acclaimed","2004","16-34 y.","East Germany","268","0.464122108126107","0.421624028762308","0.506620187489905"
"Acclaimed","2004","35-65 y.","West Germany","1822","0.495406609328774","0.479771028159431","0.511042190498116"
"Acclaimed","2004","35-65 y.","East Germany","659","0.545117579630988","0.51781665634331","0.572418502918665"
"Acclaimed","2004","66 and older","West Germany","1","","",""
"Acclaimed","2004","66 and older","East Germany","","","",""
"Partly, partly","2004","16-34 y.","West Germany","338","0.209017462609868","0.188814361927885","0.22922056329185"
"Partly, partly","2004","16-34 y.","East Germany","124","0.233715501752591","0.197652735702424","0.269778267802759"
"Partly, partly","2004","35-65 y.","West Germany","666","0.172055192484759","0.160252069380229","0.18385831558929"
"Partly, partly","2004","35-65 y.","East Germany","265","0.2190843121897","0.196407062701147","0.241761561678252"
"Partly, partly","2004","66 and older","West Germany","","","",""
"Partly, partly","2004","66 and older","East Germany","","","",""
"Paid","2004","16-34 y.","West Germany","204","0.131422176002775","0.114634831997975","0.148209520007575"
"Paid","2004","16-34 y.","East Germany","53","0.0963744277664492","0.0712268929793241","0.121521962553574"
"Paid","2004","35-65 y.","West Germany","427","0.127920123169273","0.117475087712838","0.138365158625707"
"Paid","2004","35-65 y.","East Germany","121","0.101005702599966","0.0844847882556949","0.117526616944238"
"Paid","2004","66 and older","West Germany","2","","",""
"Paid","2004","66 and older","East Germany","2","","",""
"Not paid","2004","16-34 y.","West Germany","271","0.183957717926719","0.164706481298901","0.203208954554538"
"Not paid","2004","16-34 y.","East Germany","84","0.205787962354853","0.171337229007191","0.240238695702514"
"Not paid","2004","35-65 y.","West Germany","1013","0.204618075017194","0.192002059702821","0.217234090331567"
"Not paid","2004","35-65 y.","East Germany","233","0.134792405579346","0.116069401257635","0.153515409901058"
"Not paid","2004","66 and older","West Germany","5","","",""
"Not paid","2004","66 and older","East Germany","","","",""
"Acclaimed","2005","16-34 y.","West Germany","724","0.486611347627174","0.46089385443771","0.512328840816639"
"Acclaimed","2005","16-34 y.","East Germany","251","0.479417901873483","0.435803034019023","0.523032769727943"
"Acclaimed","2005","35-65 y.","West Germany","1794","0.506743457430389","0.490528597220346","0.522958317640432"
"Acclaimed","2005","35-65 y.","East Germany","622","0.555412096067363","0.527095424289743","0.583728767844983"
"Acclaimed","2005","66 and older","West Germany","1","","",""
"Acclaimed","2005","66 and older","East Germany","","","",""
"Partly, partly","2005","16-34 y.","West Germany","320","0.234252889800502","0.212460766542582","0.256045013058423"
"Partly, partly","2005","16-34 y.","East Germany","119","0.211734587460574","0.176067720498224","0.247401454422923"
"Partly, partly","2005","35-65 y.","West Germany","672","0.192583973728929","0.179794830208126","0.205373117249731"
"Partly, partly","2005","35-65 y.","East Germany","230","0.204912650097361","0.181911607325042","0.22791369286968"
"Partly, partly","2005","66 and older","West Germany","","","",""
"Partly, partly","2005","66 and older","East Germany","","","",""
"Paid","2005","16-34 y.","West Germany","158","0.102967789292493","0.0873302253662637","0.118605353218723"
"Paid","2005","16-34 y.","East Germany","61","0.144792209334603","0.114070792249119","0.175513626420086"
"Paid","2005","35-65 y.","West Germany","364","0.111432952150219","0.101227444173207","0.121638460127231"
"Paid","2005","35-65 y.","East Germany","103","0.106714578129968","0.0891206538768179","0.124308502383118"
"Paid","2005","66 and older","West Germany","3","","",""
"Paid","2005","66 and older","East Germany","","","",""
"Not paid","2005","16-34 y.","West Germany","249","0.17616797327983","0.156566117053205","0.195769829506454"
"Not paid","2005","16-34 y.","East Germany","73","0.164055301331341","0.131724480472979","0.196386122189704"
"Not paid","2005","35-65 y.","West Germany","822","0.189239616690463","0.176535777253136","0.20194345612779"
"Not paid","2005","35-65 y.","East Germany","228","0.132960675705308","0.113612646998805","0.152308704411811"
"Not paid","2005","66 and older","West Germany","6","","",""
"Not paid","2005","66 and older","East Germany","","","",""
"Acclaimed","2006","16-34 y.","West Germany","731","0.484108709772746","0.458927350286058","0.509290069259434"
"Acclaimed","2006","16-34 y.","East Germany","253","0.46482755550867","0.42106621439184","0.508588896625501"
"Acclaimed","2006","35-65 y.","West Germany","2057","0.497147355843401","0.481948145867792","0.512346565819009"
"Acclaimed","2006","35-65 y.","East Germany","691","0.51833746262857","0.491382492230534","0.545292433026606"
"Acclaimed","2006","66 and older","West Germany","5","","",""
"Acclaimed","2006","66 and older","East Germany","","","",""
"Partly, partly","2006","16-34 y.","West Germany","303","0.201237847173714","0.181035948070145","0.221439746277283"
"Partly, partly","2006","16-34 y.","East Germany","109","0.225890378125366","0.189200360768503","0.262580395482229"
"Partly, partly","2006","35-65 y.","West Germany","721","0.175760377920247","0.16419005948966","0.187330696350834"
"Partly, partly","2006","35-65 y.","East Germany","256","0.219081442664449","0.196767989114511","0.241394896214386"
"Partly, partly","2006","66 and older","West Germany","","","",""
"Partly, partly","2006","66 and older","East Germany","2","","",""
"Paid","2006","16-34 y.","West Germany","182","0.128709198004166","0.111835316935478","0.145583079072854"
"Paid","2006","16-34 y.","East Germany","46","0.115370505442063","0.0873403230686497","0.143400687815475"
"Paid","2006","35-65 y.","West Germany","425","0.119223911665903","0.109373088569618","0.129074734762188"
"Paid","2006","35-65 y.","East Germany","104","0.0963498711313938","0.0804319315514288","0.112267810711359"
"Paid","2006","66 and older","West Germany","6","","",""
"Paid","2006","66 and older","East Germany","","","",""
"Not paid","2006","16-34 y.","West Germany","297","0.185944245049374","0.166340137644107","0.205548352454641"
"Not paid","2006","16-34 y.","East Germany","91","0.193911560923901","0.15922262200631","0.228600499841492"
"Not paid","2006","35-65 y.","West Germany","954","0.207868354570449","0.195533019534652","0.220203689606247"
"Not paid","2006","35-65 y.","East Germany","269","0.166231223575588","0.14614768476484","0.186314762386335"
"Not paid","2006","66 and older","West Germany","6","","",""
"Not paid","2006","66 and older","East Germany","2","","",""
"Acclaimed","2007","16-34 y.","West Germany","678","0.462929968612301","0.436545755679633","0.489314181544969"
"Acclaimed","2007","16-34 y.","East Germany","241","0.488487490370798","0.444046389423108","0.532928591318487"
"Acclaimed","2007","35-65 y.","West Germany","1842","0.498379783430998","0.482459400389525","0.514300166472471"
"Acclaimed","2007","35-65 y.","East Germany","687","0.52917756399974","0.501917966067392","0.556437161932089"
"Acclaimed","2007","66 and older","West Germany","6","","",""
"Acclaimed","2007","66 and older","East Germany","","","",""
"Partly, partly","2007","16-34 y.","West Germany","283","0.227123501235785","0.20495393870031","0.24929306377126"
"Partly, partly","2007","16-34 y.","East Germany","127","0.267063918697397","0.227729692046925","0.306398145347869"
"Partly, partly","2007","35-65 y.","West Germany","720","0.198807710274052","0.186099898289251","0.211515522258852"
"Partly, partly","2007","35-65 y.","East Germany","240","0.235658563155245","0.212480588992386","0.258836537318103"
"Partly, partly","2007","66 and older","West Germany","2","","",""
"Partly, partly","2007","66 and older","East Germany","","","",""
"Paid","2007","16-34 y.","West Germany","148","0.112639117948552","0.0959102791751446","0.12936795672196"
"Paid","2007","16-34 y.","East Germany","38","0.0753878315849015","0.0519152755459709","0.0988603876238321"
"Paid","2007","35-65 y.","West Germany","349","0.102536664047884","0.092877629086423","0.112195699009345"
"Paid","2007","35-65 y.","East Germany","100","0.0830603611615362","0.0679888277440545","0.0981318945790179"
"Paid","2007","66 and older","West Germany","1","","",""
"Paid","2007","66 and older","East Germany","1","","",""
"Not paid","2007","16-34 y.","West Germany","263","0.197307412203362","0.176249400536817","0.218365423869907"
"Not paid","2007","16-34 y.","East Germany","80","0.169060759346904","0.135738380438987","0.20238313825482"
"Not paid","2007","35-65 y.","West Germany","878","0.200275842247066","0.187532886368703","0.21301879812543"
"Not paid","2007","35-65 y.","East Germany","261","0.152103511683479","0.132491091088818","0.171715932278139"
"Not paid","2007","66 and older","West Germany","10","","",""
"Not paid","2007","66 and older","East Germany","3","","",""
"Acclaimed","2008","16-34 y.","West Germany","656","0.485095296227495","0.458464990395076","0.511725602059913"
"Acclaimed","2008","16-34 y.","East Germany","254","0.510239878574629","0.465978089909176","0.554501667240081"
"Acclaimed","2008","35-65 y.","West Germany","1790","0.483765923958514","0.467809571711561","0.499722276205466"
"Acclaimed","2008","35-65 y.","East Germany","622","0.511963312637361","0.484107944867374","0.539818680407348"
"Acclaimed","2008","66 and older","West Germany","5","","",""
"Acclaimed","2008","66 and older","East Germany","1","","",""
"Partly, partly","2008","16-34 y.","West Germany","286","0.208395746523084","0.186753732329167","0.230037760717"
"Partly, partly","2008","16-34 y.","East Germany","107","0.256466784149337","0.217801981184337","0.295131587114337"
"Partly, partly","2008","35-65 y.","West Germany","718","0.208051558120323","0.195090914032781","0.221012202207864"
"Partly, partly","2008","35-65 y.","East Germany","257","0.245775626580679","0.221782716375681","0.269768536785677"
"Partly, partly","2008","66 and older","West Germany","","","",""
"Partly, partly","2008","66 and older","East Germany","1","","",""
"Paid","2008","16-34 y.","West Germany","161","0.113085854462462","0.0962108410983348","0.129960867826589"
"Paid","2008","16-34 y.","East Germany","45","0.0740490767573336","0.0508642497599347","0.0972339037547325"
"Paid","2008","35-65 y.","West Germany","366","0.108274716525123","0.0983533450232458","0.118196088027"
"Paid","2008","35-65 y.","East Germany","116","0.0964942271657824","0.0800399286080773","0.112948525723487"
"Paid","2008","66 and older","West Germany","4","","",""
"Paid","2008","66 and older","East Germany","1","","",""
"Not paid","2008","16-34 y.","West Germany","250","0.19342310278696","0.172376778648911","0.214469426925009"
"Not paid","2008","16-34 y.","East Germany","84","0.159244260518701","0.126846360144035","0.191642160893366"
"Not paid","2008","35-65 y.","West Germany","894","0.199907801396041","0.187138194345796","0.212677408446285"
"Not paid","2008","35-65 y.","East Germany","242","0.145766833616178","0.126102428358751","0.165431238873605"
"Not paid","2008","66 and older","West Germany","8","","",""
"Not paid","2008","66 and older","East Germany","","","",""
"Acclaimed","2009","16-34 y.","West Germany","572","0.448743580031078","0.420673064325687","0.476814095736469"
"Acclaimed","2009","16-34 y.","East Germany","218","0.5128362893004","0.464862181906446","0.560810396694354"
"Acclaimed","2009","35-65 y.","West Germany","1591","0.487342194054037","0.470278019543902","0.504406368564173"
"Acclaimed","2009","35-65 y.","East Germany","597","0.552781974904377","0.524032847799273","0.581531102009481"
"Acclaimed","2009","66 and older","West Germany","1","","",""
"Acclaimed","2009","66 and older","East Germany","2","","",""
"Partly, partly","2009","16-34 y.","West Germany","258","0.231844253199754","0.208026694359654","0.255661812039854"
"Partly, partly","2009","16-34 y.","East Germany","108","0.276925209246037","0.233976222728201","0.319874195763873"
"Partly, partly","2009","35-65 y.","West Germany","627","0.206979417057314","0.193148203115894","0.220810630998734"
"Partly, partly","2009","35-65 y.","East Germany","232","0.244523494037594","0.219671636541647","0.26937535153354"
"Partly, partly","2009","66 and older","West Germany","2","","",""
"Partly, partly","2009","66 and older","East Germany","","","",""
"Paid","2009","16-34 y.","West Germany","134","0.114231483322242","0.0962788787481023","0.132184087896382"
"Paid","2009","16-34 y.","East Germany","38","0.0633557532863044","0.0399748961670596","0.0867366104055491"
"Paid","2009","35-65 y.","West Germany","307","0.109590779739676","0.0989263822929626","0.120255177186389"
"Paid","2009","35-65 y.","East Germany","104","0.0723931817536449","0.0574094884460153","0.0873768750612745"
"Paid","2009","66 and older","West Germany","7","","",""
"Paid","2009","66 and older","East Germany","1","","",""
"Not paid","2009","16-34 y.","West Germany","242","0.205180683446926","0.182388975049741","0.227972391844112"
"Not paid","2009","16-34 y.","East Germany","53","0.146882748167258","0.112906938074312","0.180858558260205"
"Not paid","2009","35-65 y.","West Germany","771","0.196087609148972","0.182533095898914","0.209642122399031"
"Not paid","2009","35-65 y.","East Germany","216","0.130301349304385","0.110836684408177","0.149766014200592"
"Not paid","2009","66 and older","West Germany","7","","",""
"Not paid","2009","66 and older","East Germany","1","","",""
"Acclaimed","2010","16-34 y.","West Germany","885","0.509018954991444","0.485794933199752","0.532242976783135"
"Acclaimed","2010","16-34 y.","East Germany","292","0.530726735372252","0.489900387301711","0.571553083442792"
"Acclaimed","2010","35-65 y.","West Germany","2362","0.51280654952537","0.498527362097276","0.527085736953464"
"Acclaimed","2010","35-65 y.","East Germany","724","0.569025903220744","0.542658336969045","0.595393469472444"
"Acclaimed","2010","66 and older","West Germany","5","","",""
"Acclaimed","2010","66 and older","East Germany","1","","",""
"Partly, partly","2010","16-34 y.","West Germany","357","0.220204017597123","0.20095355342866","0.239454481765586"
"Partly, partly","2010","16-34 y.","East Germany","134","0.211815711314378","0.178389656819914","0.245241765808842"
"Partly, partly","2010","35-65 y.","West Germany","830","0.170498082009219","0.159754615407991","0.181241548610448"
"Partly, partly","2010","35-65 y.","East Germany","255","0.205078979107823","0.183580833124344","0.226577125091303"
"Partly, partly","2010","66 and older","West Germany","3","","",""
"Partly, partly","2010","66 and older","East Germany","","","",""
"Paid","2010","16-34 y.","West Germany","230","0.100039943049308","0.086100788766028","0.113979097332588"
"Paid","2010","16-34 y.","East Germany","62","0.0853044262808815","0.0624528471521994","0.108156005409564"
"Paid","2010","35-65 y.","West Germany","532","0.117367290318631","0.108172548482594","0.126562032154667"
"Paid","2010","35-65 y.","East Germany","135","0.0786687532085093","0.064334090542534","0.0930034158744846"
"Paid","2010","66 and older","West Germany","4","","",""
"Paid","2010","66 and older","East Germany","2","","",""
"Not paid","2010","16-34 y.","West Germany","308","0.170737084362125","0.153256814121994","0.188217354602256"
"Not paid","2010","16-34 y.","East Germany","86","0.172153127032489","0.141269762403753","0.203036491661224"
"Not paid","2010","35-65 y.","West Germany","983","0.199328078146779","0.187915401017577","0.210740755275982"
"Not paid","2010","35-65 y.","East Germany","241","0.147226364462923","0.128360004342181","0.166092724583665"
"Not paid","2010","66 and older","West Germany","12","","",""
"Not paid","2010","66 and older","East Germany","1","","",""
"Acclaimed","2011","16-34 y.","West Germany","950","0.511930378815525","0.489675894043433","0.534184863587616"
"Acclaimed","2011","16-34 y.","East Germany","301","0.505061878709255","0.465353039439233","0.544770717979277"
"Acclaimed","2011","35-65 y.","West Germany","2861","0.474435404009282","0.461712129353141","0.487158678665423"
"Acclaimed","2011","35-65 y.","East Germany","899","0.556121077129193","0.532249101115467","0.579993053142919"
"Acclaimed","2011","66 and older","West Germany","7","","",""
"Acclaimed","2011","66 and older","East Germany","","","",""
"Partly, partly","2011","16-34 y.","West Germany","403","0.200851956971189","0.183014913999354","0.218688999943024"
"Partly, partly","2011","16-34 y.","East Germany","136","0.214818993855392","0.182200742397817","0.247437245312968"
"Partly, partly","2011","35-65 y.","West Germany","1103","0.193899135370544","0.183825645916294","0.203972624824793"
"Partly, partly","2011","35-65 y.","East Germany","288","0.185146388966363","0.166483930665879","0.203808847266847"
"Partly, partly","2011","66 and older","West Germany","3","","",""
"Partly, partly","2011","66 and older","East Germany","","","",""
"Paid","2011","16-34 y.","West Germany","286","0.121801607615061","0.107240512667461","0.136362702562662"
"Paid","2011","16-34 y.","East Germany","78","0.0959558277898935","0.0725636881218779","0.119347967457909"
"Paid","2011","35-65 y.","West Germany","699","0.12609035839706","0.117632283795523","0.134548432998598"
"Paid","2011","35-65 y.","East Germany","173","0.100320817944711","0.085886017047693","0.114755618841728"
"Paid","2011","66 and older","West Germany","5","","",""
"Paid","2011","66 and older","East Germany","1","","",""
"Not paid","2011","16-34 y.","West Germany","299","0.165416056598225","0.148873788737734","0.181958324458717"
"Not paid","2011","16-34 y.","East Germany","94","0.184163299645459","0.153378055116883","0.214948544174035"
"Not paid","2011","35-65 y.","West Germany","1254","0.205575102223114","0.195278143134993","0.215872061311235"
"Not paid","2011","35-65 y.","East Germany","304","0.158411715959733","0.140868269341971","0.175955162577495"
"Not paid","2011","66 and older","West Germany","9","","",""
"Not paid","2011","66 and older","East Germany","1","","",""
"Acclaimed","2012","16-34 y.","West Germany","932","0.506660701266309","0.484203993626869","0.529117408905748"
"Acclaimed","2012","16-34 y.","East Germany","290","0.541696269649681","0.500611724272237","0.582780815027126"
"Acclaimed","2012","35-65 y.","West Germany","3128","0.498028145141809","0.485556280019637","0.510500010263982"
"Acclaimed","2012","35-65 y.","East Germany","941","0.566119383982876","0.542539247926952","0.589699520038799"
"Acclaimed","2012","66 and older","West Germany","10","","",""
"Acclaimed","2012","66 and older","East Germany","","","",""
"Partly, partly","2012","16-34 y.","West Germany","398","0.212588200843828","0.194210754798304","0.230965646889352"
"Partly, partly","2012","16-34 y.","East Germany","144","0.227532036208565","0.192963150369051","0.262100922048079"
"Partly, partly","2012","35-65 y.","West Germany","1167","0.204323722966877","0.194266168805655","0.214381277128098"
"Partly, partly","2012","35-65 y.","East Germany","348","0.207481971672839","0.188188875541714","0.226775067803965"
"Partly, partly","2012","66 and older","West Germany","5","","",""
"Partly, partly","2012","66 and older","East Germany","","","",""
"Paid","2012","16-34 y.","West Germany","286","0.126053855074984","0.111145318312966","0.140962391837002"
"Paid","2012","16-34 y.","East Germany","55","0.074784007014009","0.0530944941313924","0.0964735198966257"
"Paid","2012","35-65 y.","West Germany","695","0.117838988384239","0.109796633911902","0.125881342856576"
"Paid","2012","35-65 y.","East Germany","162","0.0924690271327403","0.0786862719504486","0.106251782315032"
"Paid","2012","66 and older","West Germany","14","","",""
"Paid","2012","66 and older","East Germany","","","",""
"Not paid","2012","16-34 y.","West Germany","288","0.154697242814879","0.138454399744258","0.1709400858855"
"Not paid","2012","16-34 y.","East Germany","76","0.155987687127745","0.126068938999447","0.185906435256043"
"Not paid","2012","35-65 y.","West Germany","1184","0.179809143507075","0.170229968088494","0.189388318925656"
"Not paid","2012","35-65 y.","East Germany","246","0.133929617211545","0.117725623079643","0.150133611343446"
"Not paid","2012","66 and older","West Germany","15","","",""
"Not paid","2012","66 and older","East Germany","1","","",""
"Acclaimed","2013","16-34 y.","West Germany","1141","0.503349531740743","0.483078353425615","0.523620710055871"
"Acclaimed","2013","16-34 y.","East Germany","272","0.487032717864809","0.444599263455338","0.52946617227428"
"Acclaimed","2013","35-65 y.","West Germany","3273","0.501579531855353","0.489438412787337","0.513720650923369"
"Acclaimed","2013","35-65 y.","East Germany","906","0.569389405677039","0.545388023135676","0.593390788218401"
"Acclaimed","2013","66 and older","West Germany","12","","",""
"Acclaimed","2013","66 and older","East Germany","","","",""
"Partly, partly","2013","16-34 y.","West Germany","532","0.224116431918276","0.207209925964146","0.241022937872407"
"Partly, partly","2013","16-34 y.","East Germany","122","0.260764624787498","0.223491123116018","0.298038126458978"
"Partly, partly","2013","35-65 y.","West Germany","1258","0.201827066725131","0.192081006665098","0.211573126785165"
"Partly, partly","2013","35-65 y.","East Germany","296","0.190051360025996","0.171033859204986","0.209068860847006"
"Partly, partly","2013","66 and older","West Germany","1","","",""
"Partly, partly","2013","66 and older","East Germany","1","","",""
"Paid","2013","16-34 y.","West Germany","335","0.122845858017315","0.109537117640021","0.136154598394609"
"Paid","2013","16-34 y.","East Germany","67","0.113390343350447","0.0864725936604975","0.140308093040397"
"Paid","2013","35-65 y.","West Germany","827","0.1135050041813","0.105802418646805","0.121207589715796"
"Paid","2013","35-65 y.","East Germany","171","0.0984845615212954","0.0840414796003851","0.112927643442206"
"Paid","2013","66 and older","West Germany","5","","",""
