"plb0195_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Paid","1984","66 and older","indirect migration background","","","",""
"Not paid","1984","16-34 y.","no migration background","250","0.189320577564852","0.168399320383121","0.210241834746583"
"Not paid","1984","16-34 y.","direct migration background","39","0.0982762338078232","0.0696008703649528","0.126951597250694"
"Not paid","1984","16-34 y.","indirect migration background","6","","",""
"Not paid","1984","35-65 y.","no migration background","570","0.306197734391115","0.285189068287368","0.327206400494863"
"Not paid","1984","35-65 y.","direct migration background","71","0.160649182469123","0.133619808179401","0.187678556758845"
"Not paid","1984","35-65 y.","indirect migration background","2","","",""
"Not paid","1984","66 and older","no migration background","11","","",""
"Not paid","1984","66 and older","direct migration background","","","",""
"Not paid","1984","66 and older","indirect migration background","1","","",""
"Acclaimed","1985","16-34 y.","no migration background","391","0.33120120005875","0.304415719655458","0.357986680462042"
"Acclaimed","1985","16-34 y.","direct migration background","43","0.15607971656112","0.116438762201333","0.195720670920906"
"Acclaimed","1985","16-34 y.","indirect migration background","4","","",""
"Acclaimed","1985","35-65 y.","no migration background","398","0.244957912104948","0.224294466260308","0.265621357949588"
"Acclaimed","1985","35-65 y.","direct migration background","66","0.209317725585329","0.17414787392847","0.244487577242188"
"Acclaimed","1985","35-65 y.","indirect migration background","2","","",""
"Acclaimed","1985","66 and older","no migration background","","","",""
"Acclaimed","1985","66 and older","direct migration background","","","",""
"Acclaimed","1985","66 and older","indirect migration background","","","",""
"Partly, partly","1985","16-34 y.","no migration background","154","0.131858929398621","0.112603390817186","0.151114467980056"
"Partly, partly","1985","16-34 y.","direct migration background","29","","",""
"Partly, partly","1985","16-34 y.","indirect migration background","3","","",""
"Partly, partly","1985","35-65 y.","no migration background","176","0.103752372450167","0.0891007925526794","0.118403952347654"
"Partly, partly","1985","35-65 y.","direct migration background","40","0.118762108120785","0.0907947101753396","0.14672950606623"
"Partly, partly","1985","35-65 y.","indirect migration background","1","","",""
"Partly, partly","1985","66 and older","no migration background","","","",""
"Partly, partly","1985","66 and older","direct migration background","","","",""
"Partly, partly","1985","66 and older","indirect migration background","","","",""
"Paid","1985","16-34 y.","no migration background","392","0.327702676295816","0.30098944454934","0.354415908042291"
"Paid","1985","16-34 y.","direct migration background","212","0.580688497849439","0.526792048538096","0.634584947160783"
"Paid","1985","16-34 y.","indirect migration background","9","","",""
"Paid","1985","35-65 y.","no migration background","512","0.308371587322555","0.286182214802023","0.330560959843087"
"Paid","1985","35-65 y.","direct migration background","365","0.546805117091824","0.503769769472113","0.589840464711535"
"Paid","1985","35-65 y.","indirect migration background","2","","",""
"Paid","1985","66 and older","no migration background","1","","",""
"Paid","1985","66 and older","direct migration background","","","",""
"Paid","1985","66 and older","indirect migration background","","","",""
"Not paid","1985","16-34 y.","no migration background","249","0.209237194246813","0.186087337536717","0.23238705095691"
"Not paid","1985","16-34 y.","direct migration background","38","0.149917341004753","0.110925237105763","0.188909444903742"
"Not paid","1985","16-34 y.","indirect migration background","4","","",""
"Not paid","1985","35-65 y.","no migration background","578","0.34291812812233","0.320110695787226","0.365725560457435"
"Not paid","1985","35-65 y.","direct migration background","43","0.125115049202063","0.0965130243204869","0.153717074083638"
"Not paid","1985","35-65 y.","indirect migration background","1","","",""
"Not paid","1985","66 and older","no migration background","7","","",""
"Not paid","1985","66 and older","direct migration background","","","",""
"Not paid","1985","66 and older","indirect migration background","1","","",""
"Acclaimed","1986","16-34 y.","no migration background","415","0.348192132014075","0.321170274256747","0.375213989771404"
"Acclaimed","1986","16-34 y.","direct migration background","41","0.13490591705747","0.0973583586912405","0.172453475423699"
"Acclaimed","1986","16-34 y.","indirect migration background","7","","",""
"Acclaimed","1986","35-65 y.","no migration background","416","0.29542254173468","0.271659466017902","0.319185617451459"
"Acclaimed","1986","35-65 y.","direct migration background","88","0.243619121119343","0.207776624877797","0.279461617360889"
"Acclaimed","1986","35-65 y.","indirect migration background","2","","",""
"Acclaimed","1986","66 and older","no migration background","","","",""
"Acclaimed","1986","66 and older","direct migration background","","","",""
"Acclaimed","1986","66 and older","indirect migration background","","","",""
"Partly, partly","1986","16-34 y.","no migration background","171","0.147559569136409","0.127442642282375","0.167676495990444"
"Partly, partly","1986","16-34 y.","direct migration background","28","","",""
"Partly, partly","1986","16-34 y.","indirect migration background","3","","",""
"Partly, partly","1986","35-65 y.","no migration background","145","0.101727574561401","0.0859826768539778","0.117472472268825"
"Partly, partly","1986","35-65 y.","direct migration background","46","0.086943645029392","0.0634180831303177","0.110469206928466"
"Partly, partly","1986","35-65 y.","indirect migration background","2","","",""
"Partly, partly","1986","66 and older","no migration background","","","",""
"Partly, partly","1986","66 and older","direct migration background","","","",""
"Partly, partly","1986","66 and older","indirect migration background","","","",""
"Paid","1986","16-34 y.","no migration background","413","0.343560313704679","0.316623585912019","0.370497041497339"
"Paid","1986","16-34 y.","direct migration background","213","0.618410837927285","0.565019464488105","0.671802211366465"
"Paid","1986","16-34 y.","indirect migration background","13","","",""
"Paid","1986","35-65 y.","no migration background","480","0.34572028766671","0.320948313169993","0.370492262163426"
"Paid","1986","35-65 y.","direct migration background","373","0.5325961076331","0.490936281985135","0.574255933281065"
"Paid","1986","35-65 y.","indirect migration background","4","","",""
"Paid","1986","66 and older","no migration background","2","","",""
"Paid","1986","66 and older","direct migration background","","","",""
"Paid","1986","66 and older","indirect migration background","","","",""
"Not paid","1986","16-34 y.","no migration background","195","0.160687985144836","0.13985750165724","0.181518468632433"
"Not paid","1986","16-34 y.","direct migration background","36","0.145239706596729","0.106513997191894","0.183965416001565"
"Not paid","1986","16-34 y.","indirect migration background","8","","",""
"Not paid","1986","35-65 y.","no migration background","375","0.257129596037209","0.234365572484215","0.279893619590203"
"Not paid","1986","35-65 y.","direct migration background","44","0.136841126218165","0.108144821103057","0.165537431333272"
"Not paid","1986","35-65 y.","indirect migration background","2","","",""
"Not paid","1986","66 and older","no migration background","1","","",""
"Not paid","1986","66 and older","direct migration background","","","",""
"Not paid","1986","66 and older","indirect migration background","","","",""
"Acclaimed","1987","16-34 y.","no migration background","","","",""
"Acclaimed","1987","16-34 y.","direct migration background","","","",""
"Acclaimed","1987","16-34 y.","indirect migration background","","","",""
"Acclaimed","1987","35-65 y.","no migration background","","","",""
"Acclaimed","1987","35-65 y.","direct migration background","","","",""
"Acclaimed","1987","35-65 y.","indirect migration background","","","",""
"Acclaimed","1987","66 and older","no migration background","","","",""
"Acclaimed","1987","66 and older","direct migration background","","","",""
"Acclaimed","1987","66 and older","indirect migration background","","","",""
"Partly, partly","1987","16-34 y.","no migration background","","","",""
"Partly, partly","1987","16-34 y.","direct migration background","","","",""
"Partly, partly","1987","16-34 y.","indirect migration background","","","",""
"Partly, partly","1987","35-65 y.","no migration background","","","",""
"Partly, partly","1987","35-65 y.","direct migration background","","","",""
"Partly, partly","1987","35-65 y.","indirect migration background","","","",""
"Partly, partly","1987","66 and older","no migration background","","","",""
"Partly, partly","1987","66 and older","direct migration background","","","",""
"Partly, partly","1987","66 and older","indirect migration background","","","",""
"Paid","1987","16-34 y.","no migration background","","","",""
"Paid","1987","16-34 y.","direct migration background","","","",""
"Paid","1987","16-34 y.","indirect migration background","","","",""
"Paid","1987","35-65 y.","no migration background","","","",""
"Paid","1987","35-65 y.","direct migration background","","","",""
"Paid","1987","35-65 y.","indirect migration background","","","",""
"Paid","1987","66 and older","no migration background","","","",""
"Paid","1987","66 and older","direct migration background","","","",""
"Paid","1987","66 and older","indirect migration background","","","",""
"Not paid","1987","16-34 y.","no migration background","","","",""
"Not paid","1987","16-34 y.","direct migration background","","","",""
"Not paid","1987","16-34 y.","indirect migration background","","","",""
"Not paid","1987","35-65 y.","no migration background","","","",""
"Not paid","1987","35-65 y.","direct migration background","","","",""
"Not paid","1987","35-65 y.","indirect migration background","","","",""
"Not paid","1987","66 and older","no migration background","","","",""
"Not paid","1987","66 and older","direct migration background","","","",""
"Not paid","1987","66 and older","indirect migration background","","","",""
"Acclaimed","1988","16-34 y.","no migration background","415","0.361871865075402","0.333866054666986","0.389877675483819"
"Acclaimed","1988","16-34 y.","direct migration background","58","0.204310665539449","0.162009467725265","0.246611863353634"
"Acclaimed","1988","16-34 y.","indirect migration background","17","","",""
"Acclaimed","1988","35-65 y.","no migration background","439","0.318372033834284","0.293891229530795","0.342852838137773"
"Acclaimed","1988","35-65 y.","direct migration background","84","0.246028759859584","0.209736017362226","0.282321502356941"
"Acclaimed","1988","35-65 y.","indirect migration background","6","","",""
"Acclaimed","1988","66 and older","no migration background","2","","",""
"Acclaimed","1988","66 and older","direct migration background","","","",""
"Acclaimed","1988","66 and older","indirect migration background","","","",""
"Partly, partly","1988","16-34 y.","no migration background","155","0.130810380603438","0.111158905355576","0.150461855851299"
"Partly, partly","1988","16-34 y.","direct migration background","29","","",""
"Partly, partly","1988","16-34 y.","indirect migration background","6","","",""
"Partly, partly","1988","35-65 y.","no migration background","175","0.130188096181291","0.11250400125325","0.147872191109332"
"Partly, partly","1988","35-65 y.","direct migration background","54","0.0798681119000564","0.0570246875089357","0.102711536291177"
"Partly, partly","1988","35-65 y.","indirect migration background","","","",""
"Partly, partly","1988","66 and older","no migration background","1","","",""
"Partly, partly","1988","66 and older","direct migration background","","","",""
"Partly, partly","1988","66 and older","indirect migration background","","","",""
"Paid","1988","16-34 y.","no migration background","366","0.32655927336324","0.299228778991451","0.353889767735029"
"Paid","1988","16-34 y.","direct migration background","227","0.555296819827494","0.503161374409024","0.607432265245964"
"Paid","1988","16-34 y.","indirect migration background","17","","",""
"Paid","1988","35-65 y.","no migration background","452","0.322197384751582","0.297639149709008","0.346755619794157"
"Paid","1988","35-65 y.","direct migration background","373","0.571558443070786","0.529859449307618","0.613257436833954"
"Paid","1988","35-65 y.","indirect migration background","3","","",""
"Paid","1988","66 and older","no migration background","","","",""
"Paid","1988","66 and older","direct migration background","","","",""
"Paid","1988","66 and older","indirect migration background","","","",""
"Not paid","1988","16-34 y.","no migration background","195","0.18075848095792","0.158331433238081","0.203185528677759"
"Not paid","1988","16-34 y.","direct migration background","35","0.137094926801717","0.10100985442568","0.173179999177755"
"Not paid","1988","16-34 y.","indirect migration background","2","","",""
"Not paid","1988","35-65 y.","no migration background","325","0.229242485232842","0.207152726936343","0.251332243529342"
"Not paid","1988","35-65 y.","direct migration background","30","0.102544685169574","0.0769816478873273","0.12810772245182"
"Not paid","1988","35-65 y.","indirect migration background","2","","",""
"Not paid","1988","66 and older","no migration background","2","","",""
"Not paid","1988","66 and older","direct migration background","","","",""
"Not paid","1988","66 and older","indirect migration background","","","",""
"Acclaimed","1989","16-34 y.","no migration background","426","0.347247684046033","0.320641081326111","0.373854286765956"
"Acclaimed","1989","16-34 y.","direct migration background","62","0.215893006724327","0.171965142172806","0.259820871275848"
"Acclaimed","1989","16-34 y.","indirect migration background","20","","",""
"Acclaimed","1989","35-65 y.","no migration background","442","0.314088308772523","0.290006112440705","0.33817050510434"
"Acclaimed","1989","35-65 y.","direct migration background","91","0.211540861402573","0.178502707628479","0.244579015176668"
"Acclaimed","1989","35-65 y.","indirect migration background","5","","",""
"Acclaimed","1989","66 and older","no migration background","1","","",""
"Acclaimed","1989","66 and older","direct migration background","","","",""
"Acclaimed","1989","66 and older","indirect migration background","","","",""
"Partly, partly","1989","16-34 y.","no migration background","196","0.156836621869048","0.136514214972766","0.177159028765329"
"Partly, partly","1989","16-34 y.","direct migration background","45","0.195786261223237","0.153420989994048","0.238151532452427"
"Partly, partly","1989","16-34 y.","indirect migration background","9","","",""
"Partly, partly","1989","35-65 y.","no migration background","195","0.134504750678847","0.116802142354938","0.152207359002755"
"Partly, partly","1989","35-65 y.","direct migration background","78","0.165099186693086","0.13506478745693","0.195133585929242"
"Partly, partly","1989","35-65 y.","indirect migration background","4","","",""
"Partly, partly","1989","66 and older","no migration background","","","",""
"Partly, partly","1989","66 and older","direct migration background","","","",""
"Partly, partly","1989","66 and older","indirect migration background","","","",""
"Paid","1989","16-34 y.","no migration background","433","0.354332737768402","0.327602331562608","0.381063143974195"
"Paid","1989","16-34 y.","direct migration background","211","0.539554062430288","0.486338341899537","0.592769782961039"
"Paid","1989","16-34 y.","indirect migration background","28","","",""
"Paid","1989","35-65 y.","no migration background","455","0.312253198993731","0.288209358282542","0.336297039704921"
"Paid","1989","35-65 y.","direct migration background","385","0.554907494326675","0.514703937553825","0.595111051099526"
"Paid","1989","35-65 y.","indirect migration background","3","","",""
"Paid","1989","66 and older","no migration background","2","","",""
"Paid","1989","66 and older","direct migration background","","","",""
"Paid","1989","66 and older","indirect migration background","","","",""
"Not paid","1989","16-34 y.","no migration background","175","0.141582956316517","0.122100209382497","0.161065703250538"
"Not paid","1989","16-34 y.","direct migration background","19","","",""
"Not paid","1989","16-34 y.","indirect migration background","5","","",""
"Not paid","1989","35-65 y.","no migration background","335","0.239153741554899","0.217021614792279","0.26128586831752"
"Not paid","1989","35-65 y.","direct migration background","33","0.0684524575776654","0.0480244469558679","0.0888804681994628"
"Not paid","1989","35-65 y.","indirect migration background","1","","",""
"Not paid","1989","66 and older","no migration background","4","","",""
"Not paid","1989","66 and older","direct migration background","","","",""
"Not paid","1989","66 and older","indirect migration background","","","",""
"Acclaimed","1990","16-34 y.","no migration background","445","0.358582466691205","0.331571448319429","0.385593485062981"
"Acclaimed","1990","16-34 y.","direct migration background","50","0.186038959694968","0.144368389055558","0.227709530334378"
"Acclaimed","1990","16-34 y.","indirect migration background","20","","",""
"Acclaimed","1990","35-65 y.","no migration background","472","0.339311407101293","0.314580252179067","0.364042562023519"
"Acclaimed","1990","35-65 y.","direct migration background","84","0.212774422142387","0.179175915765902","0.246372928518873"
"Acclaimed","1990","35-65 y.","indirect migration background","6","","",""
"Acclaimed","1990","66 and older","no migration background","","","",""
"Acclaimed","1990","66 and older","direct migration background","","","",""
"Acclaimed","1990","66 and older","indirect migration background","","","",""
"Partly, partly","1990","16-34 y.","no migration background","209","0.167651906735672","0.146612535220581","0.188691278250764"
"Partly, partly","1990","16-34 y.","direct migration background","41","0.129350705661676","0.0934145418034366","0.165286869519915"
"Partly, partly","1990","16-34 y.","indirect migration background","17","","",""
"Partly, partly","1990","35-65 y.","no migration background","190","0.131149055375448","0.11351703878321","0.148781071967686"
"Partly, partly","1990","35-65 y.","direct migration background","81","0.14995860119657","0.12064856247573","0.179268639917409"
"Partly, partly","1990","35-65 y.","indirect migration background","1","","",""
"Partly, partly","1990","66 and older","no migration background","","","",""
"Partly, partly","1990","66 and older","direct migration background","","","",""
"Partly, partly","1990","66 and older","indirect migration background","","","",""
"Paid","1990","16-34 y.","no migration background","415","0.341134724921932","0.314433124429317","0.367836325414548"
"Paid","1990","16-34 y.","direct migration background","223","0.624095738877642","0.572228883201171","0.675962594554113"
"Paid","1990","16-34 y.","indirect migration background","34","0.312112916648044","0.211823382679017","0.412402450617072"
"Paid","1990","35-65 y.","no migration background","443","0.314892216242319","0.29063130118667","0.339153131297968"
"Paid","1990","35-65 y.","direct migration background","374","0.548130922313599","0.507274613632225","0.588987230994973"
"Paid","1990","35-65 y.","indirect migration background","3","","",""
"Paid","1990","66 and older","no migration background","","","",""
"Paid","1990","66 and older","direct migration background","","","",""
"Paid","1990","66 and older","indirect migration background","","","",""
"Not paid","1990","16-34 y.","no migration background","142","0.13263090165119","0.113527955421765","0.151733847880615"
"Not paid","1990","16-34 y.","direct migration background","21","","",""
"Not paid","1990","16-34 y.","indirect migration background","11","","",""
"Not paid","1990","35-65 y.","no migration background","303","0.21464732128094","0.193201540376164","0.236093102185715"
"Not paid","1990","35-65 y.","direct migration background","31","0.0891360543474444","0.0657442284925402","0.112527880202349"
"Not paid","1990","35-65 y.","indirect migration background","2","","",""
"Not paid","1990","66 and older","no migration background","3","","",""
"Not paid","1990","66 and older","direct migration background","","","",""
"Not paid","1990","66 and older","indirect migration background","","","",""
"Acclaimed","1991","16-34 y.","no migration background","836","0.383459473392708","0.362411430952662","0.404507515832754"
"Acclaimed","1991","16-34 y.","direct migration background","74","0.227067822298329","0.183731768872564","0.270403875724094"
"Acclaimed","1991","16-34 y.","indirect migration background","36","0.396099897607192","0.303429480266415","0.488770314947968"
"Acclaimed","1991","35-65 y.","no migration background","937","0.349328739810773","0.33077694943885","0.367880530182696"
"Acclaimed","1991","35-65 y.","direct migration background","137","0.250086292435829","0.21722113143458","0.282951453437078"
"Acclaimed","1991","35-65 y.","indirect migration background","4","","",""
"Acclaimed","1991","66 and older","no migration background","2","","",""
"Acclaimed","1991","66 and older","direct migration background","","","",""
"Acclaimed","1991","66 and older","indirect migration background","","","",""
"Partly, partly","1991","16-34 y.","no migration background","326","0.161239636274358","0.145320261205498","0.177159011343218"
"Partly, partly","1991","16-34 y.","direct migration background","45","0.140782760296539","0.10480558221094","0.176759938382138"
"Partly, partly","1991","16-34 y.","indirect migration background","15","","",""
"Partly, partly","1991","35-65 y.","no migration background","348","0.133314051614723","0.12008719337887","0.146540909850576"
"Partly, partly","1991","35-65 y.","direct migration background","78","0.122340142782157","0.0974726051974367","0.147207680366878"
"Partly, partly","1991","35-65 y.","indirect migration background","5","","",""
"Partly, partly","1991","66 and older","no migration background","1","","",""
"Partly, partly","1991","66 and older","direct migration background","","","",""
"Partly, partly","1991","66 and older","indirect migration background","","","",""
"Paid","1991","16-34 y.","no migration background","681","0.341065667433752","0.320544066839559","0.361587268027945"
"Paid","1991","16-34 y.","direct migration background","218","0.544225956125487","0.492707209756038","0.595744702494936"
"Paid","1991","16-34 y.","indirect migration background","46","0.383793837301308","0.291649591584221","0.475938083018395"
"Paid","1991","35-65 y.","no migration background","733","0.30733955791479","0.289385720773349","0.325293395056231"
"Paid","1991","35-65 y.","direct migration background","419","0.550360392167636","0.51260829866618","0.588112485669091"
"Paid","1991","35-65 y.","indirect migration background","4","","",""
"Paid","1991","66 and older","no migration background","1","","",""
"Paid","1991","66 and older","direct migration background","","","",""
"Paid","1991","66 and older","indirect migration background","","","",""
"Not paid","1991","16-34 y.","no migration background","207","0.114235222899182","0.100465335770172","0.128005110028192"
"Not paid","1991","16-34 y.","direct migration background","22","","",""
"Not paid","1991","16-34 y.","indirect migration background","10","","",""
"Not paid","1991","35-65 y.","no migration background","519","0.210017650659714","0.19416782646708","0.225867474852348"
"Not paid","1991","35-65 y.","direct migration background","33","0.0772131726143782","0.0569558723236297","0.0974704729051266"
"Not paid","1991","35-65 y.","indirect migration background","2","","",""
"Not paid","1991","66 and older","no migration background","1","","",""
"Not paid","1991","66 and older","direct migration background","","","",""
"Not paid","1991","66 and older","indirect migration background","","","",""
"Acclaimed","1992","16-34 y.","no migration background","768","0.389096732541122","0.367345470902021","0.410847994180224"
"Acclaimed","1992","16-34 y.","direct migration background","76","0.218879020434249","0.174927910020595","0.262830130847902"
"Acclaimed","1992","16-34 y.","indirect migration background","30","0.343700230573736","0.251978864103503","0.435421597043968"
"Acclaimed","1992","35-65 y.","no migration background","850","0.345872893825969","0.326918081286836","0.364827706365103"
"Acclaimed","1992","35-65 y.","direct migration background","122","0.245824075329875","0.211197988969071","0.280450161690679"
"Acclaimed","1992","35-65 y.","indirect migration background","6","","",""
"Acclaimed","1992","66 and older","no migration background","","","",""
"Acclaimed","1992","66 and older","direct migration background","","","",""
"Acclaimed","1992","66 and older","indirect migration background","","","",""
"Partly, partly","1992","16-34 y.","no migration background","348","0.179219921666178","0.16210889841112","0.196330944921236"
"Partly, partly","1992","16-34 y.","direct migration background","48","0.260182767328263","0.213547967348836","0.30681756730769"
"Partly, partly","1992","16-34 y.","indirect migration background","13","","",""
"Partly, partly","1992","35-65 y.","no migration background","398","0.156908009089153","0.142413944422134","0.171402073756173"
"Partly, partly","1992","35-65 y.","direct migration background","85","0.146031759612126","0.117632998968491","0.17443052025576"
"Partly, partly","1992","35-65 y.","indirect migration background","1","","",""
"Partly, partly","1992","66 and older","no migration background","1","","",""
"Partly, partly","1992","66 and older","direct migration background","","","",""
"Partly, partly","1992","66 and older","indirect migration background","","","",""
"Paid","1992","16-34 y.","no migration background","606","0.319748482056691","0.298941531172076","0.340555432941307"
"Paid","1992","16-34 y.","direct migration background","195","0.458498033795417","0.405534446809031","0.511461620781804"
"Paid","1992","16-34 y.","indirect migration background","47","0.412415595907185","0.317348079397767","0.507483112416603"
"Paid","1992","35-65 y.","no migration background","681","0.29723306556202","0.279019944391344","0.315446186732697"
"Paid","1992","35-65 y.","direct migration background","349","0.500064680512827","0.459855532662125","0.54027382836353"
"Paid","1992","35-65 y.","indirect migration background","5","","",""
"Paid","1992","66 and older","no migration background","2","","",""
"Paid","1992","66 and older","direct migration background","","","",""
"Paid","1992","66 and older","indirect migration background","","","",""
"Not paid","1992","16-34 y.","no migration background","208","0.111934863736008","0.0978687367314969","0.12600099074052"
"Not paid","1992","16-34 y.","direct migration background","21","","",""
"Not paid","1992","16-34 y.","indirect migration background","13","","",""
"Not paid","1992","35-65 y.","no migration background","490","0.199986031522857","0.184046381815022","0.215925681230691"
"Not paid","1992","35-65 y.","direct migration background","38","0.108079484545172","0.0831111498319478","0.133047819258397"
"Not paid","1992","35-65 y.","indirect migration background","3","","",""
"Not paid","1992","66 and older","no migration background","1","","",""
"Not paid","1992","66 and older","direct migration background","","","",""
"Not paid","1992","66 and older","indirect migration background","","","",""
"Acclaimed","1993","16-34 y.","no migration background","735","0.382742412269205","0.360712447569563","0.404772376968846"
"Acclaimed","1993","16-34 y.","direct migration background","66","0.241371391743458","0.193813192516737","0.28892959097018"
"Acclaimed","1993","16-34 y.","indirect migration background","46","0.324779830874589","0.247756703615327","0.401802958133851"
"Acclaimed","1993","35-65 y.","no migration background","829","0.337924942860053","0.319024846543831","0.356825039176275"
"Acclaimed","1993","35-65 y.","direct migration background","123","0.280730670284533","0.242365821946066","0.319095518622999"
"Acclaimed","1993","35-65 y.","indirect migration background","5","","",""
"Acclaimed","1993","66 and older","no migration background","","","",""
"Acclaimed","1993","66 and older","direct migration background","","","",""
"Acclaimed","1993","66 and older","indirect migration background","","","",""
"Partly, partly","1993","16-34 y.","no migration background","351","0.179918394303885","0.162508601343871","0.1973281872639"
"Partly, partly","1993","16-34 y.","direct migration background","41","0.130564589237515","0.093119121304184","0.168010057170847"
"Partly, partly","1993","16-34 y.","indirect migration background","25","","",""
"Partly, partly","1993","35-65 y.","no migration background","393","0.156677444303143","0.142152971522554","0.171201917083733"
"Partly, partly","1993","35-65 y.","direct migration background","87","0.152831717821115","0.12211078670979","0.183552648932441"
"Partly, partly","1993","35-65 y.","indirect migration background","5","","",""
"Partly, partly","1993","66 and older","no migration background","","","",""
"Partly, partly","1993","66 and older","direct migration background","","","",""
"Partly, partly","1993","66 and older","indirect migration background","","","",""
"Paid","1993","16-34 y.","no migration background","566","0.311001360753322","0.29002077473683","0.331981946769814"
"Paid","1993","16-34 y.","direct migration background","177","0.454707062143998","0.399365848030785","0.510048276257212"
"Paid","1993","16-34 y.","indirect migration background","58","0.406194675552348","0.325416679358371","0.486972671746325"
"Paid","1993","35-65 y.","no migration background","678","0.292343496030568","0.274169172749962","0.310517819311175"
"Paid","1993","35-65 y.","direct migration background","280","0.460083463873269","0.417531029556245","0.502635898190293"
"Paid","1993","35-65 y.","indirect migration background","4","","",""
"Paid","1993","66 and older","no migration background","2","","",""
"Paid","1993","66 and older","direct migration background","1","","",""
"Paid","1993","66 and older","indirect migration background","","","",""
"Not paid","1993","16-34 y.","no migration background","218","0.126337832673588","0.111279885690639","0.141395779656536"
"Not paid","1993","16-34 y.","direct migration background","27","","",""
"Not paid","1993","16-34 y.","indirect migration background","13","","",""
"Not paid","1993","35-65 y.","no migration background","506","0.213054116806235","0.196692821677857","0.229415411934613"
"Not paid","1993","35-65 y.","direct migration background","37","0.106354148021083","0.0800331276201613","0.132675168422005"
"Not paid","1993","35-65 y.","indirect migration background","1","","",""
"Not paid","1993","66 and older","no migration background","2","","",""
"Not paid","1993","66 and older","direct migration background","","","",""
"Not paid","1993","66 and older","indirect migration background","","","",""
"Acclaimed","1994","16-34 y.","no migration background","740","0.404053329233271","0.381631955219902","0.42647470324664"
"Acclaimed","1994","16-34 y.","direct migration background","76","0.289553675773611","0.236045058671133","0.34306229287609"
"Acclaimed","1994","16-34 y.","indirect migration background","52","0.301982016842032","0.230842330483666","0.373121703200397"
"Acclaimed","1994","35-65 y.","no migration background","919","0.372820529526245","0.353530837908889","0.392110221143601"
"Acclaimed","1994","35-65 y.","direct migration background","134","0.282057969146361","0.24245560346259","0.321660334830133"
"Acclaimed","1994","35-65 y.","indirect migration background","5","","",""
"Acclaimed","1994","66 and older","no migration background","1","","",""
"Acclaimed","1994","66 and older","direct migration background","","","",""
"Acclaimed","1994","66 and older","indirect migration background","","","",""
"Partly, partly","1994","16-34 y.","no migration background","353","0.186822216811002","0.169012943764539","0.204631489857464"
"Partly, partly","1994","16-34 y.","direct migration background","40","0.157856049822829","0.114841306872754","0.200870792772904"
"Partly, partly","1994","16-34 y.","indirect migration background","28","","",""
"Partly, partly","1994","35-65 y.","no migration background","419","0.166039830332538","0.15119558056539","0.180884080099686"
"Partly, partly","1994","35-65 y.","direct migration background","63","0.131240851094947","0.101524774614631","0.160956927575264"
"Partly, partly","1994","35-65 y.","indirect migration background","3","","",""
"Partly, partly","1994","66 and older","no migration background","","","",""
"Partly, partly","1994","66 and older","direct migration background","","","",""
"Partly, partly","1994","66 and older","indirect migration background","","","",""
"Paid","1994","16-34 y.","no migration background","518","0.281762606845147","0.261207730723359","0.302317482966935"
"Paid","1994","16-34 y.","direct migration background","146","0.458941900415307","0.400153132799722","0.517730668030893"
"Paid","1994","16-34 y.","indirect migration background","57","0.38616789988279","0.310728020939422","0.461607778826157"
"Paid","1994","35-65 y.","no migration background","587","0.258508627891782","0.241043569965218","0.275973685818347"
