"plb0195_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Not paid","1990","Couple + C. GT 16 ","direct migration background","16","","","","4"
"Not paid","1990","Couple + C. GT 16 ","indirect migration background","7","","","","4"
"Not paid","1990","Couple + C. LE and GT 16","no migration background","30","0.191764211080854","0.130377782777915","0.253150639383794","4"
"Not paid","1990","Couple + C. LE and GT 16","direct migration background","2","","","","4"
"Not paid","1990","Couple + C. LE and GT 16","indirect migration background","1","","","","4"
"Paid","1990","1-pers.-HH","no migration background","76","0.271928566518817","0.21933941589785","0.324517717139784","3"
"Paid","1990","1-pers.-HH","direct migration background","33","0.423733994565072","0.305411084117072","0.542056905013073","3"
"Paid","1990","1-pers.-HH","indirect migration background","2","","","","3"
"Paid","1990","Couple + C. LE 16 ","indirect migration background","2","","","","3"
"Paid","1990","Couple + C. GT 16 ","no migration background","180","0.322318369321563","0.283984255998593","0.360652482644532","3"
"Paid","1990","Couple + C. GT 16 ","indirect migration background","21","","","","3"
"Paid","1990","Couple + C. LE and GT 16","no migration background","59","0.388942545182769","0.312926845577105","0.464958244788433","3"
"Paid","1990","Couple + C. LE and GT 16","direct migration background","101","0.727064665111971","0.653795655650453","0.800333674573489","3"
"Paid","1990","(Married) couple without C. ","no migration background","203","0.285244075532523","0.25191365978149","0.318574491283556","3"
"Paid","1990","(Married) couple without C. ","direct migration background","97","0.632296064789288","0.552708005824591","0.711884123753986","3"
"Paid","1990","(Married) couple without C. ","indirect migration background","4","","","","3"
"Paid","1990","Single parent ","no migration background","58","0.414788035550266","0.333465999523387","0.496110071577144","3"
"Paid","1990","Single parent ","direct migration background","19","","","","3"
"Paid","1990","Single parent ","indirect migration background","","","","","3"
"Paid","1990","Couple + C. LE 16 ","no migration background","238","0.355859513998709","0.319470787455009","0.392248240542409","3"
"Paid","1990","Couple + C. LE 16 ","direct migration background","182","0.57108014861043","0.511715340861709","0.63044495635915","3"
"Paid","1990","Couple + C. GT 16 ","direct migration background","99","0.519476528658007","0.443700799652916","0.595252257663097","3"
"Paid","1990","Couple + C. LE and GT 16","indirect migration background","5","","","","3"
"Partly, partly","1990","1-pers.-HH","no migration background","38","0.147393505220603","0.105495317721301","0.189291692719905","2"
"Partly, partly","1990","1-pers.-HH","direct migration background","10","","","","2"
"Partly, partly","1990","1-pers.-HH","indirect migration background","1","","","","2"
"Partly, partly","1990","(Married) couple without C. ","no migration background","100","0.133080169990767","0.108007552530259","0.158152787451274","2"
"Partly, partly","1990","Single parent ","no migration background","14","","","","2"
"Partly, partly","1990","Single parent ","direct migration background","2","","","","2"
"Partly, partly","1990","Couple + C. LE 16 ","direct migration background","33","0.184757758261436","0.138205887372866","0.231309629150006","2"
"Partly, partly","1990","(Married) couple without C. ","direct migration background","13","","","","2"
"Partly, partly","1990","(Married) couple without C. ","indirect migration background","5","","","","2"
"Partly, partly","1990","Single parent ","indirect migration background","1","","","","2"
"Partly, partly","1990","Couple + C. LE 16 ","no migration background","118","0.174601139728828","0.145748022654744","0.203454256802912","2"
"Partly, partly","1990","Couple + C. LE 16 ","indirect migration background","2","","","","2"
"Partly, partly","1990","Couple + C. GT 16 ","indirect migration background","4","","","","2"
"Partly, partly","1990","Couple + C. LE and GT 16","no migration background","24","","","","2"
"Partly, partly","1990","Couple + C. LE and GT 16","indirect migration background","3","","","","2"
"Partly, partly","1990","Couple + C. GT 16 ","no migration background","88","0.148017680488843","0.118890253306688","0.177145107670999","2"
"Partly, partly","1990","Couple + C. GT 16 ","direct migration background","28","","","","2"
"Partly, partly","1990","Couple + C. LE and GT 16","direct migration background","25","","","","2"
"Acclaimed","1991","1-pers.-HH","no migration background","151","0.369933104069418","0.320336455730129","0.419529752408706","1"
"Acclaimed","1991","1-pers.-HH","direct migration background","21","","","","1"
"Acclaimed","1991","1-pers.-HH","indirect migration background","2","","","","1"
"Acclaimed","1991","(Married) couple without C. ","no migration background","403","0.389066296027691","0.359058233145575","0.419074358909807","1"
"Acclaimed","1991","(Married) couple without C. ","direct migration background","39","0.233745146643192","0.168973626877252","0.298516666409132","1"
"Acclaimed","1991","(Married) couple without C. ","indirect migration background","5","","","","1"
"Acclaimed","1991","Single parent ","no migration background","83","0.371300444678865","0.308028906427138","0.434571982930593","1"
"Acclaimed","1991","Single parent ","direct migration background","13","","","","1"
"Acclaimed","1991","Single parent ","indirect migration background","4","","","","1"
"Acclaimed","1991","Couple + C. LE 16 ","no migration background","583","0.35733550915577","0.333035690528199","0.381635327783341","1"
"Acclaimed","1991","Couple + C. LE 16 ","direct migration background","55","0.188352338742643","0.14496729163241","0.231737385852875","1"
"Acclaimed","1991","Couple + C. LE 16 ","indirect migration background","4","","","","1"
"Acclaimed","1991","Couple + C. GT 16 ","no migration background","348","0.343383511239554","0.312979988514163","0.373787033964945","1"
"Acclaimed","1991","Couple + C. GT 16 ","direct migration background","35","0.276655984420689","0.212367364958193","0.340944603883184","1"
"Acclaimed","1991","Couple + C. GT 16 ","indirect migration background","17","","","","1"
"Acclaimed","1991","Couple + C. LE and GT 16","no migration background","131","0.32953718792507","0.279720528582488","0.379353847267652","1"
"Acclaimed","1991","Couple + C. LE and GT 16","direct migration background","26","","","","1"
"Acclaimed","1991","Couple + C. LE and GT 16","indirect migration background","7","","","","1"
"Not paid","1991","1-pers.-HH","no migration background","62","0.203628454037905","0.162259503998498","0.244997404077311","4"
"Not paid","1991","1-pers.-HH","direct migration background","8","","","","4"
"Not paid","1991","Single parent ","indirect migration background","2","","","","4"
"Not paid","1991","Couple + C. LE 16 ","no migration background","229","0.155045795365723","0.136692275145542","0.173399315585904","4"
"Not paid","1991","1-pers.-HH","indirect migration background","","","","","4"
"Not paid","1991","(Married) couple without C. ","no migration background","175","0.181437706337121","0.157717484040492","0.205157928633751","4"
"Not paid","1991","(Married) couple without C. ","direct migration background","12","","","","4"
"Not paid","1991","(Married) couple without C. ","indirect migration background","2","","","","4"
"Not paid","1991","Single parent ","no migration background","26","","","","4"
"Not paid","1991","Single parent ","direct migration background","1","","","","4"
"Not paid","1991","Couple + C. LE 16 ","direct migration background","10","","","","4"
"Not paid","1991","Couple + C. LE 16 ","indirect migration background","1","","","","4"
"Not paid","1991","Couple + C. GT 16 ","no migration background","152","0.172971249191322","0.148753958194116","0.197188540188528","4"
"Not paid","1991","Couple + C. GT 16 ","direct migration background","12","","","","4"
"Not paid","1991","Couple + C. GT 16 ","indirect migration background","2","","","","4"
"Not paid","1991","Couple + C. LE and GT 16","no migration background","51","0.147424356285811","0.109850469810433","0.184998242761189","4"
"Not paid","1991","Couple + C. LE and GT 16","direct migration background","7","","","","4"
"Not paid","1991","Couple + C. LE and GT 16","indirect migration background","5","","","","4"
"Paid","1991","1-pers.-HH","no migration background","101","0.287740099555882","0.241233258508045","0.33424694060372","3"
"Paid","1991","Couple + C. LE 16 ","indirect migration background","7","","","","3"
"Paid","1991","1-pers.-HH","direct migration background","40","0.487793129537289","0.378938696310572","0.596647562764007","3"
"Paid","1991","Couple + C. LE and GT 16","no migration background","101","0.337945472175311","0.287814603052231","0.388076341298392","3"
"Paid","1991","Couple + C. GT 16 ","indirect migration background","17","","","","3"
"Paid","1991","1-pers.-HH","indirect migration background","3","","","","3"
"Paid","1991","(Married) couple without C. ","no migration background","279","0.277758730150795","0.250190802330555","0.305326657971035","3"
"Paid","1991","(Married) couple without C. ","direct migration background","92","0.542907459928148","0.466666011508831","0.619148908347466","3"
"Paid","1991","(Married) couple without C. ","indirect migration background","8","","","","3"
"Paid","1991","Single parent ","no migration background","79","0.376977176374085","0.313512278019988","0.440442074728182","3"
"Paid","1991","Single parent ","indirect migration background","3","","","","3"
"Paid","1991","Couple + C. LE 16 ","no migration background","475","0.347392234028622","0.323248248405456","0.371536219651789","3"
"Paid","1991","Couple + C. LE 16 ","direct migration background","212","0.613041100414206","0.558997035152935","0.667085165675477","3"
"Paid","1991","Couple + C. GT 16 ","no migration background","303","0.34039649608098","0.310056724061409","0.370736268100551","3"
"Paid","1991","Couple + C. GT 16 ","direct migration background","117","0.533220983608696","0.461523997965398","0.604917969251994","3"
"Paid","1991","Couple + C. LE and GT 16","direct migration background","92","0.538215292929752","0.455633964807427","0.620796621052077","3"
"Paid","1991","Couple + C. LE and GT 16","indirect migration background","11","","","","3"
"Paid","1991","Single parent ","direct migration background","15","","","","3"
"Partly, partly","1991","Single parent ","no migration background","36","0.135043306838353","0.0902866338307769","0.179799979845929","2"
"Partly, partly","1991","1-pers.-HH","direct migration background","12","","","","2"
"Partly, partly","1991","1-pers.-HH","indirect migration background","","","","","2"
"Partly, partly","1991","(Married) couple without C. ","no migration background","157","0.151737267484393","0.129655164214954","0.173819370753832","2"
"Partly, partly","1991","Single parent ","direct migration background","7","","","","2"
"Partly, partly","1991","1-pers.-HH","no migration background","50","0.138698342336795","0.103191612473432","0.174205072200157","2"
"Partly, partly","1991","(Married) couple without C. ","direct migration background","21","","","","2"
"Partly, partly","1991","(Married) couple without C. ","indirect migration background","2","","","","2"
"Partly, partly","1991","Single parent ","indirect migration background","1","","","","2"
"Partly, partly","1991","Couple + C. LE 16 ","no migration background","207","0.140226461449885","0.122619686339861","0.157833236559909","2"
"Partly, partly","1991","Couple + C. LE 16 ","direct migration background","35","0.139123126727116","0.100722264188455","0.177523989265777","2"
"Partly, partly","1991","Couple + C. LE 16 ","indirect migration background","2","","","","2"
"Partly, partly","1991","Couple + C. GT 16 ","indirect migration background","8","","","","2"
"Partly, partly","1991","Couple + C. LE and GT 16","indirect migration background","7","","","","2"
"Partly, partly","1991","Couple + C. GT 16 ","no migration background","134","0.143248743488144","0.120817617161792","0.165679869814496","2"
"Partly, partly","1991","Couple + C. GT 16 ","direct migration background","22","","","","2"
"Partly, partly","1991","Couple + C. LE and GT 16","no migration background","59","0.185092983613808","0.143932161104676","0.226253806122939","2"
"Partly, partly","1991","Couple + C. LE and GT 16","direct migration background","15","","","","2"
"Acclaimed","1992","1-pers.-HH","no migration background","141","0.399237054818992","0.347856076645333","0.450618032992651","1"
"Acclaimed","1992","1-pers.-HH","direct migration background","21","","","","1"
"Acclaimed","1992","1-pers.-HH","indirect migration background","4","","","","1"
"Acclaimed","1992","(Married) couple without C. ","no migration background","388","0.396653036832001","0.365658790558327","0.427647283105675","1"
"Acclaimed","1992","(Married) couple without C. ","direct migration background","29","","","","1"
"Acclaimed","1992","(Married) couple without C. ","indirect migration background","2","","","","1"
"Acclaimed","1992","Single parent ","no migration background","79","0.38933971926179","0.3222641658902","0.45641527263338","1"
"Acclaimed","1992","Single parent ","direct migration background","11","","","","1"
"Acclaimed","1992","Single parent ","indirect migration background","5","","","","1"
"Acclaimed","1992","Couple + C. LE 16 ","no migration background","492","0.316275717382196","0.29219893637094","0.340352498393451","1"
"Acclaimed","1992","Couple + C. LE 16 ","direct migration background","48","0.188980134078832","0.141755353343997","0.236204914813668","1"
"Acclaimed","1992","Couple + C. LE 16 ","indirect migration background","3","","","","1"
"Acclaimed","1992","Couple + C. GT 16 ","no migration background","341","0.376513202992037","0.344410041746056","0.408616364238018","1"
"Acclaimed","1992","Couple + C. GT 16 ","direct migration background","48","0.34827203232871","0.279619793271242","0.416924271386179","1"
"Acclaimed","1992","Couple + C. GT 16 ","indirect migration background","14","","","","1"
"Acclaimed","1992","Couple + C. LE and GT 16","no migration background","109","0.303482021724524","0.253342581673727","0.353621461775322","1"
"Acclaimed","1992","Couple + C. LE and GT 16","direct migration background","28","","","","1"
"Acclaimed","1992","Couple + C. LE and GT 16","indirect migration background","6","","","","1"
"Not paid","1992","1-pers.-HH","direct migration background","3","","","","4"
"Not paid","1992","1-pers.-HH","no migration background","55","0.163373644600008","0.124586112579252","0.202161176620764","4"
"Not paid","1992","1-pers.-HH","indirect migration background","2","","","","4"
"Not paid","1992","(Married) couple without C. ","no migration background","145","0.157804361345555","0.134707226112639","0.180901496578472","4"
"Not paid","1992","(Married) couple without C. ","direct migration background","16","","","","4"
"Not paid","1992","(Married) couple without C. ","indirect migration background","2","","","","4"
"Not paid","1992","Single parent ","indirect migration background","1","","","","4"
"Not paid","1992","Couple + C. LE 16 ","no migration background","230","0.156370241893068","0.137565040228032","0.175175443558104","4"
"Not paid","1992","Single parent ","no migration background","28","","","","4"
"Not paid","1992","Single parent ","direct migration background","3","","","","4"
"Not paid","1992","Couple + C. LE 16 ","direct migration background","14","","","","4"
"Not paid","1992","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Not paid","1992","Couple + C. GT 16 ","no migration background","139","0.173742637986404","0.148637943463796","0.198847332509012","4"
"Not paid","1992","Couple + C. GT 16 ","direct migration background","12","","","","4"
"Not paid","1992","Couple + C. GT 16 ","indirect migration background","5","","","","4"
"Not paid","1992","Couple + C. LE and GT 16","no migration background","65","0.205017956089469","0.160990718290346","0.249045193888592","4"
"Not paid","1992","Couple + C. LE and GT 16","direct migration background","6","","","","4"
"Not paid","1992","Couple + C. LE and GT 16","indirect migration background","5","","","","4"
"Paid","1992","1-pers.-HH","no migration background","100","0.281188639272998","0.234021261921921","0.328356016624074","3"
"Paid","1992","1-pers.-HH","direct migration background","33","0.421799888712903","0.306928668983347","0.536671108442459","3"
"Paid","1992","1-pers.-HH","indirect migration background","3","","","","3"
"Paid","1992","(Married) couple without C. ","no migration background","251","0.269810890630896","0.241689322427658","0.297932458834134","3"
"Paid","1992","(Married) couple without C. ","direct migration background","91","0.448375331051731","0.371073065204393","0.525677596899069","3"
"Paid","1992","(Married) couple without C. ","indirect migration background","4","","","","3"
"Paid","1992","Single parent ","no migration background","66","0.338665370917068","0.273563105719536","0.403767636114601","3"
"Paid","1992","Couple + C. LE 16 ","indirect migration background","11","","","","3"
"Paid","1992","Couple + C. GT 16 ","indirect migration background","21","","","","3"
"Paid","1992","Couple + C. LE and GT 16","no migration background","83","0.280893997429271","0.231880632854735","0.329907362003806","3"
"Paid","1992","Single parent ","direct migration background","21","","","","3"
"Paid","1992","Single parent ","indirect migration background","3","","","","3"
"Paid","1992","Couple + C. LE 16 ","no migration background","454","0.34457753581121","0.319972209014933","0.369182862607487","3"
"Paid","1992","Couple + C. LE 16 ","direct migration background","166","0.53904111866685","0.478911538917172","0.599170698416527","3"
"Paid","1992","Couple + C. GT 16 ","no migration background","273","0.318796621246855","0.287919321333169","0.349673921160541","3"
"Paid","1992","Couple + C. GT 16 ","direct migration background","94","0.395848788147831","0.325379527955872","0.46631804833979","3"
"Paid","1992","Couple + C. LE and GT 16","direct migration background","81","0.61554556757655","0.531598452416088","0.699492682737012","3"
"Paid","1992","Couple + C. LE and GT 16","indirect migration background","10","","","","3"
"Partly, partly","1992","1-pers.-HH","indirect migration background","1","","","","2"
"Partly, partly","1992","1-pers.-HH","direct migration background","14","","","","2"
"Partly, partly","1992","1-pers.-HH","no migration background","53","0.156200661308002","0.118111939214046","0.194289383401959","2"
"Partly, partly","1992","(Married) couple without C. ","no migration background","173","0.175731711191547","0.151618697810849","0.199844724572246","2"
"Partly, partly","1992","(Married) couple without C. ","direct migration background","23","","","","2"
"Partly, partly","1992","(Married) couple without C. ","indirect migration background","2","","","","2"
"Partly, partly","1992","Single parent ","no migration background","30","0.143775998754049","0.0955104812089651","0.192041516299132","2"
"Partly, partly","1992","Single parent ","direct migration background","3","","","","2"
"Partly, partly","1992","Single parent ","indirect migration background","","","","","2"
"Partly, partly","1992","Couple + C. LE 16 ","no migration background","257","0.182776504913526","0.16276611265619","0.202786897170863","2"
"Partly, partly","1992","Couple + C. LE 16 ","direct migration background","36","0.186930800357567","0.139903471121087","0.233958129594046","2"
"Partly, partly","1992","Couple + C. LE 16 ","indirect migration background","2","","","","2"
"Partly, partly","1992","Couple + C. GT 16 ","indirect migration background","6","","","","2"
"Partly, partly","1992","Couple + C. LE and GT 16","indirect migration background","2","","","","2"
"Partly, partly","1992","Couple + C. GT 16 ","no migration background","122","0.130947537774704","0.108595571676832","0.153299503872575","2"
"Partly, partly","1992","Couple + C. GT 16 ","direct migration background","31","0.163061551285792","0.10982808188571","0.216295020685874","2"
"Partly, partly","1992","Couple + C. LE and GT 16","no migration background","66","0.210606024756736","0.166139915680127","0.255072133833345","2"
"Partly, partly","1992","Couple + C. LE and GT 16","direct migration background","14","","","","2"
"Acclaimed","1993","1-pers.-HH","no migration background","157","0.404310957467573","0.354640287408264","0.453981627526882","1"
"Acclaimed","1993","1-pers.-HH","direct migration background","22","","","","1"
"Acclaimed","1993","1-pers.-HH","indirect migration background","6","","","","1"
"Acclaimed","1993","(Married) couple without C. ","no migration background","417","0.42176840351059","0.390896794687431","0.452640012333749","1"
"Acclaimed","1993","(Married) couple without C. ","direct migration background","34","0.33895290610321","0.261906928348804","0.415998883857615","1"
"Acclaimed","1993","(Married) couple without C. ","indirect migration background","9","","","","1"
"Acclaimed","1993","Single parent ","no migration background","67","0.328609414717878","0.26092481712278","0.396294012312975","1"
"Acclaimed","1993","Single parent ","direct migration background","15","","","","1"
"Acclaimed","1993","Single parent ","indirect migration background","5","","","","1"
"Acclaimed","1993","Couple + C. LE 16 ","no migration background","446","0.305832787257668","0.281505283286958","0.330160291228378","1"
"Acclaimed","1993","Couple + C. LE 16 ","direct migration background","43","0.186379592120002","0.137717516123114","0.23504166811689","1"
"Acclaimed","1993","Couple + C. LE 16 ","indirect migration background","4","","","","1"
"Acclaimed","1993","Couple + C. GT 16 ","no migration background","265","0.311292652723591","0.279227476854902","0.343357828592281","1"
"Acclaimed","1993","Couple + C. GT 16 ","direct migration background","44","0.304873698040508","0.23331847019181","0.376428925889207","1"
"Acclaimed","1993","Couple + C. GT 16 ","indirect migration background","17","","","","1"
"Acclaimed","1993","Couple + C. LE and GT 16","no migration background","133","0.350872735157842","0.301297723084777","0.400447747230908","1"
"Acclaimed","1993","Couple + C. LE and GT 16","direct migration background","19","","","","1"
"Acclaimed","1993","Couple + C. LE and GT 16","indirect migration background","8","","","","1"
"Not paid","1993","1-pers.-HH","direct migration background","6","","","","4"
"Not paid","1993","1-pers.-HH","no migration background","65","0.19122160275406","0.151418612026118","0.231024593482003","4"
"Not paid","1993","1-pers.-HH","indirect migration background","1","","","","4"
"Not paid","1993","(Married) couple without C. ","no migration background","162","0.173904001075944","0.150209837708818","0.197598164443069","4"
"Not paid","1993","(Married) couple without C. ","direct migration background","15","","","","4"
"Not paid","1993","(Married) couple without C. ","indirect migration background","4","","","","4"
"Not paid","1993","Couple + C. LE 16 ","no migration background","243","0.182427213680505","0.162036543110544","0.202817884250466","4"
"Not paid","1993","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Not paid","1993","Couple + C. GT 16 ","no migration background","141","0.183513695792761","0.156707170360963","0.210320221224559","4"
"Not paid","1993","Couple + C. GT 16 ","direct migration background","16","","","","4"
"Not paid","1993","Single parent ","no migration background","22","","","","4"
"Not paid","1993","Single parent ","direct migration background","3","","","","4"
"Not paid","1993","Single parent ","indirect migration background","","","","","4"
"Not paid","1993","Couple + C. LE 16 ","direct migration background","13","","","","4"
"Not paid","1993","Couple + C. GT 16 ","indirect migration background","5","","","","4"
"Not paid","1993","Couple + C. LE and GT 16","no migration background","67","0.188004314889494","0.147417603693426","0.228591026085561","4"
"Not paid","1993","Couple + C. LE and GT 16","direct migration background","6","","","","4"
"Not paid","1993","Couple + C. LE and GT 16","indirect migration background","4","","","","4"
"Paid","1993","1-pers.-HH","no migration background","92","0.248842307859968","0.20508403955117","0.292600576168766","3"
"Paid","1993","1-pers.-HH","direct migration background","26","","","","3"
"Paid","1993","1-pers.-HH","indirect migration background","8","","","","3"
"Paid","1993","(Married) couple without C. ","no migration background","248","0.25343923332367","0.226247253037016","0.280631213610323","3"
"Paid","1993","(Married) couple without C. ","direct migration background","75","0.412210606253241","0.332091786393371","0.492329426113111","3"
"Paid","1993","(Married) couple without C. ","indirect migration background","7","","","","3"
"Paid","1993","Single parent ","no migration background","66","0.397206874802817","0.32669621957756","0.467717530028075","3"
"Paid","1993","Couple + C. LE 16 ","indirect migration background","9","","","","3"
"Paid","1993","Couple + C. GT 16 ","indirect migration background","18","","","","3"
"Paid","1993","Couple + C. LE and GT 16","no migration background","93","0.285146726377718","0.238247493162426","0.332045959593009","3"
"Paid","1993","Couple + C. LE and GT 16","direct migration background","68","0.525079043128342","0.433810276750098","0.616347809506586","3"
"Paid","1993","Couple + C. LE and GT 16","indirect migration background","9","","","","3"
"Paid","1993","Single parent ","direct migration background","16","","","","3"
"Paid","1993","Single parent ","indirect migration background","3","","","","3"
"Paid","1993","Couple + C. LE 16 ","no migration background","442","0.33892056444869","0.31392866490388","0.3639124639935","3"
"Paid","1993","Couple + C. LE 16 ","direct migration background","155","0.527712672150223","0.465327346627835","0.59009799767261","3"
"Paid","1993","Couple + C. GT 16 ","no migration background","252","0.330750657174837","0.298168775094085","0.36333253925559","3"
"Paid","1993","Couple + C. GT 16 ","direct migration background","76","0.427665973654007","0.350765916785907","0.504566030522107","3"
"Partly, partly","1993","1-pers.-HH","direct migration background","10","","","","2"
"Partly, partly","1993","1-pers.-HH","no migration background","61","0.155625131918399","0.11893578572209","0.192314478114709","2"
"Partly, partly","1993","(Married) couple without C. ","indirect migration background","4","","","","2"
"Partly, partly","1993","Single parent ","no migration background","30","0.150813158953825","0.0992447807736136","0.202381537134037","2"
"Partly, partly","1993","Couple + C. LE 16 ","no migration background","247","0.172819434613137","0.152856704594733","0.19278216463154","2"
"Partly, partly","1993","(Married) couple without C. ","no migration background","156","0.150888362089796","0.128512406010643","0.17326431816895","2"
"Partly, partly","1993","(Married) couple without C. ","direct migration background","21","","","","2"
"Partly, partly","1993","1-pers.-HH","indirect migration background","2","","","","2"
"Partly, partly","1993","Single parent ","direct migration background","6","","","","2"
"Partly, partly","1993","Single parent ","indirect migration background","3","","","","2"
"Partly, partly","1993","Couple + C. LE 16 ","direct migration background","35","0.170259472292951","0.123290903085501","0.217228041500401","2"
"Partly, partly","1993","Couple + C. GT 16 ","direct migration background","23","","","","2"
"Partly, partly","1993","Couple + C. GT 16 ","indirect migration background","10","","","","2"
"Partly, partly","1993","Couple + C. LE 16 ","indirect migration background","3","","","","2"
"Partly, partly","1993","Couple + C. GT 16 ","no migration background","143","0.17444299430881","0.148162584516317","0.200723404101303","2"
"Partly, partly","1993","Couple + C. LE and GT 16","indirect migration background","6","","","","2"
"Partly, partly","1993","Couple + C. LE and GT 16","no migration background","63","0.175976223574946","0.136419532071156","0.215532915078737","2"
"Partly, partly","1993","Couple + C. LE and GT 16","direct migration background","22","","","","2"
"Acclaimed","1994","1-pers.-HH","no migration background","186","0.459725156381053","0.4102630855242","0.509187227237906","1"
"Acclaimed","1994","1-pers.-HH","direct migration background","16","","","","1"
"Acclaimed","1994","1-pers.-HH","indirect migration background","5","","","","1"
"Acclaimed","1994","(Married) couple without C. ","no migration background","439","0.425323268758829","0.395290587689894","0.455355949827765","1"
"Acclaimed","1994","(Married) couple without C. ","direct migration background","37","0.245325582585322","0.17906704941412","0.311584115756524","1"
"Acclaimed","1994","(Married) couple without C. ","indirect migration background","10","","","","1"
"Acclaimed","1994","Single parent ","no migration background","72","0.377976092624179","0.306543376816104","0.449408808432255","1"
"Acclaimed","1994","Single parent ","direct migration background","14","","","","1"
"Acclaimed","1994","Single parent ","indirect migration background","3","","","","1"
"Acclaimed","1994","Couple + C. LE 16 ","no migration background","444","0.308181223624368","0.283119637400753","0.333242809847982","1"
"Acclaimed","1994","Couple + C. LE 16 ","direct migration background","47","0.219585572075939","0.161333447231364","0.277837696920514","1"
"Acclaimed","1994","Couple + C. LE 16 ","indirect migration background","6","","","","1"
"Acclaimed","1994","Couple + C. GT 16 ","no migration background","281","0.373706156283984","0.339356309609139","0.408056002958828","1"
"Acclaimed","1994","Couple + C. GT 16 ","direct migration background","53","0.402006991066305","0.32274695239968","0.48126702973293","1"
"Acclaimed","1994","Couple + C. GT 16 ","indirect migration background","24","","","","1"
"Acclaimed","1994","Couple + C. LE and GT 16","no migration background","149","0.384423733742809","0.333820305008696","0.435027162476922","1"
"Acclaimed","1994","Couple + C. LE and GT 16","direct migration background","28","","","","1"
"Acclaimed","1994","Couple + C. LE and GT 16","indirect migration background","8","","","","1"
"Not paid","1994","1-pers.-HH","no migration background","57","0.171110089514451","0.133733297542702","0.2084868814862","4"
"Not paid","1994","1-pers.-HH","direct migration background","","","","","4"
"Not paid","1994","1-pers.-HH","indirect migration background","3","","","","4"
"Not paid","1994","(Married) couple without C. ","no migration background","163","0.14802851149704","0.126455640675588","0.169601382318493","4"
"Not paid","1994","(Married) couple without C. ","direct migration background","21","","","","4"
"Not paid","1994","(Married) couple without C. ","indirect migration background","8","","","","4"
"Not paid","1994","Couple + C. LE 16 ","no migration background","234","0.195590086625603","0.174061207376743","0.217118965874462","4"
"Not paid","1994","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Not paid","1994","Couple + C. GT 16 ","no migration background","134","0.176367432654949","0.149306263422012","0.203428601887887","4"
"Not paid","1994","Couple + C. GT 16 ","direct migration background","10","","","","4"
"Not paid","1994","Single parent ","no migration background","29","","","","4"
"Not paid","1994","Single parent ","direct migration background","1","","","","4"
"Not paid","1994","Single parent ","indirect migration background","","","","","4"
"Not paid","1994","Couple + C. LE 16 ","direct migration background","13","","","","4"
"Not paid","1994","Couple + C. GT 16 ","indirect migration background","8","","","","4"
"Not paid","1994","Couple + C. LE and GT 16","no migration background","61","0.15508344207791","0.117428365005373","0.192738519150446","4"
"Not paid","1994","Couple + C. LE and GT 16","direct migration background","6","","","","4"
"Not paid","1994","Couple + C. LE and GT 16","indirect migration background","5","","","","4"
"Paid","1994","1-pers.-HH","no migration background","94","0.247261708907502","0.204444709872797","0.290078707942207","3"
"Paid","1994","1-pers.-HH","direct migration background","29","","","","3"
"Paid","1994","1-pers.-HH","indirect migration background","8","","","","3"
"Paid","1994","(Married) couple without C. ","no migration background","246","0.243426740393545","0.217357260793083","0.269496219994007","3"
"Paid","1994","(Married) couple without C. ","direct migration background","90","0.491486472790397","0.41450297785904","0.568469967721754","3"
"Paid","1994","(Married) couple without C. ","indirect migration background","8","","","","3"
"Paid","1994","Single parent ","no migration background","46","0.237697488473991","0.174987397669426","0.300407579278556","3"
"Paid","1994","Couple + C. LE 16 ","indirect migration background","7","","","","3"
"Paid","1994","Couple + C. GT 16 ","indirect migration background","19","","","","3"
"Paid","1994","Couple + C. LE and GT 16","no migration background","77","0.250550735185721","0.205473956335124","0.295627514036318","3"
"Paid","1994","Couple + C. LE and GT 16","direct migration background","62","0.469889488885201","0.376194596879556","0.563584380890846","3"
"Paid","1994","Couple + C. LE and GT 16","indirect migration background","10","","","","3"
"Paid","1994","Single parent ","direct migration background","13","","","","3"
"Paid","1994","Single parent ","indirect migration background","4","","","","3"
"Paid","1994","Couple + C. LE 16 ","no migration background","376","0.30956870256762","0.284475964469439","0.334661440665801","3"
"Paid","1994","Couple + C. LE 16 ","direct migration background","104","0.424262318567766","0.354715577518963","0.493809059616569","3"
"Paid","1994","Couple + C. GT 16 ","no migration background","218","0.282167896967436","0.250213116037543","0.314122677897328","3"
"Paid","1994","Couple + C. GT 16 ","direct migration background","68","0.402099151581814","0.322836136783587","0.481362166380042","3"
"Partly, partly","1994","1-pers.-HH","no migration background","53","0.121903045196994","0.0894321471288523","0.154373943265136","2"
"Partly, partly","1994","1-pers.-HH","direct migration background","9","","","","2"
"Partly, partly","1994","1-pers.-HH","indirect migration background","1","","","","2"
"Partly, partly","1994","(Married) couple without C. ","no migration background","193","0.183221479350585","0.159721738494867","0.206721220206304","2"
"Partly, partly","1994","(Married) couple without C. ","direct migration background","14","","","","2"
"Partly, partly","1994","(Married) couple without C. ","indirect migration background","6","","","","2"
"Partly, partly","1994","Single parent ","no migration background","30","0.204761182788927","0.145313619492854","0.264208746085","2"
