"plb0195_h","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Partly, partly","1992","Part Time","Female","85","0.126676543475332","0.101415770181507","0.151937316769157"
"Partly, partly","1992","Not Working","Male","4","","",""
"Partly, partly","1992","Not Working","Female","4","","",""
"Paid","1992","Full Time","Male","1241","0.381270083730919","0.363921675395624","0.398618492066214"
"Paid","1992","Full Time","Female","285","0.174302925082196","0.154494255620783","0.19411159454361"
"Paid","1992","Part Time","Male","116","0.442039319408759","0.382132208456679","0.501946430360839"
"Paid","1992","Part Time","Female","228","0.348630494461895","0.312438928591542","0.384822060332248"
"Paid","1992","Not Working","Male","7","","",""
"Paid","1992","Not Working","Female","8","","",""
"Not paid","1992","Full Time","Male","426","0.159281178794333","0.14621043418926","0.172351923399406"
"Not paid","1992","Full Time","Female","218","0.167411129514726","0.147917170063748","0.186905088965704"
"Not paid","1992","Part Time","Male","36","0.157070377624452","0.113178017925928","0.200962737322976"
"Not paid","1992","Part Time","Female","87","0.115921398079433","0.0916084164935015","0.140234379665365"
"Not paid","1992","Not Working","Male","5","","",""
"Not paid","1992","Not Working","Female","2","","",""
"Acclaimed","1993","Full Time","Male","732","0.26650401244643","0.250390148443509","0.282617876449351"
"Acclaimed","1993","Full Time","Female","695","0.49388567264637","0.467630791142996","0.520140554149744"
"Acclaimed","1993","Part Time","Male","66","0.263261012934294","0.208559603337691","0.317962422530897"
"Acclaimed","1993","Part Time","Female","286","0.428016406742898","0.390494763141889","0.465538050343907"
"Acclaimed","1993","Not Working","Male","5","","",""
"Acclaimed","1993","Not Working","Female","20","","",""
"Partly, partly","1993","Full Time","Male","556","0.185802952343315","0.171627399228841","0.199978505457789"
"Partly, partly","1993","Full Time","Female","206","0.137556774334399","0.11946926442659","0.155644284242208"
"Partly, partly","1993","Part Time","Male","38","0.138375259448571","0.0954871678344049","0.181263351062737"
"Partly, partly","1993","Part Time","Female","92","0.140434141093328","0.114086860919339","0.166781421267317"
"Partly, partly","1993","Not Working","Male","4","","",""
"Partly, partly","1993","Not Working","Female","6","","",""
"Paid","1993","Full Time","Male","1152","0.368072805460898","0.350495620000933","0.385649990920863"
"Paid","1993","Full Time","Female","270","0.190675440052008","0.17004629301438","0.211304587089636"
"Paid","1993","Part Time","Male","106","0.427548927393456","0.366100536497774","0.488997318289138"
"Paid","1993","Part Time","Female","213","0.314173792287206","0.278973045644111","0.349374538930301"
"Paid","1993","Not Working","Male","12","","",""
"Paid","1993","Not Working","Female","13","","",""
"Not paid","1993","Full Time","Male","452","0.179620229749358","0.165629703786339","0.193610755712376"
"Not paid","1993","Full Time","Female","222","0.177882112967223","0.157800170373336","0.19796405556111"
"Not paid","1993","Part Time","Male","39","0.170814800223678","0.124069609398646","0.217559991048711"
"Not paid","1993","Part Time","Female","77","0.117375659876568","0.0929673991857353","0.141783920567401"
"Not paid","1993","Not Working","Male","4","","",""
"Not paid","1993","Not Working","Female","10","","",""
"Acclaimed","1994","Full Time","Male","785","0.291187869220401","0.274318076556018","0.308057661884784"
"Acclaimed","1994","Full Time","Female","699","0.517045462629282","0.490516659669389","0.543574265589175"
"Acclaimed","1994","Part Time","Male","77","0.28738266354276","0.232999339737168","0.341765987348352"
"Acclaimed","1994","Part Time","Female","341","0.469644987915768","0.433341532369415","0.50594844346212"
"Acclaimed","1994","Not Working","Male","11","","",""
"Acclaimed","1994","Not Working","Female","14","","",""
"Partly, partly","1994","Full Time","Male","555","0.196255079867049","0.181507284295634","0.211002875438465"
"Partly, partly","1994","Full Time","Female","211","0.143996608480514","0.125357976319867","0.162635240641162"
"Partly, partly","1994","Part Time","Male","42","0.175040765495722","0.129374750089221","0.220706780902223"
"Partly, partly","1994","Part Time","Female","90","0.127867816954468","0.103576471936181","0.152159161972755"
"Partly, partly","1994","Not Working","Male","6","","",""
"Partly, partly","1994","Not Working","Female","2","","",""
"Paid","1994","Full Time","Male","1007","0.335008572820517","0.317482140561014","0.35253500508002"
"Paid","1994","Full Time","Female","227","0.168752510499617","0.148869119278638","0.188635901720596"
"Paid","1994","Part Time","Male","104","0.366021698511128","0.308132453479262","0.423910943542994"
"Paid","1994","Part Time","Female","212","0.285833607078564","0.252968418367203","0.318698795789925"
"Paid","1994","Not Working","Male","11","","",""
"Paid","1994","Not Working","Female","12","","",""
"Not paid","1994","Full Time","Male","439","0.177548478092032","0.163358844986734","0.191738111197331"
"Not paid","1994","Full Time","Female","226","0.170205418390587","0.150254074648026","0.190156762133147"
"Not paid","1994","Part Time","Male","43","0.171554872450391","0.126250441963494","0.216859302937287"
"Not paid","1994","Part Time","Female","83","0.1166535880512","0.093303186358644","0.140003989743756"
"Not paid","1994","Not Working","Male","4","","",""
"Not paid","1994","Not Working","Female","2","","",""
"Acclaimed","1995","Full Time","Male","801","0.283747303761759","0.267339588953654","0.300155018569863"
"Acclaimed","1995","Full Time","Female","763","0.542243869718488","0.516303415527745","0.568184323909232"
"Acclaimed","1995","Part Time","Male","95","0.29435949056709","0.24681595092392","0.34190303021026"
"Acclaimed","1995","Part Time","Female","359","0.458633101135761","0.423731467373088","0.493534734898433"
"Acclaimed","1995","Not Working","Male","7","","",""
"Acclaimed","1995","Not Working","Female","25","","",""
"Partly, partly","1995","Full Time","Male","586","0.207537024867297","0.192777024248911","0.222297025485683"
"Partly, partly","1995","Full Time","Female","230","0.14964579476561","0.131072226072617","0.168219363458602"
"Partly, partly","1995","Part Time","Male","57","0.145465087574906","0.108685654550186","0.182244520599626"
"Partly, partly","1995","Part Time","Female","104","0.133988309855477","0.110128743744537","0.157847875966417"
"Partly, partly","1995","Not Working","Male","5","","",""
"Partly, partly","1995","Not Working","Female","12","","",""
"Paid","1995","Full Time","Male","1054","0.329583590370463","0.31247539503438","0.346691785706547"
"Paid","1995","Full Time","Female","203","0.138707370314839","0.120710859967732","0.156703880661946"
"Paid","1995","Part Time","Male","155","0.387211962665995","0.336397157980202","0.438026767351789"
"Paid","1995","Part Time","Female","237","0.29515952360625","0.263211718355289","0.32710732885721"
"Paid","1995","Not Working","Male","17","","",""
"Paid","1995","Not Working","Female","14","","",""
"Not paid","1995","Full Time","Male","459","0.179132081000481","0.165175712781985","0.193088449218976"
"Not paid","1995","Full Time","Female","221","0.169402965201063","0.149872218030951","0.188933712371175"
"Not paid","1995","Part Time","Male","46","0.172963459192008","0.133508620813863","0.212418297570154"
"Not paid","1995","Part Time","Female","83","0.112219065402513","0.0901108625490021","0.134327268256023"
"Not paid","1995","Not Working","Male","4","","",""
"Not paid","1995","Not Working","Female","6","","",""
"Acclaimed","1996","Full Time","Male","919","0.337221204503048","0.31982170651608","0.354620702490016"
"Acclaimed","1996","Full Time","Female","763","0.560608691415338","0.533995282541812","0.587222100288864"
"Acclaimed","1996","Part Time","Male","110","0.356315873333079","0.30326043499584","0.409371311670318"
"Acclaimed","1996","Part Time","Female","392","0.483942188416805","0.449290801523491","0.518593575310118"
"Acclaimed","1996","Not Working","Male","12","","",""
"Acclaimed","1996","Not Working","Female","16","","",""
"Partly, partly","1996","Full Time","Male","539","0.183399985070418","0.169157055803067","0.197642914337768"
"Partly, partly","1996","Full Time","Female","178","0.144238747942549","0.125399561550567","0.163077934334531"
"Partly, partly","1996","Part Time","Male","45","0.175176850105516","0.133065933022853","0.21728776718818"
"Partly, partly","1996","Part Time","Female","109","0.159007001232456","0.133651102120287","0.184362900344624"
"Partly, partly","1996","Not Working","Male","6","","",""
"Partly, partly","1996","Not Working","Female","3","","",""
"Paid","1996","Full Time","Male","931","0.299861272347917","0.282997791723516","0.316724752972318"
"Paid","1996","Full Time","Female","166","0.110572555486404","0.0937565129043083","0.1273885980685"
"Paid","1996","Part Time","Male","128","0.344722097891831","0.292069082783919","0.397375112999744"
"Paid","1996","Part Time","Female","219","0.270170190236313","0.239380578336887","0.300959802135739"
"Paid","1996","Not Working","Male","10","","",""
"Paid","1996","Not Working","Female","18","","",""
"Not paid","1996","Full Time","Male","447","0.179517538078617","0.165392713243605","0.19364236291363"
"Not paid","1996","Full Time","Female","229","0.184580005155708","0.163776914238089","0.205383096073328"
"Not paid","1996","Part Time","Male","30","0.123785178669573","0.0873000784354212","0.160270278903725"
"Not paid","1996","Part Time","Female","79","0.0868806201144266","0.0673507238031818","0.106410516425671"
"Not paid","1996","Not Working","Male","4","","",""
"Not paid","1996","Not Working","Female","6","","",""
"Acclaimed","1997","Full Time","Male","857","0.352736570430038","0.334043656369919","0.371429484490157"
"Acclaimed","1997","Full Time","Female","675","0.561447112242741","0.533453440241516","0.589440784243966"
"Acclaimed","1997","Part Time","Male","99","0.382587967815663","0.322935117616083","0.442240818015243"
"Acclaimed","1997","Part Time","Female","318","0.547989720837627","0.507898655276471","0.588080786398784"
"Acclaimed","1997","Not Working","Male","7","","",""
"Acclaimed","1997","Not Working","Female","13","","",""
"Partly, partly","1997","Full Time","Male","624","0.236476546451308","0.219853276468544","0.253099816434072"
"Partly, partly","1997","Full Time","Female","194","0.166056041361176","0.145062281284258","0.187049801438094"
"Partly, partly","1997","Part Time","Male","56","0.186079724351506","0.13831376975264","0.233845678950372"
"Partly, partly","1997","Part Time","Female","95","0.160526633450449","0.130955753537485","0.190097513363413"
"Partly, partly","1997","Not Working","Male","3","","",""
"Partly, partly","1997","Not Working","Female","2","","",""
"Paid","1997","Full Time","Male","575","0.19954313985646","0.183908114258709","0.215178165454211"
"Paid","1997","Full Time","Female","119","0.0795373486876026","0.064272830642891","0.0948018667323143"
"Paid","1997","Part Time","Male","68","0.25859021157542","0.204848288954501","0.31233213419634"
"Paid","1997","Part Time","Female","108","0.176420377442482","0.145715002325734","0.20712575255923"
"Paid","1997","Not Working","Male","3","","",""
"Paid","1997","Not Working","Female","4","","",""
"Not paid","1997","Full Time","Male","454","0.211243743262194","0.195274859258703","0.227212627265684"
"Not paid","1997","Full Time","Female","219","0.19295949770848","0.170696932662685","0.215222062754276"
"Not paid","1997","Part Time","Male","32","0.17274209625741","0.126344278347997","0.219139914166823"
"Not paid","1997","Part Time","Female","71","0.115063268269441","0.0893586178729621","0.140767918665921"
"Not paid","1997","Not Working","Male","3","","",""
"Not paid","1997","Not Working","Female","3","","",""
"Acclaimed","1998","Full Time","Male","983","0.373446888970849","0.355074912687925","0.391818865253772"
"Acclaimed","1998","Full Time","Female","725","0.562798345521332","0.535484862312233","0.590111828730432"
"Acclaimed","1998","Part Time","Male","127","0.421892891732643","0.368689495913702","0.475096287551585"
"Acclaimed","1998","Part Time","Female","370","0.521686749302238","0.48512309263356","0.558250405970915"
"Acclaimed","1998","Not Working","Male","7","","",""
"Acclaimed","1998","Not Working","Female","8","","",""
"Partly, partly","1998","Full Time","Male","643","0.22671664693321","0.210813848906896","0.242619444959523"
"Partly, partly","1998","Full Time","Female","220","0.184837966996733","0.163464383258226","0.206211550735239"
"Partly, partly","1998","Part Time","Male","77","0.200569830009183","0.157432112266263","0.243707547752103"
"Partly, partly","1998","Part Time","Female","132","0.188647002931133","0.16001060488404","0.217283400978225"
"Partly, partly","1998","Not Working","Male","5","","",""
"Partly, partly","1998","Not Working","Female","6","","",""
"Paid","1998","Full Time","Male","545","0.192243297306976","0.177276516566422","0.207210078047529"
"Paid","1998","Full Time","Female","107","0.0820795643717648","0.0669655502277606","0.0971935785157691"
"Paid","1998","Part Time","Male","79","0.224458645428583","0.179511227984453","0.269406062872713"
"Paid","1998","Part Time","Female","130","0.175559918125105","0.147712768592816","0.203407067657394"
"Paid","1998","Not Working","Male","9","","",""
"Paid","1998","Not Working","Female","5","","",""
"Not paid","1998","Full Time","Male","492","0.207593166788966","0.192188825188712","0.22299750838922"
"Not paid","1998","Full Time","Female","215","0.17028412311017","0.149586924723778","0.190981321496562"
"Not paid","1998","Part Time","Male","48","0.15307863282959","0.114289244925107","0.191868020734074"
"Not paid","1998","Part Time","Female","85","0.114106329641525","0.0908343043326017","0.137378354950448"
"Not paid","1998","Not Working","Male","7","","",""
"Not paid","1998","Not Working","Female","5","","",""
"Acclaimed","1999","Full Time","Male","956","0.373308557150161","0.354879037069233","0.391738077231089"
"Acclaimed","1999","Full Time","Female","718","0.588463209230683","0.561083666446436","0.615842752014931"
"Acclaimed","1999","Part Time","Male","126","0.394585789081637","0.341117953931109","0.448053624232166"
"Acclaimed","1999","Part Time","Female","386","0.539331011043306","0.502947664436918","0.575714357649695"
"Acclaimed","1999","Not Working","Male","7","","",""
"Acclaimed","1999","Not Working","Female","14","","",""
"Partly, partly","1999","Full Time","Male","661","0.240620393039756","0.224333102182614","0.256907683896898"
"Partly, partly","1999","Full Time","Female","222","0.175758795809736","0.1545826023878","0.196934989231672"
"Partly, partly","1999","Part Time","Male","73","0.229837221919781","0.183811880447543","0.27586256339202"
"Partly, partly","1999","Part Time","Female","109","0.16841143108973","0.141095217665297","0.195727644514163"
"Partly, partly","1999","Not Working","Male","1","","",""
"Partly, partly","1999","Not Working","Female","4","","",""
"Paid","1999","Full Time","Male","534","0.179582439700779","0.16495721394836","0.194207665453198"
"Paid","1999","Full Time","Female","96","0.0701445694818589","0.0559354572958523","0.0843536816678654"
"Paid","1999","Part Time","Male","81","0.244009972190259","0.197025170740633","0.290994773639886"
"Paid","1999","Part Time","Female","130","0.158607841740614","0.131942815435359","0.185272868045868"
"Paid","1999","Not Working","Male","3","","",""
"Paid","1999","Not Working","Female","4","","",""
"Not paid","1999","Full Time","Male","495","0.206488610109304","0.191065292427727","0.221911927790881"
"Not paid","1999","Full Time","Female","205","0.165633425477722","0.144950372666911","0.186316478288533"
"Not paid","1999","Part Time","Male","41","0.131567016808322","0.0945895425522007","0.168544491064444"
