"plb0195_h","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Not paid","2004","Urban Area","West Germany","1029","0.209876307182494","0.197578344829584","0.222174269535405"
"Not paid","2004","Urban Area","East Germany","130","0.181330040655083","0.151618775941664","0.211041305368502"
"Not paid","2004","Rural Area","West Germany","260","0.164191674263851","0.143897470416737","0.184485878110966"
"Not paid","2004","Rural Area","East Germany","187","0.142368129237717","0.122285753951814","0.162450504523619"
"Acclaimed","2005","Urban Area","West Germany","1896","0.48566915551408","0.47001940489468","0.501318906133481"
"Acclaimed","2005","Urban Area","East Germany","314","0.511481259309229","0.471583830149336","0.551378688469123"
"Acclaimed","2005","Rural Area","West Germany","623","0.541205216679164","0.512952880782246","0.569457552576081"
"Acclaimed","2005","Rural Area","East Germany","559","0.542420100535164","0.512762582264263","0.572077618806065"
"Partly, partly","2005","Urban Area","West Germany","749","0.207685069284269","0.194983206024943","0.220386932543595"
"Partly, partly","2005","Urban Area","East Germany","112","0.195984899346392","0.16430142183076","0.227668376862024"
"Partly, partly","2005","Rural Area","West Germany","243","0.196774168741479","0.174233488670691","0.219314848812266"
"Partly, partly","2005","Rural Area","East Germany","237","0.213353104312116","0.188965291685898","0.237740916938334"
"Paid","2005","Urban Area","West Germany","408","0.114005745184277","0.104054104271659","0.123957386096895"
"Paid","2005","Urban Area","East Germany","45","0.117011610553446","0.0913560557956642","0.142667165311227"
"Paid","2005","Rural Area","West Germany","117","0.0935343148706961","0.0770251423013271","0.110043487440065"
"Paid","2005","Rural Area","East Germany","119","0.119844960461944","0.100510906422122","0.139179014501765"
"Not paid","2005","Urban Area","West Germany","865","0.192640030017374","0.180291287076937","0.204988772957811"
"Not paid","2005","Urban Area","East Germany","132","0.175522230790934","0.145159210141961","0.205885251439906"
"Not paid","2005","Rural Area","West Germany","212","0.168486299708662","0.147264552390883","0.18970804702644"
"Not paid","2005","Rural Area","East Germany","169","0.124381834690776","0.104736053143352","0.1440276162382"
"Acclaimed","2006","Urban Area","West Germany","2089","0.479972810879624","0.46510576571135","0.494839856047898"
"Acclaimed","2006","Urban Area","East Germany","334","0.467430355244249","0.429220613555932","0.505640096932567"
"Acclaimed","2006","Rural Area","West Germany","704","0.533418969605932","0.506797018394707","0.560040920817157"
"Acclaimed","2006","Rural Area","East Germany","610","0.519337816882794","0.490684716522436","0.547990917243152"
"Partly, partly","2006","Urban Area","West Germany","774","0.180310678867971","0.168870345495956","0.191751012239986"
"Partly, partly","2006","Urban Area","East Germany","115","0.22197348562838","0.190147988906976","0.253798982349785"
"Partly, partly","2006","Rural Area","West Germany","250","0.189905200586876","0.168974755327243","0.21083564584651"
"Partly, partly","2006","Rural Area","East Germany","252","0.22281802745901","0.198952931149378","0.246683123768641"
"Paid","2006","Urban Area","West Germany","467","0.129676302868676","0.119679202979102","0.13967340275825"
"Paid","2006","Urban Area","East Germany","45","0.0941759987721395","0.0718083945145371","0.116543603029742"
"Paid","2006","Rural Area","West Germany","146","0.0989182835254935","0.0829865699166176","0.114849997134369"
"Paid","2006","Rural Area","East Germany","105","0.106316739583585","0.0886393022614948","0.123994176905675"
"Not paid","2006","Urban Area","West Germany","1008","0.210040207383729","0.197918688847286","0.222161725920173"
"Not paid","2006","Urban Area","East Germany","161","0.216420160355231","0.184883338481927","0.247956982228536"
"Not paid","2006","Rural Area","West Germany","249","0.177757546281698","0.157356328697405","0.198158763865992"
"Not paid","2006","Rural Area","East Germany","201","0.151527416074612","0.130964193074821","0.172090639074402"
"Acclaimed","2007","Urban Area","West Germany","1866","0.472894666738429","0.457295311940666","0.488494021536191"
"Acclaimed","2007","Urban Area","East Germany","321","0.502209479967915","0.462725265796645","0.541693694139186"
"Acclaimed","2007","Rural Area","West Germany","660","0.532954806722262","0.505241518378051","0.560668095066473"
"Acclaimed","2007","Rural Area","East Germany","607","0.523028269581484","0.494310286961255","0.551746252201714"
"Partly, partly","2007","Urban Area","West Germany","753","0.202416956053398","0.189862811534146","0.21497110057265"
"Partly, partly","2007","Urban Area","East Germany","109","0.205762201337905","0.173838311050547","0.237686091625262"
"Partly, partly","2007","Rural Area","West Germany","252","0.218024198874279","0.195088476564823","0.240959921183736"
"Partly, partly","2007","Rural Area","East Germany","258","0.264359738976963","0.239004049229789","0.289715428724137"
"Paid","2007","Urban Area","West Germany","391","0.110485873374737","0.100690848933387","0.120280897816087"
"Paid","2007","Urban Area","East Germany","43","0.0923091999711644","0.0694506227490738","0.115167777193255"
"Paid","2007","Rural Area","West Germany","107","0.0880886013604582","0.0723451627617901","0.103832039959126"
"Paid","2007","Rural Area","East Germany","96","0.0757499766216831","0.0605364109448188","0.0909635422985474"
"Not paid","2007","Urban Area","West Germany","925","0.214202503833437","0.201383823585859","0.227021184081014"
"Not paid","2007","Urban Area","East Germany","143","0.199719118723015","0.168148086876896","0.231290150569135"
"Not paid","2007","Rural Area","West Germany","226","0.160932393043001","0.140520483857784","0.181344302228217"
"Not paid","2007","Rural Area","East Germany","201","0.13686201481987","0.117100209965445","0.156623819674294"
"Acclaimed","2008","Urban Area","West Germany","1824","0.47198971024073","0.456326098236136","0.487653322245325"
"Acclaimed","2008","Urban Area","East Germany","302","0.497432206478663","0.457948127485406","0.53691628547192"
"Acclaimed","2008","Rural Area","West Germany","627","0.517772252971215","0.489915253232459","0.545629252709971"
"Acclaimed","2008","Rural Area","East Germany","575","0.518787104061916","0.489446523007819","0.548127685116014"
"Partly, partly","2008","Urban Area","West Germany","758","0.210245767425389","0.197460374769248","0.22303116008153"
"Partly, partly","2008","Urban Area","East Germany","124","0.225082746993226","0.19210230258093","0.258063191405523"
"Partly, partly","2008","Rural Area","West Germany","246","0.198645162755982","0.176402320390623","0.220888005121341"
"Partly, partly","2008","Rural Area","East Germany","241","0.26148794648052","0.235682574316454","0.287293318644585"
"Paid","2008","Urban Area","West Germany","404","0.114357046260466","0.104371651035953","0.12434244148498"
"Paid","2008","Urban Area","East Germany","44","0.085907609555402","0.0637782625436709","0.108036956567133"
"Paid","2008","Rural Area","West Germany","127","0.0994311927072576","0.0827487888629921","0.116113596551523"
"Paid","2008","Rural Area","East Germany","118","0.0919339455151479","0.0749670585837176","0.108900832446578"
"Not paid","2008","Urban Area","West Germany","916","0.203407476073415","0.190777398234751","0.216037553912078"
"Not paid","2008","Urban Area","East Germany","146","0.191577436972709","0.160499718557127","0.22265515538829"
"Not paid","2008","Rural Area","West Germany","236","0.184151391565546","0.162542566846886","0.205760216284206"
"Not paid","2008","Rural Area","East Germany","180","0.127791003942416","0.108186045886773","0.14739596199806"
"Acclaimed","2009","Urban Area","West Germany","1583","0.458849909930872","0.44205337495733","0.475646444904415"
"Acclaimed","2009","Urban Area","East Germany","283","0.536837874746392","0.495390331968545","0.578285417524239"
"Acclaimed","2009","Rural Area","West Germany","581","0.514957775574517","0.485920722157027","0.543994828992008"
"Acclaimed","2009","Rural Area","East Germany","534","0.54199631300387","0.511329985694236","0.572662640313504"
"Partly, partly","2009","Urban Area","West Germany","658","0.209681242375807","0.195959589103874","0.22340289564774"
"Partly, partly","2009","Urban Area","East Germany","111","0.192148500347764","0.159399732646087","0.224897268049442"
"Partly, partly","2009","Rural Area","West Germany","229","0.226000997442029","0.201701217624236","0.250300777259822"
"Partly, partly","2009","Rural Area","East Germany","229","0.287894848158405","0.260026057451557","0.315763638865253"
"Paid","2009","Urban Area","West Germany","340","0.119268836983211","0.108344107810705","0.130193566155718"
"Paid","2009","Urban Area","East Germany","46","0.0674658085097692","0.0466168223037745","0.0883147947157639"
"Paid","2009","Rural Area","West Germany","108","0.0938119507969381","0.0768718804789422","0.110752021114934"
"Paid","2009","Rural Area","East Germany","97","0.0713292396796309","0.0554878310485456","0.0871706483107162"
"Not paid","2009","Urban Area","West Germany","800","0.212200010710109","0.198418202825072","0.225981818595147"
"Not paid","2009","Urban Area","East Germany","116","0.203547816396074","0.170080277811937","0.237015354980212"
"Not paid","2009","Rural Area","West Germany","220","0.165229276186516","0.143651630131522","0.186806922241509"
"Not paid","2009","Rural Area","East Germany","154","0.0987795991580944","0.0804151354460708","0.117144062870118"
"Acclaimed","2010","Urban Area","West Germany","2330","0.501991471322043","0.487829047734344","0.516153894909742"
"Acclaimed","2010","Urban Area","East Germany","356","0.52316888080505","0.486035975010523","0.560301786599576"
"Acclaimed","2010","Rural Area","West Germany","922","0.531011224629243","0.507447793615689","0.554574655642797"
"Acclaimed","2010","Rural Area","East Germany","661","0.574664065806269","0.547124262955997","0.602203868656541"
"Partly, partly","2010","Urban Area","West Germany","870","0.180915986379383","0.170012290818108","0.191819681940658"
"Partly, partly","2010","Urban Area","East Germany","132","0.196540791366495","0.166997154589775","0.226084428143216"
"Partly, partly","2010","Rural Area","West Germany","320","0.196861573657165","0.178086522407202","0.215636624907129"
"Partly, partly","2010","Rural Area","East Germany","257","0.211930001389337","0.189165067868494","0.23469493491018"
"Paid","2010","Urban Area","West Germany","566","0.115053987434269","0.106015822843688","0.124092152024851"
"Paid","2010","Urban Area","East Germany","63","0.0745962437524443","0.0550627558717524","0.0941297316331362"
"Paid","2010","Rural Area","West Germany","200","0.105678602919292","0.0911626418526699","0.120194563985915"
"Paid","2010","Rural Area","East Germany","136","0.0858258149854972","0.0702227034359454","0.101428926535049"
"Not paid","2010","Urban Area","West Germany","1022","0.202038554864305","0.190665448495748","0.213411661232862"
"Not paid","2010","Urban Area","East Germany","144","0.205694084076011","0.175642976171916","0.235745191980105"
"Not paid","2010","Rural Area","West Germany","281","0.166448598794299","0.14886079075112","0.184036406837478"
"Not paid","2010","Rural Area","East Germany","184","0.127580117818897","0.108995995925291","0.146164239712503"
"Acclaimed","2011","Urban Area","West Germany","2663","0.469245216558664","0.45623586997785","0.482254563139477"
"Acclaimed","2011","Urban Area","East Germany","445","0.51098306511853","0.47717863249222","0.544787497744839"
"Acclaimed","2011","Rural Area","West Germany","1155","0.527765784986198","0.507026926326255","0.54850464364614"
"Acclaimed","2011","Rural Area","East Germany","755","0.558472151983854","0.532779913075808","0.5841643908919"
"Partly, partly","2011","Urban Area","West Germany","1105","0.202444351592613","0.191969643526752","0.212919059658474"
"Partly, partly","2011","Urban Area","East Germany","154","0.210462018410874","0.182895505844137","0.238028530977611"
"Partly, partly","2011","Rural Area","West Germany","404","0.176419620672108","0.160584843774931","0.192254397569284"
"Partly, partly","2011","Rural Area","East Germany","270","0.183707776622654","0.163671881923247","0.203743671322062"
"Paid","2011","Urban Area","West Germany","690","0.124801027351418","0.116185713997725","0.133416340705111"
"Paid","2011","Urban Area","East Germany","78","0.0764028975826591","0.0584388315152325","0.0943669636500858"
"Paid","2011","Rural Area","West Germany","300","0.125262171224259","0.111511166450923","0.139013175997594"
"Paid","2011","Rural Area","East Germany","174","0.113426731462293","0.0970194297065893","0.129834033217997"
"Not paid","2011","Urban Area","West Germany","1195","0.203509404497305","0.193014193692512","0.214004615302098"
"Not paid","2011","Urban Area","East Germany","163","0.202152018887938","0.174993407257829","0.229310630518047"
"Not paid","2011","Rural Area","West Germany","367","0.170552423117436","0.154927822345095","0.186177023889777"
"Not paid","2011","Rural Area","East Germany","236","0.144393339931198","0.126207523634501","0.162579156227895"
"Acclaimed","2012","Urban Area","West Germany","2837","0.487171070483556","0.474325219026673","0.500016921940439"
"Acclaimed","2012","Urban Area","East Germany","437","0.524573778420059","0.490329981151222","0.558817575688897"
"Acclaimed","2012","Rural Area","West Germany","1233","0.532417482607794","0.512052983815548","0.552781981400039"
"Acclaimed","2012","Rural Area","East Germany","794","0.579849213047145","0.554408805092465","0.605289621001825"
"Partly, partly","2012","Urban Area","West Germany","1123","0.203328754405784","0.192985079479992","0.213672429331577"
"Partly, partly","2012","Urban Area","East Germany","180","0.215102168825268","0.186927032767852","0.243277304882685"
"Partly, partly","2012","Rural Area","West Germany","447","0.21459985898656","0.197843539082444","0.231356178890675"
"Partly, partly","2012","Rural Area","East Germany","312","0.212087770869522","0.191017957979177","0.233157583759866"
"Paid","2012","Urban Area","West Germany","706","0.12358777290616","0.115129574678302","0.132045971134019"
"Paid","2012","Urban Area","East Germany","67","0.0877074618125304","0.0683110053643106","0.10710391826075"
"Paid","2012","Rural Area","West Germany","289","0.11650267184775","0.103408169359382","0.129597174336117"
"Paid","2012","Rural Area","East Germany","150","0.0871371931033921","0.0726004041941358","0.101673982012649"
"Not paid","2012","Urban Area","West Germany","1150","0.1859124022045","0.17591411420005","0.195910690208949"
"Not paid","2012","Urban Area","East Germany","133","0.172616590942142","0.146702753240868","0.198530428643416"
"Not paid","2012","Rural Area","West Germany","337","0.136479986557897","0.122468341450268","0.150491631665526"
"Not paid","2012","Rural Area","East Germany","190","0.120925822979941","0.104120911398503","0.137730734561379"
"Acclaimed","2013","Urban Area","West Germany","3176","0.498652871808366","0.486457329255893","0.51084841436084"
"Acclaimed","2013","Urban Area","East Germany","453","0.558757843411872","0.524855103284433","0.592660583539312"
"Acclaimed","2013","Rural Area","West Germany","1250","0.51197857543461","0.492067439640399","0.531889711228821"
"Acclaimed","2013","Rural Area","East Germany","725","0.538354937613153","0.511751940708934","0.564957934517372"
"Partly, partly","2013","Urban Area","West Germany","1278","0.199507091795471","0.189759650884454","0.209254532706487"
"Partly, partly","2013","Urban Area","East Germany","149","0.181187048703253","0.154887977413738","0.207486119992768"
"Partly, partly","2013","Rural Area","West Germany","513","0.233049788580471","0.216209146773938","0.249890430387004"
"Partly, partly","2013","Rural Area","East Germany","270","0.225752737705435","0.20344279431852","0.24806268109235"
"Paid","2013","Urban Area","West Germany","847","0.116852943351392","0.109017401424662","0.124688485278122"
"Paid","2013","Urban Area","East Germany","83","0.109144218644506","0.0878535865850714","0.130434850703941"
"Paid","2013","Rural Area","West Germany","320","0.115769663929768","0.10302492956946","0.128514398290075"
"Paid","2013","Rural Area","East Germany","157","0.0994157666515576","0.0834484507018374","0.115383082601278"
"Not paid","2013","Urban Area","West Germany","1156","0.184987093044771","0.175516315081463","0.194457871008079"
"Not paid","2013","Urban Area","East Germany","139","0.150910889240369","0.126469751986871","0.175352026493866"
"Not paid","2013","Rural Area","West Germany","338","0.139201972055151","0.125413249857046","0.152990694253256"
"Not paid","2013","Rural Area","East Germany","197","0.136476558029855","0.118157285963813","0.154795830095896"
"Acclaimed","2014","Urban Area","West Germany","2829","0.489897234895975","0.477050880700364","0.502743589091587"
"Acclaimed","2014","Urban Area","East Germany","401","0.551567761746317","0.516163027497683","0.586972495994951"
"Acclaimed","2014","Rural Area","West Germany","1203","0.53788594548808","0.517257982113444","0.558513908862717"
"Acclaimed","2014","Rural Area","East Germany","660","0.522644570531872","0.495010148681966","0.550278992381778"
"Partly, partly","2014","Urban Area","West Germany","1242","0.218699357082249","0.2080767430194","0.229321971145098"
"Partly, partly","2014","Urban Area","East Germany","161","0.210056686784706","0.181057908110134","0.239055465459278"
"Partly, partly","2014","Rural Area","West Germany","471","0.222620999914594","0.205408809912379","0.239833189916809"
"Partly, partly","2014","Rural Area","East Germany","295","0.232594730662913","0.209220433961805","0.25596902736402"
"Paid","2014","Urban Area","West Germany","726","0.120003896201424","0.111652932286076","0.128354860116773"
"Paid","2014","Urban Area","East Germany","66","0.0730547665308178","0.0545294855184294","0.0915800475432062"
"Paid","2014","Rural Area","West Germany","277","0.0975919920293582","0.0853134945209601","0.109870489537756"
"Paid","2014","Rural Area","East Germany","129","0.112979632397766","0.095465319555489","0.130493945240044"
"Not paid","2014","Urban Area","West Germany","1020","0.171399511820351","0.161715039954063","0.18108398368664"
"Not paid","2014","Urban Area","East Germany","130","0.165320784938159","0.138876184041987","0.191765385834331"
"Not paid","2014","Rural Area","West Germany","293","0.141901062567968","0.127463357342586","0.156338767793349"
"Not paid","2014","Rural Area","East Germany","171","0.131781066407449","0.113067034605912","0.150495098208985"
"Acclaimed","2015","Urban Area","West Germany","","","",""
"Acclaimed","2015","Urban Area","East Germany","","","",""
"Acclaimed","2015","Rural Area","West Germany","","","",""
"Acclaimed","2015","Rural Area","East Germany","","","",""
"Partly, partly","2015","Urban Area","West Germany","","","",""
"Partly, partly","2015","Urban Area","East Germany","","","",""
"Partly, partly","2015","Rural Area","West Germany","","","",""
"Partly, partly","2015","Rural Area","East Germany","","","",""
"Paid","2015","Urban Area","West Germany","","","",""
"Paid","2015","Urban Area","East Germany","","","",""
"Paid","2015","Rural Area","West Germany","","","",""
"Paid","2015","Rural Area","East Germany","","","",""
"Not paid","2015","Urban Area","West Germany","","","",""
"Not paid","2015","Urban Area","East Germany","","","",""
"Not paid","2015","Rural Area","West Germany","","","",""
"Not paid","2015","Rural Area","East Germany","","","",""
"Acclaimed","2016","Urban Area","West Germany","","","",""
"Acclaimed","2016","Urban Area","East Germany","","","",""
"Acclaimed","2016","Rural Area","West Germany","","","",""
"Acclaimed","2016","Rural Area","East Germany","","","",""
"Partly, partly","2016","Urban Area","West Germany","","","",""
"Partly, partly","2016","Urban Area","East Germany","","","",""
"Partly, partly","2016","Rural Area","West Germany","","","",""
"Partly, partly","2016","Rural Area","East Germany","","","",""
"Paid","2016","Urban Area","West Germany","","","",""
"Paid","2016","Urban Area","East Germany","","","",""
"Paid","2016","Rural Area","West Germany","","","",""
"Paid","2016","Rural Area","East Germany","","","",""
"Not paid","2016","Urban Area","West Germany","","","",""
"Not paid","2016","Urban Area","East Germany","","","",""
"Not paid","2016","Rural Area","West Germany","","","",""
"Not paid","2016","Rural Area","East Germany","","","",""
"Acclaimed","2017","Urban Area","West Germany","","","",""
"Acclaimed","2017","Urban Area","East Germany","","","",""
"Acclaimed","2017","Rural Area","West Germany","","","",""
"Acclaimed","2017","Rural Area","East Germany","","","",""
"Partly, partly","2017","Urban Area","West Germany","","","",""
"Partly, partly","2017","Urban Area","East Germany","","","",""
"Partly, partly","2017","Rural Area","West Germany","","","",""
"Partly, partly","2017","Rural Area","East Germany","","","",""
"Paid","2017","Urban Area","West Germany","","","",""
"Paid","2017","Urban Area","East Germany","","","",""
"Paid","2017","Rural Area","West Germany","","","",""
"Paid","2017","Rural Area","East Germany","","","",""
"Not paid","2017","Urban Area","West Germany","","","",""
"Not paid","2017","Urban Area","East Germany","","","",""
"Not paid","2017","Rural Area","West Germany","","","",""
"Not paid","2017","Rural Area","East Germany","","","",""
"Acclaimed","2018","Urban Area","West Germany","2926","0.518545427881084","0.505503054847568","0.531587800914599"
"Acclaimed","2018","Urban Area","East Germany","411","0.590571654890314","0.554654072624171","0.626489237156456"
"Acclaimed","2018","Rural Area","West Germany","1226","0.556162853171701","0.535583398742888","0.576742307600514"
"Acclaimed","2018","Rural Area","East Germany","707","0.551390572428596","0.524260632252612","0.578520512604581"
"Partly, partly","2018","Urban Area","West Germany","1182","0.225638188222059","0.214727206686545","0.236549169757572"
"Partly, partly","2018","Urban Area","East Germany","147","0.177990662581107","0.150051149823932","0.205930175338282"
"Partly, partly","2018","Rural Area","West Germany","505","0.22430980655099","0.207031971436847","0.241587641665133"
"Partly, partly","2018","Rural Area","East Germany","311","0.233385317072968","0.210311985806509","0.256458648339426"
"Paid","2018","Urban Area","West Germany","715","0.116385259053557","0.108014477275455","0.124756040831659"
"Paid","2018","Urban Area","East Germany","72","0.0845672593192151","0.0642438674414205","0.10489065119701"
"Paid","2018","Rural Area","West Germany","266","0.0984345002687222","0.0860951197606049","0.110773880776839"
"Paid","2018","Rural Area","East Germany","140","0.110518018674718","0.0934151054396569","0.12762093190978"
"Not paid","2018","Urban Area","West Germany","815","0.139431124843301","0.130389255272401","0.148472994414201"
"Not paid","2018","Urban Area","East Germany","90","0.146870423209364","0.121014710398496","0.172726136020233"
"Not paid","2018","Rural Area","West Germany","242","0.121092840008587","0.107579839973228","0.134605840043946"
"Not paid","2018","Rural Area","East Germany","133","0.104706091823718","0.0880046579071077","0.121407525740328"
