"plb0195_h","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Acclaimed","2003","Brandenburg","Employed","174","0.604112712994862","0.548494807252213","0.659730618737511"
"Acclaimed","2003","Mecklenburg-Western Pomerania","Not Employed","1","","",""
"Acclaimed","2003","Mecklenburg-Western Pomerania","Employed","94","0.556363610049427","0.483986415844983","0.628740804253871"
"Acclaimed","2003","Saxony","Not Employed","3","","",""
"Acclaimed","2003","Saxony","Employed","316","0.56383593378847","0.523752885246179","0.603918982330761"
"Acclaimed","2003","Saxony-Anhalt","Not Employed","2","","",""
"Acclaimed","2003","Saxony-Anhalt","Employed","151","0.523481499819999","0.466775304284585","0.580187695355413"
"Acclaimed","2003","Thuringia","Not Employed","5","","",""
"Acclaimed","2003","Thuringia","Employed","165","0.514058778921311","0.461165646009574","0.566951911833049"
"Partly, partly","2003","Schleswig-Holstein","Not Employed","","","",""
"Partly, partly","2003","Schleswig-Holstein","Employed","36","0.149104138216767","0.0996156021451031","0.198592674288432"
"Partly, partly","2003","Hamburg","Not Employed","1","","",""
"Partly, partly","2003","Hamburg","Employed","16","","",""
"Partly, partly","2003","Lower Saxony","Not Employed","","","",""
"Partly, partly","2003","Lower Saxony","Employed","151","0.198288182192609","0.168645790129081","0.227930574256137"
"Partly, partly","2003","Bremen","Not Employed","","","",""
"Partly, partly","2003","Bremen","Employed","12","","",""
"Partly, partly","2003","North Rhine-Westphalia","Not Employed","2","","",""
"Partly, partly","2003","North Rhine-Westphalia","Employed","289","0.20038069210991","0.179848220292862","0.220913163926958"
"Partly, partly","2003","Hesse","Not Employed","","","",""
"Partly, partly","2003","Hesse","Employed","122","0.224310029551368","0.189792866445749","0.258827192656987"
"Partly, partly","2003","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Partly, partly","2003","Rhineland-Palatinate,Saarland","Employed","79","0.174863951846749","0.138362146012211","0.211365757681288"
"Partly, partly","2003","Baden-Württemberg","Not Employed","1","","",""
"Partly, partly","2003","Baden-Württemberg","Employed","191","0.229635741929264","0.202719496666975","0.256551987191553"
"Partly, partly","2003","Bavaria","Not Employed","2","","",""
"Partly, partly","2003","Bavaria","Employed","211","0.17117890503438","0.14903028964834","0.19332752042042"
"Partly, partly","2003","Berlin","Not Employed","","","",""
"Partly, partly","2003","Berlin","Employed","47","0.174655251489032","0.128326909439169","0.220983593538895"
"Partly, partly","2003","Brandenburg","Not Employed","","","",""
"Partly, partly","2003","Brandenburg","Employed","52","0.188251305445499","0.143793331799612","0.232709279091386"
"Partly, partly","2003","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Partly, partly","2003","Mecklenburg-Western Pomerania","Employed","32","0.157495503142707","0.104427958187864","0.21056304809755"
"Partly, partly","2003","Saxony","Not Employed","","","",""
"Partly, partly","2003","Saxony","Employed","115","0.207425158413333","0.174652604658371","0.240197712168294"
"Partly, partly","2003","Saxony-Anhalt","Not Employed","","","",""
"Partly, partly","2003","Saxony-Anhalt","Employed","61","0.215385330874074","0.168711200868349","0.262059460879799"
"Partly, partly","2003","Thuringia","Not Employed","","","",""
"Partly, partly","2003","Thuringia","Employed","72","0.206307045400531","0.163483332053458","0.249130758747603"
"Paid","2003","Schleswig-Holstein","Not Employed","","","",""
"Paid","2003","Schleswig-Holstein","Employed","19","","",""
"Paid","2003","Hamburg","Not Employed","","","",""
"Paid","2003","Hamburg","Employed","14","","",""
"Paid","2003","Lower Saxony","Not Employed","2","","",""
"Paid","2003","Lower Saxony","Employed","87","0.139347641199094","0.113601071115986","0.165094211282201"
"Paid","2003","Bremen","Not Employed","","","",""
"Paid","2003","Bremen","Employed","8","","",""
"Paid","2003","North Rhine-Westphalia","Not Employed","4","","",""
"Paid","2003","North Rhine-Westphalia","Employed","227","0.176199488002305","0.156656767854979","0.19574220814963"
"Paid","2003","Hesse","Not Employed","","","",""
"Paid","2003","Hesse","Employed","48","0.0933461963164049","0.0692728913669436","0.117419501265866"
"Paid","2003","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Paid","2003","Rhineland-Palatinate,Saarland","Employed","77","0.207935604342976","0.16893726616433","0.246933942521621"
"Paid","2003","Baden-Württemberg","Not Employed","2","","",""
"Paid","2003","Baden-Württemberg","Employed","130","0.147251876474648","0.124574778470958","0.169928974478337"
"Paid","2003","Bavaria","Not Employed","2","","",""
"Paid","2003","Bavaria","Employed","86","0.0695755081817728","0.0546145357708081","0.0845364805927376"
"Paid","2003","Berlin","Not Employed","","","",""
"Paid","2003","Berlin","Employed","19","","",""
"Paid","2003","Brandenburg","Not Employed","2","","",""
"Paid","2003","Brandenburg","Employed","29","","",""
"Paid","2003","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Paid","2003","Mecklenburg-Western Pomerania","Employed","23","","",""
"Paid","2003","Saxony","Not Employed","1","","",""
"Paid","2003","Saxony","Employed","42","0.0835037376368579","0.0611434320486272","0.105864043225089"
"Paid","2003","Saxony-Anhalt","Not Employed","","","",""
"Paid","2003","Saxony-Anhalt","Employed","31","0.115860376326942","0.079521804596883","0.152198948057002"
"Paid","2003","Thuringia","Not Employed","","","",""
"Paid","2003","Thuringia","Employed","48","0.140270512719143","0.103519853432151","0.177021172006135"
"Not paid","2003","Schleswig-Holstein","Not Employed","","","",""
"Not paid","2003","Schleswig-Holstein","Employed","52","0.199643981314033","0.144105848923515","0.25518211370455"
"Not paid","2003","Hamburg","Not Employed","1","","",""
"Not paid","2003","Hamburg","Employed","28","","",""
"Not paid","2003","Lower Saxony","Not Employed","1","","",""
"Not paid","2003","Lower Saxony","Employed","107","0.121160255644487","0.0969002652949679","0.145420245994006"
"Not paid","2003","Bremen","Not Employed","","","",""
"Not paid","2003","Bremen","Employed","16","","",""
"Not paid","2003","North Rhine-Westphalia","Not Employed","3","","",""
"Not paid","2003","North Rhine-Westphalia","Employed","310","0.19108372870894","0.170917007132551","0.211250450285328"
"Not paid","2003","Hesse","Not Employed","1","","",""
"Not paid","2003","Hesse","Employed","131","0.182987613923974","0.150991898328145","0.214983329519803"
"Not paid","2003","Rhineland-Palatinate,Saarland","Not Employed","2","","",""
"Not paid","2003","Rhineland-Palatinate,Saarland","Employed","73","0.166065848885318","0.130305028751041","0.201826669019595"
"Not paid","2003","Baden-Württemberg","Not Employed","1","","",""
"Not paid","2003","Baden-Württemberg","Employed","226","0.179112245270436","0.154573565139332","0.203650925401541"
"Not paid","2003","Bavaria","Not Employed","","","",""
"Not paid","2003","Bavaria","Employed","231","0.157855319527521","0.136415850407728","0.179294788647315"
"Not paid","2003","Berlin","Not Employed","","","",""
"Not paid","2003","Berlin","Employed","62","0.233663718789717","0.182028791030192","0.285298646549242"
"Not paid","2003","Brandenburg","Not Employed","","","",""
"Not paid","2003","Brandenburg","Employed","42","0.106751312256209","0.0716322694037405","0.141870355108677"
"Not paid","2003","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Not paid","2003","Mecklenburg-Western Pomerania","Employed","32","0.175531505459746","0.120110630916906","0.230952380002585"
"Not paid","2003","Saxony","Not Employed","","","",""
"Not paid","2003","Saxony","Employed","115","0.145235170161339","0.116756569281351","0.173713771041327"
"Not paid","2003","Saxony-Anhalt","Not Employed","2","","",""
"Not paid","2003","Saxony-Anhalt","Employed","55","0.145272792978985","0.105264882823356","0.185280703134613"
"Not paid","2003","Thuringia","Not Employed","","","",""
"Not paid","2003","Thuringia","Employed","58","0.139363662959015","0.10271267832186","0.176014647596169"
"Acclaimed","2004","Schleswig-Holstein","Not Employed","","","",""
"Acclaimed","2004","Schleswig-Holstein","Employed","77","0.326545569785647","0.262035713078709","0.391055426492585"
"Acclaimed","2004","Hamburg","Not Employed","1","","",""
"Acclaimed","2004","Hamburg","Employed","37","0.407648829306256","0.306686323668935","0.508611334943577"
"Acclaimed","2004","Lower Saxony","Not Employed","","","",""
"Acclaimed","2004","Lower Saxony","Employed","320","0.539943363267929","0.500931735259607","0.578954991276251"
"Acclaimed","2004","Bremen","Not Employed","","","",""
"Acclaimed","2004","Bremen","Employed","19","","",""
"Acclaimed","2004","North Rhine-Westphalia","Not Employed","3","","",""
"Acclaimed","2004","North Rhine-Westphalia","Employed","642","0.439188716553995","0.413448159235946","0.464929273872045"
"Acclaimed","2004","Hesse","Not Employed","2","","",""
"Acclaimed","2004","Hesse","Employed","249","0.527561961213765","0.484897684743681","0.570226237683848"
"Acclaimed","2004","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Acclaimed","2004","Rhineland-Palatinate,Saarland","Employed","177","0.472914737056023","0.423108205477413","0.522721268634633"
"Acclaimed","2004","Baden-Württemberg","Not Employed","1","","",""
"Acclaimed","2004","Baden-Württemberg","Employed","403","0.475176347059439","0.443011854451672","0.507340839667206"
"Acclaimed","2004","Bavaria","Not Employed","1","","",""
"Acclaimed","2004","Bavaria","Employed","557","0.565007010445882","0.535426516902659","0.594587503989104"
"Acclaimed","2004","Berlin","Not Employed","2","","",""
"Acclaimed","2004","Berlin","Employed","136","0.558418708973862","0.497825556149704","0.61901186179802"
"Acclaimed","2004","Brandenburg","Not Employed","1","","",""
"Acclaimed","2004","Brandenburg","Employed","147","0.48978028003009","0.431122549377147","0.548438010683033"
"Acclaimed","2004","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Acclaimed","2004","Mecklenburg-Western Pomerania","Employed","91","0.603634721519538","0.530534486095546","0.676734956943529"
"Acclaimed","2004","Saxony","Not Employed","4","","",""
"Acclaimed","2004","Saxony","Employed","301","0.538118922856319","0.497010758503981","0.579227087208658"
"Acclaimed","2004","Saxony-Anhalt","Not Employed","","","",""
"Acclaimed","2004","Saxony-Anhalt","Employed","162","0.514899591878343","0.460813168555424","0.568986015201261"
"Acclaimed","2004","Thuringia","Not Employed","2","","",""
"Acclaimed","2004","Thuringia","Employed","157","0.464254932046641","0.410609048428826","0.517900815664457"
"Partly, partly","2004","Schleswig-Holstein","Not Employed","","","",""
"Partly, partly","2004","Schleswig-Holstein","Employed","41","0.219274636759227","0.162357451272832","0.276191822245622"
"Partly, partly","2004","Hamburg","Not Employed","","","",""
"Partly, partly","2004","Hamburg","Employed","18","","",""
"Partly, partly","2004","Lower Saxony","Not Employed","3","","",""
"Partly, partly","2004","Lower Saxony","Employed","132","0.190368729116216","0.159639210087892","0.22109824814454"
"Partly, partly","2004","Bremen","Not Employed","","","",""
"Partly, partly","2004","Bremen","Employed","14","","",""
"Partly, partly","2004","North Rhine-Westphalia","Not Employed","","","",""
"Partly, partly","2004","North Rhine-Westphalia","Employed","250","0.188858199800198","0.168558000519274","0.209158399081123"
"Partly, partly","2004","Hesse","Not Employed","","","",""
"Partly, partly","2004","Hesse","Employed","93","0.166246208627561","0.134429884329393","0.19806253292573"
"Partly, partly","2004","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Partly, partly","2004","Rhineland-Palatinate,Saarland","Employed","61","0.151628307356194","0.115848527288542","0.187408087423846"
"Partly, partly","2004","Baden-Württemberg","Not Employed","","","",""
"Partly, partly","2004","Baden-Württemberg","Employed","179","0.207807697871431","0.181674730737868","0.233940665004995"
"Partly, partly","2004","Bavaria","Not Employed","1","","",""
"Partly, partly","2004","Bavaria","Employed","190","0.148222443776485","0.127021389904205","0.169423497648765"
"Partly, partly","2004","Berlin","Not Employed","","","",""
"Partly, partly","2004","Berlin","Employed","43","0.147303165493107","0.104057597725559","0.190548733260654"
"Partly, partly","2004","Brandenburg","Not Employed","1","","",""
"Partly, partly","2004","Brandenburg","Employed","64","0.22603977747631","0.176960546930096","0.275119008022525"
"Partly, partly","2004","Mecklenburg-Western Pomerania","Not Employed","1","","",""
"Partly, partly","2004","Mecklenburg-Western Pomerania","Employed","35","0.15317299993244","0.0993494516521618","0.206996548212717"
"Partly, partly","2004","Saxony","Not Employed","1","","",""
"Partly, partly","2004","Saxony","Employed","126","0.252435341209777","0.216615527216284","0.28825515520327"
"Partly, partly","2004","Saxony-Anhalt","Not Employed","1","","",""
"Partly, partly","2004","Saxony-Anhalt","Employed","65","0.220324655381749","0.175470816431458","0.265178494332041"
"Partly, partly","2004","Thuringia","Not Employed","1","","",""
"Partly, partly","2004","Thuringia","Employed","73","0.237235307481361","0.191477626865669","0.282992988097053"
"Paid","2004","Schleswig-Holstein","Not Employed","","","",""
"Paid","2004","Schleswig-Holstein","Employed","21","","",""
"Paid","2004","Hamburg","Not Employed","","","",""
"Paid","2004","Hamburg","Employed","11","","",""
"Paid","2004","Lower Saxony","Not Employed","","","",""
"Paid","2004","Lower Saxony","Employed","68","0.131899091322121","0.105412850235743","0.158385332408499"
"Paid","2004","Bremen","Not Employed","","","",""
"Paid","2004","Bremen","Employed","9","","",""
"Paid","2004","North Rhine-Westphalia","Not Employed","2","","",""
"Paid","2004","North Rhine-Westphalia","Employed","206","0.174921474209606","0.15521752888675","0.194625419532461"
"Paid","2004","Hesse","Not Employed","","","",""
"Paid","2004","Hesse","Employed","42","0.0743491971684287","0.051930160274535","0.0967682340623224"
"Paid","2004","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Paid","2004","Rhineland-Palatinate,Saarland","Employed","61","0.144980328267422","0.109856889301057","0.180103767233787"
"Paid","2004","Baden-Württemberg","Not Employed","","","",""
"Paid","2004","Baden-Württemberg","Employed","116","0.130353403357343","0.108667616456866","0.152039190257819"
"Paid","2004","Bavaria","Not Employed","2","","",""
"Paid","2004","Bavaria","Employed","83","0.0885350220759279","0.0715852090580722","0.105484835093784"
"Paid","2004","Berlin","Not Employed","","","",""
