"plb0195_h","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Acclaimed","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"Acclaimed","1984","(2c_gen) general maturity certificate","higher education","","","",""
"Acclaimed","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"Acclaimed","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Acclaimed","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Acclaimed","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Acclaimed","1984","(2c_voc) vocational maturity certificate","vocational + Abi","37","0.317837495127774","0.240149299474624","0.395525690780925"
"Acclaimed","1984","(2c_voc) vocational maturity certificate","higher vocational","27","","",""
"Acclaimed","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"Acclaimed","1984","(3a) lower tertiary education","in school","","","",""
"Acclaimed","1984","(3a) lower tertiary education","inadequately","","","",""
"Acclaimed","1984","(3a) lower tertiary education","general elemantary","","","",""
"Acclaimed","1984","(3a) lower tertiary education","middle vocational","","","",""
"Acclaimed","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"Acclaimed","1984","(3a) lower tertiary education","higher vocational","","","",""
"Acclaimed","1984","(3a) lower tertiary education","higher education","27","","",""
"Acclaimed","1984","(3b) higher tertiary education","in school","","","",""
"Acclaimed","1984","(3b) higher tertiary education","inadequately","","","",""
"Acclaimed","1984","(3b) higher tertiary education","general elemantary","","","",""
"Acclaimed","1984","(3b) higher tertiary education","middle vocational","","","",""
"Acclaimed","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"Acclaimed","1984","(3b) higher tertiary education","higher vocational","","","",""
"Acclaimed","1984","(3b) higher tertiary education","higher education","34","0.134438199297435","0.094410892160894","0.174465506433977"
"Partly, partly","1984","(0) in school","in school","","","",""
"Partly, partly","1984","(0) in school","inadequately","","","",""
"Partly, partly","1984","(0) in school","general elemantary","","","",""
"Partly, partly","1984","(0) in school","middle vocational","","","",""
"Partly, partly","1984","(0) in school","vocational + Abi","","","",""
"Partly, partly","1984","(0) in school","higher vocational","","","",""
"Partly, partly","1984","(0) in school","higher education","","","",""
"Partly, partly","1984","(1a) inadequately completed","in school","","","",""
"Partly, partly","1984","(1a) inadequately completed","inadequately","17","","",""
"Partly, partly","1984","(1a) inadequately completed","general elemantary","","","",""
"Partly, partly","1984","(1a) inadequately completed","middle vocational","3","","",""
"Partly, partly","1984","(1a) inadequately completed","vocational + Abi","","","",""
"Partly, partly","1984","(1a) inadequately completed","higher vocational","","","",""
"Partly, partly","1984","(1a) inadequately completed","higher education","","","",""
"Partly, partly","1984","(1b) general elementary school","in school","","","",""
"Partly, partly","1984","(1b) general elementary school","inadequately","2","","",""
"Partly, partly","1984","(1b) general elementary school","general elemantary","52","0.0887778033977365","0.0679154485589049","0.109640158236568"
"Partly, partly","1984","(1b) general elementary school","middle vocational","","","",""
"Partly, partly","1984","(1b) general elementary school","vocational + Abi","","","",""
"Partly, partly","1984","(1b) general elementary school","higher vocational","","","",""
"Partly, partly","1984","(1b) general elementary school","higher education","","","",""
"Partly, partly","1984","(1c) basic vocational qualification","in school","","","",""
"Partly, partly","1984","(1c) basic vocational qualification","inadequately","","","",""
"Partly, partly","1984","(1c) basic vocational qualification","general elemantary","","","",""
"Partly, partly","1984","(1c) basic vocational qualification","middle vocational","184","0.113282904535286","0.0980639324282209","0.128501876642352"
"Partly, partly","1984","(1c) basic vocational qualification","vocational + Abi","","","",""
"Partly, partly","1984","(1c) basic vocational qualification","higher vocational","19","","",""
"Partly, partly","1984","(1c) basic vocational qualification","higher education","","","",""
"Partly, partly","1984","(2b) intermediate general qualification","in school","","","",""
"Partly, partly","1984","(2b) intermediate general qualification","inadequately","","","",""
"Partly, partly","1984","(2b) intermediate general qualification","general elemantary","9","","",""
"Partly, partly","1984","(2b) intermediate general qualification","middle vocational","","","",""
"Partly, partly","1984","(2b) intermediate general qualification","vocational + Abi","","","",""
"Partly, partly","1984","(2b) intermediate general qualification","higher vocational","","","",""
"Partly, partly","1984","(2b) intermediate general qualification","higher education","","","",""
"Partly, partly","1984","(2a) intermediate vocational","in school","","","",""
"Partly, partly","1984","(2a) intermediate vocational","inadequately","","","",""
"Partly, partly","1984","(2a) intermediate vocational","general elemantary","","","",""
"Partly, partly","1984","(2a) intermediate vocational","middle vocational","64","0.111249120286029","0.0850653897316654","0.137432850840393"
"Partly, partly","1984","(2a) intermediate vocational","vocational + Abi","","","",""
"Partly, partly","1984","(2a) intermediate vocational","higher vocational","22","","",""
"Partly, partly","1984","(2a) intermediate vocational","higher education","","","",""
"Partly, partly","1984","(2c_gen) general maturity certificate","in school","","","",""
"Partly, partly","1984","(2c_gen) general maturity certificate","inadequately","","","",""
"Partly, partly","1984","(2c_gen) general maturity certificate","general elemantary","","","",""
"Partly, partly","1984","(2c_gen) general maturity certificate","middle vocational","5","","",""
"Partly, partly","1984","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Partly, partly","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"Partly, partly","1984","(2c_gen) general maturity certificate","higher education","","","",""
"Partly, partly","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"Partly, partly","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Partly, partly","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Partly, partly","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Partly, partly","1984","(2c_voc) vocational maturity certificate","vocational + Abi","13","","",""
"Partly, partly","1984","(2c_voc) vocational maturity certificate","higher vocational","11","","",""
"Partly, partly","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"Partly, partly","1984","(3a) lower tertiary education","in school","","","",""
"Partly, partly","1984","(3a) lower tertiary education","inadequately","","","",""
"Partly, partly","1984","(3a) lower tertiary education","general elemantary","","","",""
"Partly, partly","1984","(3a) lower tertiary education","middle vocational","","","",""
"Partly, partly","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"Partly, partly","1984","(3a) lower tertiary education","higher vocational","","","",""
"Partly, partly","1984","(3a) lower tertiary education","higher education","28","","",""
"Partly, partly","1984","(3b) higher tertiary education","in school","","","",""
"Partly, partly","1984","(3b) higher tertiary education","inadequately","","","",""
"Partly, partly","1984","(3b) higher tertiary education","general elemantary","","","",""
"Partly, partly","1984","(3b) higher tertiary education","middle vocational","","","",""
"Partly, partly","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"Partly, partly","1984","(3b) higher tertiary education","higher vocational","","","",""
"Partly, partly","1984","(3b) higher tertiary education","higher education","32","0.0823266482038245","0.0500743796993463","0.114578916708303"
"Paid","1984","(0) in school","in school","","","",""
"Paid","1984","(0) in school","inadequately","","","",""
"Paid","1984","(0) in school","general elemantary","","","",""
"Paid","1984","(0) in school","middle vocational","","","",""
"Paid","1984","(0) in school","vocational + Abi","","","",""
"Paid","1984","(0) in school","higher vocational","","","",""
"Paid","1984","(0) in school","higher education","","","",""
"Paid","1984","(1a) inadequately completed","in school","","","",""
"Paid","1984","(1a) inadequately completed","inadequately","208","0.774406830077645","0.723206157129575","0.825607503025716"
"Paid","1984","(1a) inadequately completed","general elemantary","","","",""
"Paid","1984","(1a) inadequately completed","middle vocational","35","0.747240385898533","0.615806467473116","0.87867430432395"
"Paid","1984","(1a) inadequately completed","vocational + Abi","","","",""
"Paid","1984","(1a) inadequately completed","higher vocational","1","","",""
"Paid","1984","(1a) inadequately completed","higher education","","","",""
"Paid","1984","(1b) general elementary school","in school","","","",""
"Paid","1984","(1b) general elementary school","inadequately","6","","",""
"Paid","1984","(1b) general elementary school","general elemantary","427","0.509422182234514","0.472753790309346","0.546090574159682"
"Paid","1984","(1b) general elementary school","middle vocational","","","",""
"Paid","1984","(1b) general elementary school","vocational + Abi","","","",""
"Paid","1984","(1b) general elementary school","higher vocational","","","",""
"Paid","1984","(1b) general elementary school","higher education","","","",""
"Paid","1984","(1c) basic vocational qualification","in school","","","",""
"Paid","1984","(1c) basic vocational qualification","inadequately","","","",""
"Paid","1984","(1c) basic vocational qualification","general elemantary","","","",""
"Paid","1984","(1c) basic vocational qualification","middle vocational","794","0.449935865270476","0.426047162685747","0.473824567855205"
"Paid","1984","(1c) basic vocational qualification","vocational + Abi","","","",""
"Paid","1984","(1c) basic vocational qualification","higher vocational","55","0.33278265765522","0.261315935858716","0.404249379451724"
"Paid","1984","(1c) basic vocational qualification","higher education","","","",""
"Paid","1984","(2b) intermediate general qualification","in school","","","",""
"Paid","1984","(2b) intermediate general qualification","inadequately","","","",""
"Paid","1984","(2b) intermediate general qualification","general elemantary","23","","",""
"Paid","1984","(2b) intermediate general qualification","middle vocational","","","",""
"Paid","1984","(2b) intermediate general qualification","vocational + Abi","","","",""
"Paid","1984","(2b) intermediate general qualification","higher vocational","","","",""
"Paid","1984","(2b) intermediate general qualification","higher education","","","",""
"Paid","1984","(2a) intermediate vocational","in school","","","",""
"Paid","1984","(2a) intermediate vocational","inadequately","","","",""
"Paid","1984","(2a) intermediate vocational","general elemantary","","","",""
"Paid","1984","(2a) intermediate vocational","middle vocational","117","0.210734728541883","0.176774331301863","0.244695125781902"
"Paid","1984","(2a) intermediate vocational","vocational + Abi","","","",""
"Paid","1984","(2a) intermediate vocational","higher vocational","16","","",""
"Paid","1984","(2a) intermediate vocational","higher education","","","",""
"Paid","1984","(2c_gen) general maturity certificate","in school","","","",""
"Paid","1984","(2c_gen) general maturity certificate","inadequately","","","",""
"Paid","1984","(2c_gen) general maturity certificate","general elemantary","","","",""
"Paid","1984","(2c_gen) general maturity certificate","middle vocational","47","0.435624038841556","0.328303872514709","0.542944205168404"
"Paid","1984","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Paid","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"Paid","1984","(2c_gen) general maturity certificate","higher education","","","",""
"Paid","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"Paid","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Paid","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Paid","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Paid","1984","(2c_voc) vocational maturity certificate","vocational + Abi","48","0.245755505545796","0.173923788112839","0.317587222978752"
"Paid","1984","(2c_voc) vocational maturity certificate","higher vocational","10","","",""
"Paid","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"Paid","1984","(3a) lower tertiary education","in school","","","",""
"Paid","1984","(3a) lower tertiary education","inadequately","","","",""
"Paid","1984","(3a) lower tertiary education","general elemantary","","","",""
"Paid","1984","(3a) lower tertiary education","middle vocational","","","",""
"Paid","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"Paid","1984","(3a) lower tertiary education","higher vocational","","","",""
"Paid","1984","(3a) lower tertiary education","higher education","26","","",""
"Paid","1984","(3b) higher tertiary education","in school","","","",""
"Paid","1984","(3b) higher tertiary education","inadequately","","","",""
"Paid","1984","(3b) higher tertiary education","general elemantary","","","",""
"Paid","1984","(3b) higher tertiary education","middle vocational","","","",""
"Paid","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"Paid","1984","(3b) higher tertiary education","higher vocational","","","",""
"Paid","1984","(3b) higher tertiary education","higher education","43","0.131173129097692","0.0915603738318208","0.170785884363564"
"Not paid","1984","(0) in school","in school","1","","",""
"Not paid","1984","(0) in school","inadequately","","","",""
"Not paid","1984","(0) in school","general elemantary","","","",""
"Not paid","1984","(0) in school","middle vocational","","","",""
"Not paid","1984","(0) in school","vocational + Abi","","","",""
"Not paid","1984","(0) in school","higher vocational","","","",""
"Not paid","1984","(0) in school","higher education","","","",""
"Not paid","1984","(1a) inadequately completed","in school","","","",""
"Not paid","1984","(1a) inadequately completed","inadequately","13","","",""
"Not paid","1984","(1a) inadequately completed","general elemantary","","","",""
"Not paid","1984","(1a) inadequately completed","middle vocational","2","","",""
"Not paid","1984","(1a) inadequately completed","vocational + Abi","","","",""
"Not paid","1984","(1a) inadequately completed","higher vocational","","","",""
"Not paid","1984","(1a) inadequately completed","higher education","","","",""
"Not paid","1984","(1b) general elementary school","in school","","","",""
"Not paid","1984","(1b) general elementary school","inadequately","1","","",""
"Not paid","1984","(1b) general elementary school","general elemantary","101","0.171119060707979","0.143494571565655","0.198743549850302"
"Not paid","1984","(1b) general elementary school","middle vocational","","","",""
"Not paid","1984","(1b) general elementary school","vocational + Abi","","","",""
"Not paid","1984","(1b) general elementary school","higher vocational","","","",""
"Not paid","1984","(1b) general elementary school","higher education","","","",""
"Not paid","1984","(1c) basic vocational qualification","in school","","","",""
"Not paid","1984","(1c) basic vocational qualification","inadequately","","","",""
"Not paid","1984","(1c) basic vocational qualification","general elemantary","","","",""
"Not paid","1984","(1c) basic vocational qualification","middle vocational","248","0.152758223744128","0.135483282718959","0.170033164769298"
"Not paid","1984","(1c) basic vocational qualification","vocational + Abi","","","",""
"Not paid","1984","(1c) basic vocational qualification","higher vocational","56","0.337526016021609","0.265808061258216","0.409243970785001"
"Not paid","1984","(1c) basic vocational qualification","higher education","","","",""
"Not paid","1984","(2b) intermediate general qualification","in school","","","",""
"Not paid","1984","(2b) intermediate general qualification","inadequately","","","",""
"Not paid","1984","(2b) intermediate general qualification","general elemantary","25","","",""
"Not paid","1984","(2b) intermediate general qualification","middle vocational","","","",""
"Not paid","1984","(2b) intermediate general qualification","vocational + Abi","","","",""
"Not paid","1984","(2b) intermediate general qualification","higher vocational","","","",""
"Not paid","1984","(2b) intermediate general qualification","higher education","","","",""
"Not paid","1984","(2a) intermediate vocational","in school","","","",""
"Not paid","1984","(2a) intermediate vocational","inadequately","","","",""
"Not paid","1984","(2a) intermediate vocational","general elemantary","","","",""
"Not paid","1984","(2a) intermediate vocational","middle vocational","161","0.297538560291073","0.259469155915179","0.335607964666966"
"Not paid","1984","(2a) intermediate vocational","vocational + Abi","","","",""
"Not paid","1984","(2a) intermediate vocational","higher vocational","29","","",""
"Not paid","1984","(2a) intermediate vocational","higher education","","","",""
"Not paid","1984","(2c_gen) general maturity certificate","in school","","","",""
"Not paid","1984","(2c_gen) general maturity certificate","inadequately","","","",""
"Not paid","1984","(2c_gen) general maturity certificate","general elemantary","","","",""
"Not paid","1984","(2c_gen) general maturity certificate","middle vocational","11","","",""
"Not paid","1984","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Not paid","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"Not paid","1984","(2c_gen) general maturity certificate","higher education","","","",""
"Not paid","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"Not paid","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Not paid","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Not paid","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Not paid","1984","(2c_voc) vocational maturity certificate","vocational + Abi","40","0.35687715316312","0.276946218790686","0.436808087535554"
"Not paid","1984","(2c_voc) vocational maturity certificate","higher vocational","23","","",""
"Not paid","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"Not paid","1984","(3a) lower tertiary education","in school","","","",""
"Not paid","1984","(3a) lower tertiary education","inadequately","","","",""
"Not paid","1984","(3a) lower tertiary education","general elemantary","","","",""
"Not paid","1984","(3a) lower tertiary education","middle vocational","","","",""
"Not paid","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"Not paid","1984","(3a) lower tertiary education","higher vocational","","","",""
"Not paid","1984","(3a) lower tertiary education","higher education","69","0.47647549788533","0.396548913513089","0.55640208225757"
"Not paid","1984","(3b) higher tertiary education","in school","","","",""
"Not paid","1984","(3b) higher tertiary education","inadequately","","","",""
"Not paid","1984","(3b) higher tertiary education","general elemantary","","","",""
"Not paid","1984","(3b) higher tertiary education","middle vocational","","","",""
"Not paid","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"Not paid","1984","(3b) higher tertiary education","higher vocational","","","",""
"Not paid","1984","(3b) higher tertiary education","higher education","170","0.652062023401048","0.596171090356174","0.707952956445922"
"Acclaimed","1985","(0) in school","in school","","","",""
"Acclaimed","1985","(0) in school","inadequately","","","",""
"Acclaimed","1985","(0) in school","general elemantary","","","",""
"Acclaimed","1985","(0) in school","middle vocational","","","",""
"Acclaimed","1985","(0) in school","vocational + Abi","","","",""
"Acclaimed","1985","(0) in school","higher vocational","","","",""
"Acclaimed","1985","(0) in school","higher education","","","",""
"Acclaimed","1985","(1a) inadequately completed","in school","","","",""
"Acclaimed","1985","(1a) inadequately completed","inadequately","13","","",""
"Acclaimed","1985","(1a) inadequately completed","general elemantary","","","",""
"Acclaimed","1985","(1a) inadequately completed","middle vocational","","","",""
"Acclaimed","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Acclaimed","1985","(1a) inadequately completed","higher vocational","","","",""
"Acclaimed","1985","(1a) inadequately completed","higher education","","","",""
"Acclaimed","1985","(1b) general elementary school","in school","","","",""
"Acclaimed","1985","(1b) general elementary school","inadequately","","","",""
"Acclaimed","1985","(1b) general elementary school","general elemantary","99","0.217283368444098","0.183035305177123","0.251531431711074"
"Acclaimed","1985","(1b) general elementary school","middle vocational","","","",""
"Acclaimed","1985","(1b) general elementary school","vocational + Abi","","","",""
"Acclaimed","1985","(1b) general elementary school","higher vocational","","","",""
"Acclaimed","1985","(1b) general elementary school","higher education","","","",""
"Acclaimed","1985","(1c) basic vocational qualification","in school","","","",""
"Acclaimed","1985","(1c) basic vocational qualification","inadequately","","","",""
"Acclaimed","1985","(1c) basic vocational qualification","general elemantary","","","",""
"Acclaimed","1985","(1c) basic vocational qualification","middle vocational","342","0.258230437245183","0.235434645326255","0.281026229164112"
"Acclaimed","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"Acclaimed","1985","(1c) basic vocational qualification","higher vocational","32","0.232092255495513","0.162161387069756","0.30202312392127"
"Acclaimed","1985","(1c) basic vocational qualification","higher education","","","",""
"Acclaimed","1985","(2b) intermediate general qualification","in school","","","",""
"Acclaimed","1985","(2b) intermediate general qualification","inadequately","","","",""
"Acclaimed","1985","(2b) intermediate general qualification","general elemantary","48","0.418091273803553","0.327547487435337","0.508635060171769"
"Acclaimed","1985","(2b) intermediate general qualification","middle vocational","","","",""
"Acclaimed","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"Acclaimed","1985","(2b) intermediate general qualification","higher vocational","","","",""
"Acclaimed","1985","(2b) intermediate general qualification","higher education","","","",""
"Acclaimed","1985","(2a) intermediate vocational","in school","","","",""
"Acclaimed","1985","(2a) intermediate vocational","inadequately","","","",""
"Acclaimed","1985","(2a) intermediate vocational","general elemantary","","","",""
"Acclaimed","1985","(2a) intermediate vocational","middle vocational","192","0.367216726430209","0.325903799069379","0.408529653791039"
"Acclaimed","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"Acclaimed","1985","(2a) intermediate vocational","higher vocational","29","","",""
"Acclaimed","1985","(2a) intermediate vocational","higher education","","","",""
"Acclaimed","1985","(2c_gen) general maturity certificate","in school","","","",""
"Acclaimed","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"Acclaimed","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"Acclaimed","1985","(2c_gen) general maturity certificate","middle vocational","20","","",""
"Acclaimed","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Acclaimed","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"Acclaimed","1985","(2c_gen) general maturity certificate","higher education","","","",""
"Acclaimed","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"Acclaimed","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Acclaimed","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Acclaimed","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Acclaimed","1985","(2c_voc) vocational maturity certificate","vocational + Abi","22","","",""
"Acclaimed","1985","(2c_voc) vocational maturity certificate","higher vocational","31","0.484104134387211","0.366187801303021","0.602020467471401"
"Acclaimed","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"Acclaimed","1985","(3a) lower tertiary education","in school","","","",""
"Acclaimed","1985","(3a) lower tertiary education","inadequately","","","",""
"Acclaimed","1985","(3a) lower tertiary education","general elemantary","","","",""
"Acclaimed","1985","(3a) lower tertiary education","middle vocational","","","",""
"Acclaimed","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"Acclaimed","1985","(3a) lower tertiary education","higher vocational","","","",""
"Acclaimed","1985","(3a) lower tertiary education","higher education","33","0.237308950499457","0.165808295371703","0.30880960562721"
"Acclaimed","1985","(3b) higher tertiary education","in school","","","",""
"Acclaimed","1985","(3b) higher tertiary education","inadequately","","","",""
"Acclaimed","1985","(3b) higher tertiary education","general elemantary","","","",""
"Acclaimed","1985","(3b) higher tertiary education","middle vocational","","","",""
"Acclaimed","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"Acclaimed","1985","(3b) higher tertiary education","higher vocational","","","",""
"Acclaimed","1985","(3b) higher tertiary education","higher education","34","0.137885710564643","0.0975015436853561","0.17826987744393"
"Partly, partly","1985","(0) in school","in school","","","",""
"Partly, partly","1985","(0) in school","inadequately","","","",""
"Partly, partly","1985","(0) in school","general elemantary","","","",""
"Partly, partly","1985","(0) in school","middle vocational","","","",""
"Partly, partly","1985","(0) in school","vocational + Abi","","","",""
"Partly, partly","1985","(0) in school","higher vocational","","","",""
"Partly, partly","1985","(0) in school","higher education","","","",""
"Partly, partly","1985","(1a) inadequately completed","in school","","","",""
"Partly, partly","1985","(1a) inadequately completed","inadequately","10","","",""
"Partly, partly","1985","(1a) inadequately completed","general elemantary","","","",""
"Partly, partly","1985","(1a) inadequately completed","middle vocational","2","","",""
"Partly, partly","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Partly, partly","1985","(1a) inadequately completed","higher vocational","","","",""
"Partly, partly","1985","(1a) inadequately completed","higher education","","","",""
"Partly, partly","1985","(1b) general elementary school","in school","","","",""
"Partly, partly","1985","(1b) general elementary school","inadequately","1","","",""
"Partly, partly","1985","(1b) general elementary school","general elemantary","52","0.112567830007664","0.0863198900100146","0.138815770005312"
"Partly, partly","1985","(1b) general elementary school","middle vocational","","","",""
"Partly, partly","1985","(1b) general elementary school","vocational + Abi","","","",""
"Partly, partly","1985","(1b) general elementary school","higher vocational","","","",""
"Partly, partly","1985","(1b) general elementary school","higher education","","","",""
"Partly, partly","1985","(1c) basic vocational qualification","in school","","","",""
"Partly, partly","1985","(1c) basic vocational qualification","inadequately","","","",""
"Partly, partly","1985","(1c) basic vocational qualification","general elemantary","","","",""
"Partly, partly","1985","(1c) basic vocational qualification","middle vocational","155","0.111050658060815","0.0946856757976657","0.127415640323963"
"Partly, partly","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"Partly, partly","1985","(1c) basic vocational qualification","higher vocational","16","","",""
"Partly, partly","1985","(1c) basic vocational qualification","higher education","","","",""
"Partly, partly","1985","(2b) intermediate general qualification","in school","","","",""
"Partly, partly","1985","(2b) intermediate general qualification","inadequately","","","",""
"Partly, partly","1985","(2b) intermediate general qualification","general elemantary","12","","",""
"Partly, partly","1985","(2b) intermediate general qualification","middle vocational","","","",""
"Partly, partly","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"Partly, partly","1985","(2b) intermediate general qualification","higher vocational","","","",""
"Partly, partly","1985","(2b) intermediate general qualification","higher education","","","",""
"Partly, partly","1985","(2a) intermediate vocational","in school","","","",""
"Partly, partly","1985","(2a) intermediate vocational","inadequately","","","",""
"Partly, partly","1985","(2a) intermediate vocational","general elemantary","","","",""
"Partly, partly","1985","(2a) intermediate vocational","middle vocational","63","0.122631093079101","0.094519292329921","0.15074289382828"
"Partly, partly","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"Partly, partly","1985","(2a) intermediate vocational","higher vocational","19","","",""
"Partly, partly","1985","(2a) intermediate vocational","higher education","","","",""
"Partly, partly","1985","(2c_gen) general maturity certificate","in school","","","",""
"Partly, partly","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"Partly, partly","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"Partly, partly","1985","(2c_gen) general maturity certificate","middle vocational","4","","",""
"Partly, partly","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Partly, partly","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"Partly, partly","1985","(2c_gen) general maturity certificate","higher education","","","",""
