"ple0053","year","education","sex","n","percent","lower_confidence","upper_confidence"
"No","1985","Other degree","Female","404","0.820993626056492","0.786769787994405","0.855217464118578"
"No","1985","no degree/no degree yet","Male","461","0.926485109477651","0.903923326844615","0.949046892110687"
"No","1985","no degree/no degree yet","Female","508","0.848995540423751","0.820030333753299","0.877960747094202"
"Yes","1986","lower secondary degree","Male","273","0.118718276987895","0.105886689912887","0.131549864062903"
"Yes","1986","lower secondary degree","Female","363","0.134465191811961","0.121670363936616","0.147260019687307"
"Yes","1986","secondary school degree","Male","75","0.102949219521086","0.0816499476074238","0.124248491434747"
"Yes","1986","secondary school degree","Female","147","0.151211121483526","0.129593218243065","0.172829024723988"
"Yes","1986","college entrance qualification","Male","68","0.0930410107179934","0.0725230703614725","0.113558951074514"
"Yes","1986","college entrance qualification","Female","51","0.104277078835094","0.0771057280959451","0.131448429574243"
"Yes","1986","Other degree","Male","81","0.0939678747972562","0.072505369396513","0.115430380197999"
"Yes","1986","Other degree","Female","85","0.184020590821074","0.14853204841819","0.219509133223959"
"Yes","1986","no degree/no degree yet","Male","68","0.127808941931045","0.0981862436778908","0.157431640184199"
"Yes","1986","no degree/no degree yet","Female","70","0.113919831778937","0.087294771259832","0.140544892298041"
"No","1986","lower secondary degree","Male","2168","0.881281723012105","0.868450135937097","0.894113310087113"
"No","1986","lower secondary degree","Female","2368","0.865534808188039","0.852739980312693","0.878329636063384"
"No","1986","secondary school degree","Male","707","0.897050780478914","0.875751508565253","0.918350052392576"
"No","1986","secondary school degree","Female","908","0.848788878516474","0.827170975276013","0.870406781756935"
"No","1986","college entrance qualification","Male","702","0.906958989282007","0.886441048925486","0.927476929638527"
"No","1986","college entrance qualification","Female","435","0.895722921164906","0.868551570425757","0.922894271904055"
"No","1986","Other degree","Male","629","0.906032125202744","0.884569619802001","0.927494630603487"
"No","1986","Other degree","Female","373","0.815979409178926","0.780490866776041","0.85146795158181"
"No","1986","no degree/no degree yet","Male","420","0.872191058068955","0.842568359815801","0.901813756322109"
"No","1986","no degree/no degree yet","Female","477","0.886080168221063","0.859455107701959","0.912705228740168"
"Yes","1987","lower secondary degree","Male","243","0.110624635578785","0.0981275460172564","0.123121725140314"
"Yes","1987","lower secondary degree","Female","412","0.155171919877563","0.141466560720526","0.168877279034601"
"Yes","1987","secondary school degree","Male","64","0.0840842932128684","0.0646833872630847","0.103485199162652"
"Yes","1987","secondary school degree","Female","136","0.132458112427604","0.111835963364796","0.153080261490412"
"Yes","1987","college entrance qualification","Male","60","0.0888103523822256","0.068545831674509","0.109074873089942"
"Yes","1987","college entrance qualification","Female","62","0.135245665574824","0.104426166746193","0.166065164403455"
"Yes","1987","Other degree","Male","67","0.0989077883177439","0.0766163370700342","0.121199239565454"
"Yes","1987","Other degree","Female","64","0.170665472224979","0.136470731010244","0.204860213439714"
"Yes","1987","no degree/no degree yet","Male","41","0.0603629206862709","0.0385278206130407","0.082198020759501"
"Yes","1987","no degree/no degree yet","Female","72","0.145120207895242","0.115683908069126","0.174556507721359"
"No","1987","lower secondary degree","Male","2177","0.889375364421215","0.876878274859686","0.901872453982744"
"No","1987","lower secondary degree","Female","2269","0.844828080122437","0.831122720965399","0.858533439279474"
"No","1987","secondary school degree","Male","722","0.915915706787131","0.896514800837348","0.935316612736915"
"No","1987","secondary school degree","Female","902","0.867541887572396","0.846919738509588","0.888164036635204"
"No","1987","college entrance qualification","Male","697","0.911189647617774","0.890925126910058","0.931454168325491"
"No","1987","college entrance qualification","Female","411","0.864754334425176","0.833934835596545","0.895573833253807"
"No","1987","Other degree","Male","622","0.901092211682256","0.878800760434546","0.923383662929966"
"No","1987","Other degree","Female","401","0.829334527775021","0.795139786560286","0.863529268989756"
"No","1987","no degree/no degree yet","Male","416","0.939637079313729","0.917801979240499","0.961472179386959"
"No","1987","no degree/no degree yet","Female","478","0.854879792104758","0.825443492278641","0.884316091930874"
"Yes","1988","lower secondary degree","Male","262","0.1276489171382","0.114113898183224","0.141183936093177"
"Yes","1988","lower secondary degree","Female","381","0.152067226284025","0.138102585916572","0.166031866651478"
"Yes","1988","secondary school degree","Male","71","0.092156884106386","0.0712884816491031","0.113025286563669"
"Yes","1988","secondary school degree","Female","122","0.115840474810994","0.0962578956816232","0.135423053940366"
"Yes","1988","college entrance qualification","Male","53","0.0767904346937167","0.0575151937955338","0.0960656755918996"
"Yes","1988","college entrance qualification","Female","59","0.125846336125911","0.095064477389313","0.156628194862509"
"Yes","1988","Other degree","Male","62","0.104777958765882","0.081087093276621","0.128468824255143"
"Yes","1988","Other degree","Female","65","0.178290501813279","0.14215511457413","0.214425889052428"
"Yes","1988","no degree/no degree yet","Male","45","0.086474564679022","0.0588617251414139","0.11408740421663"
"Yes","1988","no degree/no degree yet","Female","69","0.151578934282294","0.120424896223481","0.182732972341107"
"No","1988","lower secondary degree","Male","2073","0.8723510828618","0.858816063906824","0.885886101816776"
"No","1988","lower secondary degree","Female","2159","0.847932773715975","0.833968133348522","0.861897414083428"
"No","1988","secondary school degree","Male","667","0.907843115893614","0.886974713436331","0.928711518350897"
"No","1988","secondary school degree","Female","904","0.884159525189006","0.864576946059634","0.903742104318377"
"No","1988","college entrance qualification","Male","680","0.923209565306283","0.9039343244081","0.942484806204466"
"No","1988","college entrance qualification","Female","387","0.874153663874089","0.843371805137491","0.904935522610687"
"No","1988","Other degree","Male","580","0.895222041234118","0.871531175744857","0.918912906723379"
"No","1988","Other degree","Female","366","0.821709498186721","0.785574110947572","0.85784488542587"
"No","1988","no degree/no degree yet","Male","353","0.913525435320978","0.88591259578337","0.941138274858586"
"No","1988","no degree/no degree yet","Female","440","0.848421065717706","0.817267027658893","0.879575103776519"
"Yes","1989","lower secondary degree","Male","249","0.120762724509861","0.107223225945684","0.134302223074038"
"Yes","1989","lower secondary degree","Female","363","0.147873370394148","0.133779918383539","0.161966822404757"
"Yes","1989","secondary school degree","Male","59","0.0874268885793077","0.0667230241311129","0.108130753027503"
"Yes","1989","secondary school degree","Female","145","0.145605452064788","0.123711782224515","0.16749912190506"
"Yes","1989","college entrance qualification","Male","49","0.0712976879049187","0.0528076581579714","0.0897877176518661"
"Yes","1989","college entrance qualification","Female","53","0.126925735651797","0.0964053210511414","0.157446150252453"
"Yes","1989","Other degree","Male","52","0.0865368364392855","0.0641886478315334","0.108885025047037"
"Yes","1989","Other degree","Female","49","0.12001786767549","0.0889377019334165","0.151098033417564"
"Yes","1989","no degree/no degree yet","Male","36","0.0633572253122997","0.0388964244782476","0.0878180261463518"
"Yes","1989","no degree/no degree yet","Female","71","0.121092242142815","0.0925256103280039","0.149658873957626"
"No","1989","lower secondary degree","Male","1976","0.879237275490139","0.865697776925962","0.892776774054316"
"No","1989","lower secondary degree","Female","2074","0.852126629605852","0.838033177595243","0.866220081616462"
"No","1989","secondary school degree","Male","656","0.912573111420692","0.891869246972497","0.933276975868887"
"No","1989","secondary school degree","Female","852","0.854394547935212","0.83250087809494","0.876288217775485"
"No","1989","college entrance qualification","Male","695","0.928702312095081","0.910212282348134","0.947192341842029"
"No","1989","college entrance qualification","Female","404","0.873074264348203","0.842553849747547","0.903594678948859"
"No","1989","Other degree","Male","556","0.913463163560715","0.891114974952963","0.935811352168467"
"No","1989","Other degree","Female","371","0.87998213232451","0.848901966582436","0.911062298066583"
"No","1989","no degree/no degree yet","Male","345","0.9366427746877","0.912181973853648","0.961103575521752"
"No","1989","no degree/no degree yet","Female","430","0.878907757857185","0.850341126042374","0.907474389671996"
"Yes","1990","lower secondary degree","Male","","","",""
"Yes","1990","lower secondary degree","Female","","","",""
"Yes","1990","secondary school degree","Male","","","",""
"Yes","1990","secondary school degree","Female","","","",""
"Yes","1990","college entrance qualification","Male","","","",""
"Yes","1990","college entrance qualification","Female","","","",""
"Yes","1990","Other degree","Male","","","",""
"Yes","1990","Other degree","Female","","","",""
"Yes","1990","no degree/no degree yet","Male","","","",""
"Yes","1990","no degree/no degree yet","Female","","","",""
"No","1990","lower secondary degree","Male","","","",""
"No","1990","lower secondary degree","Female","","","",""
"No","1990","secondary school degree","Male","","","",""
"No","1990","secondary school degree","Female","","","",""
"No","1990","college entrance qualification","Male","","","",""
"No","1990","college entrance qualification","Female","","","",""
"No","1990","Other degree","Male","","","",""
"No","1990","Other degree","Female","","","",""
"No","1990","no degree/no degree yet","Male","","","",""
"No","1990","no degree/no degree yet","Female","","","",""
"Yes","1991","lower secondary degree","Male","241","0.121341925446927","0.107520555432016","0.135163295461838"
"Yes","1991","lower secondary degree","Female","349","0.15779561751766","0.142929474100774","0.172661760934546"
"Yes","1991","secondary school degree","Male","60","0.0876046860772088","0.0664483126018052","0.108761059552612"
"Yes","1991","secondary school degree","Female","146","0.150916053613164","0.128893985334821","0.172938121891508"
"Yes","1991","college entrance qualification","Male","66","0.092664484660531","0.0720495526137176","0.113279416707344"
"Yes","1991","college entrance qualification","Female","80","0.17069306749694","0.137104602154766","0.204281532839113"
"Yes","1991","Other degree","Male","61","0.117731046058282","0.0917473845163843","0.14371470760018"
"Yes","1991","Other degree","Female","58","0.161608298941292","0.125715053944311","0.197501543938272"
"Yes","1991","no degree/no degree yet","Male","32","0.0906551403561615","0.0610371890035034","0.12027309170882"
"Yes","1991","no degree/no degree yet","Female","52","0.138184749485735","0.106682992739056","0.169686506232413"
"No","1991","lower secondary degree","Male","1903","0.878658074553073","0.864836704538162","0.892479444567984"
"No","1991","lower secondary degree","Female","1961","0.84220438248234","0.827338239065454","0.857070525899226"
"No","1991","secondary school degree","Male","626","0.912395313922791","0.891238940447387","0.933551687398195"
"No","1991","secondary school degree","Female","869","0.849083946386836","0.827061878108492","0.871106014665179"
"No","1991","college entrance qualification","Male","694","0.907335515339469","0.886720583292656","0.927950447386282"
"No","1991","college entrance qualification","Female","402","0.82930693250306","0.795718467160887","0.862895397845234"
"No","1991","Other degree","Male","530","0.882268953941718","0.85628529239982","0.908252615483616"
"No","1991","Other degree","Female","346","0.838391701058709","0.802498456061728","0.874284946055689"
"No","1991","no degree/no degree yet","Male","329","0.909344859643838","0.87972690829118","0.938962810996497"
"No","1991","no degree/no degree yet","Female","409","0.861815250514265","0.830313493767587","0.893317007260944"
"Yes","1992","lower secondary degree","Male","302","0.118218512650045","0.106210161336664","0.130226863963426"
"Yes","1992","lower secondary degree","Female","434","0.149701102090213","0.137080583230125","0.1623216209503"
"Yes","1992","secondary school degree","Male","130","0.0932726470259358","0.0789103692662099","0.107634924785662"
"Yes","1992","secondary school degree","Female","242","0.121990670728158","0.107757357588312","0.136223983868003"
"Yes","1992","college entrance qualification","Male","82","0.0784795651174342","0.0620642381584406","0.0948948920764278"
"Yes","1992","college entrance qualification","Female","93","0.148865974491178","0.122683203011766","0.17504874597059"
"Yes","1992","Other degree","Male","49","0.100171883761823","0.0758844437802232","0.124459323743422"
"Yes","1992","Other degree","Female","55","0.13878287159676","0.105914522571584","0.171651220621936"
"Yes","1992","no degree/no degree yet","Male","30","0.107648685392833","0.0759393340476664","0.139358036737999"
"Yes","1992","no degree/no degree yet","Female","53","0.106106211983151","0.078893056410946","0.133319367555356"
"No","1992","lower secondary degree","Male","2475","0.881781487349955","0.869773136036574","0.893789838663336"
"No","1992","lower secondary degree","Female","2636","0.850298897909787","0.8376783790497","0.862919416769875"
"No","1992","secondary school degree","Male","1445","0.906727352974064","0.892365075214338","0.92108963073379"
"No","1992","secondary school degree","Female","1789","0.878009329271842","0.863776016131997","0.892242642411688"
"No","1992","college entrance qualification","Male","949","0.921520434882566","0.905105107923572","0.937935761841559"
"No","1992","college entrance qualification","Female","617","0.851134025508822","0.82495125402941","0.877316796988234"
"No","1992","Other degree","Male","538","0.899828116238177","0.875540676256578","0.924115556219777"
"No","1992","Other degree","Female","370","0.86121712840324","0.828348779378064","0.894085477428416"
"No","1992","no degree/no degree yet","Male","337","0.892351314607167","0.860641963262001","0.924060665952334"
"No","1992","no degree/no degree yet","Female","439","0.893893788016849","0.866680632444644","0.921106943589054"
"Yes","1993","lower secondary degree","Male","","","",""
"Yes","1993","lower secondary degree","Female","","","",""
"Yes","1993","secondary school degree","Male","","","",""
"Yes","1993","secondary school degree","Female","","","",""
"Yes","1993","college entrance qualification","Male","","","",""
"Yes","1993","college entrance qualification","Female","","","",""
"Yes","1993","Other degree","Male","","","",""
"Yes","1993","Other degree","Female","","","",""
"Yes","1993","no degree/no degree yet","Male","","","",""
"Yes","1993","no degree/no degree yet","Female","","","",""
"No","1993","lower secondary degree","Male","","","",""
"No","1993","lower secondary degree","Female","","","",""
"No","1993","secondary school degree","Male","","","",""
"No","1993","secondary school degree","Female","","","",""
"No","1993","college entrance qualification","Male","","","",""
"No","1993","college entrance qualification","Female","","","",""
"No","1993","Other degree","Male","","","",""
"No","1993","Other degree","Female","","","",""
"No","1993","no degree/no degree yet","Male","","","",""
"No","1993","no degree/no degree yet","Female","","","",""
"Yes","1994","lower secondary degree","Male","314","0.140171075888187","0.126854888938212","0.153487262838162"
"Yes","1994","lower secondary degree","Female","446","0.169764324448104","0.156079225066971","0.183449423829237"
"Yes","1994","secondary school degree","Male","105","0.0783783385908224","0.064919949747655","0.0918367274339898"
"Yes","1994","secondary school degree","Female","268","0.156741219967642","0.140751880753677","0.172730559181608"
"Yes","1994","college entrance qualification","Male","71","0.0658186584053062","0.0508629758208009","0.0807743409898115"
"Yes","1994","college entrance qualification","Female","93","0.139358487486079","0.114801263644792","0.163915711327366"
"Yes","1994","Other degree","Male","36","0.0734845933958229","0.0510360129864567","0.095933173805189"
"Yes","1994","Other degree","Female","49","0.114475911884559","0.082589478127926","0.146362345641192"
"Yes","1994","no degree/no degree yet","Male","35","0.104155834021285","0.0721998225710103","0.13611184547156"
"Yes","1994","no degree/no degree yet","Female","56","0.107898659942845","0.080114616097009","0.135682703788681"
"No","1994","lower secondary degree","Male","2297","0.859828924111813","0.846512737161838","0.873145111061788"
"No","1994","lower secondary degree","Female","2445","0.830235675551896","0.816550576170763","0.843920774933029"
"No","1994","secondary school degree","Male","1427","0.921621661409178","0.90816327256601","0.935080050252345"
"No","1994","secondary school degree","Female","1718","0.843258780032357","0.827269440818392","0.859248119246323"
"No","1994","college entrance qualification","Male","985","0.934181341594694","0.919225659010188","0.949137024179199"
"No","1994","college entrance qualification","Female","671","0.860641512513921","0.836084288672634","0.885198736355208"
"No","1994","Other degree","Male","483","0.926515406604177","0.904066826194811","0.948963987013543"
"No","1994","Other degree","Female","334","0.885524088115441","0.853637654358808","0.917410521872074"
"No","1994","no degree/no degree yet","Male","316","0.895844165978715","0.86388815452844","0.92780017742899"
"No","1994","no degree/no degree yet","Female","423","0.892101340057155","0.864317296211319","0.919885383902991"
"Yes","1995","lower secondary degree","Male","310","0.131926237785277","0.118878183946263","0.144974291624292"
"Yes","1995","lower secondary degree","Female","428","0.161499247137844","0.147905290792508","0.175093203483179"
"Yes","1995","secondary school degree","Male","122","0.0806960220268471","0.06707504952905","0.0943169945246442"
"Yes","1995","secondary school degree","Female","277","0.138502580566127","0.123516691557923","0.153488469574331"
"Yes","1995","college entrance qualification","Male","75","0.065428400215073","0.0507953717415662","0.0800614286885798"
"Yes","1995","college entrance qualification","Female","102","0.155946564459313","0.131038374830076","0.18085475408855"
"Yes","1995","Other degree","Male","69","0.101996289287864","0.0786039391317157","0.125388639444012"
"Yes","1995","Other degree","Female","70","0.152530035181608","0.12197856473423","0.183081505628986"
"Yes","1995","no degree/no degree yet","Male","31","0.0939537288492713","0.0646185667781758","0.123288890920367"
"Yes","1995","no degree/no degree yet","Female","58","0.0929893960693651","0.0670087247836827","0.118970067355047"
"No","1995","lower secondary degree","Male","2274","0.868073762214723","0.855025708375708","0.881121816053737"
"No","1995","lower secondary degree","Female","2387","0.838500752862156","0.824906796516821","0.852094709207492"
"No","1995","secondary school degree","Male","1414","0.919303977973153","0.905683005475356","0.93292495047095"
"No","1995","secondary school degree","Female","1764","0.861497419433873","0.846511530425669","0.876483308442077"
"No","1995","college entrance qualification","Male","1022","0.934571599784927","0.91993857131142","0.949204628258434"
"No","1995","college entrance qualification","Female","713","0.844053435540687","0.81914524591145","0.868961625169924"
"No","1995","Other degree","Male","574","0.898003710712136","0.874611360555988","0.921396060868284"
"No","1995","Other degree","Female","462","0.847469964818392","0.816918494371014","0.87802143526577"
"No","1995","no degree/no degree yet","Male","349","0.906046271150729","0.876711109079633","0.935381433221824"
"No","1995","no degree/no degree yet","Female","422","0.907010603930635","0.881029932644953","0.932991275216317"
"Yes","1996","lower secondary degree","Male","286","0.133307763081985","0.120036630301862","0.146578895862109"
"Yes","1996","lower secondary degree","Female","413","0.155205270835832","0.141669295577528","0.168741246094136"
"Yes","1996","secondary school degree","Male","121","0.0764938824105324","0.06325364254176","0.0897341222793048"
"Yes","1996","secondary school degree","Female","289","0.140110434154059","0.125040804473228","0.15518006383489"
"Yes","1996","college entrance qualification","Male","96","0.0892020218863326","0.0722651960575357","0.10613884771513"
"Yes","1996","college entrance qualification","Female","109","0.127881513624348","0.105106969235686","0.15065605801301"
"Yes","1996","Other degree","Male","71","0.13079634432198","0.103794510828143","0.157798177815818"
"Yes","1996","Other degree","Female","70","0.148318623906337","0.117134450468805","0.179502797343869"
"Yes","1996","no degree/no degree yet","Male","34","0.104608157913783","0.0731245770288409","0.136091738798725"
"Yes","1996","no degree/no degree yet","Female","63","0.13941936521829","0.107936159317949","0.17090257111863"
"No","1996","lower secondary degree","Male","2234","0.866692236918015","0.853421104137891","0.879963369698138"
"No","1996","lower secondary degree","Female","2336","0.844794729164168","0.831258753905864","0.858330704422472"
"No","1996","secondary school degree","Male","1427","0.923506117589468","0.910265877720695","0.93674635745824"
"No","1996","secondary school degree","Female","1749","0.859889565845941","0.84481993616511","0.874959195526772"
"No","1996","college entrance qualification","Male","992","0.910797978113667","0.89386115228487","0.927734803942464"
"No","1996","college entrance qualification","Female","717","0.872118486375652","0.84934394198699","0.894893030764314"
"No","1996","Other degree","Male","528","0.86920365567802","0.842201822184182","0.896205489171857"
"No","1996","Other degree","Female","429","0.851681376093663","0.820497202656131","0.882865549531195"
"No","1996","no degree/no degree yet","Male","329","0.895391842086217","0.863908261201275","0.926875422971159"
"No","1996","no degree/no degree yet","Female","402","0.86058063478171","0.82909742888137","0.89206384068205"
"Yes","1997","lower secondary degree","Male","314","0.13928272576661","0.125672152519071","0.152893299014149"
"Yes","1997","lower secondary degree","Female","430","0.162022829769196","0.148033281719496","0.176012377818897"
"Yes","1997","secondary school degree","Male","126","0.0882727922980729","0.0740670282057165","0.102478556390429"
"Yes","1997","secondary school degree","Female","256","0.132973587412922","0.118133347828776","0.147813826997069"
"Yes","1997","college entrance qualification","Male","79","0.0712027683572699","0.0560056710514947","0.0863998656630451"
"Yes","1997","college entrance qualification","Female","101","0.141361523296767","0.117787272920037","0.164935773673497"
"Yes","1997","Other degree","Male","44","0.0759344297965312","0.0537155309245411","0.0981533286685214"
"Yes","1997","Other degree","Female","76","0.130487947488787","0.100100089035366","0.160875805942208"
"Yes","1997","no degree/no degree yet","Male","40","0.127357360120354","0.0931099575825281","0.161604762658179"
"Yes","1997","no degree/no degree yet","Female","47","0.106308978423635","0.0779247129642819","0.134693243882988"
"No","1997","lower secondary degree","Male","2172","0.86071727423339","0.847106700985851","0.874327847480929"
"No","1997","lower secondary degree","Female","2235","0.837977170230804","0.823987622181103","0.851966718280504"
"No","1997","secondary school degree","Male","1406","0.911727207701927","0.897521443609571","0.925932971794284"
"No","1997","secondary school degree","Female","1755","0.867026412587078","0.852186173002931","0.881866652171224"
"No","1997","college entrance qualification","Male","1021","0.92879723164273","0.913600134336955","0.943994328948505"
"No","1997","college entrance qualification","Female","738","0.858638476703234","0.835064226326504","0.882212727079964"
"No","1997","Other degree","Male","502","0.924065570203469","0.901846671331479","0.946284469075459"
"No","1997","Other degree","Female","396","0.869512052511213","0.839124194057792","0.899899910964634"
"No","1997","no degree/no degree yet","Male","324","0.872642639879646","0.838395237341821","0.906890042417472"
"No","1997","no degree/no degree yet","Female","406","0.893691021576365","0.865306756117012","0.922075287035718"
"Yes","1998","lower secondary degree","Male","337","0.125080057796737","0.112654884210489","0.137505231382986"
"Yes","1998","lower secondary degree","Female","452","0.159666568290656","0.146378438543344","0.172954698037968"
"Yes","1998","secondary school degree","Male","141","0.0795531425592546","0.0666784994346257","0.0924277856838834"
"Yes","1998","secondary school degree","Female","301","0.151812725476411","0.136787296947992","0.16683815400483"
"Yes","1998","college entrance qualification","Male","89","0.0774612029570719","0.062509751819084","0.0924126540950598"
"Yes","1998","college entrance qualification","Female","132","0.146200167548206","0.124158650492758","0.168241684603655"
"Yes","1998","Other degree","Male","55","0.118817354212191","0.0914499343775443","0.146184774046837"
"Yes","1998","Other degree","Female","66","0.146887176988879","0.114642890398952","0.179131463578806"
"Yes","1998","no degree/no degree yet","Male","28","","",""
"Yes","1998","no degree/no degree yet","Female","58","0.147619104458388","0.114845065098785","0.180393143817991"
"No","1998","lower secondary degree","Male","2386","0.874919942203263","0.862494768617014","0.887345115789511"
"No","1998","lower secondary degree","Female","2467","0.840333431709344","0.827045301962032","0.853621561456656"
"No","1998","secondary school degree","Male","1556","0.920446857440745","0.907572214316117","0.933321500565374"
"No","1998","secondary school degree","Female","1890","0.848187274523589","0.83316184599517","0.863212703052008"
"No","1998","college entrance qualification","Male","1139","0.922538797042928","0.90758734590494","0.937490248180916"
"No","1998","college entrance qualification","Female","855","0.853799832451793","0.831758315396345","0.875841349507242"
"No","1998","Other degree","Male","482","0.881182645787809","0.853815225953163","0.908550065622456"
"No","1998","Other degree","Female","397","0.853112823011121","0.820868536421194","0.885357109601048"
"No","1998","no degree/no degree yet","Male","332","0.921182148602267","0.893347746740954","0.94901655046358"
"No","1998","no degree/no degree yet","Female","392","0.852380895541612","0.819606856182009","0.885154934901215"
"Yes","1999","lower secondary degree","Male","350","0.136864257959731","0.123866164334222","0.14986235158524"
"Yes","1999","lower secondary degree","Female","457","0.175092811584166","0.161103116083528","0.189082507084803"
"Yes","1999","secondary school degree","Male","141","0.0830398286723461","0.0698250728226744","0.0962545845220178"
"Yes","1999","secondary school degree","Female","279","0.130992887146456","0.116855799356579","0.145129974936333"
"Yes","1999","college entrance qualification","Male","92","0.081388686633904","0.0661203877749896","0.0966569854928185"
"Yes","1999","college entrance qualification","Female","129","0.155702184273307","0.133230104057631","0.178174264488982"
"Yes","1999","Other degree","Male","55","0.132953099555696","0.103311382931004","0.162594816180387"
"Yes","1999","Other degree","Female","57","0.138998333533683","0.106185710720123","0.171810956347243"
"Yes","1999","no degree/no degree yet","Male","42","0.141518093182444","0.104897107759678","0.17813907860521"
"Yes","1999","no degree/no degree yet","Female","42","0.116678994305018","0.0863704503088399","0.146987538301197"
"No","1999","lower secondary degree","Male","2336","0.863135742040269","0.85013764841476","0.876133835665778"
"No","1999","lower secondary degree","Female","2378","0.824907188415834","0.810917492915197","0.838896883916472"
"No","1999","secondary school degree","Male","1534","0.916960171327654","0.903745415477982","0.930174927177326"
"No","1999","secondary school degree","Female","1909","0.869007112853544","0.854870025063667","0.883144200643421"
"No","1999","college entrance qualification","Male","1140","0.918611313366096","0.903343014507182","0.93387961222501"
"No","1999","college entrance qualification","Female","871","0.844297815726693","0.821825735511018","0.866769895942369"
"No","1999","Other degree","Male","449","0.867046900444304","0.837405183819613","0.896688617068996"
"No","1999","Other degree","Female","370","0.861001666466317","0.828189043652757","0.893814289279877"
"No","1999","no degree/no degree yet","Male","306","0.858481906817556","0.82186092139479","0.895102892240322"
"No","1999","no degree/no degree yet","Female","389","0.883321005694982","0.853012461698803","0.91362954969116"
"Yes","2000","lower secondary degree","Male","613","0.134154089094771","0.124516490052719","0.143791688136824"
"Yes","2000","lower secondary degree","Female","792","0.155370285982128","0.145488026539859","0.165252545424397"
"Yes","2000","secondary school degree","Male","267","0.0894611414266323","0.0792820016176122","0.0996402812356524"
"Yes","2000","secondary school degree","Female","497","0.12346506372425","0.113225459922559","0.133704667525941"
"Yes","2000","college entrance qualification","Male","205","0.0782226774722623","0.0678653115399849","0.0885800434045397"
"Yes","2000","college entrance qualification","Female","236","0.109638175704673","0.0964682170414957","0.12280813436785"
"Yes","2000","Other degree","Male","79","0.105054987733605","0.0834952191079569","0.126614756359254"
"Yes","2000","Other degree","Female","104","0.131961511964612","0.107993785557246","0.155929238371977"
