"ple0053","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Yes","1986","no migration background","Male","376","0.109549496870521","0.0994157221649641","0.119683271576078"
"Yes","1986","no migration background","Female","517","0.134032179019125","0.123419848775299","0.144644509262951"
"Yes","1986","direct migration background","Male","184","0.109283801719999","0.0936760095444798","0.124891593895518"
"Yes","1986","direct migration background","Female","203","0.154135809609679","0.134619966939301","0.173651652280056"
"Yes","1986","indirect migration background","Male","11","","",""
"Yes","1986","indirect migration background","Female","8","","",""
"No","1986","no migration background","Male","3273","0.890450503129479","0.880316728423922","0.900584277835036"
"No","1986","no migration background","Female","3442","0.865967820980875","0.855355490737049","0.876580151224701"
"No","1986","direct migration background","Male","1351","0.890716198280001","0.875108406104481","0.90632399045552"
"No","1986","direct migration background","Female","1112","0.845864190390321","0.826348347719944","0.865380033060699"
"No","1986","indirect migration background","Male","62","0.687938688290406","0.581651359434175","0.794226017146637"
"No","1986","indirect migration background","Female","75","0.827220778656907","0.745888017110413","0.908553540203402"
"Yes","1987","no migration background","Male","334","0.0995943657289758","0.0897972587826621","0.109391472675289"
"Yes","1987","no migration background","Female","569","0.149667388670507","0.138435048544363","0.160899728796651"
"Yes","1987","direct migration background","Male","142","0.0977764619210671","0.0828450618287455","0.112707862013389"
"Yes","1987","direct migration background","Female","182","0.138710994095029","0.120064764850463","0.157357223339596"
"Yes","1987","indirect migration background","Male","6","","",""
"Yes","1987","indirect migration background","Female","10","","",""
"No","1987","no migration background","Male","3255","0.900405634271024","0.890608527324711","0.910202741217338"
"No","1987","no migration background","Female","3306","0.850332611329493","0.839100271203349","0.861564951455637"
"No","1987","direct migration background","Male","1378","0.902223538078933","0.887292137986611","0.917154938171255"
"No","1987","direct migration background","Female","1138","0.861289005904971","0.842642776660404","0.879935235149537"
"No","1987","indirect migration background","Male","76","0.888764103128913","0.820709595244787","0.956818611013039"
"No","1987","indirect migration background","Female","84","0.890897048333268","0.827871566536328","0.953922530130208"
"Yes","1988","no migration background","Male","359","0.110749687207084","0.100225891046586","0.121273483367581"
"Yes","1988","no migration background","Female","526","0.143138107620548","0.131804544244596","0.154471670996499"
"Yes","1988","direct migration background","Male","134","0.0979073920587869","0.0824390673948169","0.113375716722757"
"Yes","1988","direct migration background","Female","169","0.128086571094785","0.109656165241894","0.146516976947675"
"Yes","1988","indirect migration background","Male","8","","",""
"Yes","1988","indirect migration background","Female","12","","",""
"No","1988","no migration background","Male","3057","0.889250312792917","0.878726516632419","0.899774108953414"
"No","1988","no migration background","Female","3142","0.856861892379452","0.845528329003501","0.868195455755404"
"No","1988","direct migration background","Male","1284","0.902092607941213","0.886624283277243","0.917560932605183"
"No","1988","direct migration background","Female","1094","0.871913428905215","0.853483023052325","0.890343834758106"
"No","1988","indirect migration background","Male","100","0.885174383665769","0.825047315968054","0.945301451363484"
"No","1988","indirect migration background","Female","104","0.899969643785397","0.845368852768545","0.954570434802248"
"Yes","1989","no migration background","Male","321","0.10223106993223","0.0918853663231323","0.112576773541327"
"Yes","1989","no migration background","Female","514","0.147446900465283","0.135752505035199","0.159141295895367"
"Yes","1989","direct migration background","Male","122","0.0936018481808377","0.0780642843988081","0.109139411962867"
"Yes","1989","direct migration background","Female","171","0.122725515748062","0.104477213103094","0.14097381839303"
"Yes","1989","indirect migration background","Male","9","","",""
"Yes","1989","indirect migration background","Female","14","","",""
"No","1989","no migration background","Male","2973","0.89776893006777","0.887423226458673","0.908114633676868"
"No","1989","no migration background","Female","3017","0.852553099534717","0.840858704104633","0.864247494964801"
"No","1989","direct migration background","Male","1228","0.906398151819162","0.890860588037133","0.921935715601192"
"No","1989","direct migration background","Female","1071","0.877274484251938","0.85902618160697","0.895522786896906"
"No","1989","indirect migration background","Male","114","0.901344464517944","0.84864555090281","0.954043378133078"
"No","1989","indirect migration background","Female","123","0.929597419290899","0.88675938326868","0.972435455313119"
"Yes","1990","no migration background","Male","","","",""
"Yes","1990","no migration background","Female","","","",""
"Yes","1990","direct migration background","Male","","","",""
"Yes","1990","direct migration background","Female","","","",""
"Yes","1990","indirect migration background","Male","","","",""
"Yes","1990","indirect migration background","Female","","","",""
"No","1990","no migration background","Male","","","",""
"No","1990","no migration background","Female","","","",""
"No","1990","direct migration background","Male","","","",""
"No","1990","direct migration background","Female","","","",""
"No","1990","indirect migration background","Male","","","",""
"No","1990","indirect migration background","Female","","","",""
"Yes","1991","no migration background","Male","333","0.109856978554988","0.0989590936755678","0.120754863434408"
"Yes","1991","no migration background","Female","535","0.161108246052645","0.148806986572323","0.173409505532968"
"Yes","1991","direct migration background","Male","124","0.0974550898306096","0.0813949575908999","0.113515222070319"
"Yes","1991","direct migration background","Female","161","0.145471618306487","0.12537181841736","0.165571418195614"
"Yes","1991","indirect migration background","Male","13","","",""
"Yes","1991","indirect migration background","Female","14","","",""
"No","1991","no migration background","Male","2830","0.890143021445012","0.879245136565592","0.901040906324432"
"No","1991","no migration background","Female","2896","0.838891753947355","0.826590494467032","0.851193013427677"
"No","1991","direct migration background","Male","1186","0.90254491016939","0.886484777929681","0.9186050424091"
"No","1991","direct migration background","Female","1021","0.854528381693513","0.834428581804386","0.87462818158264"
"No","1991","indirect migration background","Male","161","0.913227047845865","0.871400209645526","0.955053886046203"
"No","1991","indirect migration background","Female","161","0.895914080340608","0.850670367255566","0.94115779342565"
"Yes","1992","no migration background","Male","469","0.103136423855847","0.0946492761415555","0.111623571570139"
"Yes","1992","no migration background","Female","706","0.141002649186034","0.131749324049067","0.150255974323"
"Yes","1992","direct migration background","Male","119","0.10802474315909","0.0913422753537189","0.12470721096446"
"Yes","1992","direct migration background","Female","162","0.124352870121135","0.105911719871476","0.142794020370795"
"Yes","1992","indirect migration background","Male","15","","",""
"Yes","1992","indirect migration background","Female","24","","",""
"No","1992","no migration background","Male","4464","0.896863576144153","0.888376428429861","0.905350723858445"
"No","1992","no migration background","Female","4728","0.858997350813966","0.849744025677","0.868250675950933"
"No","1992","direct migration background","Male","1211","0.89197525684091","0.87529278903554","0.908657724646281"
"No","1992","direct migration background","Female","1068","0.875647129878865","0.857205979629205","0.894088280128524"
"No","1992","indirect migration background","Male","191","0.941867367255965","0.909913799805354","0.973820934706576"
"No","1992","indirect migration background","Female","179","0.791829852608694","0.735979588342955","0.847680116874434"
"Yes","1993","no migration background","Male","","","",""
"Yes","1993","no migration background","Female","","","",""
"Yes","1993","direct migration background","Male","","","",""
"Yes","1993","direct migration background","Female","","","",""
"Yes","1993","indirect migration background","Male","","","",""
"Yes","1993","indirect migration background","Female","","","",""
"No","1993","no migration background","Male","","","",""
"No","1993","no migration background","Female","","","",""
"No","1993","direct migration background","Male","","","",""
"No","1993","direct migration background","Female","","","",""
"No","1993","indirect migration background","Male","","","",""
"No","1993","indirect migration background","Female","","","",""
"Yes","1994","no migration background","Male","445","0.105987546822687","0.097245623265874","0.1147294703795"
"Yes","1994","no migration background","Female","758","0.163235564326873","0.153269658364256","0.17320147028949"
"Yes","1994","direct migration background","Male","112","0.107637050036891","0.0901961316761352","0.125077968397647"
"Yes","1994","direct migration background","Female","147","0.119393556818992","0.100677480307677","0.138109633330306"
"Yes","1994","indirect migration background","Male","15","","",""
"Yes","1994","indirect migration background","Female","33","0.167770904662425","0.120981790872696","0.214560018452154"
"No","1994","no migration background","Male","4318","0.894012453177313","0.8852705296205","0.902754376734126"
"No","1994","no migration background","Female","4525","0.836764435673127","0.82679852971051","0.846730341635744"
"No","1994","direct migration background","Male","1101","0.892362949963109","0.874922031602353","0.909803868323865"
"No","1994","direct migration background","Female","1006","0.880606443181008","0.861890366669694","0.899322519692323"
"No","1994","indirect migration background","Male","232","0.900537515734055","0.863214204139563","0.937860827328548"
"No","1994","indirect migration background","Female","212","0.832229095337575","0.785439981547846","0.879018209127304"
"Yes","1995","no migration background","Male","473","0.104240369944356","0.095541303759187","0.112939436129524"
"Yes","1995","no migration background","Female","741","0.153433742208087","0.143685686602145","0.163181797814029"
"Yes","1995","direct migration background","Male","136","0.104455789250387","0.088514143319007","0.120397435181766"
"Yes","1995","direct migration background","Female","188","0.14188636428222","0.12350309377922","0.16026963478522"
"Yes","1995","indirect migration background","Male","8","","",""
"Yes","1995","indirect migration background","Female","35","0.100157784591441","0.063454319565921","0.136861249616961"
"No","1995","no migration background","Male","4267","0.895759630055644","0.887060563870475","0.904458696240813"
"No","1995","no migration background","Female","4510","0.846566257791913","0.836818202185971","0.856314313397855"
"No","1995","direct migration background","Male","1278","0.895544210749613","0.879602564818234","0.911485856680993"
"No","1995","direct migration background","Female","1196","0.85811363571778","0.83973036521478","0.87649690622078"
"No","1995","indirect migration background","Male","247","0.985021919459078","0.970113588374348","0.999930250543808"
"No","1995","indirect migration background","Female","222","0.899842215408559","0.863138750383039","0.936545680434079"
"Yes","1996","no migration background","Male","456","0.106976936270507","0.0981536632568835","0.11580020928413"
"Yes","1996","no migration background","Female","768","0.149841693048285","0.140147301885568","0.159536084211002"
"Yes","1996","direct migration background","Male","150","0.131040730325218","0.112802274011503","0.149279186638933"
"Yes","1996","direct migration background","Female","175","0.132500090539803","0.114049048024595","0.150951133055012"
"Yes","1996","indirect migration background","Male","17","","",""
"Yes","1996","indirect migration background","Female","38","0.116293506751426","0.0787442943833164","0.153842719119536"
"No","1996","no migration background","Male","4258","0.893023063729493","0.88419979071587","0.901846336743117"
"No","1996","no migration background","Female","4439","0.850158306951715","0.840463915788998","0.859852698114432"
"No","1996","direct migration background","Male","1165","0.868959269674782","0.850720813361067","0.887197725988497"
"No","1996","direct migration background","Female","1122","0.867499909460197","0.849048866944988","0.885950951975405"
"No","1996","indirect migration background","Male","251","0.934245382876698","0.90457150529061","0.963919260462787"
"No","1996","indirect migration background","Female","242","0.883706493248574","0.846157280880464","0.921255705616684"
"Yes","1997","no migration background","Male","481","0.11249647290335","0.103436963137624","0.121555982669076"
"Yes","1997","no migration background","Female","722","0.147353881150886","0.137666530318182","0.15704123198359"
"Yes","1997","direct migration background","Male","115","0.0966493405186884","0.0802493916223947","0.113049289414982"
"Yes","1997","direct migration background","Female","179","0.151030796528951","0.130995095881719","0.171066497176183"
"Yes","1997","indirect migration background","Male","24","","",""
"Yes","1997","indirect migration background","Female","40","0.11621262551427","0.0787416081962922","0.153683642832247"
"No","1997","no migration background","Male","4192","0.88750352709665","0.878444017330924","0.896563036862376"
"No","1997","no migration background","Female","4421","0.852646118849114","0.84295876801641","0.862333469681818"
"No","1997","direct migration background","Male","1132","0.903350659481312","0.886950710585018","0.919750608377605"
"No","1997","direct migration background","Female","1048","0.848969203471049","0.828933502823817","0.869004904118281"
"No","1997","indirect migration background","Male","268","0.914033901964949","0.881882388238","0.946185415691898"
"No","1997","indirect migration background","Female","241","0.88378737448573","0.846316357167753","0.921258391803708"
"Yes","1998","no migration background","Male","549","0.104542519099853","0.0963645203899422","0.112720517809765"
"Yes","1998","no migration background","Female","845","0.151980363849418","0.142826076472354","0.161134651226483"
"Yes","1998","direct migration background","Male","117","0.0959436428493447","0.0794241727095798","0.11246311298911"
"Yes","1998","direct migration background","Female","190","0.179521355860668","0.157779695034403","0.201263016686933"
"Yes","1998","indirect migration background","Male","22","","",""
"Yes","1998","indirect migration background","Female","26","","",""
"No","1998","no migration background","Male","4828","0.895457480900147","0.887279482190236","0.903635479610058"
"No","1998","no migration background","Female","5063","0.848019636150582","0.838865348773517","0.857173923527646"
"No","1998","direct migration background","Male","1104","0.904056357150655","0.88753688701089","0.92057582729042"
"No","1998","direct migration background","Female","1007","0.820478644139332","0.798736983313067","0.842220304965597"
"No","1998","indirect migration background","Male","288","0.954469700217219","0.931263791898317","0.977675608536121"
"No","1998","indirect migration background","Female","268","0.921478267706778","0.890730619007366","0.952225916406189"
"Yes","1999","no migration background","Male","555","0.110343598518085","0.10183994297028","0.11884725406589"
"Yes","1999","no migration background","Female","801","0.154884492283398","0.145496293636011","0.164272690930785"
"Yes","1999","direct migration background","Male","119","0.124442802153979","0.105067976214127","0.143817628093831"
"Yes","1999","direct migration background","Female","167","0.162691262776206","0.140900008904833","0.184482516647578"
"Yes","1999","indirect migration background","Male","20","","",""
"Yes","1999","indirect migration background","Female","28","","",""
"No","1999","no migration background","Male","4660","0.889656401481915","0.88115274593411","0.89816005702972"
"No","1999","no migration background","Female","4904","0.845115507716602","0.835727309069215","0.854503706363989"
"No","1999","direct migration background","Male","996","0.875557197846021","0.856182371906169","0.894932023785873"
"No","1999","direct migration background","Female","935","0.837308737223794","0.815517483352422","0.859099991095167"
"No","1999","indirect migration background","Male","290","0.922487849648425","0.89272102808625","0.9522546712106"
"No","1999","indirect migration background","Female","273","0.907346075543614","0.874590650802032","0.940101500285196"
"Yes","2000","no migration background","Male","1013","0.109204507696153","0.102959227053001","0.115449788339306"
"Yes","2000","no migration background","Female","1407","0.137269108686033","0.130677072656052","0.143861144716014"
"Yes","2000","direct migration background","Male","157","0.0971822784252654","0.0828290360888005","0.11153552076173"
"Yes","2000","direct migration background","Female","216","0.124347359342359","0.10865690151543","0.140037817169287"
"Yes","2000","indirect migration background","Male","30","0.080156718428331","0.0538411156741606","0.106472321182501"
"Yes","2000","indirect migration background","Female","55","0.122783668100354","0.0913594315247983","0.15420790467591"
"No","2000","no migration background","Male","8568","0.890795492303847","0.884550211660694","0.897040772946999"
"No","2000","no migration background","Female","9062","0.862730891313967","0.856138855283986","0.869322927343948"
"No","2000","direct migration background","Male","1479","0.902817721574735","0.88846447923827","0.9171709639112"
"No","2000","direct migration background","Female","1483","0.875652640657641","0.859962182830713","0.891343098484569"
"No","2000","indirect migration background","Male","379","0.919843281571669","0.893527678817499","0.946158884325839"
"No","2000","indirect migration background","Female","364","0.877216331899646","0.84579209532409","0.908640568475202"
"Yes","2001","no migration background","Male","906","0.108014940756565","0.101504849643821","0.114525031869309"
"Yes","2001","no migration background","Female","1306","0.143387420150639","0.136358410255873","0.150416430045404"
"Yes","2001","direct migration background","Male","154","0.104323267094959","0.0885295654325449","0.120116968757374"
"Yes","2001","direct migration background","Female","196","0.13046916195309","0.113401315581157","0.147537008325023"
"Yes","2001","indirect migration background","Male","23","","",""
"Yes","2001","indirect migration background","Female","58","0.124943363259771","0.092376556615888","0.157510169903654"
"No","2001","no migration background","Male","7827","0.891985059243435","0.885474968130691","0.898495150356179"
"No","2001","no migration background","Female","8244","0.856612579849361","0.849583569954596","0.863641589744127"
"No","2001","direct migration background","Male","1285","0.895676732905041","0.879883031242626","0.911470434567455"
"No","2001","direct migration background","Female","1300","0.86953083804691","0.852462991674977","0.886598684418843"
"No","2001","indirect migration background","Male","357","0.926796269471765","0.900607503299869","0.952985035643661"
"No","2001","indirect migration background","Female","338","0.875056636740229","0.842489830096347","0.907623443384112"
"Yes","2002","no migration background","Male","1033","0.115823060203538","0.109362092621857","0.12228402778522"
"Yes","2002","no migration background","Female","1279","0.139569502082999","0.132808140677688","0.14633086348831"
"Yes","2002","direct migration background","Male","145","0.0985918345254922","0.082782850554","0.114400818496984"
"Yes","2002","direct migration background","Female","183","0.135266138049052","0.117650450914658","0.152881825183447"
"Yes","2002","indirect migration background","Male","28","","",""
"Yes","2002","indirect migration background","Female","57","0.104844888113201","0.075154955263188","0.134534820963214"
"No","2002","no migration background","Male","8391","0.884176939796462","0.87771597221478","0.890637907378143"
"No","2002","no migration background","Female","8812","0.860430497917001","0.85366913651169","0.867191859322312"
"No","2002","direct migration background","Male","1221","0.901408165474508","0.885599181503016","0.917217149446"
"No","2002","direct migration background","Female","1265","0.864733861950948","0.847118174816553","0.882349549085342"
"No","2002","indirect migration background","Male","344","0.928830964148288","0.902703906428747","0.954958021867829"
"No","2002","indirect migration background","Female","352","0.895155111886799","0.865465179036786","0.924845044736812"
"Yes","2003","no migration background","Male","961","0.11042690446531","0.103971371065031","0.116882437865589"
"Yes","2003","no migration background","Female","1298","0.139931555170655","0.133046212135327","0.146816898205983"
"Yes","2003","direct migration background","Male","152","0.122654071630072","0.104555477917814","0.14075266534233"
"Yes","2003","direct migration background","Female","158","0.139438335767568","0.121028041513585","0.157848630021552"
"Yes","2003","indirect migration background","Male","25","","",""
"Yes","2003","indirect migration background","Female","49","0.10033765398147","0.0713260843530587","0.129349223609881"
"No","2003","no migration background","Male","8094","0.88957309553469","0.883117562134411","0.896028628934969"
"No","2003","no migration background","Female","8454","0.860068444829345","0.853183101794017","0.866953787864673"
"No","2003","direct migration background","Male","1110","0.877345928369928","0.85924733465767","0.895444522082186"
"No","2003","direct migration background","Female","1202","0.860561664232432","0.842151369978448","0.878971958486415"
"No","2003","indirect migration background","Male","349","0.913637963668067","0.885169712062547","0.942106215273588"
"No","2003","indirect migration background","Female","363","0.89966234601853","0.870650776390119","0.928673915646941"
"Yes","2004","no migration background","Male","945","0.11629910675902","0.109597641237214","0.123000572280827"
"Yes","2004","no migration background","Female","1280","0.146886299352034","0.139782126251155","0.153990472452912"
"Yes","2004","direct migration background","Male","126","0.110406015039754","0.092776878803826","0.128035151275683"
"Yes","2004","direct migration background","Female","174","0.128872313882976","0.110810844264217","0.146933783501734"
"Yes","2004","indirect migration background","Male","27","","",""
"Yes","2004","indirect migration background","Female","52","0.0946376585243398","0.0666101633863682","0.122665153662312"
"No","2004","no migration background","Male","7846","0.88370089324098","0.876999427719173","0.890402358762786"
"No","2004","no migration background","Female","8258","0.853113700647966","0.846009527547088","0.860217873748845"
"No","2004","direct migration background","Male","1088","0.889593984960246","0.871964848724317","0.907223121196174"
"No","2004","direct migration background","Female","1148","0.871127686117024","0.853066216498266","0.889189155735783"
"No","2004","indirect migration background","Male","358","0.926724528869936","0.900694636935046","0.952754420804826"
"No","2004","indirect migration background","Female","367","0.90536234147566","0.877334846337689","0.933389836613632"
"Yes","2005","no migration background","Male","861","0.105768428712818","0.0991881504960418","0.112348706929594"
"Yes","2005","no migration background","Female","1123","0.136013317086388","0.128987825259086","0.143038808913689"
"Yes","2005","direct migration background","Male","114","0.105017808154454","0.0870631247523744","0.122972491556533"
"Yes","2005","direct migration background","Female","147","0.123728824748365","0.105504391571859","0.141953257924872"
"Yes","2005","indirect migration background","Male","22","","",""
"Yes","2005","indirect migration background","Female","44","0.117582259052106","0.0869942431799759","0.148170274924236"
"No","2005","no migration background","Male","7530","0.894231571287182","0.887651293070406","0.900811849503958"
"No","2005","no migration background","Female","8023","0.863986682913612","0.856961191086311","0.871012174740914"
"No","2005","direct migration background","Male","1006","0.894982191845546","0.877027508443467","0.912936875247626"
"No","2005","direct migration background","Female","1107","0.876271175251635","0.858046742075128","0.894495608428141"
"No","2005","indirect migration background","Male","380","0.920166089979599","0.893671214859522","0.946660965099676"
"No","2005","indirect migration background","Female","382","0.882417740947894","0.851829725075764","0.913005756820024"
"Yes","2006","no migration background","Male","961","0.11580739328634","0.109195639398357","0.122419147174323"
"Yes","2006","no migration background","Female","1281","0.141764652419536","0.13487031953551","0.148658985303562"
"Yes","2006","direct migration background","Male","120","0.112540329416954","0.0939152157585162","0.131165443075391"
"Yes","2006","direct migration background","Female","146","0.121454358393103","0.103566339599476","0.139342377186731"
"Yes","2006","indirect migration background","Male","23","","",""
"Yes","2006","indirect migration background","Female","51","0.111955398089556","0.0820832732804731","0.14182752289864"
"No","2006","no migration background","Male","8037","0.88419260671366","0.877580852825677","0.890804360601643"
"No","2006","no migration background","Female","8552","0.858235347580464","0.851341014696438","0.86512968046449"
"No","2006","direct migration background","Male","986","0.887459670583046","0.868834556924609","0.906084784241484"
"No","2006","direct migration background","Female","1135","0.878545641606897","0.860657622813269","0.896433660400524"
"No","2006","indirect migration background","Male","372","0.927590009071919","0.902032011715721","0.953148006428116"
"No","2006","indirect migration background","Female","377","0.888044601910444","0.85817247710136","0.917916726719527"
"Yes","2007","no migration background","Male","955","0.120379211325157","0.113434078914403","0.127324343735912"
"Yes","2007","no migration background","Female","1198","0.136825288762969","0.129809729786349","0.143840847739589"
"Yes","2007","direct migration background","Male","106","0.0947356098868996","0.0764193543730421","0.113051865400757"
"Yes","2007","direct migration background","Female","132","0.112732250926591","0.0944214551272272","0.131043046725955"
"Yes","2007","indirect migration background","Male","19","","",""
"Yes","2007","indirect migration background","Female","46","0.136651064516089","0.103604696790106","0.169697432242072"
"No","2007","no migration background","Male","7478","0.879620788674843","0.872675656264088","0.886565921085597"
"No","2007","no migration background","Female","8020","0.863174711237031","0.856159152260411","0.870190270213651"
"No","2007","direct migration background","Male","876","0.9052643901131","0.886948134599243","0.923580645626958"
"No","2007","direct migration background","Female","1014","0.887267749073409","0.868956953274045","0.905578544872773"
"No","2007","indirect migration background","Male","352","0.916125889953439","0.887919164133621","0.944332615773258"
"No","2007","indirect migration background","Female","369","0.863348935483911","0.830302567757928","0.896395303209894"
"Yes","2008","no migration background","Male","894","0.11428940666724","0.107303507113934","0.121275306220545"
"Yes","2008","no migration background","Female","1087","0.132027502688274","0.124921100963778","0.13913390441277"
"Yes","2008","direct migration background","Male","89","0.0815525823425775","0.0635112766227963","0.0995938880623588"
"Yes","2008","direct migration background","Female","125","0.115286101603574","0.0957728202967177","0.13479938291043"
"Yes","2008","indirect migration background","Male","22","","",""
"Yes","2008","indirect migration background","Female","47","0.0849092934486329","0.0575584118748092","0.112260175022457"
"No","2008","no migration background","Male","7074","0.88571059333276","0.878724693779455","0.892696492886066"
"No","2008","no migration background","Female","7630","0.867972497311726","0.86086609558723","0.875078899036222"
"No","2008","direct migration background","Male","795","0.918447417657422","0.900406111937641","0.936488723377204"
"No","2008","direct migration background","Female","904","0.884713898396426","0.86520061708957","0.904227179703282"
"No","2008","indirect migration background","Male","345","0.955352102695589","0.934222209780187","0.976481995610991"
"No","2008","indirect migration background","Female","352","0.915090706551367","0.887739824977543","0.942441588125191"
"Yes","2009","no migration background","Male","940","0.122649409535763","0.11523284268326","0.130065976388266"
"Yes","2009","no migration background","Female","1115","0.144808341142673","0.137186012120186","0.15243067016516"
"Yes","2009","direct migration background","Male","75","0.0917017713638563","0.0712102736763794","0.112193269051333"
"Yes","2009","direct migration background","Female","123","0.131791736926733","0.109741161658223","0.153842312195244"
"Yes","2009","indirect migration background","Male","19","","",""
"Yes","2009","indirect migration background","Female","44","0.113726005581635","0.0813769858468193","0.14607502531645"
"No","2009","no migration background","Male","6575","0.877350590464237","0.869934023611734","0.88476715731674"
"No","2009","no migration background","Female","7073","0.855191658857327","0.84756932983484","0.862813987879814"
"No","2009","direct migration background","Male","687","0.908298228636144","0.887806730948667","0.928789726323621"
"No","2009","direct migration background","Female","781","0.868208263073267","0.846157687804756","0.890258838341777"
"No","2009","indirect migration background","Male","326","0.917104447889507","0.88800976972263","0.946199126056383"
"No","2009","indirect migration background","Female","326","0.886273994418366","0.85392497468355","0.918623014153181"
"Yes","2010","no migration background","Male","1034","0.125717288999435","0.118913881164725","0.132520696834146"
"Yes","2010","no migration background","Female","1684","0.137087786184504","0.130617911582818","0.14355766078619"
"Yes","2010","direct migration background","Male","131","0.0916619815572904","0.0759524238820332","0.107371539232548"
"Yes","2010","direct migration background","Female","296","0.126646429423984","0.110370813445252","0.142922045402716"
"Yes","2010","indirect migration background","Male","39","0.0888487553987384","0.0642274928588856","0.113470017938591"
"Yes","2010","indirect migration background","Female","112","0.102973124294121","0.0793528897560924","0.12659335883215"
"No","2010","no migration background","Male","8088","0.874282711000565","0.867479303165855","0.881086118835275"
"No","2010","no migration background","Female","9172","0.862912213815496","0.85644233921381","0.869382088417182"
"No","2010","direct migration background","Male","1165","0.90833801844271","0.892628460767452","0.924047576117967"
"No","2010","direct migration background","Female","1308","0.873353570576016","0.857077954597284","0.889629186554748"
"No","2010","indirect migration background","Male","474","0.911151244601262","0.886529982061409","0.935772507141114"
"No","2010","indirect migration background","Female","524","0.897026875705879","0.87340664116785","0.920647110243908"
"Yes","2011","no migration background","Male","1306","0.125680529017464","0.119452325357989","0.131908732676939"
"Yes","2011","no migration background","Female","1994","0.153862729840077","0.147667420268348","0.160058039411807"
"Yes","2011","direct migration background","Male","148","0.101453134399116","0.0858151893256757","0.117091079472556"
"Yes","2011","direct migration background","Female","339","0.143012197551616","0.126924066256489","0.159100328846742"
"Yes","2011","indirect migration background","Male","43","0.0906526601440686","0.06730651390896","0.113998806379177"
"Yes","2011","indirect migration background","Female","99","0.0865684042119888","0.0660993956054343","0.107037412818543"
"No","2011","no migration background","Male","9576","0.874319470982536","0.868091267323061","0.880547674642011"
"No","2011","no migration background","Female","11036","0.846137270159923","0.839941960588193","0.852332579731652"
"No","2011","direct migration background","Male","1284","0.898546865600884","0.882908920527444","0.914184810674324"
"No","2011","direct migration background","Female","1480","0.856987802448384","0.840899671153258","0.873075933743511"
"No","2011","indirect migration background","Male","538","0.909347339855931","0.886001193620823","0.93269348609104"
"No","2011","indirect migration background","Female","626","0.913431595788011","0.892962587181456","0.933900604394566"
"Yes","2012","no migration background","Male","1398","0.138256705340094","0.131699673142317","0.144813737537871"
"Yes","2012","no migration background","Female","1797","0.148209431291695","0.142035073410409","0.154383789172981"
"Yes","2012","direct migration background","Male","141","0.103743207690173","0.0875013827627234","0.119985032617623"
"Yes","2012","direct migration background","Female","258","0.141438511969337","0.124834331202337","0.158042692736337"
"Yes","2012","indirect migration background","Male","49","0.080849360206619","0.0585289372097064","0.103169783203532"
"Yes","2012","indirect migration background","Female","109","0.184213422637314","0.155577533330522","0.212849311944106"
"No","2012","no migration background","Male","9247","0.861743294659906","0.855186262462129","0.868300326857683"
"No","2012","no migration background","Female","10924","0.851790568708305","0.845616210827019","0.857964926589591"
"No","2012","direct migration background","Male","1213","0.896256792309827","0.880014967382377","0.912498617237277"
"No","2012","direct migration background","Female","1434","0.858561488030663","0.841957307263663","0.875165668797663"
"No","2012","indirect migration background","Male","524","0.919150639793381","0.896830216796469","0.941471062790294"
"No","2012","indirect migration background","Female","595","0.815786577362686","0.787150688055894","0.844422466669478"
