"ple0053","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","1994","Lower Saxony","no migration background","93","0.139331577057026","0.115335192749755","0.163327961364296","1"
"Yes","1994","Lower Saxony","direct migration background","10","","","","1"
"Yes","1994","Lower Saxony","indirect migration background","5","","","","1"
"Yes","1994","Bremen","no migration background","10","","","","1"
"Yes","1994","Rhineland-Palatinate,Saarland","indirect migration background","1","","","","1"
"Yes","1994","Baden-Württemberg","no migration background","109","0.119965980088721","0.0996126475195217","0.140319312657919","1"
"Yes","1994","Baden-Württemberg","direct migration background","81","0.126596214117896","0.100712812192874","0.152479616042918","1"
"Yes","1994","Baden-Württemberg","indirect migration background","7","","","","1"
"Yes","1994","Bavaria","no migration background","149","0.142294079732314","0.122461802586586","0.162126356878043","1"
"Yes","1994","Bavaria","direct migration background","40","0.164455436512815","0.124521417493473","0.204389455532157","1"
"Yes","1994","Bavaria","indirect migration background","7","","","","1"
"Yes","1994","Berlin","no migration background","49","0.0946513623476923","0.0676047301618984","0.121697994533486","1"
"Yes","1994","Berlin","direct migration background","13","","","","1"
"Yes","1994","Berlin","indirect migration background","3","","","","1"
"Yes","1994","Brandenburg","no migration background","54","0.095398699431596","0.0716544055485269","0.119142993314665","1"
"Yes","1994","Brandenburg","direct migration background","3","","","","1"
"Yes","1994","Brandenburg","indirect migration background","1","","","","1"
"Yes","1994","Mecklenburg-Western Pomerania","no migration background","52","0.131163403706906","0.0979982551609429","0.164328552252869","1"
"Yes","1994","Mecklenburg-Western Pomerania","direct migration background","1","","","","1"
"Yes","1994","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","1994","Saxony","no migration background","111","0.114884347297437","0.0959101390385292","0.133858555556344","1"
"Yes","1994","Bremen","direct migration background","3","","","","1"
"Yes","1994","Bremen","indirect migration background","1","","","","1"
"Yes","1994","North Rhine-Westphalia","no migration background","230","0.147526601669118","0.130820499077099","0.164232704261137","1"
"Yes","1994","North Rhine-Westphalia","direct migration background","61","0.104353563123586","0.0794946596878044","0.129212466559368","1"
"Yes","1994","North Rhine-Westphalia","indirect migration background","19","","","","1"
"Yes","1994","Hesse","indirect migration background","4","","","","1"
"Yes","1994","Rhineland-Palatinate,Saarland","no migration background","88","0.168630934286404","0.136418023810612","0.200843844762195","1"
"Yes","1994","Rhineland-Palatinate,Saarland","direct migration background","7","","","","1"
"Yes","1994","Saxony","direct migration background","4","","","","1"
"Yes","1994","Saxony","indirect migration background","","","","","1"
"Yes","1994","Saxony-Anhalt","no migration background","61","0.110133467816668","0.0864817519720859","0.13378518366125","1"
"Yes","1994","Saxony-Anhalt","direct migration background","3","","","","1"
"Yes","1994","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","1994","Hesse","no migration background","72","0.161242862348264","0.130919159575829","0.191566565120699","1"
"Yes","1994","Hesse","direct migration background","24","","","","1"
"Yes","1994","Thuringia","no migration background","78","0.141544291684514","0.114453315197732","0.168635268171296","1"
"Yes","1994","Thuringia","direct migration background","2","","","","1"
"Yes","1994","Thuringia","indirect migration background","","","","","1"
"No","1995","Schleswig-Holstein","no migration background","212","0.863750537590456","0.820617850153887","0.906883225027025","2"
"No","1995","Schleswig-Holstein","direct migration background","32","0.971699582155741","0.915959055935865","1.02744010837562","2"
"No","1995","Schleswig-Holstein","indirect migration background","7","","","","2"
"No","1995","Hamburg","no migration background","84","0.878727133818628","0.813083120063911","0.944371147573345","2"
"No","1995","Hamburg","direct migration background","26","","","","2"
"No","1995","Hamburg","indirect migration background","7","","","","2"
"No","1995","Rhineland-Palatinate,Saarland","direct migration background","164","0.93130606819711","0.894148824266249","0.968463312127972","2"
"No","1995","Rhineland-Palatinate,Saarland","indirect migration background","13","","","","2"
"No","1995","Baden-Württemberg","direct migration background","591","0.821461493122057","0.792865970755167","0.850057015488948","2"
"No","1995","Baden-Württemberg","indirect migration background","122","0.972566394573454","0.94437904059396","1.00075374855295","2"
"No","1995","Bavaria","no migration background","1045","0.854538189101359","0.834672865736532","0.874403512466186","2"
"No","1995","Lower Saxony","no migration background","715","0.891300137608591","0.869690602979732","0.91290967223745","2"
"No","1995","Lower Saxony","direct migration background","190","0.889686570187115","0.847315332031921","0.93205780834231","2"
"No","1995","Lower Saxony","indirect migration background","33","0.969050162040557","0.911675995740659","1.02642432834045","2"
"No","1995","Bremen","no migration background","63","0.803897504350632","0.712816342591725","0.894978666109538","2"
"No","1995","Bremen","direct migration background","19","","","","2"
"No","1995","North Rhine-Westphalia","direct migration background","609","0.900986928116268","0.878684918821531","0.923288937411004","2"
"No","1995","North Rhine-Westphalia","indirect migration background","136","0.908440951183321","0.863038298273975","0.953843604092666","2"
"No","1995","Hesse","no migration background","502","0.84836398217978","0.819174500006792","0.877553464352767","2"
"No","1995","Hesse","direct migration background","281","0.855747869652462","0.817490983630762","0.894004755674161","2"
"No","1995","Hesse","indirect migration background","48","0.960336448776526","0.906239771229865","1.01443312632319","2"
"No","1995","Rhineland-Palatinate,Saarland","no migration background","445","0.852338097506537","0.821757708921356","0.882918486091717","2"
"No","1995","Baden-Württemberg","no migration background","874","0.884086700812412","0.864115527661165","0.90405787396366","2"
"No","1995","Bavaria","direct migration background","359","0.870868223390842","0.837881010540255","0.903855436241429","2"
"No","1995","Bavaria","indirect migration background","71","0.936569489136857","0.882822560356335","0.990316417917378","2"
"No","1995","Berlin","no migration background","414","0.913422652789449","0.887639975236099","0.9392053303428","2"
"No","1995","Berlin","direct migration background","85","0.855282193821367","0.785269316812338","0.925295070830397","2"
"No","1995","Bremen","indirect migration background","2","","","","2"
"No","1995","North Rhine-Westphalia","no migration background","1525","0.864935056636166","0.84887077274981","0.880999340522521","2"
"No","1995","Berlin","indirect migration background","16","","","","2"
"No","1995","Brandenburg","no migration background","505","0.88466230020359","0.858462110250761","0.910862490156419","2"
"No","1995","Brandenburg","direct migration background","13","","","","2"
"No","1995","Brandenburg","indirect migration background","1","","","","2"
"No","1995","Mecklenburg-Western Pomerania","no migration background","348","0.865866714967631","0.832511041957457","0.899222387977804","2"
"No","1995","Mecklenburg-Western Pomerania","direct migration background","12","","","","2"
"No","1995","Mecklenburg-Western Pomerania","indirect migration background","2","","","","2"
"No","1995","Saxony","no migration background","940","0.888799539587604","0.869784000387933","0.907815078787275","2"
"No","1995","Saxony-Anhalt","direct migration background","28","","","","2"
"No","1995","Saxony","direct migration background","41","0.981009466635114","0.939730518114141","1.02228841515609","2"
"No","1995","Saxony","indirect migration background","5","","","","2"
"No","1995","Saxony-Anhalt","no migration background","567","0.865958848593165","0.839787548412639","0.892130148773691","2"
"No","1995","Saxony-Anhalt","indirect migration background","2","","","","2"
"No","1995","Thuringia","no migration background","538","0.850093762430325","0.821994461649614","0.878193063211036","2"
"No","1995","Thuringia","direct migration background","24","","","","2"
"No","1995","Thuringia","indirect migration background","4","","","","2"
"Yes","1995","Schleswig-Holstein","no migration background","31","0.136249462409544","0.0931167749729752","0.179382149846113","1"
"Yes","1995","Schleswig-Holstein","direct migration background","2","","","","1"
"Yes","1995","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","1995","Hamburg","no migration background","11","","","","1"
"Yes","1995","Hamburg","direct migration background","2","","","","1"
"Yes","1995","Hamburg","indirect migration background","1","","","","1"
"Yes","1995","Lower Saxony","no migration background","82","0.108699862391409","0.0870903277625502","0.130309397020268","1"
"Yes","1995","Lower Saxony","direct migration background","20","","","","1"
"Yes","1995","Baden-Württemberg","indirect migration background","7","","","","1"
"Yes","1995","Bavaria","no migration background","165","0.145461810898641","0.125596487533814","0.165327134263468","1"
"Yes","1995","Bavaria","direct migration background","38","0.129131776609158","0.0961445637585712","0.162118989459745","1"
"Yes","1995","Bavaria","indirect migration background","8","","","","1"
"Yes","1995","Berlin","no migration background","43","0.0865773472105506","0.0607946696572","0.112360024763901","1"
"Yes","1995","Berlin","direct migration background","12","","","","1"
"Yes","1995","Berlin","indirect migration background","","","","","1"
"Yes","1995","Brandenburg","no migration background","66","0.11533769979641","0.0891375098435806","0.141537889749239","1"
"Yes","1995","Brandenburg","direct migration background","4","","","","1"
"Yes","1995","Brandenburg","indirect migration background","1","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","no migration background","53","0.134133285032369","0.100777612022196","0.167488958042543","1"
"Yes","1995","Mecklenburg-Western Pomerania","direct migration background","2","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","1995","Lower Saxony","indirect migration background","2","","","","1"
"Yes","1995","Bremen","no migration background","10","","","","1"
"Yes","1995","Rhineland-Palatinate,Saarland","indirect migration background","2","","","","1"
"Yes","1995","Baden-Württemberg","no migration background","113","0.115913299187588","0.0959421260363403","0.135884472338835","1"
"Yes","1995","Baden-Württemberg","direct migration background","98","0.178538506877943","0.149942984511052","0.207134029244833","1"
"Yes","1995","Saxony","no migration background","110","0.111200460412396","0.0921849212127249","0.130215999612067","1"
"Yes","1995","Saxony","direct migration background","1","","","","1"
"Yes","1995","Saxony","indirect migration background","","","","","1"
"Yes","1995","Saxony-Anhalt","no migration background","84","0.134041151406835","0.107869851226309","0.160212451587361","1"
"Yes","1995","Saxony-Anhalt","direct migration background","6","","","","1"
"Yes","1995","Bremen","direct migration background","1","","","","1"
"Yes","1995","Bremen","indirect migration background","1","","","","1"
"Yes","1995","North Rhine-Westphalia","no migration background","214","0.135064943363834","0.119000659477479","0.15112922725019","1"
"Yes","1995","North Rhine-Westphalia","direct migration background","80","0.0990130718837321","0.0767110625889957","0.121315081178468","1"
"Yes","1995","North Rhine-Westphalia","indirect migration background","19","","","","1"
"Yes","1995","Hesse","indirect migration background","2","","","","1"
"Yes","1995","Rhineland-Palatinate,Saarland","no migration background","72","0.147661902493463","0.117081513908283","0.178242291078644","1"
"Yes","1995","Rhineland-Palatinate,Saarland","direct migration background","14","","","","1"
"Yes","1995","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","1995","Thuringia","no migration background","82","0.149906237569675","0.121806936788964","0.178005538350386","1"
"Yes","1995","Thuringia","direct migration background","1","","","","1"
"Yes","1995","Thuringia","indirect migration background","","","","","1"
"Yes","1995","Hesse","no migration background","78","0.151636017820221","0.122446535647233","0.180825499993208","1"
"Yes","1995","Hesse","direct migration background","43","0.144252130347539","0.105995244325839","0.182509016369238","1"
"No","1996","Schleswig-Holstein","no migration background","216","0.869398333339041","0.827375689187797","0.911420977490286","2"
"No","1996","Schleswig-Holstein","direct migration background","27","","","","2"
"No","1996","Schleswig-Holstein","indirect migration background","8","","","","2"
"No","1996","Hamburg","no migration background","83","0.894437752341343","0.831648754345868","0.957226750336817","2"
"No","1996","Hamburg","direct migration background","23","","","","2"
"No","1996","Hamburg","indirect migration background","5","","","","2"
"No","1996","Rhineland-Palatinate,Saarland","direct migration background","153","0.920274724571592","0.879315642852455","0.96123380629073","2"
"No","1996","Rhineland-Palatinate,Saarland","indirect migration background","16","","","","2"
"No","1996","Baden-Württemberg","direct migration background","547","0.869945399013715","0.843742153002225","0.896148645025205","2"
"No","1996","Baden-Württemberg","indirect migration background","123","0.96201608164634","0.929528804122139","0.994503359170541","2"
"No","1996","Bavaria","no migration background","1044","0.864605360991946","0.845157723074577","0.884052998909314","2"
"No","1996","Lower Saxony","no migration background","709","0.869573163693209","0.846452205374105","0.892694122012313","2"
"No","1996","Lower Saxony","direct migration background","175","0.888698669113006","0.844668789403811","0.932728548822202","2"
"No","1996","Lower Saxony","indirect migration background","34","0.99464725249414","0.970473894074571","1.01882061091371","2"
"No","1996","Bremen","no migration background","65","0.871165925850291","0.793239505421374","0.949092346279207","2"
"No","1996","Bremen","direct migration background","18","","","","2"
"No","1996","North Rhine-Westphalia","direct migration background","565","0.878262466203526","0.85324054901043","0.903284383396623","2"
"No","1996","North Rhine-Westphalia","indirect migration background","140","0.856427937847259","0.80276103294663","0.910094842747887","2"
"No","1996","Hesse","no migration background","496","0.882484342176699","0.855930630253708","0.909038054099689","2"
"No","1996","Hesse","direct migration background","259","0.88431373149093","0.847437777834009","0.921189685147851","2"
"No","1996","Hesse","indirect migration background","52","0.880924088480739","0.795329177127183","0.966518999834294","2"
"No","1996","Rhineland-Palatinate,Saarland","no migration background","449","0.88455799161627","0.856769733323714","0.912346249908826","2"
"No","1996","Baden-Württemberg","no migration background","821","0.857000999708628","0.834751769097073","0.879250230320182","2"
"No","1996","Bavaria","direct migration background","343","0.859514188114688","0.824667687830322","0.894360688399054","2"
"No","1996","Bavaria","indirect migration background","79","0.928040689428029","0.87373873378756","0.982342645068498","2"
"No","1996","Berlin","no migration background","388","0.843147724588028","0.809321474629669","0.876973974546387","2"
"No","1996","Berlin","direct migration background","68","0.781704891088086","0.69229520254421","0.871114579631963","2"
"No","1996","Bremen","indirect migration background","3","","","","2"
"No","1996","North Rhine-Westphalia","no migration background","1530","0.880953974203163","0.865737727979691","0.896170220426634","2"
"No","1996","Berlin","indirect migration background","17","","","","2"
"No","1996","Brandenburg","no migration background","509","0.875663717712603","0.848786987882803","0.902540447542403","2"
"No","1996","Brandenburg","direct migration background","16","","","","2"
"No","1996","Brandenburg","indirect migration background","3","","","","2"
"No","1996","Mecklenburg-Western Pomerania","no migration background","331","0.860146269128334","0.82554614778226","0.894746390474409","2"
"No","1996","Mecklenburg-Western Pomerania","direct migration background","10","","","","2"
"No","1996","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","1996","Saxony","no migration background","952","0.881286209888632","0.861823671972736","0.900748747804528","2"
"No","1996","Saxony-Anhalt","direct migration background","27","","","","2"
"No","1996","Saxony","direct migration background","34","0.837900517351615","0.725091658420378","0.950709376282853","2"
"No","1996","Saxony","indirect migration background","7","","","","2"
"No","1996","Saxony-Anhalt","no migration background","546","0.83591712921048","0.807269161913319","0.864565096507642","2"
"No","1996","Saxony-Anhalt","indirect migration background","2","","","","2"
"No","1996","Thuringia","no migration background","557","0.873000181514761","0.846999392126956","0.899000970902566","2"
"No","1996","Thuringia","direct migration background","22","","","","2"
"No","1996","Thuringia","indirect migration background","4","","","","2"
"Yes","1996","Schleswig-Holstein","no migration background","31","0.130601666660959","0.0885790225097143","0.172624310812203","1"
"Yes","1996","Schleswig-Holstein","direct migration background","4","","","","1"
"Yes","1996","Schleswig-Holstein","indirect migration background","1","","","","1"
"Yes","1996","Hamburg","no migration background","9","","","","1"
"Yes","1996","Hamburg","direct migration background","3","","","","1"
"Yes","1996","Hamburg","indirect migration background","2","","","","1"
"Yes","1996","Lower Saxony","no migration background","106","0.130426836306791","0.107305877987687","0.153547794625895","1"
"Yes","1996","Lower Saxony","direct migration background","21","","","","1"
"Yes","1996","Baden-Württemberg","indirect migration background","10","","","","1"
"Yes","1996","Bavaria","no migration background","145","0.135394639008054","0.115947001090686","0.154842276925423","1"
"Yes","1996","Bavaria","direct migration background","39","0.140485811885312","0.105639311600946","0.175332312169678","1"
"Yes","1996","Bavaria","indirect migration background","8","","","","1"
"Yes","1996","Berlin","no migration background","56","0.156852275411972","0.123026025453613","0.190678525370331","1"
"Yes","1996","Berlin","direct migration background","14","","","","1"
"Yes","1996","Berlin","indirect migration background","1","","","","1"
"Yes","1996","Brandenburg","no migration background","70","0.124336282287397","0.097459552457597","0.151213012117197","1"
"Yes","1996","Brandenburg","direct migration background","1","","","","1"
"Yes","1996","Brandenburg","indirect migration background","1","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","no migration background","55","0.139853730871665","0.105253609525591","0.17445385221774","1"
"Yes","1996","Mecklenburg-Western Pomerania","direct migration background","1","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","indirect migration background","1","","","","1"
"Yes","1996","Lower Saxony","indirect migration background","1","","","","1"
"Yes","1996","Bremen","no migration background","6","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","indirect migration background","1","","","","1"
"Yes","1996","Baden-Württemberg","no migration background","130","0.142999000291372","0.120749769679818","0.165248230902927","1"
"Yes","1996","Baden-Württemberg","direct migration background","86","0.130054600986285","0.103851354974795","0.156257846997775","1"
"Yes","1996","Saxony","no migration background","109","0.118713790111368","0.0992512521954723","0.138176328027264","1"
"Yes","1996","Saxony","direct migration background","7","","","","1"
"Yes","1996","Saxony","indirect migration background","1","","","","1"
"Yes","1996","Saxony-Anhalt","no migration background","96","0.16408287078952","0.135434903492358","0.192730838086681","1"
"Yes","1996","Saxony-Anhalt","direct migration background","7","","","","1"
"Yes","1996","Bremen","direct migration background","2","","","","1"
"Yes","1996","Bremen","indirect migration background","1","","","","1"
"Yes","1996","North Rhine-Westphalia","no migration background","210","0.119046025796837","0.103829779573366","0.134262272020309","1"
"Yes","1996","North Rhine-Westphalia","direct migration background","91","0.121737533796474","0.0967156166033774","0.14675945098957","1"
"Yes","1996","North Rhine-Westphalia","indirect migration background","24","","","","1"
"Yes","1996","Hesse","indirect migration background","3","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","no migration background","59","0.11544200838373","0.0876537500911738","0.143230266676286","1"
"Yes","1996","Rhineland-Palatinate,Saarland","direct migration background","15","","","","1"
"Yes","1996","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","1996","Thuringia","no migration background","73","0.126999818485239","0.100999029097434","0.153000607873044","1"
"Yes","1996","Thuringia","direct migration background","4","","","","1"
"Yes","1996","Thuringia","indirect migration background","","","","","1"
"Yes","1996","Hesse","no migration background","69","0.117515657823301","0.0909619459003108","0.144069369746292","1"
"Yes","1996","Hesse","direct migration background","30","0.11568626850907","0.0788103148521488","0.152562222165991","1"
"No","1997","Schleswig-Holstein","no migration background","220","0.91081232666395","0.874902998897048","0.946721654430852","2"
"No","1997","Schleswig-Holstein","direct migration background","21","","","","2"
"No","1997","Schleswig-Holstein","indirect migration background","5","","","","2"
"No","1997","Hamburg","no migration background","79","0.847767702574294","0.774359259739199","0.921176145409389","2"
"No","1997","Hamburg","direct migration background","23","","","","2"
"No","1997","Hamburg","indirect migration background","7","","","","2"
"No","1997","Lower Saxony","no migration background","692","0.846894800295315","0.821973505056156","0.871816095534475","2"
"No","1997","Lower Saxony","direct migration background","170","0.842496485138533","0.790563132175591","0.894429838101476","2"
"No","1997","Lower Saxony","indirect migration background","41","0.912249100272113","0.831361551826698","0.993136648717528","2"
"No","1997","Bremen","no migration background","60","0.847771139029498","0.764209542426778","0.931332735632218","2"
"No","1997","Bremen","direct migration background","17","","","","2"
"No","1997","Rhineland-Palatinate,Saarland","direct migration background","158","0.912704541265436","0.87039766432045","0.955011418210423","2"
"No","1997","Rhineland-Palatinate,Saarland","indirect migration background","15","","","","2"
"No","1997","Baden-Württemberg","direct migration background","540","0.860893356765997","0.833806230370209","0.887980483161786","2"
"No","1997","Baden-Württemberg","indirect migration background","131","0.847877782925716","0.78962259413304","0.906132971718392","2"
"No","1997","Bavaria","no migration background","1019","0.865681917191419","0.846291538728599","0.885072295654238","2"
"No","1997","Bremen","indirect migration background","3","","","","2"
"No","1997","North Rhine-Westphalia","no migration background","1536","0.872288202396773","0.856592032529782","0.887984372263763","2"
"No","1997","North Rhine-Westphalia","direct migration background","516","0.838784963746809","0.809507067335194","0.868062860158423","2"
"No","1997","North Rhine-Westphalia","indirect migration background","150","0.90531226626213","0.861429287534865","0.949195244989395","2"
"No","1997","Hesse","no migration background","449","0.827312179302468","0.795010821218825","0.85961353738611","2"
"No","1997","Hesse","direct migration background","243","0.898803710614816","0.862628823643754","0.934978597585877","2"
"No","1997","Hesse","indirect migration background","48","0.960545417327004","0.90813497374516","1.01295586090885","2"
"No","1997","Rhineland-Palatinate,Saarland","no migration background","456","0.869284731854094","0.840450218624869","0.89811924508332","2"
"No","1997","Baden-Württemberg","no migration background","832","0.883530483281001","0.863067026453926","0.903993940108077","2"
"No","1997","Bavaria","direct migration background","320","0.923791793870792","0.896112904632146","0.951470683109437","2"
"No","1997","Bavaria","indirect migration background","77","0.904841792344454","0.842825140229991","0.966858444458916","2"
"No","1997","Berlin","no migration background","388","0.917994035062643","0.891969870008666","0.944018200116619","2"
"No","1997","Berlin","direct migration background","63","0.868023021789757","0.788733867966328","0.947312175613185","2"
"No","1997","Berlin","indirect migration background","14","","","","2"
"No","1997","Brandenburg","no migration background","506","0.86511005187635","0.837261049339662","0.892959054413037","2"
"No","1997","Brandenburg","direct migration background","14","","","","2"
"No","1997","Brandenburg","indirect migration background","2","","","","2"
"No","1997","Mecklenburg-Western Pomerania","no migration background","332","0.866909580329153","0.832484688174288","0.901334472484018","2"
"No","1997","Mecklenburg-Western Pomerania","direct migration background","12","","","","2"
"No","1997","Mecklenburg-Western Pomerania","indirect migration background","2","","","","2"
"No","1997","Saxony","no migration background","934","0.879684274829275","0.859968817321391","0.899399732337158","2"
"No","1997","Saxony-Anhalt","direct migration background","29","","","","2"
"No","1997","Saxony","direct migration background","34","0.89238829132097","0.793859537922328","0.990917044719612","2"
"No","1997","Saxony","indirect migration background","7","","","","2"
"No","1997","Saxony-Anhalt","no migration background","546","0.835025439858046","0.806088813610115","0.863962066105976","2"
"No","1997","Saxony-Anhalt","indirect migration background","2","","","","2"
"No","1997","Thuringia","no migration background","563","0.890270026334919","0.865883107953648","0.914656944716189","2"
"No","1997","Thuringia","direct migration background","20","","","","2"
"No","1997","Thuringia","indirect migration background","5","","","","2"
"Yes","1997","Schleswig-Holstein","no migration background","22","","","","1"
"Yes","1997","Schleswig-Holstein","direct migration background","2","","","","1"
"Yes","1997","Schleswig-Holstein","indirect migration background","1","","","","1"
"Yes","1997","Hamburg","no migration background","13","","","","1"
"Yes","1997","Hamburg","direct migration background","1","","","","1"
"Yes","1997","Hamburg","indirect migration background","","","","","1"
"Yes","1997","Lower Saxony","no migration background","110","0.153105199704685","0.128183904465525","0.178026494943844","1"
"Yes","1997","Lower Saxony","direct migration background","19","","","","1"
"Yes","1997","Lower Saxony","indirect migration background","6","","","","1"
"Yes","1997","Bremen","no migration background","11","","","","1"
"Yes","1997","Bremen","direct migration background","3","","","","1"
"Yes","1997","Bremen","indirect migration background","","","","","1"
"Yes","1997","Baden-Württemberg","indirect migration background","15","","","","1"
"Yes","1997","Bavaria","no migration background","169","0.134318082808581","0.114927704345762","0.153708461271401","1"
"Yes","1997","Bavaria","direct migration background","33","0.0762082061292084","0.0485293168905631","0.103887095367854","1"
"Yes","1997","Bavaria","indirect migration background","9","","","","1"
"Yes","1997","Berlin","no migration background","39","0.0820059649373573","0.0559817998833807","0.108030129991334","1"
"Yes","1997","Berlin","direct migration background","7","","","","1"
"Yes","1997","Berlin","indirect migration background","1","","","","1"
"Yes","1997","Brandenburg","no migration background","72","0.13488994812365","0.107040945586963","0.162738950660338","1"
"Yes","1997","Brandenburg","direct migration background","2","","","","1"
"Yes","1997","Brandenburg","indirect migration background","2","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","no migration background","42","0.133090419670847","0.0986655275159816","0.167515311825712","1"
"Yes","1997","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","indirect migration background","1","","","","1"
"Yes","1997","North Rhine-Westphalia","no migration background","201","0.127711797603227","0.112015627736237","0.143407967470218","1"
"Yes","1997","North Rhine-Westphalia","direct migration background","90","0.161215036253191","0.131937139841577","0.190492932664806","1"
"Yes","1997","Hesse","indirect migration background","5","","","","1"
"Yes","1997","Rhineland-Palatinate,Saarland","no migration background","69","0.130715268145906","0.10188075491668","0.159549781375131","1"
"Yes","1997","Rhineland-Palatinate,Saarland","indirect migration background","2","","","","1"
"Yes","1997","Baden-Württemberg","no migration background","112","0.116469516718999","0.0960060598919232","0.136932973546074","1"
"Yes","1997","Baden-Württemberg","direct migration background","87","0.139106643234003","0.112019516838214","0.166193769629791","1"
"Yes","1997","Saxony","no migration background","112","0.120315725170725","0.100600267662842","0.140031182678609","1"
"Yes","1997","Saxony","direct migration background","4","","","","1"
"Yes","1997","Saxony","indirect migration background","","","","","1"
"Yes","1997","Saxony-Anhalt","no migration background","86","0.164974560141954","0.136037933894024","0.193911186389885","1"
"Yes","1997","Saxony-Anhalt","direct migration background","3","","","","1"
"Yes","1997","North Rhine-Westphalia","indirect migration background","21","","","","1"
"Yes","1997","Hesse","no migration background","77","0.172687820697532","0.14038646261389","0.204989178781175","1"
"Yes","1997","Hesse","direct migration background","24","","","","1"
"Yes","1997","Rhineland-Palatinate,Saarland","direct migration background","13","","","","1"
"Yes","1997","Saxony-Anhalt","indirect migration background","1","","","","1"
"Yes","1997","Thuringia","no migration background","68","0.109729973665081","0.0853430552838109","0.134116892046352","1"
"Yes","1997","Thuringia","direct migration background","6","","","","1"
"Yes","1997","Thuringia","indirect migration background","","","","","1"
"No","1998","Schleswig-Holstein","no migration background","285","0.892995691647483","0.858913315624997","0.927078067669968","2"
"No","1998","Schleswig-Holstein","direct migration background","27","","","","2"
"No","1998","Schleswig-Holstein","indirect migration background","8","","","","2"
"No","1998","Hamburg","no migration background","106","0.815258911477048","0.746951665629305","0.88356615732479","2"
"No","1998","Hamburg","direct migration background","20","","","","2"
"No","1998","Hamburg","indirect migration background","9","","","","2"
"No","1998","Lower Saxony","no migration background","856","0.875680229586761","0.854905801600249","0.896454657573272","2"
"No","1998","Lower Saxony","direct migration background","164","0.829713662825502","0.775694774588199","0.883732551062806","2"
"No","1998","Lower Saxony","indirect migration background","47","0.973866484449962","0.929198261103414","1.01853470779651","2"
"No","1998","Bremen","no migration background","71","0.878451445894012","0.807290885243342","0.949612006544683","2"
"No","1998","Rhineland-Palatinate,Saarland","direct migration background","148","0.867718481952427","0.8167897762352","0.918647187669655","2"
"No","1998","Baden-Württemberg","direct migration background","513","0.876876795165668","0.850519540674184","0.903234049657152","2"
"No","1998","Baden-Württemberg","indirect migration background","146","0.950056368038377","0.915652879859286","0.984459856217468","2"
"No","1998","Bavaria","no migration background","1237","0.840708766469199","0.821820844210683","0.859596688727714","2"
"No","1998","Bremen","direct migration background","15","","","","2"
"No","1998","Bremen","indirect migration background","4","","","","2"
"No","1998","North Rhine-Westphalia","no migration background","1831","0.876767698863091","0.862617811269776","0.890917586456407","2"
"No","1998","North Rhine-Westphalia","direct migration background","537","0.872019402871033","0.845443447504905","0.898595358237161","2"
"No","1998","North Rhine-Westphalia","indirect migration background","153","0.919275858681647","0.878326389646631","0.960225327716664","2"
"No","1998","Hesse","direct migration background","231","0.854188401572132","0.81193578929157","0.896441013852694","2"
"No","1998","Hesse","indirect migration background","60","0.973761374342954","0.934600271152853","1.01292247753305","2"
"No","1998","Rhineland-Palatinate,Saarland","no migration background","539","0.86926311350583","0.84268473095806","0.895841496053599","2"
"No","1998","Rhineland-Palatinate,Saarland","indirect migration background","17","","","","2"
"No","1998","Baden-Württemberg","no migration background","950","0.883535380313791","0.864395185772325","0.902675574855258","2"
"No","1998","Bavaria","direct migration background","310","0.864456243153603","0.828697024053188","0.900215462254019","2"
"No","1998","Bavaria","indirect migration background","72","0.899632048622444","0.834986439203224","0.964277658041664","2"
"No","1998","Berlin","no migration background","414","0.908474609769704","0.882037304694769","0.93491191484464","2"
"No","1998","Berlin","direct migration background","50","0.837335489066046","0.739799947129267","0.934871031002825","2"
"No","1998","Hesse","no migration background","542","0.88532276305677","0.860241946491984","0.910403579621555","2"
"No","1998","Berlin","indirect migration background","18","","","","2"
"No","1998","Brandenburg","no migration background","511","0.847269554174432","0.818509846649777","0.876029261699087","2"
"No","1998","Brandenburg","direct migration background","12","","","","2"
"No","1998","Brandenburg","indirect migration background","4","","","","2"
"No","1998","Mecklenburg-Western Pomerania","no migration background","344","0.866482242038642","0.833066131122666","0.899898352954618","2"
"No","1998","Mecklenburg-Western Pomerania","direct migration background","9","","","","2"
"No","1998","Mecklenburg-Western Pomerania","indirect migration background","2","","","","2"
"No","1998","Saxony","no migration background","1040","0.886970649064673","0.868614768761585","0.90532652936776","2"
