"ple0053","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Yes","1984","in school","Male","7","","",""
"Yes","1984","in school","Female","2","","",""
"Yes","1984","inadequately","Male","49","0.0869945982436505","0.0602006667332345","0.113788529754066"
"Yes","1984","inadequately","Female","89","0.15260950072363","0.123665848891786","0.181553152555475"
"Yes","1984","general elemantary","Male","118","0.119752994353622","0.101004460106364","0.13850152860088"
"Yes","1984","general elemantary","Female","286","0.124267625996104","0.110812095406985","0.137723156585222"
"Yes","1984","middle vocational","Male","308","0.100606650707063","0.0901385068277007","0.111074794586425"
"Yes","1984","middle vocational","Female","325","0.124235530577435","0.111417948479683","0.137053112675187"
"Yes","1984","vocational + Abi","Male","21","","",""
"Yes","1984","vocational + Abi","Female","14","","",""
"Yes","1984","higher vocational","Male","48","0.128802463653578","0.0952103899985096","0.162394537308646"
"Yes","1984","higher vocational","Female","40","0.150892645393323","0.108663831089693","0.193121459696953"
"Yes","1984","higher education","Male","34","0.0683388987885776","0.0469375851226275","0.0897402124545277"
"Yes","1984","higher education","Female","27","","",""
"No","1984","in school","Male","88","0.940990966340232","0.893606252005261","0.988375680675204"
"No","1984","in school","Female","90","0.978841502540168","0.949434363382702","1.00824864169763"
"No","1984","inadequately","Male","376","0.91300540175635","0.886211470245934","0.939799333266765"
"No","1984","inadequately","Female","504","0.84739049927637","0.818446847444525","0.876334151108214"
"No","1984","general elemantary","Male","1034","0.880247005646378","0.86149847139912","0.898995539893636"
"No","1984","general elemantary","Female","2023","0.875732374003896","0.862276843414778","0.889187904593015"
"No","1984","middle vocational","Male","2864","0.899393349292937","0.888925205413576","0.909861493172299"
"No","1984","middle vocational","Female","2219","0.875764469422565","0.862946887324813","0.888582051520317"
"No","1984","vocational + Abi","Male","173","0.92376074035077","0.886417129248973","0.961104351452567"
"No","1984","vocational + Abi","Female","103","0.913513930294733","0.862582505221494","0.964445355367973"
"No","1984","higher vocational","Male","334","0.871197536346422","0.837605462691354","0.90478961000149"
"No","1984","higher vocational","Female","236","0.849107354606677","0.806878540303047","0.891336168910307"
"No","1984","higher education","Male","500","0.931661101211422","0.910259787545472","0.953062414877372"
"No","1984","higher education","Female","229","0.886552126436785","0.847703253278464","0.925400999595105"
"Yes","1985","in school","Male","4","","",""
"Yes","1985","in school","Female","10","","",""
"Yes","1985","inadequately","Male","39","0.0837406707897077","0.0550069805583242","0.112474361021091"
"Yes","1985","inadequately","Female","68","0.178383787391397","0.144521247050698","0.212246327732096"
"Yes","1985","general elemantary","Male","99","0.0927364623900369","0.0750565620471844","0.110416362732889"
"Yes","1985","general elemantary","Female","269","0.131552620334002","0.116867165892669","0.146238074775336"
"Yes","1985","middle vocational","Male","277","0.10046476090831","0.089424125545395","0.111505396271225"
"Yes","1985","middle vocational","Female","309","0.127153362442944","0.113661014204259","0.140645710681628"
"Yes","1985","vocational + Abi","Male","12","","",""
"Yes","1985","vocational + Abi","Female","14","","",""
"Yes","1985","higher vocational","Male","36","0.0970702652950077","0.0665305786990205","0.127609951890995"
"Yes","1985","higher vocational","Female","44","0.163310177716081","0.118292086401309","0.208328269030854"
"Yes","1985","higher education","Male","31","0.0686577759467599","0.0467114151363211","0.0906041367571987"
"Yes","1985","higher education","Female","41","0.158463427463572","0.112922629670299","0.204004225256845"
"No","1985","in school","Male","108","0.967392263360641","0.934499473390377","1.00028505333091"
"No","1985","in school","Female","65","0.861443385820274","0.783254601485405","0.939632170155143"
"No","1985","inadequately","Male","318","0.916259329210292","0.887525638978909","0.944993019441676"
"No","1985","inadequately","Female","423","0.821616212608603","0.787753672267904","0.855478752949302"
"No","1985","general elemantary","Male","935","0.907263537609963","0.889583637267111","0.924943437952816"
"No","1985","general elemantary","Female","1766","0.868447379665998","0.853761925224664","0.883132834107331"
"No","1985","middle vocational","Male","2571","0.89953523909169","0.888494603728775","0.910575874454605"
"No","1985","middle vocational","Female","2033","0.872846637557056","0.859354289318372","0.886338985795741"
"No","1985","vocational + Abi","Male","161","0.945500071077177","0.911673826060212","0.979326316094142"
"No","1985","vocational + Abi","Female","93","0.899038273509871","0.841953053808361","0.956123493211381"
"No","1985","higher vocational","Male","325","0.902929734704992","0.872390048109005","0.933469421300979"
"No","1985","higher vocational","Female","215","0.836689822283919","0.791671730969146","0.881707913598691"
"No","1985","higher education","Male","479","0.93134222405324","0.909395863242801","0.953288584863679"
"No","1985","higher education","Female","206","0.841536572536428","0.795995774743155","0.887077370329701"
"Yes","1986","in school","Male","10","","",""
"Yes","1986","in school","Female","5","","",""
"Yes","1986","inadequately","Male","46","0.117311059606926","0.0825922806826163","0.152029838531235"
"Yes","1986","inadequately","Female","65","0.149806688199909","0.117122342476389","0.182491033923429"
"Yes","1986","general elemantary","Male","113","0.117597659434601","0.0977508591505362","0.137444459718667"
"Yes","1986","general elemantary","Female","252","0.129145602549571","0.114082056999642","0.1442091480995"
"Yes","1986","middle vocational","Male","301","0.114682343794939","0.102762384852513","0.126602302737366"
"Yes","1986","middle vocational","Female","317","0.142794298203444","0.128360511930783","0.157228084476104"
"Yes","1986","vocational + Abi","Male","17","","",""
"Yes","1986","vocational + Abi","Female","14","","",""
"Yes","1986","higher vocational","Male","40","0.114778235007496","0.0805423320223818","0.14901413799261"
"Yes","1986","higher vocational","Female","33","0.137746187639889","0.0948538608503281","0.18063851442945"
"Yes","1986","higher education","Male","40","0.0869575604382977","0.0623821059677489","0.111533014908846"
"Yes","1986","higher education","Female","34","0.146942003562454","0.102608984602729","0.191275022522179"
"No","1986","in school","Male","105","0.913737037732752","0.862424680128927","0.965049395336577"
"No","1986","in school","Female","68","0.936831791953185","0.881027609542592","0.992635974363779"
"No","1986","inadequately","Male","284","0.882688940393074","0.847970161468765","0.917407719317384"
"No","1986","inadequately","Female","393","0.850193311800091","0.817508966076571","0.882877657523611"
"No","1986","general elemantary","Male","899","0.882402340565399","0.862555540281333","0.902249140849464"
"No","1986","general elemantary","Female","1652","0.870854397450429","0.8557908519005","0.885917943000358"
"No","1986","middle vocational","Male","2444","0.885317656205061","0.873397697262634","0.897237615147487"
"No","1986","middle vocational","Female","1940","0.857205701796556","0.842771915523896","0.871639488069217"
"No","1986","vocational + Abi","Male","148","0.913635983352542","0.870775295846547","0.956496670858537"
"No","1986","vocational + Abi","Female","97","0.919086191305558","0.868354885111828","0.969817497499288"
"No","1986","higher vocational","Male","293","0.885221764992504","0.85098586200739","0.919457667977618"
"No","1986","higher vocational","Female","215","0.862253812360111","0.81936148557055","0.905146139149672"
"No","1986","higher education","Male","465","0.913042439561702","0.888466985091154","0.937617894032251"
"No","1986","higher education","Female","211","0.853057996437546","0.808724977477821","0.897391015397271"
"Yes","1987","in school","Male","4","","",""
"Yes","1987","in school","Female","11","","",""
"Yes","1987","inadequately","Male","31","0.0791621725371355","0.0492991546070351","0.109025190467236"
"Yes","1987","inadequately","Female","64","0.162121020276344","0.127954193866929","0.19628784668576"
"Yes","1987","general elemantary","Male","92","0.0999202761552372","0.081360833651888","0.118479718658586"
"Yes","1987","general elemantary","Female","264","0.146704982842245","0.1305649549867","0.162845010697791"
"Yes","1987","middle vocational","Male","265","0.101760882965103","0.0904322772990792","0.113089488631127"
"Yes","1987","middle vocational","Female","323","0.149283898907335","0.134499631581397","0.164068166233272"
"Yes","1987","vocational + Abi","Male","13","","",""
"Yes","1987","vocational + Abi","Female","12","","",""
"Yes","1987","higher vocational","Male","27","","",""
"Yes","1987","higher vocational","Female","45","0.152559784976556","0.10780939551677","0.197310174436342"
"Yes","1987","higher education","Male","46","0.107791587427713","0.0804721921205319","0.135110982734893"
"Yes","1987","higher education","Female","34","0.14843384578168","0.104185410630619","0.192682280932741"
"No","1987","in school","Male","97","0.976062920320468","0.94625292593905","1.00587291470189"
"No","1987","in school","Female","79","0.850718555422605","0.777093996909477","0.924343113935733"
"No","1987","inadequately","Male","283","0.920837827462864","0.890974809532764","0.950700845392965"
"No","1987","inadequately","Female","383","0.837878979723656","0.80371215331424","0.872045806133071"
"No","1987","general elemantary","Male","911","0.900079723844763","0.881520281341414","0.918639166348112"
"No","1987","general elemantary","Female","1582","0.853295017157755","0.837154989302209","0.8694350450133"
"No","1987","middle vocational","Male","2471","0.898239117034897","0.886910511368873","0.909567722700921"
"No","1987","middle vocational","Female","1909","0.850716101092665","0.835931833766728","0.865500368418603"
"No","1987","vocational + Abi","Male","148","0.900905999403035","0.85475314418963","0.94705885461644"
"No","1987","vocational + Abi","Female","105","0.879907613699002","0.821005424654353","0.938809802743652"
"No","1987","higher vocational","Male","292","0.90852646514518","0.87689136075604","0.94016156953432"
"No","1987","higher vocational","Female","203","0.847440215023444","0.802689825563658","0.89219060448323"
"No","1987","higher education","Male","449","0.892208412572287","0.864889017265107","0.919527807879468"
"No","1987","higher education","Female","214","0.85156615421832","0.807317719067259","0.895814589369381"
"Yes","1988","in school","Male","7","","",""
"Yes","1988","in school","Female","10","","",""
"Yes","1988","inadequately","Male","34","0.0766832850142925","0.0454043904206436","0.107962179607941"
"Yes","1988","inadequately","Female","59","0.175192804330067","0.138881537916302","0.211504070743833"
"Yes","1988","general elemantary","Male","98","0.10960901529737","0.0900199224684103","0.12919810812633"
"Yes","1988","general elemantary","Female","267","0.150949301067884","0.134195410992302","0.167703191143467"
"Yes","1988","middle vocational","Male","259","0.110009284024378","0.0979517836553813","0.122066784393374"
"Yes","1988","middle vocational","Female","282","0.135469068357798","0.121013458574319","0.149924678141277"
"Yes","1988","vocational + Abi","Male","13","","",""
"Yes","1988","vocational + Abi","Female","15","","",""
"Yes","1988","higher vocational","Male","49","0.176270984804349","0.133853018624531","0.218688950984168"
"Yes","1988","higher vocational","Female","33","0.121076976275574","0.0788260189492776","0.163327933601869"
"Yes","1988","higher education","Male","37","0.0862831059994604","0.0609524869077436","0.111613725091177"
"Yes","1988","higher education","Female","30","0.140258540693736","0.0952827359365561","0.185234345450916"
"No","1988","in school","Male","83","0.911174412479066","0.852398871060109","0.969949953898022"
"No","1988","in school","Female","62","0.841070900151878","0.75662086041728","0.925520939886475"
"No","1988","inadequately","Male","244","0.923316714985708","0.892037820392059","0.954595609579356"
"No","1988","inadequately","Female","362","0.824807195669933","0.788495929256167","0.861118462083698"
"No","1988","general elemantary","Male","879","0.89039098470263","0.87080189187367","0.90998007753159"
"No","1988","general elemantary","Female","1487","0.849050698932116","0.832296808856533","0.865804589007698"
"No","1988","middle vocational","Male","2328","0.889990715975622","0.877933215606626","0.902048216344619"
"No","1988","middle vocational","Female","1871","0.864530931642202","0.850075321858723","0.878986541425681"
"No","1988","vocational + Abi","Male","141","0.93392599188041","0.894692289981782","0.973159693779038"
"No","1988","vocational + Abi","Female","102","0.891386086146747","0.835005340223189","0.947766832070305"
"No","1988","higher vocational","Male","261","0.823729015195651","0.781311049015833","0.866146981375469"
"No","1988","higher vocational","Female","196","0.878923023724426","0.836672066398131","0.921173981050722"
"No","1988","higher education","Male","435","0.91371689400054","0.888386274908823","0.939047513092256"
"No","1988","higher education","Female","199","0.859741459306264","0.814765654549084","0.904717264063444"
"Yes","1989","in school","Male","4","","",""
"Yes","1989","in school","Female","6","","",""
"Yes","1989","inadequately","Male","31","0.129569630178628","0.0885910539252694","0.170548206431986"
"Yes","1989","inadequately","Female","61","0.153553136415509","0.11813418082817","0.188972092002847"
"Yes","1989","general elemantary","Male","92","0.111284789062192","0.090840813195682","0.131728764928702"
"Yes","1989","general elemantary","Female","246","0.148049518731718","0.131031429487159","0.165067607976278"
"Yes","1989","middle vocational","Male","253","0.108800063634586","0.0966472259341203","0.120952901335051"
"Yes","1989","middle vocational","Female","300","0.143434676497937","0.12844672122735","0.158422631768524"
"Yes","1989","vocational + Abi","Male","12","","",""
"Yes","1989","vocational + Abi","Female","19","","",""
"Yes","1989","higher vocational","Male","27","","",""
"Yes","1989","higher vocational","Female","32","0.146480579939203","0.0998631117586302","0.193098048119776"
"Yes","1989","higher education","Male","29","","",""
"Yes","1989","higher education","Female","22","","",""
"No","1989","in school","Male","85","0.96993773160742","0.93446163011444","1.0054138331004"
"No","1989","in school","Female","78","0.911253530215942","0.85043952555081","0.972067534881073"
"No","1989","inadequately","Male","227","0.870430369821372","0.829451793568014","0.911408946074731"
"No","1989","inadequately","Female","337","0.846446863584492","0.811027907997153","0.88186581917183"
"No","1989","general elemantary","Male","817","0.888715210937808","0.868271235071298","0.909159186804318"
"No","1989","general elemantary","Female","1427","0.851950481268282","0.834932392023722","0.868968570512841"
"No","1989","middle vocational","Male","2269","0.891199936365414","0.879047098664949","0.90335277406588"
"No","1989","middle vocational","Female","1801","0.856565323502063","0.841577368231476","0.87155327877265"
"No","1989","vocational + Abi","Male","145","0.911924423453555","0.867593637016267","0.956255209890842"
"No","1989","vocational + Abi","Female","114","0.872127475950423","0.815372901211326","0.928882050689519"
"No","1989","higher vocational","Male","266","0.907150323186972","0.873919269745048","0.940381376628897"
"No","1989","higher vocational","Female","189","0.853519420060797","0.806901951880224","0.90013688824137"
"No","1989","higher education","Male","441","0.928759027962045","0.905504067553195","0.952013988370895"
"No","1989","higher education","Female","205","0.875741539128504","0.832828811271599","0.918654266985408"
"Yes","1990","in school","Male","","","",""
"Yes","1990","in school","Female","","","",""
"Yes","1990","inadequately","Male","","","",""
"Yes","1990","inadequately","Female","","","",""
"Yes","1990","general elemantary","Male","","","",""
"Yes","1990","general elemantary","Female","","","",""
"Yes","1990","middle vocational","Male","","","",""
"Yes","1990","middle vocational","Female","","","",""
"Yes","1990","vocational + Abi","Male","","","",""
"Yes","1990","vocational + Abi","Female","","","",""
"Yes","1990","higher vocational","Male","","","",""
"Yes","1990","higher vocational","Female","","","",""
"Yes","1990","higher education","Male","","","",""
"Yes","1990","higher education","Female","","","",""
"No","1990","in school","Male","","","",""
"No","1990","in school","Female","","","",""
"No","1990","inadequately","Male","","","",""
"No","1990","inadequately","Female","","","",""
"No","1990","general elemantary","Male","","","",""
"No","1990","general elemantary","Female","","","",""
"No","1990","middle vocational","Male","","","",""
"No","1990","middle vocational","Female","","","",""
"No","1990","vocational + Abi","Male","","","",""
"No","1990","vocational + Abi","Female","","","",""
"No","1990","higher vocational","Male","","","",""
"No","1990","higher vocational","Female","","","",""
"No","1990","higher education","Male","","","",""
"No","1990","higher education","Female","","","",""
"Yes","1991","in school","Male","3","","",""
"Yes","1991","in school","Female","5","","",""
"Yes","1991","inadequately","Male","23","","",""
"Yes","1991","inadequately","Female","45","0.162483802957602","0.12504729596959","0.199920309945614"
"Yes","1991","general elemantary","Male","94","0.111182217796407","0.0902089198263706","0.132155515766443"
"Yes","1991","general elemantary","Female","232","0.16662501251297","0.148073788477025","0.185176236548916"
"Yes","1991","middle vocational","Male","254","0.114578740984079","0.101912103855863","0.127245378112295"
"Yes","1991","middle vocational","Female","306","0.150175230679787","0.134935832353689","0.165414629005885"
"Yes","1991","vocational + Abi","Male","27","","",""
"Yes","1991","vocational + Abi","Female","23","","",""
"Yes","1991","higher vocational","Male","31","0.102728936194647","0.0678462578666104","0.137611614522684"
"Yes","1991","higher vocational","Female","41","0.153650136478947","0.106738930062155","0.20056134289574"
"Yes","1991","higher education","Male","32","0.0684638209169398","0.0459419245595278","0.0909857172743517"
"Yes","1991","higher education","Female","39","0.179477286163459","0.130723352351927","0.228231219974992"
"No","1991","in school","Male","80","0.94131068992915","0.890745104199974","0.991876275658326"
"No","1991","in school","Female","62","0.901262922254104","0.829833592209194","0.972692252299013"
"No","1991","inadequately","Male","226","0.889520250574379","0.850582785223765","0.928457715924993"
"No","1991","inadequately","Female","328","0.837516197042398","0.800079690054386","0.87495270403041"
"No","1991","general elemantary","Male","769","0.888817782203593","0.867844484233557","0.909791080173629"
"No","1991","general elemantary","Female","1318","0.83337498748703","0.814823763451084","0.851926211522975"
"No","1991","middle vocational","Male","2175","0.885421259015921","0.872754621887705","0.898087896144137"
"No","1991","middle vocational","Female","1805","0.849824769320213","0.834585370994115","0.865064167646311"
"No","1991","vocational + Abi","Male","148","0.827871734342177","0.771942781181983","0.883800687502371"
"No","1991","vocational + Abi","Female","109","0.854158318138391","0.793947969114314","0.914368667162469"
"No","1991","higher vocational","Male","260","0.897271063805353","0.862388385477316","0.93215374213339"
"No","1991","higher vocational","Female","186","0.846349863521053","0.79943865710426","0.893261069937845"
"No","1991","higher education","Male","451","0.93153617908306","0.909014282725648","0.954058075440472"
"No","1991","higher education","Female","199","0.820522713836541","0.771768780025008","0.869276647648073"
"Yes","1992","in school","Male","2","","",""
"Yes","1992","in school","Female","13","","",""
"Yes","1992","inadequately","Male","24","","",""
"Yes","1992","inadequately","Female","39","0.0872253579552516","0.0587426957514506","0.115708020159053"
"Yes","1992","general elemantary","Male","91","0.0996864377141094","0.080891620051211","0.118481255377008"
"Yes","1992","general elemantary","Female","253","0.1480063313653","0.131691945585078","0.164320717145521"
"Yes","1992","middle vocational","Male","344","0.113098297919635","0.102508509280525","0.123688086558745"
"Yes","1992","middle vocational","Female","432","0.140100904953433","0.128242442957655","0.151959366949212"
"Yes","1992","vocational + Abi","Male","22","","",""
"Yes","1992","vocational + Abi","Female","18","","",""
"Yes","1992","higher vocational","Male","51","0.115155313670404","0.0870064977176258","0.143304129623182"
"Yes","1992","higher vocational","Female","37","0.121900096280163","0.0831612396285221","0.160638952931803"
"Yes","1992","higher education","Male","61","0.0679559498872695","0.0515953918685856","0.0843165079059533"
"Yes","1992","higher education","Female","89","0.135851475260859","0.111214915669059","0.160488034852659"
"No","1992","in school","Male","91","0.968445454324789","0.932917093978067","1.00397381467151"
"No","1992","in school","Female","81","0.856654889131992","0.785814888632546","0.927494889631439"
"No","1992","inadequately","Male","229","0.90755467703129","0.871863020742205","0.943246333320376"
"No","1992","inadequately","Female","338","0.912774642044748","0.884291979840947","0.941257304248549"
"No","1992","general elemantary","Male","885","0.900313562285891","0.881518744622992","0.919108379948789"
"No","1992","general elemantary","Female","1567","0.8519936686347","0.835679282854479","0.868308054414922"
"No","1992","middle vocational","Male","3092","0.886901702080365","0.876311913441255","0.897491490719475"
"No","1992","middle vocational","Female","2859","0.859899095046567","0.848040633050788","0.871757557042345"
"No","1992","vocational + Abi","Male","196","0.892074673213469","0.850885589088171","0.933263757338767"
"No","1992","vocational + Abi","Female","149","0.850645769600804","0.796586149068","0.904705390133608"
"No","1992","higher vocational","Male","443","0.884844686329596","0.856695870376818","0.912993502282374"
"No","1992","higher vocational","Female","237","0.878099903719837","0.839361047068197","0.916838760371478"
"No","1992","higher education","Male","848","0.932044050112731","0.915683492094047","0.948404608131414"
"No","1992","higher education","Female","654","0.864148524739141","0.839511965147341","0.888785084330941"
"Yes","1993","in school","Male","","","",""
"Yes","1993","in school","Female","","","",""
"Yes","1993","inadequately","Male","","","",""
"Yes","1993","inadequately","Female","","","",""
"Yes","1993","general elemantary","Male","","","",""
"Yes","1993","general elemantary","Female","","","",""
"Yes","1993","middle vocational","Male","","","",""
"Yes","1993","middle vocational","Female","","","",""
"Yes","1993","vocational + Abi","Male","","","",""
"Yes","1993","vocational + Abi","Female","","","",""
"Yes","1993","higher vocational","Male","","","",""
"Yes","1993","higher vocational","Female","","","",""
"Yes","1993","higher education","Male","","","",""
"Yes","1993","higher education","Female","","","",""
"No","1993","in school","Male","","","",""
"No","1993","in school","Female","","","",""
"No","1993","inadequately","Male","","","",""
"No","1993","inadequately","Female","","","",""
"No","1993","general elemantary","Male","","","",""
"No","1993","general elemantary","Female","","","",""
"No","1993","middle vocational","Male","","","",""
"No","1993","middle vocational","Female","","","",""
"No","1993","vocational + Abi","Male","","","",""
"No","1993","vocational + Abi","Female","","","",""
"No","1993","higher vocational","Male","","","",""
"No","1993","higher vocational","Female","","","",""
"No","1993","higher education","Male","","","",""
"No","1993","higher education","Female","","","",""
"Yes","1994","in school","Male","6","","",""
"Yes","1994","in school","Female","7","","",""
"Yes","1994","inadequately","Male","24","","",""
"Yes","1994","inadequately","Female","49","0.159479671380732","0.120096940653624","0.198862402107839"
"Yes","1994","general elemantary","Male","87","0.128845731790748","0.106441293412936","0.151250170168559"
"Yes","1994","general elemantary","Female","236","0.152933031410454","0.13555058843323","0.170315474387679"
