"ple0053","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1984","16-34 y.","(0) in school","9","","",""
"Yes","1984","16-34 y.","(1a) inadequately completed","33","0.107929715067212","0.0745021959402063","0.141357234194218"
"Yes","1984","16-34 y.","(1b) general elementary school","112","0.120034781902214","0.0992028957893206","0.140866668015107"
"Yes","1984","16-34 y.","(1c) basic vocational qualification","143","0.110365248354248","0.0932859167485395","0.127444579959957"
"Yes","1984","16-34 y.","(2b) intermediate general qualification","32","0.0945749587564256","0.0643887326236029","0.124761184889248"
"Yes","1984","16-34 y.","(2a) intermediate vocational","75","0.11030530950352","0.0860916008399136","0.134519018167127"
"Yes","1984","16-34 y.","(2c_gen) general maturity certificate","21","","",""
"Yes","1984","16-34 y.","(2c_voc) vocational maturity certificate","21","","",""
"Yes","1984","16-34 y.","(3a) lower tertiary education","6","","",""
"Yes","1984","16-34 y.","(3b) higher tertiary education","11","","",""
"Yes","1984","35-65 y.","(0) in school","","","",""
"Yes","1984","35-65 y.","(1a) inadequately completed","112","0.139295277065883","0.114758774285843","0.163831779845923"
"Yes","1984","35-65 y.","(1b) general elementary school","168","0.105398333658424","0.0902956346985696","0.120501032618279"
"Yes","1984","35-65 y.","(1c) basic vocational qualification","290","0.120664434707499","0.107867598729866","0.133461270685133"
"Yes","1984","35-65 y.","(2b) intermediate general qualification","8","","",""
"Yes","1984","35-65 y.","(2a) intermediate vocational","53","0.0860748442718252","0.0639797323888109","0.10816995615484"
"Yes","1984","35-65 y.","(2c_gen) general maturity certificate","8","","",""
"Yes","1984","35-65 y.","(2c_voc) vocational maturity certificate","29","","",""
"Yes","1984","35-65 y.","(3a) lower tertiary education","14","","",""
"Yes","1984","35-65 y.","(3b) higher tertiary education","24","","",""
"Yes","1984","66 and older","(0) in school","","","",""
"Yes","1984","66 and older","(1a) inadequately completed","","","",""
"Yes","1984","66 and older","(1b) general elementary school","81","0.165242302110577","0.132290511841467","0.198194092379688"
"Yes","1984","66 and older","(1c) basic vocational qualification","74","0.151439216940535","0.119403370091689","0.18347506378938"
"Yes","1984","66 and older","(2b) intermediate general qualification","7","","",""
"Yes","1984","66 and older","(2a) intermediate vocational","20","","",""
"Yes","1984","66 and older","(2c_gen) general maturity certificate","1","","",""
"Yes","1984","66 and older","(2c_voc) vocational maturity certificate","5","","",""
"Yes","1984","66 and older","(3a) lower tertiary education","3","","",""
"Yes","1984","66 and older","(3b) higher tertiary education","3","","",""
"No","1984","16-34 y.","(0) in school","179","0.959617904727647","0.931478638901891","0.987757170553402"
"No","1984","16-34 y.","(1a) inadequately completed","298","0.892070284932788","0.858642765805782","0.925497804059794"
"No","1984","16-34 y.","(1b) general elementary school","823","0.879965218097786","0.859133331984893","0.900797104210679"
"No","1984","16-34 y.","(1c) basic vocational qualification","1150","0.889634751645752","0.872555420040043","0.906714083251461"
"No","1984","16-34 y.","(2b) intermediate general qualification","329","0.905425041243574","0.875238815110752","0.935611267376397"
"No","1984","16-34 y.","(2a) intermediate vocational","568","0.88969469049648","0.865480981832873","0.913908399160086"
"No","1984","16-34 y.","(2c_gen) general maturity certificate","333","0.950848283859411","0.928328126726432","0.973368440992391"
"No","1984","16-34 y.","(2c_voc) vocational maturity certificate","195","0.917616602078489","0.88094991290924","0.954283291247739"
"No","1984","16-34 y.","(3a) lower tertiary education","63","0.916100557219122","0.850685962123278","0.981515152314966"
