"ple0053","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","1986","Employed","(Married) couple without C. ","152","0.108750631218051","0.0923010674620973","0.125200194974005"
"Yes","1986","Employed","Single parent ","36","0.11113385509997","0.0763702634836912","0.145897446716249"
"Yes","1986","Employed","Couple + C. LE 16 ","196","0.109974891088488","0.0952450958597972","0.124704686317179"
"Yes","1986","Employed","Couple + C. GT 16 ","138","0.0870754350288808","0.0723641754989306","0.101786694558831"
"Yes","1986","Employed","Couple + C. LE and GT 16","85","0.0953098204342852","0.0761468166243107","0.11447282424426"
"No","1986","Not Employed","1-pers.-HH","446","0.82770282710589","0.795732874592151","0.85967277961963"
"No","1986","Not Employed","(Married) couple without C. ","841","0.835074908913051","0.812119379225756","0.858030438600346"
"No","1986","Not Employed","Single parent ","172","0.880100806157347","0.834623535092052","0.925578077222643"
"No","1986","Not Employed","Couple + C. LE 16 ","541","0.818500021110956","0.789380233986541","0.847619808235372"
"No","1986","Not Employed","Couple + C. GT 16 ","617","0.889264030728274","0.865883478609554","0.912644582846994"
"No","1986","Not Employed","Couple + C. LE and GT 16","442","0.888529887608136","0.860861418104746","0.916198357111525"
"No","1986","Employed","1-pers.-HH","533","0.916678092091482","0.894225079096159","0.939131105086806"
"No","1986","Employed","(Married) couple without C. ","1224","0.891249368781949","0.874799805025995","0.907698932537903"
"No","1986","Employed","Single parent ","278","0.88886614490003","0.854102553283751","0.923629736516309"
"No","1986","Employed","Couple + C. LE 16 ","1537","0.890025108911512","0.875295313682821","0.904754904140203"
"No","1986","Employed","Couple + C. GT 16 ","1273","0.912924564971119","0.898213305441169","0.927635824501069"
"No","1986","Employed","Couple + C. LE and GT 16","817","0.904690179565715","0.88552717575574","0.923853183375689"
"Yes","1987","Not Employed","1-pers.-HH","100","0.196313540396431","0.162560668719971","0.230066412072891"
"Yes","1987","Not Employed","(Married) couple without C. ","137","0.144960011187391","0.122985108846412","0.16693491352837"
"Yes","1987","Not Employed","Single parent ","22","","",""
"Yes","1987","Not Employed","Couple + C. LE 16 ","122","0.184826983087634","0.154636586815986","0.215017379359282"
"Yes","1987","Not Employed","Couple + C. GT 16 ","72","0.108995976780734","0.0859595298927879","0.132032423668679"
"Yes","1987","Not Employed","Couple + C. LE and GT 16","42","0.100915839599652","0.0722784473474044","0.1295532318519"
"Yes","1987","Employed","1-pers.-HH","59","0.0997109588275925","0.0753484251252349","0.12407349252995"
"Yes","1987","Employed","(Married) couple without C. ","145","0.107509231891242","0.0910645715067316","0.123953892275753"
"Yes","1987","Employed","Single parent ","38","0.114481645905575","0.0804372863777587","0.148526005433391"
"Yes","1987","Employed","Couple + C. LE 16 ","205","0.11735462030306","0.102184332614735","0.132524907991385"
"Yes","1987","Employed","Couple + C. GT 16 ","126","0.088185750234699","0.0735752118364638","0.102796288632934"
"Yes","1987","Employed","Couple + C. LE and GT 16","76","0.0888748198586889","0.0695505104909823","0.108199129226396"
"No","1987","Not Employed","1-pers.-HH","432","0.803686459603569","0.769933587927109","0.837439331280029"
"No","1987","Not Employed","(Married) couple without C. ","849","0.855039988812609","0.83306508647163","0.877014891153588"
"No","1987","Not Employed","Single parent ","165","0.870252072578876","0.822090569159462","0.918413575998289"
"No","1987","Not Employed","Couple + C. LE 16 ","513","0.815173016912366","0.784982620640718","0.845363413184014"
"No","1987","Not Employed","Couple + C. GT 16 ","631","0.891004023219266","0.867967576331321","0.914040470107212"
"No","1987","Not Employed","Couple + C. LE and GT 16","383","0.899084160400348","0.8704467681481","0.927721552652595"
"No","1987","Employed","1-pers.-HH","522","0.900289041172407","0.87592650747005","0.924651574874765"
"No","1987","Employed","(Married) couple without C. ","1218","0.892490768108758","0.876046107724247","0.908935428493268"
"No","1987","Employed","Single parent ","298","0.885518354094425","0.851473994566609","0.919562713622241"
"No","1987","Employed","Couple + C. LE 16 ","1524","0.88264537969694","0.867475092008615","0.897815667385265"
"No","1987","Employed","Couple + C. GT 16 ","1321","0.911814249765301","0.897203711367066","0.926424788163536"
"No","1987","Employed","Couple + C. LE and GT 16","757","0.911125180141311","0.891800870773604","0.930449489509018"
"Yes","1988","Not Employed","1-pers.-HH","94","0.178898932276997","0.146114276961013","0.211683587592982"
"Yes","1988","Not Employed","(Married) couple without C. ","160","0.170287534398282","0.146321983150937","0.194253085645627"
"Yes","1988","Not Employed","Single parent ","30","0.171826661985831","0.115451245073335","0.228202078898326"
"Yes","1988","Not Employed","Couple + C. LE 16 ","99","0.169858396033086","0.139085407436489","0.200631384629683"
"Yes","1988","Not Employed","Couple + C. GT 16 ","72","0.103740705361226","0.0814525010400965","0.126028909682355"
"Yes","1988","Not Employed","Couple + C. LE and GT 16","44","0.1383790125749","0.102906606507874","0.173851418641926"
"Yes","1988","Employed","1-pers.-HH","51","0.0891978971597087","0.0652019571197275","0.11319383719969"
"Yes","1988","Employed","(Married) couple without C. ","153","0.109043990925976","0.0923614306869291","0.125726551165022"
"Yes","1988","Employed","Single parent ","31","0.0768974223845625","0.0484940038115067","0.105300840957618"
"Yes","1988","Employed","Couple + C. LE 16 ","187","0.122815869590354","0.107007373666103","0.138624365514606"
"Yes","1988","Employed","Couple + C. GT 16 ","150","0.100333463172373","0.0850577191817719","0.115609207162974"
"Yes","1988","Employed","Couple + C. LE and GT 16","59","0.0864724945208274","0.0658567609505068","0.107088228091148"
"No","1988","Not Employed","1-pers.-HH","431","0.821101067723003","0.788316412407018","0.853885723038987"
"No","1988","Not Employed","(Married) couple without C. ","785","0.829712465601718","0.805746914354373","0.853678016849063"
"No","1988","Not Employed","Single parent ","142","0.828173338014169","0.771797921101674","0.884548754926665"
"No","1988","Not Employed","Couple + C. LE 16 ","473","0.830141603966914","0.799368615370317","0.860914592563511"
"No","1988","Not Employed","Couple + C. GT 16 ","647","0.896259294638774","0.873971090317645","0.918547498959904"
"No","1988","Not Employed","Couple + C. LE and GT 16","320","0.8616209874251","0.826148581358074","0.897093393492126"
"No","1988","Employed","1-pers.-HH","491","0.910802102840291","0.88680616280031","0.934798042880272"
"No","1988","Employed","(Married) couple without C. ","1188","0.890956009074025","0.874273448834978","0.907638569313071"
"No","1988","Employed","Single parent ","307","0.923102577615438","0.894699159042382","0.951505996188493"
"No","1988","Employed","Couple + C. LE 16 ","1469","0.877184130409646","0.861375634485395","0.892992626333897"
"No","1988","Employed","Couple + C. GT 16 ","1336","0.899666536827627","0.884390792837026","0.914942280818228"
"No","1988","Employed","Couple + C. LE and GT 16","655","0.913527505479173","0.892911771908852","0.934143239049493"
"Yes","1989","Not Employed","1-pers.-HH","90","0.189457874037349","0.155646146114971","0.223269601959727"
"Yes","1989","Not Employed","(Married) couple without C. ","143","0.164131990702576","0.139986871919444","0.188277109485708"
"Yes","1989","Not Employed","Single parent ","19","","",""
"Yes","1989","Not Employed","Couple + C. LE 16 ","111","0.200140740770833","0.166793487720899","0.233487993820767"
"Yes","1989","Not Employed","Couple + C. GT 16 ","66","0.0993366333824691","0.0771307696741743","0.121542497090764"
"Yes","1989","Not Employed","Couple + C. LE and GT 16","31","0.0916289912090776","0.0605018521274464","0.122756130290709"
"Yes","1989","Employed","1-pers.-HH","45","0.0823691945929392","0.0593508432942233","0.105387545891655"
"Yes","1989","Employed","(Married) couple without C. ","138","0.0960436486941107","0.0803549652951935","0.111732332093028"
"Yes","1989","Employed","Single parent ","35","0.113347439706113","0.0776522766333208","0.149042602778904"
"Yes","1989","Employed","Couple + C. LE 16 ","197","0.129479092595862","0.112956205846344","0.146001979345381"
"Yes","1989","Employed","Couple + C. GT 16 ","137","0.0915104984832383","0.0766388226109696","0.106382174355507"
"Yes","1989","Employed","Couple + C. LE and GT 16","61","0.100700535304458","0.0776721107065334","0.123728959902383"
"No","1989","Not Employed","1-pers.-HH","426","0.810542125962651","0.776730398040273","0.844353853885029"
"No","1989","Not Employed","(Married) couple without C. ","761","0.835868009297424","0.811722890514292","0.860013128080556"
"No","1989","Not Employed","Single parent ","151","0.895611842596953","0.849648758702308","0.941574926491597"
"No","1989","Not Employed","Couple + C. LE 16 ","442","0.799859259229167","0.766512006179233","0.833206512279101"
"No","1989","Not Employed","Couple + C. GT 16 ","631","0.900663366617531","0.878457502909236","0.922869230325826"
"No","1989","Not Employed","Couple + C. LE and GT 16","299","0.908371008790922","0.877243869709291","0.939498147872554"
"No","1989","Employed","1-pers.-HH","503","0.917630805407061","0.894612454108345","0.940649156705777"
"No","1989","Employed","(Married) couple without C. ","1217","0.903956351305889","0.888267667906972","0.919645034704807"
"No","1989","Employed","Single parent ","268","0.886652560293887","0.850957397221096","0.922347723366679"
"No","1989","Employed","Couple + C. LE 16 ","1389","0.870520907404138","0.853998020654619","0.887043794153656"
"No","1989","Employed","Couple + C. GT 16 ","1307","0.908489501516762","0.893617825644493","0.92336117738903"
"No","1989","Employed","Couple + C. LE and GT 16","595","0.899299464695542","0.876271040097617","0.922327889293467"
"Yes","1990","Not Employed","1-pers.-HH","","","",""
"Yes","1990","Not Employed","(Married) couple without C. ","","","",""
"Yes","1990","Not Employed","Single parent ","","","",""
"Yes","1990","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","1990","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","1990","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","1990","Employed","1-pers.-HH","","","",""
"Yes","1990","Employed","(Married) couple without C. ","","","",""
"Yes","1990","Employed","Single parent ","","","",""
"Yes","1990","Employed","Couple + C. LE 16 ","","","",""
"Yes","1990","Employed","Couple + C. GT 16 ","","","",""
"Yes","1990","Employed","Couple + C. LE and GT 16","","","",""
"No","1990","Not Employed","1-pers.-HH","","","",""
"No","1990","Not Employed","(Married) couple without C. ","","","",""
"No","1990","Not Employed","Single parent ","","","",""
"No","1990","Not Employed","Couple + C. LE 16 ","","","",""
"No","1990","Not Employed","Couple + C. GT 16 ","","","",""
"No","1990","Not Employed","Couple + C. LE and GT 16","","","",""
"No","1990","Employed","1-pers.-HH","","","",""
"No","1990","Employed","(Married) couple without C. ","","","",""
"No","1990","Employed","Single parent ","","","",""
"No","1990","Employed","Couple + C. LE 16 ","","","",""
"No","1990","Employed","Couple + C. GT 16 ","","","",""
"No","1990","Employed","Couple + C. LE and GT 16","","","",""
"Yes","1991","Not Employed","1-pers.-HH","98","0.209301221753217","0.172793871112187","0.245808572394248"
"Yes","1991","Not Employed","(Married) couple without C. ","160","0.172709655350804","0.148810988027131","0.196608322674477"
"Yes","1991","Not Employed","Single parent ","29","","",""
"Yes","1991","Not Employed","Couple + C. LE 16 ","105","0.220096181578789","0.183374679390331","0.256817683767248"
"Yes","1991","Not Employed","Couple + C. GT 16 ","76","0.135754486192274","0.109258734866067","0.162250237518481"
"Yes","1991","Not Employed","Couple + C. LE and GT 16","27","","",""
"Yes","1991","Employed","1-pers.-HH","59","0.111764220231532","0.0856217561824999","0.137906684280564"
"Yes","1991","Employed","(Married) couple without C. ","144","0.100781121242284","0.0847641473316909","0.116798095152878"
"Yes","1991","Employed","Single parent ","25","","",""
"Yes","1991","Employed","Couple + C. LE 16 ","198","0.123611925414825","0.107489482782292","0.139734368047358"
"Yes","1991","Employed","Couple + C. GT 16 ","105","0.0823412793232619","0.0676234048337336","0.0970591538127901"
"Yes","1991","Employed","Couple + C. LE and GT 16","69","0.119555457603848","0.0941400762666857","0.14497083894101"
"No","1991","Not Employed","1-pers.-HH","379","0.790698778246783","0.754191427605752","0.827206128887813"
"No","1991","Not Employed","(Married) couple without C. ","801","0.827290344649196","0.803391677325523","0.851189011972869"
"No","1991","Not Employed","Single parent ","133","0.818054166255481","0.758645107479805","0.877463225031157"
"No","1991","Not Employed","Couple + C. LE 16 ","384","0.779903818421211","0.743182316232752","0.816625320609669"
"No","1991","Not Employed","Couple + C. GT 16 ","566","0.864245513807726","0.837749762481519","0.890741265133933"
"No","1991","Not Employed","Couple + C. LE and GT 16","237","0.870996469511967","0.83056168593935","0.911431253084584"
"No","1991","Employed","1-pers.-HH","499","0.888235779768468","0.862093315719436","0.9143782438175"
"No","1991","Employed","(Married) couple without C. ","1213","0.899218878757716","0.883201904847122","0.915235852668309"
"No","1991","Employed","Single parent ","293","0.92626086210564","0.897536511706648","0.954985212504631"
"No","1991","Employed","Couple + C. LE 16 ","1403","0.876388074585175","0.860265631952642","0.892510517217708"
"No","1991","Employed","Couple + C. GT 16 ","1235","0.917658720676738","0.90294084618721","0.932376595166266"
"No","1991","Employed","Couple + C. LE and GT 16","557","0.880444542396152","0.85502916105899","0.905859923733314"
"Yes","1992","Not Employed","1-pers.-HH","128","0.20395349449756","0.173623799734435","0.234283189260684"
"Yes","1992","Not Employed","(Married) couple without C. ","194","0.150775660272092","0.131765058501876","0.169786262042307"
"Yes","1992","Not Employed","Single parent ","24","","",""
"Yes","1992","Not Employed","Couple + C. LE 16 ","106","0.190528725338307","0.158704993234756","0.222352457441859"
"Yes","1992","Not Employed","Couple + C. GT 16 ","103","0.13216966994855","0.108627426759634","0.155711913137466"
"Yes","1992","Not Employed","Couple + C. LE and GT 16","18","","",""
"Yes","1992","Employed","1-pers.-HH","62","0.0904254995545877","0.0686282415386699","0.112222757570505"
"Yes","1992","Employed","(Married) couple without C. ","182","0.0863982918509686","0.0737952274229897","0.0990013562789474"
"Yes","1992","Employed","Single parent ","49","0.102653392578807","0.0747659198402662","0.130540865317347"
"Yes","1992","Employed","Couple + C. LE 16 ","278","0.11084001836723","0.099011715301383","0.122668321433077"
"Yes","1992","Employed","Couple + C. GT 16 ","157","0.0836358180387407","0.0712976675383783","0.0959739685391031"
"Yes","1992","Employed","Couple + C. LE and GT 16","71","0.07640480823351","0.0585988147405238","0.0942108017264963"
"No","1992","Not Employed","1-pers.-HH","550","0.79604650550244","0.765716810739316","0.826376200265565"
"No","1992","Not Employed","(Married) couple without C. ","1167","0.849224339727908","0.830213737957693","0.868234941498124"
"No","1992","Not Employed","Single parent ","160","0.82117663624371","0.765807263738136","0.876546008749285"
"No","1992","Not Employed","Couple + C. LE 16 ","479","0.809471274661693","0.777647542558141","0.841295006765244"
"No","1992","Not Employed","Couple + C. GT 16 ","692","0.86783033005145","0.844288086862534","0.891372573240366"
"No","1992","Not Employed","Couple + C. LE and GT 16","285","0.941742245131819","0.915368629348417","0.96811586091522"
"No","1992","Employed","1-pers.-HH","603","0.909574500445412","0.887777242429494","0.93137175846133"
"No","1992","Employed","(Married) couple without C. ","1727","0.913601708149031","0.900998643721053","0.92620477257701"
"No","1992","Employed","Single parent ","406","0.897346607421193","0.869459134682653","0.925234080159734"
"No","1992","Employed","Couple + C. LE 16 ","2428","0.88915998163277","0.877331678566923","0.900988284698617"
"No","1992","Employed","Couple + C. GT 16 ","1777","0.916364181961259","0.904026031460897","0.928702332461622"
"No","1992","Employed","Couple + C. LE and GT 16","784","0.92359519176649","0.905789198273504","0.941401185259476"
"Yes","1993","Not Employed","1-pers.-HH","","","",""
"Yes","1993","Not Employed","(Married) couple without C. ","","","",""
"Yes","1993","Not Employed","Single parent ","","","",""
"Yes","1993","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","1993","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","1993","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","1993","Employed","1-pers.-HH","","","",""
"Yes","1993","Employed","(Married) couple without C. ","","","",""
"Yes","1993","Employed","Single parent ","","","",""
"Yes","1993","Employed","Couple + C. LE 16 ","","","",""
"Yes","1993","Employed","Couple + C. GT 16 ","","","",""
"Yes","1993","Employed","Couple + C. LE and GT 16","","","",""
"No","1993","Not Employed","1-pers.-HH","","","",""
"No","1993","Not Employed","(Married) couple without C. ","","","",""
"No","1993","Not Employed","Single parent ","","","",""
"No","1993","Not Employed","Couple + C. LE 16 ","","","",""
"No","1993","Not Employed","Couple + C. GT 16 ","","","",""
"No","1993","Not Employed","Couple + C. LE and GT 16","","","",""
"No","1993","Employed","1-pers.-HH","","","",""
"No","1993","Employed","(Married) couple without C. ","","","",""
"No","1993","Employed","Single parent ","","","",""
"No","1993","Employed","Couple + C. LE 16 ","","","",""
"No","1993","Employed","Couple + C. GT 16 ","","","",""
"No","1993","Employed","Couple + C. LE and GT 16","","","",""
"Yes","1994","Not Employed","1-pers.-HH","156","0.248195675377707","0.216838723345484","0.279552627409931"
"Yes","1994","Not Employed","(Married) couple without C. ","236","0.172788202599328","0.153744536565685","0.191831868632971"
"Yes","1994","Not Employed","Single parent ","25","","",""
"Yes","1994","Not Employed","Couple + C. LE 16 ","119","0.195374828943185","0.164917717713152","0.225831940173218"
"Yes","1994","Not Employed","Couple + C. GT 16 ","90","0.112426364393626","0.0904955272190823","0.13435720156817"
"Yes","1994","Not Employed","Couple + C. LE and GT 16","28","","",""
"Yes","1994","Employed","1-pers.-HH","68","0.0995306042153865","0.0770293651709779","0.122031843259795"
"Yes","1994","Employed","(Married) couple without C. ","185","0.107755989161684","0.0937360144377588","0.12177596388561"
"Yes","1994","Employed","Single parent ","39","0.100533791552432","0.0701790965875712","0.130888486517292"
"Yes","1994","Employed","Couple + C. LE 16 ","234","0.0991932278202299","0.0871637276868704","0.111222727953589"
"Yes","1994","Employed","Couple + C. GT 16 ","143","0.0897884314995459","0.0760278370398729","0.103549025959219"
"Yes","1994","Employed","Couple + C. LE and GT 16","75","0.0815304661035192","0.0631341455582595","0.0999267866487789"
"No","1994","Not Employed","1-pers.-HH","573","0.751804324622293","0.72044737259007","0.783161276654516"
"No","1994","Not Employed","(Married) couple without C. ","1278","0.827211797400672","0.808168131367029","0.846255463434315"
"No","1994","Not Employed","Single parent ","176","0.849794047871439","0.800402745721935","0.899185350020943"
"No","1994","Not Employed","Couple + C. LE 16 ","532","0.804625171056815","0.774168059826782","0.835082282286848"
"No","1994","Not Employed","Couple + C. GT 16 ","707","0.887573635606374","0.86564279843183","0.909504472780918"
"No","1994","Not Employed","Couple + C. LE and GT 16","300","0.916255414975853","0.886277749169038","0.946233080782669"
"No","1994","Employed","1-pers.-HH","612","0.900469395784613","0.877968156740205","0.922970634829022"
"No","1994","Employed","(Married) couple without C. ","1694","0.892244010838316","0.87822403611439","0.906263985562241"
"No","1994","Employed","Single parent ","338","0.899466208447568","0.869111513482708","0.929820903412429"
"No","1994","Employed","Couple + C. LE 16 ","2138","0.90080677217977","0.888777272046411","0.91283627231313"
"No","1994","Employed","Couple + C. GT 16 ","1515","0.910211568500454","0.896450974040781","0.923972162960127"
"No","1994","Employed","Couple + C. LE and GT 16","775","0.918469533896481","0.900073213351221","0.936865854441741"
"Yes","1995","Not Employed","1-pers.-HH","145","0.215086995821347","0.185503000435792","0.244670991206902"
"Yes","1995","Not Employed","(Married) couple without C. ","242","0.162552583803263","0.144149095264808","0.180956072341719"
"Yes","1995","Not Employed","Single parent ","29","","",""
"Yes","1995","Not Employed","Couple + C. LE 16 ","137","0.165558615046401","0.138596095625328","0.192521134467474"
"Yes","1995","Not Employed","Couple + C. GT 16 ","102","0.140074422375559","0.116362977059222","0.163785867691896"
"Yes","1995","Not Employed","Couple + C. LE and GT 16","31","0.053832435682154","0.0317155415860169","0.0759493297782911"
"Yes","1995","Employed","1-pers.-HH","77","0.116224564001295","0.0926502620050985","0.139798865997492"
"Yes","1995","Employed","(Married) couple without C. ","188","0.0975099018347543","0.0843868899040742","0.110632913765434"
"Yes","1995","Employed","Single parent ","40","0.089925079389141","0.0614600775370571","0.118390081241225"
"Yes","1995","Employed","Couple + C. LE 16 ","247","0.0977588597506606","0.0859091201495321","0.109608599351789"
"Yes","1995","Employed","Couple + C. GT 16 ","162","0.0943898498899487","0.0803800023560404","0.108399697423857"
"Yes","1995","Employed","Couple + C. LE and GT 16","72","0.0903030435665071","0.0709780525195362","0.109628034613478"
"No","1995","Not Employed","1-pers.-HH","596","0.784913004178653","0.755329008793098","0.814496999564208"
"No","1995","Not Employed","(Married) couple without C. ","1302","0.837447416196737","0.819043927658281","0.855850904735192"
"No","1995","Not Employed","Single parent ","194","0.87825017505083","0.835332226506362","0.921168123595298"
"No","1995","Not Employed","Couple + C. LE 16 ","593","0.834441384953599","0.807478865532526","0.861403904374672"
"No","1995","Not Employed","Couple + C. GT 16 ","721","0.859925577624441","0.836214132308104","0.883637022940778"
"No","1995","Not Employed","Couple + C. LE and GT 16","369","0.946167564317846","0.924050670221709","0.968284458413983"
"No","1995","Employed","1-pers.-HH","633","0.883775435998705","0.860201134002508","0.907349737994901"
"No","1995","Employed","(Married) couple without C. ","1775","0.902490098165246","0.889367086234566","0.915613110095926"
"No","1995","Employed","Single parent ","348","0.910074920610859","0.881609918758775","0.938539922462943"
"No","1995","Employed","Couple + C. LE 16 ","2166","0.902241140249339","0.890391400648211","0.914090879850468"
"No","1995","Employed","Couple + C. GT 16 ","1511","0.905610150110051","0.891600302576143","0.91961999764396"
"No","1995","Employed","Couple + C. LE and GT 16","773","0.909696956433493","0.890371965386522","0.929021947480464"
"Yes","1996","Not Employed","1-pers.-HH","154","0.218269156787409","0.188527593244155","0.248010720330662"
"Yes","1996","Not Employed","(Married) couple without C. ","271","0.178907616175908","0.159888242188406","0.197926990163411"
"Yes","1996","Not Employed","Single parent ","33","0.14012052026303","0.0950647591370782","0.185176281388983"
"Yes","1996","Not Employed","Couple + C. LE 16 ","118","0.181634217568962","0.152484388035394","0.21078404710253"
"Yes","1996","Not Employed","Couple + C. GT 16 ","95","0.118639877033995","0.0962042254079408","0.14107552866005"
"Yes","1996","Not Employed","Couple + C. LE and GT 16","39","0.104600807302547","0.0726300718605197","0.136571542744575"
"Yes","1996","Employed","1-pers.-HH","59","0.0773466172638825","0.0581122041933905","0.0965810303343745"
"Yes","1996","Employed","(Married) couple without C. ","190","0.0872806517221873","0.0749139989929178","0.0996473044514568"
"Yes","1996","Employed","Single parent ","44","0.110305438937743","0.0805221566778154","0.140088721197671"
"Yes","1996","Employed","Couple + C. LE 16 ","265","0.106274387881398","0.0937606648448823","0.118788110917913"
"Yes","1996","Employed","Couple + C. GT 16 ","150","0.0986194866103798","0.083876161253874","0.113362811966885"
"Yes","1996","Employed","Couple + C. LE and GT 16","85","0.0862769169913923","0.0679436314517581","0.104610202531026"
"No","1996","Not Employed","1-pers.-HH","587","0.781730843212591","0.751989279669338","0.811472406755845"
