"ple0053","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","1984","Schleswig-Holstein","East Germany","","","","","2"
"No","1984","Hamburg","East Germany","","","","","2"
"No","1984","Schleswig-Holstein","West Germany","346","0.902431313927548","0.872829607631809","0.932033020223287","2"
"No","1984","Hamburg","West Germany","274","0.872353469144063","0.835206960736571","0.909499977551555","2"
"No","1984","Lower Saxony","West Germany","1098","0.889410986379359","0.871919696016359","0.906902276742359","2"
"No","1984","Lower Saxony","East Germany","","","","","2"
"No","1984","Bremen","West Germany","114","0.863659387338692","0.805120428358674","0.922198346318709","2"
"No","1984","Bremen","East Germany","","","","","2"
"No","1984","North Rhine-Westphalia","West Germany","2894","0.887236169540923","0.876376654282969","0.898095684798877","2"
"No","1984","Baden-Württemberg","West Germany","1998","0.887272601600039","0.874248215401141","0.900296987798937","2"
"No","1984","Baden-Württemberg","East Germany","","","","","2"
"No","1984","North Rhine-Westphalia","East Germany","","","","","2"
"No","1984","Bavaria","West Germany","1870","0.884582680536101","0.87092962266354","0.898235738408663","2"
"No","1984","Hesse","West Germany","1107","0.890320224973491","0.873003895867002","0.90763655407998","2"
"No","1984","Bavaria","East Germany","","","","","2"
"No","1984","Hesse","East Germany","","","","","2"
"No","1984","Rhineland-Palatinate,Saarland","West Germany","763","0.884376195660473","0.86292945475229","0.905822936568656","2"
"No","1984","Berlin","West Germany","369","0.890770079478093","0.860576835113206","0.92096332384298","2"
"No","1984","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"No","1984","Berlin","East Germany","","","","","2"
"No","1984","Brandenburg","West Germany","","","","","2"
"No","1984","Brandenburg","East Germany","","","","","2"
"No","1984","Saxony","West Germany","","","","","2"
"No","1984","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No","1984","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"No","1984","Saxony","East Germany","","","","","2"
"No","1984","Saxony-Anhalt","West Germany","","","","","2"
"No","1984","Saxony-Anhalt","East Germany","","","","","2"
"No","1984","Thuringia","West Germany","","","","","2"
"No","1984","Thuringia","East Germany","","","","","2"
"Yes","1984","Schleswig-Holstein","West Germany","40","0.0975686860724518","0.0679669797767129","0.127170392368191","1"
"Yes","1984","Schleswig-Holstein","East Germany","","","","","1"
"Yes","1984","Hamburg","West Germany","36","0.127646530855937","0.0905000224484449","0.164793039263429","1"
"Yes","1984","Hamburg","East Germany","","","","","1"
"Yes","1984","Lower Saxony","West Germany","137","0.110589013620641","0.0930977232576411","0.128080303983641","1"
"Yes","1984","Lower Saxony","East Germany","","","","","1"
"Yes","1984","Bremen","West Germany","18","","","","1"
"Yes","1984","Bremen","East Germany","","","","","1"
"Yes","1984","North Rhine-Westphalia","West Germany","365","0.112763830459077","0.101904315201123","0.123623345717031","1"
"Yes","1984","North Rhine-Westphalia","East Germany","","","","","1"
"Yes","1984","Hesse","West Germany","144","0.109679775026509","0.0923634459200199","0.126996104132998","1"
"Yes","1984","Hesse","East Germany","","","","","1"
"Yes","1984","Rhineland-Palatinate,Saarland","West Germany","91","0.115623804339527","0.0941770634313439","0.13707054524771","1"
"Yes","1984","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Yes","1984","Baden-Württemberg","West Germany","267","0.112727398399961","0.0997030122010633","0.125751784598859","1"
"Yes","1984","Baden-Württemberg","East Germany","","","","","1"
"Yes","1984","Bavaria","West Germany","234","0.115417319463899","0.101764261591337","0.12907037733646","1"
"Yes","1984","Bavaria","East Germany","","","","","1"
