"ple0053","year","regtyp","n","percent","lower_confidence","upper_confidence"
"No","2009","Rural Area","5384","0.855547430134572","0.84682843266793","0.864266427601213"
"Yes","2010","Urban Area","2152","0.128035186912477","0.122823915732336","0.133246458092619"
"Yes","2010","Rural Area","1144","0.125204741527182","0.118056818165109","0.132352664889254"
"No","2010","Urban Area","13640","0.871964813087523","0.866753541907381","0.877176084267664"
"No","2010","Rural Area","7091","0.874795258472818","0.867647335110746","0.881943181834891"
"Yes","2011","Urban Area","2486","0.132577047770293","0.127678593830551","0.137475501710036"
"Yes","2011","Rural Area","1443","0.143073363237185","0.136230411296898","0.149916315177472"
"No","2011","Urban Area","15925","0.867422952229707","0.862524498289964","0.872321406169449"
"No","2011","Rural Area","8615","0.856926636762815","0.850083684822528","0.863769588703102"
"Yes","2012","Urban Area","2334","0.137187631760592","0.132122448851665","0.142252814669518"
"Yes","2012","Rural Area","1418","0.146406086483655","0.139465552734115","0.153346620233194"
"No","2012","Urban Area","15389","0.862812368239408","0.857747185330482","0.867877551148335"
"No","2012","Rural Area","8548","0.853593913516345","0.846653379766806","0.860534447265885"
"Yes","2013","Urban Area","2179","0.142860676835115","0.137527789606869","0.148193564063361"
"Yes","2013","Rural Area","1297","0.149952187001272","0.142667415902382","0.157236958100161"
"No","2013","Urban Area","14361","0.857139323164885","0.851806435936639","0.862472210393131"
"No","2013","Rural Area","7930","0.850047812998728","0.842763041899839","0.857332584097618"
"Yes","2014","Urban Area","2290","0.131983248554808","0.12702009300891","0.136946404100705"
"Yes","2014","Rural Area","1290","0.154382001711036","0.147036713572772","0.1617272898493"
"No","2014","Urban Area","15576","0.868016751445192","0.863053595899295","0.87297990699109"
"No","2014","Rural Area","8005","0.845617998288964","0.8382727101507","0.852963286427228"
"Yes","2015","Urban Area","2089","0.133380748969537","0.1281770352982","0.138584462640873"
"Yes","2015","Rural Area","1265","0.156554658177245","0.148929449529501","0.164179866824989"
"No","2015","Urban Area","14309","0.866619251030463","0.861415537359127","0.8718229647018"
"No","2015","Rural Area","7459","0.843445341822755","0.835820133175011","0.851070550470499"
"Yes","2016","Urban Area","2034","0.132851211221832","0.127576684212924","0.13812573823074"
"Yes","2016","Rural Area","1186","0.141352170919284","0.133881946595624","0.148822395242945"
"No","2016","Urban Area","13873","0.867148788778168","0.86187426176926","0.872423315787076"
"No","2016","Rural Area","7169","0.858647829080716","0.851177604757055","0.866118053404376"
"Yes","2017","Urban Area","2281","0.138630132870132","0.133459261559343","0.143801004180921"
"Yes","2017","Rural Area","1316","0.150941438558343","0.143704075965934","0.158178801150751"
"No","2017","Urban Area","14875","0.861369867129868","0.856198995819079","0.866540738440657"
"No","2017","Rural Area","8083","0.849058561441657","0.841821198849249","0.856295924034066"
"Yes","2018","Urban Area","2178","0.138079242766548","0.132838994263502","0.143319491269594"
"Yes","2018","Rural Area","1271","0.1485933459717","0.141252245353934","0.155934446589466"
"No","2018","Urban Area","14471","0.861920757233452","0.856680508730406","0.867161005736498"
"No","2018","Rural Area","7747","0.8514066540283","0.844065553410534","0.858747754646066"
"Yes","2019","Urban Area","2012","0.135656490319434","0.130256018917679","0.14105696172119"
"Yes","2019","Rural Area","1224","0.147876458359992","0.14048663564627","0.155266281073713"
"No","2019","Urban Area","13432","0.864343509680566","0.85894303827881","0.869743981082321"
"No","2019","Rural Area","7640","0.852123541640008","0.844733718926287","0.85951336435373"
