"ple0053","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","1995","East Germany","3254","0.87777651782858","0.867203941534397","0.888349094122763","2"
"Yes","1995","West Germany","1148","0.129100676280063","0.122398061383497","0.135803291176628","1"
"Yes","1995","East Germany","433","0.12222348217142","0.111650905877237","0.132796058465603","1"
"No","1996","West Germany","8242","0.872734939870953","0.865994504547054","0.879475375194852","2"
"No","1996","East Germany","3235","0.863469400440455","0.852391093787114","0.874547707093795","2"
"Yes","1996","West Germany","1149","0.127265060129047","0.120524624805148","0.134005495452946","1"
"Yes","1996","East Germany","455","0.136530599559545","0.125452292906205","0.147608906212886","1"
"No","1997","West Germany","8081","0.870671185379694","0.863821709117241","0.877520661642147","2"
"No","1997","East Germany","3221","0.871872968186798","0.861019576049023","0.882726360324573","2"
"Yes","1997","West Germany","1139","0.129328814620306","0.122479338357853","0.136178290882759","1"
"Yes","1997","East Germany","422","0.128127031813202","0.117273639675427","0.138980423950977","1"
"No","1998","West Germany","9164","0.87221138045323","0.865803338180431","0.87861942272603","2"
"No","1998","East Germany","3394","0.867680153540705","0.85701850027819","0.87834180680322","2"
"Yes","1998","West Germany","1263","0.12778861954677","0.12138057727397","0.134196661819569","1"
"Yes","1998","East Germany","486","0.132319846459295","0.12165819319678","0.14298149972181","1"
"No","1999","West Germany","8744","0.867339084329449","0.860673713300788","0.87400445535811","2"
"No","1999","East Germany","3314","0.863198120022187","0.852270773385151","0.874125466659222","2"
"Yes","1999","West Germany","1205","0.132660915670551","0.12599554464189","0.139326286699212","1"
"Yes","1999","East Germany","485","0.136801879977813","0.125874533340778","0.147729226614849","1"
"No","2000","West Germany","16187","0.879732157232629","0.875025467669273","0.884438846795985","2"
"No","2000","East Germany","5148","0.873186266101141","0.864670697442506","0.881701834759776","2"
"Yes","2000","West Germany","2160","0.120267842767371","0.115561153204015","0.124974532330727","1"
"Yes","2000","East Germany","718","0.126813733898859","0.118298165240224","0.135329302557494","1"
"No","2001","West Germany","14550","0.874878190645607","0.869836593574904","0.879919787716311","2"
"No","2001","East Germany","4801","0.878395147578138","0.869718134412954","0.887072160743323","2"
"Yes","2001","West Germany","1994","0.125121809354393","0.120080212283689","0.130163406425096","1"
"Yes","2001","East Germany","649","0.121604852421862","0.112927839256677","0.130281865587046","1"
"No","2002","West Germany","15587","0.875509937078922","0.870640677572504","0.88037919658534","2"
"No","2002","East Germany","4798","0.869659164732299","0.860721484988223","0.878596844476375","2"
"Yes","2002","West Germany","2072","0.124490062921078","0.11962080341466","0.129359322427496","1"
"Yes","2002","East Germany","653","0.130340835267701","0.121403155523625","0.139278515011777","1"
"No","2003","West Germany","14871","0.876043054631945","0.871068478225045","0.881017631038845","2"
"No","2003","East Germany","4701","0.868547874619953","0.85950039895796","0.877595350281947","2"
"Yes","2003","West Germany","1986","0.123956945368055","0.118982368961155","0.128931521774955","1"
"Yes","2003","East Germany","657","0.131452125380047","0.122404649718053","0.14049960104204","1"
"No","2004","West Germany","14450","0.871694479832113","0.866579391838276","0.876809567825951","2"
"No","2004","East Germany","4615","0.868845325379843","0.859712307677614","0.877978343082072","2"
"Yes","2004","West Germany","1971","0.128305520167887","0.123190432174049","0.133420608161724","1"
"Yes","2004","East Germany","633","0.131154674620157","0.122021656917927","0.140287692322386","1"
"No","2005","West Germany","14006","0.88425693032321","0.879252567022199","0.88926129362422","2"
"No","2005","East Germany","4422","0.863290226187798","0.853805800956663","0.872774651418934","2"
"Yes","2005","West Germany","1693","0.115743069676791","0.11073870637578","0.120747432977801","1"
"Yes","2005","East Germany","618","0.136709773812202","0.127225348581066","0.146194199043337","1"
"No","2006","West Germany","14832","0.877210770280129","0.872240434093053","0.882181106467205","2"
"No","2006","East Germany","4627","0.859840673756281","0.850487518005678","0.869193829506885","2"
"Yes","2006","West Germany","1917","0.122789229719871","0.117818893532795","0.127759565906947","1"
"Yes","2006","East Germany","665","0.140159326243719","0.130806170493115","0.149512481994322","1"
"No","2007","West Germany","13730","0.876110617088124","0.870932243537562","0.881288990638686","2"
"No","2007","East Germany","4379","0.87094363571728","0.861665642190199","0.880221629244362","2"
"Yes","2007","West Germany","1819","0.123889382911876","0.118711009361314","0.129067756462438","1"
"Yes","2007","East Germany","637","0.12905636428272","0.119778370755639","0.138334357809801","1"
"No","2008","West Germany","12937","0.885126607826656","0.879952708388535","0.890300507264777","2"
"No","2008","East Germany","4163","0.870502273515456","0.860977198589283","0.88002734844163","2"
"Yes","2008","West Germany","1654","0.114873392173344","0.109699492735223","0.120047291611465","1"
"Yes","2008","East Germany","610","0.129497726484544","0.11997265155837","0.139022801410717","1"
"No","2009","West Germany","11832","0.871747573532574","0.866114269722991","0.877380877342156","2"
"No","2009","East Germany","3936","0.864357309538941","0.854408130530405","0.874306488547477","2"
"Yes","2009","West Germany","1702","0.128252426467426","0.122619122657844","0.133885730277009","1"
"Yes","2009","East Germany","614","0.135642690461059","0.125693511452523","0.145591869469595","1"
"No","2010","West Germany","16023","0.874302593298936","0.869530995332807","0.879074191265066","2"
"No","2010","East Germany","4708","0.866319696403859","0.857313683167564","0.875325709640155","2"
"Yes","2010","West Germany","2519","0.125697406701064","0.120925808734934","0.130469004667193","1"
"Yes","2010","East Germany","777","0.133680303596141","0.124674290359845","0.142686316832436","1"
"No","2011","West Germany","19141","0.865314443679636","0.860816797898195","0.869812089461077","2"
"No","2011","East Germany","5399","0.858536552997567","0.849956148719141","0.867116957275993","2"
"Yes","2011","West Germany","2991","0.134685556320364","0.130187910538923","0.139183202101805","1"
"Yes","2011","East Germany","938","0.141463447002433","0.132883042724007","0.150043851280859","1"
"No","2012","West Germany","18640","0.862795384366748","0.858195703125222","0.867395065608274","2"
"No","2012","East Germany","5297","0.84635938244012","0.837379764390354","0.855339000489885","2"
"Yes","2012","West Germany","2854","0.137204615633252","0.132604934391726","0.141804296874778","1"
"Yes","2012","East Germany","898","0.15364061755988","0.144660999510115","0.162620235609646","1"
"No","2013","West Germany","17339","0.854451385876129","0.849564808032774","0.859337963719483","2"
"No","2013","East Germany","4952","0.856231368598752","0.847170611545489","0.865292125652015","2"
"Yes","2013","West Germany","2668","0.145548614123871","0.140662036280517","0.150435191967226","1"
"Yes","2013","East Germany","808","0.143768631401248","0.134707874347985","0.152829388454511","1"
"No","2014","West Germany","18771","0.861486797735794","0.856875385988364","0.866098209483224","2"
"No","2014","East Germany","4810","0.858283059495001","0.849152730290179","0.867413388699823","2"
"Yes","2014","West Germany","2785","0.138513202264206","0.133901790516776","0.143124614011636","1"
"Yes","2014","East Germany","795","0.141716940504999","0.132586611300177","0.150847269709821","1"
"No","2015","West Germany","17243","0.860265360780389","0.855440814694293","0.865089906866485","2"
"No","2015","East Germany","4525","0.854851802491621","0.845353215050568","0.864350389932673","2"
"Yes","2015","West Germany","2596","0.139734639219611","0.134910093133515","0.144559185305707","1"
"Yes","2015","East Germany","758","0.145148197508379","0.135649610067327","0.154646784949431","1"
"No","2016","West Germany","16677","0.864622417401678","0.859783982013225","0.869460852790131","2"
"No","2016","East Germany","4365","0.863895780123195","0.854443121309404","0.873348438936987","2"
"Yes","2016","West Germany","2530","0.135377582598322","0.130539147209869","0.140216017986775","1"
"Yes","2016","East Germany","690","0.136104219876805","0.126651561063013","0.145556878690596","1"
"No","2017","West Germany","18126","0.858386633394389","0.853662869299947","0.863110397488831","2"
"No","2017","East Germany","4832","0.853323575126143","0.844080678908362","0.862566471343924","2"
"Yes","2017","West Germany","2801","0.141613366605611","0.136889602511169","0.146337130700053","1"
"Yes","2017","East Germany","796","0.146676424873857","0.137433528656076","0.155919321091638","1"
"No","2018","West Germany","17525","0.861841020893103","0.8570779787495","0.866604063036705","2"
"No","2018","East Germany","4693","0.843142474550664","0.833535810729893","0.852749138371435","2"
"Yes","2018","West Germany","2637","0.138158979106898","0.133395936963295","0.1429220212505","1"
"Yes","2018","East Germany","812","0.156857525449336","0.147250861628565","0.166464189270107","1"
"No","2019","West Germany","17477","0.859172755311231","0.854373173667875","0.863972336954588","2"
"No","2019","East Germany","4804","0.85676328849265","0.84756679634743","0.865959780637871","2"
"Yes","2019","West Germany","2700","0.140827244688769","0.136027663045412","0.145626826332125","1"
"Yes","2019","East Germany","770","0.14323671150735","0.134040219362129","0.15243320365257","1"
