"ple0053","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1984","Schleswig-Holstein","Female","170","0.878408950685469","0.832887648680526","0.923930252690413","2"
"No","1984","Hamburg","Female","140","0.886611132565584","0.83732765698555","0.935894608145618","2"
"No","1984","Schleswig-Holstein","Male","176","0.929103834690938","0.892416795358412","0.965790874023464","2"
"No","1984","Hamburg","Male","134","0.855800145870108","0.799769167482276","0.91183112425794","2"
"No","1984","Lower Saxony","Male","552","0.919133679151061","0.897373492452436","0.940893865849686","2"
"No","1984","Lower Saxony","Female","546","0.863670753655912","0.836918635401703","0.890422871910121","2"
"No","1984","Bremen","Male","53","0.865748923674818","0.78156431749989","0.949933529849746","2"
"No","1984","Bremen","Female","61","0.861944910501937","0.780551450341979","0.943338370661894","2"
"No","1984","North Rhine-Westphalia","Male","1460","0.903021473070027","0.888579792404599","0.917463153735455","2"
"No","1984","Baden-Württemberg","Male","1016","0.90444301035309","0.887271807097895","0.921614213608286","2"
"No","1984","Baden-Württemberg","Female","982","0.872336065235225","0.852955686677582","0.891716443792868","2"
"No","1984","North Rhine-Westphalia","Female","1434","0.873105576845973","0.857025510932941","0.889185642759005","2"
"No","1984","Bavaria","Male","889","0.884204618026399","0.864362530723427","0.90404670532937","2"
"No","1984","Hesse","Male","570","0.907598002092879","0.884948653523195","0.930247350662564","2"
"No","1984","Bavaria","Female","981","0.884907260379719","0.866090719203719","0.903723801555719","2"
"No","1984","Hesse","Female","537","0.873236894126767","0.847111277984132","0.899362510269401","2"
"No","1984","Rhineland-Palatinate,Saarland","Male","378","0.896756001857553","0.867621296343385","0.925890707371722","2"
"No","1984","Berlin","Male","174","0.852956945343366","0.803503017489003","0.902410873197728","2"
"No","1984","Rhineland-Palatinate,Saarland","Female","385","0.873126458542421","0.841849280065734","0.904403637019107","2"
"No","1984","Berlin","Female","195","0.922145752952526","0.886162598834837","0.958128907070215","2"
"No","1984","Brandenburg","Male","","","","","2"
"No","1984","Brandenburg","Female","","","","","2"
"No","1984","Saxony","Male","","","","","2"
"No","1984","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","1984","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","1984","Saxony","Female","","","","","2"
"No","1984","Saxony-Anhalt","Male","","","","","2"
"No","1984","Saxony-Anhalt","Female","","","","","2"
"No","1984","Thuringia","Male","","","","","2"
"No","1984","Thuringia","Female","","","","","2"
"Yes","1984","Schleswig-Holstein","Male","12","","","","1"
"Yes","1984","Schleswig-Holstein","Female","28","","","","1"
"Yes","1984","Hamburg","Male","17","","","","1"
"Yes","1984","Hamburg","Female","19","","","","1"
"Yes","1984","Lower Saxony","Male","51","0.080866320848939","0.0591061341503136","0.102626507547564","1"
"Yes","1984","Lower Saxony","Female","86","0.136329246344088","0.109577128089879","0.163081364598297","1"
"Yes","1984","Bremen","Male","10","","","","1"
"Yes","1984","Bremen","Female","8","","","","1"
"Yes","1984","North Rhine-Westphalia","Male","153","0.0969785269299729","0.0825368462645451","0.111420207595401","1"
"Yes","1984","North Rhine-Westphalia","Female","212","0.126894423154027","0.110814357240995","0.142974489067059","1"
"Yes","1984","Hesse","Male","58","0.0924019979071206","0.0697526493374357","0.115051346476806","1"
"Yes","1984","Hesse","Female","86","0.126763105873233","0.100637489730599","0.152888722015868","1"
"Yes","1984","Rhineland-Palatinate,Saarland","Male","41","0.103243998142447","0.0741092926282785","0.132378703656615","1"
"Yes","1984","Rhineland-Palatinate,Saarland","Female","50","0.126873541457579","0.095596362980893","0.158150719934266","1"
"Yes","1984","Baden-Württemberg","Male","110","0.0955569896469098","0.0783857863917143","0.112728192902105","1"
"Yes","1984","Baden-Württemberg","Female","157","0.127663934764775","0.108283556207132","0.147044313322418","1"
"Yes","1984","Bavaria","Male","110","0.115795381973601","0.0959532946706297","0.135637469276573","1"
"Yes","1984","Bavaria","Female","124","0.115092739620281","0.0962761984442808","0.133909280796281","1"
"Yes","1984","Berlin","Male","23","","","","1"
"Yes","1984","Berlin","Female","18","","","","1"
"Yes","1984","Brandenburg","Male","","","","","1"
"Yes","1984","Brandenburg","Female","","","","","1"
"Yes","1984","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","1984","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","1984","Saxony","Male","","","","","1"
"Yes","1984","Saxony","Female","","","","","1"
"Yes","1984","Saxony-Anhalt","Male","","","","","1"
"Yes","1984","Saxony-Anhalt","Female","","","","","1"
"Yes","1984","Thuringia","Male","","","","","1"
"Yes","1984","Thuringia","Female","","","","","1"
"No","1985","Schleswig-Holstein","Female","151","0.823110503112967","0.767826097937219","0.878394908288715","2"
"No","1985","Hamburg","Male","127","0.906493691210129","0.858093894163582","0.954893488256676","2"
"No","1985","Hamburg","Female","121","0.859641545396304","0.802306980411899","0.916976110380709","2"
"No","1985","Schleswig-Holstein","Male","159","0.925367017153086","0.88597824495683","0.964755789349342","2"
"No","1985","Lower Saxony","Male","496","0.908934280059591","0.884690900406423","0.93317765971276","2"
"No","1985","Lower Saxony","Female","494","0.86965754740447","0.841945179174546","0.897369915634395","2"
"No","1985","Bremen","Male","50","0.922296179736363","0.850894635996071","0.993697723476655","2"
"No","1985","Bremen","Female","58","0.920481693515573","0.853138549960677","0.987824837070468","2"
"No","1985","North Rhine-Westphalia","Male","1334","0.909807891954252","0.895174220350416","0.924441563558088","2"
"No","1985","Baden-Württemberg","Male","927","0.924328513538958","0.908137819492607","0.940519207585308","2"
"No","1985","North Rhine-Westphalia","Female","1283","0.864284312794261","0.846911844512952","0.881656781075571","2"
"No","1985","Baden-Württemberg","Female","887","0.862561137067942","0.841534045841698","0.883588228294185","2"
"No","1985","Bavaria","Male","818","0.886243963537346","0.865636974370318","0.906850952704375","2"
"No","1985","Bavaria","Female","855","0.860621267081019","0.83913370653881","0.882108827623228","2"
"No","1985","Hesse","Female","494","0.876254430360221","0.849126302829468","0.903382557890974","2"
"No","1985","Hesse","Male","530","0.927806559429756","0.906578630445768","0.949034488413743","2"
