"ple0053","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","1985","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","1985","Saxony-Anhalt","Urban Area","","","","","2"
"No","1985","Saxony-Anhalt","Rural Area","","","","","2"
"No","1985","Thuringia","Urban Area","","","","","2"
"No","1985","Thuringia","Rural Area","","","","","2"
"Yes","1985","Schleswig-Holstein","Urban Area","18","","","","1"
"Yes","1985","Schleswig-Holstein","Rural Area","26","","","","1"
"Yes","1985","Hamburg","Urban Area","32","0.120205642233978","0.0816998713466055","0.15871141312135","1"
"Yes","1985","Hamburg","Rural Area","","","","","1"
"Yes","1985","Lower Saxony","Urban Area","57","0.103034256950365","0.0783148085823716","0.127753705318358","1"
"Yes","1985","Lower Saxony","Rural Area","61","0.121154087749046","0.0932949168259474","0.149013258672144","1"
"Yes","1985","Bremen","Urban Area","8","","","","1"
"Yes","1985","Bremen","Rural Area","","","","","1"
"Yes","1985","North Rhine-Westphalia","Urban Area","340","0.11367760822022","0.102108969167099","0.125246247273341","1"
"Yes","1985","North Rhine-Westphalia","Rural Area","8","","","","1"
"Yes","1985","Hesse","Urban Area","97","0.0933861192197093","0.0751964970460137","0.111575741393405","1"
"Yes","1985","Hesse","Rural Area","16","","","","1"
"Yes","1985","Rhineland-Palatinate,Saarland","Urban Area","76","0.11584491911266","0.0909330576027132","0.140756780622607","1"
"Yes","1985","Rhineland-Palatinate,Saarland","Rural Area","12","","","","1"
"Yes","1985","Baden-Württemberg","Urban Area","202","0.110195942449357","0.0955542188903722","0.124837666008341","1"
"Yes","1985","Baden-Württemberg","Rural Area","39","0.100996737237019","0.0667850679754705","0.135208406498567","1"
"Yes","1985","Bavaria","Urban Area","119","0.124149488187581","0.103833156453808","0.144465819921354","1"
"Yes","1985","Bavaria","Rural Area","118","0.131071758118161","0.10899900826424","0.153144507972081","1"
"Yes","1985","Berlin","Urban Area","35","0.100509159030295","0.0697470397885222","0.131271278272067","1"
"Yes","1985","Berlin","Rural Area","","","","","1"
"Yes","1985","Brandenburg","Urban Area","","","","","1"
"Yes","1985","Brandenburg","Rural Area","","","","","1"
"Yes","1985","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","1985","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","1985","Saxony","Urban Area","","","","","1"
"Yes","1985","Saxony","Rural Area","","","","","1"
"Yes","1985","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","1985","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","1985","Thuringia","Urban Area","","","","","1"
"Yes","1985","Thuringia","Rural Area","","","","","1"
"No","1986","Hamburg","Urban Area","221","0.89221041726063","0.853614240133865","0.930806594387394","2"
"No","1986","Schleswig-Holstein","Urban Area","139","0.913373205715515","0.868947126588657","0.957799284842373","2"
"No","1986","Schleswig-Holstein","Rural Area","149","0.872968780566968","0.822613149848025","0.92332441128591","2"
"No","1986","Hamburg","Rural Area","5","","","","2"
"No","1986","Lower Saxony","Urban Area","534","0.883128438509894","0.857227189392269","0.909029687627519","2"
"No","1986","Lower Saxony","Rural Area","464","0.888589885373338","0.86152056168197","0.915659209064707","2"
"No","1986","Bremen","Urban Area","96","0.88028524850354","0.819342731339794","0.941227765667286","2"
"No","1986","North Rhine-Westphalia","Urban Area","2456","0.876909673894724","0.86473622525852","0.889083122530927","2"
"No","1986","Bremen","Rural Area","","","","","2"
"No","1986","Baden-Württemberg","Urban Area","1486","0.880700427877368","0.865296570783026","0.89610428497171","2"
"No","1986","North Rhine-Westphalia","Rural Area","54","0.789840861616176","0.693708970880998","0.885972752351355","2"
"No","1986","Baden-Württemberg","Rural Area","258","0.875774791792475","0.838512811650128","0.913036771934822","2"
"No","1986","Bavaria","Urban Area","824","0.860963783496428","0.838997425721075","0.88293014127178","2"
"No","1986","Bavaria","Rural Area","727","0.883296557807702","0.861401143404115","0.905191972211289","2"
"No","1986","Hesse","Urban Area","789","0.873583567199098","0.851944527391658","0.895222607006538","2"
"No","1986","Hesse","Rural Area","126","0.885543913944271","0.83318044430452","0.937907383584022","2"
"No","1986","Rhineland-Palatinate,Saarland","Urban Area","545","0.855608527120826","0.828008316704779","0.883208737536872","2"
"No","1986","Rhineland-Palatinate,Saarland","Rural Area","130","0.872554618823586","0.818462994352702","0.926646243294469","2"
"No","1986","Berlin","Urban Area","312","0.868507622992053","0.833304307689593","0.903710938294513","2"
"No","1986","Berlin","Rural Area","","","","","2"
"No","1986","Brandenburg","Urban Area","","","","","2"
"No","1986","Brandenburg","Rural Area","","","","","2"
"No","1986","Saxony","Urban Area","","","","","2"
"No","1986","Saxony","Rural Area","","","","","2"
"No","1986","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","1986","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","1986","Saxony-Anhalt","Urban Area","","","","","2"
"No","1986","Saxony-Anhalt","Rural Area","","","","","2"
"No","1986","Thuringia","Urban Area","","","","","2"
"No","1986","Thuringia","Rural Area","","","","","2"
"Yes","1986","Hesse","Urban Area","117","0.126416432800902","0.104777392993462","0.148055472608342","1"
"Yes","1986","Hesse","Rural Area","16","","","","1"
"Yes","1986","Rhineland-Palatinate,Saarland","Urban Area","78","0.144391472879174","0.116791262463128","0.171991683295221","1"
"Yes","1986","Rhineland-Palatinate,Saarland","Rural Area","16","","","","1"
"Yes","1986","Baden-Württemberg","Urban Area","215","0.119299572122632","0.10389571502829","0.134703429216974","1"
"Yes","1986","Baden-Württemberg","Rural Area","43","0.124225208207525","0.0869632280651785","0.161487188349872","1"
"Yes","1986","Bavaria","Urban Area","129","0.139036216503572","0.11706985872822","0.161002574278925","1"
"Yes","1986","Bavaria","Rural Area","99","0.116703442192298","0.0948080277887112","0.138598856595885","1"
"Yes","1986","Berlin","Urban Area","42","0.131492377007947","0.096289061705487","0.166695692310407","1"
"Yes","1986","Schleswig-Holstein","Urban Area","15","","","","1"
"Yes","1986","Schleswig-Holstein","Rural Area","19","","","","1"
"Yes","1986","Hamburg","Urban Area","27","","","","1"
"Yes","1986","Hamburg","Rural Area","1","","","","1"
"Yes","1986","Lower Saxony","Urban Area","57","0.116871561490106","0.0909703123724808","0.142772810607731","1"
"Yes","1986","Lower Saxony","Rural Area","55","0.111410114626662","0.0843407909352933","0.13847943831803","1"
"Yes","1986","Bremen","Urban Area","13","","","","1"
"Yes","1986","Bremen","Rural Area","","","","","1"
"Yes","1986","North Rhine-Westphalia","Urban Area","342","0.123090326105277","0.110916877469073","0.13526377474148","1"
"Yes","1986","North Rhine-Westphalia","Rural Area","15","","","","1"
"Yes","1986","Berlin","Rural Area","","","","","1"
"Yes","1986","Brandenburg","Urban Area","","","","","1"
"Yes","1986","Brandenburg","Rural Area","","","","","1"
"Yes","1986","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","1986","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","1986","Saxony","Urban Area","","","","","1"
"Yes","1986","Saxony","Rural Area","","","","","1"
"Yes","1986","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","1986","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","1986","Thuringia","Urban Area","","","","","1"
"Yes","1986","Thuringia","Rural Area","","","","","1"
"No","1987","Schleswig-Holstein","Urban Area","137","0.916060796080125","0.871234382331193","0.960887209829057","2"
"No","1987","Schleswig-Holstein","Rural Area","153","0.861770262728451","0.810634403253434","0.912906122203468","2"
"No","1987","Hamburg","Urban Area","196","0.867182839999571","0.822438883236728","0.911926796762413","2"
"No","1987","Lower Saxony","Urban Area","525","0.87647235248216","0.849921817205778","0.903022887758541","2"
"No","1987","Hamburg","Rural Area","4","","","","2"
"No","1987","Lower Saxony","Rural Area","451","0.882829144652307","0.855105459976566","0.910552829328048","2"
"No","1987","Bremen","Urban Area","90","0.868275592031411","0.802320348509348","0.934230835553473","2"
"No","1987","North Rhine-Westphalia","Rural Area","61","0.869764062984741","0.790351411845739","0.949176714123743","2"
"No","1987","Bremen","Rural Area","","","","","2"
"No","1987","North Rhine-Westphalia","Urban Area","2424","0.876289531371426","0.863999393759032","0.888579668983819","2"
"No","1987","Baden-Württemberg","Urban Area","1479","0.874939430605347","0.859154606559691","0.890724254651002","2"
"No","1987","Baden-Württemberg","Rural Area","244","0.837834926787245","0.795264329971189","0.880405523603302","2"
"No","1987","Bavaria","Rural Area","717","0.871333247471091","0.848303170516846","0.894363324425337","2"
"No","1987","Bavaria","Urban Area","810","0.86805240964567","0.846183462115791","0.889921357175549","2"
"No","1987","Hesse","Urban Area","810","0.868852105638791","0.846968011050982","0.890736200226601","2"
"No","1987","Hesse","Rural Area","127","0.895316708956808","0.845486682413433","0.945146735500184","2"
"No","1987","Rhineland-Palatinate,Saarland","Urban Area","559","0.88680283238097","0.861943634460549","0.911662030301391","2"
"No","1987","Rhineland-Palatinate,Saarland","Rural Area","129","0.889729406932225","0.838746696845368","0.940712117019083","2"
"No","1987","Berlin","Urban Area","321","0.869388436947692","0.834770981461969","0.904005892433415","2"
"No","1987","Berlin","Rural Area","","","","","2"
"No","1987","Brandenburg","Urban Area","","","","","2"
"No","1987","Brandenburg","Rural Area","","","","","2"
"No","1987","Saxony","Urban Area","","","","","2"
"No","1987","Saxony","Rural Area","","","","","2"
"No","1987","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","1987","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","1987","Saxony-Anhalt","Urban Area","","","","","2"
"No","1987","Saxony-Anhalt","Rural Area","","","","","2"
"No","1987","Thuringia","Urban Area","","","","","2"
"No","1987","Thuringia","Rural Area","","","","","2"
"Yes","1987","Hesse","Urban Area","104","0.131147894361209","0.109263799773399","0.153031988949018","1"
"Yes","1987","Hesse","Rural Area","18","","","","1"
"Yes","1987","Rhineland-Palatinate,Saarland","Urban Area","65","0.11319716761903","0.0883379696986094","0.138056365539451","1"
"Yes","1987","Rhineland-Palatinate,Saarland","Rural Area","16","","","","1"
"Yes","1987","Baden-Württemberg","Urban Area","208","0.125060569394654","0.109275745348998","0.14084539344031","1"
"Yes","1987","Baden-Württemberg","Rural Area","44","0.162165073212755","0.119594476396698","0.204735670028811","1"
"Yes","1987","Bavaria","Urban Area","110","0.13194759035433","0.110078642824451","0.153816537884209","1"
"Yes","1987","Bavaria","Rural Area","95","0.128666752528908","0.105636675574663","0.151696829483154","1"
"Yes","1987","Berlin","Urban Area","43","0.130611563052308","0.0959941075665853","0.165229018538031","1"
"Yes","1987","Schleswig-Holstein","Urban Area","10","","","","1"
"Yes","1987","Schleswig-Holstein","Rural Area","22","","","","1"
"Yes","1987","Hamburg","Urban Area","25","","","","1"
"Yes","1987","Hamburg","Rural Area","","","","","1"
"Yes","1987","Lower Saxony","Urban Area","65","0.12352764751784","0.0969771122414591","0.150078182794222","1"
"Yes","1987","Lower Saxony","Rural Area","66","0.117170855347693","0.089447170671952","0.144894540023434","1"
"Yes","1987","Bremen","Urban Area","11","","","","1"
"Yes","1987","Bremen","Rural Area","","","","","1"
"Yes","1987","North Rhine-Westphalia","Urban Area","333","0.123710468628574","0.111420331016181","0.136000606240967","1"
"Yes","1987","North Rhine-Westphalia","Rural Area","8","","","","1"
"Yes","1987","Berlin","Rural Area","","","","","1"
"Yes","1987","Brandenburg","Urban Area","","","","","1"
"Yes","1987","Brandenburg","Rural Area","","","","","1"
"Yes","1987","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","1987","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","1987","Saxony","Urban Area","","","","","1"
"Yes","1987","Saxony","Rural Area","","","","","1"
"Yes","1987","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","1987","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","1987","Thuringia","Urban Area","","","","","1"
"Yes","1987","Thuringia","Rural Area","","","","","1"
"No","1988","Schleswig-Holstein","Rural Area","154","0.871210936722216","0.821863726049976","0.920558147394456","2"
"No","1988","Schleswig-Holstein","Urban Area","128","0.897069169718458","0.847609661536013","0.946528677900903","2"
"No","1988","Hamburg","Urban Area","173","0.870540726935936","0.823661967876236","0.917419485995635","2"
"No","1988","Hamburg","Rural Area","3","","","","2"
"No","1988","Lower Saxony","Rural Area","415","0.878081355983823","0.848780333599635","0.907382378368011","2"
"No","1988","Lower Saxony","Urban Area","500","0.860670101417867","0.832266686660008","0.889073516175726","2"
"No","1988","Bremen","Urban Area","87","0.900061949273847","0.8409830858149","0.959140812732794","2"
"No","1988","Bremen","Rural Area","","","","","2"
"No","1988","North Rhine-Westphalia","Urban Area","2289","0.870601055415522","0.857758804903662","0.883443305927382","2"
"No","1988","North Rhine-Westphalia","Rural Area","61","0.900282960774855","0.830093278936734","0.970472642612977","2"
"No","1988","Baden-Württemberg","Urban Area","1454","0.877394183255993","0.86153977280894","0.893248593703047","2"
"No","1988","Bavaria","Rural Area","675","0.874864665628122","0.851433487607847","0.898295843648397","2"
"No","1988","Baden-Württemberg","Rural Area","230","0.909370711639809","0.873784410222188","0.944957013057431","2"
"No","1988","Bavaria","Urban Area","769","0.853726061186551","0.830470381946755","0.876981740426348","2"
"No","1988","Hesse","Urban Area","770","0.89150450193148","0.870730788107646","0.912278215755314","2"
"No","1988","Hesse","Rural Area","127","0.883351281837608","0.830554114073049","0.936148449602168","2"
"No","1988","Rhineland-Palatinate,Saarland","Urban Area","524","0.857018525279123","0.82914789630361","0.884889154254636","2"
"No","1988","Rhineland-Palatinate,Saarland","Rural Area","120","0.900906357544269","0.849741099918303","0.952071615170234","2"
"No","1988","Berlin","Urban Area","302","0.890460209838353","0.857065962188031","0.923854457488675","2"
"No","1988","Berlin","Rural Area","","","","","2"
"No","1988","Brandenburg","Urban Area","","","","","2"
"No","1988","Brandenburg","Rural Area","","","","","2"
"No","1988","Saxony","Urban Area","","","","","2"
"No","1988","Saxony","Rural Area","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","1988","Saxony-Anhalt","Urban Area","","","","","2"
"No","1988","Saxony-Anhalt","Rural Area","","","","","2"
"No","1988","Thuringia","Urban Area","","","","","2"
"No","1988","Thuringia","Rural Area","","","","","2"
"Yes","1988","Hesse","Urban Area","91","0.10849549806852","0.0877217842446857","0.129269211892354","1"
"Yes","1988","Hesse","Rural Area","15","","","","1"
"Yes","1988","Rhineland-Palatinate,Saarland","Urban Area","82","0.142981474720877","0.115110845745364","0.17085210369639","1"
"Yes","1988","Rhineland-Palatinate,Saarland","Rural Area","11","","","","1"
"Yes","1988","Baden-Württemberg","Urban Area","190","0.122605816744007","0.106751406296953","0.13846022719106","1"
"Yes","1988","Baden-Württemberg","Rural Area","20","","","","1"
"Yes","1988","Bavaria","Urban Area","118","0.146273938813448","0.123018259573652","0.169529618053245","1"
"Yes","1988","Bavaria","Rural Area","91","0.125135334371878","0.101704156351603","0.148566512392153","1"
"Yes","1988","Berlin","Urban Area","34","0.109539790161647","0.0761455425113249","0.142934037811969","1"
"Yes","1988","Berlin","Rural Area","","","","","1"
"Yes","1988","Brandenburg","Urban Area","","","","","1"
"Yes","1988","Schleswig-Holstein","Urban Area","17","","","","1"
"Yes","1988","Schleswig-Holstein","Rural Area","23","","","","1"
"Yes","1988","Hamburg","Urban Area","24","","","","1"
"Yes","1988","Hamburg","Rural Area","1","","","","1"
"Yes","1988","Lower Saxony","Urban Area","71","0.139329898582133","0.110926483824274","0.167733313339992","1"
"Yes","1988","Lower Saxony","Rural Area","64","0.121918644016177","0.0926176216319888","0.151219666400365","1"
"Yes","1988","Bremen","Urban Area","12","","","","1"
"Yes","1988","Bremen","Rural Area","","","","","1"
"Yes","1988","North Rhine-Westphalia","Urban Area","335","0.129398944584478","0.116556694072618","0.142241195096338","1"
"Yes","1988","North Rhine-Westphalia","Rural Area","9","","","","1"
"Yes","1988","Brandenburg","Rural Area","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","1988","Saxony","Urban Area","","","","","1"
"Yes","1988","Saxony","Rural Area","","","","","1"
"Yes","1988","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","1988","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","1988","Thuringia","Urban Area","","","","","1"
"Yes","1988","Thuringia","Rural Area","","","","","1"
"No","1989","Schleswig-Holstein","Rural Area","135","0.893376864600504","0.844631782514344","0.942121946686664","2"
"No","1989","Hamburg","Urban Area","177","0.904202234492565","0.862999073713767","0.945405395271364","2"
"No","1989","Schleswig-Holstein","Urban Area","127","0.825107096641911","0.764315476692747","0.885898716591075","2"
"No","1989","Hamburg","Rural Area","","","","","2"
"No","1989","Lower Saxony","Urban Area","467","0.836854681429383","0.805889989682326","0.86781937317644","2"
"No","1989","Lower Saxony","Rural Area","384","0.833758773146704","0.799399070548936","0.868118475744472","2"
"No","1989","Bavaria","Urban Area","758","0.879863466356151","0.858006805209259","0.901720127503043","2"
"No","1989","Bavaria","Rural Area","679","0.887835385188936","0.865429362829775","0.910241407548097","2"
"No","1989","Bremen","Urban Area","92","0.858850691178477","0.792879486472057","0.924821895884898","2"
"No","1989","North Rhine-Westphalia","Urban Area","2258","0.884141759613478","0.871731608929824","0.896551910297132","2"
"No","1989","Bremen","Rural Area","","","","","2"
"No","1989","North Rhine-Westphalia","Rural Area","58","0.839358163757996","0.752081803970005","0.926634523545987","2"
"No","1989","Hesse","Urban Area","775","0.888334922373128","0.867334004642643","0.909335840103612","2"
"No","1989","Rhineland-Palatinate,Saarland","Urban Area","513","0.892897467687623","0.867708551899969","0.918086383475277","2"
"No","1989","Hesse","Rural Area","108","0.813105047167164","0.746853750056007","0.879356344278321","2"
"No","1989","Rhineland-Palatinate,Saarland","Rural Area","97","0.874824818922047","0.813810954706355","0.935838683137739","2"
"No","1989","Berlin","Rural Area","","","","","2"
"No","1989","Brandenburg","Urban Area","","","","","2"
"No","1989","Berlin","Urban Area","298","0.909554469383506","0.878608860469057","0.940500078297955","2"
"No","1989","Brandenburg","Rural Area","","","","","2"
"No","1989","Baden-Württemberg","Urban Area","1385","0.87337462680247","0.856966641962391","0.889782611642549","2"
"No","1989","Baden-Württemberg","Rural Area","215","0.864720940608692","0.821450058795052","0.907991822422333","2"
"No","1989","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","1989","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","1989","Saxony","Urban Area","","","","","2"
"No","1989","Saxony","Rural Area","","","","","2"
"No","1989","Saxony-Anhalt","Urban Area","","","","","2"
"No","1989","Saxony-Anhalt","Rural Area","","","","","2"
"No","1989","Thuringia","Urban Area","","","","","2"
"No","1989","Thuringia","Rural Area","","","","","2"
"Yes","1989","Hesse","Urban Area","89","0.111665077626872","0.0906641598963875","0.132665995357357","1"
"Yes","1989","Hesse","Rural Area","25","","","","1"
"Yes","1989","Rhineland-Palatinate,Saarland","Urban Area","66","0.107102532312377","0.0819136165247227","0.132291448100031","1"
"Yes","1989","Rhineland-Palatinate,Saarland","Rural Area","16","","","","1"
"Yes","1989","Baden-Württemberg","Urban Area","193","0.12662537319753","0.110217388357451","0.143033358037609","1"
"Yes","1989","Baden-Württemberg","Rural Area","25","","","","1"
"Yes","1989","Bavaria","Urban Area","92","0.120136533643849","0.0982798724969567","0.141993194790741","1"
"Yes","1989","Bavaria","Rural Area","83","0.112164614811064","0.0897585924519035","0.134570637170225","1"
"Yes","1989","Berlin","Urban Area","32","0.090445530616494","0.059499921702045","0.121391139530943","1"
"Yes","1989","Schleswig-Holstein","Urban Area","23","","","","1"
"Yes","1989","Berlin","Rural Area","","","","","1"
"Yes","1989","Brandenburg","Urban Area","","","","","1"
"Yes","1989","Schleswig-Holstein","Rural Area","19","","","","1"
"Yes","1989","Hamburg","Urban Area","19","","","","1"
"Yes","1989","Hamburg","Rural Area","","","","","1"
"Yes","1989","Lower Saxony","Urban Area","80","0.163145318570617","0.13218062682356","0.194110010317674","1"
"Yes","1989","Lower Saxony","Rural Area","67","0.166241226853296","0.131881524255528","0.200600929451064","1"
"Yes","1989","Bremen","Urban Area","15","","","","1"
"Yes","1989","Bremen","Rural Area","","","","","1"
"Yes","1989","North Rhine-Westphalia","Urban Area","297","0.115858240386522","0.103448089702868","0.128268391070176","1"
"Yes","1989","North Rhine-Westphalia","Rural Area","10","","","","1"
"Yes","1989","Brandenburg","Rural Area","","","","","1"
"Yes","1989","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","1989","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","1989","Saxony","Urban Area","","","","","1"
"Yes","1989","Saxony","Rural Area","","","","","1"
"Yes","1989","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","1989","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","1989","Thuringia","Urban Area","","","","","1"
"Yes","1989","Thuringia","Rural Area","","","","","1"
"No","1990","Schleswig-Holstein","Rural Area","","","","","2"
"No","1990","Schleswig-Holstein","Urban Area","","","","","2"
"No","1990","Hamburg","Urban Area","","","","","2"
"No","1990","Bavaria","Urban Area","","","","","2"
"No","1990","Hamburg","Rural Area","","","","","2"
"No","1990","Lower Saxony","Urban Area","","","","","2"
"No","1990","Lower Saxony","Rural Area","","","","","2"
"No","1990","Bavaria","Rural Area","","","","","2"
"No","1990","North Rhine-Westphalia","Urban Area","","","","","2"
"No","1990","Bremen","Urban Area","","","","","2"
"No","1990","Bremen","Rural Area","","","","","2"
"No","1990","North Rhine-Westphalia","Rural Area","","","","","2"
"No","1990","Hesse","Urban Area","","","","","2"
"No","1990","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"No","1990","Hesse","Rural Area","","","","","2"
"No","1990","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"No","1990","Brandenburg","Urban Area","","","","","2"
"No","1990","Berlin","Urban Area","","","","","2"
"No","1990","Berlin","Rural Area","","","","","2"
"No","1990","Brandenburg","Rural Area","","","","","2"
"No","1990","Baden-Württemberg","Urban Area","","","","","2"
"No","1990","Baden-Württemberg","Rural Area","","","","","2"
"No","1990","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","1990","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","1990","Saxony","Urban Area","","","","","2"
"No","1990","Saxony","Rural Area","","","","","2"
"No","1990","Saxony-Anhalt","Urban Area","","","","","2"
"No","1990","Saxony-Anhalt","Rural Area","","","","","2"
"No","1990","Thuringia","Urban Area","","","","","2"
"No","1990","Thuringia","Rural Area","","","","","2"
"Yes","1990","Hesse","Urban Area","","","","","1"
"Yes","1990","Hesse","Rural Area","","","","","1"
"Yes","1990","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Yes","1990","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Yes","1990","Baden-Württemberg","Urban Area","","","","","1"
"Yes","1990","Baden-Württemberg","Rural Area","","","","","1"
"Yes","1990","Bavaria","Urban Area","","","","","1"
"Yes","1990","Bavaria","Rural Area","","","","","1"
"Yes","1990","Berlin","Urban Area","","","","","1"
"Yes","1990","Berlin","Rural Area","","","","","1"
"Yes","1990","Brandenburg","Urban Area","","","","","1"
"Yes","1990","Schleswig-Holstein","Urban Area","","","","","1"
"Yes","1990","Brandenburg","Rural Area","","","","","1"
"Yes","1990","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","1990","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","1990","Schleswig-Holstein","Rural Area","","","","","1"
"Yes","1990","Hamburg","Urban Area","","","","","1"
"Yes","1990","Hamburg","Rural Area","","","","","1"
"Yes","1990","Lower Saxony","Urban Area","","","","","1"
"Yes","1990","Lower Saxony","Rural Area","","","","","1"
"Yes","1990","Bremen","Urban Area","","","","","1"
"Yes","1990","Bremen","Rural Area","","","","","1"
"Yes","1990","North Rhine-Westphalia","Urban Area","","","","","1"
"Yes","1990","North Rhine-Westphalia","Rural Area","","","","","1"
"Yes","1990","Saxony","Urban Area","","","","","1"
"Yes","1990","Saxony","Rural Area","","","","","1"
"Yes","1990","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","1990","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","1990","Thuringia","Urban Area","","","","","1"
"Yes","1990","Thuringia","Rural Area","","","","","1"
"No","1991","Schleswig-Holstein","Urban Area","125","0.871275640134976","0.816577192470066","0.925974087799887","2"
"No","1991","Schleswig-Holstein","Rural Area","126","0.847466343041134","0.789541975011508","0.90539071107076","2"
"No","1991","Hamburg","Urban Area","142","0.897681590031062","0.8505743587453","0.944788821316824","2"
"No","1991","Lower Saxony","Urban Area","466","0.886379414489438","0.859233355939757","0.91352547303912","2"
"No","1991","Hamburg","Rural Area","","","","","2"
"No","1991","Lower Saxony","Rural Area","396","0.871573172049329","0.840627157502597","0.90251918659606","2"
"No","1991","Bavaria","Urban Area","717","0.86845326498585","0.845191057411089","0.891715472560612","2"
"No","1991","North Rhine-Westphalia","Urban Area","2157","0.852823336390493","0.838891084751538","0.866755588029448","2"
"No","1991","Bremen","Urban Area","80","0.866970799466537","0.798680028762349","0.935261570170725","2"
"No","1991","Bavaria","Rural Area","687","0.853363112813317","0.828648758169314","0.87807746745732","2"
"No","1991","Bremen","Rural Area","","","","","2"
"No","1991","North Rhine-Westphalia","Rural Area","63","0.956183071079346","0.90717109843975","1.00519504371894","2"
