"ple0053","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","1984","16-34 y.","West Germany","467","0.0983614915968933","0.0897508777728135","0.106972105420973"
"Yes","1984","16-34 y.","East Germany","","","",""
"Yes","1984","35-65 y.","West Germany","712","0.109112049689871","0.101433286991008","0.116790812388735"
"Yes","1984","35-65 y.","East Germany","","","",""
"Yes","1984","66 and older","West Germany","194","0.150921483967758","0.131295469094496","0.17054749884102"
"Yes","1984","66 and older","East Germany","","","",""
"No","1984","16-34 y.","West Germany","4128","0.901638508403107","0.893027894579027","0.910249122227186"
"No","1984","16-34 y.","East Germany","","","",""
"No","1984","35-65 y.","West Germany","5621","0.890887950310129","0.883209187611265","0.898566713008992"
"No","1984","35-65 y.","East Germany","","","",""
"No","1984","66 and older","West Germany","1084","0.849078516032242","0.82945250115898","0.868704530905504"
"No","1984","66 and older","East Germany","","","",""
"Yes","1985","16-34 y.","West Germany","472","0.104117021695108","0.0948583974071601","0.113375645983055"
"Yes","1985","16-34 y.","East Germany","","","",""
"Yes","1985","35-65 y.","West Germany","618","0.103625788642868","0.0957639176455186","0.111487659640218"
"Yes","1985","35-65 y.","East Germany","","","",""
"Yes","1985","66 and older","West Germany","174","0.160340978338651","0.138784676667436","0.181897280009866"
"Yes","1985","66 and older","East Germany","","","",""
"No","1985","16-34 y.","West Germany","3708","0.895882978304892","0.886624354016945","0.90514160259284"
"No","1985","16-34 y.","East Germany","","","",""
"No","1985","35-65 y.","West Germany","5155","0.896374211357131","0.888512340359782","0.904236082354481"
"No","1985","35-65 y.","East Germany","","","",""
"No","1985","66 and older","West Germany","939","0.839659021661349","0.818102719990134","0.861215323332564"
"No","1985","66 and older","East Germany","","","",""
"Yes","1986","16-34 y.","West Germany","481","0.111715718077277","0.102064984019143","0.12136645213541"
"Yes","1986","16-34 y.","East Germany","","","",""
"Yes","1986","35-65 y.","West Germany","631","0.110735936391648","0.102430565521981","0.119041307261316"
"Yes","1986","35-65 y.","East Germany","","","",""
"Yes","1986","66 and older","West Germany","187","0.184388953893662","0.160785926387148","0.207991981400177"
"Yes","1986","66 and older","East Germany","","","",""
"No","1986","16-34 y.","West Germany","3612","0.888284281922723","0.87863354786459","0.897935015980857"
"No","1986","16-34 y.","East Germany","","","",""
"No","1986","35-65 y.","West Germany","4853","0.889264063608352","0.880958692738684","0.897569434478019"
"No","1986","35-65 y.","East Germany","","","",""
"No","1986","66 and older","West Germany","850","0.815611046106338","0.792008018599824","0.839214073612852"
"No","1986","66 and older","East Germany","","","",""
"Yes","1987","16-34 y.","West Germany","478","0.116099797557337","0.106214323698476","0.125985271416198"
"Yes","1987","16-34 y.","East Germany","","","",""
"Yes","1987","35-65 y.","West Germany","561","0.103387216417123","0.0952409493958061","0.111533483438439"
"Yes","1987","35-65 y.","East Germany","","","",""
"Yes","1987","66 and older","West Germany","204","0.19917189390101","0.175353093053735","0.222990694748285"
"Yes","1987","66 and older","East Germany","","","",""
"No","1987","16-34 y.","West Germany","3556","0.883900202442663","0.874014728583802","0.893785676301524"
"No","1987","16-34 y.","East Germany","","","",""
"No","1987","35-65 y.","West Germany","4805","0.896612783582877","0.888466516561561","0.904759050604194"
"No","1987","35-65 y.","East Germany","","","",""
"No","1987","66 and older","West Germany","876","0.80082810609899","0.777009305251715","0.824646906946265"
"No","1987","66 and older","East Germany","","","",""
"Yes","1988","16-34 y.","West Germany","447","0.112956492676982","0.102959039197857","0.122953946156107"
"Yes","1988","16-34 y.","East Germany","","","",""
"Yes","1988","35-65 y.","West Germany","570","0.113181970746605","0.104477592631645","0.121886348861565"
"Yes","1988","35-65 y.","East Germany","","","",""
"Yes","1988","66 and older","West Germany","191","0.183384096498396","0.159966080485019","0.206802112511774"
"Yes","1988","66 and older","East Germany","","","",""
"No","1988","16-34 y.","West Germany","3404","0.887043507323018","0.877046053843893","0.897040960802143"
"No","1988","16-34 y.","East Germany","","","",""
"No","1988","35-65 y.","West Germany","4519","0.886818029253395","0.878113651138435","0.895522407368355"
"No","1988","35-65 y.","East Germany","","","",""
"No","1988","66 and older","West Germany","858","0.816615903501604","0.793197887488226","0.840033919514981"
"No","1988","66 and older","East Germany","","","",""
