"ple0053","year","migback","n","percent","lower_confidence","upper_confidence"
"Yes","1984","no migration background","960","0.112527945186931","0.105875655898709","0.119180234475153"
"Yes","1984","direct migration background","407","0.120928626328208","0.109983740915206","0.13187351174121"
"Yes","1984","indirect migration background","6","","",""
"No","1984","no migration background","7709","0.887472054813069","0.880819765524847","0.894124344101291"
"No","1984","direct migration background","3002","0.879071373671792","0.86812648825879","0.890016259084794"
"No","1984","indirect migration background","122","0.98994820705232","0.972667117928674","1.00722929617597"
"Yes","1985","no migration background","905","0.114793495416291","0.107799902102194","0.121787088730387"
"Yes","1985","direct migration background","341","0.104267590304338","0.093222624100672","0.115312556508004"
"Yes","1985","indirect migration background","18","","",""
"No","1985","no migration background","7076","0.885206504583709","0.878212911269613","0.892200097897806"
"No","1985","direct migration background","2600","0.895732409695662","0.884687443491996","0.906777375899328"
"No","1985","indirect migration background","126","0.892091885823276","0.841416310150836","0.942767461495716"
"Yes","1986","no migration background","893","0.122555781745882","0.115187105091276","0.129924458400488"
"Yes","1986","direct migration background","387","0.130908141040924","0.1185246860567","0.143291596025148"
"Yes","1986","indirect migration background","19","","",""
"No","1986","no migration background","6715","0.877444218254118","0.870075541599512","0.884812894908724"
"No","1986","direct migration background","2463","0.869091858959076","0.856708403974852","0.8814753139433"
"No","1986","indirect migration background","137","0.769876650326204","0.703826059102773","0.835927241549635"
"Yes","1987","no migration background","903","0.126211485220475","0.118677671454502","0.133745298986448"
"Yes","1987","direct migration background","324","0.117553403688908","0.105707976124112","0.129398831253704"
"Yes","1987","indirect migration background","16","","",""
"No","1987","no migration background","6561","0.873788514779525","0.866254701013552","0.881322328545498"
"No","1987","direct migration background","2516","0.882446596311092","0.870601168746296","0.894292023875888"
"No","1987","indirect migration background","160","0.890046666082813","0.843829602698277","0.936263729467348"
"Yes","1988","no migration background","885","0.12785931425156","0.120083099000073","0.135635529503046"
"Yes","1988","direct migration background","303","0.112607770608377","0.100641972390129","0.124573568826624"
"Yes","1988","indirect migration background","20","","",""
"No","1988","no migration background","6199","0.87214068574844","0.864364470496954","0.879916900999926"
"No","1988","direct migration background","2378","0.887392229391623","0.875426431173376","0.899358027609871"
