"ple0053","year","migback","n","percent","lower_confidence","upper_confidence"
"No","1988","indirect migration background","204","0.893457029637336","0.853053126879341","0.933860932395331"
"Yes","1989","no migration background","835","0.126067717821899","0.118192952870914","0.133942482772885"
"Yes","1989","direct migration background","293","0.108067802718359","0.0961156901766865","0.120019915260031"
"Yes","1989","indirect migration background","23","","",""
"No","1989","no migration background","5990","0.873932282178101","0.866057517227115","0.881807047129086"
"No","1989","direct migration background","2299","0.891932197281641","0.879980084739969","0.903884309823313"
"No","1989","indirect migration background","237","0.916723067690468","0.883138260745197","0.950307874635739"
"Yes","1990","no migration background","","","",""
"Yes","1990","direct migration background","","","",""
"Yes","1990","indirect migration background","","","",""
"No","1990","no migration background","","","",""
"No","1990","direct migration background","","","",""
"No","1990","indirect migration background","","","",""
"Yes","1991","no migration background","868","0.136975675011956","0.128677036203753","0.14527431382016"
"Yes","1991","direct migration background","285","0.120827143085284","0.108030576488873","0.133623709681695"
"Yes","1991","indirect migration background","27","","",""
"No","1991","no migration background","5726","0.863024324988044","0.85472568617984","0.871322963796247"
"No","1991","direct migration background","2207","0.879172856914716","0.866376290318305","0.891969423511127"
"No","1991","indirect migration background","322","0.904318443498715","0.873457429787743","0.935179457209687"
"Yes","1992","no migration background","1175","0.123009019009241","0.116686537282568","0.129331500735914"
"Yes","1992","direct migration background","281","0.116075574908634","0.103667451694963","0.128483698122305"
"Yes","1992","indirect migration background","39","0.134640427186592","0.101559895691295","0.167720958681889"
"No","1992","no migration background","9192","0.876990980990759","0.870668499264086","0.883313462717431"
"No","1992","direct migration background","2279","0.883924425091366","0.871516301877695","0.896332548305037"
"No","1992","indirect migration background","370","0.865359572813408","0.832279041318111","0.898440104308705"
"Yes","1993","no migration background","","","",""
"Yes","1993","direct migration background","","","",""
"Yes","1993","indirect migration background","","","",""
"No","1993","no migration background","","","",""
"No","1993","direct migration background","","","",""
"No","1993","indirect migration background","","","",""
"Yes","1994","no migration background","1203","0.136068182487964","0.129363634086006","0.142772730889921"
"Yes","1994","direct migration background","259","0.11344449281663","0.100665830442804","0.126223155190455"
"Yes","1994","indirect migration background","48","0.132891527374941","0.102896386842991","0.162886667906891"
"No","1994","no migration background","8843","0.863931817512036","0.857227269110079","0.870636365913994"
"No","1994","direct migration background","2107","0.88655550718337","0.873776844809545","0.899334169557196"
"No","1994","indirect migration background","444","0.867108472625059","0.837113332093109","0.897103613157009"
"Yes","1995","no migration background","1214","0.130112501274336","0.123515680741377","0.136709321807294"
"Yes","1995","direct migration background","324","0.123132282018883","0.110957050144595","0.135307513893171"
"Yes","1995","indirect migration background","43","0.0565780692909989","0.0365660848784204","0.0765900537035774"
"No","1995","no migration background","8777","0.869887498725665","0.863290678192706","0.876484319258623"
"No","1995","direct migration background","2474","0.876867717981117","0.864692486106829","0.889042949855405"
"No","1995","indirect migration background","469","0.943421930709001","0.923409946296422","0.96343391512158"
"Yes","1996","no migration background","1224","0.129457169554559","0.122851322846291","0.136063016262826"
"Yes","1996","direct migration background","325","0.131767670124943","0.118796357847082","0.144738982402804"
"Yes","1996","indirect migration background","55","0.0914517419119363","0.0673178255767751","0.115585658247098"
"No","1996","no migration background","8697","0.870542830445441","0.863936983737174","0.877148677153709"
"No","1996","direct migration background","2287","0.868232329875057","0.855261017597196","0.881203642152918"
"No","1996","indirect migration background","493","0.908548258088064","0.884414341752902","0.932682174423225"
"Yes","1997","no migration background","1203","0.130748897257937","0.124079716957674","0.137418077558199"
"Yes","1997","direct migration background","294","0.12383712983171","0.110857386496815","0.136816873166605"
"Yes","1997","indirect migration background","64","0.101016518592603","0.0763423325814045","0.125690704603802"
"No","1997","no migration background","8613","0.869251102742063","0.862581922441801","0.875920283042326"
"No","1997","direct migration background","2180","0.87616287016829","0.863183126833395","0.889142613503185"
"No","1997","indirect migration background","509","0.898983481407397","0.874309295396198","0.923657667418596"
"Yes","1998","no migration background","1394","0.129338010154018","0.123146662523286","0.13552935778475"
"Yes","1998","direct migration background","307","0.137649299051444","0.12391682126423","0.151381776838659"
"Yes","1998","indirect migration background","48","0.0613111892994651","0.0421791919291391","0.0804431866697911"
"No","1998","no migration background","9891","0.870661989845982","0.86447064221525","0.876853337476714"
"No","1998","direct migration background","2111","0.862350700948556","0.848618223161341","0.87608317873577"
"No","1998","indirect migration background","556","0.938688810700535","0.919556813330209","0.957820808070861"
"Yes","1999","no migration background","1356","0.133494079369668","0.127115065573891","0.139873093165445"
"Yes","1999","direct migration background","286","0.143471520615819","0.12887938023725","0.158063660994389"
"Yes","1999","indirect migration background","48","0.0849338142867437","0.0628286343905163","0.107038994182971"
"No","1999","no migration background","9564","0.866505920630332","0.860126906834555","0.872884934426109"
"No","1999","direct migration background","1931","0.856528479384181","0.841936339005611","0.87112061976275"
"No","1999","indirect migration background","563","0.915066185713256","0.892961005817029","0.937171365609484"
"Yes","2000","no migration background","2420","0.123757317943614","0.119199168614764","0.128315467272464"
"Yes","2000","direct migration background","373","0.111024389976582","0.100362006633131","0.121686773320034"
"Yes","2000","indirect migration background","85","0.101607940569372","0.0810286831585319","0.122187197980212"
"No","2000","no migration background","17630","0.876242682056386","0.871684532727536","0.880800831385236"
"No","2000","direct migration background","2962","0.888975610023418","0.878313226679966","0.899637993366869"
"No","2000","indirect migration background","743","0.898392059430628","0.877812802019788","0.918971316841468"
"Yes","2001","no migration background","2212","0.126296731968456","0.121481664265547","0.131111799671365"
"Yes","2001","direct migration background","350","0.117599760685386","0.105945625115968","0.129253896254803"
"Yes","2001","indirect migration background","81","0.0994119838529281","0.0783596774381476","0.120464290267709"
"No","2001","no migration background","16071","0.873703268031544","0.868888200328635","0.878518335734454"
"No","2001","direct migration background","2585","0.882400239314614","0.870746103745197","0.894054374884032"
"No","2001","indirect migration background","695","0.900588016147072","0.879535709732291","0.921640322561852"
"Yes","2002","no migration background","2312","0.12806830269646","0.123379889571725","0.132756715821194"
"Yes","2002","direct migration background","328","0.117438963513445","0.105543961376951","0.129333965649938"
"Yes","2002","indirect migration background","85","0.0884942768443191","0.068575628410767","0.108412925277871"
"No","2002","no migration background","17203","0.87193169730354","0.867243284178805","0.876620110428275"
"No","2002","direct migration background","2486","0.882561036486555","0.870666034350062","0.894456038623049"
"No","2002","indirect migration background","696","0.911505723155681","0.891587074722129","0.931424371589233"
"Yes","2003","no migration background","2259","0.125616026435889","0.12087947836923","0.130352574502548"
"Yes","2003","direct migration background","310","0.131283908958894","0.11835754351004","0.144210274407748"
"Yes","2003","indirect migration background","74","0.0935093210881691","0.0731555005337631","0.113863141642575"
"No","2003","no migration background","16548","0.874383973564111","0.869647425497452","0.87912052163077"
"No","2003","direct migration background","2312","0.868716091041106","0.855789725592252","0.88164245648996"
"No","2003","indirect migration background","712","0.906490678911831","0.886136858357425","0.926844499466237"
"Yes","2004","no migration background","2225","0.132044851210149","0.127143813060509","0.136945889359789"
"Yes","2004","direct migration background","300","0.119966498790001","0.107320502177818","0.132612495402185"
"Yes","2004","indirect migration background","79","0.0840398570896222","0.0648619589616613","0.103217755217583"
"No","2004","no migration background","16104","0.867955148789851","0.863054110640211","0.872856186939492"
"No","2004","direct migration background","2236","0.880033501209999","0.867387504597816","0.892679497822182"
"No","2004","indirect migration background","725","0.915960142910378","0.896782244782417","0.935138041038339"
"Yes","2005","no migration background","1984","0.121302831226279","0.116470846839533","0.126134815613026"
"Yes","2005","direct migration background","261","0.114849725521426","0.10202402134609","0.127675429696763"
"Yes","2005","indirect migration background","66","0.0989550947134677","0.0786162996775151","0.11929388974942"
"No","2005","no migration background","15553","0.878697168773721","0.873865184386974","0.883529153160467"
"No","2005","direct migration background","2113","0.885150274478574","0.872324570303238","0.89797597865391"
"No","2005","indirect migration background","762","0.901044905286532","0.88070611025058","0.921383700322485"
"Yes","2006","no migration background","2242","0.129134666026324","0.124344965912942","0.133924366139707"
"Yes","2006","direct migration background","266","0.117240918923665","0.104335188616839","0.130146649230492"
"Yes","2006","indirect migration background","74","0.0918333336587521","0.0721031500367372","0.111563517280767"
"No","2006","no migration background","16589","0.870865333973676","0.866075633860293","0.875655034087058"
"No","2006","direct migration background","2121","0.882759081076335","0.869853350769508","0.895664811383161"
"No","2006","indirect migration background","749","0.908166666341248","0.888436482719233","0.927896849963263"
"Yes","2007","no migration background","2153","0.128837885956055","0.123895522057802","0.133780249854307"
"Yes","2007","direct migration background","238","0.104201036727466","0.0912201734133233","0.117181900041608"
"Yes","2007","indirect migration background","65","0.11026223441936","0.0883654055127782","0.132159063325941"
"No","2007","no migration background","15498","0.871162114043945","0.866219750145693","0.876104477942198"
"No","2007","direct migration background","1890","0.895798963272534","0.882818099958392","0.908779826586677"
"No","2007","indirect migration background","721","0.88973776558064","0.867840936674059","0.911634594487222"
"Yes","2008","no migration background","1981","0.123407666960745","0.118417042505092","0.128398291416398"
"Yes","2008","direct migration background","214","0.0992034403045061","0.0858076811037171","0.112599199505295"
"Yes","2008","indirect migration background","69","0.0642867894478515","0.0469181437835425","0.0816554351121606"
"No","2008","no migration background","14704","0.876592333039255","0.871601708583602","0.881582957494908"
"No","2008","direct migration background","1699","0.900796559695494","0.887400800494705","0.914192318896283"
"No","2008","indirect migration background","697","0.935713210552149","0.918344564887839","0.953081856216458"
"Yes","2009","no migration background","2055","0.133986114154961","0.128658299605865","0.139313928704057"
"Yes","2009","direct migration background","198","0.113043588634925","0.0978386490395558","0.128248528230294"
"Yes","2009","indirect migration background","63","0.0981233085337195","0.076318376199964","0.119928240867475"
"No","2009","no migration background","13648","0.866013885845039","0.860686071295943","0.871341700394135"
"No","2009","direct migration background","1468","0.886956411365075","0.871751471769706","0.902161350960444"
"No","2009","indirect migration background","652","0.90187669146628","0.880071759132525","0.923681623800036"
"Yes","2010","no migration background","2718","0.131519078028585","0.126832599778265","0.136205556278905"
"Yes","2010","direct migration background","427","0.110445990415835","0.099037971572022","0.121854009259649"
"Yes","2010","indirect migration background","151","0.0955679125569717","0.0785685707012829","0.11256725441266"
"No","2010","no migration background","17260","0.868480921971415","0.863794443721095","0.873167400221735"
"No","2010","direct migration background","2473","0.889554009584165","0.878145990740351","0.900962028427978"
"No","2010","indirect migration background","998","0.904432087443028","0.887432745587339","0.921431429298717"
"Yes","2011","no migration background","3300","0.14016446346919","0.135764320430693","0.144564606507688"
"Yes","2011","direct migration background","487","0.123947696546833","0.112620463016748","0.135274930076917"
"Yes","2011","indirect migration background","142","0.0887114030305253","0.0732910543310531","0.104131751729997"
"No","2011","no migration background","20612","0.85983553653081","0.855435393492312","0.864235679569307"
"No","2011","direct migration background","2764","0.876052303453167","0.864725069923083","0.887379536983252"
"No","2011","indirect migration background","1164","0.911288596969475","0.895868248270003","0.926708945668947"
"Yes","2012","no migration background","3195","0.143365614408937","0.138872203280595","0.14785902553728"
"Yes","2012","direct migration background","399","0.123732742531956","0.112039263178216","0.135426221885697"
"Yes","2012","indirect migration background","158","0.130657731077934","0.112172895297592","0.149142566858276"
"No","2012","no migration background","20171","0.856634385591063","0.85214097446272","0.861127796719405"
"No","2012","direct migration background","2647","0.876267257468044","0.864573778114303","0.887960736821784"
"No","2012","indirect migration background","1119","0.869342268922066","0.850857433141724","0.887827104702408"
"Yes","2013","no migration background","3000","0.14740148122459","0.14270214747838","0.1521008149708"
"Yes","2013","direct migration background","345","0.136565224100223","0.123619990337982","0.149510457862464"
"Yes","2013","indirect migration background","131","0.108580898144739","0.0910003277989928","0.126161468490485"
"No","2013","no migration background","18861","0.85259851877541","0.8478991850292","0.85729785252162"
"No","2013","direct migration background","2358","0.863434775899777","0.850489542137536","0.876380009662018"
"No","2013","indirect migration background","1072","0.891419101855261","0.873838531509515","0.908999672201007"
"Yes","2014","no migration background","2635","0.13974115532217","0.134964429612772","0.144517881031568"
"Yes","2014","direct migration background","721","0.141594256295242","0.132053103138214","0.15113540945227"
"Yes","2014","indirect migration background","224","0.121175601271104","0.106070745221568","0.136280457320639"
"No","2014","no migration background","17604","0.86025884467783","0.855482118968432","0.865035570387228"
"No","2014","direct migration background","4408","0.858405743704758","0.84886459054773","0.867946896861786"
"No","2014","indirect migration background","1569","0.878824398728896","0.863719542679361","0.893929254778432"
"Yes","2015","no migration background","2577","0.144490650735144","0.139515318564004","0.149465982906285"
"Yes","2015","direct migration background","583","0.129239286495782","0.11922648966377","0.139252083327795"
"Yes","2015","indirect migration background","194","0.108785483782124","0.0936557629681868","0.123915204596062"
"No","2015","no migration background","16606","0.855509349264856","0.850534017093715","0.860484681435997"
"No","2015","direct migration background","3729","0.870760713504218","0.860747916672205","0.88077351033623"
"No","2015","indirect migration background","1433","0.891214516217876","0.876084795403938","0.906344237031813"
"Yes","2016","no migration background","2380","0.140306453995425","0.135221042484791","0.145391865506058"
"Yes","2016","direct migration background","646","0.121447740151614","0.112204127232115","0.130691353071113"
"Yes","2016","indirect migration background","194","0.10281776343099","0.0876878298231686","0.117947697038812"
"No","2016","no migration background","15537","0.859693546004575","0.854608134493942","0.864778957515209"
"No","2016","direct migration background","4151","0.878552259848386","0.869308646928887","0.887795872767885"
"No","2016","indirect migration background","1354","0.89718223656901","0.882052302961188","0.912312170176831"
"Yes","2017","no migration background","2774","0.142949561881138","0.1381320873384","0.147767036423876"
"Yes","2017","direct migration background","616","0.149127322542101","0.138817718989363","0.159436926094839"
"Yes","2017","indirect migration background","207","0.117968952490825","0.1025898661002","0.13334803888145"
"No","2017","no migration background","17505","0.857050438118862","0.852232963576124","0.8618679126616"
"No","2017","direct migration background","3970","0.850872677457899","0.840563073905161","0.861182281010637"
"No","2017","indirect migration background","1483","0.882031047509175","0.86665196111855","0.8974101338998"
"Yes","2018","no migration background","2672","0.145578099447952","0.140638363023315","0.150517835872589"
"Yes","2018","direct migration background","576","0.128462508879832","0.118561133845565","0.1383638839141"
"Yes","2018","indirect migration background","201","0.118408287007001","0.103040757814761","0.133775816199241"
"No","2018","no migration background","16910","0.854421900552048","0.849482164127411","0.859361636976685"
"No","2018","direct migration background","3811","0.871537491120168","0.8616361160859","0.881438866154435"
"No","2018","indirect migration background","1497","0.881591712992999","0.866224183800759","0.896959242185239"
"Yes","2019","no migration background","2762","0.145848935532948","0.140991328444475","0.150706542621421"
"Yes","2019","direct migration background","508","0.12450379260311","0.114074949078535","0.134932636127686"
"Yes","2019","indirect migration background","207","0.122675223261851","0.107075746647215","0.138274699876486"
"No","2019","no migration background","17519","0.854151064467052","0.84929345737858","0.859008671555525"
"No","2019","direct migration background","3342","0.875496207396889","0.865067363872314","0.885925050921465"
"No","2019","indirect migration background","1492","0.877324776738149","0.861725300123514","0.892924253352785"
