"ple0053","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","1988","Brandenburg","vocational + Abi","","","",""
"No","1988","Brandenburg","higher vocational","","","",""
"No","1988","Brandenburg","higher education","","","",""
"No","1988","Mecklenburg-Western Pomerania","in school","","","",""
"No","1988","Mecklenburg-Western Pomerania","inadequately","","","",""
"No","1988","Mecklenburg-Western Pomerania","general elemantary","","","",""
"No","1988","Mecklenburg-Western Pomerania","middle vocational","","","",""
"No","1988","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"No","1988","Mecklenburg-Western Pomerania","higher vocational","","","",""
"No","1988","Mecklenburg-Western Pomerania","higher education","","","",""
"No","1988","Saxony","in school","","","",""
"No","1988","Saxony","inadequately","","","",""
"No","1988","Saxony","general elemantary","","","",""
"No","1988","Saxony","middle vocational","","","",""
"No","1988","Saxony","vocational + Abi","","","",""
"No","1988","Saxony","higher vocational","","","",""
"No","1988","Saxony","higher education","","","",""
"No","1988","Saxony-Anhalt","in school","","","",""
"No","1988","Saxony-Anhalt","inadequately","","","",""
"No","1988","Saxony-Anhalt","general elemantary","","","",""
"No","1988","Saxony-Anhalt","middle vocational","","","",""
"No","1988","Saxony-Anhalt","vocational + Abi","","","",""
"No","1988","Saxony-Anhalt","higher vocational","","","",""
"No","1988","Saxony-Anhalt","higher education","","","",""
"No","1988","Thuringia","in school","","","",""
"No","1988","Thuringia","inadequately","","","",""
"No","1988","Thuringia","general elemantary","","","",""
"No","1988","Thuringia","middle vocational","","","",""
"No","1988","Thuringia","vocational + Abi","","","",""
"No","1988","Thuringia","higher vocational","","","",""
"No","1988","Thuringia","higher education","","","",""
"Yes","1989","Schleswig-Holstein","in school","1","","",""
"Yes","1989","Schleswig-Holstein","inadequately","","","",""
"Yes","1989","Schleswig-Holstein","general elemantary","11","","",""
"Yes","1989","Schleswig-Holstein","middle vocational","24","","",""
"Yes","1989","Schleswig-Holstein","vocational + Abi","2","","",""
"Yes","1989","Schleswig-Holstein","higher vocational","3","","",""
"Yes","1989","Schleswig-Holstein","higher education","1","","",""
"Yes","1989","Hamburg","in school","","","",""
"Yes","1989","Hamburg","inadequately","1","","",""
"Yes","1989","Hamburg","general elemantary","6","","",""
"Yes","1989","Hamburg","middle vocational","8","","",""
"Yes","1989","Hamburg","vocational + Abi","","","",""
"Yes","1989","Hamburg","higher vocational","2","","",""
"Yes","1989","Hamburg","higher education","2","","",""
"Yes","1989","Lower Saxony","in school","","","",""
"Yes","1989","Lower Saxony","inadequately","10","","",""
"Yes","1989","Lower Saxony","general elemantary","44","0.175378797239623","0.129678074851193","0.221079519628054"
"Yes","1989","Lower Saxony","middle vocational","71","0.161813785981621","0.129597590720603","0.19402998124264"
"Yes","1989","Lower Saxony","vocational + Abi","3","","",""
"Yes","1989","Lower Saxony","higher vocational","11","","",""
"Yes","1989","Lower Saxony","higher education","6","","",""
"Yes","1989","Bremen","in school","","","",""
"Yes","1989","Bremen","inadequately","1","","",""
"Yes","1989","Bremen","general elemantary","5","","",""
"Yes","1989","Bremen","middle vocational","8","","",""
"Yes","1989","Bremen","vocational + Abi","","","",""
"Yes","1989","Bremen","higher vocational","1","","",""
"Yes","1989","Bremen","higher education","","","",""
"Yes","1989","North Rhine-Westphalia","in school","5","","",""
"Yes","1989","North Rhine-Westphalia","inadequately","29","","",""
"Yes","1989","North Rhine-Westphalia","general elemantary","69","0.104097871697555","0.0804011121917431","0.127794631203366"
"Yes","1989","North Rhine-Westphalia","middle vocational","154","0.126347463017789","0.107951387247048","0.14474353878853"
"Yes","1989","North Rhine-Westphalia","vocational + Abi","10","","",""
"Yes","1989","North Rhine-Westphalia","higher vocational","16","","",""
"Yes","1989","North Rhine-Westphalia","higher education","15","","",""
"Yes","1989","Hesse","in school","","","",""
"Yes","1989","Hesse","inadequately","5","","",""
"Yes","1989","Hesse","general elemantary","41","0.156024895782943","0.112820770764593","0.199229020801293"
"Yes","1989","Hesse","middle vocational","54","0.128557736667789","0.0982978302728543","0.158817643062723"
"Yes","1989","Hesse","vocational + Abi","3","","",""
"Yes","1989","Hesse","higher vocational","5","","",""
"Yes","1989","Hesse","higher education","6","","",""
"Yes","1989","Rhineland-Palatinate,Saarland","in school","1","","",""
"Yes","1989","Rhineland-Palatinate,Saarland","inadequately","8","","",""
"Yes","1989","Rhineland-Palatinate,Saarland","general elemantary","26","","",""
"Yes","1989","Rhineland-Palatinate,Saarland","middle vocational","42","0.122119187596984","0.0872132367692876","0.15702513842468"
"Yes","1989","Rhineland-Palatinate,Saarland","vocational + Abi","1","","",""
"Yes","1989","Rhineland-Palatinate,Saarland","higher vocational","2","","",""
"Yes","1989","Rhineland-Palatinate,Saarland","higher education","2","","",""
"Yes","1989","Baden-Württemberg","in school","1","","",""
"Yes","1989","Baden-Württemberg","inadequately","29","","",""
"Yes","1989","Baden-Württemberg","general elemantary","73","0.153103075088135","0.122871757570893","0.183334392605376"
"Yes","1989","Baden-Württemberg","middle vocational","89","0.116675631635179","0.0942608161401834","0.139090447130175"
"Yes","1989","Baden-Württemberg","vocational + Abi","5","","",""
"Yes","1989","Baden-Württemberg","higher vocational","9","","",""
"Yes","1989","Baden-Württemberg","higher education","8","","",""
"Yes","1989","Bavaria","in school","2","","",""
"Yes","1989","Bavaria","inadequately","5","","",""
"Yes","1989","Bavaria","general elemantary","56","0.151541880096418","0.117208021024518","0.185875739168317"
"Yes","1989","Bavaria","middle vocational","88","0.112394878184889","0.0906299624290641","0.134159793940714"
"Yes","1989","Bavaria","vocational + Abi","6","","",""
"Yes","1989","Bavaria","higher vocational","6","","",""
"Yes","1989","Bavaria","higher education","10","","",""
"Yes","1989","Berlin","in school","","","",""
"Yes","1989","Berlin","inadequately","4","","",""
"Yes","1989","Berlin","general elemantary","7","","",""
"Yes","1989","Berlin","middle vocational","15","","",""
"Yes","1989","Berlin","vocational + Abi","1","","",""
"Yes","1989","Berlin","higher vocational","4","","",""
"Yes","1989","Berlin","higher education","1","","",""
"Yes","1989","Brandenburg","in school","","","",""
"Yes","1989","Brandenburg","inadequately","","","",""
"Yes","1989","Brandenburg","general elemantary","","","",""
"Yes","1989","Brandenburg","middle vocational","","","",""
"Yes","1989","Brandenburg","vocational + Abi","","","",""
"Yes","1989","Brandenburg","higher vocational","","","",""
"Yes","1989","Brandenburg","higher education","","","",""
"Yes","1989","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","1989","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","1989","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Yes","1989","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Yes","1989","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Yes","1989","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Yes","1989","Mecklenburg-Western Pomerania","higher education","","","",""
"Yes","1989","Saxony","in school","","","",""
"Yes","1989","Saxony","inadequately","","","",""
"Yes","1989","Saxony","general elemantary","","","",""
"Yes","1989","Saxony","middle vocational","","","",""
"Yes","1989","Saxony","vocational + Abi","","","",""
"Yes","1989","Saxony","higher vocational","","","",""
"Yes","1989","Saxony","higher education","","","",""
"Yes","1989","Saxony-Anhalt","in school","","","",""
"Yes","1989","Saxony-Anhalt","inadequately","","","",""
"Yes","1989","Saxony-Anhalt","general elemantary","","","",""
"Yes","1989","Saxony-Anhalt","middle vocational","","","",""
"Yes","1989","Saxony-Anhalt","vocational + Abi","","","",""
"Yes","1989","Saxony-Anhalt","higher vocational","","","",""
"Yes","1989","Saxony-Anhalt","higher education","","","",""
"Yes","1989","Thuringia","in school","","","",""
"Yes","1989","Thuringia","inadequately","","","",""
"Yes","1989","Thuringia","general elemantary","","","",""
"Yes","1989","Thuringia","middle vocational","","","",""
"Yes","1989","Thuringia","vocational + Abi","","","",""
"Yes","1989","Thuringia","higher vocational","","","",""
"Yes","1989","Thuringia","higher education","","","",""
"No","1989","Schleswig-Holstein","in school","3","","",""
"No","1989","Schleswig-Holstein","inadequately","9","","",""
"No","1989","Schleswig-Holstein","general elemantary","53","0.830553477469056","0.738644436443761","0.92246251849435"
"No","1989","Schleswig-Holstein","middle vocational","144","0.851893945266196","0.798181784649038","0.905606105883355"
"No","1989","Schleswig-Holstein","vocational + Abi","10","","",""
"No","1989","Schleswig-Holstein","higher vocational","22","","",""
"No","1989","Schleswig-Holstein","higher education","16","","",""
"No","1989","Hamburg","in school","2","","",""
"No","1989","Hamburg","inadequately","9","","",""
"No","1989","Hamburg","general elemantary","35","0.825824069266961","0.709734285863154","0.941913852670769"
"No","1989","Hamburg","middle vocational","93","0.939494505859629","0.892996756458714","0.985992255260545"
"No","1989","Hamburg","vocational + Abi","10","","",""
"No","1989","Hamburg","higher vocational","14","","",""
"No","1989","Hamburg","higher education","11","","",""
"No","1989","Lower Saxony","in school","14","","",""
"No","1989","Lower Saxony","inadequately","35","0.722408446562918","0.591569702880321","0.853247190245515"
"No","1989","Lower Saxony","general elemantary","222","0.824621202760377","0.778920480371946","0.870321925148807"
"No","1989","Lower Saxony","middle vocational","431","0.838186214018379","0.80597001875736","0.870402409279397"
"No","1989","Lower Saxony","vocational + Abi","19","","",""
"No","1989","Lower Saxony","higher vocational","52","0.811566867802308","0.715002121417929","0.908131614186687"
"No","1989","Lower Saxony","higher education","68","0.896741054406399","0.827409713357937","0.966072395454862"
"No","1989","Bremen","in school","","","",""
"No","1989","Bremen","inadequately","3","","",""
"No","1989","Bremen","general elemantary","28","","",""
"No","1989","Bremen","middle vocational","45","0.833607546673381","0.733340600556408","0.933874492790353"
"No","1989","Bremen","vocational + Abi","6","","",""
"No","1989","Bremen","higher vocational","3","","",""
"No","1989","Bremen","higher education","6","","",""
"No","1989","North Rhine-Westphalia","in school","68","0.944377094911792","0.891801255252813","0.996952934570771"
"No","1989","North Rhine-Westphalia","inadequately","161","0.867258463577603","0.81901383313774","0.915503094017466"
"No","1989","North Rhine-Westphalia","general elemantary","569","0.895902128302445","0.872205368796634","0.919598887808257"
"No","1989","North Rhine-Westphalia","middle vocational","1099","0.873652536982211","0.85525646121147","0.892048612752952"
"No","1989","North Rhine-Westphalia","vocational + Abi","71","0.839600249488627","0.759682415393621","0.919518083583633"
"No","1989","North Rhine-Westphalia","higher vocational","121","0.886554215405722","0.833449310127286","0.939659120684159"
"No","1989","North Rhine-Westphalia","higher education","186","0.918342943850659","0.880485667226162","0.956200220475156"
"No","1989","Hesse","in school","15","","",""
"No","1989","Hesse","inadequately","69","0.891223335636608","0.820282977864444","0.962163693408772"
"No","1989","Hesse","general elemantary","230","0.843975104217057","0.800770979198707","0.887179229235407"
"No","1989","Hesse","middle vocational","416","0.871442263332211","0.841182356937277","0.901702169727146"
"No","1989","Hesse","vocational + Abi","30","0.971378839104677","0.914489739150513","1.02826793905884"
"No","1989","Hesse","higher vocational","37","0.844061166172725","0.734340724630834","0.953781607714617"
"No","1989","Hesse","higher education","74","0.930905883957843","0.87533126192408","0.986480505991606"
"No","1989","Rhineland-Palatinate,Saarland","in school","3","","",""
"No","1989","Rhineland-Palatinate,Saarland","inadequately","33","0.898523958266327","0.806096129162164","0.990951787370489"
"No","1989","Rhineland-Palatinate,Saarland","general elemantary","195","0.880842059215332","0.838128823672012","0.923555294758653"
"No","1989","Rhineland-Palatinate,Saarland","middle vocational","296","0.877880812403016","0.84297486157532","0.912786763230712"
"No","1989","Rhineland-Palatinate,Saarland","vocational + Abi","11","","",""
"No","1989","Rhineland-Palatinate,Saarland","higher vocational","24","","",""
"No","1989","Rhineland-Palatinate,Saarland","higher education","35","0.952758057616616","0.884398000491341","1.02111811474189"
"No","1989","Baden-Württemberg","in school","20","","",""
"No","1989","Baden-Württemberg","inadequately","166","0.80600466358759","0.750504379319993","0.861504947855187"
"No","1989","Baden-Württemberg","general elemantary","472","0.846896924911865","0.816665607394624","0.877128242429107"
"No","1989","Baden-Württemberg","middle vocational","699","0.883324368364821","0.860909552869825","0.905739183859817"
"No","1989","Baden-Württemberg","vocational + Abi","51","0.943537746245662","0.883085447252315","1.00399004523901"
"No","1989","Baden-Württemberg","higher vocational","83","0.899064171978856","0.837507915854745","0.960620428102966"
"No","1989","Baden-Württemberg","higher education","93","0.890372375541591","0.829442085643407","0.951302665439775"
"No","1989","Bavaria","in school","34","0.942625359785412","0.866658112812732","1.01859260675809"
"No","1989","Bavaria","inadequately","56","0.955746987424031","0.904137913875861","1.0073560609722"
"No","1989","Bavaria","general elemantary","363","0.848458119903582","0.814124260831683","0.882791978975482"
"No","1989","Bavaria","middle vocational","721","0.887605121815111","0.865840206059286","0.909370037570936"
"No","1989","Bavaria","vocational + Abi","40","0.839532294142111","0.733464948566156","0.945599639718065"
"No","1989","Bavaria","higher vocational","83","0.933812825895729","0.882162873621751","0.985462778169706"
"No","1989","Bavaria","higher education","124","0.897483970111234","0.846126345146211","0.948841595076257"
"No","1989","Berlin","in school","4","","",""
"No","1989","Berlin","inadequately","23","","",""
"No","1989","Berlin","general elemantary","77","0.933474469323068","0.880183472488342","0.986765466157794"
"No","1989","Berlin","middle vocational","126","0.896716430822528","0.846484286572911","0.946948575072145"
"No","1989","Berlin","vocational + Abi","11","","",""
"No","1989","Berlin","higher vocational","16","","",""
"No","1989","Berlin","higher education","33","0.959587698565492","0.893395354606357","1.02578004252463"
"No","1989","Brandenburg","in school","","","",""
"No","1989","Brandenburg","inadequately","","","",""
"No","1989","Brandenburg","general elemantary","","","",""
"No","1989","Brandenburg","middle vocational","","","",""
"No","1989","Brandenburg","vocational + Abi","","","",""
"No","1989","Brandenburg","higher vocational","","","",""
"No","1989","Brandenburg","higher education","","","",""
"No","1989","Mecklenburg-Western Pomerania","in school","","","",""
"No","1989","Mecklenburg-Western Pomerania","inadequately","","","",""
"No","1989","Mecklenburg-Western Pomerania","general elemantary","","","",""
"No","1989","Mecklenburg-Western Pomerania","middle vocational","","","",""
"No","1989","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"No","1989","Mecklenburg-Western Pomerania","higher vocational","","","",""
"No","1989","Mecklenburg-Western Pomerania","higher education","","","",""
"No","1989","Saxony","in school","","","",""
"No","1989","Saxony","inadequately","","","",""
"No","1989","Saxony","general elemantary","","","",""
"No","1989","Saxony","middle vocational","","","",""
"No","1989","Saxony","vocational + Abi","","","",""
"No","1989","Saxony","higher vocational","","","",""
"No","1989","Saxony","higher education","","","",""
"No","1989","Saxony-Anhalt","in school","","","",""
"No","1989","Saxony-Anhalt","inadequately","","","",""
"No","1989","Saxony-Anhalt","general elemantary","","","",""
"No","1989","Saxony-Anhalt","middle vocational","","","",""
"No","1989","Saxony-Anhalt","vocational + Abi","","","",""
"No","1989","Saxony-Anhalt","higher vocational","","","",""
"No","1989","Saxony-Anhalt","higher education","","","",""
"No","1989","Thuringia","in school","","","",""
"No","1989","Thuringia","inadequately","","","",""
"No","1989","Thuringia","general elemantary","","","",""
"No","1989","Thuringia","middle vocational","","","",""
"No","1989","Thuringia","vocational + Abi","","","",""
"No","1989","Thuringia","higher vocational","","","",""
"No","1989","Thuringia","higher education","","","",""
"Yes","1990","Schleswig-Holstein","in school","","","",""
"Yes","1990","Schleswig-Holstein","inadequately","","","",""
"Yes","1990","Schleswig-Holstein","general elemantary","","","",""
"Yes","1990","Schleswig-Holstein","middle vocational","","","",""
"Yes","1990","Schleswig-Holstein","vocational + Abi","","","",""
"Yes","1990","Schleswig-Holstein","higher vocational","","","",""
"Yes","1990","Schleswig-Holstein","higher education","","","",""
"Yes","1990","Hamburg","in school","","","",""
"Yes","1990","Hamburg","inadequately","","","",""
"Yes","1990","Hamburg","general elemantary","","","",""
"Yes","1990","Hamburg","middle vocational","","","",""
"Yes","1990","Hamburg","vocational + Abi","","","",""
"Yes","1990","Hamburg","higher vocational","","","",""
"Yes","1990","Hamburg","higher education","","","",""
"Yes","1990","Lower Saxony","in school","","","",""
"Yes","1990","Lower Saxony","inadequately","","","",""
"Yes","1990","Lower Saxony","general elemantary","","","",""
"Yes","1990","Lower Saxony","middle vocational","","","",""
"Yes","1990","Lower Saxony","vocational + Abi","","","",""
"Yes","1990","Lower Saxony","higher vocational","","","",""
"Yes","1990","Lower Saxony","higher education","","","",""
"Yes","1990","Bremen","in school","","","",""
"Yes","1990","Bremen","inadequately","","","",""
"Yes","1990","Bremen","general elemantary","","","",""
"Yes","1990","Bremen","middle vocational","","","",""
"Yes","1990","Bremen","vocational + Abi","","","",""
"Yes","1990","Bremen","higher vocational","","","",""
"Yes","1990","Bremen","higher education","","","",""
"Yes","1990","North Rhine-Westphalia","in school","","","",""
"Yes","1990","North Rhine-Westphalia","inadequately","","","",""
"Yes","1990","North Rhine-Westphalia","general elemantary","","","",""
"Yes","1990","North Rhine-Westphalia","middle vocational","","","",""
"Yes","1990","North Rhine-Westphalia","vocational + Abi","","","",""
"Yes","1990","North Rhine-Westphalia","higher vocational","","","",""
"Yes","1990","North Rhine-Westphalia","higher education","","","",""
"Yes","1990","Hesse","in school","","","",""
"Yes","1990","Hesse","inadequately","","","",""
"Yes","1990","Hesse","general elemantary","","","",""
"Yes","1990","Hesse","middle vocational","","","",""
"Yes","1990","Hesse","vocational + Abi","","","",""
"Yes","1990","Hesse","higher vocational","","","",""
"Yes","1990","Hesse","higher education","","","",""
"Yes","1990","Rhineland-Palatinate,Saarland","in school","","","",""
"Yes","1990","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Yes","1990","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"Yes","1990","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"Yes","1990","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Yes","1990","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Yes","1990","Rhineland-Palatinate,Saarland","higher education","","","",""
"Yes","1990","Baden-Württemberg","in school","","","",""
"Yes","1990","Baden-Württemberg","inadequately","","","",""
"Yes","1990","Baden-Württemberg","general elemantary","","","",""
"Yes","1990","Baden-Württemberg","middle vocational","","","",""
"Yes","1990","Baden-Württemberg","vocational + Abi","","","",""
"Yes","1990","Baden-Württemberg","higher vocational","","","",""
"Yes","1990","Baden-Württemberg","higher education","","","",""
"Yes","1990","Bavaria","in school","","","",""
"Yes","1990","Bavaria","inadequately","","","",""
"Yes","1990","Bavaria","general elemantary","","","",""
"Yes","1990","Bavaria","middle vocational","","","",""
"Yes","1990","Bavaria","vocational + Abi","","","",""
"Yes","1990","Bavaria","higher vocational","","","",""
"Yes","1990","Bavaria","higher education","","","",""
"Yes","1990","Berlin","in school","","","",""
"Yes","1990","Berlin","inadequately","","","",""
"Yes","1990","Berlin","general elemantary","","","",""
"Yes","1990","Berlin","middle vocational","","","",""
"Yes","1990","Berlin","vocational + Abi","","","",""
"Yes","1990","Berlin","higher vocational","","","",""
"Yes","1990","Berlin","higher education","","","",""
"Yes","1990","Brandenburg","in school","","","",""
"Yes","1990","Brandenburg","inadequately","","","",""
"Yes","1990","Brandenburg","general elemantary","","","",""
"Yes","1990","Brandenburg","middle vocational","","","",""
"Yes","1990","Brandenburg","vocational + Abi","","","",""
"Yes","1990","Brandenburg","higher vocational","","","",""
"Yes","1990","Brandenburg","higher education","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","middle vocational","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Yes","1990","Mecklenburg-Western Pomerania","higher education","","","",""
"Yes","1990","Saxony","in school","","","",""
"Yes","1990","Saxony","inadequately","","","",""
"Yes","1990","Saxony","general elemantary","","","",""
"Yes","1990","Saxony","middle vocational","","","",""
"Yes","1990","Saxony","vocational + Abi","","","",""
"Yes","1990","Saxony","higher vocational","","","",""
"Yes","1990","Saxony","higher education","","","",""
"Yes","1990","Saxony-Anhalt","in school","","","",""
"Yes","1990","Saxony-Anhalt","inadequately","","","",""
"Yes","1990","Saxony-Anhalt","general elemantary","","","",""
"Yes","1990","Saxony-Anhalt","middle vocational","","","",""
"Yes","1990","Saxony-Anhalt","vocational + Abi","","","",""
"Yes","1990","Saxony-Anhalt","higher vocational","","","",""
"Yes","1990","Saxony-Anhalt","higher education","","","",""
"Yes","1990","Thuringia","in school","","","",""
"Yes","1990","Thuringia","inadequately","","","",""
"Yes","1990","Thuringia","general elemantary","","","",""
"Yes","1990","Thuringia","middle vocational","","","",""
"Yes","1990","Thuringia","vocational + Abi","","","",""
"Yes","1990","Thuringia","higher vocational","","","",""
"Yes","1990","Thuringia","higher education","","","",""
"No","1990","Schleswig-Holstein","in school","","","",""
"No","1990","Schleswig-Holstein","inadequately","","","",""
"No","1990","Schleswig-Holstein","general elemantary","","","",""
"No","1990","Schleswig-Holstein","middle vocational","","","",""
"No","1990","Schleswig-Holstein","vocational + Abi","","","",""
"No","1990","Schleswig-Holstein","higher vocational","","","",""
"No","1990","Schleswig-Holstein","higher education","","","",""
"No","1990","Hamburg","in school","","","",""
"No","1990","Hamburg","inadequately","","","",""
"No","1990","Hamburg","general elemantary","","","",""
"No","1990","Hamburg","middle vocational","","","",""
"No","1990","Hamburg","vocational + Abi","","","",""
"No","1990","Hamburg","higher vocational","","","",""
"No","1990","Hamburg","higher education","","","",""
"No","1990","Lower Saxony","in school","","","",""
"No","1990","Lower Saxony","inadequately","","","",""
"No","1990","Lower Saxony","general elemantary","","","",""
"No","1990","Lower Saxony","middle vocational","","","",""
"No","1990","Lower Saxony","vocational + Abi","","","",""
"No","1990","Lower Saxony","higher vocational","","","",""
"No","1990","Lower Saxony","higher education","","","",""
"No","1990","Bremen","in school","","","",""
"No","1990","Bremen","inadequately","","","",""
"No","1990","Bremen","general elemantary","","","",""
"No","1990","Bremen","middle vocational","","","",""
"No","1990","Bremen","vocational + Abi","","","",""
"No","1990","Bremen","higher vocational","","","",""
"No","1990","Bremen","higher education","","","",""
"No","1990","North Rhine-Westphalia","in school","","","",""
"No","1990","North Rhine-Westphalia","inadequately","","","",""
"No","1990","North Rhine-Westphalia","general elemantary","","","",""
"No","1990","North Rhine-Westphalia","middle vocational","","","",""
"No","1990","North Rhine-Westphalia","vocational + Abi","","","",""
"No","1990","North Rhine-Westphalia","higher vocational","","","",""
"No","1990","North Rhine-Westphalia","higher education","","","",""
"No","1990","Hesse","in school","","","",""
"No","1990","Hesse","inadequately","","","",""
"No","1990","Hesse","general elemantary","","","",""
"No","1990","Hesse","middle vocational","","","",""
"No","1990","Hesse","vocational + Abi","","","",""
"No","1990","Hesse","higher vocational","","","",""
"No","1990","Hesse","higher education","","","",""
"No","1990","Rhineland-Palatinate,Saarland","in school","","","",""
"No","1990","Rhineland-Palatinate,Saarland","inadequately","","","",""
"No","1990","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"No","1990","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"No","1990","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"No","1990","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"No","1990","Rhineland-Palatinate,Saarland","higher education","","","",""
"No","1990","Baden-Württemberg","in school","","","",""
"No","1990","Baden-Württemberg","inadequately","","","",""
"No","1990","Baden-Württemberg","general elemantary","","","",""
"No","1990","Baden-Württemberg","middle vocational","","","",""
"No","1990","Baden-Württemberg","vocational + Abi","","","",""
"No","1990","Baden-Württemberg","higher vocational","","","",""
"No","1990","Baden-Württemberg","higher education","","","",""
"No","1990","Bavaria","in school","","","",""
"No","1990","Bavaria","inadequately","","","",""
"No","1990","Bavaria","general elemantary","","","",""
"No","1990","Bavaria","middle vocational","","","",""
"No","1990","Bavaria","vocational + Abi","","","",""
"No","1990","Bavaria","higher vocational","","","",""
"No","1990","Bavaria","higher education","","","",""
"No","1990","Berlin","in school","","","",""
"No","1990","Berlin","inadequately","","","",""
"No","1990","Berlin","general elemantary","","","",""
"No","1990","Berlin","middle vocational","","","",""
"No","1990","Berlin","vocational + Abi","","","",""
"No","1990","Berlin","higher vocational","","","",""
"No","1990","Berlin","higher education","","","",""
"No","1990","Brandenburg","in school","","","",""
"No","1990","Brandenburg","inadequately","","","",""
"No","1990","Brandenburg","general elemantary","","","",""
"No","1990","Brandenburg","middle vocational","","","",""
"No","1990","Brandenburg","vocational + Abi","","","",""
"No","1990","Brandenburg","higher vocational","","","",""
"No","1990","Brandenburg","higher education","","","",""
"No","1990","Mecklenburg-Western Pomerania","in school","","","",""
"No","1990","Mecklenburg-Western Pomerania","inadequately","","","",""
"No","1990","Mecklenburg-Western Pomerania","general elemantary","","","",""
"No","1990","Mecklenburg-Western Pomerania","middle vocational","","","",""
"No","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"No","1990","Mecklenburg-Western Pomerania","higher vocational","","","",""
"No","1990","Mecklenburg-Western Pomerania","higher education","","","",""
"No","1990","Saxony","in school","","","",""
"No","1990","Saxony","inadequately","","","",""
"No","1990","Saxony","general elemantary","","","",""
"No","1990","Saxony","middle vocational","","","",""
"No","1990","Saxony","vocational + Abi","","","",""
"No","1990","Saxony","higher vocational","","","",""
"No","1990","Saxony","higher education","","","",""
"No","1990","Saxony-Anhalt","in school","","","",""
"No","1990","Saxony-Anhalt","inadequately","","","",""
"No","1990","Saxony-Anhalt","general elemantary","","","",""
"No","1990","Saxony-Anhalt","middle vocational","","","",""
"No","1990","Saxony-Anhalt","vocational + Abi","","","",""
"No","1990","Saxony-Anhalt","higher vocational","","","",""
"No","1990","Saxony-Anhalt","higher education","","","",""
"No","1990","Thuringia","in school","","","",""
"No","1990","Thuringia","inadequately","","","",""
"No","1990","Thuringia","general elemantary","","","",""
"No","1990","Thuringia","middle vocational","","","",""
"No","1990","Thuringia","vocational + Abi","","","",""
"No","1990","Thuringia","higher vocational","","","",""
"No","1990","Thuringia","higher education","","","",""
"Yes","1991","Schleswig-Holstein","in school","1","","",""
"Yes","1991","Schleswig-Holstein","inadequately","2","","",""
"Yes","1991","Schleswig-Holstein","general elemantary","6","","",""
"Yes","1991","Schleswig-Holstein","middle vocational","24","","",""
"Yes","1991","Schleswig-Holstein","vocational + Abi","2","","",""
"Yes","1991","Schleswig-Holstein","higher vocational","2","","",""
"Yes","1991","Schleswig-Holstein","higher education","1","","",""
"Yes","1991","Hamburg","in school","","","",""
"Yes","1991","Hamburg","inadequately","","","",""
"Yes","1991","Hamburg","general elemantary","2","","",""
"Yes","1991","Hamburg","middle vocational","12","","",""
"Yes","1991","Hamburg","vocational + Abi","","","",""
"Yes","1991","Hamburg","higher vocational","","","",""
"Yes","1991","Hamburg","higher education","2","","",""
"Yes","1991","Lower Saxony","in school","1","","",""
"Yes","1991","Lower Saxony","inadequately","5","","",""
"Yes","1991","Lower Saxony","general elemantary","36","0.141424521968892","0.0975217433303152","0.185327300607468"
"Yes","1991","Lower Saxony","middle vocational","51","0.106649264725917","0.0794576233401475","0.133840906111686"
"Yes","1991","Lower Saxony","vocational + Abi","3","","",""
"Yes","1991","Lower Saxony","higher vocational","5","","",""
"Yes","1991","Lower Saxony","higher education","8","","",""
"Yes","1991","Bremen","in school","","","",""
"Yes","1991","Bremen","inadequately","1","","",""
"Yes","1991","Bremen","general elemantary","4","","",""
"Yes","1991","Bremen","middle vocational","7","","",""
"Yes","1991","Bremen","vocational + Abi","1","","",""
"Yes","1991","Bremen","higher vocational","2","","",""
"Yes","1991","Bremen","higher education","","","",""
"Yes","1991","North Rhine-Westphalia","in school","3","","",""
"Yes","1991","North Rhine-Westphalia","inadequately","18","","",""
"Yes","1991","North Rhine-Westphalia","general elemantary","84","0.156621634356766","0.127732574728001","0.18551069398553"
