"ple0053","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2000","Mecklenburg-Western Pomerania","middle vocational","286","0.886424488699995","0.852138761512557","0.920710215887434"
"No","2000","Mecklenburg-Western Pomerania","vocational + Abi","8","","",""
"No","2000","Mecklenburg-Western Pomerania","higher vocational","37","0.875674464049109","0.775887236048722","0.975461692049495"
"No","2000","Mecklenburg-Western Pomerania","higher education","107","0.839900927599252","0.775358441971283","0.90444341322722"
"No","2000","Saxony","in school","34","0.950763053841379","0.880085982797081","1.02144012488568"
"No","2000","Saxony","inadequately","4","","",""
"No","2000","Saxony","general elemantary","136","0.851431822022507","0.796149361256197","0.906714282788818"
"No","2000","Saxony","middle vocational","910","0.894581880275854","0.875652334423088","0.913511426128619"
"No","2000","Saxony","vocational + Abi","44","0.954810930273225","0.896048078532505","1.01357378201395"
"No","2000","Saxony","higher vocational","128","0.873622462566996","0.820090388074772","0.92715453705922"
"No","2000","Saxony","higher education","339","0.899890070927039","0.869511610231064","0.930268531623013"
"No","2000","Saxony-Anhalt","in school","22","","",""
"No","2000","Saxony-Anhalt","inadequately","4","","",""
"No","2000","Saxony-Anhalt","general elemantary","81","0.810790111854973","0.733636434603072","0.887943789106874"
"No","2000","Saxony-Anhalt","middle vocational","488","0.872000536439838","0.844330066925516","0.89967100595416"
"No","2000","Saxony-Anhalt","vocational + Abi","26","","",""
"No","2000","Saxony-Anhalt","higher vocational","93","0.825633410079405","0.755983440379179","0.89528337977963"
"No","2000","Saxony-Anhalt","higher education","203","0.841032106535471","0.794082589634411","0.887981623436531"
"No","2000","Thuringia","in school","24","","",""
"No","2000","Thuringia","inadequately","2","","",""
"No","2000","Thuringia","general elemantary","70","0.902539504542084","0.837138869865126","0.967940139219042"
"No","2000","Thuringia","middle vocational","583","0.855871190632258","0.829296609104497","0.882445772160019"
"No","2000","Thuringia","vocational + Abi","14","","",""
"No","2000","Thuringia","higher vocational","75","0.799582194946559","0.716414857926302","0.882749531966816"
"No","2000","Thuringia","higher education","154","0.872373493632044","0.822936649643913","0.921810337620176"
"Yes","2001","Schleswig-Holstein","in school","","","",""
"Yes","2001","Schleswig-Holstein","inadequately","1","","",""
"Yes","2001","Schleswig-Holstein","general elemantary","7","","",""
"Yes","2001","Schleswig-Holstein","middle vocational","34","0.0872995210869159","0.0583808975169105","0.116218144656921"
"Yes","2001","Schleswig-Holstein","vocational + Abi","2","","",""
"Yes","2001","Schleswig-Holstein","higher vocational","6","","",""
"Yes","2001","Schleswig-Holstein","higher education","8","","",""
"Yes","2001","Hamburg","in school","","","",""
"Yes","2001","Hamburg","inadequately","","","",""
"Yes","2001","Hamburg","general elemantary","5","","",""
"Yes","2001","Hamburg","middle vocational","26","","",""
"Yes","2001","Hamburg","vocational + Abi","3","","",""
"Yes","2001","Hamburg","higher vocational","3","","",""
"Yes","2001","Hamburg","higher education","9","","",""
"Yes","2001","Lower Saxony","in school","2","","",""
"Yes","2001","Lower Saxony","inadequately","2","","",""
"Yes","2001","Lower Saxony","general elemantary","51","0.19426269350544","0.148961909311576","0.239563477699304"
"Yes","2001","Lower Saxony","middle vocational","140","0.139595590729795","0.118316740240486","0.160874441219104"
"Yes","2001","Lower Saxony","vocational + Abi","19","","",""
"Yes","2001","Lower Saxony","higher vocational","14","","",""
"Yes","2001","Lower Saxony","higher education","25","","",""
"Yes","2001","Bremen","in school","","","",""
"Yes","2001","Bremen","inadequately","","","",""
"Yes","2001","Bremen","general elemantary","3","","",""
"Yes","2001","Bremen","middle vocational","7","","",""
"Yes","2001","Bremen","vocational + Abi","2","","",""
"Yes","2001","Bremen","higher vocational","1","","",""
"Yes","2001","Bremen","higher education","2","","",""
"Yes","2001","North Rhine-Westphalia","in school","4","","",""
"Yes","2001","North Rhine-Westphalia","inadequately","14","","",""
"Yes","2001","North Rhine-Westphalia","general elemantary","95","0.130568551497587","0.105573309527205","0.155563793467969"
"Yes","2001","North Rhine-Westphalia","middle vocational","296","0.128510717507309","0.115051587644809","0.141969847369809"
"Yes","2001","North Rhine-Westphalia","vocational + Abi","32","0.0782294992448151","0.0489898429191481","0.107469155570482"
"Yes","2001","North Rhine-Westphalia","higher vocational","38","0.126934306490176","0.0923534248874601","0.161515188092893"
"Yes","2001","North Rhine-Westphalia","higher education","64","0.109300156633728","0.0851834120044016","0.133416901263055"
"Yes","2001","Hesse","in school","3","","",""
"Yes","2001","Hesse","inadequately","5","","",""
"Yes","2001","Hesse","general elemantary","35","0.145796428520232","0.101055677002025","0.190537180038439"
"Yes","2001","Hesse","middle vocational","93","0.142605219611931","0.117745316974236","0.167465122249626"
"Yes","2001","Hesse","vocational + Abi","17","","",""
"Yes","2001","Hesse","higher vocational","12","","",""
"Yes","2001","Hesse","higher education","20","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","in school","3","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","inadequately","3","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","general elemantary","30","0.148420602731178","0.10381259306496","0.193028612397397"
"Yes","2001","Rhineland-Palatinate,Saarland","middle vocational","103","0.143384840774114","0.118048206736658","0.168721474811569"
"Yes","2001","Rhineland-Palatinate,Saarland","vocational + Abi","7","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","higher vocational","12","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","higher education","19","","",""
"Yes","2001","Baden-Württemberg","in school","2","","",""
"Yes","2001","Baden-Württemberg","inadequately","7","","",""
"Yes","2001","Baden-Württemberg","general elemantary","71","0.164613623587322","0.133161205191304","0.196066041983339"
"Yes","2001","Baden-Württemberg","middle vocational","154","0.131122666076282","0.112426005399975","0.149819326752589"
"Yes","2001","Baden-Württemberg","vocational + Abi","10","","",""
"Yes","2001","Baden-Württemberg","higher vocational","28","","",""
"Yes","2001","Baden-Württemberg","higher education","31","0.0687813544568959","0.0428178774565183","0.0947448314572735"
"Yes","2001","Bavaria","in school","3","","",""
"Yes","2001","Bavaria","inadequately","4","","",""
"Yes","2001","Bavaria","general elemantary","55","0.116790108428743","0.0873441981836824","0.146236018673804"
"Yes","2001","Bavaria","middle vocational","209","0.125102088703016","0.109343018791108","0.140861158614924"
"Yes","2001","Bavaria","vocational + Abi","13","","",""
"Yes","2001","Bavaria","higher vocational","38","0.173125378733761","0.124853712600373","0.221397044867149"
"Yes","2001","Bavaria","higher education","43","0.107645315235093","0.0783852171996575","0.136905413270529"
"Yes","2001","Berlin","in school","3","","",""
"Yes","2001","Berlin","inadequately","1","","",""
"Yes","2001","Berlin","general elemantary","12","","",""
"Yes","2001","Berlin","middle vocational","29","","",""
"Yes","2001","Berlin","vocational + Abi","1","","",""
"Yes","2001","Berlin","higher vocational","8","","",""
"Yes","2001","Berlin","higher education","22","","",""
"Yes","2001","Brandenburg","in school","2","","",""
"Yes","2001","Brandenburg","inadequately","","","",""
"Yes","2001","Brandenburg","general elemantary","14","","",""
"Yes","2001","Brandenburg","middle vocational","52","0.0929186776662746","0.0670276583789393","0.11880969695361"
"Yes","2001","Brandenburg","vocational + Abi","5","","",""
"Yes","2001","Brandenburg","higher vocational","9","","",""
"Yes","2001","Brandenburg","higher education","28","","",""
"Yes","2001","Mecklenburg-Western Pomerania","in school","","","",""
"Yes","2001","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2001","Mecklenburg-Western Pomerania","general elemantary","5","","",""
"Yes","2001","Mecklenburg-Western Pomerania","middle vocational","39","0.133217224433386","0.0945711671643325","0.17186328170244"
"Yes","2001","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"Yes","2001","Mecklenburg-Western Pomerania","higher vocational","5","","",""
"Yes","2001","Mecklenburg-Western Pomerania","higher education","14","","",""
"Yes","2001","Saxony","in school","2","","",""
"Yes","2001","Saxony","inadequately","","","",""
"Yes","2001","Saxony","general elemantary","24","","",""
"Yes","2001","Saxony","middle vocational","109","0.117497762599165","0.0967574497211995","0.138238075477131"
"Yes","2001","Saxony","vocational + Abi","6","","",""
"Yes","2001","Saxony","higher vocational","11","","",""
"Yes","2001","Saxony","higher education","39","0.124813024645603","0.0907192672205835","0.158906782070623"
"Yes","2001","Saxony-Anhalt","in school","","","",""
"Yes","2001","Saxony-Anhalt","inadequately","","","",""
"Yes","2001","Saxony-Anhalt","general elemantary","19","","",""
"Yes","2001","Saxony-Anhalt","middle vocational","78","0.141115046458391","0.11147599402484","0.170754098891942"
"Yes","2001","Saxony-Anhalt","vocational + Abi","2","","",""
"Yes","2001","Saxony-Anhalt","higher vocational","14","","",""
"Yes","2001","Saxony-Anhalt","higher education","21","","",""
"Yes","2001","Thuringia","in school","2","","",""
"Yes","2001","Thuringia","inadequately","","","",""
"Yes","2001","Thuringia","general elemantary","6","","",""
"Yes","2001","Thuringia","middle vocational","75","0.144946489955182","0.117145629780741","0.172747350129623"
"Yes","2001","Thuringia","vocational + Abi","2","","",""
"Yes","2001","Thuringia","higher vocational","8","","",""
"Yes","2001","Thuringia","higher education","18","","",""
"No","2001","Schleswig-Holstein","in school","17","","",""
"No","2001","Schleswig-Holstein","inadequately","5","","",""
"No","2001","Schleswig-Holstein","general elemantary","85","0.920943699903781","0.865807229561248","0.976080170246314"
"No","2001","Schleswig-Holstein","middle vocational","332","0.912700478913084","0.883781855343079","0.941619102483089"
"No","2001","Schleswig-Holstein","vocational + Abi","30","0.881225174427817","0.769132107928813","0.993318240926821"
"No","2001","Schleswig-Holstein","higher vocational","46","0.80243340469025","0.694213367983912","0.910653441396588"
"No","2001","Schleswig-Holstein","higher education","72","0.874964421345976","0.802484936394932","0.947443906297021"
"No","2001","Hamburg","in school","3","","",""
"No","2001","Hamburg","inadequately","2","","",""
"No","2001","Hamburg","general elemantary","21","","",""
"No","2001","Hamburg","middle vocational","114","0.799176302108683","0.732815312821568","0.865537291395798"
"No","2001","Hamburg","vocational + Abi","12","","",""
"No","2001","Hamburg","higher vocational","16","","",""
"No","2001","Hamburg","higher education","60","0.871076740060808","0.792005710533551","0.950147769588065"
"No","2001","Lower Saxony","in school","46","0.975561789721059","0.931881092495553","1.01924248694656"
"No","2001","Lower Saxony","inadequately","26","","",""
"No","2001","Lower Saxony","general elemantary","242","0.80573730649456","0.760436522300696","0.851038090688424"
"No","2001","Lower Saxony","middle vocational","879","0.860404409270205","0.839125558780896","0.881683259759514"
"No","2001","Lower Saxony","vocational + Abi","91","0.825914498961723","0.755054589279009","0.896774408644436"
"No","2001","Lower Saxony","higher vocational","108","0.882033562968486","0.824794836482098","0.939272289454875"
"No","2001","Lower Saxony","higher education","208","0.908343542995636","0.871294522554111","0.94539256343716"
"No","2001","Bremen","in school","1","","",""
"No","2001","Bremen","inadequately","2","","",""
"No","2001","Bremen","general elemantary","19","","",""
"No","2001","Bremen","middle vocational","73","0.875120438742338","0.802679729586562","0.947561147898115"
"No","2001","Bremen","vocational + Abi","13","","",""
"No","2001","Bremen","higher vocational","10","","",""
"No","2001","Bremen","higher education","25","","",""
"No","2001","North Rhine-Westphalia","in school","117","0.96048956584559","0.92577932457446","0.995199807116721"
"No","2001","North Rhine-Westphalia","inadequately","106","0.909536092719461","0.858213911283557","0.960858274155364"
"No","2001","North Rhine-Westphalia","general elemantary","603","0.869431448502413","0.84443620653203","0.894426690472795"
"No","2001","North Rhine-Westphalia","middle vocational","2079","0.871489282492691","0.858030152630191","0.884948412355191"
"No","2001","North Rhine-Westphalia","vocational + Abi","292","0.921770500755185","0.892530844429518","0.951010157080852"
"No","2001","North Rhine-Westphalia","higher vocational","318","0.873065693509824","0.838484811907107","0.90764657511254"
"No","2001","North Rhine-Westphalia","higher education","579","0.890699843366272","0.866583098736945","0.914816587995598"
"No","2001","Hesse","in school","32","0.928484686667945","0.843115535263039","1.01385383807285"
"No","2001","Hesse","inadequately","20","","",""
"No","2001","Hesse","general elemantary","204","0.854203571479768","0.809462819961561","0.898944322997975"
"No","2001","Hesse","middle vocational","667","0.857394780388069","0.832534877750375","0.882254683025764"
"No","2001","Hesse","vocational + Abi","93","0.862687581121277","0.798369447978095","0.927005714264459"
"No","2001","Hesse","higher vocational","70","0.880690390177493","0.810530240593984","0.950850539761003"
"No","2001","Hesse","higher education","214","0.923829506241507","0.889841204727773","0.95781780775524"
"No","2001","Rhineland-Palatinate,Saarland","in school","30","0.937148512078716","0.85434416962462","1.01995285453281"
"No","2001","Rhineland-Palatinate,Saarland","inadequately","24","","",""
"No","2001","Rhineland-Palatinate,Saarland","general elemantary","214","0.851579397268822","0.806971387602603","0.896187406935041"
"No","2001","Rhineland-Palatinate,Saarland","middle vocational","632","0.856615159225886","0.831278525188431","0.881951793263342"
"No","2001","Rhineland-Palatinate,Saarland","vocational + Abi","53","0.793640194308904","0.69124092719444","0.896039461423368"
"No","2001","Rhineland-Palatinate,Saarland","higher vocational","92","0.902675236044095","0.845710135924243","0.959640336163946"
"No","2001","Rhineland-Palatinate,Saarland","higher education","120","0.849391021365265","0.789931698986992","0.908850343743538"
"No","2001","Baden-Württemberg","in school","65","0.971202220965003","0.931157523159618","1.01124691877039"
"No","2001","Baden-Württemberg","inadequately","48","0.839291559049969","0.742231060456401","0.936352057643536"
"No","2001","Baden-Württemberg","general elemantary","463","0.835386376412679","0.803933958016661","0.866838794808696"
"No","2001","Baden-Württemberg","middle vocational","1098","0.868877333923718","0.850180673247411","0.887573994600025"
"No","2001","Baden-Württemberg","vocational + Abi","107","0.918452977246147","0.868863711464449","0.968042243027846"
"No","2001","Baden-Württemberg","higher vocational","182","0.865903983261538","0.819816684833894","0.911991281689182"
"No","2001","Baden-Württemberg","higher education","334","0.931218645543104","0.905255168542726","0.957182122543482"
"No","2001","Bavaria","in school","49","0.959961814268126","0.906676124365554","1.0132475041707"
"No","2001","Bavaria","inadequately","24","","",""
"No","2001","Bavaria","general elemantary","402","0.883209891571257","0.853763981326196","0.912655801816318"
"No","2001","Bavaria","middle vocational","1484","0.874897911296984","0.859138841385076","0.890656981208892"
"No","2001","Bavaria","vocational + Abi","131","0.924165744204731","0.880926858551275","0.967404629858187"
"No","2001","Bavaria","higher vocational","198","0.826874621266239","0.778602955132851","0.875146287399627"
"No","2001","Bavaria","higher education","388","0.892354684764907","0.863094586729471","0.921614782800343"
"No","2001","Berlin","in school","27","","",""
"No","2001","Berlin","inadequately","3","","",""
"No","2001","Berlin","general elemantary","68","0.846606953233417","0.767639733102057","0.925574173364778"
"No","2001","Berlin","middle vocational","318","0.932578683897137","0.90619565161627","0.958961716178004"
"No","2001","Berlin","vocational + Abi","33","0.954025237974607","0.883629185014728","1.02442129093449"
"No","2001","Berlin","higher vocational","63","0.914136396591661","0.848969209952144","0.979303583231178"
"No","2001","Berlin","higher education","201","0.902824593512803","0.863949134222604","0.941700052803002"
"No","2001","Brandenburg","in school","25","","",""
"No","2001","Brandenburg","inadequately","4","","",""
"No","2001","Brandenburg","general elemantary","86","0.861995608510054","0.794395550145927","0.92959566687418"
"No","2001","Brandenburg","middle vocational","431","0.907081322333725","0.88119030304639","0.932972341621061"
"No","2001","Brandenburg","vocational + Abi","15","","",""
"No","2001","Brandenburg","higher vocational","61","0.872719740430198","0.79464384082373","0.950795640036666"
"No","2001","Brandenburg","higher education","225","0.868771257185259","0.827165346101176","0.910377168269342"
"No","2001","Mecklenburg-Western Pomerania","in school","9","","",""
"No","2001","Mecklenburg-Western Pomerania","inadequately","2","","",""
"No","2001","Mecklenburg-Western Pomerania","general elemantary","35","0.842959736685657","0.730207019015872","0.955712454355443"
"No","2001","Mecklenburg-Western Pomerania","middle vocational","258","0.866782775566614","0.82813671829756","0.905428832835667"
"No","2001","Mecklenburg-Western Pomerania","vocational + Abi","6","","",""
"No","2001","Mecklenburg-Western Pomerania","higher vocational","33","0.881115485873294","0.778210752108135","0.984020219638453"
"No","2001","Mecklenburg-Western Pomerania","higher education","98","0.853465060430628","0.787970904765655","0.918959216095601"
"No","2001","Saxony","in school","36","0.936290773371533","0.858636952220885","1.01394459452218"
"No","2001","Saxony","inadequately","3","","",""
"No","2001","Saxony","general elemantary","119","0.834528803052846","0.773622541695401","0.895435064410291"
"No","2001","Saxony","middle vocational","817","0.882502237400835","0.861761924522869","0.903242550278801"
"No","2001","Saxony","vocational + Abi","36","0.843910925787173","0.734147411592179","0.953674439982167"
"No","2001","Saxony","higher vocational","123","0.930580911156036","0.887546861543394","0.973614960768677"
"No","2001","Saxony","higher education","322","0.875186975354396","0.841093217929377","0.909280732779416"
"No","2001","Saxony-Anhalt","in school","29","","",""
"No","2001","Saxony-Anhalt","inadequately","4","","",""
"No","2001","Saxony-Anhalt","general elemantary","68","0.766017785376416","0.677056855268784","0.854978715484047"
"No","2001","Saxony-Anhalt","middle vocational","452","0.858884953541609","0.829245901108058","0.88852400597516"
"No","2001","Saxony-Anhalt","vocational + Abi","26","","",""
"No","2001","Saxony-Anhalt","higher vocational","87","0.867775589780548","0.801714316807388","0.933836862753709"
"No","2001","Saxony-Anhalt","higher education","199","0.900875793415714","0.861388345010853","0.940363241820575"
"No","2001","Thuringia","in school","35","0.965595893388297","0.906867235461269","1.02432455131532"
"No","2001","Thuringia","inadequately","2","","",""
"No","2001","Thuringia","general elemantary","53","0.878128381796012","0.794654159585468","0.961602604006556"
"No","2001","Thuringia","middle vocational","541","0.855053510044818","0.827252649870377","0.882854370219259"
"No","2001","Thuringia","vocational + Abi","15","","",""
"No","2001","Thuringia","higher vocational","65","0.913261245757633","0.848697195700052","0.977825295815214"
"No","2001","Thuringia","higher education","146","0.891630918613783","0.8440567263988","0.939205110828765"
"Yes","2002","Schleswig-Holstein","in school","","","",""
"Yes","2002","Schleswig-Holstein","inadequately","","","",""
"Yes","2002","Schleswig-Holstein","general elemantary","13","","",""
"Yes","2002","Schleswig-Holstein","middle vocational","36","0.0964155404869015","0.066970487832627","0.125860593141176"
"Yes","2002","Schleswig-Holstein","vocational + Abi","5","","",""
"Yes","2002","Schleswig-Holstein","higher vocational","5","","",""
"Yes","2002","Schleswig-Holstein","higher education","8","","",""
"Yes","2002","Hamburg","in school","","","",""
"Yes","2002","Hamburg","inadequately","","","",""
"Yes","2002","Hamburg","general elemantary","4","","",""
"Yes","2002","Hamburg","middle vocational","20","","",""
"Yes","2002","Hamburg","vocational + Abi","3","","",""
"Yes","2002","Hamburg","higher vocational","2","","",""
"Yes","2002","Hamburg","higher education","8","","",""
"Yes","2002","Lower Saxony","in school","4","","",""
"Yes","2002","Lower Saxony","inadequately","1","","",""
"Yes","2002","Lower Saxony","general elemantary","57","0.208854272086916","0.16115673936771","0.256551804806121"
"Yes","2002","Lower Saxony","middle vocational","128","0.125372774402604","0.105276338089606","0.145469210715603"
"Yes","2002","Lower Saxony","vocational + Abi","12","","",""
"Yes","2002","Lower Saxony","higher vocational","16","","",""
"Yes","2002","Lower Saxony","higher education","31","0.0949380431078914","0.0623073320919964","0.127568754123786"
"Yes","2002","Bremen","in school","1","","",""
"Yes","2002","Bremen","inadequately","","","",""
"Yes","2002","Bremen","general elemantary","2","","",""
"Yes","2002","Bremen","middle vocational","13","","",""
"Yes","2002","Bremen","vocational + Abi","4","","",""
"Yes","2002","Bremen","higher vocational","1","","",""
"Yes","2002","Bremen","higher education","4","","",""
"Yes","2002","North Rhine-Westphalia","in school","9","","",""
"Yes","2002","North Rhine-Westphalia","inadequately","14","","",""
"Yes","2002","North Rhine-Westphalia","general elemantary","102","0.157521049583303","0.129029432631354","0.186012666535253"
"Yes","2002","North Rhine-Westphalia","middle vocational","268","0.122172963588697","0.108952084588776","0.135393842588617"
"Yes","2002","North Rhine-Westphalia","vocational + Abi","36","0.0968538231450685","0.0660878028184863","0.127619843471651"
"Yes","2002","North Rhine-Westphalia","higher vocational","50","0.128867117284143","0.0939149589699447","0.163819275598341"
"Yes","2002","North Rhine-Westphalia","higher education","95","0.0954651426189232","0.0761701638225815","0.114760121415265"
"Yes","2002","Hesse","in school","3","","",""
"Yes","2002","Hesse","inadequately","5","","",""
"Yes","2002","Hesse","general elemantary","32","0.145039855043672","0.0998244168513544","0.190255293235989"
"Yes","2002","Hesse","middle vocational","115","0.160417483144127","0.134613002421866","0.186221963866388"
"Yes","2002","Hesse","vocational + Abi","15","","",""
"Yes","2002","Hesse","higher vocational","14","","",""
"Yes","2002","Hesse","higher education","23","","",""
"Yes","2002","Rhineland-Palatinate,Saarland","in school","5","","",""
"Yes","2002","Rhineland-Palatinate,Saarland","inadequately","2","","",""
"Yes","2002","Rhineland-Palatinate,Saarland","general elemantary","29","","",""
"Yes","2002","Rhineland-Palatinate,Saarland","middle vocational","92","0.119583751169138","0.0958168975842329","0.143350604754044"
"Yes","2002","Rhineland-Palatinate,Saarland","vocational + Abi","9","","",""
"Yes","2002","Rhineland-Palatinate,Saarland","higher vocational","8","","",""
"Yes","2002","Rhineland-Palatinate,Saarland","higher education","24","","",""
"Yes","2002","Baden-Württemberg","in school","3","","",""
"Yes","2002","Baden-Württemberg","inadequately","7","","",""
"Yes","2002","Baden-Württemberg","general elemantary","74","0.181372811625054","0.147496269708221","0.215249353541888"
"Yes","2002","Baden-Württemberg","middle vocational","144","0.106274943024092","0.0895283351913026","0.123021550856881"
"Yes","2002","Baden-Württemberg","vocational + Abi","12","","",""
"Yes","2002","Baden-Württemberg","higher vocational","21","","",""
"Yes","2002","Baden-Württemberg","higher education","56","0.136061655126879","0.106009727192603","0.166113583061154"
"Yes","2002","Bavaria","in school","2","","",""
"Yes","2002","Bavaria","inadequately","6","","",""
"Yes","2002","Bavaria","general elemantary","45","0.110200976919014","0.0803949666136044","0.140006987224423"
"Yes","2002","Bavaria","middle vocational","202","0.129521457561871","0.113639177862196","0.145403737261546"
"Yes","2002","Bavaria","vocational + Abi","17","","",""
"Yes","2002","Bavaria","higher vocational","44","0.205196336007355","0.155531847867857","0.254860824146854"
"Yes","2002","Bavaria","higher education","66","0.134316385817894","0.107540233804148","0.161092537831639"
"Yes","2002","Berlin","in school","1","","",""
"Yes","2002","Berlin","inadequately","","","",""
"Yes","2002","Berlin","general elemantary","6","","",""
"Yes","2002","Berlin","middle vocational","33","0.0928163302552087","0.0623290784560299","0.123303582054388"
"Yes","2002","Berlin","vocational + Abi","5","","",""
"Yes","2002","Berlin","higher vocational","10","","",""
"Yes","2002","Berlin","higher education","17","","",""
"Yes","2002","Brandenburg","in school","1","","",""
"Yes","2002","Brandenburg","inadequately","2","","",""
"Yes","2002","Brandenburg","general elemantary","12","","",""
"Yes","2002","Brandenburg","middle vocational","60","0.134153311573731","0.103883842089595","0.164422781057868"
"Yes","2002","Brandenburg","vocational + Abi","6","","",""
"Yes","2002","Brandenburg","higher vocational","5","","",""
"Yes","2002","Brandenburg","higher education","37","0.147784410329272","0.104311655975499","0.191257164683045"
"Yes","2002","Mecklenburg-Western Pomerania","in school","1","","",""
"Yes","2002","Mecklenburg-Western Pomerania","inadequately","","","",""
"Yes","2002","Mecklenburg-Western Pomerania","general elemantary","5","","",""
"Yes","2002","Mecklenburg-Western Pomerania","middle vocational","38","0.154646009624111","0.111195393872375","0.198096625375846"
"Yes","2002","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"Yes","2002","Mecklenburg-Western Pomerania","higher vocational","1","","",""
"Yes","2002","Mecklenburg-Western Pomerania","higher education","17","","",""
"Yes","2002","Saxony","in school","2","","",""
"Yes","2002","Saxony","inadequately","","","",""
"Yes","2002","Saxony","general elemantary","17","","",""
"Yes","2002","Saxony","middle vocational","106","0.126956537021184","0.105205883887567","0.1487071901548"
"Yes","2002","Saxony","vocational + Abi","4","","",""
"Yes","2002","Saxony","higher vocational","12","","",""
"Yes","2002","Saxony","higher education","34","0.107099566996094","0.0767566717716259","0.137442462220561"
"Yes","2002","Saxony-Anhalt","in school","3","","",""
"Yes","2002","Saxony-Anhalt","inadequately","","","",""
"Yes","2002","Saxony-Anhalt","general elemantary","16","","",""
"Yes","2002","Saxony-Anhalt","middle vocational","73","0.144463256175154","0.113461760315617","0.175464752034691"
"Yes","2002","Saxony-Anhalt","vocational + Abi","4","","",""
"Yes","2002","Saxony-Anhalt","higher vocational","10","","",""
"Yes","2002","Saxony-Anhalt","higher education","33","0.180008168737123","0.130356363533583","0.229659973940664"
"Yes","2002","Thuringia","in school","2","","",""
"Yes","2002","Thuringia","inadequately","","","",""
"Yes","2002","Thuringia","general elemantary","10","","",""
"Yes","2002","Thuringia","middle vocational","66","0.119615903940389","0.0934751688966676","0.14575663898411"
"Yes","2002","Thuringia","vocational + Abi","3","","",""
"Yes","2002","Thuringia","higher vocational","14","","",""
"Yes","2002","Thuringia","higher education","21","","",""
"No","2002","Schleswig-Holstein","in school","21","","",""
"No","2002","Schleswig-Holstein","inadequately","6","","",""
"No","2002","Schleswig-Holstein","general elemantary","79","0.849243126752951","0.77612774390567","0.922358509600232"
"No","2002","Schleswig-Holstein","middle vocational","350","0.903584459513099","0.874139406858824","0.933029512167373"
"No","2002","Schleswig-Holstein","vocational + Abi","32","0.822599527625147","0.699510641155141","0.945688414095154"
"No","2002","Schleswig-Holstein","higher vocational","49","0.964227319782123","0.914691806506386","1.01376283305786"
"No","2002","Schleswig-Holstein","higher education","109","0.891504348316658","0.835150567379396","0.947858129253919"
"No","2002","Hamburg","in school","9","","",""
"No","2002","Hamburg","inadequately","2","","",""
"No","2002","Hamburg","general elemantary","27","","",""
"No","2002","Hamburg","middle vocational","139","0.86010303935153","0.806185643306977","0.914020435396083"
"No","2002","Hamburg","vocational + Abi","16","","",""
"No","2002","Hamburg","higher vocational","20","","",""
"No","2002","Hamburg","higher education","78","0.955465120518418","0.911868138655504","0.999062102381332"
"No","2002","Lower Saxony","in school","56","0.94142594668751","0.882007925160087","1.00084396821493"
"No","2002","Lower Saxony","inadequately","26","","",""
"No","2002","Lower Saxony","general elemantary","222","0.791145727913085","0.743448195193879","0.83884326063229"
"No","2002","Lower Saxony","middle vocational","915","0.874627225597396","0.854530789284397","0.894723661910394"
"No","2002","Lower Saxony","vocational + Abi","113","0.869505130986916","0.81045431857067","0.928555943403162"
"No","2002","Lower Saxony","higher vocational","113","0.85434508356821","0.793470994928718","0.915219172207701"
"No","2002","Lower Saxony","higher education","279","0.905061956892109","0.872431245876213","0.937692667908004"
"No","2002","Bremen","in school","3","","",""
"No","2002","Bremen","inadequately","","","",""
"No","2002","Bremen","general elemantary","19","","",""
"No","2002","Bremen","middle vocational","75","0.831150396086621","0.752880170389312","0.909420621783931"
"No","2002","Bremen","vocational + Abi","10","","",""
"No","2002","Bremen","higher vocational","9","","",""
"No","2002","Bremen","higher education","32","0.913762183446863","0.822063667521025","1.0054606993727"
"No","2002","North Rhine-Westphalia","in school","139","0.930517059174892","0.889551536649254","0.971482581700529"
"No","2002","North Rhine-Westphalia","inadequately","90","0.879776243994336","0.817271542883294","0.942280945105377"
"No","2002","North Rhine-Westphalia","general elemantary","526","0.842478950416697","0.813987333464747","0.870970567368646"
"No","2002","North Rhine-Westphalia","middle vocational","2089","0.877827036411303","0.864606157411383","0.891047915411224"
"No","2002","North Rhine-Westphalia","vocational + Abi","319","0.903146176854931","0.872380156528349","0.933912197181514"
"No","2002","North Rhine-Westphalia","higher vocational","303","0.871132882715857","0.836180724401659","0.906085041030055"
"No","2002","North Rhine-Westphalia","higher education","796","0.904534857381077","0.885239878584735","0.923829836177419"
"No","2002","Hesse","in school","30","0.91695608375781","0.822806305804671","1.01110586171095"
"No","2002","Hesse","inadequately","18","","",""
"No","2002","Hesse","general elemantary","201","0.854960144956328","0.809744706764011","0.900175583148646"
"No","2002","Hesse","middle vocational","662","0.839582516855873","0.813778036133612","0.865386997578134"
"No","2002","Hesse","vocational + Abi","101","0.899133055262547","0.84432990654738","0.953936203977714"
"No","2002","Hesse","higher vocational","89","0.945993275574491","0.902341951456948","0.989644599692034"
