"ple0053","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","1994","East Germany","Female","248","0.138455528592694","0.123261888437015","0.153649168748374","1"
"Yes","1994","West Germany","Male","425","0.110888117712076","0.101636617429698","0.120139617994455","1"
"Yes","1994","West Germany","Female","690","0.163219144055045","0.152649132482638","0.173789155627452","1"
"Yes","1994","East Germany","Male","147","0.0867463238963573","0.0737364076241701","0.0997562401685446","1"
"No","1995","West Germany","Female","4254","0.846683621441432","0.836649744219127","0.856717498663737","2"
"No","1995","East Germany","Male","1580","0.898269664416645","0.884098485471103","0.912440843362187","2"
"No","1995","East Germany","Female","1674","0.858961355109132","0.843469084926784","0.87445362529148","2"
"No","1995","West Germany","Male","4212","0.897283573654408","0.888568052751263","0.905999094557552","2"
"Yes","1995","East Germany","Female","265","0.141038644890868","0.12554637470852","0.156530915073216","1"
"Yes","1995","West Germany","Male","449","0.102716426345592","0.094000905442448","0.111431947248737","1"
"Yes","1995","West Germany","Female","699","0.153316378558568","0.143282501336263","0.163350255780873","1"
"Yes","1995","East Germany","Male","168","0.101730335583355","0.0875591566378131","0.115901514528897","1"
"No","1996","West Germany","Female","4154","0.854498086224469","0.844573511660614","0.864422660788323","2"
"No","1996","East Germany","Male","1586","0.881020182495734","0.865872747112388","0.89616761787908","2"
"No","1996","East Germany","Female","1649","0.847319710253877","0.831293798440928","0.863345622066826","2"
"No","1996","West Germany","Male","4088","0.892520304164816","0.883512959260613","0.901527649069018","2"
"Yes","1996","West Germany","Male","454","0.107479695835184","0.0984723509309815","0.116487040739387","1"
"Yes","1996","West Germany","Female","695","0.145501913775531","0.135577339211677","0.155426488339386","1"
"Yes","1996","East Germany","Male","169","0.118979817504266","0.10383238212092","0.134127252887612","1"
"Yes","1996","East Germany","Female","286","0.152680289746123","0.136654377933174","0.168706201559072","1"
"No","1997","West Germany","Female","4054","0.851900741056601","0.841805931997804","0.861995550115398","2"
"No","1997","West Germany","Male","4027","0.891071220013979","0.881931907536911","0.900210532491047","2"
"No","1997","East Germany","Male","1565","0.887797983498573","0.873002308430824","0.902593658566323","2"
"No","1997","East Germany","Female","1656","0.856884304572804","0.841117335691186","0.872651273454423","2"
"Yes","1997","West Germany","Male","437","0.108928779986021","0.0997894675089529","0.118068092463089","1"
"Yes","1997","West Germany","Female","702","0.148099258943399","0.138004449884602","0.158194068002196","1"
"Yes","1997","East Germany","Male","183","0.112202016501427","0.0974063414336774","0.126997691569176","1"
"Yes","1997","East Germany","Female","239","0.143115695427196","0.127348726545577","0.158882664308814","1"
"No","1998","West Germany","Female","4605","0.845008381709862","0.835350603341631","0.854666160078092","2"
"No","1998","East Germany","Female","1733","0.851387233346499","0.835817451448735","0.866957015244264","2"
"No","1998","West Germany","Male","4559","0.901629760892723","0.893402019960835","0.909857501824611","2"
"No","1998","East Germany","Male","1661","0.884836429076964","0.870387471579357","0.89928538657457","2"
"Yes","1998","West Germany","Male","474","0.0983702391072771","0.0901424981753892","0.106597980039165","1"
"Yes","1998","West Germany","Female","789","0.154991618290138","0.145333839921908","0.164649396658369","1"
"Yes","1998","East Germany","Male","214","0.115163570923036","0.10071461342543","0.129612528420643","1"
"Yes","1998","East Germany","Female","272","0.148612766653501","0.133042984755736","0.164182548551265","1"
"No","1999","West Germany","Female","4405","0.843953992091334","0.834026302808335","0.853881681374333","2"
"No","1999","East Germany","Female","1707","0.85388367030965","0.838305613889373","0.869461726729926","2"
"No","1999","West Germany","Male","4339","0.892365782438828","0.883612892139665","0.90111867273799","2"
"No","1999","East Germany","Male","1607","0.872953775375546","0.857670649864323","0.888236900886768","2"
"Yes","1999","West Germany","Female","728","0.156046007908666","0.146118318625667","0.165973697191665","1"
"Yes","1999","East Germany","Male","217","0.127046224624454","0.111763099113232","0.142329350135677","1"
"Yes","1999","East Germany","Female","268","0.146116329690351","0.130538273270074","0.161694386110627","1"
"Yes","1999","West Germany","Male","477","0.107634217561172","0.0988813272620097","0.116387107860335","1"
"No","2000","West Germany","Female","8262","0.865135819804305","0.858276465156075","0.871995174452535","2"
"No","2000","East Germany","Female","2647","0.86318594588501","0.851011927236506","0.875359964533513","2"
"No","2000","West Germany","Male","7925","0.895311211473217","0.888922308707985","0.901700114238449","2"
"No","2000","East Germany","Male","2501","0.884015295256726","0.872165471025735","0.895865119487718","2"
"Yes","2000","West Germany","Female","1264","0.134864180195695","0.128004825547465","0.141723534843925","1"
"Yes","2000","East Germany","Male","304","0.115984704743274","0.104134880512282","0.127834528974265","1"
"Yes","2000","East Germany","Female","414","0.13681405411499","0.124640035466487","0.148988072763494","1"
"Yes","2000","West Germany","Male","896","0.104688788526783","0.0982998857615506","0.111077691292015","1"
"No","2001","West Germany","Female","7441","0.858035606414112","0.85066782336602","0.865403389462205","2"
"No","2001","East Germany","Female","2441","0.861688160101749","0.848950949536385","0.874425370667114","2"
"No","2001","West Germany","Male","7109","0.892840063978338","0.886029565262671","0.899650562694006","2"
"No","2001","East Germany","Male","2360","0.895960239002233","0.884287320538016","0.907633157466449","2"
"Yes","2001","West Germany","Female","1179","0.141964393585887","0.134596610537795","0.14933217663398","1"
"Yes","2001","West Germany","Male","815","0.107159936021662","0.100349437305994","0.113970434737329","1"
"Yes","2001","East Germany","Male","268","0.104039760997767","0.0923668425335511","0.115712679461984","1"
"Yes","2001","East Germany","Female","381","0.138311839898251","0.125574629332886","0.151049050463615","1"
"No","2002","West Germany","Male","7617","0.889663465416361","0.883009939985622","0.896316990847099","2"
"No","2002","West Germany","Female","7970","0.862277041586214","0.855212600305523","0.869341482866906","2"
"No","2002","East Germany","Female","2459","0.860522580893434","0.847706360369685","0.873338801417184","2"
"No","2002","East Germany","Male","2339","0.879144868243579","0.866720333456478","0.891569403030679","2"
"Yes","2002","West Germany","Female","1171","0.137722958413786","0.130658517133094","0.144787399694477","1"
"Yes","2002","East Germany","Female","348","0.139477419106566","0.126661198582816","0.152293639630315","1"
"Yes","2002","West Germany","Male","901","0.110336534583639","0.1036830091529","0.116990060014378","1"
"Yes","2002","East Germany","Male","305","0.120855131756421","0.108430596969321","0.133279666543522","1"
"No","2003","East Germany","Female","2399","0.85051479701876","0.837243505291915","0.863786088745604","2"
"No","2003","West Germany","Male","7251","0.889121940511134","0.882286787150944","0.895957093871324","2"
"No","2003","West Germany","Female","7620","0.863791971188392","0.856605342866835","0.870978599509949","2"
"No","2003","East Germany","Male","2302","0.887104958737791","0.874905438436724","0.899304479038857","2"
"Yes","2003","West Germany","Female","1131","0.136208028811608","0.129021400490051","0.143394657133165","1"
"Yes","2003","East Germany","Female","374","0.14948520298124","0.136213911254396","0.162756494708084","1"
"Yes","2003","West Germany","Male","855","0.110878059488866","0.104042906128676","0.117713212849056","1"
"Yes","2003","East Germany","Male","283","0.112895041262209","0.100695520961143","0.125094561563276","1"
"No","2004","East Germany","Female","2379","0.856652336032789","0.843531230716977","0.869773441348602","2"
"No","2004","West Germany","Male","7056","0.886998439824772","0.880009142374348","0.893987737275196","2"
"No","2004","West Germany","Female","7394","0.857344675120887","0.849927025670128","0.864762324571647","2"
"No","2004","East Germany","Male","2236","0.88149239567803","0.868843089076253","0.894141702279807","2"
"Yes","2004","West Germany","Female","1145","0.142655324879113","0.135237675428353","0.150072974329872","1"
"Yes","2004","East Germany","Female","361","0.143347663967211","0.130226558651398","0.156468769283023","1"
"Yes","2004","West Germany","Male","826","0.113001560175228","0.106012262724804","0.119990857625652","1"
"Yes","2004","East Germany","Male","272","0.11850760432197","0.105858297720193","0.131156910923748","1"
"No","2005","West Germany","Male","6778","0.900337842839001","0.893555821677234","0.907119864000769","2"
"No","2005","West Germany","Female","7228","0.869222161138991","0.861926892790107","0.876517429487876","2"
"No","2005","East Germany","Male","2138","0.873627191468985","0.860386213986518","0.886868168951453","2"
"No","2005","East Germany","Female","2284","0.853218075350869","0.839669897371761","0.866766253329977","2"
"Yes","2005","West Germany","Female","977","0.130777838861009","0.123482570512124","0.138073107209893","1"
"Yes","2005","East Germany","Female","337","0.146781924649131","0.133233746670023","0.160330102628239","1"
"Yes","2005","West Germany","Male","716","0.0996621571609986","0.0928801359992309","0.106444178322766","1"
"Yes","2005","East Germany","Male","281","0.126372808531015","0.113131831048547","0.139613786013482","1"
"No","2006","West Germany","Male","7137","0.889016126124518","0.882118292749779","0.895913959499256","2"
"No","2006","West Germany","Female","7695","0.866144297368789","0.859023310025359","0.87326528471222","2"
"No","2006","East Germany","Male","2258","0.875657936072741","0.862807828122645","0.888508044022836","2"
"No","2006","East Germany","Female","2369","0.84442939356623","0.830905003620597","0.857953783511862","2"
"Yes","2006","West Germany","Male","829","0.110983873875482","0.104086040500744","0.117881707250221","1"
"Yes","2006","West Germany","Female","1088","0.133855702631211","0.12673471528778","0.140976689974641","1"
"Yes","2006","East Germany","Female","390","0.15557060643377","0.142046216488138","0.169094996379403","1"
"Yes","2006","East Germany","Male","275","0.124342063927259","0.111491955977164","0.137192171877355","1"
"No","2007","West Germany","Male","6587","0.886317193259771","0.879073173642308","0.893561212877234","2"
"No","2007","West Germany","Female","7143","0.86657756179011","0.859205728627297","0.873949394952924","2"
"No","2007","East Germany","Male","2119","0.876720443506832","0.863594949192228","0.889845937821436","2"
"No","2007","East Germany","Female","2260","0.865330446450488","0.852223950797951","0.878436942103025","2"
"Yes","2007","East Germany","Female","346","0.134669553549512","0.121563057896975","0.147776049202049","1"
"Yes","2007","West Germany","Male","789","0.113682806740229","0.106438787122766","0.120926826357692","1"
"Yes","2007","West Germany","Female","1030","0.133422438209889","0.126050605047076","0.140794271372703","1"
"Yes","2007","East Germany","Male","291","0.123279556493168","0.110154062178564","0.136405050807772","1"
"No","2008","West Germany","Female","6751","0.874949210158302","0.86754563174953","0.882352788567073","2"
"No","2008","East Germany","Male","2028","0.881245129699503","0.868012802571736","0.894477456827269","2"
"No","2008","East Germany","Female","2135","0.859811542386714","0.846139202317193","0.873483882456235","2"
"No","2008","West Germany","Male","6186","0.896016610323321","0.888826410818247","0.903206809828394","2"
"Yes","2008","East Germany","Female","342","0.140188457613286","0.126516117543765","0.153860797682807","1"
"Yes","2008","West Germany","Male","737","0.103983389676679","0.0967931901716061","0.111173589181753","1"
"Yes","2008","West Germany","Female","917","0.125050789841698","0.117647211432927","0.13245436825047","1"
"Yes","2008","East Germany","Male","268","0.118754870300498","0.105522543172731","0.131987197428264","1"
"No","2009","West Germany","Female","6144","0.858236269104339","0.850121688237565","0.866350849971114","2"
"No","2009","East Germany","Male","1900","0.870099218290749","0.856005899241935","0.884192537339563","2"
"No","2009","East Germany","Female","2036","0.858801483635807","0.844764111458858","0.872838855812757","2"
"No","2009","West Germany","Male","5688","0.886060450291081","0.878297818282102","0.893823082300061","2"
"Yes","2009","West Germany","Male","748","0.113939549708918","0.106176917699939","0.121702181717898","1"
"Yes","2009","West Germany","Female","954","0.141763730895661","0.133649150028886","0.149878311762435","1"
"Yes","2009","East Germany","Male","286","0.129900781709251","0.115807462660437","0.143994100758065","1"
"Yes","2009","East Germany","Female","328","0.141198516364193","0.127161144187243","0.155235888541142","1"
"No","2010","West Germany","Female","8508","0.866088947868709","0.859455161490366","0.872722734247051","2"
"No","2010","West Germany","Male","7515","0.883036775687724","0.876171504585287","0.889902046790161","2"
"No","2010","East Germany","Male","2212","0.868586897895142","0.855377658309725","0.881796137480559","2"
"No","2010","East Germany","Female","2496","0.864045163113599","0.851722935073887","0.876367391153311","2"
"Yes","2010","West Germany","Male","903","0.116963224312276","0.110097953209839","0.123828495414713","1"
"Yes","2010","West Germany","Female","1616","0.133911052131291","0.127277265752949","0.140544838509634","1"
"Yes","2010","East Germany","Male","301","0.131413102104858","0.118203862519441","0.144622341690275","1"
"Yes","2010","East Germany","Female","476","0.135954836886401","0.123632608846689","0.148277064926113","1"
"No","2011","West Germany","Female","10267","0.851673948538189","0.845348389751405","0.857999507324973","2"
"No","2011","East Germany","Female","2875","0.843352313003511","0.831216832748731","0.855487793258291","2"
"No","2011","West Germany","Male","8874","0.879987367215288","0.873619222122017","0.886355512308558","2"
"No","2011","East Germany","Male","2524","0.874052192801298","0.861957689598496","0.886146696004099","2"
"Yes","2011","West Germany","Male","1130","0.120012632784712","0.113644487691442","0.126380777877983","1"
"Yes","2011","West Germany","Female","1861","0.148326051461811","0.142000492675027","0.154651610248595","1"
"Yes","2011","East Germany","Male","367","0.125947807198702","0.113853303995901","0.138042310401504","1"
"Yes","2011","East Germany","Female","571","0.156647686996489","0.144512206741709","0.168783167251269","1"
"No","2012","West Germany","Female","10092","0.853460032625248","0.847065375274045","0.859854689976451","2"
"No","2012","East Germany","Female","2861","0.841086041982118","0.828738989765151","0.853433094199085","2"
"No","2012","West Germany","Male","8548","0.872754799474038","0.86613836528033","0.879371233667746","2"
"No","2012","East Germany","Male","2436","0.851751080376817","0.838652105720531","0.864850055033103","2"
"Yes","2012","West Germany","Female","1657","0.146539967374752","0.140145310023549","0.152934624725955","1"
"Yes","2012","East Germany","Male","391","0.148248919623183","0.135149944966897","0.161347894279469","1"
"Yes","2012","East Germany","Female","507","0.158913958017882","0.146566905800915","0.171261010234849","1"
"Yes","2012","West Germany","Male","1197","0.127245200525962","0.120628766332254","0.13386163471967","1"
"No","2013","West Germany","Female","9439","0.846999323323402","0.840264378624741","0.853734268022063","2"
"No","2013","East Germany","Female","2666","0.85414503893848","0.841785726596299","0.866504351280661","2"
"No","2013","West Germany","Male","7900","0.862495483500442","0.855393281456272","0.869597685544612","2"
"No","2013","East Germany","Male","2286","0.858384050586433","0.845051447247351","0.871716653925514","2"
"Yes","2013","West Germany","Female","1536","0.153000676676598","0.146265731977936","0.159735621375259","1"
"Yes","2013","East Germany","Male","341","0.141615949413567","0.128283346074486","0.154948552752649","1"
"Yes","2013","East Germany","Female","467","0.14585496106152","0.133495648719339","0.158214273403701","1"
"Yes","2013","West Germany","Male","1132","0.137504516499558","0.130402314455388","0.144606718543728","1"
"No","2014","West Germany","Female","10004","0.85179951873775","0.845344149682884","0.858254887792615","2"
"No","2014","East Germany","Female","2591","0.845146753774806","0.832310059201818","0.857983448347794","2"
"No","2014","West Germany","Male","8767","0.871648138799045","0.865065715082295","0.878230562515795","2"
"No","2014","East Germany","Male","2219","0.872032087250342","0.859076580036325","0.884987594464359","2"
"Yes","2014","West Germany","Female","1633","0.14820048126225","0.141745112207385","0.154655850317116","1"
"Yes","2014","West Germany","Male","1152","0.128351861200955","0.121769437484205","0.134934284917705","1"
"Yes","2014","East Germany","Male","335","0.127967912749657","0.115012405535641","0.140923419963674","1"
"Yes","2014","East Germany","Female","460","0.154853246225194","0.142016551652206","0.167689940798182","1"
"No","2015","West Germany","Male","7968","0.869140575012494","0.862205406077853","0.876075743947134","2"
"No","2015","West Germany","Female","9275","0.851848954746895","0.845135028888593","0.858562880605198","2"
"No","2015","East Germany","Female","2441","0.841930124532071","0.828590522964633","0.855269726099508","2"
"No","2015","East Germany","Male","2084","0.868353921843147","0.854855222711369","0.881852620974924","2"
"Yes","2015","West Germany","Female","1480","0.148151045253105","0.141437119394802","0.154864971111407","1"
"Yes","2015","East Germany","Female","432","0.158069875467929","0.144730273900492","0.171409477035367","1"
"Yes","2015","West Germany","Male","1116","0.130859424987506","0.123924256052866","0.137794593922147","1"
"Yes","2015","East Germany","Male","326","0.131646078156853","0.118147379025076","0.145144777288631","1"
"No","2016","East Germany","Female","2362","0.860041814860128","0.847102979446649","0.872980650273607","2"
"No","2016","West Germany","Male","7775","0.876959711498008","0.870101287377502","0.883818135618514","2"
"No","2016","West Germany","Female","8902","0.85278980261632","0.845978568769307","0.859601036463333","2"
"No","2016","East Germany","Male","2003","0.867963100780959","0.85410689407993","0.881819307481987","2"
"Yes","2016","West Germany","Female","1493","0.14721019738368","0.140398963536667","0.154021431230693","1"
"Yes","2016","East Germany","Female","400","0.139958185139872","0.127019349726393","0.152897020553351","1"
"Yes","2016","West Germany","Male","1037","0.123040288501992","0.116181864381487","0.129898712622498","1"
"Yes","2016","East Germany","Male","290","0.132036899219042","0.118180692518013","0.14589310592007","1"
"No","2017","East Germany","Female","2571","0.832871019427581","0.819601950427587","0.846140088427575","2"
"No","2017","West Germany","Male","8448","0.865363479127397","0.858563757492878","0.872163200761915","2"
"No","2017","West Germany","Female","9678","0.851699438631881","0.845131269590741","0.858267607673021","2"
"No","2017","East Germany","Male","2261","0.874387171135936","0.861626213373482","0.887148128898391","2"
"Yes","2017","West Germany","Female","1569","0.148300561368119","0.141732392326979","0.154868730409258","1"
"Yes","2017","East Germany","Female","466","0.167128980572419","0.153859911572425","0.180398049572413","1"
"Yes","2017","West Germany","Male","1232","0.134636520872603","0.127836799238085","0.141436242507122","1"
"Yes","2017","East Germany","Male","330","0.125612828864064","0.112851871101609","0.138373786626518","1"
"No","2018","West Germany","Male","8129","0.871826982452791","0.865025384433867","0.878628580471714","2"
"No","2018","West Germany","Female","9396","0.852280732641819","0.845614450599127","0.858947014684511","2"
"No","2018","East Germany","Male","2198","0.87143014349189","0.858387257465517","0.884473029518262","2"
"No","2018","East Germany","Female","2495","0.816242529416794","0.802325814917289","0.830159243916299","2"
"Yes","2018","West Germany","Female","1487","0.147719267358181","0.141052985315489","0.154385549400873","1"
"Yes","2018","East Germany","Female","480","0.183757470583206","0.169840756083701","0.197674185082711","1"
"Yes","2018","West Germany","Male","1150","0.128173017547209","0.121371419528286","0.134974615566133","1"
"Yes","2018","East Germany","Male","332","0.12856985650811","0.115526970481738","0.141612742534483","1"
"No","2019","West Germany","Male","8425","0.874394578927679","0.867775227820955","0.881013930034404","2"
"No","2019","West Germany","Female","9050","0.844716802701217","0.837803856274521","0.851629749127913","2"
"No","2019","East Germany","Male","2280","0.85203457243377","0.838526096074737","0.865543048792803","2"
"No","2019","East Germany","Female","2523","0.861113088267543","0.84856747779053","0.873658698744555","2"
"Yes","2019","West Germany","Male","1204","0.125605421072321","0.118986069965596","0.132224772179045","1"
"Yes","2019","West Germany","Female","1494","0.155283197298783","0.148370250872087","0.162196143725479","1"
"Yes","2019","East Germany","Female","396","0.138886911732458","0.126341301255445","0.15143252220947","1"
"Yes","2019","East Germany","Male","374","0.14796542756623","0.134456951207197","0.161473903925263","1"
