"ple0053","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","1984","Full Time","(Married) couple without C. ","1047","0.899503146204621","0.882178714880328","0.916827577528914","2"
"No","1984","Full Time","Single parent ","222","0.903617560432502","0.86673918120853","0.940495939656474","2"
"No","1984","Part Time","1-pers.-HH","121","0.908199241014071","0.859491845225203","0.956906636802939","2"
"No","1984","Full Time","1-pers.-HH","486","0.901337556824193","0.876232100804503","0.926443012843883","2"
"No","1984","Full Time","Couple + C. GT 16 ","863","0.908920377270755","0.8906817278115","0.927159026730011","2"
"No","1984","Full Time","Couple + C. LE and GT 16","713","0.893931071296386","0.872633188830629","0.915228953762143","2"
"No","1984","Full Time","Couple + C. LE 16 ","1506","0.908690395093894","0.894829505680693","0.922551284507095","2"
"No","1984","Part Time","(Married) couple without C. ","294","0.884652336910293","0.850342655215591","0.918962018604994","2"
"No","1984","Part Time","Single parent ","96","0.933746094098305","0.88571199817404","0.981780190022569","2"
"No","1984","Part Time","Couple + C. LE 16 ","437","0.817371325150274","0.784478260466399","0.85026438983415","2"
"No","1984","Not Working","1-pers.-HH","551","0.842970784047264","0.815086743250714","0.870854824843814","2"
"No","1984","Not Working","(Married) couple without C. ","1060","0.87283487274828","0.854055330573339","0.891614414923221","2"
"No","1984","Part Time","Couple + C. GT 16 ","306","0.901598526805752","0.869984610556455","0.933212443055049","2"
"No","1984","Part Time","Couple + C. LE and GT 16","275","0.8896204664653","0.854737460347285","0.924503472583314","2"
"No","1984","Not Working","Single parent ","207","0.894217056781858","0.854382531329573","0.934051582234142","2"
"No","1984","Not Working","Couple + C. LE 16 ","741","0.846913701667333","0.823231103368992","0.870596299965674","2"
"No","1984","Not Working","Couple + C. GT 16 ","631","0.91468762260092","0.893859434517724","0.935515810684117","2"
"No","1984","Not Working","Couple + C. LE and GT 16","557","0.935819443935484","0.916274816702683","0.955364071168286","2"
"Yes","1984","Full Time","1-pers.-HH","56","0.098662443175807","0.0735569871561172","0.123767899195497","1"
"Yes","1984","Full Time","(Married) couple without C. ","110","0.100496853795379","0.0831724224710859","0.117821285119672","1"
"Yes","1984","Full Time","Single parent ","24","","","","1"
"Yes","1984","Full Time","Couple + C. LE 16 ","153","0.0913096049061057","0.0774487154929048","0.105170494319307","1"
"Yes","1984","Full Time","Couple + C. GT 16 ","93","0.0910796227292448","0.0728409732699893","0.1093182721885","1"
"Yes","1984","Full Time","Couple + C. LE and GT 16","90","0.106068928703614","0.0847710462378574","0.127366811169371","1"
"Yes","1984","Part Time","1-pers.-HH","14","","","","1"
"Yes","1984","Part Time","(Married) couple without C. ","39","0.115347663089707","0.0810379813950055","0.149657344784409","1"
"Yes","1984","Part Time","Single parent ","7","","","","1"
"Yes","1984","Part Time","Couple + C. LE 16 ","93","0.182628674849726","0.14973561016585","0.215521739533601","1"
"Yes","1984","Part Time","Couple + C. GT 16 ","35","0.0984014731942479","0.0667875569449512","0.130015389443545","1"
