"ple0053","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"No","1986","Couple + C. LE and GT 16","Rural Area","278","0.882683821895893","0.847259626363179","0.918108017428607"
"Yes","1987","1-pers.-HH","Urban Area","129","0.150999249923101","0.128183016316161","0.173815483530041"
"Yes","1987","1-pers.-HH","Rural Area","30","0.178823715985454","0.120704384228013","0.236943047742895"
"Yes","1987","(Married) couple without C. ","Urban Area","227","0.12523168272603","0.110317785166728","0.140145580285332"
"Yes","1987","(Married) couple without C. ","Rural Area","55","0.128987167516745","0.0982562504416808","0.15971808459181"
"Yes","1987","Single parent ","Urban Area","46","0.126240274670341","0.0937337245027266","0.158746824837956"
"Yes","1987","Single parent ","Rural Area","14","","",""
"Yes","1987","Couple + C. LE 16 ","Urban Area","262","0.136057199102799","0.120551064299111","0.151563333906486"
"Yes","1987","Couple + C. LE 16 ","Rural Area","65","0.134035171504359","0.103745855215938","0.164324487792779"
"Yes","1987","Couple + C. GT 16 ","Urban Area","152","0.0904516873054413","0.0768170103428628","0.10408636426802"
"Yes","1987","Couple + C. GT 16 ","Rural Area","46","0.109509890108005","0.0806574162697927","0.138362363946217"
"Yes","1987","Couple + C. LE and GT 16","Urban Area","91","0.0972092447544684","0.0786901962924329","0.115728293216504"
"Yes","1987","Couple + C. LE and GT 16","Rural Area","27","","",""
"No","1987","1-pers.-HH","Urban Area","817","0.849000750076899","0.826184516469959","0.871816983683839"
"No","1987","1-pers.-HH","Rural Area","137","0.821176284014546","0.763056952257105","0.879295615771987"
"No","1987","(Married) couple without C. ","Urban Area","1665","0.87476831727397","0.859854419714668","0.889682214833272"
"No","1987","(Married) couple without C. ","Rural Area","402","0.871012832483255","0.84028191540819","0.901743749558319"
"No","1987","Single parent ","Urban Area","355","0.873759725329659","0.841253175162044","0.906266275497273"
"No","1987","Single parent ","Rural Area","108","0.898402716533293","0.844792846813858","0.952012586252728"
"No","1987","Couple + C. LE 16 ","Urban Area","1616","0.863942800897201","0.848436666093514","0.879448935700889"
"No","1987","Couple + C. LE 16 ","Rural Area","421","0.865964828495641","0.835675512207221","0.896254144784062"
"No","1987","Couple + C. GT 16 ","Urban Area","1548","0.909548312694559","0.89591363573198","0.923182989657137"
"No","1987","Couple + C. GT 16 ","Rural Area","404","0.890490109891995","0.861637636053783","0.919342583730207"
"No","1987","Couple + C. LE and GT 16","Urban Area","892","0.902790755245532","0.884271706783496","0.921309803707567"
"No","1987","Couple + C. LE and GT 16","Rural Area","248","0.918722861232561","0.886426156796725","0.951019565668398"
"Yes","1988","1-pers.-HH","Urban Area","117","0.139091665713936","0.116446219654384","0.161737111773489"
"Yes","1988","1-pers.-HH","Rural Area","28","","",""
"Yes","1988","(Married) couple without C. ","Urban Area","270","0.147660548765395","0.131529456675082","0.163791640855708"
"Yes","1988","(Married) couple without C. ","Rural Area","43","0.104915891454793","0.0758837703104389","0.133948012599148"
"Yes","1988","Single parent ","Urban Area","50","0.113439950719147","0.0819254534550795","0.144954447983215"
"Yes","1988","Single parent ","Rural Area","11","","",""
"Yes","1988","Couple + C. LE 16 ","Urban Area","229","0.138012721208164","0.121912497049134","0.154112945367194"
"Yes","1988","Couple + C. LE 16 ","Rural Area","57","0.123262949073697","0.0933835009529144","0.15314239719448"
"Yes","1988","Couple + C. GT 16 ","Urban Area","177","0.100564798015776","0.0865892756273743","0.114540320404178"
"Yes","1988","Couple + C. GT 16 ","Rural Area","45","0.104531045132522","0.0754780303751911","0.133584059889852"
"Yes","1988","Couple + C. LE and GT 16","Urban Area","78","0.0995854761487349","0.0793714160941186","0.119799536203351"
"Yes","1988","Couple + C. LE and GT 16","Rural Area","25","","",""
"No","1988","1-pers.-HH","Urban Area","780","0.860908334286064","0.838262888226511","0.883553780345616"
"No","1988","1-pers.-HH","Rural Area","142","0.846295412015938","0.792079341297953","0.900511482733924"
"No","1988","(Married) couple without C. ","Urban Area","1588","0.852339451234605","0.836208359144292","0.868470543324918"
"No","1988","(Married) couple without C. ","Rural Area","385","0.895084108545207","0.866051987400852","0.924116229689561"
"No","1988","Single parent ","Urban Area","339","0.886560049280853","0.855045552016785","0.91807454654492"
"No","1988","Single parent ","Rural Area","110","0.906894880320466","0.855119814186632","0.9586699464543"
"No","1988","Couple + C. LE 16 ","Urban Area","1534","0.861987278791836","0.845887054632806","0.878087502950866"
"No","1988","Couple + C. LE 16 ","Rural Area","408","0.876737050926303","0.84685760280552","0.906616499047086"
"No","1988","Couple + C. GT 16 ","Urban Area","1602","0.899435201984224","0.885459679595822","0.913410724372626"
"No","1988","Couple + C. GT 16 ","Rural Area","381","0.895468954867478","0.866415940110148","0.924521969624809"
"No","1988","Couple + C. LE and GT 16","Urban Area","765","0.900414523851265","0.880200463796649","0.920628583905881"
"No","1988","Couple + C. LE and GT 16","Rural Area","210","0.888274790070494","0.847997205528535","0.928552374612454"
"Yes","1989","1-pers.-HH","Urban Area","102","0.130947600089778","0.108908259845229","0.152986940334327"
"Yes","1989","1-pers.-HH","Rural Area","33","0.206307677293886","0.144376412211482","0.268238942376291"
"Yes","1989","(Married) couple without C. ","Urban Area","221","0.124405879542085","0.109288525290597","0.139523233793572"
"Yes","1989","(Married) couple without C. ","Rural Area","60","0.144959071302846","0.111605498848215","0.178312643757478"
"Yes","1989","Single parent ","Urban Area","45","0.119112638645617","0.0861071367511101","0.152118140540124"
"Yes","1989","Single parent ","Rural Area","9","","",""
"Yes","1989","Couple + C. LE 16 ","Urban Area","240","0.144738728485868","0.128008834791568","0.161468622180169"
"Yes","1989","Couple + C. LE 16 ","Rural Area","68","0.155235532993333","0.121399055862477","0.18907201012419"
"Yes","1989","Couple + C. GT 16 ","Urban Area","159","0.0942235556053295","0.080377046637953","0.108070064572706"
"Yes","1989","Couple + C. GT 16 ","Rural Area","44","0.0937277773484472","0.0662125598814012","0.121242994815493"
"Yes","1989","Couple + C. LE and GT 16","Urban Area","76","0.0988636236929312","0.0780499822631107","0.119677265122752"
"Yes","1989","Couple + C. LE and GT 16","Rural Area","16","","",""
"No","1989","1-pers.-HH","Urban Area","798","0.869052399910222","0.847013059665673","0.891091740154771"
"No","1989","1-pers.-HH","Rural Area","131","0.793692322706113","0.731761057623709","0.855623587788518"
"No","1989","(Married) couple without C. ","Urban Area","1610","0.875594120457915","0.860476766206428","0.890711474709403"
"No","1989","(Married) couple without C. ","Rural Area","368","0.855040928697154","0.821687356242522","0.888394501151785"
"No","1989","Single parent ","Urban Area","325","0.880887361354383","0.847881859459876","0.91389286324889"
"No","1989","Single parent ","Rural Area","94","0.915161697160723","0.86135028587915","0.968973108442296"
"No","1989","Couple + C. LE 16 ","Urban Area","1459","0.855261271514132","0.838531377819831","0.871991165208432"
"No","1989","Couple + C. LE 16 ","Rural Area","372","0.844764467006667","0.81092798987581","0.878600944137523"
"No","1989","Couple + C. GT 16 ","Urban Area","1551","0.905776444394671","0.891929935427294","0.919622953362047"
"No","1989","Couple + C. GT 16 ","Rural Area","387","0.906272222651553","0.878757005184507","0.933787440118599"
"No","1989","Couple + C. LE and GT 16","Urban Area","714","0.901136376307069","0.880322734877248","0.921950017736889"
"No","1989","Couple + C. LE and GT 16","Rural Area","180","0.905038979465928","0.863997180931412","0.946080778000444"
"Yes","1990","1-pers.-HH","Urban Area","","","",""
"Yes","1990","1-pers.-HH","Rural Area","","","",""
"Yes","1990","(Married) couple without C. ","Urban Area","","","",""
"Yes","1990","(Married) couple without C. ","Rural Area","","","",""
"Yes","1990","Single parent ","Urban Area","","","",""
"Yes","1990","Single parent ","Rural Area","","","",""
"Yes","1990","Couple + C. LE 16 ","Urban Area","","","",""
"Yes","1990","Couple + C. LE 16 ","Rural Area","","","",""
"Yes","1990","Couple + C. GT 16 ","Urban Area","","","",""
"Yes","1990","Couple + C. GT 16 ","Rural Area","","","",""
"Yes","1990","Couple + C. LE and GT 16","Urban Area","","","",""
"Yes","1990","Couple + C. LE and GT 16","Rural Area","","","",""
"No","1990","1-pers.-HH","Urban Area","","","",""
"No","1990","1-pers.-HH","Rural Area","","","",""
"No","1990","(Married) couple without C. ","Urban Area","","","",""
"No","1990","(Married) couple without C. ","Rural Area","","","",""
"No","1990","Single parent ","Urban Area","","","",""
"No","1990","Single parent ","Rural Area","","","",""
"No","1990","Couple + C. LE 16 ","Urban Area","","","",""
"No","1990","Couple + C. LE 16 ","Rural Area","","","",""
"No","1990","Couple + C. GT 16 ","Urban Area","","","",""
"No","1990","Couple + C. GT 16 ","Rural Area","","","",""
"No","1990","Couple + C. LE and GT 16","Urban Area","","","",""
"No","1990","Couple + C. LE and GT 16","Rural Area","","","",""
"Yes","1991","1-pers.-HH","Urban Area","133","0.169576822118061","0.144554696672552","0.19459894756357"
"Yes","1991","1-pers.-HH","Rural Area","24","","",""
"Yes","1991","(Married) couple without C. ","Urban Area","247","0.134355946344367","0.11892778841362","0.149784104275114"
"Yes","1991","(Married) couple without C. ","Rural Area","57","0.138266731418521","0.106050549096217","0.170482913740825"
"Yes","1991","Single parent ","Urban Area","38","0.0942778212169539","0.0645831247035439","0.123972517730364"
"Yes","1991","Single parent ","Rural Area","16","","",""
"Yes","1991","Couple + C. LE 16 ","Urban Area","238","0.142596626291216","0.12583650436137","0.159356748221063"
"Yes","1991","Couple + C. LE 16 ","Rural Area","65","0.153055048680899","0.118539770992381","0.187570326369418"
"Yes","1991","Couple + C. GT 16 ","Urban Area","138","0.0941057529795011","0.0794371888922469","0.108774317066755"
"Yes","1991","Couple + C. GT 16 ","Rural Area","43","0.114267958762661","0.0851954448096608","0.143340472715662"
"Yes","1991","Couple + C. LE and GT 16","Urban Area","75","0.122137042440886","0.098135887989636","0.146138196892136"
"Yes","1991","Couple + C. LE and GT 16","Rural Area","21","","",""
"No","1991","1-pers.-HH","Urban Area","731","0.830423177881939","0.80540105243643","0.855445303327448"
"No","1991","1-pers.-HH","Rural Area","147","0.854566379251732","0.801727287322825","0.907405471180639"
"No","1991","(Married) couple without C. ","Urban Area","1630","0.865644053655633","0.850215895724886","0.88107221158638"
"No","1991","(Married) couple without C. ","Rural Area","384","0.861733268581479","0.829517086259174","0.893949450903783"
"No","1991","Single parent ","Urban Area","334","0.905722178783046","0.876027482269636","0.935416875296456"
"No","1991","Single parent ","Rural Area","92","0.840821775251684","0.771824805607308","0.909818744896059"
"No","1991","Couple + C. LE 16 ","Urban Area","1434","0.857403373708784","0.840643251778937","0.87416349563863"
"No","1991","Couple + C. LE 16 ","Rural Area","353","0.846944951319101","0.812429673630582","0.881460229007619"
"No","1991","Couple + C. GT 16 ","Urban Area","1384","0.905894247020499","0.891225682933245","0.920562811107753"
"No","1991","Couple + C. GT 16 ","Rural Area","417","0.885732041237339","0.856659527284338","0.914804555190339"
"No","1991","Couple + C. LE and GT 16","Urban Area","640","0.877862957559114","0.853861803107864","0.901864112010364"
"No","1991","Couple + C. LE and GT 16","Rural Area","154","0.877283547303901","0.828670767550456","0.925896327057345"
"Yes","1992","1-pers.-HH","Urban Area","137","0.147925036604963","0.125776284639845","0.170073788570082"
"Yes","1992","1-pers.-HH","Rural Area","52","0.173854557995701","0.133979194981229","0.213729921010173"
"Yes","1992","(Married) couple without C. ","Urban Area","262","0.115120318171981","0.101993555720206","0.128247080623756"
"Yes","1992","(Married) couple without C. ","Rural Area","112","0.122569538631565","0.102005972194581","0.14313310506855"
"Yes","1992","Single parent ","Urban Area","53","0.128200068218717","0.0970686596338363","0.159331476803598"
"Yes","1992","Single parent ","Rural Area","18","","",""
"Yes","1992","Couple + C. LE 16 ","Urban Area","249","0.129702032898888","0.115270412247328","0.144133653550448"
"Yes","1992","Couple + C. LE 16 ","Rural Area","129","0.118231735043101","0.099658983679777","0.136804486406425"
"Yes","1992","Couple + C. GT 16 ","Urban Area","161","0.0926160206963945","0.078903996982114","0.106328044410675"
"Yes","1992","Couple + C. GT 16 ","Rural Area","95","0.108387452672094","0.089100642281716","0.127674263062472"
"Yes","1992","Couple + C. LE and GT 16","Urban Area","60","0.0694707509305412","0.0514419259483702","0.0874995759127121"
"Yes","1992","Couple + C. LE and GT 16","Rural Area","27","","",""
"No","1992","1-pers.-HH","Urban Area","850","0.852074963395037","0.829926211429918","0.874223715360155"
"No","1992","1-pers.-HH","Rural Area","295","0.826145442004299","0.786270078989827","0.866020805018772"
"No","1992","(Married) couple without C. ","Urban Area","2009","0.884879681828019","0.871752919376245","0.898006444279794"
"No","1992","(Married) couple without C. ","Rural Area","865","0.877430461368435","0.85686689493145","0.897994027805419"
"No","1992","Single parent ","Urban Area","390","0.871799931781283","0.840668523196402","0.902931340366164"
"No","1992","Single parent ","Rural Area","176","0.882320042451774","0.836976906807556","0.927663178095992"
"No","1992","Couple + C. LE 16 ","Urban Area","1833","0.870297967101112","0.855866346449552","0.884729587752672"
"No","1992","Couple + C. LE 16 ","Rural Area","1032","0.881768264956899","0.863195513593575","0.900341016320223"
"No","1992","Couple + C. GT 16 ","Urban Area","1556","0.907383979303606","0.893671955589325","0.921096003017886"
"No","1992","Couple + C. GT 16 ","Rural Area","903","0.891612547327906","0.872325736937528","0.910899357718284"
"No","1992","Couple + C. LE and GT 16","Urban Area","704","0.930529249069459","0.912500424087288","0.94855807405163"
"No","1992","Couple + C. LE and GT 16","Rural Area","352","0.925414669316319","0.898964808833826","0.951864529798812"
"Yes","1993","1-pers.-HH","Urban Area","","","",""
"Yes","1993","1-pers.-HH","Rural Area","","","",""
"Yes","1993","(Married) couple without C. ","Urban Area","","","",""
"Yes","1993","(Married) couple without C. ","Rural Area","","","",""
"Yes","1993","Single parent ","Urban Area","","","",""
"Yes","1993","Single parent ","Rural Area","","","",""
"Yes","1993","Couple + C. LE 16 ","Urban Area","","","",""
"Yes","1993","Couple + C. LE 16 ","Rural Area","","","",""
"Yes","1993","Couple + C. GT 16 ","Urban Area","","","",""
"Yes","1993","Couple + C. GT 16 ","Rural Area","","","",""
"Yes","1993","Couple + C. LE and GT 16","Urban Area","","","",""
"Yes","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"No","1993","1-pers.-HH","Urban Area","","","",""
"No","1993","1-pers.-HH","Rural Area","","","",""
"No","1993","(Married) couple without C. ","Urban Area","","","",""
"No","1993","(Married) couple without C. ","Rural Area","","","",""
"No","1993","Single parent ","Urban Area","","","",""
"No","1993","Single parent ","Rural Area","","","",""
"No","1993","Couple + C. LE 16 ","Urban Area","","","",""
"No","1993","Couple + C. LE 16 ","Rural Area","","","",""
"No","1993","Couple + C. GT 16 ","Urban Area","","","",""
"No","1993","Couple + C. GT 16 ","Rural Area","","","",""
"No","1993","Couple + C. LE and GT 16","Urban Area","","","",""
"No","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"Yes","1994","1-pers.-HH","Urban Area","157","0.178723336858128","0.155188587614145","0.20225808610211"
"Yes","1994","1-pers.-HH","Rural Area","67","0.202408726791577","0.162582925217419","0.242234528365735"
"Yes","1994","(Married) couple without C. ","Urban Area","295","0.13862220236693","0.124621384814454","0.152623019919407"
"Yes","1994","(Married) couple without C. ","Rural Area","126","0.142593804115864","0.121474600282537","0.16371300794919"
"Yes","1994","Single parent ","Urban Area","47","0.12885735903136","0.0959000240052122","0.161814694057507"
"Yes","1994","Single parent ","Rural Area","17","","",""
"Yes","1994","Couple + C. LE 16 ","Urban Area","249","0.127626168970592","0.112880411309055","0.142371926632129"
"Yes","1994","Couple + C. LE 16 ","Rural Area","104","0.103055628357101","0.084718355629029","0.121392901085173"
"Yes","1994","Couple + C. GT 16 ","Urban Area","136","0.0933939563544102","0.0790460597235437","0.107741852985277"
"Yes","1994","Couple + C. GT 16 ","Rural Area","97","0.105571236970771","0.0852106755985236","0.125931798343018"
"Yes","1994","Couple + C. LE and GT 16","Urban Area","69","0.0858479964835147","0.0660224713878893","0.10567352157914"
"Yes","1994","Couple + C. LE and GT 16","Rural Area","34","0.0742405901269981","0.0488953181860518","0.0995858620679444"
"No","1994","1-pers.-HH","Urban Area","861","0.821276663141872","0.79774191389789","0.844811412385855"
"No","1994","1-pers.-HH","Rural Area","324","0.797591273208423","0.757765471634265","0.837417074782581"
"No","1994","(Married) couple without C. ","Urban Area","2045","0.86137779763307","0.847376980080593","0.875378615185546"
"No","1994","(Married) couple without C. ","Rural Area","927","0.857406195884136","0.83628699205081","0.878525399717463"
"No","1994","Single parent ","Urban Area","350","0.87114264096864","0.838185305942493","0.904099975994788"
"No","1994","Single parent ","Rural Area","164","0.906885763584598","0.864551389914265","0.949220137254932"
"No","1994","Couple + C. LE 16 ","Urban Area","1718","0.872373831029408","0.857628073367871","0.887119588690945"
"No","1994","Couple + C. LE 16 ","Rural Area","952","0.896944371642899","0.878607098914827","0.915281644370971"
"No","1994","Couple + C. GT 16 ","Urban Area","1444","0.90660604364559","0.892258147014723","0.920953940276456"
"No","1994","Couple + C. GT 16 ","Rural Area","778","0.894428763029229","0.874068201656982","0.914789324401477"
"No","1994","Couple + C. LE and GT 16","Urban Area","698","0.914152003516485","0.89432647842086","0.933977528612111"
"No","1994","Couple + C. LE and GT 16","Rural Area","377","0.925759409873002","0.900414137932056","0.951104681813948"
"Yes","1995","1-pers.-HH","Urban Area","156","0.17663399355322","0.153589146424396","0.199678840682044"
"Yes","1995","1-pers.-HH","Rural Area","66","0.163949919018113","0.127622596214476","0.200277241821749"
"Yes","1995","(Married) couple without C. ","Urban Area","285","0.121923729118419","0.108876753066977","0.134970705169861"
"Yes","1995","(Married) couple without C. ","Rural Area","145","0.148965000087695","0.127837332902029","0.17009266727336"
"Yes","1995","Single parent ","Urban Area","44","0.103891699563482","0.0746413792932534","0.13314201983371"
"Yes","1995","Single parent ","Rural Area","25","","",""
"Yes","1995","Couple + C. LE 16 ","Urban Area","239","0.107260110584101","0.0938352996213984","0.120684921546803"
"Yes","1995","Couple + C. LE 16 ","Rural Area","145","0.12633894630215","0.106723535540871","0.145954357063429"
"Yes","1995","Couple + C. GT 16 ","Urban Area","163","0.1007530368151","0.0859299359130041","0.115576137717196"
"Yes","1995","Couple + C. GT 16 ","Rural Area","101","0.13000430294517","0.108177602521984","0.151831003368356"
"Yes","1995","Couple + C. LE and GT 16","Urban Area","69","0.0875112809860013","0.0678681686986043","0.107154393273398"
"Yes","1995","Couple + C. LE and GT 16","Rural Area","34","0.0595669627084072","0.0376989911213704","0.0814349342954439"
"No","1995","1-pers.-HH","Urban Area","896","0.82336600644678","0.800321159317956","0.846410853575604"
"No","1995","1-pers.-HH","Rural Area","333","0.836050080981887","0.799722758178251","0.872377403785524"
"No","1995","(Married) couple without C. ","Urban Area","2131","0.878076270881581","0.865029294830139","0.891123246933023"
"No","1995","(Married) couple without C. ","Rural Area","946","0.851034999912305","0.82990733272664","0.872162667097971"
"No","1995","Single parent ","Urban Area","374","0.896108300436518","0.86685798016629","0.925358620706747"
"No","1995","Single parent ","Rural Area","168","0.903040261443246","0.861293892098496","0.944786630787997"
"No","1995","Couple + C. LE 16 ","Urban Area","1802","0.892739889415899","0.879315078453197","0.906164700378602"
"No","1995","Couple + C. LE 16 ","Rural Area","957","0.87366105369785","0.854045642936571","0.893276464459129"
"No","1995","Couple + C. GT 16 ","Urban Area","1421","0.8992469631849","0.884423862282804","0.914070064086996"
"No","1995","Couple + C. GT 16 ","Rural Area","811","0.86999569705483","0.848168996631644","0.891822397478016"
"No","1995","Couple + C. LE and GT 16","Urban Area","726","0.912488719013999","0.892845606726602","0.932131831301396"
"No","1995","Couple + C. LE and GT 16","Rural Area","416","0.940433037291593","0.918565065704556","0.96230100887863"
"Yes","1996","1-pers.-HH","Urban Area","135","0.13417363495316","0.113645518303345","0.154701751602974"
"Yes","1996","1-pers.-HH","Rural Area","78","0.219483851325344","0.179994127349818","0.25897357530087"
"Yes","1996","(Married) couple without C. ","Urban Area","303","0.127041006213377","0.113778368516571","0.140303643910183"
"Yes","1996","(Married) couple without C. ","Rural Area","158","0.148721409232055","0.128057673900484","0.169385144563626"
"Yes","1996","Single parent ","Urban Area","51","0.121610605545846","0.0913119333325027","0.151909277759189"
"Yes","1996","Single parent ","Rural Area","26","","",""
"Yes","1996","Couple + C. LE 16 ","Urban Area","256","0.12415107235887","0.109659332203064","0.138642812514677"
"Yes","1996","Couple + C. LE 16 ","Rural Area","127","0.121094667806644","0.101004806984786","0.141184528628502"
"Yes","1996","Couple + C. GT 16 ","Urban Area","159","0.112501706896329","0.0965693811250868","0.12843403266757"
"Yes","1996","Couple + C. GT 16 ","Rural Area","86","0.092612314934432","0.0732152840422947","0.112009345826569"
"Yes","1996","Couple + C. LE and GT 16","Urban Area","73","0.0914410817710478","0.0710558944551175","0.111826269086978"
"Yes","1996","Couple + C. LE and GT 16","Rural Area","51","0.0924124468398781","0.0666381561662882","0.118186737513468"
"No","1996","1-pers.-HH","Urban Area","924","0.86582636504684","0.845298248397026","0.886354481696655"
"No","1996","1-pers.-HH","Rural Area","344","0.780516148674656","0.741026424699129","0.820005872650182"
"No","1996","(Married) couple without C. ","Urban Area","2119","0.872958993786623","0.859696356089817","0.886221631483429"
"No","1996","(Married) couple without C. ","Rural Area","981","0.851278590767945","0.830614855436374","0.871942326099516"
"No","1996","Single parent ","Urban Area","396","0.878389394454154","0.848090722240811","0.908688066667497"
"No","1996","Single parent ","Rural Area","180","0.881612068888434","0.837494968574558","0.92572916920231"
"No","1996","Couple + C. LE 16 ","Urban Area","1733","0.87584892764113","0.861357187485323","0.890340667796936"
"No","1996","Couple + C. LE 16 ","Rural Area","886","0.878905332193356","0.858815471371498","0.898995193015214"
"No","1996","Couple + C. GT 16 ","Urban Area","1352","0.887498293103671","0.87156596733243","0.903430618874913"
"No","1996","Couple + C. GT 16 ","Rural Area","772","0.907387685065568","0.887990654173431","0.926784715957705"
"No","1996","Couple + C. LE and GT 16","Urban Area","695","0.908558918228952","0.888173730913022","0.928944105544883"
"No","1996","Couple + C. LE and GT 16","Rural Area","434","0.907587553160122","0.881813262486532","0.933361843833712"
"Yes","1997","1-pers.-HH","Urban Area","145","0.147443746479773","0.125957678290439","0.168929814669106"
"Yes","1997","1-pers.-HH","Rural Area","70","0.176349150986752","0.139503567205609","0.213194734767895"
"Yes","1997","(Married) couple without C. ","Urban Area","346","0.14996057645298","0.13577958181226","0.1641415710937"
"Yes","1997","(Married) couple without C. ","Rural Area","162","0.13615731529284","0.116446887359415","0.155867743226264"
"Yes","1997","Single parent ","Urban Area","46","0.11235378440777","0.0823298618247461","0.142377706990794"
"Yes","1997","Single parent ","Rural Area","27","","",""
"Yes","1997","Couple + C. LE 16 ","Urban Area","230","0.115880339073163","0.10141163716167","0.130349040984656"
"Yes","1997","Couple + C. LE 16 ","Rural Area","121","0.121838169361865","0.101114288691715","0.142562050032014"
"Yes","1997","Couple + C. GT 16 ","Urban Area","148","0.107757391112378","0.0920710101358895","0.123443772088866"
"Yes","1997","Couple + C. GT 16 ","Rural Area","81","0.095782030878308","0.0762602444848169","0.115303817271799"
"Yes","1997","Couple + C. LE and GT 16","Urban Area","57","0.0739284549008272","0.05515229556301","0.0927046142386444"
