"ple0053","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","1984","1-pers.-HH","West Germany","173","0.133128651015522","0.114878260843283","0.151379041187762"
"Yes","1984","1-pers.-HH","East Germany","","","",""
"Yes","1984","(Married) couple without C. ","West Germany","298","0.116137140707385","0.10404996999398","0.128224311420789"
"Yes","1984","(Married) couple without C. ","East Germany","","","",""
"Yes","1984","Single parent ","West Germany","53","0.0946770341834341","0.07080946099259","0.118544607374278"
"Yes","1984","Single parent ","East Germany","","","",""
"Yes","1984","Couple + C. LE 16 ","West Germany","393","0.126152604799728","0.11442119375007","0.137884015849386"
"Yes","1984","Couple + C. LE 16 ","East Germany","","","",""
"Yes","1984","Couple + C. GT 16 ","West Germany","188","0.0902943364142503","0.0776957852054598","0.102892887623041"
"Yes","1984","Couple + C. GT 16 ","East Germany","","","",""
"Yes","1984","Couple + C. LE and GT 16","West Germany","172","0.0923970325391736","0.0786995767057057","0.106094488372641"
"Yes","1984","Couple + C. LE and GT 16","East Germany","","","",""
"No","1984","1-pers.-HH","West Germany","1158","0.866871348984478","0.848620958812238","0.885121739156717"
"No","1984","1-pers.-HH","East Germany","","","",""
"No","1984","(Married) couple without C. ","West Germany","2401","0.883862859292615","0.871775688579211","0.89595003000602"
"No","1984","(Married) couple without C. ","East Germany","","","",""
"No","1984","Single parent ","West Germany","525","0.905322965816566","0.881455392625722","0.92919053900741"
"No","1984","Single parent ","East Germany","","","",""
"No","1984","Couple + C. LE 16 ","West Germany","2684","0.873847395200272","0.862115984150614","0.88557880624993"
"No","1984","Couple + C. LE 16 ","East Germany","","","",""
"No","1984","Couple + C. GT 16 ","West Germany","1800","0.90970566358575","0.897107112376959","0.92230421479454"
"No","1984","Couple + C. GT 16 ","East Germany","","","",""
"No","1984","Couple + C. LE and GT 16","West Germany","1545","0.907602967460826","0.893905511627358","0.921300423294294"
"No","1984","Couple + C. LE and GT 16","East Germany","","","",""
"Yes","1985","1-pers.-HH","West Germany","139","0.128069994164506","0.108971068574825","0.147168919754186"
"Yes","1985","1-pers.-HH","East Germany","","","",""
"Yes","1985","(Married) couple without C. ","West Germany","264","0.111236119141328","0.0987423594258007","0.123729878856856"
"Yes","1985","(Married) couple without C. ","East Germany","","","",""
"Yes","1985","Single parent ","West Germany","49","0.0866594978484926","0.0630181036940128","0.110300892002972"
"Yes","1985","Single parent ","East Germany","","","",""
"Yes","1985","Couple + C. LE 16 ","West Germany","378","0.140825853170409","0.127654101633307","0.153997604707512"
"Yes","1985","Couple + C. LE 16 ","East Germany","","","",""
"Yes","1985","Couple + C. GT 16 ","West Germany","192","0.0905010521584545","0.0780083529002465","0.102993751416663"
"Yes","1985","Couple + C. GT 16 ","East Germany","","","",""
"Yes","1985","Couple + C. LE and GT 16","West Germany","147","0.0849378113992155","0.0707773768700577","0.0990982459283733"
"Yes","1985","Couple + C. LE and GT 16","East Germany","","","",""
"No","1985","1-pers.-HH","West Germany","1037","0.871930005835494","0.852831080245814","0.891028931425175"
"No","1985","1-pers.-HH","East Germany","","","",""
"No","1985","(Married) couple without C. ","West Germany","2169","0.888763880858672","0.876270121143144","0.901257640574199"
"No","1985","(Married) couple without C. ","East Germany","","","",""
