"ple0053","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2002","Part Time","direct migration background","565","0.87825014803117","0.853111914905538","0.903388381156802","2"
"Yes","2002","Part Time","direct migration background","85","0.12174985196883","0.0966116188431979","0.146888085094462","1"
"Yes","2002","Part Time","indirect migration background","23","","","","1"
"Yes","2002","Not Working","no migration background","1173","0.178398785406534","0.16939212990176","0.187405440911309","1"
"Yes","2002","Not Working","direct migration background","162","0.159717583720195","0.138156463484248","0.181278703956142","1"
"Yes","2002","Not Working","indirect migration background","36","0.141600616411341","0.0973074341978999","0.185893798624782","1"
"Yes","2002","Full Time","no migration background","644","0.0798949552675339","0.074024767447708","0.0857651430873598","1"
"Yes","2002","Full Time","direct migration background","81","0.0676614314554737","0.0525056170935749","0.0828172458173726","1"
"Yes","2002","Full Time","indirect migration background","26","","","","1"
"Yes","2002","Part Time","no migration background","495","0.119990825672315","0.110366324289994","0.129615327054635","1"
"No","2003","Full Time","no migration background","7080","0.924826686983529","0.918927019781101","0.930726354185957","2"
"No","2003","Part Time","indirect migration background","196","0.886551544634","0.845204434540528","0.927898654727472","2"
"No","2003","Not Working","no migration background","5758","0.831073189328149","0.822214378190696","0.839932000465601","2"
"No","2003","Not Working","direct migration background","889","0.817525647973618","0.794241400542077","0.840809895405159","2"
"No","2003","Not Working","indirect migration background","221","0.882109805097388","0.841974883566458","0.922244726628319","2"
"No","2003","Full Time","direct migration background","854","0.919332546321666","0.901754600468526","0.936910492174806","2"
"No","2003","Full Time","indirect migration background","295","0.940836920417213","0.914657902167659","0.967015938666767","2"
"No","2003","Part Time","no migration background","3710","0.868777793087763","0.858641027752449","0.878914558423078","2"
"No","2003","Part Time","direct migration background","569","0.886855157871745","0.862370934494485","0.911339381249004","2"
"Yes","2003","Part Time","direct migration background","74","0.113144842128255","0.0886606187509954","0.137629065505515","1"
"Yes","2003","Part Time","indirect migration background","30","0.113448455366","0.0721013452725276","0.154795565459472","1"
"Yes","2003","Not Working","no migration background","1114","0.168926810671851","0.160067999534399","0.177785621809304","1"
"Yes","2003","Not Working","direct migration background","168","0.182474352026382","0.159190104594841","0.205758599457923","1"
"Yes","2003","Not Working","indirect migration background","27","","","","1"
"Yes","2003","Full Time","no migration background","593","0.0751733130164711","0.0692736458140435","0.0810729802188987","1"
"Yes","2003","Full Time","direct migration background","68","0.0806674536783344","0.0630895078251943","0.0982453995314744","1"
"Yes","2003","Full Time","indirect migration background","17","","","","1"
"Yes","2003","Part Time","no migration background","552","0.131222206912237","0.121085441576922","0.141358972247551","1"
"No","2004","Full Time","no migration background","6725","0.927126471401218","0.92115356124353","0.933099381558907","2"
"No","2004","Part Time","indirect migration background","211","0.903176440483255","0.865205884793345","0.941146996173166","2"
"No","2004","Not Working","no migration background","5694","0.811481507591878","0.802232021034889","0.820730994148868","2"
"No","2004","Not Working","direct migration background","893","0.830098969764009","0.807565460868125","0.852632478659893","2"
"No","2004","Not Working","indirect migration background","222","0.897374221343443","0.860272286641384","0.934476156045502","2"
"No","2004","Full Time","direct migration background","803","0.92162809559783","0.903779786997632","0.939476404198027","2"
"No","2004","Full Time","indirect migration background","292","0.942370502473229","0.916594442990732","0.968146561955727","2"
"No","2004","Part Time","no migration background","3685","0.876088574601953","0.866106287774542","0.886070861429365","2"
"No","2004","Part Time","direct migration background","540","0.911950123382018","0.889238539730502","0.934661707033534","2"
"Yes","2004","Part Time","direct migration background","58","0.0880498766179819","0.0653382929664657","0.110761460269498","1"
"Yes","2004","Part Time","indirect migration background","22","","","","1"
"Yes","2004","Not Working","no migration background","1175","0.188518492408122","0.179269005851132","0.197767978965111","1"
"Yes","2004","Not Working","direct migration background","174","0.169901030235991","0.147367521340107","0.192434539131875","1"
"Yes","2004","Not Working","indirect migration background","35","0.102625778656557","0.0655238439544977","0.139727713358615","1"
"Yes","2004","Full Time","no migration background","550","0.0728735285987818","0.0669006184410934","0.0788464387564702","1"
"Yes","2004","Full Time","direct migration background","68","0.0783719044021706","0.0605235958019727","0.0962202130023685","1"
"Yes","2004","Full Time","indirect migration background","22","","","","1"
"Yes","2004","Part Time","no migration background","500","0.123911425398047","0.113929138570635","0.133893712225458","1"
"No","2005","Full Time","no migration background","6372","0.925197366352593","0.918985163381978","0.931409569323209","2"
"No","2005","Part Time","indirect migration background","194","0.891534543961566","0.849968023423033","0.933101064500098","2"
"No","2005","Not Working","no migration background","5577","0.833669518921675","0.824689142037781","0.842649895805568","2"
"No","2005","Not Working","direct migration background","869","0.85363097346704","0.831820646187382","0.875441300746699","2"
"No","2005","Not Working","indirect migration background","261","0.892447325700279","0.856478391940867","0.928416259459691","2"
"No","2005","Full Time","direct migration background","749","0.920044821171509","0.901308775220544","0.938780867122474","2"
"No","2005","Full Time","indirect migration background","307","0.914967028106307","0.884780888925955","0.945153167286658","2"
"No","2005","Part Time","no migration background","3604","0.882232440463165","0.87229669242581","0.89216818850052","2"
"No","2005","Part Time","direct migration background","495","0.891563585482895","0.865811179335332","0.917315991630458","2"
"Yes","2005","Full Time","no migration background","517","0.0748026336474067","0.0685904306767914","0.081014836618022","1"
"Yes","2005","Full Time","direct migration background","56","0.079955178828491","0.0612191328775256","0.0986912247794565","1"
"Yes","2005","Full Time","indirect migration background","21","","","","1"
"Yes","2005","Part Time","direct migration background","65","0.108436414517105","0.0826840083695417","0.134188820664668","1"
"Yes","2005","Part Time","indirect migration background","21","","","","1"
"Yes","2005","Not Working","no migration background","1028","0.166330481078325","0.157350104194432","0.175310857962219","1"
"Yes","2005","Not Working","direct migration background","140","0.14636902653296","0.124558699253301","0.168179353812618","1"
"Yes","2005","Not Working","indirect migration background","24","","","","1"
"Yes","2005","Part Time","no migration background","439","0.117767559536835","0.10783181149948","0.12770330757419","1"
"No","2006","Part Time","indirect migration background","209","0.911765825422631","0.875268237182678","0.948263413662584","2"
"No","2006","Not Working","no migration background","6039","0.812059246627855","0.803095077991473","0.821023415264236","2"
"No","2006","Not Working","direct migration background","870","0.843983543861075","0.821768951306023","0.866198136416127","2"
"No","2006","Not Working","indirect migration background","225","0.881015236958309","0.841431306577242","0.920599167339377","2"
"No","2006","Full Time","no migration background","6774","0.927102393087096","0.921140853012781","0.933063933161411","2"
"No","2006","Full Time","direct migration background","744","0.928600909102575","0.91075806870361","0.946443749501539","2"
"No","2006","Full Time","indirect migration background","315","0.925614865025773","0.897474281704215","0.953755448347331","2"
"No","2006","Part Time","no migration background","3776","0.884616272261774","0.874988459135708","0.89424408538784","2"
"No","2006","Part Time","direct migration background","507","0.889383522568846","0.863451619777407","0.915315425360285","2"
"Yes","2006","Full Time","no migration background","531","0.0728976069129039","0.0669360668385888","0.078859146987219","1"
"Yes","2006","Full Time","direct migration background","56","0.0713990908974251","0.0535562504984607","0.0892419312963895","1"
"Yes","2006","Full Time","indirect migration background","19","","","","1"
"Yes","2006","Part Time","direct migration background","55","0.110616477431154","0.0846845746397151","0.136548380222593","1"
"Yes","2006","Part Time","indirect migration background","23","","","","1"
"Yes","2006","Not Working","no migration background","1257","0.187940753372145","0.178976584735764","0.196904922008527","1"
"Yes","2006","Not Working","direct migration background","155","0.156016456138925","0.133801863583873","0.178231048693977","1"
"Yes","2006","Not Working","indirect migration background","32","0.118984763041691","0.0794008326606227","0.158568693422759","1"
"Yes","2006","Part Time","no migration background","454","0.115383727738226","0.10575591461216","0.125011540864292","1"
"No","2007","Part Time","indirect migration background","191","0.833308408921498","0.784391907553058","0.882224910289938","2"
"No","2007","Not Working","no migration background","5672","0.815025478591369","0.805848035378337","0.824202921804402","2"
"No","2007","Not Working","direct migration background","755","0.860220499225147","0.837310061266034","0.883130937184259","2"
"No","2007","Not Working","indirect migration background","216","0.895272552425594","0.85595576494826","0.934589339902927","2"
"No","2007","Full Time","no migration background","6311","0.924739868693956","0.918483389336437","0.930996348051476","2"
"No","2007","Full Time","direct migration background","652","0.937329462249059","0.91942589359044","0.955233030907678","2"
"No","2007","Full Time","indirect migration background","314","0.931484640421293","0.904227961344798","0.958741319497787","2"
"No","2007","Part Time","no migration background","3515","0.882637985227077","0.872594610372619","0.892681360081536","2"
"No","2007","Part Time","direct migration background","483","0.902804445662311","0.87791193589634","0.927696955428283","2"
"Yes","2007","Full Time","no migration background","519","0.0752601313060438","0.0690036519485242","0.0815166106635634","1"
"Yes","2007","Full Time","direct migration background","52","0.0626705377509412","0.0447669690923218","0.0805741064095606","1"
"Yes","2007","Full Time","indirect migration background","16","","","","1"
"Yes","2007","Part Time","direct migration background","61","0.0971955543376886","0.0723030445717175","0.12208806410366","1"
"Yes","2007","Part Time","indirect migration background","32","0.166691591078502","0.117775089710062","0.215608092446943","1"
"Yes","2007","Not Working","no migration background","1204","0.184974521408631","0.175797078195598","0.194151964621663","1"
"Yes","2007","Not Working","direct migration background","125","0.139779500774853","0.116869062815741","0.162689938733966","1"
"Yes","2007","Part Time","no migration background","430","0.117362014772923","0.107318639918464","0.127405389627381","1"
"Yes","2007","Not Working","indirect migration background","17","","","","1"
"No","2008","Part Time","indirect migration background","202","0.953440489704798","0.925849004444976","0.981031974964619","2"
"No","2008","Not Working","no migration background","5346","0.826627999611428","0.817399269339606","0.835856729883249","2"
"No","2008","Not Working","direct migration background","674","0.864948627681747","0.841324013513968","0.888573241849525","2"
"No","2008","Not Working","indirect migration background","180","0.884793035259678","0.840981020793931","0.928605049725425","2"
"No","2008","Full Time","no migration background","6039","0.925297185705114","0.918910139505343","0.931684231904885","2"
"No","2008","Full Time","direct migration background","589","0.924340197990197","0.903722599768566","0.944957796211829","2"
"No","2008","Full Time","indirect migration background","315","0.954435823628051","0.932204011237321","0.97666763601878","2"
"No","2008","Part Time","no migration background","3319","0.880679711870736","0.870251490308775","0.891107933432696","2"
"No","2008","Part Time","direct migration background","436","0.92961139216104","0.90665567802084","0.95256710630124","2"
"Yes","2008","Full Time","no migration background","470","0.0747028142948859","0.0683157680951149","0.081089860494657","1"
"Yes","2008","Full Time","direct migration background","43","0.0756598020098026","0.0550422037881709","0.0962774002314342","1"
"Yes","2008","Full Time","indirect migration background","23","","","","1"
"Yes","2008","Part Time","direct migration background","41","0.0703886078389603","0.0474328936987603","0.0933443219791603","1"
"Yes","2008","Part Time","indirect migration background","22","","","","1"
"Yes","2008","Not Working","no migration background","1118","0.173372000388572","0.164143270116751","0.182600730660394","1"
"Yes","2008","Not Working","direct migration background","130","0.135051372318253","0.111426758150475","0.158675986486032","1"
"Yes","2008","Part Time","no migration background","393","0.119320288129264","0.108892066567304","0.129748509691225","1"
"Yes","2008","Not Working","indirect migration background","24","","","","1"
"No","2009","Part Time","indirect migration background","187","0.874512517247196","0.829814312329635","0.919210722164758","2"
"No","2009","Not Working","no migration background","4838","0.802323024780547","0.792232704073517","0.812413345487577","2"
"No","2009","Not Working","direct migration background","572","0.864091092891326","0.838409393128604","0.889772792654048","2"
"No","2009","Not Working","indirect migration background","172","0.872758409869639","0.825865326368461","0.919651493370817","2"
"No","2009","Full Time","no migration background","5629","0.916928515523547","0.910034178485201","0.923822852561894","2"
"No","2009","Full Time","direct migration background","486","0.907670911035558","0.883048288107328","0.932293533963788","2"
"No","2009","Full Time","indirect migration background","293","0.937456282284313","0.910501576084295","0.964410988484331","2"
"No","2009","Part Time","no migration background","3181","0.888147367477164","0.877798190796811","0.898496544157516","2"
"No","2009","Part Time","direct migration background","410","0.895817596290467","0.867622940224401","0.924012252356533","2"
"Yes","2009","Full Time","no migration background","527","0.0830714844764528","0.0761771474381063","0.0899658215147993","1"
"Yes","2009","Full Time","direct migration background","45","0.0923290889644419","0.0677064660362119","0.116951711892672","1"
"Yes","2009","Full Time","indirect migration background","17","","","","1"
"Yes","2009","Part Time","direct migration background","41","0.104182403709533","0.0759877476434669","0.132377059775598","1"
"Yes","2009","Part Time","indirect migration background","24","","","","1"
"Yes","2009","Not Working","no migration background","1146","0.197676975219453","0.187586654512423","0.207767295926483","1"
"Yes","2009","Not Working","direct migration background","112","0.135908907108674","0.110227207345952","0.161590606871396","1"
"Yes","2009","Part Time","no migration background","382","0.111852632522836","0.101503455842484","0.122201809203189","1"
"Yes","2009","Not Working","indirect migration background","22","","","","1"
"No","2010","Part Time","indirect migration background","291","0.859865957992333","0.823342612131535","0.896389303853132","2"
"No","2010","Not Working","no migration background","5547","0.800810405083655","0.791385333141313","0.810235477025998","2"
"No","2010","Not Working","direct migration background","964","0.8407822283289","0.820081053152846","0.861483403504954","2"
"No","2010","Not Working","indirect migration background","288","0.88707472115113","0.853628692515999","0.920520749786261","2"
"No","2010","Full Time","no migration background","7199","0.923069769309984","0.917174833994126","0.928964704625841","2"
"No","2010","Full Time","direct migration background","855","0.941982519287291","0.926949677420897","0.957015361153684","2"
"No","2010","Full Time","indirect migration background","419","0.945585673784762","0.92481156402682","0.966359783542705","2"
"No","2010","Part Time","no migration background","4514","0.888665243963699","0.880140492521778","0.897189995405619","2"
"No","2010","Part Time","direct migration background","654","0.902189147796022","0.881220847736671","0.923157447855374","2"
"Yes","2010","Full Time","no migration background","651","0.0769302306900166","0.0710352953741591","0.082825166005874","1"
"Yes","2010","Full Time","direct migration background","74","0.0580174807127093","0.042984638846316","0.0730503225791025","1"
"Yes","2010","Full Time","indirect migration background","39","0.0544143262152377","0.033640216457295","0.0751884359731803","1"
"Yes","2010","Part Time","direct migration background","117","0.0978108522039776","0.0768425521446264","0.118779152263329","1"
"Yes","2010","Part Time","indirect migration background","56","0.140134042007667","0.103610696146868","0.176657387868465","1"
"Yes","2010","Not Working","no migration background","1351","0.199189594916345","0.189764522974002","0.208614666858687","1"
"Yes","2010","Not Working","direct migration background","236","0.1592177716711","0.138516596495046","0.179918946847154","1"
"Yes","2010","Not Working","indirect migration background","56","0.11292527884887","0.0794792502137387","0.146371307484002","1"
"Yes","2010","Part Time","no migration background","716","0.111334756036302","0.102810004594381","0.119859507478222","1"
"No","2011","Part Time","indirect migration background","379","0.916435651486504","0.890309769561884","0.942561533411123","2"
"No","2011","Not Working","no migration background","6779","0.797747456751743","0.789183007379881","0.806311906123605","2"
"No","2011","Not Working","direct migration background","1042","0.833287015621285","0.813095901285001","0.853478129957569","2"
"No","2011","Not Working","indirect migration background","331","0.878459993048895","0.846277393576821","0.91064259252097","2"
"No","2011","Full Time","no migration background","8322","0.910445407455653","0.904581868856167","0.91630894605514","2"
"No","2011","Full Time","direct migration background","959","0.919316818523323","0.902867117249885","0.93576651979676","2"
"No","2011","Full Time","indirect migration background","454","0.927355125334122","0.904111393193556","0.950598857474688","2"
"No","2011","Part Time","no migration background","5511","0.876015775485116","0.867911167281266","0.884120383688965","2"
"No","2011","Part Time","direct migration background","763","0.882623453459196","0.861465405068977","0.903781501849416","2"
"Yes","2011","Not Working","direct migration background","267","0.166712984378715","0.146521870042431","0.186904098714999","1"
"Yes","2011","Full Time","no migration background","788","0.0895545925443465","0.0836910539448602","0.0954181311438327","1"
"Yes","2011","Full Time","direct migration background","94","0.0806831814766772","0.0642334802032398","0.0971328827501147","1"
"Yes","2011","Full Time","indirect migration background","25","","","","1"
"Yes","2011","Part Time","direct migration background","126","0.117376546540804","0.0962184981505837","0.138534594931023","1"
"Yes","2011","Part Time","indirect migration background","52","0.0835643485134961","0.0574384665888766","0.109690230438116","1"
"Yes","2011","Not Working","no migration background","1671","0.202252543248257","0.193688093876395","0.210816992620119","1"
"Yes","2011","Not Working","indirect migration background","65","0.121540006951105","0.0893574074790303","0.153722606423179","1"
"Yes","2011","Part Time","no migration background","841","0.123984224514884","0.115879616311035","0.132088832718734","1"
"No","2012","Part Time","indirect migration background","380","0.83556972888207","0.800896198221709","0.870243259542432","2"
"No","2012","Not Working","no migration background","6675","0.791782645841651","0.783055375777042","0.800509915906261","2"
"No","2012","Not Working","direct migration background","948","0.825429240735688","0.803565750819137","0.847292730652238","2"
"No","2012","Not Working","indirect migration background","289","0.873712889752563","0.838456747827635","0.908969031677492","2"
"No","2012","Full Time","no migration background","8037","0.908376048671593","0.90236720155956","0.914384895783627","2"
"No","2012","Full Time","direct migration background","981","0.918060121451564","0.901603180883284","0.934517062019844","2"
"No","2012","Full Time","indirect migration background","450","0.892430638350565","0.865190994297893","0.919670282403237","2"
"No","2012","Part Time","no migration background","5459","0.877040648106757","0.868863854604228","0.885217441609286","2"
"No","2012","Part Time","direct migration background","718","0.891116312972024","0.869809174968468","0.91242345097558","2"
"Yes","2012","Not Working","direct migration background","210","0.174570759264312","0.152707269347762","0.196434249180863","1"
"Yes","2012","Full Time","no migration background","818","0.0916239513284065","0.0856151042163733","0.0976327984404398","1"
"Yes","2012","Full Time","direct migration background","86","0.0819398785484358","0.065482937980156","0.0983968191167156","1"
"Yes","2012","Full Time","indirect migration background","47","0.107569361649435","0.0803297175967626","0.134809005702107","1"
"Yes","2012","Part Time","direct migration background","103","0.108883687027976","0.0875765490244204","0.130190825031532","1"
"Yes","2012","Part Time","indirect migration background","59","0.16443027111793","0.129756740457568","0.199103801778291","1"
"Yes","2012","Not Working","no migration background","1640","0.208217354158349","0.199490084093739","0.216944624222958","1"
"Yes","2012","Not Working","indirect migration background","52","0.126287110247437","0.0910309683225083","0.161543252172365","1"
"Yes","2012","Part Time","no migration background","737","0.122959351893243","0.114782558390714","0.131136145395772","1"
"No","2013","Full Time","no migration background","7555","0.913528331016132","0.907477414643314","0.919579247388949","2"
"No","2013","Full Time","direct migration background","876","0.926575432486895","0.910024022644195","0.943126842329594","2"
"No","2013","Full Time","indirect migration background","442","0.937836887451513","0.916236700823625","0.9594370740794","2"
"No","2013","Part Time","no migration background","5221","0.860796122646434","0.852027744336592","0.869564500956276","2"
"No","2013","Part Time","direct migration background","694","0.88791999971551","0.865823769259176","0.910016230171844","2"
"No","2013","Part Time","indirect migration background","358","0.864811205822658","0.83159256278742","0.898029848857895","2"
"No","2013","Not Working","no migration background","6085","0.786777742001423","0.77756086114554","0.795994622857307","2"
"No","2013","Not Working","direct migration background","788","0.793932182154559","0.768425362169332","0.819439002139786","2"
"No","2013","Not Working","indirect migration background","272","0.839681315657521","0.799228024102487","0.880134607212556","2"
"Yes","2013","Not Working","direct migration background","178","0.206067817845441","0.180560997860214","0.231574637830668","1"
"Yes","2013","Not Working","no migration background","1501","0.213222257998577","0.204005377142693","0.22243913885446","1"
"Yes","2013","Full Time","no migration background","733","0.0864716689838685","0.0804207526110513","0.0925225853566857","1"
"Yes","2013","Full Time","direct migration background","78","0.0734245675131051","0.0568731576704055","0.0899759773558048","1"
"Yes","2013","Full Time","indirect migration background","38","0.0621631125484871","0.0405629259205996","0.0837632991763746","1"
"Yes","2013","Part Time","direct migration background","89","0.11208000028449","0.0899837698281563","0.134176230740824","1"
"Yes","2013","Part Time","indirect migration background","49","0.135188794177342","0.101970151142105","0.16840743721258","1"
"Yes","2013","Not Working","indirect migration background","44","0.160318684342479","0.119865392787444","0.200771975897513","1"
"Yes","2013","Part Time","no migration background","766","0.139203877353566","0.130435499043724","0.147972255663408","1"
"No","2014","Full Time","no migration background","7051","0.917066210459755","0.910896756762008","0.923235664157501","2"
"No","2014","Full Time","direct migration background","1657","0.886867532393663","0.872406195908895","0.90132886887843","2"
"No","2014","Full Time","indirect migration background","644","0.917243086025255","0.896991564508778","0.937494607541732","2"
"No","2014","Part Time","no migration background","4777","0.869117565191906","0.86013772801781","0.878097402366003","2"
"No","2014","Part Time","direct migration background","1359","0.864060753059914","0.847124072391936","0.880997433727892","2"
"No","2014","Part Time","indirect migration background","488","0.8518761130914","0.822637462068238","0.881114764114562","2"
"No","2014","Not Working","no migration background","5776","0.797809984189864","0.788496612092403","0.807123356287324","2"
"No","2014","Not Working","direct migration background","1392","0.827190579447963","0.809286338804145","0.845094820091781","2"
"No","2014","Not Working","indirect migration background","437","0.849307357170392","0.818409885381461","0.880204828959322","2"
"Yes","2014","Not Working","direct migration background","321","0.172809420552037","0.154905179908219","0.190713661195855","1"
"Yes","2014","Full Time","no migration background","625","0.0829337895402455","0.0767643358424993","0.0891032432379916","1"
"Yes","2014","Full Time","direct migration background","186","0.113132467606337","0.0986711311215703","0.127593804091105","1"
"Yes","2014","Not Working","no migration background","1368","0.202190015810136","0.192876643712676","0.211503387907597","1"
"Yes","2014","Full Time","indirect migration background","67","0.0827569139747447","0.0625053924582676","0.103008435491222","1"
"Yes","2014","Part Time","direct migration background","214","0.135939246940086","0.119002566272108","0.152875927608064","1"
"Yes","2014","Part Time","indirect migration background","79","0.1481238869086","0.118885235885438","0.177362537931762","1"
"Yes","2014","Not Working","indirect migration background","78","0.150692642829608","0.119795171040678","0.181590114618539","1"
"Yes","2014","Part Time","no migration background","642","0.130882434808094","0.121902597633997","0.13986227198219","1"
"No","2015","Full Time","no migration background","6641","0.918409760152511","0.912101258682586","0.924718261622436","2"
"No","2015","Full Time","direct migration background","1476","0.913618413986672","0.899938492882933","0.927298335090411","2"
"No","2015","Full Time","indirect migration background","599","0.921438678657753","0.900834037762111","0.942043319553395","2"
"No","2015","Part Time","no migration background","4591","0.870838466527212","0.861744772404745","0.879932160649679","2"
"No","2015","Part Time","direct migration background","1176","0.861949840967402","0.843683680860437","0.880216001074367","2"
"No","2015","Part Time","indirect migration background","459","0.869040481876801","0.840346595889518","0.897734367864085","2"
"No","2015","Not Working","no migration background","5374","0.782521703179454","0.772662130243692","0.792381276115216","2"
"No","2015","Not Working","direct migration background","1077","0.834303304161542","0.81426083290943","0.854345775413654","2"
"No","2015","Not Working","indirect migration background","375","0.861468244623693","0.829226160889667","0.893710328357718","2"
"Yes","2015","Not Working","direct migration background","245","0.165696695838458","0.145654224586347","0.18573916709057","1"
"Yes","2015","Full Time","no migration background","592","0.0815902398474889","0.0752817383775642","0.0878987413174137","1"
"Yes","2015","Full Time","direct migration background","144","0.0863815860133278","0.0727016649095887","0.100061507117067","1"
"Yes","2015","Not Working","no migration background","1351","0.217478296820546","0.207618723884784","0.227337869756308","1"
"Yes","2015","Full Time","indirect migration background","56","0.078561321342247","0.0579566804466047","0.0991659622378893","1"
"Yes","2015","Part Time","direct migration background","194","0.138050159032598","0.119783998925633","0.156316319139563","1"
"Yes","2015","Part Time","no migration background","634","0.129161533472788","0.120067839350321","0.138255227595255","1"
"Yes","2015","Part Time","indirect migration background","72","0.130959518123199","0.102265632135915","0.159653404110482","1"
"Yes","2015","Not Working","indirect migration background","66","0.138531755376307","0.106289671642282","0.170773839110333","1"
"No","2016","Full Time","no migration background","6137","0.912057894408212","0.90528959920019","0.918826189616234","2"
"No","2016","Full Time","direct migration background","1663","0.913449907026338","0.900528557369528","0.926371256683148","2"
"No","2016","Full Time","indirect migration background","589","0.95384783642917","0.937464083188119","0.970231589670221","2"
"No","2016","Part Time","no migration background","4323","0.877913389164616","0.868742074417527","0.887084703911706","2"
"No","2016","Part Time","direct migration background","1335","0.882747599292914","0.866726160076069","0.89876903850976","2"
"No","2016","Part Time","indirect migration background","439","0.877348652229101","0.849153873652643","0.905543430805558","2"
"No","2016","Not Working","no migration background","5077","0.793883398805516","0.783891441314485","0.803875356296547","2"
"No","2016","Not Working","direct migration background","1153","0.835345482473508","0.816116696474261","0.854574268472756","2"
"No","2016","Not Working","indirect migration background","326","0.816886672882493","0.778889836632041","0.854883509132946","2"
"Yes","2016","Not Working","direct migration background","276","0.164654517526492","0.145425731527244","0.183883303525739","1"
"Yes","2016","Full Time","indirect migration background","41","0.0461521635708297","0.0297684103297785","0.0625359168118809","1"
"Yes","2016","Part Time","indirect migration background","81","0.122651347770899","0.0944565691944417","0.150846126347357","1"
"Yes","2016","Full Time","no migration background","589","0.0879421055917877","0.0811738103837657","0.0947104007998096","1"
"Yes","2016","Full Time","direct migration background","156","0.0865500929736622","0.0736287433168519","0.0994714426304725","1"
"Yes","2016","Part Time","direct migration background","214","0.117252400707085","0.10123096149024","0.133273839923931","1"
"Yes","2016","Part Time","no migration background","572","0.122086610835384","0.112915296088294","0.131257925582473","1"
"Yes","2016","Not Working","no migration background","1219","0.206116601194484","0.196124643703453","0.216108558685515","1"
"Yes","2016","Not Working","indirect migration background","72","0.183113327117507","0.145116490867054","0.221110163367959","1"
"No","2017","Full Time","no migration background","7331","0.923241381359114","0.917400641660825","0.929082121057403","2"
"No","2017","Full Time","direct migration background","1612","0.906338389751775","0.892749663827844","0.919927115675706","2"
"No","2017","Full Time","indirect migration background","585","0.872065636608196","0.84646637669268","0.897664896523713","2"
"No","2017","Part Time","no migration background","4853","0.860045401611555","0.850944832495522","0.869145970727588","2"
"No","2017","Part Time","direct migration background","1283","0.866464344359212","0.849063952341795","0.883864736376629","2"
"No","2017","Part Time","indirect migration background","532","0.894912780963528","0.870576821210273","0.919248740716784","2"
"No","2017","Not Working","no migration background","5321","0.78449455481392","0.774660857462436","0.794328252165405","2"
"No","2017","Not Working","direct migration background","1075","0.772221989304182","0.749866368981571","0.794577609626794","2"
"No","2017","Not Working","indirect migration background","366","0.884225717742941","0.853842699722604","0.914608735763278","2"
"Yes","2017","Not Working","direct migration background","277","0.227778010695818","0.205422390373206","0.250133631018429","1"
"Yes","2017","Part Time","indirect migration background","78","0.105087219036472","0.0807512592832163","0.129423178789727","1"
"Yes","2017","Full Time","no migration background","649","0.076758618640886","0.0709178789425973","0.0825993583391746","1"
"Yes","2017","Full Time","direct migration background","154","0.093661610248225","0.0800728843242938","0.107250336172156","1"
"Yes","2017","Full Time","indirect migration background","69","0.127934363391804","0.102335103476287","0.15353362330732","1"
"Yes","2017","Part Time","no migration background","730","0.139954598388445","0.130854029272412","0.149055167504478","1"
"Yes","2017","Part Time","direct migration background","185","0.133535655640788","0.116135263623371","0.150936047658205","1"
"Yes","2017","Not Working","indirect migration background","60","0.115774282257059","0.0853912642367219","0.146157300277396","1"
"Yes","2017","Not Working","no migration background","1395","0.215505445186079","0.205671747834595","0.225339142537564","1"
"No","2018","Full Time","no migration background","6895","0.909022157418798","0.902537945980092","0.915506368857505","2"
"No","2018","Full Time","direct migration background","1513","0.913551264908994","0.900076982384481","0.927025547433507","2"
"No","2018","Full Time","indirect migration background","626","0.889387305017866","0.865967329866547","0.912807280169186","2"
"No","2018","Part Time","no migration background","4819","0.86490795397875","0.855884892219575","0.873931015737926","2"
"No","2018","Part Time","direct migration background","1255","0.882288046096811","0.865478877835595","0.899097214358026","2"
"No","2018","Part Time","indirect migration background","540","0.888651685455279","0.863871167777368","0.91343220313319","2"
"No","2018","Not Working","no migration background","5196","0.788044700695606","0.778119138432863","0.797970262958349","2"
"No","2018","Not Working","direct migration background","1043","0.811039933249441","0.789792061749242","0.83228780474964","2"
"No","2018","Not Working","indirect migration background","331","0.855018202489931","0.820075200919947","0.889961204059915","2"
"Yes","2018","Not Working","direct migration background","261","0.188960066750559","0.16771219525036","0.210207938250758","1"
"Yes","2018","Full Time","indirect migration background","63","0.110612694982134","0.0871927198308143","0.134032670133453","1"
"Yes","2018","Full Time","direct migration background","158","0.0864487350910059","0.0729744525664926","0.0999230176155192","1"
"Yes","2018","Part Time","direct migration background","157","0.117711953903189","0.100902785641974","0.134521122164405","1"
"Yes","2018","Part Time","indirect migration background","79","0.111348314544721","0.0865677968668098","0.136128832222632","1"
"Yes","2018","Not Working","no migration background","1317","0.211955299304394","0.202029737041651","0.221880861567137","1"
"Yes","2018","Not Working","indirect migration background","59","0.144981797510069","0.110038795940085","0.179924799080053","1"
"Yes","2018","Full Time","no migration background","661","0.0909778425812017","0.0844936311424949","0.0974620540199085","1"
"Yes","2018","Part Time","no migration background","694","0.13509204602125","0.126068984262074","0.144115107780425","1"
"No","2019","Full Time","no migration background","7477","0.908211349797074","0.901985197580299","0.914437502013849","2"
"No","2019","Full Time","direct migration background","1386","0.922618196041538","0.909220909484408","0.936015482598667","2"
"No","2019","Full Time","indirect migration background","652","0.914065789014527","0.893551319665668","0.934580258363386","2"
