"ple0053","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","1995","Urban Area","West Germany","891","0.127276613405952","0.119772281052555","0.134780945759349","1"
"Yes","1995","Urban Area","East Germany","132","0.11004627471297","0.0928144539387604","0.12727809548718","1"
"Yes","1995","Rural Area","West Germany","257","0.135372121247775","0.120515097724591","0.15022914477096","1"
"No","1996","Urban Area","East Germany","1151","0.867930390110197","0.849497667592095","0.8863631126283","2"
"No","1996","Rural Area","West Germany","1771","0.858423132224906","0.843250498575223","0.873595765874589","2"
"No","1996","Rural Area","East Germany","2084","0.860713343487996","0.846843548470324","0.874583138505667","2"
"No","1996","Urban Area","West Germany","6470","0.876830643547708","0.86932376516197","0.884337521933445","2"
"Yes","1996","Rural Area","East Germany","310","0.139286656512004","0.125416861494333","0.153156451529676","1"
"Yes","1996","Urban Area","West Germany","892","0.123169356452292","0.115662478066555","0.13067623483803","1"
"Yes","1996","Urban Area","East Germany","145","0.132069609889803","0.1136368873717","0.150502332407905","1"
"Yes","1996","Rural Area","West Germany","257","0.141576867775094","0.126404234125411","0.156749501424777","1"
"No","1997","Urban Area","East Germany","1132","0.878584047789027","0.860656432231794","0.89651166334626","2"
"No","1997","Urban Area","West Germany","6350","0.869476767971352","0.861714265988731","0.877239269953973","2"
"No","1997","Rural Area","West Germany","1730","0.874719200264234","0.860152746140834","0.889285654387633","2"
"No","1997","Rural Area","East Germany","2089","0.867767855026749","0.854124300132512","0.881411409920986","2"
"Yes","1997","Urban Area","West Germany","885","0.130523232028648","0.122760730046028","0.138285734011269","1"
"Yes","1997","Urban Area","East Germany","143","0.121415952210973","0.10348833665374","0.139343567768206","1"
"Yes","1997","Rural Area","West Germany","254","0.125280799735766","0.110714345612367","0.139847253859166","1"
"Yes","1997","Rural Area","East Germany","279","0.132232144973251","0.118588590079014","0.145875699867489","1"
"No","1998","Urban Area","East Germany","1169","0.883663582661149","0.86633406257008","0.900993102752218","2"
"No","1998","Rural Area","East Germany","2225","0.858667483178026","0.845185991089216","0.872148975266836","2"
"No","1998","Urban Area","West Germany","7146","0.873107024403923","0.865864167834414","0.880349880973432","2"
"No","1998","Rural Area","West Germany","2018","0.869050599329034","0.855305727229088","0.882795471428979","2"
"Yes","1998","Urban Area","West Germany","967","0.126892975596077","0.119650119026568","0.134135832165586","1"
"Yes","1998","Urban Area","East Germany","146","0.116336417338851","0.0990068972477818","0.13366593742992","1"
"Yes","1998","Rural Area","West Germany","296","0.130949400670966","0.117204528571021","0.144694272770912","1"
"Yes","1998","Rural Area","East Germany","340","0.141332516821974","0.127851024733164","0.154814008910785","1"
"No","1999","Urban Area","East Germany","1134","0.871353417789836","0.853125297491301","0.889581538088371","2"
"No","1999","Rural Area","East Germany","2180","0.8585800685783","0.844929102780065","0.872231034376535","2"
"No","1999","Urban Area","West Germany","6793","0.866778268398263","0.859201006760712","0.874355530035813","2"
"No","1999","Rural Area","West Germany","1951","0.869299756374123","0.855287717382109","0.883311795366138","2"
"Yes","1999","Urban Area","West Germany","933","0.133221731601737","0.125644469964187","0.140798993239288","1"
"Yes","1999","Urban Area","East Germany","162","0.128646582210164","0.110418461911629","0.146874702508699","1"
"Yes","1999","Rural Area","West Germany","272","0.130700243625877","0.116688204633862","0.144712282617891","1"
"Yes","1999","Rural Area","East Germany","323","0.1414199314217","0.127768965623465","0.155070897219935","1"
"No","2000","Urban Area","East Germany","1696","0.881295930498933","0.866839797496337","0.895752063501529","2"
"No","2000","Rural Area","East Germany","3452","0.869083980445879","0.858555590275812","0.879612370615945","2"
"No","2000","Urban Area","West Germany","12387","0.883241565451519","0.877921150309778","0.88856198059326","2"
"No","2000","Rural Area","West Germany","3800","0.867835389237678","0.857773491100636","0.87789728737472","2"
"Yes","2000","Urban Area","East Germany","227","0.118704069501067","0.104247936498471","0.133160202503663","1"
"Yes","2000","Rural Area","West Germany","552","0.132164610762322","0.12210271262528","0.142226508899364","1"
"Yes","2000","Rural Area","East Germany","491","0.130916019554121","0.120387629384055","0.141444409724188","1"
"Yes","2000","Urban Area","West Germany","1608","0.116758434548481","0.11143801940674","0.122078849690222","1"
"No","2001","Urban Area","East Germany","1605","0.886521723668722","0.871921811426627","0.901121635910818","2"
"No","2001","Rural Area","East Germany","3196","0.874133481625824","0.86335344025142","0.884913523000229","2"
"No","2001","Urban Area","West Germany","11192","0.879930139993158","0.87426967244702","0.885590607539296","2"
"No","2001","Rural Area","West Germany","3358","0.857818853218474","0.846825783295093","0.868811923141855","2"
"Yes","2001","Urban Area","East Germany","208","0.113478276331278","0.0988783640891821","0.128078188573373","1"
"Yes","2001","Rural Area","West Germany","519","0.142181146781526","0.131188076858145","0.153174216704907","1"
"Yes","2001","Rural Area","East Germany","441","0.125866518374176","0.115086476999771","0.13664655974858","1"
"Yes","2001","Urban Area","West Germany","1475","0.120069860006842","0.114409392460705","0.12573032755298","1"
"No","2002","Urban Area","West Germany","12031","0.877020828516464","0.871503158560653","0.882538498472275","2"
"No","2002","Urban Area","East Germany","1647","0.88973570860709","0.875435796133165","0.904035621081016","2"
"No","2002","Rural Area","East Germany","3151","0.85914988037177","0.847799042941023","0.870500717802517","2"
"No","2002","Rural Area","West Germany","3556","0.870500488631036","0.860160045418806","0.880840931843267","2"
"Yes","2002","Urban Area","East Germany","196","0.11026429139291","0.0959643789189839","0.124564203866836","1"
"Yes","2002","Urban Area","West Germany","1578","0.122979171483536","0.117461501527725","0.128496841439347","1"
"Yes","2002","Rural Area","West Germany","494","0.129499511368964","0.119159068156733","0.139839954581194","1"
"Yes","2002","Rural Area","East Germany","457","0.14085011962823","0.129499282197483","0.152200957058977","1"
"No","2003","Rural Area","East Germany","3080","0.861633180028191","0.850236348610178","0.873030011446203","2"
"No","2003","Urban Area","West Germany","11515","0.876393882510625","0.870746735070238","0.882041029951012","2"
"No","2003","Urban Area","East Germany","1621","0.882109717226878","0.867342942004017","0.896876492449738","2"
"No","2003","Rural Area","West Germany","3356","0.874860122841576","0.864350992125064","0.885369253558088","2"
"Yes","2003","Urban Area","East Germany","211","0.117890282773122","0.103123507550262","0.132657057995983","1"
"Yes","2003","Rural Area","East Germany","446","0.138366819971809","0.126969988553797","0.149763651389822","1"
"Yes","2003","Urban Area","West Germany","1534","0.123606117489375","0.117958970048988","0.129253264929762","1"
"Yes","2003","Rural Area","West Germany","452","0.125139877158424","0.114630746441912","0.135649007874936","1"
"No","2004","Rural Area","East Germany","2982","0.861361165327793","0.849771048051939","0.872951282603646","2"
"No","2004","Urban Area","West Germany","11149","0.871945297188653","0.866123928748428","0.877766665628877","2"
"No","2004","Urban Area","East Germany","1633","0.882465995804422","0.867722596959393","0.89720939464945","2"
"No","2004","Rural Area","West Germany","3301","0.870874393463559","0.860161489012359","0.88158729791476","2"
"Yes","2004","Urban Area","East Germany","200","0.117534004195578","0.10279060535055","0.132277403040607","1"
"Yes","2004","Rural Area","East Germany","433","0.138638834672207","0.127048717396354","0.150228951948061","1"
"Yes","2004","Urban Area","West Germany","1508","0.128054702811347","0.122233334371123","0.133876071251572","1"
"Yes","2004","Rural Area","West Germany","463","0.129125606536441","0.11841270208524","0.139838510987641","1"
"No","2005","Urban Area","West Germany","10820","0.884852124545499","0.879170291859108","0.89053395723189","2"
"No","2005","Urban Area","East Germany","1588","0.885040778483634","0.870164089309547","0.899917467657721","2"
"No","2005","Rural Area","West Germany","3186","0.882341053892663","0.871779184607395","0.89290292317793","2"
"No","2005","Rural Area","East Germany","2834","0.850965935347849","0.838767402097916","0.863164468597782","2"
"Yes","2005","Urban Area","East Germany","178","0.114959221516366","0.10008253234228","0.129835910690453","1"
"Yes","2005","Rural Area","East Germany","440","0.149034064652151","0.136835531402218","0.161232597902084","1"
"Yes","2005","Urban Area","West Germany","1304","0.115147875454501","0.10946604276811","0.120829708140892","1"
"Yes","2005","Rural Area","West Germany","389","0.117658946107337","0.10709707682207","0.128220815392604","1"
"No","2006","Urban Area","West Germany","11369","0.88076582821632","0.875154003155783","0.886377653276857","2"
"No","2006","Urban Area","East Germany","1587","0.855475368204737","0.839325543653125","0.871625192756349","2"
"No","2006","Rural Area","West Germany","3463","0.865827074882079","0.855183117530057","0.876471032234101","2"
"No","2006","Rural Area","East Germany","3040","0.862231704251786","0.850765823488761","0.87369758501481","2"
"Yes","2006","Urban Area","East Germany","234","0.144524631795263","0.128374807243651","0.160674456346875","1"
"Yes","2006","Rural Area","East Germany","431","0.137768295748214","0.12630241498519","0.149234176511239","1"
"Yes","2006","Urban Area","West Germany","1441","0.11923417178368","0.113622346723143","0.124845996844217","1"
"Yes","2006","Rural Area","West Germany","476","0.134172925117921","0.123528967765899","0.144816882469943","1"
"No","2007","Urban Area","West Germany","10483","0.876293121373008","0.8703695865219","0.882216656224117","2"
"No","2007","Urban Area","East Germany","1543","0.885758981277852","0.870777906800674","0.90074005575503","2"
"No","2007","Rural Area","West Germany","3247","0.875534222874115","0.864870061139349","0.886198384608881","2"
"No","2007","Rural Area","East Germany","2836","0.862925190422585","0.851162357837766","0.874688023007403","2"
"Yes","2007","Urban Area","West Germany","1385","0.123706878626992","0.117783343775883","0.1296304134781","1"
"Yes","2007","Urban Area","East Germany","189","0.114241018722148","0.0992599442449701","0.129222093199326","1"
"Yes","2007","Rural Area","East Germany","448","0.137074809577416","0.125311976992597","0.148837642162234","1"
"Yes","2007","Rural Area","West Germany","434","0.124465777125885","0.113801615391119","0.135129938860651","1"
"No","2008","Urban Area","East Germany","1482","0.891095201236735","0.876136421982795","0.906053980490675","2"
"No","2008","Rural Area","West Germany","3037","0.875196851154342","0.864167063828531","0.886226638480152","2"
"No","2008","Rural Area","East Germany","2681","0.859089111585246","0.846855101103627","0.871323122066864","2"
"No","2008","Urban Area","West Germany","9900","0.888276798112447","0.882427384114993","0.894126212109901","2"
"Yes","2008","Rural Area","East Germany","426","0.140910888414754","0.128676877933136","0.153144898896373","1"
"Yes","2008","Urban Area","West Germany","1242","0.111723201887553","0.105873787890099","0.117572615885007","1"
"Yes","2008","Urban Area","East Germany","184","0.108904798763265","0.0939460195093252","0.123863578017205","1"
"Yes","2008","Rural Area","West Germany","412","0.124803148845658","0.113773361519848","0.135832936171469","1"
"No","2009","Urban Area","East Germany","1396","0.881277688306127","0.865378604866666","0.897176771745588","2"
"No","2009","Rural Area","West Germany","2844","0.856052317560999","0.844048126577713","0.868056508544284","2"
"No","2009","Rural Area","East Germany","2540","0.854696504301287","0.842001108928295","0.867391899674279","2"
"No","2009","Urban Area","West Germany","8988","0.876862051878795","0.870500414085461","0.883223689672129","2"
"Yes","2009","Rural Area","East Germany","420","0.145303495698713","0.132608100325722","0.157998891071705","1"
"Yes","2009","Urban Area","West Germany","1261","0.123137948121205","0.116776310327871","0.129499585914539","1"
"Yes","2009","Urban Area","East Germany","194","0.118722311693873","0.102823228254412","0.134621395133334","1"
"Yes","2009","Rural Area","West Germany","441","0.143947682439001","0.131943491455716","0.155951873422287","1"
"No","2010","Urban Area","East Germany","1686","0.886044043107212","0.871962189115594","0.900125897098831","2"
"No","2010","Urban Area","West Germany","11954","0.870430176665745","0.864834382679924","0.876025970651566","2"
"No","2010","Rural Area","West Germany","4069","0.886538248519216","0.877476842093443","0.89559965494499","2"
"No","2010","Rural Area","East Germany","3022","0.854687651274745","0.843060395190593","0.866314907358896","2"
"Yes","2010","Urban Area","West Germany","1882","0.129569823334255","0.123974029348434","0.135165617320076","1"
"Yes","2010","Urban Area","East Germany","270","0.113955956892788","0.0998741029011691","0.128037810884406","1"
"Yes","2010","Rural Area","West Germany","637","0.113461751480783","0.10440034505501","0.122523157906557","1"
"Yes","2010","Rural Area","East Germany","507","0.145312348725255","0.133685092641104","0.156939604809407","1"
"No","2011","Urban Area","East Germany","1944","0.873642260549159","0.860001340318611","0.887283180779707","2"
"No","2011","Rural Area","East Germany","3455","0.849822419552355","0.838830875285833","0.860813963818877","2"
"No","2011","Urban Area","West Germany","13981","0.866749966774515","0.86150570255808","0.871994230990951","2"
"No","2011","Rural Area","West Germany","5160","0.860964589363044","0.852210160408084","0.869719018318004","2"
"Yes","2011","Urban Area","West Germany","2151","0.133250033225485","0.128005769009049","0.138494297441921","1"
"Yes","2011","Urban Area","East Germany","335","0.126357739450841","0.112716819220293","0.139998659681389","1"
"Yes","2011","Rural Area","West Germany","840","0.139035410636956","0.130280981681996","0.147789839591916","1"
"Yes","2011","Rural Area","East Germany","603","0.150177580447645","0.139186036181123","0.161169124714167","1"
"No","2012","Urban Area","East Germany","1896","0.861373106991363","0.8469334741771","0.875812739805625","2"
"No","2012","Rural Area","East Germany","3401","0.837714755319398","0.826281305262065","0.849148205376731","2"
"No","2012","Urban Area","West Germany","13493","0.862965431686728","0.857555746031901","0.868375117341555","2"
"No","2012","Rural Area","West Germany","5147","0.862291131216192","0.853550707827696","0.871031554604688","2"
"Yes","2012","Urban Area","West Germany","2030","0.137034568313272","0.131624882658445","0.142444253968099","1"
"Yes","2012","Urban Area","East Germany","304","0.138626893008637","0.124187260194375","0.1530665258229","1"
"Yes","2012","Rural Area","West Germany","824","0.137708868783808","0.128968445395312","0.146449292172304","1"
"Yes","2012","Rural Area","East Germany","594","0.162285244680602","0.150851794623269","0.173718694737935","1"
"No","2013","Urban Area","East Germany","1794","0.862946620043555","0.848135261922023","0.877757978165087","2"
"No","2013","Rural Area","East Germany","3158","0.852491947785603","0.841048766706224","0.863935128864982","2"
"No","2013","Urban Area","West Germany","12567","0.856480509840806","0.850767788813275","0.862193230868337","2"
"No","2013","Rural Area","West Germany","4772","0.848615798426839","0.839175897225781","0.858055699627897","2"
"Yes","2013","Urban Area","East Germany","277","0.137053379956445","0.122242021834913","0.151864738077977","1"
"Yes","2013","Rural Area","West Germany","766","0.151384201573161","0.141944300372103","0.160824102774219","1"
"Yes","2013","Rural Area","East Germany","531","0.147508052214397","0.136064871135017","0.158951233293776","1"
"Yes","2013","Urban Area","West Germany","1902","0.143519490159194","0.137806769131663","0.149232211186725","1"
"No","2014","Urban Area","East Germany","1791","0.89730050906556","0.884108051095419","0.9104929670357","2"
"No","2014","Rural Area","East Germany","3019","0.835333041722692","0.823168766779252","0.847497316666132","2"
"No","2014","Urban Area","West Germany","13785","0.864876436473452","0.859551397656384","0.870201475290519","2"
"No","2014","Rural Area","West Germany","4986","0.851269864399798","0.842051977077701","0.860487751721895","2"
"Yes","2014","Urban Area","East Germany","243","0.10269949093444","0.0895070329642995","0.115891948904581","1"
"Yes","2014","Rural Area","West Germany","738","0.148730135600202","0.139512248278105","0.157948022922299","1"
"Yes","2014","Rural Area","East Germany","552","0.164666958277308","0.152502683333868","0.176831233220747","1"
"Yes","2014","Urban Area","West Germany","2047","0.135123563526548","0.129798524709481","0.140448602343616","1"
"No","2015","Urban Area","West Germany","12620","0.864542203117059","0.858965031595579","0.870119374638539","2"
"No","2015","Urban Area","East Germany","1689","0.885644844469174","0.871465202009884","0.899824486928464","2"
"No","2015","Rural Area","East Germany","2836","0.836334417032789","0.82380231183195","0.848866522233628","2"
"No","2015","Rural Area","West Germany","4623","0.847345221929221","0.837731227757081","0.856959216101361","2"
"Yes","2015","Urban Area","East Germany","246","0.114355155530826","0.100175513071536","0.128534797990116","1"
"Yes","2015","Urban Area","West Germany","1843","0.135457796882941","0.129880625361461","0.141034968404421","1"
"Yes","2015","Rural Area","West Germany","753","0.152654778070779","0.143040783898639","0.162268772242919","1"
"Yes","2015","Rural Area","East Germany","512","0.163665582967211","0.151133477766372","0.17619768816805","1"
"No","2016","Rural Area","East Germany","2731","0.846441350776298","0.833953922562633","0.858928778989964","2"
"No","2016","Urban Area","West Germany","12239","0.864399597300653","0.85873934377362","0.870059850827686","2"
"No","2016","Urban Area","East Germany","1634","0.892808471278816","0.878723052461112","0.90689389009652","2"
"No","2016","Rural Area","West Germany","4438","0.865307389662275","0.855986119169785","0.874628660154764","2"
"Yes","2016","Urban Area","East Germany","219","0.107191528721184","0.0931061099034804","0.121276947538888","1"
"Yes","2016","Rural Area","East Germany","471","0.153558649223702","0.141071221010036","0.166046077437367","1"
"Yes","2016","Urban Area","West Germany","1815","0.135600402699347","0.129940149172314","0.14126065622638","1"
"Yes","2016","Rural Area","West Germany","715","0.134692610337725","0.125371339845236","0.144013880830215","1"
"No","2017","Rural Area","East Germany","3139","0.84437011630926","0.832642007607104","0.856098225011416","2"
"No","2017","Urban Area","West Germany","13182","0.860604790592933","0.855098226799493","0.866111354386374","2"
"No","2017","Urban Area","East Germany","1693","0.868874375135882","0.853923589064527","0.883825161207237","2"
"No","2017","Rural Area","West Germany","4944","0.851598960640233","0.842393517229675","0.86080440405079","2"
"Yes","2017","Urban Area","East Germany","265","0.131125624864118","0.116174838792763","0.146076410935473","1"
"Yes","2017","Rural Area","East Germany","531","0.15562988369074","0.143901774988584","0.167357992392896","1"
"Yes","2017","Urban Area","West Germany","2016","0.139395209407067","0.133888645613626","0.144901773200508","1"
"Yes","2017","Rural Area","West Germany","785","0.148401039359767","0.13919559594921","0.157606482770325","1"
"No","2018","Urban Area","West Germany","12807","0.863156628224727","0.857603478241469","0.868709778207985","2"
"No","2018","Urban Area","East Germany","1664","0.849876065442245","0.833960928687417","0.865791202197072","2"
"No","2018","Rural Area","West Germany","4718","0.857856167593452","0.848583583283259","0.867128751903646","2"
"No","2018","Rural Area","East Germany","3029","0.839172912887142","0.827122017689266","0.851223808085018","2"
"Yes","2018","Urban Area","East Germany","271","0.150123934557755","0.134208797802928","0.166039071312583","1"
"Yes","2018","Rural Area","East Germany","541","0.160827087112858","0.148776191914982","0.172877982310734","1"
"Yes","2018","Urban Area","West Germany","1907","0.136843371775273","0.131290221792015","0.142396521758531","1"
"Yes","2018","Rural Area","West Germany","730","0.142143832406548","0.132871248096354","0.151416416716741","1"
"No","2019","Urban Area","West Germany","12120","0.865086316140073","0.859409826975135","0.87076280530501","2"
"No","2019","Urban Area","East Germany","1312","0.85460329280323","0.836940395570592","0.872266190035868","2"
"No","2019","Rural Area","West Germany","4532","0.848653046642061","0.838981659064436","0.858324434219686","2"
"No","2019","Rural Area","East Germany","3108","0.858559601236762","0.847158853858439","0.869960348615086","2"
"Yes","2019","Urban Area","East Germany","218","0.14539670719677","0.127733809964132","0.163059604429408","1"
"Yes","2019","Rural Area","East Germany","481","0.141440398763238","0.130039651384914","0.152841146141561","1"
"Yes","2019","Urban Area","West Germany","1794","0.134913683859927","0.12923719469499","0.140590173024865","1"
"Yes","2019","Rural Area","West Germany","743","0.151346953357939","0.141675565780314","0.161018340935564","1"
