"ple0053","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2001","Full Time","higher education","1890","0.927252069844322","0.915981594490932","0.938522545197711","2"
"No","2001","Not Working","in school","408","0.96376912952931","0.946003544408042","0.981534714650578","2"
"No","2001","Not Working","inadequately","150","0.836565434408089","0.782397348425501","0.890733520390676","2"
"No","2001","Not Working","general elemantary","1359","0.809703318861738","0.790774581898198","0.828632055825277","2"
"No","2001","Not Working","middle vocational","3516","0.825172962139655","0.813747177392829","0.83659874688648","2"
"No","2001","Not Working","vocational + Abi","224","0.822023823476242","0.777142141118458","0.866905505834026","2"
"No","2001","Not Working","higher vocational","384","0.828565203078021","0.794455769815491","0.862674636340552","2"
"No","2001","Not Working","higher education","681","0.840495301614672","0.815342273646786","0.865648329582558","2"
"No","2001","Part Time","in school","107","0.919377468328072","0.869833106329383","0.968921830326761","2"
"No","2001","Part Time","inadequately","60","0.902972190893673","0.829881323378749","0.976063058408596","2"
"No","2001","Part Time","general elemantary","589","0.889106559537899","0.865277055140112","0.912936063935685","2"
"No","2001","Part Time","middle vocational","2271","0.877468004120128","0.864881127535082","0.890054880705174","2"
"No","2001","Part Time","vocational + Abi","254","0.889937649582637","0.853729500533098","0.926145798632177","2"
"No","2001","Part Time","higher vocational","294","0.820548718190678","0.78028991633865","0.860807520042705","2"
"No","2001","Part Time","higher education","620","0.881230164127622","0.857264093966021","0.905196234289222","2"
"Yes","2001","Part Time","in school","9","","","","1"
"Yes","2001","Part Time","inadequately","3","","","","1"
"Yes","2001","Part Time","general elemantary","78","0.110893440462101","0.0870639360643154","0.134722944859888","1"
"Yes","2001","Part Time","middle vocational","336","0.122531995879872","0.109945119294826","0.135118872464919","1"
"Yes","2001","Part Time","vocational + Abi","33","0.110062350417363","0.073854201367823","0.146270499466902","1"
"Yes","2001","Part Time","higher vocational","55","0.179451281809323","0.139192479957295","0.21971008366135","1"
"Yes","2001","Part Time","higher education","80","0.118769835872378","0.0948037657107778","0.142735906033979","1"
"Yes","2001","Not Working","in school","17","","","","1"
"Yes","2001","Not Working","inadequately","29","","","","1"
"Yes","2001","Not Working","general elemantary","293","0.190296681138262","0.171367944174723","0.209225418101802","1"
"Yes","2001","Not Working","middle vocational","729","0.174827037860345","0.16340125311352","0.186252822607171","1"
"Yes","2001","Not Working","vocational + Abi","55","0.177976176523758","0.133094494165974","0.222857858881541","1"
"Yes","2001","Not Working","higher vocational","85","0.171434796921979","0.137325363659448","0.205544230184509","1"
"Yes","2001","Not Working","higher education","133","0.159504698385328","0.134351670417442","0.184657726353214","1"
"Yes","2001","Full Time","general elemantary","61","0.0699762923627216","0.0522430969257202","0.0877094877997229","1"
"Yes","2001","Full Time","middle vocational","379","0.0856824039531508","0.0777369287725436","0.0936278791337581","1"
"Yes","2001","Full Time","higher education","150","0.0727479301556784","0.0614774548022889","0.0840184055090678","1"
"Yes","2001","Full Time","in school","","","","","1"
"Yes","2001","Full Time","inadequately","5","","","","1"
"Yes","2001","Full Time","vocational + Abi","34","0.0642221079529215","0.0429251355407323","0.0855190803651106","1"
"Yes","2001","Full Time","higher vocational","67","0.0787296283203218","0.0607405394195656","0.096718717221078","1"
"No","2002","Not Working","inadequately","143","0.823807130364272","0.765319877030627","0.882294383697917","2"
"No","2002","Not Working","general elemantary","1269","0.799300851489044","0.779482637108716","0.819119065869371","2"
"No","2002","Not Working","higher vocational","388","0.803478970054514","0.768041207122079","0.838916732986948","2"
"No","2002","Not Working","higher education","769","0.803040734626229","0.77772439471976","0.828357074532698","2"
"No","2002","Not Working","in school","460","0.93231976929918","0.910055572955497","0.954583965642862","2"
"No","2002","Not Working","middle vocational","3565","0.832565762745842","0.821350029442027","0.843781496049657","2"
"No","2002","Not Working","vocational + Abi","262","0.826572954735702","0.784493809959572","0.868652099511833","2"
"No","2002","Full Time","in school","3","","","","2"
"No","2002","Full Time","inadequately","54","0.893645855805952","0.817519025439643","0.969772686172262","2"
"No","2002","Full Time","general elemantary","649","0.922935293374838","0.903192778509069","0.942677808240608","2"
"No","2002","Full Time","middle vocational","4235","0.918226100493798","0.910308307463517","0.92614389352408","2"
"No","2002","Full Time","vocational + Abi","509","0.913826232329607","0.890604960010811","0.937047504648402","2"
"No","2002","Full Time","higher vocational","820","0.930964156020731","0.914345988562664","0.947582323478798","2"
"No","2002","Full Time","higher education","2516","0.930783405958903","0.921228800445641","0.940338011472165","2"
"No","2002","Part Time","in school","116","0.959869993623692","0.925185420215635","0.994554567031749","2"
"No","2002","Part Time","inadequately","50","0.837314365023039","0.74232981522163","0.932298914824448","2"
"No","2002","Part Time","general elemantary","575","0.883967246983062","0.859289566559886","0.908644927406237","2"
"No","2002","Part Time","middle vocational","2437","0.876543621931644","0.864299808902283","0.888787434961006","2"
"No","2002","Part Time","vocational + Abi","271","0.889493143456333","0.854365154079523","0.924621132833142","2"
"No","2002","Part Time","higher vocational","327","0.868788416206236","0.834432286323461","0.903144546089011","2"
"No","2002","Part Time","higher education","804","0.889174389450344","0.868711007297788","0.9096377716029","2"
"Yes","2002","Part Time","in school","7","","","","1"
"Yes","2002","Part Time","inadequately","8","","","","1"
"Yes","2002","Part Time","general elemantary","72","0.116032753016938","0.0913550725937627","0.140710433440114","1"
"Yes","2002","Part Time","middle vocational","336","0.123456378068356","0.111212565038994","0.135700191097717","1"
"Yes","2002","Part Time","vocational + Abi","35","0.110506856543667","0.0753788671668581","0.145634845920477","1"
"Yes","2002","Part Time","higher vocational","44","0.131211583793764","0.0968554539109891","0.165567713676539","1"
"Yes","2002","Part Time","higher education","100","0.110825610549656","0.0903622283971","0.131288992702212","1"
"Yes","2002","Full Time","in school","1","","","","1"
"Yes","2002","Full Time","inadequately","9","","","","1"
"Yes","2002","Full Time","general elemantary","52","0.0770647066251615","0.0573221917593923","0.0968072214909307","1"
"Yes","2002","Full Time","middle vocational","366","0.0817738995062017","0.0738561064759204","0.0896916925364829","1"
"Yes","2002","Full Time","vocational + Abi","52","0.0861737676703934","0.0629524953515975","0.109395039989189","1"
"Yes","2002","Full Time","higher vocational","74","0.0690358439792689","0.0524176765212023","0.0856540114373356","1"
"Yes","2002","Full Time","higher education","195","0.0692165940410973","0.0596619885278354","0.0787711995543592","1"
"Yes","2002","Not Working","in school","29","","","","1"
"Yes","2002","Not Working","inadequately","20","","","","1"
"Yes","2002","Not Working","general elemantary","300","0.200699148510956","0.180880934130629","0.220517362891284","1"
"Yes","2002","Not Working","middle vocational","692","0.167434237254158","0.156218503950343","0.178649970557973","1"
"Yes","2002","Not Working","vocational + Abi","49","0.173427045264298","0.131347900488167","0.215506190040429","1"
"Yes","2002","Not Working","higher vocational","95","0.196521029945486","0.161083267013052","0.231958792877921","1"
"Yes","2002","Not Working","higher education","179","0.196959265373771","0.171642925467302","0.22227560528024","1"
"No","2003","Not Working","in school","467","0.947143000081036","0.927471887296392","0.966814112865679","2"
"No","2003","Not Working","inadequately","141","0.810304168805352","0.749364167541339","0.871244170069365","2"
"No","2003","Not Working","general elemantary","1239","0.828927363045911","0.809845059185241","0.848009666906581","2"
"No","2003","Not Working","higher vocational","397","0.809465482121889","0.774586033568593","0.844344930675185","2"
"No","2003","Not Working","higher education","791","0.818004662654168","0.793685821590669","0.842323503717668","2"
"No","2003","Not Working","middle vocational","3503","0.827834646851599","0.816392678162075","0.839276615541123","2"
"No","2003","Not Working","vocational + Abi","241","0.804151057986402","0.758397106919128","0.849905009053676","2"
"No","2003","Full Time","in school","1","","","","2"
"No","2003","Full Time","inadequately","54","0.845353957123328","0.758124167705985","0.932583746540672","2"
"No","2003","Full Time","general elemantary","589","0.891187918469673","0.867118488293811","0.915257348645535","2"
"No","2003","Full Time","middle vocational","3934","0.926070305214422","0.918210211902207","0.933930398526637","2"
"No","2003","Full Time","vocational + Abi","513","0.925527598847103","0.90354646063557","0.947508737058637","2"
"No","2003","Full Time","higher vocational","761","0.936538003366825","0.919851677016742","0.953224329716908","2"
"No","2003","Full Time","higher education","2314","0.930615665107287","0.920662829680937","0.940568500533637","2"
"No","2003","Part Time","in school","111","0.93478974009186","0.889665063226123","0.979914416957597","2"
"No","2003","Part Time","inadequately","40","0.896280747239191","0.805149862495077","0.987411631983305","2"
"No","2003","Part Time","general elemantary","536","0.872091705053442","0.845630914655815","0.89855249545107","2"
"No","2003","Part Time","middle vocational","2345","0.874721353238621","0.862232572533745","0.887210133943498","2"
"No","2003","Part Time","vocational + Abi","276","0.805245944668778","0.762125511600174","0.848366377737382","2"
"No","2003","Part Time","higher vocational","333","0.874485935983014","0.84130632310636","0.907665548859668","2"
"No","2003","Part Time","higher education","774","0.883117558024845","0.861962455808901","0.904272660240789","2"
"Yes","2003","Part Time","in school","4","","","","1"
"Yes","2003","Part Time","inadequately","3","","","","1"
"Yes","2003","Part Time","general elemantary","76","0.127908294946558","0.10144750454893","0.154369085344185","1"
"Yes","2003","Part Time","middle vocational","354","0.125278646761379","0.112789866056502","0.137767427466255","1"
"Yes","2003","Part Time","vocational + Abi","48","0.194754055331222","0.151633622262618","0.237874488399826","1"
"Yes","2003","Part Time","higher vocational","50","0.125514064016986","0.0923344511403324","0.15869367689364","1"
"Yes","2003","Part Time","higher education","112","0.116882441975155","0.095727339759211","0.138037544191099","1"
"Yes","2003","Full Time","in school","","","","","1"
"Yes","2003","Full Time","inadequately","12","","","","1"
"Yes","2003","Full Time","general elemantary","54","0.108812081530327","0.0847426513544647","0.132881511706189","1"
"Yes","2003","Full Time","middle vocational","323","0.0739296947855781","0.0660696014733627","0.0817897880977935","1"
"Yes","2003","Full Time","vocational + Abi","35","0.0744724011528968","0.0524912629413633","0.0964535393644302","1"
"Yes","2003","Full Time","higher vocational","59","0.0634619966331751","0.0467756702830923","0.0801483229832579","1"
"Yes","2003","Full Time","higher education","190","0.069384334892713","0.0594314994663634","0.0793371703190625","1"
"Yes","2003","Not Working","in school","30","0.0528569999189642","0.0331858871343206","0.0725281127036077","1"
"Yes","2003","Not Working","inadequately","18","","","","1"
"Yes","2003","Not Working","general elemantary","257","0.171072636954089","0.151990333093419","0.190154940814759","1"
"Yes","2003","Not Working","middle vocational","679","0.172165353148401","0.160723384458877","0.183607321837925","1"
"Yes","2003","Not Working","vocational + Abi","48","0.195848942013598","0.150094990946324","0.241602893080872","1"
"Yes","2003","Not Working","higher vocational","90","0.190534517878111","0.155655069324815","0.225413966431407","1"
"Yes","2003","Not Working","higher education","176","0.181995337345832","0.157676496282332","0.206314178409331","1"
"No","2004","Not Working","higher vocational","390","0.772861695791786","0.735839547083126","0.809883844500446","2"
"No","2004","Not Working","higher education","811","0.788628777357052","0.763247461197561","0.814010093516543","2"
"No","2004","Not Working","in school","514","0.946979489896153","0.928132568747739","0.965826411044568","2"
"No","2004","Not Working","inadequately","126","0.808867554912836","0.746564650752597","0.871170459073075","2"
"No","2004","Not Working","general elemantary","1178","0.812657846832674","0.792490894663464","0.832824799001883","2"
"No","2004","Not Working","middle vocational","3445","0.81404437800229","0.802236912287164","0.825851843717416","2"
"No","2004","Not Working","vocational + Abi","241","0.833318861746912","0.790125808050904","0.876511915442921","2"
"No","2004","Full Time","in school","1","","","","2"
"No","2004","Full Time","inadequately","47","0.934174548031903","0.866774941786416","1.00157415427739","2"
"No","2004","Full Time","general elemantary","558","0.938458708579747","0.919293192913439","0.957624224246055","2"
"No","2004","Full Time","middle vocational","3705","0.924429678486868","0.916243910977726","0.93261544599601","2"
"No","2004","Full Time","vocational + Abi","503","0.94970681311846","0.931222202650198","0.968191423586722","2"
"No","2004","Full Time","higher vocational","729","0.897020856731243","0.876051397475469","0.917990315987016","2"
"No","2004","Full Time","higher education","2206","0.933765259133579","0.923773973170118","0.943756545097041","2"
"No","2004","Part Time","in school","87","0.910912704474166","0.852702323124622","0.969123085823709","2"
"No","2004","Part Time","inadequately","46","0.900605822801375","0.817675962161182","0.983535683441568","2"
"No","2004","Part Time","general elemantary","497","0.89040726067099","0.864371470489359","0.916443050852621","2"
"No","2004","Part Time","middle vocational","2324","0.874659593124791","0.862036534726051","0.887282651523531","2"
"No","2004","Part Time","vocational + Abi","304","0.915502093087192","0.885938223428583","0.9450659627458","2"
"No","2004","Part Time","higher vocational","301","0.885777385740872","0.851967245311818","0.919587526169927","2"
"No","2004","Part Time","higher education","809","0.872347221469779","0.850853954909476","0.893840488030082","2"
"Yes","2004","Part Time","in school","5","","","","1"
"Yes","2004","Part Time","inadequately","4","","","","1"
"Yes","2004","Part Time","general elemantary","56","0.10959273932901","0.0835569491473788","0.135628529510641","1"
"Yes","2004","Part Time","middle vocational","319","0.125340406875209","0.112717348476469","0.137963465273949","1"
"Yes","2004","Part Time","vocational + Abi","36","0.0844979069128082","0.0549340372541999","0.114061776571417","1"
"Yes","2004","Part Time","higher vocational","39","0.114222614259128","0.0804124738300734","0.148032754688182","1"
"Yes","2004","Part Time","higher education","117","0.127652778530221","0.106159511969918","0.149146045090524","1"
"Yes","2004","Full Time","in school","","","","","1"
"Yes","2004","Full Time","inadequately","5","","","","1"
"Yes","2004","Full Time","general elemantary","46","0.0615412914202531","0.0423757757539453","0.0807068070865608","1"
"Yes","2004","Full Time","middle vocational","300","0.0755703215131316","0.0673845540039897","0.0837560890222735","1"
"Yes","2004","Full Time","vocational + Abi","34","0.05029318688154","0.0318085764132781","0.0687777973498019","1"
"Yes","2004","Full Time","higher vocational","78","0.102979143268757","0.0820096840129841","0.123948602524531","1"
"Yes","2004","Full Time","higher education","174","0.0662347408664206","0.0562434549029593","0.0762260268298819","1"
"Yes","2004","Not Working","in school","29","","","","1"
"Yes","2004","Not Working","inadequately","27","","","","1"
"Yes","2004","Not Working","general elemantary","260","0.187342153167326","0.167175200998117","0.207509105336536","1"
"Yes","2004","Not Working","middle vocational","726","0.18595562199771","0.174148156282584","0.197763087712836","1"
"Yes","2004","Not Working","vocational + Abi","45","0.166681138253088","0.12348808455708","0.209874191949096","1"
"Yes","2004","Not Working","higher vocational","102","0.227138304208214","0.190116155499554","0.264160452916874","1"
"Yes","2004","Not Working","higher education","183","0.211371222642948","0.185989906483457","0.236752538802439","1"
"No","2005","Not Working","higher vocational","370","0.817220110824943","0.781708030012914","0.852732191636972","2"
"No","2005","Not Working","higher education","834","0.825146260450602","0.801627352053683","0.848665168847521","2"
"No","2005","Not Working","in school","525","0.937759695732943","0.917569134952589","0.957950256513298","2"
"No","2005","Not Working","inadequately","132","0.890688790734197","0.841084226384045","0.94029335508435","2"
"No","2005","Not Working","general elemantary","1142","0.834889032507458","0.815112912085241","0.854665152929675","2"
"No","2005","Not Working","middle vocational","3331","0.830738119040623","0.819064838607705","0.842411399473542","2"
"No","2005","Not Working","vocational + Abi","243","0.816600300668","0.771512510459894","0.861688090876106","2"
"No","2005","Full Time","in school","3","","","","2"
"No","2005","Full Time","inadequately","52","0.930279513026835","0.863577181919225","0.996981844134445","2"
"No","2005","Full Time","general elemantary","513","0.883572315779199","0.856864253004739","0.910280378553658","2"
"No","2005","Full Time","middle vocational","3514","0.922313078171044","0.913804535619748","0.93082162072234","2"
"No","2005","Full Time","vocational + Abi","500","0.941989204263525","0.922087625470692","0.961890783056358","2"
"No","2005","Full Time","higher vocational","708","0.919178225855935","0.899964021836495","0.938392429875376","2"
"No","2005","Full Time","higher education","2071","0.939795465288969","0.929929604020785","0.949661326557152","2"
"No","2005","Part Time","in school","96","1","1","1","2"
"No","2005","Part Time","inadequately","31","0.882753135825972","0.777661756258934","0.98784451539301","2"
"No","2005","Part Time","general elemantary","448","0.890731692390617","0.863386332114946","0.918077052666287","2"
"No","2005","Part Time","middle vocational","2232","0.879866107844322","0.867136980649764","0.89259523503888","2"
"No","2005","Part Time","vocational + Abi","284","0.921424974542892","0.891943760987862","0.950906188097923","2"
"No","2005","Part Time","higher vocational","296","0.859163805292599","0.821802580776881","0.896525029808317","2"
"No","2005","Part Time","higher education","816","0.864087837579227","0.842098336463763","0.886077338694691","2"
"Yes","2005","Part Time","in school","","","","","1"
"Yes","2005","Part Time","inadequately","5","","","","1"
"Yes","2005","Part Time","general elemantary","52","0.109268307609383","0.081922947333713","0.136613667885054","1"
"Yes","2005","Part Time","middle vocational","274","0.120133892155678","0.10740476496112","0.132863019350236","1"
"Yes","2005","Part Time","vocational + Abi","36","0.0785750254571077","0.0490938119020769","0.108056239012139","1"
"Yes","2005","Part Time","higher vocational","37","0.140836194707401","0.103474970191683","0.178197419223119","1"
"Yes","2005","Part Time","higher education","117","0.135912162420773","0.113922661305309","0.157901663536237","1"
"Yes","2005","Full Time","general elemantary","41","0.116427684220801","0.0897196214463418","0.14313574699526","1"
"Yes","2005","Full Time","middle vocational","288","0.077686921828956","0.0691783792776602","0.0861954643802518","1"
"Yes","2005","Full Time","vocational + Abi","30","0.0580107957364746","0.0381092169436415","0.0779123745293076","1"
"Yes","2005","Full Time","higher vocational","65","0.0808217741440646","0.061607570124624","0.100035978163505","1"
"Yes","2005","Full Time","higher education","162","0.0602045347110314","0.0503386734428476","0.0700703959792152","1"
"Yes","2005","Full Time","in school","","","","","1"
"Yes","2005","Full Time","inadequately","4","","","","1"
"Yes","2005","Not Working","in school","25","","","","1"
"Yes","2005","Not Working","inadequately","20","","","","1"
"Yes","2005","Not Working","general elemantary","212","0.165110967492542","0.145334847070325","0.184887087914759","1"
"Yes","2005","Not Working","middle vocational","633","0.169261880959377","0.157588600526458","0.180935161392295","1"
"Yes","2005","Not Working","vocational + Abi","40","0.183399699331999","0.138311909123894","0.228487489540105","1"
"Yes","2005","Not Working","higher vocational","85","0.182779889175057","0.147267808363028","0.218291969987086","1"
"Yes","2005","Not Working","higher education","168","0.174853739549398","0.151334831152479","0.198372647946317","1"
"No","2006","Not Working","higher vocational","411","0.792427235941381","0.75750129684468","0.827353175038081","2"
"No","2006","Not Working","higher education","972","0.813908364964925","0.791627324517998","0.836189405411852","2"
"No","2006","Not Working","in school","311","0.944157589300916","0.91934600676191","0.968969171839921","2"
"No","2006","Not Working","inadequately","131","0.866504589993715","0.812076754678847","0.920932425308583","2"
"No","2006","Not Working","general elemantary","1195","0.798969356672079","0.778523698060329","0.81941501528383","2"
"No","2006","Not Working","middle vocational","3743","0.817121896775058","0.805819882913104","0.828423910637013","2"
"No","2006","Not Working","vocational + Abi","243","0.817932960684872","0.774192130994378","0.861673790375366","2"
"No","2006","Full Time","in school","3","","","","2"
"No","2006","Full Time","inadequately","50","0.825226392139731","0.724859326652679","0.925593457626783","2"
"No","2006","Full Time","general elemantary","479","0.927116306050585","0.904622046285371","0.949610565815799","2"
"No","2006","Full Time","middle vocational","3694","0.923383647622302","0.91512440447445","0.931642890770154","2"
"No","2006","Full Time","vocational + Abi","527","0.943830644651176","0.92479460108576","0.962866688216592","2"
"No","2006","Full Time","higher vocational","741","0.914439536150611","0.895080890543792","0.933798181757429","2"
"No","2006","Full Time","higher education","2257","0.938849742479725","0.929328925264769","0.94837055969468","2"
"No","2006","Part Time","in school","61","0.944440926513265","0.888320236683135","1.00056161634339","2"
"No","2006","Part Time","inadequately","30","0.798404449680914","0.667350900796504","0.929457998565323","2"
"No","2006","Part Time","general elemantary","461","0.898603189461813","0.872380011341536","0.924826367582089","2"
"No","2006","Part Time","middle vocational","2360","0.88606644873199","0.87395096810067","0.898181929363309","2"
"No","2006","Part Time","vocational + Abi","309","0.880159915966023","0.846517403406465","0.913802428525581","2"
"No","2006","Part Time","higher vocational","305","0.865964784590404","0.829482228279395","0.902447340901412","2"
"No","2006","Part Time","higher education","875","0.89444179506919","0.875194097529807","0.913689492608573","2"
"Yes","2006","Part Time","in school","3","","","","1"
"Yes","2006","Part Time","inadequately","6","","","","1"
"Yes","2006","Part Time","general elemantary","48","0.101396810538188","0.0751736324179107","0.127619988658464","1"
"Yes","2006","Part Time","middle vocational","282","0.11393355126801","0.101818070636691","0.12604903189933","1"
"Yes","2006","Part Time","vocational + Abi","49","0.119840084033977","0.0861975714744192","0.153482596593534","1"
"Yes","2006","Part Time","higher vocational","30","0.134035215409596","0.0975526590985877","0.170517771720605","1"
"Yes","2006","Part Time","higher education","104","0.10555820493081","0.0863105073914266","0.124805902470193","1"
"Yes","2006","Full Time","general elemantary","34","0.0728836939494149","0.0503894341842014","0.0953779537146285","1"
"Yes","2006","Full Time","middle vocational","290","0.0766163523776981","0.0683571092298459","0.0848755955255504","1"
"Yes","2006","Full Time","vocational + Abi","35","0.0561693553488241","0.0371333117834079","0.0752053989142403","1"
"Yes","2006","Full Time","higher vocational","61","0.0855604638493895","0.0662018182425713","0.104919109456208","1"
"Yes","2006","Full Time","higher education","176","0.0611502575202755","0.0516294403053198","0.0706710747352312","1"
"Yes","2006","Full Time","inadequately","5","","","","1"
"Yes","2006","Full Time","in school","1","","","","1"
"Yes","2006","Not Working","in school","18","","","","1"
"Yes","2006","Not Working","inadequately","19","","","","1"
"Yes","2006","Not Working","middle vocational","751","0.182878103224941","0.171576089362987","0.194180117086896","1"
"Yes","2006","Not Working","vocational + Abi","56","0.182067039315128","0.138326209624634","0.225807869005622","1"
"Yes","2006","Not Working","higher vocational","107","0.207572764058619","0.172646824961919","0.24249870315532","1"
"Yes","2006","Not Working","general elemantary","281","0.201030643327921","0.180584984716171","0.221476301939671","1"
"Yes","2006","Not Working","higher education","200","0.186091635035075","0.163810594588148","0.208372675482002","1"
"No","2007","Not Working","in school","271","0.931821008620068","0.902660259429486","0.96098175781065","2"
"No","2007","Not Working","inadequately","120","0.914131926572854","0.867387606624089","0.96087624652162","2"
"No","2007","Not Working","general elemantary","1074","0.807561274038382","0.786286758849831","0.828835789226933","2"
"No","2007","Not Working","middle vocational","3446","0.822259447631048","0.810624115837181","0.833894779424915","2"
"No","2007","Not Working","vocational + Abi","245","0.821676916953287","0.777996034007267","0.865357799899306","2"
"No","2007","Not Working","higher vocational","407","0.815732627001063","0.781578465290951","0.849886788711176","2"
"No","2007","Not Working","higher education","938","0.801784230488884","0.778823184529383","0.824745276448386","2"
"No","2007","Full Time","in school","","","","","2"
"No","2007","Full Time","inadequately","34","0.796525206925371","0.670176483805869","0.922873930044873","2"
"No","2007","Full Time","general elemantary","412","0.939580700392907","0.917368486679137","0.961792914106677","2"
"No","2007","Full Time","middle vocational","3468","0.927450456075082","0.9191404588198","0.935760453330365","2"
"No","2007","Full Time","vocational + Abi","516","0.925169583243629","0.903279301339553","0.947059865147704","2"
"No","2007","Full Time","higher vocational","663","0.923736824385766","0.904322716438488","0.943150932333045","2"
"No","2007","Full Time","higher education","2114","0.923918871631668","0.913067079775285","0.93477066348805","2"
"No","2007","Part Time","in school","46","0.890762243422773","0.805151101606306","0.976373385239239","2"
"No","2007","Part Time","inadequately","33","0.804668205868371","0.684768439663274","0.924567972073468","2"
"No","2007","Part Time","general elemantary","400","0.8848084233721","0.85553827145713","0.914078575287069","2"
"No","2007","Part Time","middle vocational","2207","0.884945651170581","0.872336369201029","0.897554933140133","2"
"No","2007","Part Time","vocational + Abi","286","0.903419482306701","0.871156118478729","0.935682846134674","2"
"No","2007","Part Time","higher vocational","278","0.869500178457439","0.8326503584032","0.906349998511678","2"
"No","2007","Part Time","higher education","837","0.878913249237166","0.858135695225791","0.899690803248541","2"
"Yes","2007","Part Time","in school","5","","","","1"
"Yes","2007","Part Time","inadequately","9","","","","1"
"Yes","2007","Part Time","general elemantary","57","0.1151915766279","0.0859214247129309","0.14446172854287","1"
"Yes","2007","Part Time","middle vocational","253","0.115054348829419","0.102445066859867","0.127663630798971","1"
"Yes","2007","Part Time","vocational + Abi","36","0.0965805176932989","0.0643171538653263","0.128843881521272","1"
"Yes","2007","Part Time","higher vocational","43","0.130499821542561","0.0936500014883219","0.1673496415968","1"
"Yes","2007","Part Time","higher education","110","0.121086750762834","0.100309196751459","0.141864304774209","1"
"Yes","2007","Full Time","general elemantary","30","0.0604192996070931","0.0382070858933233","0.0826315133208629","1"
"Yes","2007","Full Time","middle vocational","275","0.0725495439249178","0.0642395466696355","0.0808595411802002","1"
"Yes","2007","Full Time","vocational + Abi","39","0.0748304167563715","0.0529401348522963","0.0967206986604467","1"
"Yes","2007","Full Time","higher vocational","55","0.0762631756142336","0.0568490676669549","0.0956772835615124","1"
"Yes","2007","Full Time","higher education","179","0.0760811283683321","0.0652293365119497","0.0869329202247145","1"
"Yes","2007","Full Time","in school","","","","","1"
"Yes","2007","Full Time","inadequately","5","","","","1"
"Yes","2007","Not Working","in school","16","","","","1"
"Yes","2007","Not Working","inadequately","18","","","","1"
"Yes","2007","Not Working","general elemantary","245","0.192438725961618","0.171164210773067","0.213713241150169","1"
"Yes","2007","Not Working","middle vocational","701","0.177740552368952","0.166105220575085","0.189375884162819","1"
"Yes","2007","Not Working","vocational + Abi","50","0.178323083046713","0.134642200100694","0.222003965992733","1"
"Yes","2007","Not Working","higher vocational","88","0.184267372998937","0.150113211288824","0.218421534709049","1"
"Yes","2007","Not Working","higher education","220","0.198215769511116","0.175254723551614","0.221176815470617","1"
"No","2008","Not Working","in school","273","0.944094153780605","0.917561046434059","0.970627261127151","2"
"No","2008","Not Working","inadequately","103","0.883031999506043","0.824797960358509","0.941266038653578","2"
"No","2008","Not Working","general elemantary","992","0.828056697366766","0.806698668523925","0.849414726209606","2"
"No","2008","Not Working","middle vocational","3185","0.833343435284638","0.821586945773586","0.84509992479569","2"
"No","2008","Not Working","vocational + Abi","209","0.836398795967675","0.790996486134219","0.88180110580113","2"
"No","2008","Not Working","higher vocational","360","0.781515859939139","0.743547551493618","0.819484168384659","2"
"No","2008","Not Working","higher education","946","0.818134902962887","0.795918131323918","0.840351674601857","2"
"No","2008","Full Time","in school","1","","","","2"
"No","2008","Full Time","inadequately","37","0.947433151750619","0.876477572357011","1.01838873114423","2"
"No","2008","Full Time","general elemantary","383","0.910718527414138","0.883480239796643","0.937956815031633","2"
"No","2008","Full Time","middle vocational","3346","0.931813401962471","0.923579402610828","0.940047401314114","2"
"No","2008","Full Time","vocational + Abi","478","0.924386280417216","0.901486033910177","0.947286526924255","2"
"No","2008","Full Time","higher vocational","621","0.930989934306827","0.911768376903407","0.950211491710247","2"
"No","2008","Full Time","higher education","1987","0.918850045006517","0.907291526767869","0.930408563245165","2"
"No","2008","Part Time","in school","60","0.945871230431579","0.890435702269093","1.00130675859407","2"
"No","2008","Part Time","inadequately","26","","","","2"
"No","2008","Part Time","general elemantary","366","0.884298771075628","0.853261287257643","0.915336254893613","2"
"No","2008","Part Time","middle vocational","2060","0.895943906858421","0.883460094077157","0.908427719639685","2"
"No","2008","Part Time","vocational + Abi","294","0.909073186952726","0.878006456378658","0.940139917526794","2"
"No","2008","Part Time","higher vocational","268","0.888386131646837","0.852391777021754","0.924380486271921","2"
"No","2008","Part Time","higher education","793","0.868891869105788","0.846754804058062","0.891028934153514","2"
"Yes","2008","Part Time","in school","4","","","","1"
"Yes","2008","Part Time","inadequately","3","","","","1"
"Yes","2008","Part Time","general elemantary","42","0.115701228924372","0.0846637451063866","0.146738712742357","1"
"Yes","2008","Part Time","middle vocational","238","0.104056093141579","0.091572280360315","0.116539905922843","1"
"Yes","2008","Part Time","vocational + Abi","35","0.0909268130472738","0.0598600824732055","0.121993543621342","1"
"Yes","2008","Part Time","higher vocational","26","","","","1"
"Yes","2008","Part Time","higher education","100","0.131108130894212","0.108971065846486","0.153245195941938","1"
"Yes","2008","Full Time","general elemantary","38","0.089281472585862","0.0620431849683671","0.116519760203357","1"
"Yes","2008","Full Time","middle vocational","254","0.0681865980375289","0.0599525986858855","0.0764205973891723","1"
"Yes","2008","Full Time","in school","","","","","1"
"Yes","2008","Full Time","inadequately","1","","","","1"
"Yes","2008","Full Time","vocational + Abi","34","0.0756137195827839","0.0527134730757451","0.0985139660898227","1"
"Yes","2008","Full Time","higher vocational","47","0.0690100656931732","0.0497885082897532","0.0882316230965931","1"
