"ple0053","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","1984","66 and older","inadequately","","","","","1"
"Yes","1984","66 and older","general elemantary","88","0.170509944948055","0.138154687415331","0.202865202480778","1"
"Yes","1984","66 and older","middle vocational","84","0.14077756752857","0.112375079776735","0.169180055280406","1"
"Yes","1984","66 and older","vocational + Abi","2","","","","1"
"Yes","1984","66 and older","higher vocational","14","","","","1"
"Yes","1984","66 and older","higher education","6","","","","1"
"No","1985","66 and older","general elemantary","355","0.828379558652469","0.792490310797097","0.864268806507841","2"
"No","1985","66 and older","inadequately","12","","","","2"
"No","1985","66 and older","in school","","","","","2"
"No","1985","66 and older","higher vocational","69","0.86573057864678","0.791019839179311","0.940441318114249","2"
"No","1985","66 and older","higher education","47","0.84206156205565","0.746546927495434","0.937576196615866","2"
"No","1985","16-34 y.","higher vocational","171","0.882267038337782","0.837147035631187","0.927387041044377","2"
"No","1985","66 and older","middle vocational","437","0.841028572213335","0.809570701395619","0.87248644303105","2"
"No","1985","66 and older","vocational + Abi","17","","","","2"
"No","1985","16-34 y.","higher education","215","0.895732121476777","0.857068118720828","0.934396124232726","2"
"No","1985","35-65 y.","middle vocational","2438","0.90138434170109","0.890179864871746","0.912588818530433","2"
"No","1985","16-34 y.","middle vocational","1729","0.887472645933112","0.873450128201685","0.90149516366454","2"
"No","1985","35-65 y.","vocational + Abi","98","0.917148913789204","0.865868014460239","0.968429813118169","2"
"No","1985","35-65 y.","higher vocational","300","0.874129515627372","0.839077038561071","0.909181992693674","2"
"No","1985","35-65 y.","higher education","423","0.915561063512641","0.890179833597992","0.940942293427289","2"
"No","1985","16-34 y.","inadequately","201","0.8421853840722","0.796157921753904","0.888212846390496","2"
"No","1985","16-34 y.","general elemantary","1020","0.908659963512371","0.891980308297601","0.925339618727141","2"
"No","1985","16-34 y.","vocational + Abi","139","0.928978997285395","0.888009940555339","0.969948054015451","2"
"No","1985","16-34 y.","in school","173","0.925780941225081","0.888211120137574","0.963350762312588","2"
"No","1985","35-65 y.","in school","","","","","2"
"No","1985","35-65 y.","inadequately","528","0.888947997114553","0.863659552411188","0.914236441817917","2"
"No","1985","35-65 y.","general elemantary","1326","0.886504307422626","0.870446827438062","0.90256178740719","2"
"Yes","1985","16-34 y.","in school","14","","","","1"
"Yes","1985","16-34 y.","inadequately","40","0.1578146159278","0.111787153609504","0.203842078246096","1"
"Yes","1985","16-34 y.","general elemantary","126","0.0913400364876292","0.0746603812728591","0.108019691702399","1"
"Yes","1985","16-34 y.","middle vocational","222","0.112527354066888","0.0985048363354601","0.126549871798315","1"
"Yes","1985","16-34 y.","vocational + Abi","12","","","","1"
"Yes","1985","16-34 y.","higher vocational","25","","","","1"
"Yes","1985","16-34 y.","higher education","25","","","","1"
"Yes","1985","35-65 y.","in school","","","","","1"
"Yes","1985","35-65 y.","inadequately","65","0.111052002885448","0.0857635581820828","0.136340447588812","1"
"Yes","1985","35-65 y.","general elemantary","173","0.113495692577374","0.0974382125928101","0.129553172561938","1"
"Yes","1985","35-65 y.","middle vocational","282","0.0986156582989103","0.0874111814695664","0.109820135128254","1"
"Yes","1985","35-65 y.","vocational + Abi","13","","","","1"
"Yes","1985","35-65 y.","higher vocational","44","0.125870484372628","0.0908180073063264","0.160922961438929","1"
"Yes","1985","35-65 y.","higher education","38","0.0844389364873591","0.0590577065727108","0.109820166402007","1"
"Yes","1985","66 and older","in school","","","","","1"
"Yes","1985","66 and older","inadequately","2","","","","1"
"Yes","1985","66 and older","general elemantary","69","0.171620441347531","0.135731193492159","0.207509689202903","1"
"Yes","1985","66 and older","middle vocational","82","0.158971427786665","0.12751355696895","0.190429298604381","1"
"Yes","1985","66 and older","vocational + Abi","1","","","","1"
"Yes","1985","66 and older","higher vocational","11","","","","1"
"Yes","1985","66 and older","higher education","9","","","","1"
"No","1986","66 and older","in school","","","","","2"
"No","1986","66 and older","inadequately","16","","","","2"
"No","1986","66 and older","general elemantary","337","0.850589033543485","0.815477352304516","0.885700714782453","2"
"No","1986","66 and older","vocational + Abi","17","","","","2"
"No","1986","66 and older","higher vocational","63","0.848635768974753","0.76641927425333","0.930852263696176","2"
"No","1986","66 and older","higher education","42","0.79688497069667","0.687535857043787","0.906234084349552","2"
"No","1986","16-34 y.","higher education","204","0.883670213332695","0.842144134534771","0.925196292130618","2"
"No","1986","66 and older","middle vocational","375","0.781156187076956","0.744051824393921","0.818260549759991","2"
"No","1986","16-34 y.","general elemantary","990","0.8808113991142","0.861903104291162","0.899719693937238","2"
"No","1986","16-34 y.","middle vocational","1683","0.888680970399152","0.87454210113446","0.902819839663844","2"
"No","1986","16-34 y.","higher vocational","168","0.90545026407777","0.863736474225806","0.947164053929734","2"
"No","1986","35-65 y.","higher education","430","0.914559988736879","0.889261276400897","0.939858701072861","2"
"No","1986","35-65 y.","vocational + Abi","88","0.906809075626228","0.85039431575074","0.963223835501715","2"
"No","1986","35-65 y.","higher vocational","277","0.868128680470819","0.830999105520831","0.905258255420806","2"
"No","1986","16-34 y.","inadequately","194","0.84282831327365","0.79619493508214","0.88946169146516","2"
"No","1986","35-65 y.","middle vocational","2326","0.890066984824655","0.878098433360945","0.902035536288364","2"
"No","1986","16-34 y.","in school","173","0.922369731259297","0.884119221044008","0.960620241474586","2"
"No","1986","16-34 y.","vocational + Abi","140","0.935047127017244","0.896124363876019","0.97396989015847","2"
"No","1986","35-65 y.","in school","","","","","2"
"No","1986","35-65 y.","inadequately","467","0.88403584897878","0.856904710704612","0.911166987252948","2"
"No","1986","35-65 y.","general elemantary","1224","0.882373442352757","0.865449272267438","0.899297612438076","2"
"Yes","1986","16-34 y.","in school","15","","","","1"
"Yes","1986","16-34 y.","inadequately","40","0.15717168672635","0.11053830853484","0.203805064917859","1"
"Yes","1986","16-34 y.","general elemantary","138","0.1191886008858","0.100280306062762","0.138096895708838","1"
"Yes","1986","16-34 y.","middle vocational","218","0.111319029600848","0.0971801603361556","0.12545789886554","1"
"Yes","1986","16-34 y.","vocational + Abi","14","","","","1"
"Yes","1986","16-34 y.","higher vocational","21","","","","1"
"Yes","1986","16-34 y.","higher education","25","","","","1"
"Yes","1986","35-65 y.","in school","","","","","1"
"Yes","1986","35-65 y.","inadequately","68","0.11596415102122","0.0888330127470521","0.143095289295388","1"
"Yes","1986","35-65 y.","general elemantary","168","0.117626557647243","0.100702387561924","0.134550727732562","1"
"Yes","1986","35-65 y.","middle vocational","298","0.109933015175345","0.0979644637116358","0.121901566639055","1"
"Yes","1986","35-65 y.","vocational + Abi","14","","","","1"
"Yes","1986","35-65 y.","higher vocational","42","0.131871319529181","0.094741744579194","0.169000894479168","1"
"Yes","1986","35-65 y.","higher education","39","0.0854400112631213","0.0601412989271395","0.110738723599103","1"
"Yes","1986","66 and older","in school","","","","","1"
"Yes","1986","66 and older","inadequately","3","","","","1"
"Yes","1986","66 and older","general elemantary","59","0.149410966456515","0.114299285217547","0.184522647695484","1"
"Yes","1986","66 and older","middle vocational","102","0.218843812923044","0.181739450240009","0.255948175606079","1"
"Yes","1986","66 and older","vocational + Abi","3","","","","1"
"Yes","1986","66 and older","higher vocational","10","","","","1"
"Yes","1986","66 and older","higher education","10","","","","1"
"No","1987","66 and older","higher vocational","60","0.859938887061772","0.778638679988923","0.941239094134621","2"
"No","1987","66 and older","higher education","42","0.708526164611385","0.591573040230643","0.825479288992128","2"
"No","1987","16-34 y.","higher education","198","0.902773485395024","0.863445508999643","0.942101461790405","2"
"No","1987","66 and older","in school","","","","","2"
"No","1987","16-34 y.","general elemantary","950","0.864119883699605","0.843805532131058","0.884434235268152","2"
"No","1987","16-34 y.","higher vocational","150","0.842526041898839","0.789752215427968","0.89529986836971","2"
"No","1987","66 and older","inadequately","17","","","","2"
"No","1987","66 and older","general elemantary","338","0.822679882260202","0.785799626249634","0.859560138270769","2"
"No","1987","66 and older","vocational + Abi","16","","","","2"
"No","1987","16-34 y.","inadequately","181","0.84994229735961","0.801408944906521","0.898475649812699","2"
"No","1987","66 and older","middle vocational","403","0.783995113131784","0.748068085421305","0.819922140842263","2"
"No","1987","16-34 y.","in school","176","0.914329674666719","0.874638127950418","0.954021221383021","2"
"No","1987","35-65 y.","vocational + Abi","93","0.897698309600264","0.83917402854069","0.956222590659839","2"
"No","1987","35-65 y.","higher vocational","285","0.908129457960959","0.876181339349373","0.940077576572544","2"
"No","1987","35-65 y.","higher education","423","0.901003571867174","0.873916461975312","0.928090681759035","2"
"No","1987","16-34 y.","middle vocational","1686","0.891725274151336","0.877768221931806","0.905682326370867","2"
"No","1987","16-34 y.","vocational + Abi","144","0.915483367161279","0.871833581633068","0.95913315268949","2"
"No","1987","35-65 y.","inadequately","468","0.880216295587869","0.852727274886246","0.907705316289493","2"
"No","1987","35-65 y.","middle vocational","2291","0.896680487547024","0.884889826840807","0.908471148253241","2"
"No","1987","35-65 y.","in school","","","","","2"
"No","1987","35-65 y.","general elemantary","1205","0.891666330044672","0.875050143150792","0.908282516938551","2"
"Yes","1987","16-34 y.","in school","15","","","","1"
"Yes","1987","16-34 y.","inadequately","27","","","","1"
"Yes","1987","16-34 y.","general elemantary","143","0.135880116300395","0.115565764731848","0.156194467868942","1"
"Yes","1987","16-34 y.","middle vocational","218","0.108274725848664","0.0943176736291335","0.122231778068194","1"
"Yes","1987","16-34 y.","vocational + Abi","12","","","","1"
"Yes","1987","16-34 y.","higher vocational","33","0.157473958101161","0.10470013163029","0.210247784572032","1"
"Yes","1987","16-34 y.","higher education","20","","","","1"
"Yes","1987","35-65 y.","in school","","","","","1"
"Yes","1987","35-65 y.","inadequately","68","0.119783704412131","0.0922946837105073","0.147272725113754","1"
"Yes","1987","35-65 y.","general elemantary","139","0.108333669955328","0.0917174830614486","0.124949856849208","1"
"Yes","1987","35-65 y.","middle vocational","269","0.103319512452976","0.0915288517467591","0.115110173159193","1"
"Yes","1987","35-65 y.","vocational + Abi","10","","","","1"
"Yes","1987","35-65 y.","higher vocational","29","","","","1"
"Yes","1987","35-65 y.","higher education","44","0.0989964281328261","0.0719093182409646","0.126083538024688","1"
"Yes","1987","66 and older","in school","","","","","1"
"Yes","1987","66 and older","inadequately","","","","","1"
"Yes","1987","66 and older","general elemantary","74","0.177320117739798","0.140439861729231","0.214200373750366","1"
"Yes","1987","66 and older","middle vocational","101","0.216004886868216","0.180077859157737","0.251931914578695","1"
"Yes","1987","66 and older","vocational + Abi","3","","","","1"
"Yes","1987","66 and older","higher vocational","10","","","","1"
"Yes","1987","66 and older","higher education","16","","","","1"
"No","1988","16-34 y.","higher education","183","0.890694209188339","0.847876945744575","0.933511472632103","2"
"No","1988","66 and older","general elemantary","313","0.816068966414979","0.777419333296837","0.85471859953312","2"
"No","1988","16-34 y.","higher vocational","138","0.879183701770542","0.82899647935936","0.929370924181724","2"
"No","1988","66 and older","higher vocational","52","0.747567472399395","0.645068053840396","0.850066890958394","2"
"No","1988","66 and older","in school","","","","","2"
"No","1988","66 and older","higher education","43","0.767605335466182","0.656984700651636","0.878225970280728","2"
"No","1988","66 and older","inadequately","16","","","","2"
"No","1988","16-34 y.","general elemantary","931","0.865377127233222","0.844992518852686","0.885761735613758","2"
"No","1988","16-34 y.","middle vocational","1608","0.894545126158462","0.880360245386853","0.908730006930071","2"
"No","1988","16-34 y.","vocational + Abi","142","0.931519809949803","0.891499458180356","0.97154016171925","2"
"No","1988","16-34 y.","inadequately","164","0.844133768855869","0.792557140909876","0.895710396801863","2"
"No","1988","66 and older","middle vocational","418","0.825523597682543","0.792324267066724","0.858722928298361","2"
"No","1988","66 and older","vocational + Abi","16","","","","2"
"No","1988","16-34 y.","in school","145","0.88005717332506","0.83002686640594","0.930087480244179","2"
"No","1988","35-65 y.","inadequately","426","0.874237799981164","0.844938624904283","0.903536975058046","2"
"No","1988","35-65 y.","general elemantary","1122","0.882699472470233","0.864988399172709","0.900410545767756","2"
"No","1988","35-65 y.","middle vocational","2173","0.885396989455204","0.872749994069458","0.89804398484095","2"
"No","1988","35-65 y.","vocational + Abi","85","0.885551054197697","0.822840131001044","0.948261977394349","2"
"No","1988","35-65 y.","higher vocational","267","0.864751720157268","0.826558671585042","0.902944768729493","2"
"No","1988","35-65 y.","higher education","408","0.922030468797576","0.8970060560771","0.947054881518053","2"
"No","1988","35-65 y.","in school","","","","","2"
"Yes","1988","16-34 y.","in school","17","","","","1"
"Yes","1988","16-34 y.","inadequately","26","","","","1"
"Yes","1988","16-34 y.","general elemantary","146","0.134622872766778","0.114238264386242","0.155007481147314","1"
"Yes","1988","16-34 y.","middle vocational","193","0.105454873841538","0.0912699930699294","0.119639754613147","1"
"Yes","1988","16-34 y.","vocational + Abi","11","","","","1"
"Yes","1988","16-34 y.","higher vocational","24","","","","1"
"Yes","1988","16-34 y.","higher education","21","","","","1"
"Yes","1988","35-65 y.","in school","","","","","1"
"Yes","1988","35-65 y.","inadequately","66","0.125762200018836","0.0964630249419544","0.155061375095717","1"
"Yes","1988","35-65 y.","general elemantary","146","0.117300527529767","0.0995894542322437","0.135011600827291","1"
"Yes","1988","35-65 y.","middle vocational","264","0.114603010544796","0.10195601515905","0.127250005930542","1"
"Yes","1988","35-65 y.","vocational + Abi","14","","","","1"
"Yes","1988","35-65 y.","higher vocational","41","0.135248279842732","0.0970552312705069","0.173441328414957","1"
"Yes","1988","35-65 y.","higher education","33","0.077969531202424","0.0529451184819475","0.102993943922901","1"
"Yes","1988","66 and older","in school","","","","","1"
"Yes","1988","66 and older","inadequately","1","","","","1"
"Yes","1988","66 and older","general elemantary","73","0.183931033585021","0.14528140046688","0.222580666703163","1"
"Yes","1988","66 and older","middle vocational","84","0.174476402317458","0.141277071701639","0.207675732933276","1"
"Yes","1988","66 and older","vocational + Abi","3","","","","1"
"Yes","1988","66 and older","higher vocational","17","","","","1"
"Yes","1988","66 and older","higher education","13","","","","1"
"No","1989","16-34 y.","higher education","190","0.905099470962176","0.8650776400215","0.945121301902852","2"
"No","1989","66 and older","in school","","","","","2"
"No","1989","66 and older","general elemantary","317","0.810269385465345","0.771205446717254","0.849333324213436","2"
"No","1989","16-34 y.","higher vocational","135","0.861655568531487","0.807649078114401","0.915662058948574","2"
"No","1989","66 and older","inadequately","11","","","","2"
"No","1989","66 and older","higher vocational","52","0.792570062968233","0.694749383968015","0.890390741968451","2"
"No","1989","66 and older","higher education","48","0.844771739814873","0.749927892883638","0.939615586746108","2"
"No","1989","16-34 y.","inadequately","145","0.839311217890747","0.784267934860837","0.894354500920658","2"
"No","1989","16-34 y.","general elemantary","878","0.885879551070277","0.866211998994104","0.905547103146449","2"
"No","1989","16-34 y.","middle vocational","1569","0.883278361746999","0.868395418806602","0.898161304687397","2"
"No","1989","16-34 y.","vocational + Abi","145","0.868301334628345","0.816859083142026","0.919743586114664","2"
"No","1989","66 and older","middle vocational","389","0.805344696149957","0.76977594337069","0.840913448929225","2"
"No","1989","66 and older","vocational + Abi","19","","","","2"
"No","1989","16-34 y.","in school","163","0.944975476016054","0.910996252093168","0.97895469993894","2"
"No","1989","35-65 y.","in school","","","","","2"
"No","1989","35-65 y.","inadequately","408","0.864700671434977","0.83384337941566","0.895557963454294","2"
"No","1989","35-65 y.","general elemantary","1049","0.87861222467226","0.860065026720447","0.897159422624073","2"
"No","1989","35-65 y.","middle vocational","2112","0.892624321342406","0.880131186156962","0.905117456527849","2"
"No","1989","35-65 y.","vocational + Abi","95","0.977218040541125","0.947973866064247","1.006462215018","2"
"No","1989","35-65 y.","higher vocational","268","0.921692723267117","0.89082562984592","0.952559816688314","2"
"No","1989","35-65 y.","higher education","408","0.925893586930164","0.90127790355907","0.950509270301259","2"
"Yes","1989","16-34 y.","in school","10","","","","1"
"Yes","1989","16-34 y.","inadequately","26","","","","1"
"Yes","1989","16-34 y.","general elemantary","126","0.114120448929723","0.0944528968535506","0.133788001005896","1"
"Yes","1989","16-34 y.","middle vocational","219","0.116721638253001","0.101838695312603","0.131604581193398","1"
"Yes","1989","16-34 y.","vocational + Abi","21","","","","1"
"Yes","1989","16-34 y.","higher vocational","22","","","","1"
"Yes","1989","16-34 y.","higher education","16","","","","1"
"Yes","1989","35-65 y.","in school","","","","","1"
"Yes","1989","35-65 y.","inadequately","64","0.135299328565023","0.104442036545706","0.16615662058434","1"
"Yes","1989","35-65 y.","general elemantary","142","0.12138777532774","0.102840577375927","0.139934973279553","1"
"Yes","1989","35-65 y.","middle vocational","247","0.107375678657594","0.0948825434721505","0.119868813843038","1"
"Yes","1989","35-65 y.","vocational + Abi","5","","","","1"
"Yes","1989","35-65 y.","higher vocational","23","","","","1"
"Yes","1989","35-65 y.","higher education","27","","","","1"
"Yes","1989","66 and older","in school","","","","","1"
"Yes","1989","66 and older","inadequately","2","","","","1"
"Yes","1989","66 and older","general elemantary","70","0.189730614534655","0.150666675786564","0.228794553282746","1"
"Yes","1989","66 and older","middle vocational","87","0.194655303850043","0.159086551070775","0.23022405662931","1"
"Yes","1989","66 and older","vocational + Abi","5","","","","1"
"Yes","1989","66 and older","higher vocational","14","","","","1"
"Yes","1989","66 and older","higher education","8","","","","1"
"No","1990","16-34 y.","higher vocational","","","","","2"
"No","1990","16-34 y.","higher education","","","","","2"
"No","1990","16-34 y.","inadequately","","","","","2"
"No","1990","66 and older","in school","","","","","2"
"No","1990","16-34 y.","general elemantary","","","","","2"
"No","1990","16-34 y.","middle vocational","","","","","2"
"No","1990","16-34 y.","vocational + Abi","","","","","2"
"No","1990","66 and older","inadequately","","","","","2"
"No","1990","66 and older","general elemantary","","","","","2"
"No","1990","66 and older","higher education","","","","","2"
"No","1990","66 and older","higher vocational","","","","","2"
"No","1990","16-34 y.","in school","","","","","2"
"No","1990","66 and older","middle vocational","","","","","2"
"No","1990","66 and older","vocational + Abi","","","","","2"
"No","1990","35-65 y.","in school","","","","","2"
"No","1990","35-65 y.","inadequately","","","","","2"
"No","1990","35-65 y.","general elemantary","","","","","2"
"No","1990","35-65 y.","middle vocational","","","","","2"
"No","1990","35-65 y.","vocational + Abi","","","","","2"
"No","1990","35-65 y.","higher vocational","","","","","2"
"No","1990","35-65 y.","higher education","","","","","2"
"Yes","1990","16-34 y.","in school","","","","","1"
"Yes","1990","16-34 y.","inadequately","","","","","1"
"Yes","1990","16-34 y.","general elemantary","","","","","1"
"Yes","1990","16-34 y.","middle vocational","","","","","1"
"Yes","1990","16-34 y.","vocational + Abi","","","","","1"
"Yes","1990","16-34 y.","higher vocational","","","","","1"
"Yes","1990","16-34 y.","higher education","","","","","1"
"Yes","1990","35-65 y.","in school","","","","","1"
"Yes","1990","35-65 y.","inadequately","","","","","1"
"Yes","1990","35-65 y.","general elemantary","","","","","1"
"Yes","1990","35-65 y.","middle vocational","","","","","1"
"Yes","1990","35-65 y.","vocational + Abi","","","","","1"
"Yes","1990","35-65 y.","higher vocational","","","","","1"
"Yes","1990","35-65 y.","higher education","","","","","1"
"Yes","1990","66 and older","in school","","","","","1"
"Yes","1990","66 and older","inadequately","","","","","1"
"Yes","1990","66 and older","general elemantary","","","","","1"
"Yes","1990","66 and older","middle vocational","","","","","1"
"Yes","1990","66 and older","vocational + Abi","","","","","1"
"Yes","1990","66 and older","higher vocational","","","","","1"
"Yes","1990","66 and older","higher education","","","","","1"
"No","1991","16-34 y.","general elemantary","795","0.867866804256088","0.845792024272453","0.889941584239723","2"
"No","1991","16-34 y.","inadequately","139","0.836082054809468","0.77835794432942","0.893806165289515","2"
"No","1991","16-34 y.","middle vocational","1525","0.865769511337539","0.849779355334235","0.881759667340843","2"
"No","1991","16-34 y.","higher vocational","132","0.831658223506928","0.774566321067186","0.88875012594667","2"
"No","1991","16-34 y.","vocational + Abi","148","0.840107720632085","0.78596089614528","0.894254545118891","2"
"No","1991","16-34 y.","higher education","179","0.903277712099709","0.862210475485576","0.944344948713841","2"
"No","1991","16-34 y.","in school","142","0.922310134599416","0.879472731364913","0.965147537833918","2"
"No","1991","66 and older","in school","","","","","2"
"No","1991","66 and older","higher education","50","0.742869026908379","0.635793202616747","0.849944851200011","2"
"No","1991","66 and older","inadequately","16","","","","2"
"No","1991","66 and older","general elemantary","309","0.80112388861623","0.761043977101986","0.841203800130473","2"
"No","1991","66 and older","higher vocational","55","0.77712732478347","0.678930363549845","0.875324286017094","2"
"No","1991","66 and older","middle vocational","406","0.802607232620229","0.767994699265878","0.837219765974581","2"
"No","1991","66 and older","vocational + Abi","15","","","","2"
"No","1991","35-65 y.","in school","","","","","2"
"No","1991","35-65 y.","inadequately","399","0.883768884649533","0.853923527241341","0.913614242057725","2"
"No","1991","35-65 y.","general elemantary","983","0.866387647437088","0.846532506577017","0.88624278829716","2"
"No","1991","35-65 y.","middle vocational","2049","0.892824327716861","0.880143690032676","0.905504965401047","2"
"No","1991","35-65 y.","vocational + Abi","94","0.866511025279056","0.802663423773336","0.930358626784776","2"
"No","1991","35-65 y.","higher vocational","259","0.923923209369755","0.89308899048322","0.95475742825629","2"
"No","1991","35-65 y.","higher education","421","0.917107746157807","0.891856517942608","0.942358974373007","2"
"Yes","1991","16-34 y.","in school","8","","","","1"
"Yes","1991","16-34 y.","inadequately","19","","","","1"
"Yes","1991","16-34 y.","general elemantary","109","0.132133195743912","0.110058415760277","0.154207975727547","1"
"Yes","1991","16-34 y.","middle vocational","221","0.134230488662461","0.118240332659157","0.150220644665765","1"
"Yes","1991","16-34 y.","vocational + Abi","28","","","","1"
"Yes","1991","16-34 y.","higher vocational","33","0.168341776493072","0.11124987405333","0.225433678932814","1"
"Yes","1991","16-34 y.","higher education","20","","","","1"
"Yes","1991","35-65 y.","in school","","","","","1"
"Yes","1991","35-65 y.","inadequately","44","0.116231115350467","0.0863857579422749","0.146076472758659","1"
"Yes","1991","35-65 y.","general elemantary","145","0.133612352562912","0.113757211702841","0.153467493422984","1"
"Yes","1991","35-65 y.","middle vocational","237","0.107175672283139","0.0944950345989534","0.119856309967324","1"
"Yes","1991","35-65 y.","vocational + Abi","15","","","","1"
"Yes","1991","35-65 y.","higher vocational","25","","","","1"
"Yes","1991","35-65 y.","higher education","37","0.0828922538421927","0.0576410256269932","0.108143482057392","1"
"Yes","1991","66 and older","in school","","","","","1"
"Yes","1991","66 and older","inadequately","5","","","","1"
"Yes","1991","66 and older","general elemantary","72","0.198876111383771","0.158796199869527","0.238956022898014","1"
"Yes","1991","66 and older","middle vocational","102","0.197392767379771","0.162780234025419","0.232005300734122","1"
"Yes","1991","66 and older","vocational + Abi","7","","","","1"
"Yes","1991","66 and older","higher vocational","14","","","","1"
"Yes","1991","66 and older","higher education","14","","","","1"
"No","1992","16-34 y.","inadequately","148","0.877365588721899","0.827764646795057","0.926966530648741","2"
"No","1992","16-34 y.","general elemantary","942","0.871119995337092","0.851071582680113","0.891168407994071","2"
"No","1992","16-34 y.","higher education","399","0.901499499093695","0.873812872088736","0.929186126098654","2"
"No","1992","16-34 y.","middle vocational","2245","0.884326064880129","0.871892825771053","0.896759303989205","2"
"No","1992","16-34 y.","vocational + Abi","203","0.878058619721452","0.835207577383781","0.920909662059123","2"
"No","1992","16-34 y.","higher vocational","193","0.926257270610296","0.891322790868112","0.961191750352481","2"
"No","1992","16-34 y.","in school","172","0.916662890210882","0.877048650062085","0.956277130359679","2"
"No","1992","66 and older","inadequately","25","","","","2"
"No","1992","66 and older","general elemantary","396","0.808629189269229","0.773583228891491","0.843675149646967","2"
"No","1992","66 and older","in school","","","","","2"
"No","1992","66 and older","higher vocational","72","0.775681177432605","0.690903580591642","0.860458774273567","2"
"No","1992","66 and older","higher education","86","0.783731576518838","0.705724063581373","0.861739089456303","2"
"No","1992","66 and older","middle vocational","582","0.790473396533372","0.760829040298631","0.820117752768113","2"
"No","1992","66 and older","vocational + Abi","15","","","","2"
"No","1992","35-65 y.","in school","","","","","2"
"No","1992","35-65 y.","inadequately","394","0.922638234779477","0.897531954549399","0.947744515009555","2"
"No","1992","35-65 y.","general elemantary","1114","0.899834684372564","0.88311790986387","0.916551458881257","2"
"No","1992","35-65 y.","middle vocational","3124","0.895331352077492","0.885132589194827","0.905530114960157","2"
"No","1992","35-65 y.","vocational + Abi","127","0.94083835361354","0.90118715965564","0.98048954757144","2"
"No","1992","35-65 y.","higher vocational","415","0.894955729410439","0.866936503269508","0.922974955551371","2"
"No","1992","35-65 y.","higher education","1017","0.923262404610961","0.907532777863608","0.938992031358314","2"
"Yes","1992","16-34 y.","in school","15","","","","1"
"Yes","1992","16-34 y.","inadequately","20","","","","1"
"Yes","1992","16-34 y.","general elemantary","131","0.128880004662908","0.108831592005929","0.148928417319888","1"
"Yes","1992","16-34 y.","middle vocational","297","0.115673935119871","0.103240696010795","0.128107174228947","1"
"Yes","1992","16-34 y.","vocational + Abi","21","","","","1"
