"ple0053","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1984","(0) in school","9","","",""
"Yes","1984","(1a) inadequately completed","145","0.117593733760549","0.0986776217340231","0.136509845787075"
"Yes","1984","(1b) general elementary school","361","0.125250970101865","0.113428043398705","0.137073896805024"
"Yes","1984","(1c) basic vocational qualification","507","0.123151348424064","0.113286910830308","0.13301578601782"
"Yes","1984","(2b) intermediate general qualification","47","0.11254266470471","0.0840920759017483","0.140993253507672"
"Yes","1984","(2a) intermediate vocational","148","0.101966129441544","0.0861601617758734","0.117772097107215"
"Yes","1984","(2c_gen) general maturity certificate","30","0.0562780692006167","0.0340518965512239","0.0785042418500094"
"Yes","1984","(2c_voc) vocational maturity certificate","55","0.0983429892297072","0.0709818121328891","0.125704166326525"
"Yes","1984","(3a) lower tertiary education","23","","",""
"Yes","1984","(3b) higher tertiary education","38","0.0804531470419404","0.0572089970858041","0.103697296998077"
"No","1984","(0) in school","179","0.959617904727647","0.931478638901891","0.987757170553402"
"No","1984","(1a) inadequately completed","969","0.882406266239451","0.863490154212925","0.901322378265977"
"No","1984","(1b) general elementary school","2650","0.874749029898135","0.862926103194976","0.886571956601295"
"No","1984","(1c) basic vocational qualification","3756","0.876848651575936","0.86698421398218","0.886713089169692"
"No","1984","(2b) intermediate general qualification","427","0.88745733529529","0.859006746492328","0.915907924098252"
"No","1984","(2a) intermediate vocational","1260","0.898033870558456","0.882227902892785","0.913839838224127"
"No","1984","(2c_gen) general maturity certificate","383","0.943721930799383","0.921495758149991","0.965948103448776"
"No","1984","(2c_voc) vocational maturity certificate","400","0.901657010770293","0.874295833673475","0.929018187867111"
"No","1984","(3a) lower tertiary education","241","0.911884894986985","0.877691571096049","0.946078218877922"
"No","1984","(3b) higher tertiary education","488","0.91954685295806","0.896302703001923","0.942791002914196"
"Yes","1985","(0) in school","14","","",""
"Yes","1985","(1a) inadequately completed","119","0.137439931538793","0.115142671758732","0.159737191318854"
"Yes","1985","(1b) general elementary school","332","0.128151034245576","0.11535926454678","0.140942803944373"
"Yes","1985","(1c) basic vocational qualification","430","0.113209169058854","0.103174568200826","0.123243769916881"
"Yes","1985","(2b) intermediate general qualification","39","0.088440445335371","0.0629064208578559","0.113974469812886"
"Yes","1985","(2a) intermediate vocational","159","0.119850660770114","0.102480314152062","0.137221007388167"
"Yes","1985","(2c_gen) general maturity certificate","39","0.0838601508238249","0.0558808973649042","0.111839404282746"
"Yes","1985","(2c_voc) vocational maturity certificate","47","0.104849968570971","0.0753748126875487","0.134325124454394"
"Yes","1985","(3a) lower tertiary education","26","","",""
"Yes","1985","(3b) higher tertiary education","46","0.0923380701644897","0.0671878577849024","0.117488282544077"
"No","1985","(0) in school","173","0.925780941225081","0.888211120137574","0.963350762312588"
"No","1985","(1a) inadequately completed","797","0.862560068461207","0.840262808681146","0.884857328241268"
"No","1985","(1b) general elementary school","2291","0.871848965754424","0.859057196055627","0.88464073545322"
"No","1985","(1c) basic vocational qualification","3400","0.886790830941146","0.876756230083119","0.896825431799174"
"No","1985","(2b) intermediate general qualification","436","0.911559554664629","0.886025530187114","0.937093579142144"
"No","1985","(2a) intermediate vocational","1184","0.880149339229885","0.862778992611833","0.897519685847938"
"No","1985","(2c_gen) general maturity certificate","338","0.916139849176175","0.888160595717254","0.944119102635096"
"No","1985","(2c_voc) vocational maturity certificate","368","0.895150031429029","0.865674875545606","0.924625187312451"
"No","1985","(3a) lower tertiary education","222","0.890068316028106","0.851137333740034","0.928999298316179"
"No","1985","(3b) higher tertiary education","463","0.90766192983551","0.882511717455923","0.932812142215098"
"Yes","1986","(0) in school","15","","",""
"Yes","1986","(1a) inadequately completed","125","0.151291386788274","0.127216197094454","0.175366576482094"
"Yes","1986","(1b) general elementary school","314","0.123954649033385","0.110985336521954","0.136923961544816"
"Yes","1986","(1c) basic vocational qualification","454","0.129893801638452","0.118942287938642","0.140845315338261"
"Yes","1986","(2b) intermediate general qualification","53","0.132648804912963","0.10178579614982","0.163511813676106"
"Yes","1986","(2a) intermediate vocational","161","0.131875265510117","0.113538743771648","0.150211787248586"
"Yes","1986","(2c_gen) general maturity certificate","43","0.0939915026487437","0.0655710486492956","0.122411956648192"
"Yes","1986","(2c_voc) vocational maturity certificate","45","0.0860051865517464","0.0588994403976514","0.113110932705841"
"Yes","1986","(3a) lower tertiary education","33","0.143899070386416","0.10012760432951","0.187670536443322"
"Yes","1986","(3b) higher tertiary education","41","0.0856738570703541","0.0612148497521875","0.110132864388521"
"No","1986","(0) in school","174","0.922819398237333","0.88477159152647","0.960867204948196"
"No","1986","(1a) inadequately completed","726","0.848708613211726","0.824633423517906","0.872783802905546"
"No","1986","(1b) general elementary school","2166","0.876045350966615","0.863076038455184","0.889014663478046"
"No","1986","(1c) basic vocational qualification","3166","0.870106198361548","0.859154684661739","0.881057712061358"
"No","1986","(2b) intermediate general qualification","411","0.867351195087037","0.836488186323894","0.89821420385018"
"No","1986","(2a) intermediate vocational","1147","0.868124734489883","0.849788212751414","0.886461256228351"
"No","1986","(2c_gen) general maturity certificate","362","0.906008497351256","0.877588043351808","0.934428951350704"
"No","1986","(2c_voc) vocational maturity certificate","366","0.913994813448254","0.886889067294159","0.941100559602349"
"No","1986","(3a) lower tertiary education","214","0.856100929613584","0.812329463556678","0.89987239567049"
"No","1986","(3b) higher tertiary education","462","0.914326142929646","0.889867135611479","0.938785150247812"
"Yes","1987","(0) in school","15","","",""
"Yes","1987","(1a) inadequately completed","100","0.11583660426454","0.0939722151441399","0.13770099338494"
"Yes","1987","(1b) general elementary school","318","0.140856812756124","0.127073525408224","0.154640100104025"
"Yes","1987","(1c) basic vocational qualification","443","0.132104736787002","0.121011453696974","0.14319801987703"
"Yes","1987","(2b) intermediate general qualification","43","0.104939320528018","0.0760390717724765","0.13383956928356"
"Yes","1987","(2a) intermediate vocational","149","0.113365757969799","0.0962949785810265","0.130436537358571"
"Yes","1987","(2c_gen) general maturity certificate","34","0.0656314650881788","0.0407657613327804","0.0904971688435772"
"Yes","1987","(2c_voc) vocational maturity certificate","42","0.112965221260116","0.082173938860287","0.143756503659945"
"Yes","1987","(3a) lower tertiary education","41","0.179645083890824","0.131962807757865","0.227327360023784"
"Yes","1987","(3b) higher tertiary education","39","0.0883610564835109","0.0633330360393882","0.113389076927634"
"No","1987","(0) in school","177","0.914807773828334","0.87532002428813","0.954295523368538"
"No","1987","(1a) inadequately completed","723","0.88416339573546","0.86229900661506","0.90602778485586"
"No","1987","(1b) general elementary school","2129","0.859143187243876","0.845359899895975","0.872926474591776"
"No","1987","(1c) basic vocational qualification","3136","0.867895263212998","0.85680198012297","0.878988546303026"
"No","1987","(2b) intermediate general qualification","389","0.895060679471982","0.86616043071644","0.923960928227524"
"No","1987","(2a) intermediate vocational","1176","0.886634242030201","0.869563462641429","0.903705021418974"
"No","1987","(2c_gen) general maturity certificate","347","0.934368534911821","0.909502831156423","0.95923423866722"
"No","1987","(2c_voc) vocational maturity certificate","364","0.887034778739884","0.856243496340055","0.917826061139713"
"No","1987","(3a) lower tertiary education","208","0.820354916109176","0.772672639976216","0.868037192242135"
"No","1987","(3b) higher tertiary education","455","0.911638943516489","0.886610923072366","0.936666963960612"
"Yes","1988","(0) in school","17","","",""
"Yes","1988","(1a) inadequately completed","97","0.118946218076255","0.0958087570806562","0.142083679071853"
"Yes","1988","(1b) general elementary school","321","0.148836118006324","0.134396409523855","0.163275826488793"
"Yes","1988","(1c) basic vocational qualification","423","0.136046900071988","0.124555102970635","0.147538697173342"
"Yes","1988","(2b) intermediate general qualification","48","0.0963853842221343","0.0683277634536744","0.124443004990594"
"Yes","1988","(2a) intermediate vocational","142","0.111602624765777","0.0943258133950805","0.128879436136473"
"Yes","1988","(2c_gen) general maturity certificate","31","0.0711483590987658","0.0441777348801821","0.0981189833173495"
"Yes","1988","(2c_voc) vocational maturity certificate","43","0.0944852679845355","0.065529514721881","0.12344102124719"
"Yes","1988","(3a) lower tertiary education","20","","",""
"Yes","1988","(3b) higher tertiary education","47","0.107217479928102","0.079186982721322","0.135247977134881"
"No","1988","(0) in school","145","0.88005717332506","0.83002686640594","0.930087480244179"
"No","1988","(1a) inadequately completed","655","0.881053781923745","0.857916320928147","0.904191242919344"
"No","1988","(1b) general elementary school","2013","0.851163881993676","0.836724173511207","0.865603590476145"
"No","1988","(1c) basic vocational qualification","2996","0.863953099928012","0.852461302826658","0.875444897029365"
"No","1988","(2b) intermediate general qualification","377","0.903614615777866","0.875556995009406","0.931672236546326"
"No","1988","(2a) intermediate vocational","1134","0.888397375234223","0.871120563863527","0.905674186604919"
"No","1988","(2c_gen) general maturity certificate","318","0.928851640901234","0.901881016682651","0.955822265119818"
"No","1988","(2c_voc) vocational maturity certificate","349","0.905514732015464","0.87655897875281","0.934470485278119"
"No","1988","(3a) lower tertiary education","213","0.900582833047248","0.862162364744057","0.939003301350438"
"No","1988","(3b) higher tertiary education","421","0.892782520071898","0.864752022865119","0.920813017278678"
"Yes","1989","(0) in school","10","","",""
"Yes","1989","(1a) inadequately completed","98","0.119815246940359","0.0960285278342478","0.143601966046471"
"Yes","1989","(1b) general elementary school","303","0.146868404516029","0.132127184528184","0.161609624503873"
"Yes","1989","(1c) basic vocational qualification","394","0.127096408252389","0.115716626607623","0.138476189897155"
"Yes","1989","(2b) intermediate general qualification","39","0.10124983794852","0.0714256604710039","0.131074015426036"
"Yes","1989","(2a) intermediate vocational","160","0.127812957699427","0.10937745111183","0.146248464287025"
"Yes","1989","(2c_gen) general maturity certificate","32","0.103385815948681","0.0715344680959131","0.135237163801449"
"Yes","1989","(2c_voc) vocational maturity certificate","40","0.0934819046951401","0.0650603662077401","0.12190344318254"
"Yes","1989","(3a) lower tertiary education","17","","",""
"Yes","1989","(3b) higher tertiary education","34","0.0888489852265851","0.063015883731302","0.114682086721868"
"No","1989","(0) in school","164","0.945036974241959","0.911173369717719","0.978900578766199"
"No","1989","(1a) inadequately completed","618","0.880184753059641","0.856398033953529","0.903971472165752"
"No","1989","(1b) general elementary school","1912","0.853131595483971","0.838390375496127","0.867872815471816"
"No","1989","(1c) basic vocational qualification","2897","0.872903591747611","0.861523810102845","0.884283373392377"
"No","1989","(2b) intermediate general qualification","354","0.89875016205148","0.868925984573965","0.928574339528996"
"No","1989","(2a) intermediate vocational","1100","0.872187042300573","0.853751535712975","0.89062254888817"
"No","1989","(2c_gen) general maturity certificate","319","0.896614184051319","0.864762836198551","0.928465531904087"
"No","1989","(2c_voc) vocational maturity certificate","363","0.90651809530486","0.87809655681746","0.93493963379226"
"No","1989","(3a) lower tertiary education","214","0.910846055396781","0.874097956741812","0.947594154051751"
"No","1989","(3b) higher tertiary education","432","0.911151014773415","0.885317913278132","0.936984116268698"
"Yes","1990","(0) in school","","","",""
"Yes","1990","(1a) inadequately completed","","","",""
"Yes","1990","(1b) general elementary school","","","",""
"Yes","1990","(1c) basic vocational qualification","","","",""
"Yes","1990","(2b) intermediate general qualification","","","",""
"Yes","1990","(2a) intermediate vocational","","","",""
"Yes","1990","(2c_gen) general maturity certificate","","","",""
"Yes","1990","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","(3a) lower tertiary education","","","",""
"Yes","1990","(3b) higher tertiary education","","","",""
"No","1990","(0) in school","","","",""
"No","1990","(1a) inadequately completed","","","",""
"No","1990","(1b) general elementary school","","","",""
"No","1990","(1c) basic vocational qualification","","","",""
"No","1990","(2b) intermediate general qualification","","","",""
"No","1990","(2a) intermediate vocational","","","",""
"No","1990","(2c_gen) general maturity certificate","","","",""
"No","1990","(2c_voc) vocational maturity certificate","","","",""
"No","1990","(3a) lower tertiary education","","","",""
"No","1990","(3b) higher tertiary education","","","",""
"Yes","1991","(0) in school","8","","",""
"Yes","1991","(1a) inadequately completed","77","0.138902353833287","0.112792818281885","0.165011889384689"
"Yes","1991","(1b) general elementary school","281","0.152436331104917","0.136955707497196","0.167916954712638"
"Yes","1991","(1c) basic vocational qualification","401","0.133612155722509","0.12181829666109","0.145406014783929"
"Yes","1991","(2b) intermediate general qualification","47","0.141936454490875","0.10618330947933","0.17768959950242"
"Yes","1991","(2a) intermediate vocational","158","0.127111950790492","0.108821018471162","0.145402883109823"
"Yes","1991","(2c_gen) general maturity certificate","33","0.104713008654535","0.0724042702761665","0.137021747032904"
"Yes","1991","(2c_voc) vocational maturity certificate","72","0.163553266316588","0.128512389711641","0.198594142921534"
"Yes","1991","(3a) lower tertiary education","21","","",""
"Yes","1991","(3b) higher tertiary education","50","0.122823774131642","0.0931176278694011","0.152529920393883"
"No","1991","(0) in school","145","0.92413787271106","0.882182916864247","0.966092828557873"
"No","1991","(1a) inadequately completed","597","0.861097646166713","0.834988110615311","0.887207181718115"
"No","1991","(1b) general elementary school","1790","0.847563668895083","0.832083045287362","0.863044292502804"
"No","1991","(1c) basic vocational qualification","2796","0.866387844277491","0.854593985216071","0.87818170333891"
"No","1991","(2b) intermediate general qualification","319","0.858063545509125","0.82231040049758","0.89381669052067"
"No","1991","(2a) intermediate vocational","1116","0.872888049209508","0.854597116890177","0.891178981528838"
"No","1991","(2c_gen) general maturity certificate","312","0.895286991345465","0.862978252967096","0.927595729723834"
"No","1991","(2c_voc) vocational maturity certificate","356","0.836446733683412","0.801405857078466","0.871487610288359"
"No","1991","(3a) lower tertiary education","231","0.922950856966571","0.890026218435641","0.955875495497501"
"No","1991","(3b) higher tertiary education","419","0.877176225868358","0.847470079606117","0.906882372130599"
"Yes","1992","(0) in school","13","","",""
"Yes","1992","(1a) inadequately completed","69","0.102386581986296","0.0803498557660825","0.124423308206509"
"Yes","1992","(1b) general elementary school","302","0.146435615944304","0.131923786372573","0.160947445516036"
"Yes","1992","(1c) basic vocational qualification","512","0.129650910525","0.119582433857688","0.139719387192311"
"Yes","1992","(2b) intermediate general qualification","46","0.0816898658940768","0.0586102679725292","0.104769463815625"
"Yes","1992","(2a) intermediate vocational","282","0.117476974856529","0.105013805963389","0.129940143749669"
"Yes","1992","(2c_gen) general maturity certificate","37","0.100646798142333","0.0705157785205908","0.130777817764075"
"Yes","1992","(2c_voc) vocational maturity certificate","59","0.132571490414774","0.103424861308683","0.161718119520865"
"Yes","1992","(3a) lower tertiary education","79","0.0947044569674654","0.0752477712005266","0.114161142734404"
"Yes","1992","(3b) higher tertiary education","71","0.0959576491233266","0.0753143596638054","0.116600938582848"
"No","1992","(0) in school","134","0.910309466885586","0.864118478425334","0.956500455345837"
"No","1992","(1a) inadequately completed","658","0.897613418013704","0.875576691793491","0.919650144233918"
"No","1992","(1b) general elementary school","1978","0.853564384055696","0.839052554483964","0.868076213627427"
"No","1992","(1c) basic vocational qualification","3764","0.870349089475","0.860280612807688","0.880417566142312"
"No","1992","(2b) intermediate general qualification","495","0.918310134105923","0.895230536184375","0.941389732027471"
"No","1992","(2a) intermediate vocational","2282","0.882523025143471","0.870059856250331","0.894986194036611"
"No","1992","(2c_gen) general maturity certificate","346","0.899353201857667","0.869222182235925","0.929484221479409"
"No","1992","(2c_voc) vocational maturity certificate","461","0.867428509585226","0.838281880479135","0.896575138691317"
"No","1992","(3a) lower tertiary education","791","0.905295543032535","0.885838857265596","0.924752228799473"
"No","1992","(3b) higher tertiary education","711","0.904042350876673","0.883399061417152","0.924685640336195"
"Yes","1993","(0) in school","","","",""
"Yes","1993","(1a) inadequately completed","","","",""
"Yes","1993","(1b) general elementary school","","","",""
"Yes","1993","(1c) basic vocational qualification","","","",""
"Yes","1993","(2b) intermediate general qualification","","","",""
"Yes","1993","(2a) intermediate vocational","","","",""
"Yes","1993","(2c_gen) general maturity certificate","","","",""
"Yes","1993","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","(3a) lower tertiary education","","","",""
"Yes","1993","(3b) higher tertiary education","","","",""
"No","1993","(0) in school","","","",""
"No","1993","(1a) inadequately completed","","","",""
"No","1993","(1b) general elementary school","","","",""
"No","1993","(1c) basic vocational qualification","","","",""
