"ple0053","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1984","Not Employed","(0) in school","9","","",""
"Yes","1984","Not Employed","(1a) inadequately completed","56","0.111913563583879","0.0809411153301493","0.142886011837609"
"Yes","1984","Not Employed","(1b) general elementary school","194","0.131642937175227","0.11469041324184","0.148595461108614"
"Yes","1984","Not Employed","(1c) basic vocational qualification","197","0.147884423416459","0.128906052732539","0.166862794100379"
"Yes","1984","Not Employed","(2b) intermediate general qualification","20","","",""
"Yes","1984","Not Employed","(2a) intermediate vocational","55","0.129807038162865","0.0971952274443579","0.162418848881372"
"Yes","1984","Not Employed","(2c_gen) general maturity certificate","17","","",""
"Yes","1984","Not Employed","(2c_voc) vocational maturity certificate","13","","",""
"Yes","1984","Not Employed","(3a) lower tertiary education","7","","",""
"Yes","1984","Not Employed","(3b) higher tertiary education","7","","",""
"Yes","1984","Employed","(0) in school","","","",""
"Yes","1984","Employed","(1a) inadequately completed","89","0.121962287145102","0.0979926784178955","0.145931895872308"
"Yes","1984","Employed","(1b) general elementary school","167","0.114716095757121","0.0984968378947121","0.13093535361953"
"Yes","1984","Employed","(1c) basic vocational qualification","310","0.108635687210745","0.097346961451098","0.119924412970391"
"Yes","1984","Employed","(2b) intermediate general qualification","27","","",""
"Yes","1984","Employed","(2a) intermediate vocational","93","0.0884060422061083","0.0708110214226995","0.106001062989517"
"Yes","1984","Employed","(2c_gen) general maturity certificate","13","","",""
"Yes","1984","Employed","(2c_voc) vocational maturity certificate","42","0.105068069650892","0.0716788734322806","0.138457265869504"
"Yes","1984","Employed","(3a) lower tertiary education","16","","",""
"Yes","1984","Employed","(3b) higher tertiary education","31","0.0805599875350973","0.0547761473003952","0.106343827769799"
"No","1984","Not Employed","(0) in school","169","0.957130948330009","0.927373498668194","0.986888397991824"
"No","1984","Not Employed","(1a) inadequately completed","342","0.888086436416121","0.857113988162391","0.919058884669851"
"No","1984","Not Employed","(1b) general elementary school","1334","0.868357062824773","0.851404538891386","0.88530958675816"
"No","1984","Not Employed","(1c) basic vocational qualification","1147","0.852115576583541","0.833137205899621","0.871093947267461"
"No","1984","Not Employed","(2b) intermediate general qualification","219","0.892086554127223","0.852750533989537","0.931422574264908"
"No","1984","Not Employed","(2a) intermediate vocational","353","0.870192961837135","0.837581151118628","0.902804772555642"
"No","1984","Not Employed","(2c_gen) general maturity certificate","214","0.952212912652579","0.924704570676511","0.979721254628647"
"No","1984","Not Employed","(2c_voc) vocational maturity certificate","118","0.914516253665624","0.866636717894204","0.962395789437044"
"No","1984","Not Employed","(3a) lower tertiary education","53","0.871363959549441","0.786650270559374","0.956077648539508"
"No","1984","Not Employed","(3b) higher tertiary education","91","0.919944199375338","0.866214773686511","0.973673625064165"
"No","1984","Employed","(0) in school","10","","",""
"No","1984","Employed","(1a) inadequately completed","627","0.878037712854898","0.854068104127692","0.902007321582104"
"No","1984","Employed","(1b) general elementary school","1316","0.885283904242879","0.86906464638047","0.901503162105288"
"No","1984","Employed","(1c) basic vocational qualification","2609","0.891364312789255","0.880075587029609","0.902653038548902"
"No","1984","Employed","(2b) intermediate general qualification","208","0.882430047441162","0.841248517678495","0.923611577203829"
"No","1984","Employed","(2a) intermediate vocational","907","0.911593957793892","0.893998937010483","0.9291889785773"
"No","1984","Employed","(2c_gen) general maturity certificate","169","0.93022458597852","0.893211310889639","0.9672378610674"
"No","1984","Employed","(2c_voc) vocational maturity certificate","282","0.894931930349108","0.861542734130496","0.928321126567719"
"No","1984","Employed","(3a) lower tertiary education","188","0.925408808688314","0.889355627299555","0.961461990077073"
"No","1984","Employed","(3b) higher tertiary education","397","0.919440012464903","0.893656172230201","0.945223852699605"
"Yes","1985","Not Employed","(0) in school","14","","",""
"Yes","1985","Not Employed","(1a) inadequately completed","54","0.171160877838074","0.132253298270246","0.210068457405902"
"Yes","1985","Not Employed","(1b) general elementary school","196","0.154269646799175","0.134672220645919","0.17386707295243"
"Yes","1985","Not Employed","(1c) basic vocational qualification","176","0.145507989994988","0.125697271548057","0.165318708441918"
"Yes","1985","Not Employed","(2b) intermediate general qualification","20","","",""
"Yes","1985","Not Employed","(2a) intermediate vocational","59","0.152502665842543","0.116868417656017","0.18813691402907"
"Yes","1985","Not Employed","(2c_gen) general maturity certificate","23","","",""
"Yes","1985","Not Employed","(2c_voc) vocational maturity certificate","15","","",""
"Yes","1985","Not Employed","(3a) lower tertiary education","11","","",""
"Yes","1985","Not Employed","(3b) higher tertiary education","12","","",""
"Yes","1985","Employed","(0) in school","","","",""
"Yes","1985","Employed","(1a) inadequately completed","65","0.104973377908748","0.079495206319935","0.130451549497562"
"Yes","1985","Employed","(1b) general elementary school","136","0.0868057227520598","0.0716056328995673","0.102005812604552"
"Yes","1985","Employed","(1c) basic vocational qualification","254","0.093655615234187","0.0824846186004906","0.104826611867883"
"Yes","1985","Employed","(2b) intermediate general qualification","19","","",""
"Yes","1985","Employed","(2a) intermediate vocational","100","0.103599478093273","0.0842415242069981","0.122957431979547"
"Yes","1985","Employed","(2c_gen) general maturity certificate","16","","",""
"Yes","1985","Employed","(2c_voc) vocational maturity certificate","32","0.0963444228053216","0.0627306707882373","0.129958174822406"
"Yes","1985","Employed","(3a) lower tertiary education","15","","",""
"Yes","1985","Employed","(3b) higher tertiary education","34","0.0807281001212704","0.0545501410688156","0.106906059173725"
"No","1985","Not Employed","(0) in school","166","0.922420458700389","0.883340877081055","0.961500040319724"
"No","1985","Not Employed","(1a) inadequately completed","306","0.828839122161926","0.789931542594097","0.867746701729754"
"No","1985","Not Employed","(1b) general elementary school","1109","0.845730353200826","0.82613292704757","0.865327779354081"
"No","1985","Not Employed","(1c) basic vocational qualification","1041","0.854492010005012","0.834681291558082","0.874302728451943"
"No","1985","Not Employed","(2b) intermediate general qualification","219","0.902693240332923","0.865118953956687","0.940267526709158"
"No","1985","Not Employed","(2a) intermediate vocational","332","0.847497334157457","0.81186308597093","0.883131582343983"
"No","1985","Not Employed","(2c_gen) general maturity certificate","176","0.908339015597594","0.868248855026846","0.948429176168342"
"No","1985","Not Employed","(2c_voc) vocational maturity certificate","104","0.878598903765053","0.819920101165834","0.937277706364271"
"No","1985","Not Employed","(3a) lower tertiary education","46","0.800907019380976","0.697242607679649","0.904571431082304"
"No","1985","Not Employed","(3b) higher tertiary education","81","0.863924733353939","0.794240557580183","0.933608909127696"
"No","1985","Employed","(0) in school","7","","",""
"No","1985","Employed","(1a) inadequately completed","491","0.895026622091252","0.869548450502438","0.920504793680065"
"No","1985","Employed","(1b) general elementary school","1182","0.91319427724794","0.897994187395448","0.928394367100433"
"No","1985","Employed","(1c) basic vocational qualification","2359","0.906344384765813","0.895173388132117","0.917515381399509"
"No","1985","Employed","(2b) intermediate general qualification","217","0.921453151892389","0.887129530662973","0.955776773121804"
"No","1985","Employed","(2a) intermediate vocational","852","0.896400521906727","0.877042568020453","0.915758475793002"
"No","1985","Employed","(2c_gen) general maturity certificate","162","0.925785921114256","0.887279201150095","0.964292641078416"
"No","1985","Employed","(2c_voc) vocational maturity certificate","264","0.903655577194678","0.870041825177594","0.937269329211763"
"No","1985","Employed","(3a) lower tertiary education","176","0.920763097465882","0.882456894534236","0.959069300397527"
"No","1985","Employed","(3b) higher tertiary education","382","0.919271899878729","0.893093940826275","0.945449858931184"
"Yes","1986","Not Employed","(0) in school","15","","",""
"Yes","1986","Not Employed","(1a) inadequately completed","55","0.190040880406228","0.148153017135229","0.231928743677228"
"Yes","1986","Not Employed","(1b) general elementary school","169","0.136151797409324","0.116550950500646","0.155752644318002"
"Yes","1986","Not Employed","(1c) basic vocational qualification","191","0.170934028162951","0.149033279104957","0.192834777220946"
"Yes","1986","Not Employed","(2b) intermediate general qualification","29","","",""
"Yes","1986","Not Employed","(2a) intermediate vocational","67","0.188792406620988","0.149288897055645","0.228295916186331"
"Yes","1986","Not Employed","(2c_gen) general maturity certificate","28","","",""
"Yes","1986","Not Employed","(2c_voc) vocational maturity certificate","16","","",""
"Yes","1986","Not Employed","(3a) lower tertiary education","11","","",""
"Yes","1986","Not Employed","(3b) higher tertiary education","10","","",""
"Yes","1986","Employed","(0) in school","","","",""
"Yes","1986","Employed","(1a) inadequately completed","70","0.116602135114949","0.0888562901267847","0.144347980103114"
"Yes","1986","Employed","(1b) general elementary school","145","0.105742282877134","0.0890519505277966","0.122432615226472"
"Yes","1986","Employed","(1c) basic vocational qualification","263","0.104567309071067","0.0925363753734486","0.116598242768685"
"Yes","1986","Employed","(2b) intermediate general qualification","24","","",""
"Yes","1986","Employed","(2a) intermediate vocational","94","0.10237262346673","0.08290050461103","0.121844742322431"
"Yes","1986","Employed","(2c_gen) general maturity certificate","15","","",""
"Yes","1986","Employed","(2c_voc) vocational maturity certificate","29","","",""
"Yes","1986","Employed","(3a) lower tertiary education","22","","",""
"Yes","1986","Employed","(3b) higher tertiary education","31","0.0728034146045426","0.0478665498555308","0.0977402793535543"
"No","1986","Not Employed","(0) in school","169","0.919207457765437","0.879831458695006","0.958583456835868"
"No","1986","Not Employed","(1a) inadequately completed","282","0.809959119593771","0.768071256322772","0.851846982864771"
"No","1986","Not Employed","(1b) general elementary school","1007","0.863848202590676","0.844247355681998","0.883449049499354"
"No","1986","Not Employed","(1c) basic vocational qualification","944","0.829065971837049","0.807165222779054","0.850966720895043"
"No","1986","Not Employed","(2b) intermediate general qualification","181","0.839207535984105","0.789524745956761","0.888890326011449"
"No","1986","Not Employed","(2a) intermediate vocational","310","0.811207593379012","0.771704083813669","0.850711102944355"
"No","1986","Not Employed","(2c_gen) general maturity certificate","176","0.871711487932948","0.825821993185609","0.917600982680287"
"No","1986","Not Employed","(2c_voc) vocational maturity certificate","99","0.89041966729661","0.833329298279557","0.947510036313663"
"No","1986","Not Employed","(3a) lower tertiary education","46","0.796358425644555","0.691814651195262","0.900902200093849"
"No","1986","Not Employed","(3b) higher tertiary education","76","0.861155201040098","0.788074216777877","0.93423618530232"
"No","1986","Employed","(0) in school","5","","",""
"No","1986","Employed","(1a) inadequately completed","444","0.883397864885051","0.855652019896886","0.911143709873215"
"No","1986","Employed","(1b) general elementary school","1159","0.894257717122866","0.877567384773528","0.910948049472203"
"No","1986","Employed","(1c) basic vocational qualification","2222","0.895432690928933","0.883401757231315","0.907463624626551"
"No","1986","Employed","(2b) intermediate general qualification","230","0.892289222826167","0.854163890652433","0.9304145549999"
"No","1986","Employed","(2a) intermediate vocational","837","0.89762737653327","0.878155257677569","0.91709949538897"
"No","1986","Employed","(2c_gen) general maturity certificate","186","0.943969608625603","0.912175921474552","0.975763295776653"
"No","1986","Employed","(2c_voc) vocational maturity certificate","267","0.925582357553503","0.895683973020431","0.955480742086575"
"No","1986","Employed","(3a) lower tertiary education","168","0.877983119850769","0.831443339226363","0.924522900475176"
"No","1986","Employed","(3b) higher tertiary education","386","0.927196585395457","0.902259720646446","0.952133450144469"
"Yes","1987","Not Employed","(0) in school","14","","",""
"Yes","1987","Not Employed","(1a) inadequately completed","42","0.127248777749368","0.0899709200730307","0.164526635425705"
"Yes","1987","Not Employed","(1b) general elementary school","173","0.15823485992299","0.136993216440892","0.179476503405089"
"Yes","1987","Not Employed","(1c) basic vocational qualification","186","0.175252763514405","0.15308602790784","0.197419499120969"
"Yes","1987","Not Employed","(2b) intermediate general qualification","19","","",""
"Yes","1987","Not Employed","(2a) intermediate vocational","50","0.143398588227009","0.107783136929507","0.179014039524512"
"Yes","1987","Not Employed","(2c_gen) general maturity certificate","21","","",""
"Yes","1987","Not Employed","(2c_voc) vocational maturity certificate","15","","",""
"Yes","1987","Not Employed","(3a) lower tertiary education","16","","",""
"Yes","1987","Not Employed","(3b) higher tertiary education","11","","",""
"Yes","1987","Employed","(0) in school","1","","",""
"Yes","1987","Employed","(1a) inadequately completed","58","0.107602742848044","0.0808656598304755","0.134339825865612"
"Yes","1987","Employed","(1b) general elementary school","145","0.116821755414158","0.0994476771650713","0.134195833663244"
"Yes","1987","Employed","(1c) basic vocational qualification","257","0.105419712920217","0.0932571731048518","0.117582252735581"
"Yes","1987","Employed","(2b) intermediate general qualification","24","","",""
"Yes","1987","Employed","(2a) intermediate vocational","99","0.0988109942671356","0.0798652261402716","0.117756762394"
"Yes","1987","Employed","(2c_gen) general maturity certificate","13","","",""
"Yes","1987","Employed","(2c_voc) vocational maturity certificate","27","","",""
"Yes","1987","Employed","(3a) lower tertiary education","25","","",""
"Yes","1987","Employed","(3b) higher tertiary education","28","","",""
"No","1987","Not Employed","(0) in school","165","0.918804587061415","0.878791791024564","0.958817383098266"
"No","1987","Not Employed","(1a) inadequately completed","265","0.872751222250632","0.835473364574295","0.910029079926969"
"No","1987","Not Employed","(1b) general elementary school","961","0.84176514007701","0.820523496594912","0.863006783559108"
"No","1987","Not Employed","(1c) basic vocational qualification","944","0.824747236485595","0.802580500879031","0.84691397209216"
"No","1987","Not Employed","(2b) intermediate general qualification","165","0.876766007507144","0.829271182617317","0.924260832396971"
"No","1987","Not Employed","(2a) intermediate vocational","322","0.856601411772991","0.820985960475488","0.892216863070493"
"No","1987","Not Employed","(2c_gen) general maturity certificate","158","0.916324095916845","0.875759576437261","0.956888615396429"
"No","1987","Not Employed","(2c_voc) vocational maturity certificate","94","0.827335351581157","0.75638127582575","0.898289427336563"
"No","1987","Not Employed","(3a) lower tertiary education","47","0.703782910563748","0.591036628365171","0.816529192762325"
"No","1987","Not Employed","(3b) higher tertiary education","69","0.85082082004655","0.772752243702807","0.928889396390293"
"No","1987","Employed","(0) in school","12","","",""
"No","1987","Employed","(1a) inadequately completed","458","0.892397257151956","0.865660174134388","0.919134340169524"
"No","1987","Employed","(1b) general elementary school","1168","0.883178244585842","0.865804166336756","0.900552322834929"
"No","1987","Employed","(1c) basic vocational qualification","2192","0.894580287079783","0.882417747264419","0.906742826895148"
"No","1987","Employed","(2b) intermediate general qualification","224","0.909469613864249","0.873757666424453","0.945181561304045"
"No","1987","Employed","(2a) intermediate vocational","854","0.901189005732864","0.882243237606","0.920134773859728"
"No","1987","Employed","(2c_gen) general maturity certificate","189","0.952410305824965","0.923051329662156","0.981769281987774"
"No","1987","Employed","(2c_voc) vocational maturity certificate","270","0.913845289373891","0.881933899557687","0.945756679190095"
"No","1987","Employed","(3a) lower tertiary education","161","0.866080117475053","0.817136824823955","0.915023410126151"
"No","1987","Employed","(3b) higher tertiary education","386","0.927095695082991","0.902052669940577","0.952138720225405"
"Yes","1988","Not Employed","(0) in school","17","","",""
"Yes","1988","Not Employed","(1a) inadequately completed","40","0.131533062966586","0.093725993551219","0.169340132381952"
"Yes","1988","Not Employed","(1b) general elementary school","174","0.165168648448552","0.142761579842107","0.187575717054997"
"Yes","1988","Not Employed","(1c) basic vocational qualification","179","0.175904806920825","0.15307038565915","0.1987392281825"
"Yes","1988","Not Employed","(2b) intermediate general qualification","20","","",""
"Yes","1988","Not Employed","(2a) intermediate vocational","50","0.155147192889255","0.117054134672493","0.193240251106017"
"Yes","1988","Not Employed","(2c_gen) general maturity certificate","18","","",""
"Yes","1988","Not Employed","(2c_voc) vocational maturity certificate","18","","",""
"Yes","1988","Not Employed","(3a) lower tertiary education","11","","",""
"Yes","1988","Not Employed","(3b) higher tertiary education","9","","",""
"Yes","1988","Employed","(0) in school","","","",""
"Yes","1988","Employed","(1a) inadequately completed","57","0.106924810047085","0.0782136102388918","0.135636009855279"
"Yes","1988","Employed","(1b) general elementary school","147","0.125860549858086","0.107682470652108","0.144038629064065"
"Yes","1988","Employed","(1c) basic vocational qualification","244","0.111699539386189","0.0989666369545755","0.124432441817802"
"Yes","1988","Employed","(2b) intermediate general qualification","28","","",""
"Yes","1988","Employed","(2a) intermediate vocational","92","0.0915707265203878","0.0730241342604553","0.11011731878032"
"Yes","1988","Employed","(2c_gen) general maturity certificate","13","","",""
"Yes","1988","Employed","(2c_voc) vocational maturity certificate","25","","",""
"Yes","1988","Employed","(3a) lower tertiary education","9","","",""
"Yes","1988","Employed","(3b) higher tertiary education","38","0.0960036581737668","0.0668777790152808","0.125129537332253"
"No","1988","Not Employed","(0) in school","137","0.873386015635525","0.820865172983863","0.925906858287188"
"No","1988","Not Employed","(1a) inadequately completed","267","0.868466937033415","0.830659867618048","0.906274006448781"
"No","1988","Not Employed","(1b) general elementary school","881","0.834831351551448","0.812424282945003","0.857238420157893"
"No","1988","Not Employed","(1c) basic vocational qualification","889","0.824095193079175","0.8012607718175","0.84692961434085"
"No","1988","Not Employed","(2b) intermediate general qualification","144","0.900892831975884","0.855161350995752","0.946624312956016"
"No","1988","Not Employed","(2a) intermediate vocational","297","0.844852807110745","0.806759748893983","0.882945865327507"
"No","1988","Not Employed","(2c_gen) general maturity certificate","155","0.928082861829471","0.889585176847948","0.966580546810994"
"No","1988","Not Employed","(2c_voc) vocational maturity certificate","87","0.851686919158168","0.783706606414411","0.919667231901925"
"No","1988","Not Employed","(3a) lower tertiary education","44","0.77633175371837","0.666205063337568","0.886458444099172"
"No","1988","Not Employed","(3b) higher tertiary education","66","0.843001138111557","0.760667028762332","0.925335247460782"
"No","1988","Employed","(0) in school","8","","",""
"No","1988","Employed","(1a) inadequately completed","388","0.893075189952915","0.864363990144721","0.921786389761108"
"No","1988","Employed","(1b) general elementary school","1132","0.874139450141914","0.855961370935935","0.892317529347892"
"No","1988","Employed","(1c) basic vocational qualification","2107","0.888300460613812","0.875567558182198","0.901033363045425"
"No","1988","Employed","(2b) intermediate general qualification","233","0.905495939339314","0.870006729844666","0.940985148833963"
"No","1988","Employed","(2a) intermediate vocational","837","0.908429273479612","0.88988268121968","0.926975865739545"
"No","1988","Employed","(2c_gen) general maturity certificate","163","0.929660485743279","0.891881210200568","0.967439761285991"
"No","1988","Employed","(2c_voc) vocational maturity certificate","262","0.930734894766201","0.901359927579334","0.960109861953067"
"No","1988","Employed","(3a) lower tertiary education","169","0.943901145655241","0.91009634785865","0.977705943451832"
"No","1988","Employed","(3b) higher tertiary education","355","0.903996341826233","0.874870462667747","0.933122220984719"
"Yes","1989","Not Employed","(0) in school","10","","",""
"Yes","1989","Not Employed","(1a) inadequately completed","37","0.104269489489943","0.0694542375062545","0.139084741473631"
"Yes","1989","Not Employed","(1b) general elementary school","170","0.169775301326871","0.146610019535782","0.19294058311796"
"Yes","1989","Not Employed","(1c) basic vocational qualification","161","0.166995697112966","0.14410683156534","0.189884562660593"
"Yes","1989","Not Employed","(2b) intermediate general qualification","17","","",""
"Yes","1989","Not Employed","(2a) intermediate vocational","52","0.169684903612747","0.129369682657904","0.210000124567591"
"Yes","1989","Not Employed","(2c_gen) general maturity certificate","11","","",""
"Yes","1989","Not Employed","(2c_voc) vocational maturity certificate","14","","",""
"Yes","1989","Not Employed","(3a) lower tertiary education","9","","",""
"Yes","1989","Not Employed","(3b) higher tertiary education","8","","",""
"Yes","1989","Employed","(0) in school","","","",""
"Yes","1989","Employed","(1a) inadequately completed","61","0.133895303909705","0.101327286976105","0.166463320843305"
"Yes","1989","Employed","(1b) general elementary school","133","0.113869363080214","0.0959415729775384","0.13179715318289"
"Yes","1989","Employed","(1c) basic vocational qualification","233","0.1029834858391","0.090483096576809","0.115483875101391"
"Yes","1989","Employed","(2b) intermediate general qualification","22","","",""
"Yes","1989","Employed","(2a) intermediate vocational","108","0.108677415667377","0.0886421396193825","0.128712691715372"
"Yes","1989","Employed","(2c_gen) general maturity certificate","21","","",""
"Yes","1989","Employed","(2c_voc) vocational maturity certificate","26","","",""
"Yes","1989","Employed","(3a) lower tertiary education","8","","",""
"Yes","1989","Employed","(3b) higher tertiary education","26","","",""
"No","1989","Not Employed","(0) in school","144","0.937587315646747","0.899381451843473","0.975793179450021"
"No","1989","Not Employed","(1a) inadequately completed","259","0.895730510510057","0.860915258526369","0.930545762493746"
"No","1989","Not Employed","(1b) general elementary school","839","0.830224698673129","0.80705941688204","0.853389980464218"
"No","1989","Not Employed","(1c) basic vocational qualification","859","0.833004302887034","0.810115437339407","0.85589316843466"
"No","1989","Not Employed","(2b) intermediate general qualification","132","0.876467436250757","0.823633425920598","0.929301446580917"
"No","1989","Not Employed","(2a) intermediate vocational","281","0.830315096387253","0.789999875432409","0.870630317342096"
"No","1989","Not Employed","(2c_gen) general maturity certificate","161","0.904805769821395","0.860945948174169","0.948665591468622"
"No","1989","Not Employed","(2c_voc) vocational maturity certificate","93","0.906092842459599","0.850822532562992","0.961363152356207"
"No","1989","Not Employed","(3a) lower tertiary education","44","0.800991202247245","0.693503156437327","0.908479248057163"
"No","1989","Not Employed","(3b) higher tertiary education","63","0.857021531112803","0.775597967839604","0.938445094386002"
"No","1989","Employed","(0) in school","20","","",""
"No","1989","Employed","(1a) inadequately completed","359","0.866104696090295","0.833536679156695","0.898672713023895"
"No","1989","Employed","(1b) general elementary school","1073","0.886130636919786","0.86820284681711","0.904058427022462"
"No","1989","Employed","(1c) basic vocational qualification","2038","0.8970165141609","0.884516124898609","0.909516903423191"
"No","1989","Employed","(2b) intermediate general qualification","222","0.913801923965169","0.878586899205294","0.949016948725043"
"No","1989","Employed","(2a) intermediate vocational","819","0.891322584332622","0.871287308284628","0.911357860380617"
