"ple0053","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Yes","1984","1-pers.-HH","no migration background","141","0.133269059585636","0.113074217571042","0.15346390160023"
"Yes","1984","1-pers.-HH","direct migration background","32","0.13924488342593","0.09516876437327","0.183321002478591"
"Yes","1984","1-pers.-HH","indirect migration background","","","",""
"Yes","1984","(Married) couple without C. ","no migration background","260","0.118734506105526","0.105293711602753","0.1321753006083"
"Yes","1984","(Married) couple without C. ","direct migration background","37","0.0851755227712189","0.0597765944348966","0.110574451107541"
"Yes","1984","(Married) couple without C. ","indirect migration background","1","","",""
"Yes","1984","Single parent ","no migration background","41","0.0962023385519916","0.068743975103994","0.123660701999989"
"Yes","1984","Single parent ","direct migration background","12","","",""
"Yes","1984","Single parent ","indirect migration background","","","",""
"Yes","1984","Couple + C. LE 16 ","no migration background","236","0.124174953482491","0.109215986092065","0.139133920872916"
"Yes","1984","Couple + C. LE 16 ","direct migration background","157","0.140614860208219","0.120864085283332","0.160365635133105"
"Yes","1984","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","1984","Couple + C. GT 16 ","no migration background","129","0.0885170109368439","0.0739768651878138","0.103057156685874"
"Yes","1984","Couple + C. GT 16 ","direct migration background","55","0.118142206753211","0.0891456498177539","0.147138763688668"
"Yes","1984","Couple + C. GT 16 ","indirect migration background","4","","",""
"Yes","1984","Couple + C. LE and GT 16","no migration background","89","0.0884179464751781","0.0708481908970171","0.105987702053339"
"Yes","1984","Couple + C. LE and GT 16","direct migration background","82","0.122885917019087","0.0982100322186469","0.147561801819526"
"Yes","1984","Couple + C. LE and GT 16","indirect migration background","1","","",""
"No","1984","1-pers.-HH","no migration background","947","0.866730940414364","0.84653609839977","0.886925782428958"
"No","1984","1-pers.-HH","direct migration background","205","0.86075511657407","0.816678997521409","0.90483123562673"
"No","1984","1-pers.-HH","indirect migration background","6","","",""
"No","1984","(Married) couple without C. ","no migration background","1965","0.881265493894474","0.8678246993917","0.894706288397247"
"No","1984","(Married) couple without C. ","direct migration background","427","0.914824477228781","0.889425548892459","0.940223405565103"
"No","1984","(Married) couple without C. ","indirect migration background","9","","",""
"No","1984","Single parent ","no migration background","402","0.903797661448008","0.876339298000011","0.931256024896006"
"No","1984","Single parent ","direct migration background","115","0.911685659872494","0.86233597241237","0.961035347332617"
"No","1984","Single parent ","indirect migration background","8","","",""
"No","1984","Couple + C. LE 16 ","no migration background","1631","0.875825046517509","0.860866079127084","0.890784013907934"
"No","1984","Couple + C. LE 16 ","direct migration background","1033","0.859385139791781","0.839634364866895","0.879135914716668"
"No","1984","Couple + C. LE 16 ","indirect migration background","20","","",""
"No","1984","Couple + C. GT 16 ","no migration background","1337","0.911482989063156","0.896942843314126","0.926023134812186"
"No","1984","Couple + C. GT 16 ","direct migration background","421","0.881857793246789","0.852861236311332","0.910854350182246"
"No","1984","Couple + C. GT 16 ","indirect migration background","42","0.961754454386545","0.906331240143246","1.01717766862984"
"No","1984","Couple + C. LE and GT 16","no migration background","914","0.911582053524822","0.894012297946661","0.929151809102983"
"No","1984","Couple + C. LE and GT 16","direct migration background","598","0.877114082980913","0.852438198180474","0.901789967781353"
"No","1984","Couple + C. LE and GT 16","indirect migration background","33","0.986431378069728","0.947543885367477","1.02531887077198"
"Yes","1985","1-pers.-HH","no migration background","117","0.131761089875644","0.110454025205285","0.153068154546003"
"Yes","1985","1-pers.-HH","direct migration background","21","","",""
"Yes","1985","1-pers.-HH","indirect migration background","1","","",""
"Yes","1985","(Married) couple without C. ","no migration background","221","0.112102317169406","0.0983407248588907","0.125863909479922"
"Yes","1985","(Married) couple without C. ","direct migration background","41","0.0984445366074417","0.0694302021030664","0.127458871111817"
"Yes","1985","(Married) couple without C. ","indirect migration background","2","","",""
"Yes","1985","Single parent ","no migration background","39","0.0894200026769437","0.061933194432236","0.116906810921651"
"Yes","1985","Single parent ","direct migration background","10","","",""
"Yes","1985","Single parent ","indirect migration background","","","",""
"Yes","1985","Couple + C. LE 16 ","no migration background","243","0.141678945193194","0.12502850656199","0.158329383824398"
"Yes","1985","Couple + C. LE 16 ","direct migration background","132","0.135670249473363","0.114197737584755","0.157142761361972"
"Yes","1985","Couple + C. LE 16 ","indirect migration background","3","","",""
"Yes","1985","Couple + C. GT 16 ","no migration background","144","0.0924025321254636","0.0780134905081513","0.106791573742776"
"Yes","1985","Couple + C. GT 16 ","direct migration background","43","0.0645063522813047","0.0412335934029584","0.0877791111596511"
"Yes","1985","Couple + C. GT 16 ","indirect migration background","5","","",""
"Yes","1985","Couple + C. LE and GT 16","no migration background","66","0.0782818346563546","0.0598740718208243","0.0966895974918849"
"Yes","1985","Couple + C. LE and GT 16","direct migration background","75","0.120950104610053","0.0953045451081887","0.146595664111918"
"Yes","1985","Couple + C. LE and GT 16","indirect migration background","6","","",""
"No","1985","1-pers.-HH","no migration background","851","0.868238910124356","0.846931845453996","0.889545974794715"
"No","1985","1-pers.-HH","direct migration background","179","0.907517130056698","0.867366611556909","0.947667648556487"
"No","1985","1-pers.-HH","indirect migration background","7","","",""
"No","1985","(Married) couple without C. ","no migration background","1798","0.887897682830594","0.874136090520078","0.901659275141109"
"No","1985","(Married) couple without C. ","direct migration background","364","0.901555463392558","0.872541128888183","0.930569797896934"
"No","1985","(Married) couple without C. ","indirect migration background","7","","",""
"No","1985","Single parent ","no migration background","375","0.910579997323056","0.883093189078349","0.938066805567764"
"No","1985","Single parent ","direct migration background","107","0.931622210337358","0.885888903396986","0.977355517277731"
"No","1985","Single parent ","indirect migration background","13","","",""
"No","1985","Couple + C. LE 16 ","no migration background","1442","0.858321054806806","0.841670616175602","0.87497149343801"
"No","1985","Couple + C. LE 16 ","direct migration background","845","0.864329750526637","0.842857238638028","0.885802262415245"
"No","1985","Couple + C. LE 16 ","indirect migration background","14","","",""
"No","1985","Couple + C. GT 16 ","no migration background","1412","0.907597467874536","0.893208426257224","0.921986509491849"
"No","1985","Couple + C. GT 16 ","direct migration background","385","0.935493647718695","0.912220888840349","0.958766406597042"
"No","1985","Couple + C. GT 16 ","indirect migration background","37","0.921436142670585","0.840065552378075","1.00280673296309"
"No","1985","Couple + C. LE and GT 16","no migration background","752","0.921718165343645","0.903310402508115","0.940125928179176"
"No","1985","Couple + C. LE and GT 16","direct migration background","546","0.879049895389947","0.853404335888082","0.904695454891811"
"No","1985","Couple + C. LE and GT 16","indirect migration background","44","0.862756875049577","0.767377910731631","0.958135839367523"
"Yes","1986","1-pers.-HH","no migration background","118","0.137226937494379","0.114992704542381","0.159461170446378"
"Yes","1986","1-pers.-HH","direct migration background","17","","",""
"Yes","1986","1-pers.-HH","indirect migration background","4","","",""
"Yes","1986","(Married) couple without C. ","no migration background","261","0.135686573687691","0.120606275782472","0.15076687159291"
"Yes","1986","(Married) couple without C. ","direct migration background","53","0.150470795924103","0.114849651012147","0.186091940836059"
"Yes","1986","(Married) couple without C. ","indirect migration background","1","","",""
"Yes","1986","Single parent ","no migration background","39","0.106362276023182","0.0758036185697242","0.136920933476639"
"Yes","1986","Single parent ","direct migration background","19","","",""
"Yes","1986","Single parent ","indirect migration background","2","","",""
"Yes","1986","Couple + C. LE 16 ","no migration background","198","0.128135461710837","0.111220865391784","0.145050058029889"
"Yes","1986","Couple + C. LE 16 ","direct migration background","127","0.135028397095376","0.11257580074723","0.157480993443521"
"Yes","1986","Couple + C. LE 16 ","indirect migration background","3","","",""
"Yes","1986","Couple + C. GT 16 ","no migration background","133","0.0917024186446905","0.07739461155329","0.106010225736091"
"Yes","1986","Couple + C. GT 16 ","direct migration background","74","0.135116372577448","0.104910014510193","0.165322730644704"
"Yes","1986","Couple + C. GT 16 ","indirect migration background","6","","",""
"Yes","1986","Couple + C. LE and GT 16","no migration background","76","0.0985165778764834","0.07741245837919","0.119620697373777"
"Yes","1986","Couple + C. LE and GT 16","direct migration background","62","0.117707640896943","0.0915709709075509","0.143844310886336"
"Yes","1986","Couple + C. LE and GT 16","indirect migration background","2","","",""
"No","1986","1-pers.-HH","no migration background","802","0.862773062505621","0.840538829553622","0.885007295457619"
"No","1986","1-pers.-HH","direct migration background","170","0.917965734629004","0.878634446548323","0.957297022709686"
"No","1986","1-pers.-HH","indirect migration background","7","","",""
"No","1986","(Married) couple without C. ","no migration background","1720","0.864313426312309","0.84923312840709","0.879393724217529"
"No","1986","(Married) couple without C. ","direct migration background","334","0.849529204075897","0.813908059163941","0.885150348987853"
"No","1986","(Married) couple without C. ","indirect migration background","11","","",""
"No","1986","Single parent ","no migration background","352","0.893637723976818","0.863079066523361","0.924196381430276"
"No","1986","Single parent ","direct migration background","86","0.817828190137682","0.743999516502923","0.891656863772441"
"No","1986","Single parent ","indirect migration background","12","","",""
"No","1986","Couple + C. LE 16 ","no migration background","1302","0.871864538289163","0.854949941970111","0.888779134608216"
"No","1986","Couple + C. LE 16 ","direct migration background","763","0.864971602904624","0.842519006556478","0.88742419925277"
"No","1986","Couple + C. LE 16 ","indirect migration background","13","","",""
"No","1986","Couple + C. GT 16 ","no migration background","1430","0.908297581355309","0.893989774263909","0.92260538844671"
"No","1986","Couple + C. GT 16 ","direct migration background","418","0.864883627422552","0.834677269355296","0.895089985489807"
"No","1986","Couple + C. GT 16 ","indirect migration background","42","0.933904250695656","0.8636188033089","1.00418969808241"
"No","1986","Couple + C. LE and GT 16","no migration background","690","0.901483422123517","0.880379302626223","0.92258754162081"
"No","1986","Couple + C. LE and GT 16","direct migration background","522","0.882292359103057","0.856155689113664","0.908429029092449"
"No","1986","Couple + C. LE and GT 16","indirect migration background","47","0.976775555799649","0.934603953033431","1.01894715856587"
"Yes","1987","1-pers.-HH","no migration background","138","0.161667457688465","0.137839715632737","0.185495199744193"
"Yes","1987","1-pers.-HH","direct migration background","20","","",""
