"ple0053","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Yes","1984","16-34 y.","Not Employed","170","0.103755335305553","0.0882247053300955","0.119285965281011"
"Yes","1984","16-34 y.","Employed","297","0.0959463955579319","0.0856021169290271","0.106290674186837"
"Yes","1984","35-65 y.","Not Employed","224","0.110796991540017","0.0968940661196182","0.124699916960416"
"Yes","1984","35-65 y.","Employed","488","0.108235195463707","0.0990292482740798","0.117441142653335"
"Yes","1984","66 and older","Not Employed","187","0.154492373710497","0.134161734413881","0.174823013007114"
"Yes","1984","66 and older","Employed","7","","",""
"No","1984","16-34 y.","Not Employed","1311","0.896244664694447","0.880714034718989","0.911775294669904"
"No","1984","16-34 y.","Employed","2817","0.904053604442068","0.893709325813163","0.914397883070973"
"No","1984","35-65 y.","Not Employed","1734","0.889203008459983","0.875300083039584","0.903105933880382"
"No","1984","35-65 y.","Employed","3887","0.891764804536293","0.882558857346665","0.90097075172592"
"No","1984","66 and older","Not Employed","1027","0.845507626289503","0.825176986992886","0.865838265586119"
"No","1984","66 and older","Employed","57","0.925480915315603","0.861141724630748","0.989820106000459"
"Yes","1985","16-34 y.","Not Employed","179","0.11823778463789","0.101045550076171","0.135430019199609"
"Yes","1985","16-34 y.","Employed","293","0.0980339675928952","0.0870686239645177","0.108999311221273"
"Yes","1985","35-65 y.","Not Employed","240","0.134580389784524","0.11880582070687","0.150354958862178"
"Yes","1985","35-65 y.","Employed","378","0.0874376104998038","0.0786562875849261","0.0962189334146814"
"Yes","1985","66 and older","Not Employed","170","0.163377180713218","0.141204254262832","0.185550107163605"
"Yes","1985","66 and older","Employed","4","","",""
"No","1985","16-34 y.","Not Employed","1176","0.881762215362111","0.864569980800392","0.898954449923829"
"No","1985","16-34 y.","Employed","2532","0.901966032407105","0.891000688778727","0.912931376035482"
"No","1985","35-65 y.","Not Employed","1558","0.865419610215476","0.849645041137822","0.88119417929313"
"No","1985","35-65 y.","Employed","3597","0.912562389500196","0.903781066585319","0.921343712415074"
"No","1985","66 and older","Not Employed","898","0.836622819286782","0.814449892836395","0.858795745737168"
"No","1985","66 and older","Employed","41","0.924396755303","0.847156934474079","1.00163657613192"
"Yes","1986","16-34 y.","Not Employed","190","0.143043529518526","0.123603247550592","0.162483811486459"
"Yes","1986","16-34 y.","Employed","291","0.0995377032127047","0.0885405333878313","0.110534873037578"
"Yes","1986","35-65 y.","Not Employed","225","0.129463566909641","0.113438990221661","0.145488143597621"
"Yes","1986","35-65 y.","Employed","406","0.101137652445078","0.0915486453594897","0.110726659530666"
"Yes","1986","66 and older","Not Employed","182","0.187257827409194","0.16301780937553","0.211497845442858"
"Yes","1986","66 and older","Employed","5","","",""
"No","1986","16-34 y.","Not Employed","1056","0.856956470481474","0.837516188513541","0.876396752449408"
"No","1986","16-34 y.","Employed","2556","0.900462296787295","0.889465126962422","0.911459466612169"
"No","1986","35-65 y.","Not Employed","1461","0.870536433090359","0.854511856402379","0.886561009778339"
"No","1986","35-65 y.","Employed","3392","0.898862347554922","0.889273340469334","0.90845135464051"
"No","1986","66 and older","Not Employed","813","0.812742172590806","0.788502154557142","0.83698219062447"
"No","1986","66 and older","Employed","37","0.900516564991349","0.809996535861254","0.991036594121445"
"Yes","1987","16-34 y.","Not Employed","166","0.14423437830886","0.123786258781919","0.164682497835802"
"Yes","1987","16-34 y.","Employed","312","0.10700351660237","0.0957529863510984","0.118254046853641"
"Yes","1987","35-65 y.","Not Employed","192","0.115351952439499","0.0997674097695995","0.130936495109399"
"Yes","1987","35-65 y.","Employed","369","0.0976276067151185","0.0881303998498346","0.107124813580402"
"Yes","1987","66 and older","Not Employed","197","0.200605040669552","0.176220204799537","0.224989876539566"
"Yes","1987","66 and older","Employed","7","","",""
"No","1987","16-34 y.","Not Employed","968","0.855765621691139","0.835317502164198","0.876213741218081"
"No","1987","16-34 y.","Employed","2588","0.89299648339763","0.881745953146359","0.904247013648902"
"No","1987","35-65 y.","Not Employed","1422","0.884648047560501","0.869063504890601","0.900232590230401"
"No","1987","35-65 y.","Employed","3383","0.902372393284882","0.892875186419598","0.911869600150165"
"No","1987","66 and older","Not Employed","839","0.799394959330448","0.775010123460434","0.823779795200463"
"No","1987","66 and older","Employed","37","0.843831722031271","0.736569673416471","0.951093770646071"
"Yes","1988","16-34 y.","Not Employed","149","0.13102990018362","0.110658756722012","0.151401043645229"
"Yes","1988","16-34 y.","Employed","298","0.107022690235907","0.0955659780867347","0.11847940238508"
"Yes","1988","35-65 y.","Not Employed","209","0.144158646636949","0.126383244142311","0.161934049131587"
"Yes","1988","35-65 y.","Employed","361","0.098984683509657","0.0892143036668471","0.108755063352467"
"Yes","1988","66 and older","Not Employed","184","0.184754642851389","0.16071251513736","0.208796770565418"
"Yes","1988","66 and older","Employed","7","","",""
"No","1988","16-34 y.","Not Employed","905","0.86897009981638","0.848598956354771","0.889341243277988"
"No","1988","16-34 y.","Employed","2499","0.892977309764093","0.881520597614921","0.904434021913265"
"No","1988","35-65 y.","Not Employed","1291","0.855841353363051","0.838065950868413","0.873616755857689"
"No","1988","35-65 y.","Employed","3228","0.901015316490343","0.891244936647533","0.910785696333153"
"No","1988","66 and older","Not Employed","817","0.815245357148611","0.791203229434582","0.83928748486264"
"No","1988","66 and older","Employed","41","0.851417188099811","0.750797500293961","0.952036875905662"
"Yes","1989","16-34 y.","Not Employed","140","0.1270215495137","0.106454413481087","0.147588685546313"
"Yes","1989","16-34 y.","Employed","310","0.110050989863317","0.0983713218379012","0.121730657888733"
"Yes","1989","35-65 y.","Not Employed","182","0.130421535192906","0.113021635848042","0.147821434537771"
"Yes","1989","35-65 y.","Employed","332","0.0928792121067606","0.0831935265752894","0.102564897638232"
"Yes","1989","66 and older","Not Employed","180","0.193182406111493","0.168414194601161","0.217950617621825"
"Yes","1989","66 and older","Employed","7","","",""
"No","1989","16-34 y.","Not Employed","867","0.8729784504863","0.852411314453686","0.893545586518913"
"No","1989","16-34 y.","Employed","2448","0.889949010136683","0.878269342111267","0.901628678162099"
"No","1989","35-65 y.","Not Employed","1257","0.869578464807094","0.852178565462229","0.886978364151958"
"No","1989","35-65 y.","Employed","3118","0.907120787893239","0.897435102361768","0.916806473424711"
"No","1989","66 and older","Not Employed","796","0.806817593888507","0.782049382378175","0.831585805398839"
"No","1989","66 and older","Employed","40","0.84650174913735","0.74344776004031","0.949555738234389"
"Yes","1990","16-34 y.","Not Employed","","","",""
"Yes","1990","16-34 y.","Employed","","","",""
"Yes","1990","35-65 y.","Not Employed","","","",""
"Yes","1990","35-65 y.","Employed","","","",""
"Yes","1990","66 and older","Not Employed","","","",""
"Yes","1990","66 and older","Employed","","","",""
"No","1990","16-34 y.","Not Employed","","","",""
"No","1990","16-34 y.","Employed","","","",""
"No","1990","35-65 y.","Not Employed","","","",""
"No","1990","35-65 y.","Employed","","","",""
