"ple0053","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"No","1990","35-65 y.","Hesse","","","","","2"
"No","1990","35-65 y.","Rhineland-Palatinate,Saarland","","","","","2"
"No","1990","16-34 y.","Berlin","","","","","2"
"No","1990","35-65 y.","Baden-Württemberg","","","","","2"
"No","1990","35-65 y.","Bavaria","","","","","2"
"No","1990","35-65 y.","Berlin","","","","","2"
"No","1990","35-65 y.","Brandenburg","","","","","2"
"No","1990","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","1990","35-65 y.","Saxony","","","","","2"
"No","1990","35-65 y.","Saxony-Anhalt","","","","","2"
"No","1990","35-65 y.","Thuringia","","","","","2"
"No","1990","66 and older","Schleswig-Holstein","","","","","2"
"No","1990","66 and older","Hamburg","","","","","2"
"No","1990","66 and older","Lower Saxony","","","","","2"
"No","1990","66 and older","Rhineland-Palatinate,Saarland","","","","","2"
"No","1990","66 and older","Bremen","","","","","2"
"No","1990","66 and older","North Rhine-Westphalia","","","","","2"
"No","1990","66 and older","Hesse","","","","","2"
"No","1990","66 and older","Baden-Württemberg","","","","","2"
"No","1990","66 and older","Bavaria","","","","","2"
"No","1990","66 and older","Berlin","","","","","2"
"No","1990","66 and older","Brandenburg","","","","","2"
"No","1990","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","1990","66 and older","Saxony","","","","","2"
"No","1990","66 and older","Saxony-Anhalt","","","","","2"
"No","1990","66 and older","Thuringia","","","","","2"
"Yes","1990","16-34 y.","Schleswig-Holstein","","","","","1"
"Yes","1990","16-34 y.","Hamburg","","","","","1"
"Yes","1990","16-34 y.","Lower Saxony","","","","","1"
"Yes","1990","16-34 y.","Bremen","","","","","1"
"Yes","1990","16-34 y.","North Rhine-Westphalia","","","","","1"
"Yes","1990","16-34 y.","Hesse","","","","","1"
"Yes","1990","16-34 y.","Rhineland-Palatinate,Saarland","","","","","1"
"Yes","1990","35-65 y.","Lower Saxony","","","","","1"
"Yes","1990","35-65 y.","Bremen","","","","","1"
"Yes","1990","35-65 y.","North Rhine-Westphalia","","","","","1"
"Yes","1990","35-65 y.","Hesse","","","","","1"
"Yes","1990","35-65 y.","Rhineland-Palatinate,Saarland","","","","","1"
"Yes","1990","35-65 y.","Baden-Württemberg","","","","","1"
"Yes","1990","35-65 y.","Bavaria","","","","","1"
"Yes","1990","35-65 y.","Berlin","","","","","1"
"Yes","1990","35-65 y.","Brandenburg","","","","","1"
"Yes","1990","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1990","35-65 y.","Saxony","","","","","1"
"Yes","1990","35-65 y.","Saxony-Anhalt","","","","","1"
"Yes","1990","35-65 y.","Thuringia","","","","","1"
"Yes","1990","66 and older","Schleswig-Holstein","","","","","1"
"Yes","1990","66 and older","Hamburg","","","","","1"
"Yes","1990","66 and older","Lower Saxony","","","","","1"
"Yes","1990","66 and older","Bremen","","","","","1"
"Yes","1990","16-34 y.","Baden-Württemberg","","","","","1"
"Yes","1990","16-34 y.","Bavaria","","","","","1"
"Yes","1990","16-34 y.","Berlin","","","","","1"
"Yes","1990","16-34 y.","Brandenburg","","","","","1"
"Yes","1990","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1990","16-34 y.","Saxony","","","","","1"
"Yes","1990","16-34 y.","Saxony-Anhalt","","","","","1"
"Yes","1990","16-34 y.","Thuringia","","","","","1"
"Yes","1990","35-65 y.","Schleswig-Holstein","","","","","1"
"Yes","1990","35-65 y.","Hamburg","","","","","1"
"Yes","1990","66 and older","North Rhine-Westphalia","","","","","1"
"Yes","1990","66 and older","Hesse","","","","","1"
"Yes","1990","66 and older","Rhineland-Palatinate,Saarland","","","","","1"
"Yes","1990","66 and older","Baden-Württemberg","","","","","1"
"Yes","1990","66 and older","Bavaria","","","","","1"
"Yes","1990","66 and older","Berlin","","","","","1"
"Yes","1990","66 and older","Brandenburg","","","","","1"
"Yes","1990","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1990","66 and older","Saxony","","","","","1"
"Yes","1990","66 and older","Saxony-Anhalt","","","","","1"
"Yes","1990","66 and older","Thuringia","","","","","1"
"No","1991","16-34 y.","Hamburg","44","0.983662141280377","0.946622874523969","1.02070140803679","2"
"No","1991","16-34 y.","Lower Saxony","334","0.877107410800496","0.844140759033452","0.91007406256754","2"
"No","1991","35-65 y.","Hamburg","70","0.876133057199475","0.804391908793168","0.947874205605781","2"
"No","1991","35-65 y.","North Rhine-Westphalia","1166","0.887352795243169","0.870199356110519","0.904506234375818","2"
"No","1991","35-65 y.","Hesse","452","0.880510828145808","0.85238733468891","0.908634321602706","2"
"No","1991","35-65 y.","Berlin","159","0.889497267954985","0.843823418023589","0.935171117886381","2"
"No","1991","35-65 y.","Rhineland-Palatinate,Saarland","280","0.897253077452948","0.863722988634582","0.930783166271314","2"
"No","1991","16-34 y.","Schleswig-Holstein","88","0.864764855203081","0.799040668277566","0.930489042128597","2"
"No","1991","35-65 y.","Lower Saxony","435","0.914795751989552","0.889688800715113","0.939902703263991","2"
"No","1991","16-34 y.","Bremen","26","","","","2"
"No","1991","16-34 y.","North Rhine-Westphalia","859","0.852335552369613","0.830281003765322","0.874390100973904","2"
"No","1991","16-34 y.","Hesse","309","0.891501550260201","0.858683606888548","0.924319493631853","2"
"No","1991","16-34 y.","Rhineland-Palatinate,Saarland","222","0.841223626658922","0.796714724852518","0.885732528465326","2"
"No","1991","16-34 y.","Baden-Württemberg","630","0.855549297554496","0.830012598999029","0.881085996109964","2"
"No","1991","16-34 y.","Brandenburg","","","","","2"
"No","1991","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","1991","16-34 y.","Saxony","","","","","2"
"No","1991","16-34 y.","Saxony-Anhalt","","","","","2"
"No","1991","16-34 y.","Thuringia","","","","","2"
"No","1991","35-65 y.","Schleswig-Holstein","136","0.871667614714606","0.819183318189553","0.924151911239658","2"
"No","1991","35-65 y.","Bremen","30","0.873522385266181","0.764944671367466","0.982100099164896","2"
"No","1991","35-65 y.","Baden-Württemberg","808","0.900592671207308","0.881088060710679","0.920097281703938","2"
"No","1991","35-65 y.","Bavaria","705","0.886962418534735","0.864826331393242","0.909098505676228","2"
"No","1991","16-34 y.","Bavaria","540","0.870808119062057","0.844169096226527","0.897447141897587","2"
"No","1991","16-34 y.","Berlin","110","0.882633712239517","0.825983806934691","0.939283617544343","2"
"No","1991","35-65 y.","Brandenburg","","","","","2"
"No","1991","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","1991","35-65 y.","Saxony","","","","","2"
"No","1991","35-65 y.","Saxony-Anhalt","","","","","2"
"No","1991","35-65 y.","Thuringia","","","","","2"
"No","1991","66 and older","Schleswig-Holstein","27","","","","2"
"No","1991","66 and older","Hamburg","28","","","","2"
"No","1991","66 and older","Lower Saxony","93","0.784525842907263","0.710342173789446","0.85870951202508","2"
"No","1991","66 and older","Bremen","24","","","","2"
"No","1991","66 and older","North Rhine-Westphalia","195","0.765514989486625","0.713205291460896","0.817824687512353","2"
"No","1991","66 and older","Hesse","91","0.838313376621995","0.768878693632416","0.907748059611574","2"
"No","1991","66 and older","Rhineland-Palatinate,Saarland","69","0.731797122982992","0.640773428266993","0.822820817698991","2"
"No","1991","66 and older","Berlin","26","","","","2"
"No","1991","66 and older","Brandenburg","","","","","2"
"No","1991","66 and older","Baden-Württemberg","140","0.844991140959321","0.790426779605018","0.899555502313624","2"
"No","1991","66 and older","Bavaria","159","0.784705974362745","0.72816418598151","0.84124776274398","2"
"No","1991","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","1991","66 and older","Saxony","","","","","2"
"No","1991","66 and older","Saxony-Anhalt","","","","","2"
"No","1991","66 and older","Thuringia","","","","","2"
"Yes","1991","16-34 y.","Schleswig-Holstein","16","","","","1"
"Yes","1991","16-34 y.","Hamburg","1","","","","1"
"Yes","1991","16-34 y.","Lower Saxony","47","0.122892589199504","0.0899259374324599","0.155859240966548","1"
"Yes","1991","16-34 y.","Bremen","3","","","","1"
"Yes","1991","35-65 y.","Hesse","59","0.119489171854192","0.091365678397294","0.14761266531109","1"
"Yes","1991","35-65 y.","Rhineland-Palatinate,Saarland","35","0.102746922547052","0.0692168337286862","0.136277011365418","1"
"Yes","1991","35-65 y.","Baden-Württemberg","96","0.0994073287926918","0.0799027182960624","0.118911939289321","1"
"Yes","1991","35-65 y.","Bavaria","81","0.113037581465265","0.0909014943237725","0.135173668606758","1"
"Yes","1991","35-65 y.","Berlin","22","","","","1"
"Yes","1991","35-65 y.","Brandenburg","","","","","1"
"Yes","1991","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1991","35-65 y.","Saxony","","","","","1"
"Yes","1991","35-65 y.","Saxony-Anhalt","","","","","1"
"Yes","1991","35-65 y.","Thuringia","","","","","1"
"Yes","1991","66 and older","Schleswig-Holstein","5","","","","1"
"Yes","1991","66 and older","Hamburg","5","","","","1"
"Yes","1991","66 and older","Lower Saxony","25","","","","1"
"Yes","1991","16-34 y.","North Rhine-Westphalia","135","0.147664447630387","0.125609899026096","0.169718996234678","1"
"Yes","1991","16-34 y.","Hesse","36","0.1084984497398","0.0756805063681472","0.141316393111452","1"
"Yes","1991","16-34 y.","Rhineland-Palatinate,Saarland","37","0.158776373341078","0.114267471534674","0.203285275147482","1"
"Yes","1991","35-65 y.","Lower Saxony","40","0.0852042480104481","0.0600972967360089","0.110311199284887","1"
"Yes","1991","35-65 y.","Bremen","6","","","","1"
"Yes","1991","35-65 y.","North Rhine-Westphalia","139","0.112647204756831","0.0954937656241815","0.129800643889481","1"
"Yes","1991","66 and older","Bremen","6","","","","1"
"Yes","1991","66 and older","North Rhine-Westphalia","57","0.234485010513375","0.182175312487647","0.286794708539104","1"
"Yes","1991","66 and older","Hesse","17","","","","1"
"Yes","1991","66 and older","Rhineland-Palatinate,Saarland","22","","","","1"
"Yes","1991","66 and older","Baden-Württemberg","29","","","","1"
"Yes","1991","16-34 y.","Baden-Württemberg","98","0.144450702445504","0.118914003890036","0.169987401000971","1"
"Yes","1991","16-34 y.","Bavaria","69","0.129191880937943","0.102552858102412","0.155830903773473","1"
"Yes","1991","16-34 y.","Berlin","14","","","","1"
"Yes","1991","16-34 y.","Brandenburg","","","","","1"
"Yes","1991","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1991","16-34 y.","Saxony","","","","","1"
"Yes","1991","16-34 y.","Saxony-Anhalt","","","","","1"
"Yes","1991","16-34 y.","Thuringia","","","","","1"
"Yes","1991","35-65 y.","Schleswig-Holstein","20","","","","1"
"Yes","1991","35-65 y.","Hamburg","11","","","","1"
"Yes","1991","66 and older","Bavaria","44","0.215294025637255","0.15875223725602","0.27183581401849","1"
"Yes","1991","66 and older","Berlin","5","","","","1"
"Yes","1991","66 and older","Brandenburg","","","","","1"
"Yes","1991","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1991","66 and older","Saxony","","","","","1"
"Yes","1991","66 and older","Saxony-Anhalt","","","","","1"
"Yes","1991","66 and older","Thuringia","","","","","1"
"No","1992","16-34 y.","Schleswig-Holstein","75","0.829355524791829","0.75206186309962","0.906649186484037","2"
"No","1992","16-34 y.","Hamburg","35","0.977960222871173","0.930654746125928","1.02526569961642","2"
"No","1992","16-34 y.","Lower Saxony","322","0.857914549124094","0.822577581506999","0.893251516741189","2"
"No","1992","35-65 y.","Hamburg","75","0.878030852584708","0.807200231961349","0.948861473208068","2"
"No","1992","35-65 y.","Lower Saxony","429","0.897487445893486","0.870238648929951","0.924736242857021","2"
"No","1992","35-65 y.","North Rhine-Westphalia","1173","0.906327039927201","0.890482008453851","0.922172071400552","2"
"No","1992","35-65 y.","Hesse","436","0.894171683747254","0.866906711431794","0.921436656062714","2"
"No","1992","35-65 y.","Rhineland-Palatinate,Saarland","269","0.882892342952803","0.846923586389724","0.918861099515882","2"
"No","1992","35-65 y.","Berlin","297","0.88693391372","0.852715336143477","0.921152491296522","2"
"No","1992","16-34 y.","Bremen","24","","","","2"
"No","1992","16-34 y.","North Rhine-Westphalia","848","0.876858923982459","0.856233061476111","0.897484786488807","2"
"No","1992","16-34 y.","Hesse","331","0.933158030018973","0.907178210254987","0.959137849782958","2"
"No","1992","16-34 y.","Rhineland-Palatinate,Saarland","223","0.877812394075759","0.837694092345103","0.917930695806416","2"
"No","1992","16-34 y.","Baden-Württemberg","632","0.891052049450381","0.868325130588522","0.913778968312241","2"
"No","1992","16-34 y.","Brandenburg","207","0.892456764690798","0.852331723474088","0.932581805907509","2"
"No","1992","16-34 y.","Mecklenburg-Western Pomerania","135","0.888728857572182","0.838404484172373","0.939053230971991","2"
"No","1992","16-34 y.","Saxony","346","0.911749491709685","0.883116034461811","0.940382948957559","2"
"No","1992","16-34 y.","Saxony-Anhalt","241","0.88910486681403","0.851440974668772","0.926768758959288","2"
"No","1992","16-34 y.","Thuringia","236","0.910931841860794","0.876441172505634","0.945422511215955","2"
"No","1992","35-65 y.","Schleswig-Holstein","127","0.860090278432965","0.804013198701518","0.916167358164412","2"
"No","1992","35-65 y.","Bremen","31","0.866024415681726","0.754755273823555","0.977293557539897","2"
"No","1992","35-65 y.","Baden-Württemberg","804","0.917510481629316","0.899313232778363","0.935707730480269","2"
"No","1992","35-65 y.","Bavaria","737","0.900598711841264","0.880006673845803","0.921190749836724","2"
"No","1992","16-34 y.","Bavaria","560","0.87132237204802","0.845299184660258","0.897345559435783","2"
"No","1992","16-34 y.","Berlin","209","0.920862223187016","0.885898344779578","0.955826101594455","2"
"No","1992","35-65 y.","Brandenburg","339","0.900891309524027","0.87052663091497","0.931255988133084","2"
"No","1992","35-65 y.","Mecklenburg-Western Pomerania","218","0.90497899183991","0.867801660992332","0.942156322687487","2"
"No","1992","35-65 y.","Saxony","608","0.92921800366346","0.909607641343193","0.948828365983727","2"
"No","1992","35-65 y.","Saxony-Anhalt","388","0.928963549439668","0.9042780800848","0.953649018794537","2"
"No","1992","35-65 y.","Thuringia","305","0.878728810959277","0.844282335300274","0.913175286618281","2"
"No","1992","66 and older","Schleswig-Holstein","26","","","","2"
"No","1992","66 and older","Hamburg","27","","","","2"
"No","1992","66 and older","Lower Saxony","89","0.795830149514951","0.721835270441673","0.869825028588229","2"
"No","1992","66 and older","Bremen","24","","","","2"
"No","1992","66 and older","North Rhine-Westphalia","195","0.736251168566573","0.682164993267743","0.790337343865403","2"
"No","1992","66 and older","Hesse","90","0.814279359927327","0.741607119790921","0.886951600063733","2"
"No","1992","66 and older","Rhineland-Palatinate,Saarland","81","0.825270734831198","0.749701805089035","0.900839664573361","2"
"No","1992","66 and older","Berlin","36","0.846652496166315","0.737680627605667","0.955624364726963","2"
"No","1992","66 and older","Brandenburg","55","0.864262198432455","0.780348808023811","0.948175588841099","2"
"No","1992","66 and older","Baden-Württemberg","134","0.776541287574902","0.713550886747161","0.839531688402643","2"
"No","1992","66 and older","Bavaria","156","0.790612728318657","0.734224281399953","0.847001175237362","2"
"No","1992","66 and older","Mecklenburg-Western Pomerania","23","","","","2"
"No","1992","66 and older","Saxony","106","0.857733525834817","0.79624915612113","0.919217895548505","2"
"No","1992","66 and older","Saxony-Anhalt","77","0.827650848721208","0.750890882727567","0.904410814714849","2"
"No","1992","66 and older","Thuringia","62","0.818113929727502","0.729624117289738","0.906603742165266","2"
"Yes","1992","16-34 y.","Schleswig-Holstein","16","","","","1"
"Yes","1992","16-34 y.","Hamburg","2","","","","1"
"Yes","1992","16-34 y.","Lower Saxony","53","0.142085450875906","0.106748483258811","0.177422418493001","1"
"Yes","1992","16-34 y.","Bremen","3","","","","1"
"Yes","1992","35-65 y.","Hesse","53","0.105828316252746","0.078563343937286","0.133093288568206","1"
"Yes","1992","35-65 y.","Rhineland-Palatinate,Saarland","38","0.117107657047197","0.0811389004841184","0.153076413610276","1"
"Yes","1992","35-65 y.","Baden-Württemberg","74","0.0824895183706844","0.0642922695197313","0.100686767221637","1"
"Yes","1992","35-65 y.","Bavaria","74","0.0994012881587364","0.0788092501632756","0.119993326154197","1"
"Yes","1992","35-65 y.","Berlin","32","0.11306608628","0.0788475087034777","0.147284663856523","1"
"Yes","1992","35-65 y.","Brandenburg","33","0.0991086904759732","0.0687440118669159","0.12947336908503","1"
"Yes","1992","35-65 y.","Mecklenburg-Western Pomerania","21","","","","1"
"Yes","1992","35-65 y.","Saxony","49","0.0707819963365399","0.0511716340162729","0.0903923586568068","1"
"Yes","1992","35-65 y.","Saxony-Anhalt","28","","","","1"
"Yes","1992","35-65 y.","Thuringia","40","0.121271189040723","0.0868247133817195","0.155717664699726","1"
"Yes","1992","66 and older","Schleswig-Holstein","8","","","","1"
"Yes","1992","66 and older","Hamburg","6","","","","1"
"Yes","1992","66 and older","Lower Saxony","25","","","","1"
"Yes","1992","16-34 y.","North Rhine-Westphalia","127","0.123141076017541","0.102515213511193","0.143766938523889","1"
"Yes","1992","16-34 y.","Hesse","24","","","","1"
"Yes","1992","16-34 y.","Rhineland-Palatinate,Saarland","33","0.122187605924241","0.0820693041935841","0.162305907654898","1"
"Yes","1992","35-65 y.","Lower Saxony","47","0.102512554106514","0.0752637571429786","0.129761351070049","1"
"Yes","1992","35-65 y.","Bremen","5","","","","1"
"Yes","1992","35-65 y.","North Rhine-Westphalia","126","0.0936729600727985","0.077827928599448","0.109517991546149","1"
"Yes","1992","66 and older","Bremen","6","","","","1"
"Yes","1992","66 and older","North Rhine-Westphalia","60","0.263748831433427","0.209662656134597","0.317835006732257","1"
"Yes","1992","66 and older","Hesse","20","","","","1"
"Yes","1992","66 and older","Rhineland-Palatinate,Saarland","16","","","","1"
"Yes","1992","66 and older","Baden-Württemberg","34","0.223458712425098","0.160468311597357","0.286449113252839","1"
"Yes","1992","16-34 y.","Baden-Württemberg","90","0.108947950549619","0.086221031687759","0.131674869411478","1"
"Yes","1992","16-34 y.","Bavaria","76","0.12867762795198","0.102654440564217","0.154700815339742","1"
"Yes","1992","16-34 y.","Berlin","20","","","","1"
"Yes","1992","16-34 y.","Brandenburg","22","","","","1"
"Yes","1992","16-34 y.","Mecklenburg-Western Pomerania","15","","","","1"
"Yes","1992","16-34 y.","Saxony","31","0.0882505082903147","0.0596170510424408","0.116883965538189","1"
"Yes","1992","16-34 y.","Saxony-Anhalt","26","","","","1"
"Yes","1992","16-34 y.","Thuringia","26","","","","1"
"Yes","1992","35-65 y.","Schleswig-Holstein","20","","","","1"
"Yes","1992","35-65 y.","Hamburg","7","","","","1"
"Yes","1992","66 and older","Bavaria","44","0.209387271681343","0.152998824762638","0.265775718600047","1"
"Yes","1992","66 and older","Berlin","6","","","","1"
"Yes","1992","66 and older","Brandenburg","9","","","","1"
"Yes","1992","66 and older","Mecklenburg-Western Pomerania","5","","","","1"
"Yes","1992","66 and older","Saxony","18","","","","1"
"Yes","1992","66 and older","Saxony-Anhalt","16","","","","1"
"Yes","1992","66 and older","Thuringia","11","","","","1"
"No","1993","16-34 y.","Schleswig-Holstein","","","","","2"
"No","1993","16-34 y.","Hamburg","","","","","2"
"No","1993","16-34 y.","Lower Saxony","","","","","2"
"No","1993","16-34 y.","Bremen","","","","","2"
"No","1993","16-34 y.","North Rhine-Westphalia","","","","","2"
"No","1993","16-34 y.","Hesse","","","","","2"
"No","1993","16-34 y.","Rhineland-Palatinate,Saarland","","","","","2"
"No","1993","16-34 y.","Baden-Württemberg","","","","","2"
"No","1993","35-65 y.","Hamburg","","","","","2"
"No","1993","35-65 y.","Lower Saxony","","","","","2"
"No","1993","35-65 y.","North Rhine-Westphalia","","","","","2"
"No","1993","35-65 y.","Hesse","","","","","2"
"No","1993","35-65 y.","Rhineland-Palatinate,Saarland","","","","","2"
"No","1993","35-65 y.","Berlin","","","","","2"
"No","1993","16-34 y.","Bavaria","","","","","2"
"No","1993","16-34 y.","Berlin","","","","","2"
"No","1993","16-34 y.","Brandenburg","","","","","2"
"No","1993","16-34 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","1993","16-34 y.","Saxony","","","","","2"
"No","1993","16-34 y.","Saxony-Anhalt","","","","","2"
"No","1993","16-34 y.","Thuringia","","","","","2"
"No","1993","35-65 y.","Schleswig-Holstein","","","","","2"
"No","1993","35-65 y.","Bremen","","","","","2"
"No","1993","35-65 y.","Baden-Württemberg","","","","","2"
"No","1993","35-65 y.","Bavaria","","","","","2"
"No","1993","35-65 y.","Brandenburg","","","","","2"
"No","1993","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","1993","35-65 y.","Saxony","","","","","2"
"No","1993","35-65 y.","Saxony-Anhalt","","","","","2"
"No","1993","35-65 y.","Thuringia","","","","","2"
"No","1993","66 and older","Schleswig-Holstein","","","","","2"
"No","1993","66 and older","Hamburg","","","","","2"
"No","1993","66 and older","Lower Saxony","","","","","2"
"No","1993","66 and older","Bremen","","","","","2"
"No","1993","66 and older","North Rhine-Westphalia","","","","","2"
"No","1993","66 and older","Hesse","","","","","2"
"No","1993","66 and older","Rhineland-Palatinate,Saarland","","","","","2"
"No","1993","66 and older","Berlin","","","","","2"
"No","1993","66 and older","Brandenburg","","","","","2"
"No","1993","66 and older","Baden-Württemberg","","","","","2"
"No","1993","66 and older","Bavaria","","","","","2"
"No","1993","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","1993","66 and older","Saxony","","","","","2"
"No","1993","66 and older","Saxony-Anhalt","","","","","2"
"No","1993","66 and older","Thuringia","","","","","2"
"Yes","1993","16-34 y.","Schleswig-Holstein","","","","","1"
"Yes","1993","16-34 y.","Hamburg","","","","","1"
"Yes","1993","16-34 y.","Lower Saxony","","","","","1"
"Yes","1993","16-34 y.","Bremen","","","","","1"
"Yes","1993","16-34 y.","North Rhine-Westphalia","","","","","1"
"Yes","1993","16-34 y.","Hesse","","","","","1"
"Yes","1993","16-34 y.","Rhineland-Palatinate,Saarland","","","","","1"
"Yes","1993","16-34 y.","Baden-Württemberg","","","","","1"
"Yes","1993","35-65 y.","Hesse","","","","","1"
"Yes","1993","35-65 y.","Rhineland-Palatinate,Saarland","","","","","1"
"Yes","1993","35-65 y.","Baden-Württemberg","","","","","1"
"Yes","1993","35-65 y.","Bavaria","","","","","1"
"Yes","1993","35-65 y.","Berlin","","","","","1"
"Yes","1993","35-65 y.","Brandenburg","","","","","1"
"Yes","1993","35-65 y.","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1993","35-65 y.","Saxony","","","","","1"
"Yes","1993","35-65 y.","Saxony-Anhalt","","","","","1"
"Yes","1993","35-65 y.","Thuringia","","","","","1"
"Yes","1993","66 and older","Schleswig-Holstein","","","","","1"
"Yes","1993","66 and older","Hamburg","","","","","1"
"Yes","1993","66 and older","Lower Saxony","","","","","1"
"Yes","1993","16-34 y.","Bavaria","","","","","1"
"Yes","1993","16-34 y.","Berlin","","","","","1"
"Yes","1993","16-34 y.","Brandenburg","","","","","1"
"Yes","1993","35-65 y.","Lower Saxony","","","","","1"
"Yes","1993","35-65 y.","Bremen","","","","","1"
"Yes","1993","35-65 y.","North Rhine-Westphalia","","","","","1"
"Yes","1993","66 and older","Bremen","","","","","1"
"Yes","1993","66 and older","North Rhine-Westphalia","","","","","1"
"Yes","1993","66 and older","Hesse","","","","","1"
"Yes","1993","66 and older","Rhineland-Palatinate,Saarland","","","","","1"
"Yes","1993","66 and older","Baden-Württemberg","","","","","1"
"Yes","1993","16-34 y.","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1993","16-34 y.","Saxony","","","","","1"
"Yes","1993","16-34 y.","Saxony-Anhalt","","","","","1"
"Yes","1993","16-34 y.","Thuringia","","","","","1"
"Yes","1993","35-65 y.","Schleswig-Holstein","","","","","1"
"Yes","1993","35-65 y.","Hamburg","","","","","1"
"Yes","1993","66 and older","Bavaria","","","","","1"
"Yes","1993","66 and older","Berlin","","","","","1"
"Yes","1993","66 and older","Brandenburg","","","","","1"
"Yes","1993","66 and older","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1993","66 and older","Saxony","","","","","1"
"Yes","1993","66 and older","Saxony-Anhalt","","","","","1"
"Yes","1993","66 and older","Thuringia","","","","","1"
"No","1994","16-34 y.","Schleswig-Holstein","94","0.898345631871039","0.840817547697741","0.955873716044338","2"
"No","1994","16-34 y.","Hamburg","36","0.851530608798383","0.743997539627715","0.959063677969051","2"
"No","1994","16-34 y.","Lower Saxony","350","0.926301334197139","0.900065700367188","0.952536968027091","2"
"No","1994","16-34 y.","Bremen","21","","","","2"
"No","1994","16-34 y.","North Rhine-Westphalia","818","0.897298042880265","0.877660620993225","0.916935464767306","2"
"No","1994","16-34 y.","Hesse","303","0.88214196688414","0.847918836027252","0.916365097741028","2"
"No","1994","16-34 y.","Rhineland-Palatinate,Saarland","212","0.866693519594065","0.823690309499341","0.909696729688789","2"
"No","1994","35-65 y.","Hamburg","57","0.893705823790725","0.820449408382904","0.966962239198547","2"
"No","1994","35-65 y.","North Rhine-Westphalia","1121","0.887455353936773","0.87000523082737","0.904905477046176","2"
"No","1994","35-65 y.","Hesse","422","0.866545284072463","0.835735563564147","0.897355004580779","2"
"No","1994","35-65 y.","Berlin","267","0.887825215731366","0.852350194954378","0.923300236508354","2"
"No","1994","16-34 y.","Baden-Württemberg","662","0.900511348437096","0.878945646493489","0.922077050380704","2"
"No","1994","16-34 y.","Bavaria","570","0.895956611431925","0.87219071525971","0.919722507604139","2"
"No","1994","16-34 y.","Berlin","176","0.908360567587227","0.86827464488982","0.948446490284635","2"
"No","1994","16-34 y.","Brandenburg","173","0.899052242963923","0.856439618966454","0.941664866961392","2"
"No","1994","16-34 y.","Mecklenburg-Western Pomerania","125","0.89142607317973","0.839707548247531","0.94314459811193","2"
"No","1994","16-34 y.","Saxony-Anhalt","213","0.924634347489747","0.890738860857059","0.958529834122436","2"
"No","1994","16-34 y.","Thuringia","218","0.916869145982916","0.881940860312443","0.951797431653388","2"
"No","1994","35-65 y.","Schleswig-Holstein","137","0.933345142122918","0.892886742273625","0.973803541972212","2"
"No","1994","35-65 y.","Lower Saxony","415","0.886031432013913","0.857179676540567","0.91488318748726","2"
"No","1994","35-65 y.","Bremen","33","0.864191588495657","0.755267321792498","0.973115855198816","2"
"No","1994","35-65 y.","Rhineland-Palatinate,Saarland","254","0.855393546502373","0.815327263180572","0.895459829824175","2"
"No","1994","35-65 y.","Baden-Württemberg","729","0.897660585073748","0.876877280322336","0.91844388982516","2"
"No","1994","35-65 y.","Bavaria","681","0.871208660232456","0.847440791267441","0.894976529197471","2"
"No","1994","16-34 y.","Saxony","336","0.889230679483236","0.857591941207078","0.920869417759393","2"
"No","1994","35-65 y.","Brandenburg","314","0.905209110469279","0.874344002597828","0.93607421834073","2"
"No","1994","35-65 y.","Mecklenburg-Western Pomerania","215","0.896758876320695","0.858658501138783","0.934859251502608","2"
"No","1994","35-65 y.","Saxony","574","0.925017920826542","0.904304296106625","0.945731545546459","2"
"No","1994","35-65 y.","Saxony-Anhalt","367","0.916254399740707","0.889040198532533","0.943468600948882","2"
"No","1994","35-65 y.","Thuringia","314","0.894183983014097","0.861819214737964","0.92654875129023","2"
"No","1994","66 and older","Schleswig-Holstein","27","","","","2"
"No","1994","66 and older","Hamburg","24","","","","2"
"No","1994","66 and older","Lower Saxony","97","0.725631069224451","0.646777576350612","0.80448456209829","2"
"No","1994","66 and older","Bremen","21","","","","2"
"No","1994","66 and older","North Rhine-Westphalia","207","0.698778417858194","0.644847417347326","0.752709418369063","2"
"No","1994","66 and older","Hesse","94","0.787615649865967","0.711184538801955","0.86404676092998","2"
"No","1994","66 and older","Rhineland-Palatinate,Saarland","72","0.772908771412346","0.689962025838544","0.855855516986148","2"
"No","1994","66 and older","Berlin","46","0.910991458342322","0.832840195853662","0.989142720830983","2"
