"ple0053","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","1987","Couple + C. GT 16 ","1952","0.904953388363493","0.892556568634868","0.917350208092118","2"
"No","1987","Couple + C. LE and GT 16","1140","0.907473101024381","0.891460619031166","0.923485583017597","2"
"Yes","1987","1-pers.-HH","159","0.155729493765473","0.134427181152011","0.177031806378934","1"
"Yes","1987","(Married) couple without C. ","282","0.126032495538004","0.112611167446251","0.139453823629757","1"
"Yes","1987","Single parent ","60","0.119845233932121","0.0920104949670933","0.14767997289715","1"
"Yes","1987","Couple + C. LE 16 ","327","0.135573353767125","0.121773464626818","0.149373242907432","1"
"Yes","1987","Couple + C. GT 16 ","198","0.095046611636507","0.0826497919078823","0.107443431365132","1"
"Yes","1987","Couple + C. LE and GT 16","118","0.0925268989756187","0.0765144169824034","0.108539380968834","1"
"No","1988","1-pers.-HH","922","0.858398791774931","0.83747964776561","0.879317935784251","2"
"No","1988","(Married) couple without C. ","1973","0.861294095501484","0.847125291674912","0.875462899328056","2"
"No","1988","Single parent ","449","0.892036786839722","0.865103318313684","0.91897025536576","2"
"No","1988","Couple + C. LE 16 ","1942","0.865487534505206","0.851319742486116","0.879655326524295","2"
"No","1988","Couple + C. GT 16 ","1983","0.898522669135211","0.885919120802839","0.911126217467583","2"
"No","1988","Couple + C. LE and GT 16","975","0.896707211984301","0.878539549968593","0.91487487400001","2"
"Yes","1988","1-pers.-HH","145","0.141601208225069","0.120682064215749","0.16252035223439","1"
"Yes","1988","(Married) couple without C. ","313","0.138705904498516","0.124537100671944","0.152874708325088","1"
"Yes","1988","Single parent ","61","0.107963213160278","0.0810297446342396","0.134896681686316","1"
"Yes","1988","Couple + C. LE 16 ","286","0.134512465494795","0.120344673475705","0.148680257513884","1"
"Yes","1988","Couple + C. GT 16 ","222","0.101477330864789","0.0888737825324171","0.114080879197161","1"
"Yes","1988","Couple + C. LE and GT 16","103","0.103292788015699","0.0851251259999902","0.121460450031407","1"
"No","1989","1-pers.-HH","929","0.856178357627175","0.835093458784527","0.877263256469824","2"
"No","1989","(Married) couple without C. ","1978","0.871287379940609","0.857477775059207","0.88509698482201","2"
"No","1989","Single parent ","419","0.889929512392588","0.861724209330577","0.9181348154546","2"
"No","1989","Couple + C. LE 16 ","1831","0.852782713744344","0.837767161931953","0.867798265556735","2"
"No","1989","Couple + C. GT 16 ","1938","0.905889784667289","0.89352188874031","0.918257680594269","2"
"No","1989","Couple + C. LE and GT 16","894","0.902253407201222","0.883717036211994","0.92078977819045","2"
"Yes","1989","1-pers.-HH","135","0.143821642372825","0.122736743530176","0.164906541215473","1"
"Yes","1989","(Married) couple without C. ","281","0.128712620059391","0.11490301517799","0.142522224940793","1"
"Yes","1989","Single parent ","54","0.110070487607412","0.0818651845454","0.138275790669423","1"
"Yes","1989","Couple + C. LE 16 ","308","0.147217286255656","0.132201734443265","0.162232838068047","1"
"Yes","1989","Couple + C. GT 16 ","203","0.0941102153327107","0.0817423194057311","0.10647811125969","1"
"Yes","1989","Couple + C. LE and GT 16","92","0.0977465927987781","0.07921022180955","0.116282963788006","1"
"No","1990","1-pers.-HH","","","","","2"
"No","1990","(Married) couple without C. ","","","","","2"
"No","1990","Single parent ","","","","","2"
"No","1990","Couple + C. LE 16 ","","","","","2"
"No","1990","Couple + C. GT 16 ","","","","","2"
"No","1990","Couple + C. LE and GT 16","","","","","2"
"Yes","1990","1-pers.-HH","","","","","1"
"Yes","1990","(Married) couple without C. ","","","","","1"
"Yes","1990","Single parent ","","","","","1"
"Yes","1990","Couple + C. LE 16 ","","","","","1"
"Yes","1990","Couple + C. GT 16 ","","","","","1"
"Yes","1990","Couple + C. LE and GT 16","","","","","1"
"No","1991","1-pers.-HH","878","0.834870406239408","0.812250025749114","0.857490786729702","2"
"No","1991","(Married) couple without C. ","2014","0.864823915502268","0.85090500789798","0.878742823106555","2"
"No","1991","Single parent ","426","0.887972055442947","0.859756389455528","0.916187721430367","2"
"No","1991","Couple + C. LE 16 ","1787","0.855009077810772","0.83991416124458","0.870103994376964","2"
"No","1991","Couple + C. GT 16 ","1801","0.900347275277183","0.887160279044258","0.913534271510108","2"
"No","1991","Couple + C. LE and GT 16","794","0.877720416956812","0.856197151471505","0.899243682442119","2"
"Yes","1991","1-pers.-HH","157","0.165129593760592","0.142509213270299","0.187749974250886","1"
"Yes","1991","Single parent ","54","0.112027944557053","0.0838122785696329","0.140243610544473","1"
"Yes","1991","Couple + C. LE 16 ","303","0.144990922189228","0.129896005623036","0.16008583875542","1"
"Yes","1991","Couple + C. GT 16 ","181","0.0996527247228169","0.0864657284898923","0.112839720955742","1"
"Yes","1991","(Married) couple without C. ","304","0.135176084497732","0.121257176893445","0.14909499210202","1"
"Yes","1991","Couple + C. LE and GT 16","96","0.122279583043188","0.100756317557881","0.143802848528495","1"
"No","1992","1-pers.-HH","1153","0.84577967037353","0.826464011841766","0.865095328905294","2"
"No","1992","(Married) couple without C. ","2894","0.883208699007174","0.872200630294376","0.894216767719972","2"
"No","1992","Single parent ","566","0.873403373150454","0.847621399427579","0.89918534687333","2"
"No","1992","Couple + C. LE 16 ","2907","0.873804443670334","0.862459213645953","0.885149673694716","2"
"No","1992","Couple + C. GT 16 ","2469","0.901702163584958","0.890532248836015","0.912872078333901","2"
"No","1992","Couple + C. LE and GT 16","1069","0.928458727920607","0.913614642599095","0.943302813242118","2"
"Yes","1992","1-pers.-HH","190","0.15422032962647","0.134904671094706","0.173535988158233","1"
"Yes","1992","Single parent ","73","0.126596626849546","0.10081465312667","0.152378600572421","1"
"Yes","1992","Couple + C. LE 16 ","384","0.126195556329666","0.114850326305284","0.137540786354047","1"
"Yes","1992","Couple + C. GT 16 ","260","0.0982978364150418","0.0871279216660986","0.109467751163985","1"
"Yes","1992","(Married) couple without C. ","376","0.116791300992826","0.105783232280028","0.127799369705624","1"
"Yes","1992","Couple + C. LE and GT 16","89","0.0715412720793934","0.0566971867578816","0.0863853574009052","1"
"No","1993","1-pers.-HH","","","","","2"
"No","1993","(Married) couple without C. ","","","","","2"
"No","1993","Single parent ","","","","","2"
"No","1993","Couple + C. LE 16 ","","","","","2"
"No","1993","Couple + C. GT 16 ","","","","","2"
"No","1993","Couple + C. LE and GT 16","","","","","2"
"Yes","1993","1-pers.-HH","","","","","1"
"Yes","1993","(Married) couple without C. ","","","","","1"
"Yes","1993","Single parent ","","","","","1"
"Yes","1993","Couple + C. LE 16 ","","","","","1"
"Yes","1993","Couple + C. GT 16 ","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","","","","","1"
"No","1994","1-pers.-HH","1185","0.815049754535294","0.794777030386439","0.835322478684149","2"
"No","1994","(Married) couple without C. ","2972","0.86024674985966","0.84858003349073","0.871913466228589","2"
"No","1994","Single parent ","514","0.881730065779607","0.8554038052776","0.908056326281614","2"
"No","1994","Couple + C. LE 16 ","2670","0.880070998546799","0.86848989402776","0.891652103065838","2"
"No","1994","Couple + C. GT 16 ","2222","0.902597034239578","0.890868185534307","0.914325882944849","2"
"No","1994","Couple + C. LE and GT 16","1075","0.917832192346166","0.902149958026142","0.93351442666619","2"
"Yes","1994","1-pers.-HH","224","0.184950245464706","0.164677521315851","0.205222969613561","1"
"Yes","1994","(Married) couple without C. ","421","0.13975325014034","0.128086533771411","0.15141996650927","1"
"Yes","1994","Single parent ","64","0.118269934220393","0.0919436737183862","0.1445961947224","1"
"Yes","1994","Couple + C. LE 16 ","353","0.119929001453201","0.108347896934162","0.13151010597224","1"
"Yes","1994","Couple + C. GT 16 ","233","0.0974029657604222","0.0856741170551513","0.109131814465693","1"
"Yes","1994","Couple + C. LE and GT 16","103","0.0821678076538339","0.0664855733338097","0.0978500419738581","1"
"No","1995","1-pers.-HH","1229","0.826642214460154","0.807164192548686","0.846120236371622","2"
"No","1995","(Married) couple without C. ","3077","0.870311851679002","0.859192798645493","0.881430904712512","2"
"No","1995","Single parent ","542","0.898163205380875","0.874182747222276","0.922143663539474","2"
"No","1995","Couple + C. LE 16 ","2759","0.886536418920821","0.875448438911188","0.897624398930454","2"
"No","1995","Couple + C. GT 16 ","2232","0.889371449341376","0.877065900069644","0.901676998613108","2"
"No","1995","Couple + C. LE and GT 16","1142","0.921723008259746","0.906802600467629","0.936643416051863","2"
"Yes","1995","1-pers.-HH","222","0.173357785539846","0.153879763628378","0.192835807451314","1"
"Yes","1995","(Married) couple without C. ","430","0.129688148320998","0.118569095287488","0.140807201354507","1"
"Yes","1995","Single parent ","69","0.101836794619125","0.0778563364605255","0.125817252777724","1"
"Yes","1995","Couple + C. LE 16 ","384","0.113463581079179","0.102375601069546","0.124551561088812","1"
"Yes","1995","Couple + C. GT 16 ","264","0.110628550658624","0.098323001386892","0.122934099930357","1"
"Yes","1995","Couple + C. LE and GT 16","103","0.0782769917402541","0.063356583948137","0.0931973995323711","1"
"No","1996","1-pers.-HH","1269","0.843289606228926","0.824781530666258","0.861797681791594","2"
"No","1996","(Married) couple without C. ","3100","0.86688954905309","0.855732481434379","0.878046616671801","2"
"No","1996","Single parent ","576","0.879306586950959","0.854320200769759","0.90429297313216","2"
"No","1996","Couple + C. LE 16 ","2619","0.876779500393308","0.865021609568253","0.888537391218362","2"
"No","1996","Couple + C. GT 16 ","2124","0.894165991752741","0.881778389369442","0.906553594136041","2"
"No","1996","Couple + C. LE and GT 16","1129","0.908240625275152","0.892256155300081","0.924225095250223","2"
"Yes","1996","1-pers.-HH","213","0.156710393771074","0.138202318208406","0.175218469333742","1"
"Yes","1996","(Married) couple without C. ","461","0.13311045094691","0.121953383328199","0.144267518565621","1"
"Yes","1996","Single parent ","77","0.120693413049041","0.0957070268678396","0.145679799230241","1"
"Yes","1996","Couple + C. LE 16 ","383","0.123220499606692","0.111462608781638","0.134978390431747","1"
"Yes","1996","Couple + C. GT 16 ","245","0.105834008247259","0.0934464058639591","0.118221610630558","1"
"Yes","1996","Couple + C. LE and GT 16","124","0.0917593747248485","0.0757749047497774","0.10774384469992","1"
"No","1997","1-pers.-HH","1243","0.84518325390369","0.826615740826801","0.863750766980578","2"
"No","1997","(Married) couple without C. ","3090","0.854061718466945","0.842525944084474","0.865597492849416","2"
"No","1997","Single parent ","563","0.889383153381142","0.865006469831408","0.913759836930877","2"
"No","1997","Couple + C. LE 16 ","2486","0.882338444132417","0.87048203116628","0.894194857098555","2"
"No","1997","Couple + C. GT 16 ","2145","0.896230279644599","0.883962870130611","0.908497689158587","2"
"No","1997","Couple + C. LE and GT 16","1112","0.925712002135289","0.910923918501317","0.940500085769262","2"
"Yes","1997","1-pers.-HH","215","0.15481674609631","0.136249233019422","0.173384259173199","1"
"Yes","1997","(Married) couple without C. ","508","0.145938281533055","0.134402507150584","0.157474055915526","1"
"Yes","1997","Single parent ","73","0.110616846618857","0.0862401630691233","0.134993530168592","1"
"Yes","1997","Couple + C. LE 16 ","351","0.117661555867583","0.105805142901445","0.12951796883372","1"
"Yes","1997","Couple + C. GT 16 ","229","0.103769720355401","0.0915023108414128","0.116037129869389","1"
"Yes","1997","Couple + C. LE and GT 16","96","0.0742879978647106","0.0594999142307382","0.089076081498683","1"
"No","1998","1-pers.-HH","1500","0.838660937535649","0.821480612138886","0.855841262932412","2"
"No","1998","(Married) couple without C. ","3642","0.865201616522147","0.854849980090097","0.875553252954197","2"
"No","1998","Single parent ","611","0.87050377759693","0.845859436795031","0.895148118398829","2"
"No","1998","Couple + C. LE 16 ","2699","0.869998955578945","0.858177511930393","0.881820399227497","2"
"No","1998","Couple + C. GT 16 ","2335","0.91892097416502","0.908365946351715","0.929476001978325","2"
"No","1998","Couple + C. LE and GT 16","1151","0.916942681436304","0.901674536446157","0.932210826426452","2"
"Yes","1998","1-pers.-HH","261","0.161339062464351","0.144158737067588","0.178519387861114","1"
"Yes","1998","Single parent ","102","0.12949622240307","0.104851881601171","0.154140563204969","1"
"Yes","1998","(Married) couple without C. ","539","0.134798383477853","0.124446747045803","0.145150019909903","1"
"Yes","1998","Couple + C. LE 16 ","410","0.130001044421055","0.118179600772503","0.141822488069607","1"
"Yes","1998","Couple + C. GT 16 ","234","0.0810790258349799","0.0705239980216747","0.0916340536482851","1"
"Yes","1998","Couple + C. LE and GT 16","104","0.0830573185636955","0.0677891735735481","0.0983254635538428","1"
"No","1999","1-pers.-HH","1447","0.839972055714513","0.82251296102968","0.857431150399347","2"
"No","1999","(Married) couple without C. ","3585","0.850251171119129","0.839380516076446","0.861121826161811","2"
"No","1999","Couple + C. GT 16 ","2263","0.905598338170508","0.894153002024656","0.91704367431636","2"
"No","1999","Single parent ","614","0.861149167006472","0.835820926726378","0.886477407286566","2"
"No","1999","Couple + C. LE 16 ","2656","0.880495941920936","0.868951660857175","0.892040222984698","2"
"No","1999","Couple + C. LE and GT 16","1069","0.915094800465696","0.899074951362665","0.931114649568726","2"
"Yes","1999","1-pers.-HH","247","0.160027944285487","0.142568849600653","0.17748703897032","1"
"Yes","1999","Single parent ","102","0.138850832993528","0.113522592713434","0.164179073273623","1"
"Yes","1999","(Married) couple without C. ","554","0.149748828880872","0.138878173838189","0.160619483923554","1"
"Yes","1999","Couple + C. LE 16 ","377","0.119504058079064","0.107959777015302","0.131048339142825","1"
"Yes","1999","Couple + C. GT 16 ","244","0.0944016618294917","0.0829563256836398","0.105846997975343","1"
"Yes","1999","Couple + C. LE and GT 16","94","0.0849051995343044","0.0688853504312743","0.100925048637335","1"
"No","2000","1-pers.-HH","2914","0.862306874796952","0.850659279045778","0.873954470548126","2"
"No","2000","(Married) couple without C. ","6551","0.862228626442356","0.854470677556182","0.86998657532853","2"
"No","2000","Couple + C. GT 16 ","3567","0.904214266497316","0.895045808743094","0.913382724251537","2"
"No","2000","Single parent ","1070","0.89775137100977","0.880623529231512","0.914879212788028","2"
"No","2000","Couple + C. LE 16 ","4626","0.884432989559188","0.875782474528395","0.893083504589982","2"
"No","2000","Couple + C. LE and GT 16","1811","0.938145337833793","0.927431507607066","0.94885916806052","2"
"Yes","2000","1-pers.-HH","448","0.137693125203048","0.126045529451874","0.149340720954222","1"
"Yes","2000","Single parent ","132","0.10224862899023","0.0851207872119722","0.119376470768488","1"
"Yes","2000","(Married) couple without C. ","1031","0.137771373557644","0.13001342467147","0.145529322443818","1"
"Yes","2000","Couple + C. LE 16 ","621","0.115567010440812","0.106916495410018","0.124217525471605","1"
"Yes","2000","Couple + C. GT 16 ","391","0.0957857335026844","0.086617275748463","0.104954191256906","1"
"Yes","2000","Couple + C. LE and GT 16","131","0.0618546621662069","0.0511408319394803","0.0725684923929334","1"
"No","2001","1-pers.-HH","2598","0.854054945136045","0.841440312861245","0.866669577410844","2"
"No","2001","Couple + C. GT 16 ","3289","0.907847902749794","0.898442561636091","0.917253243863497","2"
"No","2001","(Married) couple without C. ","5957","0.8613379893803","0.853181870903602","0.869494107856998","2"
"No","2001","Single parent ","1002","0.903007155311448","0.8857134810671","0.920300829555796","2"
"No","2001","Couple + C. LE 16 ","4174","0.877736186984572","0.868432849617916","0.887039524351227","2"
"No","2001","Couple + C. LE and GT 16","1612","0.925190537928592","0.912857466860673","0.93752360899651","2"
"Yes","2001","1-pers.-HH","411","0.145945054863955","0.133330422589156","0.158559687138755","1"
"Yes","2001","Single parent ","123","0.096992844688552","0.0796991704442044","0.1142865189329","1"
"Yes","2001","Couple + C. LE 16 ","589","0.122263813015428","0.112960475648773","0.131567150382084","1"
"Yes","2001","Couple + C. GT 16 ","344","0.0921520972502058","0.082746756136503","0.101557438363909","1"
"Yes","2001","(Married) couple without C. ","940","0.1386620106197","0.130505892143002","0.146818129096398","1"
"Yes","2001","Couple + C. LE and GT 16","136","0.0748094620714083","0.0624763910034899","0.0871425331393268","1"
"No","2002","1-pers.-HH","2570","0.846827312761308","0.833980226837838","0.859674398684777","2"
"No","2002","Couple + C. GT 16 ","3627","0.903031280866286","0.893867813336621","0.91219474839595","2"
"No","2002","(Married) couple without C. ","6453","0.858636483455512","0.850737450262717","0.866535516648307","2"
"No","2002","Single parent ","1040","0.920895220006087","0.905193159984585","0.93659728002759","2"
"No","2002","Couple + C. LE 16 ","4231","0.888528791018927","0.879580770256577","0.897476811781277","2"
"No","2002","Couple + C. LE and GT 16","1791","0.918099824711611","0.905938403312538","0.930261246110684","2"
"Yes","2002","1-pers.-HH","449","0.153172687238692","0.140325601315223","0.166019773162162","1"
"Yes","2002","Single parent ","95","0.0791047799939129","0.0634027199724105","0.0948068400154154","1"
"Yes","2002","Couple + C. LE 16 ","521","0.111471208981073","0.102523188218723","0.120419229743423","1"
"Yes","2002","Couple + C. GT 16 ","379","0.0969687191337143","0.08780525160405","0.106132186663379","1"
"Yes","2002","(Married) couple without C. ","1020","0.141363516544488","0.133464483351693","0.149262549737283","1"
"Yes","2002","Couple + C. LE and GT 16","162","0.0819001752883892","0.0697387538893163","0.0940615966874621","1"
"No","2003","1-pers.-HH","2561","0.851348994510411","0.83859355188119","0.864104437139632","2"
"No","2003","(Married) couple without C. ","6313","0.8567225499036","0.848688269186679","0.864756830620521","2"
"No","2003","Single parent ","1003","0.905088493031082","0.887923484013164","0.922253502049001","2"
"No","2003","Couple + C. GT 16 ","3584","0.913255997833338","0.904468588280059","0.922043407386618","2"
"No","2003","Couple + C. LE 16 ","3863","0.883367138902722","0.873860178109692","0.892874099695751","2"
"No","2003","Couple + C. LE and GT 16","1690","0.923886556521425","0.911773291868544","0.935999821174305","2"
"Yes","2003","1-pers.-HH","427","0.148651005489589","0.135895562860368","0.16140644811881","1"
"Yes","2003","Single parent ","117","0.0949115069689178","0.0777464979509994","0.112076515986836","1"
"Yes","2003","Couple + C. LE 16 ","516","0.116632861097278","0.107125900304249","0.126139821890308","1"
"Yes","2003","(Married) couple without C. ","992","0.1432774500964","0.135243169379479","0.151311730813321","1"
"Yes","2003","Couple + C. GT 16 ","357","0.0867440021666615","0.0779565926133821","0.0955314117199409","1"
"Yes","2003","Couple + C. LE and GT 16","151","0.0761134434785755","0.0640001788256952","0.0882267081314558","1"
"No","2004","1-pers.-HH","2492","0.844875918499813","0.831769734550752","0.857982102448874","2"
"No","2004","(Married) couple without C. ","6244","0.847482305765946","0.839219705693521","0.855744905838371","2"
"No","2004","Single parent ","966","0.884269834465259","0.865296115484133","0.903243553446384","2"
"No","2004","Couple + C. GT 16 ","3568","0.906966266908746","0.897868337963801","0.916064195853692","2"
"No","2004","Couple + C. LE 16 ","3574","0.888200076663288","0.878505815366885","0.897894337959692","2"
"No","2004","Couple + C. LE and GT 16","1678","0.941208893666829","0.930308510904321","0.952109276429337","2"
"Yes","2004","1-pers.-HH","439","0.155124081500187","0.142017897551126","0.168230265449248","1"
"Yes","2004","Single parent ","126","0.115730165534741","0.0967564465536156","0.134703884515867","1"
"Yes","2004","Couple + C. LE 16 ","485","0.111799923336712","0.102105662040308","0.121494184633115","1"
"Yes","2004","(Married) couple without C. ","1029","0.152517694234054","0.144255094161629","0.160780294306479","1"
"Yes","2004","Couple + C. GT 16 ","348","0.0930337330912537","0.0839358041463081","0.102131662036199","1"
"Yes","2004","Couple + C. LE and GT 16","111","0.0587911063331713","0.0478907235706631","0.0696914890956794","1"
"No","2005","1-pers.-HH","2550","0.857695311505208","0.845124438461237","0.870266184549178","2"
"No","2005","(Married) couple without C. ","6147","0.869907891606648","0.862050793206634","0.877764990006663","2"
"No","2005","Single parent ","989","0.884989684651732","0.866179006470345","0.903800362833119","2"
"No","2005","Couple + C. GT 16 ","3362","0.921716591767152","0.913002237246562","0.930430946287741","2"
"No","2005","Couple + C. LE 16 ","3289","0.876078331668537","0.865480165813833","0.886676497523241","2"
"No","2005","Couple + C. LE and GT 16","1592","0.93439267286256","0.922622996665691","0.94616234905943","2"
"Yes","2005","1-pers.-HH","417","0.142304688494792","0.129733815450822","0.154875561538763","1"
"Yes","2005","(Married) couple without C. ","895","0.130092108393352","0.122235009993337","0.137949206793366","1"
"Yes","2005","Single parent ","116","0.115010315348268","0.0961996371668813","0.133820993529655","1"
"Yes","2005","Couple + C. LE 16 ","424","0.123921668331463","0.113323502476759","0.134519834186167","1"
"Yes","2005","Couple + C. GT 16 ","288","0.0782834082328481","0.0695690537122585","0.0869977627534378","1"
"Yes","2005","Couple + C. LE and GT 16","108","0.0656073271374395","0.0538376509405699","0.0773770033343091","1"
"No","2006","1-pers.-HH","2868","0.8507160085637","0.838644701756014","0.862787315371385","2"
"No","2006","(Married) couple without C. ","6797","0.855971830898727","0.848215944815271","0.863727716982182","2"
"No","2006","Single parent ","1036","0.877476639042856","0.858696583352311","0.896256694733401","2"
"No","2006","Couple + C. LE 16 ","3509","0.893205379293419","0.883545582419655","0.902865176167183","2"
"No","2006","Couple + C. GT 16 ","3375","0.91286563811849","0.903747260435318","0.921984015801662","2"
"No","2006","Couple + C. LE and GT 16","1398","0.929965296209913","0.917020112849771","0.942910479570056","2"
"Yes","2006","1-pers.-HH","480","0.1492839914363","0.137212684628615","0.161355298243986","1"
"Yes","2006","(Married) couple without C. ","1076","0.144028169101273","0.136272283017818","0.151784055184729","1"
"Yes","2006","Single parent ","135","0.122523360957144","0.103743305266599","0.141303416647689","1"
"Yes","2006","Couple + C. LE 16 ","418","0.106794620706581","0.0971348238328172","0.116454417580346","1"
"Yes","2006","Couple + C. GT 16 ","300","0.08713436188151","0.0780159841983378","0.0962527395646822","1"
"Yes","2006","Couple + C. LE and GT 16","95","0.0700347037900866","0.0570895204299439","0.0829798871502293","1"
"No","2007","1-pers.-HH","2705","0.850998155668698","0.838602240616918","0.863394070720478","2"
"No","2007","(Married) couple without C. ","6326","0.853512914926824","0.845439662536665","0.861586167316982","2"
"No","2007","Single parent ","980","0.893943140922016","0.875697305263585","0.912188976580446","2"
"No","2007","Couple + C. LE 16 ","3211","0.898023601481039","0.888119007920004","0.907928195042074","2"
"No","2007","Couple + C. GT 16 ","3228","0.914067955779851","0.904822516469948","0.923313395089755","2"
"No","2007","Couple + C. LE and GT 16","1249","0.936852681248568","0.923834604978457","0.949870757518679","2"
"Yes","2007","1-pers.-HH","465","0.149001844331302","0.136605929279522","0.161397759383082","1"
"Yes","2007","(Married) couple without C. ","1043","0.146487085073176","0.138413832683018","0.154560337463335","1"
"Yes","2007","Single parent ","114","0.106056859077984","0.0878110234195542","0.124302694736415","1"
"Yes","2007","Couple + C. LE 16 ","375","0.101976398518961","0.0920718049579254","0.111880992079996","1"
"Yes","2007","Couple + C. GT 16 ","302","0.0859320442201488","0.0766866049102456","0.0951774835300519","1"
"Yes","2007","Couple + C. LE and GT 16","92","0.0631473187514317","0.0501292424813207","0.0761653950215428","1"
"No","2008","1-pers.-HH","2626","0.867987285650353","0.855958188056887","0.880016383243818","2"
"No","2008","(Married) couple without C. ","6063","0.856562959430264","0.848391302530857","0.864734616329672","2"
"No","2008","Single parent ","979","0.908985115319219","0.891854677605095","0.926115553033343","2"
"No","2008","Couple + C. LE 16 ","2898","0.905468349315326","0.895348985827796","0.915587712802856","2"
"No","2008","Couple + C. GT 16 ","3065","0.912157194641416","0.902584569961244","0.921729819321588","2"
"No","2008","Couple + C. LE and GT 16","1131","0.93926542732718","0.925807828913107","0.952723025741252","2"
"Yes","2008","1-pers.-HH","416","0.132012714349647","0.119983616756182","0.144041811943113","1"
"Yes","2008","(Married) couple without C. ","1005","0.143437040569736","0.135265383670329","0.151608697469143","1"
"Yes","2008","Single parent ","104","0.0910148846807809","0.0738844469666567","0.108145322394905","1"
"Yes","2008","Couple + C. LE 16 ","313","0.0945316506846737","0.0844122871971439","0.104651014172204","1"
"Yes","2008","Couple + C. GT 16 ","294","0.0878428053585841","0.0782701806784122","0.0974154300387559","1"
"Yes","2008","Couple + C. LE and GT 16","79","0.0607345726728204","0.0472769742587478","0.0741921710868929","1"
"No","2009","1-pers.-HH","2472","0.853528471903765","0.840668636865049","0.86638830694248","2"
"No","2009","(Married) couple without C. ","5673","0.85260161776355","0.844091513695052","0.861111721832048","2"
