"ple0053","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1984","no migration background","(2c_voc) vocational maturity certificate","278","0.907981755735735","0.875700660196774","0.940262851274695"
"No","1984","no migration background","(3a) lower tertiary education","219","0.907122434232231","0.87047631959799","0.943768548866473"
"No","1984","no migration background","(3b) higher tertiary education","388","0.915147441907512","0.888623188548284","0.941671695266741"
"No","1984","direct migration background","(0) in school","19","","",""
"No","1984","direct migration background","(1a) inadequately completed","901","0.871281687143904","0.850928572272497","0.891634802015311"
"No","1984","direct migration background","(1b) general elementary school","897","0.854905965435137","0.833334380017639","0.876477550852635"
"No","1984","direct migration background","(1c) basic vocational qualification","644","0.873055197373166","0.848771891760365","0.897338502985966"
"No","1984","direct migration background","(2b) intermediate general qualification","47","0.880079913750297","0.790919921178736","0.969239906321859"
"No","1984","direct migration background","(2a) intermediate vocational","81","0.946586687795178","0.899337601354191","0.993835774236166"
"No","1984","direct migration background","(2c_gen) general maturity certificate","112","0.90566681466466","0.854831828745264","0.956501800584057"
"No","1984","direct migration background","(2c_voc) vocational maturity certificate","121","0.86295680219947","0.807174692767685","0.918738911631256"
"No","1984","direct migration background","(3a) lower tertiary education","21","","",""
"No","1984","direct migration background","(3b) higher tertiary education","98","0.95565290090665","0.915304085358712","0.996001716454588"
"No","1984","indirect migration background","(0) in school","8","","",""
"No","1984","indirect migration background","(1a) inadequately completed","6","","",""
"No","1984","indirect migration background","(1b) general elementary school","36","0.993192723943953","0.966698532197993","1.01968691568991"
"No","1984","indirect migration background","(1c) basic vocational qualification","36","0.99267480838834","0.965562325696876","1.0197872910798"
"No","1984","indirect migration background","(2b) intermediate general qualification","16","","",""
"No","1984","indirect migration background","(2a) intermediate vocational","9","","",""
"No","1984","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"No","1984","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"No","1984","indirect migration background","(3a) lower tertiary education","1","","",""
"No","1984","indirect migration background","(3b) higher tertiary education","2","","",""
"Yes","1985","no migration background","(0) in school","13","","",""
"Yes","1985","no migration background","(1a) inadequately completed","14","","",""
"Yes","1985","no migration background","(1b) general elementary school","206","0.127205162753858","0.111398514691201","0.143011810816515"
"Yes","1985","no migration background","(1c) basic vocational qualification","366","0.115940336192758","0.104747659318579","0.127133013066937"
"Yes","1985","no migration background","(2b) intermediate general qualification","32","0.0873727212667667","0.0598031366990926","0.114942305834441"
"Yes","1985","no migration background","(2a) intermediate vocational","149","0.121479627976772","0.103340487052154","0.13961876890139"
"Yes","1985","no migration background","(2c_gen) general maturity certificate","23","","",""
"Yes","1985","no migration background","(2c_voc) vocational maturity certificate","34","0.104562212213946","0.0696447900721431","0.139479634355749"
"Yes","1985","no migration background","(3a) lower tertiary education","25","","",""
"Yes","1985","no migration background","(3b) higher tertiary education","40","0.0945478815967259","0.0664988032168414","0.12259695997661"
"Yes","1985","direct migration background","(0) in school","1","","",""
"Yes","1985","direct migration background","(1a) inadequately completed","105","0.124743382334568","0.102371499252845","0.14711526541629"
"Yes","1985","direct migration background","(1b) general elementary school","118","0.131202411031996","0.108831983923409","0.153572838140584"
"Yes","1985","direct migration background","(1c) basic vocational qualification","62","0.0828691824310799","0.0615936516198405","0.104144713242319"
"Yes","1985","direct migration background","(2b) intermediate general qualification","5","","",""
"Yes","1985","direct migration background","(2a) intermediate vocational","7","","",""
"Yes","1985","direct migration background","(2c_gen) general maturity certificate","16","","",""
"Yes","1985","direct migration background","(2c_voc) vocational maturity certificate","13","","",""
"Yes","1985","direct migration background","(3a) lower tertiary education","1","","",""
"Yes","1985","direct migration background","(3b) higher tertiary education","6","","",""
"Yes","1985","indirect migration background","(0) in school","","","",""
"Yes","1985","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1985","indirect migration background","(1b) general elementary school","8","","",""
"Yes","1985","indirect migration background","(1c) basic vocational qualification","2","","",""
"Yes","1985","indirect migration background","(2b) intermediate general qualification","2","","",""
"Yes","1985","indirect migration background","(2a) intermediate vocational","3","","",""
"Yes","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1985","indirect migration background","(3b) higher tertiary education","","","",""
"No","1985","no migration background","(0) in school","142","0.922289173308989","0.880143154008112","0.964435192609866"
"No","1985","no migration background","(1a) inadequately completed","57","0.836789346702135","0.750828390164835","0.922750303239435"
"No","1985","no migration background","(1b) general elementary school","1501","0.872794837246142","0.856988189183485","0.888601485308799"
"No","1985","no migration background","(1c) basic vocational qualification","2777","0.884059663807242","0.872866986933063","0.895252340681421"
"No","1985","no migration background","(2b) intermediate general qualification","371","0.912627278733233","0.885057694165559","0.940196863300907"
"No","1985","no migration background","(2a) intermediate vocational","1097","0.878520372023228","0.86038123109861","0.896659512947846"
"No","1985","no migration background","(2c_gen) general maturity certificate","237","0.923566840836568","0.89127175165504","0.955861930018097"
"No","1985","no migration background","(2c_voc) vocational maturity certificate","261","0.895437787786054","0.860520365644251","0.930355209927857"
"No","1985","no migration background","(3a) lower tertiary education","200","0.880462916429026","0.838072889314189","0.922852943543862"
"No","1985","no migration background","(3b) higher tertiary education","378","0.905452118403274","0.87740304002339","0.933501196783159"
"No","1985","direct migration background","(0) in school","21","","",""
"No","1985","direct migration background","(1a) inadequately completed","733","0.875256617665432","0.85288473458371","0.897628500747155"
"No","1985","direct migration background","(1b) general elementary school","757","0.868797588968004","0.846427161859416","0.891168016076591"
"No","1985","direct migration background","(1c) basic vocational qualification","583","0.91713081756892","0.895855286757681","0.93840634838016"
"No","1985","direct migration background","(2b) intermediate general qualification","48","0.893707320482103","0.810729983740274","0.976684657223932"
"No","1985","direct migration background","(2a) intermediate vocational","78","0.923616666641666","0.867151084200185","0.980082249083148"
"No","1985","direct migration background","(2c_gen) general maturity certificate","96","0.861061854048117","0.79700479373938","0.925118914356853"
"No","1985","direct migration background","(2c_voc) vocational maturity certificate","107","0.893091215025539","0.837805609124179","0.9483768209269"
"No","1985","direct migration background","(3a) lower tertiary education","21","","",""
"No","1985","direct migration background","(3b) higher tertiary education","82","0.921275473031104","0.865008112981546","0.977542833080662"
"No","1985","indirect migration background","(0) in school","10","","",""
"No","1985","indirect migration background","(1a) inadequately completed","7","","",""
"No","1985","indirect migration background","(1b) general elementary school","33","0.767535611567775","0.638240041277423","0.896831181858126"
"No","1985","indirect migration background","(1c) basic vocational qualification","40","0.978022367691381","0.933683122960275","1.02236161242249"
"No","1985","indirect migration background","(2b) intermediate general qualification","17","","",""
"No","1985","indirect migration background","(2a) intermediate vocational","9","","",""
"No","1985","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"No","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"No","1985","indirect migration background","(3a) lower tertiary education","1","","",""
"No","1985","indirect migration background","(3b) higher tertiary education","3","","",""
"Yes","1986","no migration background","(0) in school","11","","",""
"Yes","1986","no migration background","(1a) inadequately completed","11","","",""
"Yes","1986","no migration background","(1b) general elementary school","185","0.120734126553784","0.104627783272426","0.136840469835142"
"Yes","1986","no migration background","(1c) basic vocational qualification","372","0.130928801587401","0.118758292041992","0.143099311132809"
"Yes","1986","no migration background","(2b) intermediate general qualification","40","0.126173586688876","0.0930489405825019","0.159298232795251"
"Yes","1986","no migration background","(2a) intermediate vocational","150","0.129228337543793","0.110335071425126","0.14812160366246"
"Yes","1986","no migration background","(2c_gen) general maturity certificate","28","","",""
"Yes","1986","no migration background","(2c_voc) vocational maturity certificate","23","","",""
"Yes","1986","no migration background","(3a) lower tertiary education","29","","",""
"Yes","1986","no migration background","(3b) higher tertiary education","34","0.0861568356241351","0.0590623951589587","0.113251276089311"
"Yes","1986","direct migration background","(0) in school","4","","",""
"Yes","1986","direct migration background","(1a) inadequately completed","112","0.160811646516188","0.134864404553852","0.186758888478524"
"Yes","1986","direct migration background","(1b) general elementary school","124","0.14132549146739","0.118097280752466","0.164553702182315"
"Yes","1986","direct migration background","(1c) basic vocational qualification","77","0.117835820637324","0.0925792547670192","0.143092386507629"
"Yes","1986","direct migration background","(2b) intermediate general qualification","12","","",""
"Yes","1986","direct migration background","(2a) intermediate vocational","7","","",""
"Yes","1986","direct migration background","(2c_gen) general maturity certificate","14","","",""
"Yes","1986","direct migration background","(2c_voc) vocational maturity certificate","22","","",""
"Yes","1986","direct migration background","(3a) lower tertiary education","4","","",""
"Yes","1986","direct migration background","(3b) higher tertiary education","6","","",""
"Yes","1986","indirect migration background","(0) in school","","","",""
"Yes","1986","indirect migration background","(1a) inadequately completed","2","","",""
"Yes","1986","indirect migration background","(1b) general elementary school","5","","",""
"Yes","1986","indirect migration background","(1c) basic vocational qualification","5","","",""
"Yes","1986","indirect migration background","(2b) intermediate general qualification","1","","",""
"Yes","1986","indirect migration background","(2a) intermediate vocational","4","","",""
"Yes","1986","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Yes","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1986","indirect migration background","(3b) higher tertiary education","1","","",""
"No","1986","no migration background","(0) in school","136","0.919419113320008","0.875418147585309","0.963420079054707"
"No","1986","no migration background","(1a) inadequately completed","61","0.867046989973368","0.788622401707536","0.9454715782392"
"No","1986","no migration background","(1b) general elementary school","1387","0.879265873446216","0.863159530164858","0.895372216727574"
"No","1986","no migration background","(1c) basic vocational qualification","2579","0.869071198412599","0.856900688867191","0.881241707958008"
"No","1986","no migration background","(2b) intermediate general qualification","346","0.873826413311124","0.840701767204749","0.906951059417498"
"No","1986","no migration background","(2a) intermediate vocational","1061","0.870771662456207","0.85187839633754","0.889664928574874"
"No","1986","no migration background","(2c_gen) general maturity certificate","258","0.902946355853198","0.868637836739263","0.937254874967132"
"No","1986","no migration background","(2c_voc) vocational maturity certificate","266","0.920544663990545","0.889364159590239","0.951725168390851"
"No","1986","no migration background","(3a) lower tertiary education","195","0.860859557036048","0.815536736897737","0.90618237717436"
"No","1986","no migration background","(3b) higher tertiary education","378","0.913843164375865","0.886748723910689","0.940937604841041"
"No","1986","direct migration background","(0) in school","27","","",""
"No","1986","direct migration background","(1a) inadequately completed","658","0.839188353483812","0.813241111521476","0.865135595446148"
"No","1986","direct migration background","(1b) general elementary school","740","0.85867450853261","0.835446297817685","0.881902719247534"
"No","1986","direct migration background","(1c) basic vocational qualification","549","0.882164179362676","0.856907613492371","0.907420745232981"
"No","1986","direct migration background","(2b) intermediate general qualification","50","0.76389039764607","0.658178322890423","0.869602472401716"
"No","1986","direct migration background","(2a) intermediate vocational","75","0.896442923212089","0.830496328052962","0.962389518371215"
"No","1986","direct migration background","(2c_gen) general maturity certificate","97","0.931007300218954","0.88385914390245","0.978155456535457"
"No","1986","direct migration background","(2c_voc) vocational maturity certificate","99","0.864608661049413","0.803646460080744","0.925570862018082"
"No","1986","direct migration background","(3a) lower tertiary education","18","","",""
"No","1986","direct migration background","(3b) higher tertiary education","82","0.922788446542195","0.867018661015397","0.978558232068993"
"No","1986","indirect migration background","(0) in school","11","","",""
"No","1986","indirect migration background","(1a) inadequately completed","7","","",""
"No","1986","indirect migration background","(1b) general elementary school","39","0.749488872037486","0.62145706989778","0.877520674177191"
"No","1986","indirect migration background","(1c) basic vocational qualification","38","0.884474819498294","0.788932687603105","0.980016951393483"
"No","1986","indirect migration background","(2b) intermediate general qualification","15","","",""
"No","1986","indirect migration background","(2a) intermediate vocational","11","","",""
"No","1986","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"No","1986","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"No","1986","indirect migration background","(3a) lower tertiary education","1","","",""
"No","1986","indirect migration background","(3b) higher tertiary education","2","","",""
"Yes","1987","no migration background","(0) in school","13","","",""
"Yes","1987","no migration background","(1a) inadequately completed","7","","",""
"Yes","1987","no migration background","(1b) general elementary school","204","0.138762117475813","0.12132572488521","0.156198510066416"
"Yes","1987","no migration background","(1c) basic vocational qualification","374","0.133893224848598","0.121531079933288","0.146255369763908"
"Yes","1987","no migration background","(2b) intermediate general qualification","33","0.100076888211121","0.0688590005314093","0.131294775890833"
"Yes","1987","no migration background","(2a) intermediate vocational","139","0.11485151254878","0.096967429235856","0.132735595861703"
"Yes","1987","no migration background","(2c_gen) general maturity certificate","17","","",""
"Yes","1987","no migration background","(2c_voc) vocational maturity certificate","32","0.121921409860447","0.0838006494315013","0.160042170289392"
"Yes","1987","no migration background","(3a) lower tertiary education","38","0.189492416080391","0.138171010776231","0.240813821384551"
"Yes","1987","no migration background","(3b) higher tertiary education","33","0.0893498993937717","0.061905935041617","0.116793863745926"
"Yes","1987","direct migration background","(0) in school","2","","",""
"Yes","1987","direct migration background","(1a) inadequately completed","93","0.121693873260851","0.0983116697771606","0.145076076744541"
"Yes","1987","direct migration background","(1b) general elementary school","111","0.154058971698581","0.130354909350309","0.177763034046853"
"Yes","1987","direct migration background","(1c) basic vocational qualification","62","0.117498637275764","0.0920281054772228","0.142969169074305"
"Yes","1987","direct migration background","(2b) intermediate general qualification","10","","",""
"Yes","1987","direct migration background","(2a) intermediate vocational","8","","",""
"Yes","1987","direct migration background","(2c_gen) general maturity certificate","16","","",""
"Yes","1987","direct migration background","(2c_voc) vocational maturity certificate","10","","",""
"Yes","1987","direct migration background","(3a) lower tertiary education","3","","",""
"Yes","1987","direct migration background","(3b) higher tertiary education","4","","",""
"Yes","1987","indirect migration background","(0) in school","","","",""
"Yes","1987","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1987","indirect migration background","(1b) general elementary school","3","","",""
"Yes","1987","indirect migration background","(1c) basic vocational qualification","7","","",""
"Yes","1987","indirect migration background","(2b) intermediate general qualification","","","",""
"Yes","1987","indirect migration background","(2a) intermediate vocational","2","","",""
"Yes","1987","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Yes","1987","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1987","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1987","indirect migration background","(3b) higher tertiary education","2","","",""
"No","1987","no migration background","(0) in school","138","0.910156146666037","0.864545969869187","0.955766323462887"
"No","1987","no migration background","(1a) inadequately completed","54","0.894958489577931","0.818016201229776","0.971900777926086"
"No","1987","no migration background","(1b) general elementary school","1306","0.861237882524187","0.843801489933584","0.87867427511479"
"No","1987","no migration background","(1c) basic vocational qualification","2541","0.866106775151402","0.853744630236092","0.878468920066712"
"No","1987","no migration background","(2b) intermediate general qualification","322","0.899923111788879","0.868705224109167","0.931140999468591"
"No","1987","no migration background","(2a) intermediate vocational","1082","0.88514848745122","0.867264404138297","0.903032570764144"
"No","1987","no migration background","(2c_gen) general maturity certificate","241","0.937416048677036","0.907860711385237","0.966971385968836"
"No","1987","no migration background","(2c_voc) vocational maturity certificate","251","0.878078590139554","0.839957829710608","0.916199350568499"
"No","1987","no migration background","(3a) lower tertiary education","186","0.810507583919609","0.759186178615449","0.861828989223769"
"No","1987","no migration background","(3b) higher tertiary education","382","0.910650100606228","0.883206136254073","0.938094064958383"
"No","1987","direct migration background","(0) in school","30","0.973095117122272","0.917033412168363","1.02915682207618"
"No","1987","direct migration background","(1a) inadequately completed","658","0.878306126739149","0.854923923255459","0.901688330222839"
"No","1987","direct migration background","(1b) general elementary school","780","0.845941028301419","0.822236965953147","0.869645090649691"
"No","1987","direct migration background","(1c) basic vocational qualification","552","0.882501362724236","0.857030830925695","0.907971894522777"
"No","1987","direct migration background","(2b) intermediate general qualification","50","0.832256835354594","0.737715100529637","0.92679857017955"
"No","1987","direct migration background","(2a) intermediate vocational","79","0.92707542428057","0.872438913744764","0.981711934816375"
"No","1987","direct migration background","(2c_gen) general maturity certificate","94","0.908397060029371","0.854490165380429","0.962303954678314"
"No","1987","direct migration background","(2c_voc) vocational maturity certificate","112","0.946209459227097","0.906176769224867","0.986242149229326"
"No","1987","direct migration background","(3a) lower tertiary education","21","","",""
"No","1987","direct migration background","(3b) higher tertiary education","72","0.954566267915706","0.907746037900856","1.00138649793056"
"No","1987","indirect migration background","(0) in school","9","","",""
"No","1987","indirect migration background","(1a) inadequately completed","11","","",""
"No","1987","indirect migration background","(1b) general elementary school","43","0.854768616751533","0.752950819706209","0.956586413796857"
"No","1987","indirect migration background","(1c) basic vocational qualification","43","0.963492000285582","0.911506627258686","1.01547737331248"
"No","1987","indirect migration background","(2b) intermediate general qualification","17","","",""
"No","1987","indirect migration background","(2a) intermediate vocational","15","","",""
"No","1987","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"No","1987","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"No","1987","indirect migration background","(3a) lower tertiary education","1","","",""
"No","1987","indirect migration background","(3b) higher tertiary education","1","","",""
"Yes","1988","no migration background","(0) in school","14","","",""
"Yes","1988","no migration background","(1a) inadequately completed","8","","",""
"Yes","1988","no migration background","(1b) general elementary school","214","0.154505656244819","0.135666956206264","0.173344356283373"
"Yes","1988","no migration background","(1c) basic vocational qualification","367","0.139161762642686","0.126270147010328","0.152053378275044"
"Yes","1988","no migration background","(2b) intermediate general qualification","35","0.0873721415248171","0.0573568902355867","0.117387392814048"
"Yes","1988","no migration background","(2a) intermediate vocational","132","0.111983417633933","0.093890856046757","0.130075979221108"
"Yes","1988","no migration background","(2c_gen) general maturity certificate","16","","",""
"Yes","1988","no migration background","(2c_voc) vocational maturity certificate","27","","",""
"Yes","1988","no migration background","(3a) lower tertiary education","20","","",""
"Yes","1988","no migration background","(3b) higher tertiary education","41","0.106208245134718","0.0760898134958927","0.136326676773543"
"Yes","1988","direct migration background","(0) in school","1","","",""
"Yes","1988","direct migration background","(1a) inadequately completed","89","0.118375563354536","0.0941656698389656","0.142585456870107"
"Yes","1988","direct migration background","(1b) general elementary school","100","0.114745931273745","0.0934572319300009","0.136034630617489"
"Yes","1988","direct migration background","(1c) basic vocational qualification","51","0.100343775593799","0.0761611051264749","0.124526446061124"
"Yes","1988","direct migration background","(2b) intermediate general qualification","10","","",""
"Yes","1988","direct migration background","(2a) intermediate vocational","8","","",""
"Yes","1988","direct migration background","(2c_gen) general maturity certificate","15","","",""
"Yes","1988","direct migration background","(2c_voc) vocational maturity certificate","15","","",""
"Yes","1988","direct migration background","(3a) lower tertiary education","","","",""
"Yes","1988","direct migration background","(3b) higher tertiary education","6","","",""
"Yes","1988","indirect migration background","(0) in school","2","","",""
"Yes","1988","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1988","indirect migration background","(1b) general elementary school","7","","",""
"Yes","1988","indirect migration background","(1c) basic vocational qualification","5","","",""
"Yes","1988","indirect migration background","(2b) intermediate general qualification","3","","",""
"Yes","1988","indirect migration background","(2a) intermediate vocational","2","","",""
"Yes","1988","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1988","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Yes","1988","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1988","indirect migration background","(3b) higher tertiary education","","","",""
"No","1988","no migration background","(0) in school","110","0.869776503514564","0.810540498659967","0.929012508369162"
"No","1988","no migration background","(1a) inadequately completed","49","0.877352316489672","0.792193944213613","0.962510688765731"
"No","1988","no migration background","(1b) general elementary school","1200","0.845494343755181","0.826655643716627","0.864333043793736"
"No","1988","no migration background","(1c) basic vocational qualification","2402","0.860838237357314","0.847946621724955","0.873729852989672"
"No","1988","no migration background","(2b) intermediate general qualification","305","0.912627858475183","0.882612607185952","0.942643109764413"
"No","1988","no migration background","(2a) intermediate vocational","1035","0.888016582366067","0.869924020778892","0.906109143953243"
"No","1988","no migration background","(2c_gen) general maturity certificate","218","0.944311707308591","0.914929812404091","0.973693602213091"
"No","1988","no migration background","(2c_voc) vocational maturity certificate","249","0.913508484940814","0.880346799525848","0.94667017035578"
"No","1988","no migration background","(3a) lower tertiary education","191","0.891991789164696","0.850110920810547","0.933872657518846"
"No","1988","no migration background","(3b) higher tertiary education","361","0.893791754865282","0.863673323226457","0.923910186504107"
"No","1988","direct migration background","(0) in school","19","","",""
"No","1988","direct migration background","(1a) inadequately completed","595","0.881624436645464","0.857414543129893","0.905834330161034"
"No","1988","direct migration background","(1b) general elementary school","761","0.885254068726255","0.863965369382511","0.906542768069999"
"No","1988","direct migration background","(1c) basic vocational qualification","542","0.899656224406201","0.875473553938876","0.923838894873525"
"No","1988","direct migration background","(2b) intermediate general qualification","49","0.801142817883937","0.699295945326365","0.902989690441509"
"No","1988","direct migration background","(2a) intermediate vocational","82","0.906650906675718","0.846547105600574","0.966754707750861"
"No","1988","direct migration background","(2c_gen) general maturity certificate","84","0.813130190790328","0.736344533187584","0.889915848393073"
"No","1988","direct migration background","(2c_voc) vocational maturity certificate","98","0.86411924110992","0.800939958694118","0.927298523525723"
"No","1988","direct migration background","(3a) lower tertiary education","21","","",""
"No","1988","direct migration background","(3b) higher tertiary education","57","0.872836388515653","0.790569387654257","0.955103389377048"
"No","1988","indirect migration background","(0) in school","16","","",""
"No","1988","indirect migration background","(1a) inadequately completed","11","","",""
"No","1988","indirect migration background","(1b) general elementary school","52","0.90892151172322","0.835505095131928","0.982337928314512"
"No","1988","indirect migration background","(1c) basic vocational qualification","52","0.898949263751937","0.820705813184105","0.977192714319768"
"No","1988","indirect migration background","(2b) intermediate general qualification","23","","",""
"No","1988","indirect migration background","(2a) intermediate vocational","17","","",""
"No","1988","indirect migration background","(2c_gen) general maturity certificate","16","","",""
"No","1988","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"No","1988","indirect migration background","(3a) lower tertiary education","1","","",""
"No","1988","indirect migration background","(3b) higher tertiary education","3","","",""
"Yes","1989","no migration background","(0) in school","7","","",""
"Yes","1989","no migration background","(1a) inadequately completed","8","","",""
"Yes","1989","no migration background","(1b) general elementary school","189","0.150688273629446","0.131337915069252","0.17003863218964"
"Yes","1989","no migration background","(1c) basic vocational qualification","340","0.129656928906703","0.116886258217954","0.142427599595453"
"Yes","1989","no migration background","(2b) intermediate general qualification","30","0.0936693970053385","0.0610766408241138","0.126262153186563"
"Yes","1989","no migration background","(2a) intermediate vocational","149","0.13063551021562","0.111158121027185","0.150112899404056"
"Yes","1989","no migration background","(2c_gen) general maturity certificate","22","","",""
"Yes","1989","no migration background","(2c_voc) vocational maturity certificate","27","","",""
"Yes","1989","no migration background","(3a) lower tertiary education","17","","",""
"Yes","1989","no migration background","(3b) higher tertiary education","34","0.0977817509805763","0.0686013494528897","0.126962152508263"
"Yes","1989","direct migration background","(0) in school","2","","",""
"Yes","1989","direct migration background","(1a) inadequately completed","90","0.125362200553389","0.0998473296451775","0.1508770714616"
"Yes","1989","direct migration background","(1b) general elementary school","104","0.118720503036021","0.096675252769772","0.14076575330227"
"Yes","1989","direct migration background","(1c) basic vocational qualification","49","0.1023861335614","0.077650357960983","0.127121909161817"
"Yes","1989","direct migration background","(2b) intermediate general qualification","6","","",""
"Yes","1989","direct migration background","(2a) intermediate vocational","10","","",""
"Yes","1989","direct migration background","(2c_gen) general maturity certificate","10","","",""
"Yes","1989","direct migration background","(2c_voc) vocational maturity certificate","12","","",""
"Yes","1989","direct migration background","(3a) lower tertiary education","","","",""
"Yes","1989","direct migration background","(3b) higher tertiary education","","","",""
"Yes","1989","indirect migration background","(0) in school","1","","",""
"Yes","1989","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1989","indirect migration background","(1b) general elementary school","10","","",""
"Yes","1989","indirect migration background","(1c) basic vocational qualification","5","","",""
"Yes","1989","indirect migration background","(2b) intermediate general qualification","3","","",""
"Yes","1989","indirect migration background","(2a) intermediate vocational","1","","",""
"Yes","1989","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1989","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Yes","1989","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1989","indirect migration background","(3b) higher tertiary education","","","",""
"No","1989","no migration background","(0) in school","113","0.939896896455085","0.897371729738721","0.982422063171449"
"No","1989","no migration background","(1a) inadequately completed","50","0.889259385648599","0.808498367151438","0.970020404145759"
"No","1989","no migration background","(1b) general elementary school","1124","0.849311726370554","0.82996136781036","0.868662084930748"
"No","1989","no migration background","(1c) basic vocational qualification","2318","0.870343071093297","0.857572400404547","0.883113741782046"
"No","1989","no migration background","(2b) intermediate general qualification","277","0.906330602994662","0.873737846813437","0.938923359175886"
"No","1989","no migration background","(2a) intermediate vocational","1001","0.86936448978438","0.849887100595944","0.888841878972815"
"No","1989","no migration background","(2c_gen) general maturity certificate","212","0.903132678920554","0.865235700410313","0.941029657430796"
"No","1989","no migration background","(2c_voc) vocational maturity certificate","261","0.909351693270174","0.87619298261427","0.942510403926079"
