"ple0053","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"No","1984","16-34 y.","4128","0.901638508403107","0.893027894579027","0.910249122227186","2"
"No","1984","66 and older","1084","0.849078516032242","0.82945250115898","0.868704530905504","2"
"No","1984","35-65 y.","5621","0.890887950310129","0.883209187611265","0.898566713008992","2"
"Yes","1984","16-34 y.","467","0.0983614915968933","0.0897508777728135","0.106972105420973","1"
"Yes","1984","35-65 y.","712","0.109112049689871","0.101433286991008","0.116790812388735","1"
"Yes","1984","66 and older","194","0.150921483967758","0.131295469094496","0.17054749884102","1"
"No","1985","66 and older","939","0.839659021661349","0.818102719990134","0.861215323332564","2"
"No","1985","16-34 y.","3708","0.895882978304892","0.886624354016945","0.90514160259284","2"
"No","1985","35-65 y.","5155","0.896374211357131","0.888512340359782","0.904236082354481","2"
"Yes","1985","16-34 y.","472","0.104117021695108","0.0948583974071601","0.113375645983055","1"
"Yes","1985","35-65 y.","618","0.103625788642868","0.0957639176455186","0.111487659640218","1"
"Yes","1985","66 and older","174","0.160340978338651","0.138784676667436","0.181897280009866","1"
"No","1986","66 and older","850","0.815611046106338","0.792008018599824","0.839214073612852","2"
"No","1986","16-34 y.","3612","0.888284281922723","0.87863354786459","0.897935015980857","2"
"No","1986","35-65 y.","4853","0.889264063608352","0.880958692738684","0.897569434478019","2"
"Yes","1986","16-34 y.","481","0.111715718077277","0.102064984019143","0.12136645213541","1"
"Yes","1986","35-65 y.","631","0.110735936391648","0.102430565521981","0.119041307261316","1"
"Yes","1986","66 and older","187","0.184388953893662","0.160785926387148","0.207991981400177","1"
"No","1987","66 and older","876","0.80082810609899","0.777009305251715","0.824646906946265","2"
"No","1987","16-34 y.","3556","0.883900202442663","0.874014728583802","0.893785676301524","2"
"No","1987","35-65 y.","4805","0.896612783582877","0.888466516561561","0.904759050604194","2"
"Yes","1987","16-34 y.","478","0.116099797557337","0.106214323698476","0.125985271416198","1"
"Yes","1987","35-65 y.","561","0.103387216417123","0.0952409493958061","0.111533483438439","1"
"Yes","1987","66 and older","204","0.19917189390101","0.175353093053735","0.222990694748285","1"
"No","1988","66 and older","858","0.816615903501604","0.793197887488226","0.840033919514981","2"
"No","1988","16-34 y.","3404","0.887043507323018","0.877046053843893","0.897040960802143","2"
"No","1988","35-65 y.","4519","0.886818029253395","0.878113651138435","0.895522407368355","2"
"Yes","1988","16-34 y.","447","0.112956492676982","0.102959039197857","0.122953946156107","1"
"Yes","1988","35-65 y.","570","0.113181970746605","0.104477592631645","0.121886348861565","1"
"Yes","1988","66 and older","191","0.183384096498396","0.159966080485019","0.206802112511774","1"
"No","1989","66 and older","836","0.808415473260005","0.784299333163115","0.832531613356895","2"
"No","1989","16-34 y.","3315","0.885654674974145","0.875489683537373","0.895819666410917","2"
"No","1989","35-65 y.","4375","0.895372530005914","0.886793013436621","0.903952046575208","2"
"Yes","1989","16-34 y.","450","0.114345325025855","0.104180333589083","0.124510316462627","1"
"Yes","1989","35-65 y.","514","0.104627469994086","0.096047953424792","0.113206986563379","1"
"Yes","1989","66 and older","187","0.191584526739995","0.167468386643105","0.215700666836885","1"
"No","1990","66 and older","","","","","2"
"No","1990","16-34 y.","","","","","2"
"No","1990","35-65 y.","","","","","2"
"Yes","1990","16-34 y.","","","","","1"
"Yes","1990","35-65 y.","","","","","1"
"Yes","1990","66 and older","","","","","1"
"No","1991","16-34 y.","3162","0.866010907176805","0.854911233421781","0.87711058093183","2"
"No","1991","66 and older","852","0.795010871745153","0.770788435058289","0.819233308432016","2"
"No","1991","35-65 y.","4241","0.891679708018284","0.882841572856346","0.900517843180221","2"
"Yes","1991","35-65 y.","509","0.108320291981716","0.0994821568197792","0.117158427143654","1"
"Yes","1991","66 and older","215","0.204989128254847","0.180766691567984","0.229211564941711","1"
"Yes","1991","16-34 y.","456","0.133989092823195","0.12288941906817","0.14508876657822","1"
"No","1992","16-34 y.","4424","0.886291230424359","0.877481348764144","0.895101112084574","2"
"No","1992","66 and older","1181","0.794838250693463","0.774159854368532","0.815516647018393","2"
"No","1992","35-65 y.","6236","0.901795313523556","0.894764925425842","0.90882570162127","2"
"Yes","1992","35-65 y.","647","0.098204686476444","0.0911742983787302","0.105235074574158","1"
"Yes","1992","66 and older","284","0.205161749306537","0.184483352981607","0.225840145631468","1"
"Yes","1992","16-34 y.","564","0.113708769575641","0.104898887915426","0.122518651235856","1"
"No","1993","16-34 y.","","","","","2"
"No","1993","66 and older","","","","","2"
"No","1993","35-65 y.","","","","","2"
"Yes","1993","35-65 y.","","","","","1"
"Yes","1993","66 and older","","","","","1"
"Yes","1993","16-34 y.","","","","","1"
"No","1994","16-34 y.","4307","0.897405911693886","0.888829186544705","0.905982636843066","2"
"No","1994","66 and older","1187","0.7563322674068","0.734700901057807","0.777963633755793","2"
"No","1994","35-65 y.","5900","0.889077060062084","0.881490995199252","0.896663124924917","2"
"Yes","1994","35-65 y.","683","0.110922939937916","0.103336875075083","0.118509004800748","1"
"Yes","1994","66 and older","326","0.2436677325932","0.222036366244207","0.265299098942193","1"
"Yes","1994","16-34 y.","501","0.102594088306114","0.0940173631569338","0.111170813455295","1"
"No","1995","16-34 y.","4409","0.891834612805229","0.883174431575004","0.900494794035454","2"
"No","1995","66 and older","1243","0.795129952369373","0.775017676139838","0.815242228598908","2"
"No","1995","35-65 y.","6068","0.889569584153979","0.882127180640618","0.89701198766734","2"
"Yes","1995","35-65 y.","745","0.110430415846021","0.10298801233266","0.117872819359382","1"
"Yes","1995","66 and older","304","0.204870047630627","0.184757771401092","0.224982323860162","1"
"Yes","1995","16-34 y.","532","0.108165387194771","0.0995052059645459","0.116825568424996","1"
"No","1996","16-34 y.","4273","0.90013495546805","0.891626524784058","0.908643386152043","2"
"No","1996","66 and older","1243","0.782951879475366","0.762560631077926","0.803343127872805","2"
"No","1996","35-65 y.","5961","0.887447305114179","0.879902723448622","0.894991886779737","2"
"Yes","1996","35-65 y.","780","0.112552694885821","0.105008113220263","0.120097276551378","1"
"Yes","1996","66 and older","327","0.217048120524634","0.196656872127195","0.237439368922074","1"
"Yes","1996","16-34 y.","497","0.0998650445319496","0.0913566138479569","0.108373475215942","1"
"No","1997","66 and older","1288","0.797936166281028","0.77829175844897","0.817580574113086","2"
"No","1997","16-34 y.","4115","0.890841965793454","0.881845116925207","0.899838814661701","2"
"No","1997","35-65 y.","5899","0.887343304379379","0.879740211297845","0.894946397460913","2"
"Yes","1997","35-65 y.","744","0.112656695620621","0.105053602539087","0.120259788702155","1"
"Yes","1997","66 and older","317","0.202063833718972","0.182419425886914","0.22170824155103","1"
"Yes","1997","16-34 y.","500","0.109158034206546","0.100161185338299","0.118154883074793","1"
"No","1998","66 and older","1513","0.799284838764973","0.781212971927859","0.817356705602086","2"
"No","1998","16-34 y.","4345","0.8881224259962","0.879278479256252","0.896966372736147","2"
"No","1998","35-65 y.","6700","0.889221746488029","0.882137482887582","0.896306010088476","2"
"Yes","1998","35-65 y.","840","0.110778253511971","0.103693989911524","0.117862517112418","1"
"Yes","1998","16-34 y.","535","0.1118775740038","0.103033627263853","0.120721520743748","1"
"Yes","1998","66 and older","374","0.200715161235027","0.182643294397914","0.218787028072141","1"
"No","1999","66 and older","1466","0.789524892315587","0.770858145367399","0.808191639263775","2"
"No","1999","16-34 y.","4146","0.895253115440794","0.886418132480315","0.904088098401272","2"
"No","1999","35-65 y.","6446","0.880797242323193","0.873364688869932","0.888229795776453","2"
"Yes","1999","35-65 y.","855","0.119202757676807","0.111770204223547","0.126635311130068","1"
"Yes","1999","16-34 y.","469","0.104746884559206","0.0959119015987276","0.113581867519684","1"
"Yes","1999","66 and older","366","0.210475107684413","0.191808360736225","0.229141854632601","1"
"No","2000","66 and older","2929","0.806221931695972","0.793372749164235","0.819071114227709","2"
"No","2000","16-34 y.","6377","0.901153011917714","0.894221984633292","0.908084039202137","2"
"No","2000","35-65 y.","12027","0.894125582323519","0.888926420946789","0.899324743700249","2"
"Yes","2000","35-65 y.","1426","0.105874417676481","0.100675256299751","0.111073579053211","1"
"Yes","2000","16-34 y.","746","0.0988469880822859","0.0919159607978631","0.105778015366709","1"
"Yes","2000","66 and older","706","0.193778068304028","0.180928885772291","0.206627250835765","1"
"No","2001","66 and older","2759","0.801861543853934","0.788526067559497","0.815197020148371","2"
"No","2001","16-34 y.","5643","0.904419363679563","0.897149941568871","0.911688785790254","2"
"No","2001","35-65 y.","10949","0.889591028132343","0.884047558707847","0.895134497556839","2"
"Yes","2001","35-65 y.","1329","0.110408971867657","0.104865502443161","0.115952441292153","1"
"Yes","2001","16-34 y.","641","0.0955806363204372","0.0883112142097456","0.102850058431129","1"
"Yes","2001","66 and older","673","0.198138456146067","0.184802979851629","0.211473932440504","1"
"No","2002","16-34 y.","5602","0.907045816358009","0.899801720055926","0.914289912660093","2"
"No","2002","66 and older","2876","0.787076054716128","0.7737606132779","0.800391496154355","2"
"No","2002","35-65 y.","11907","0.893216579318265","0.887969250075369","0.898463908561161","2"
"Yes","2002","35-65 y.","1400","0.106783420681735","0.101536091438839","0.11203074992463","1"
"Yes","2002","66 and older","755","0.212923945283872","0.199608503845645","0.2262393867221","1"
"Yes","2002","16-34 y.","570","0.0929541836419905","0.0857100873399069","0.100198279944074","1"
"No","2003","16-34 y.","5284","0.901388214194161","0.893756739060973","0.90901968932735","2"
"No","2003","66 and older","2992","0.808593940624236","0.795900539912307","0.821287341336166","2"
"No","2003","35-65 y.","11296","0.888884750485505","0.883410729006771","0.894358771964238","2"
"Yes","2003","35-65 y.","1366","0.111115249514495","0.105641228035762","0.116589270993229","1"
"Yes","2003","66 and older","698","0.191406059375764","0.178712658663834","0.204099460087693","1"
"Yes","2003","16-34 y.","579","0.0986117858058386","0.0909803106726502","0.106243260939027","1"
"No","2004","16-34 y.","5122","0.918466331471507","0.911313727798087","0.925618935144928","2"
"No","2004","66 and older","3017","0.772617825192375","0.759303559403041","0.785932090981709","2"
"No","2004","35-65 y.","10926","0.891040333132006","0.885520109290239","0.896560556973773","2"
"Yes","2004","35-65 y.","1313","0.108959666867994","0.103439443026227","0.114479890709761","1"
"Yes","2004","66 and older","790","0.227382174807625","0.214067909018292","0.240696440596959","1"
"Yes","2004","16-34 y.","501","0.0815336685284925","0.0743810648550717","0.0886862722019134","1"
"No","2005","16-34 y.","4889","0.914651198842287","0.907143294313432","0.922159103371143","2"
"No","2005","66 and older","3077","0.801900605397728","0.789243207012229","0.814558003783228","2"
"No","2005","35-65 y.","10462","0.896695853433091","0.891159632170289","0.902232074695892","2"
"Yes","2005","35-65 y.","1148","0.103304146566909","0.0977679253041075","0.108840367829711","1"
"Yes","2005","66 and older","732","0.198099394602272","0.185441996216772","0.210756792987771","1"
"Yes","2005","16-34 y.","431","0.0853488011577129","0.0778408966288573","0.0928567056865685","1"
"No","2006","66 and older","3553","0.777218248688854","0.765034752818652","0.789401744559057","2"
"No","2006","16-34 y.","4713","0.913548889137156","0.905867615425565","0.921230162848748","2"
"No","2006","35-65 y.","11193","0.897834261954075","0.892507381029787","0.903161142878364","2"
"Yes","2006","35-65 y.","1225","0.102165738045925","0.0968388571216358","0.107492618970214","1"
"Yes","2006","66 and older","928","0.222781751311146","0.210598255440943","0.234965247181348","1"
"Yes","2006","16-34 y.","429","0.0864511108628435","0.0787698371512521","0.0941323845744349","1"
"No","2007","66 and older","3470","0.782111899281321","0.76990045494257","0.794323343620071","2"
"No","2007","16-34 y.","4312","0.910134634777529","0.901969781896844","0.918299487658214","2"
"No","2007","35-65 y.","10327","0.900698002058113","0.895222972326462","0.906173031789764","2"
