"ple0053","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","1985","in school","Urban Area","12","","",""
"Yes","1985","in school","Rural Area","2","","",""
"Yes","1985","inadequately","Urban Area","88","0.124988906959807","0.101177694970622","0.148800118948992"
"Yes","1985","inadequately","Rural Area","19","","",""
"Yes","1985","general elemantary","Urban Area","286","0.122755987851888","0.109491107852859","0.136020867850917"
"Yes","1985","general elemantary","Rural Area","82","0.117922713484633","0.0943321714061243","0.141513255563143"
"Yes","1985","middle vocational","Urban Area","451","0.109630607906452","0.100039207413884","0.11922200839902"
"Yes","1985","middle vocational","Rural Area","135","0.124047241110493","0.104690181259649","0.143404300961336"
"Yes","1985","vocational + Abi","Urban Area","20","","",""
"Yes","1985","vocational + Abi","Rural Area","6","","",""
"Yes","1985","higher vocational","Urban Area","59","0.11423334407159","0.0860972728923965","0.142369415250784"
"Yes","1985","higher vocational","Rural Area","21","","",""
"Yes","1985","higher education","Urban Area","61","0.0973359429520804","0.0743714003814995","0.120300485522661"
"Yes","1985","higher education","Rural Area","11","","",""
"No","1985","in school","Urban Area","139","0.921694323227343","0.87884443460742","0.964544211847265"
"No","1985","in school","Rural Area","34","0.940472194514224","0.863181046703184","1.01776334232526"
"No","1985","inadequately","Urban Area","653","0.875011093040193","0.851199881051008","0.898822305029378"
"No","1985","inadequately","Rural Area","88","0.834527865116855","0.764117100831666","0.904938629402044"
"No","1985","general elemantary","Urban Area","2065","0.877244012148112","0.863979132149083","0.890508892147141"
"No","1985","general elemantary","Rural Area","636","0.882077286515367","0.858486744436857","0.905667828593876"
"No","1985","middle vocational","Urban Area","3625","0.890369392093548","0.88077799160098","0.899960792586115"
"No","1985","middle vocational","Rural Area","979","0.875952758889507","0.856595699038664","0.895309818740351"
"No","1985","vocational + Abi","Urban Area","216","0.940980724688208","0.910914466021665","0.971046983354752"
"No","1985","vocational + Abi","Rural Area","38","0.859255220321865","0.756501160426305","0.962009280217424"
"No","1985","higher vocational","Urban Area","432","0.88576665592841","0.857630584749216","0.913902727107603"
"No","1985","higher vocational","Rural Area","108","0.836425410051223","0.772595421729578","0.900255398372868"
"No","1985","higher education","Urban Area","579","0.90266405704792","0.879699514477339","0.925628599618501"
"No","1985","higher education","Rural Area","106","0.895684575288485","0.840297686172619","0.951071464404351"
"Yes","1986","in school","Urban Area","12","","",""
"Yes","1986","in school","Rural Area","3","","",""
"Yes","1986","inadequately","Urban Area","93","0.133501775758416","0.108013092532709","0.158990458984123"
"Yes","1986","inadequately","Rural Area","18","","",""
"Yes","1986","general elemantary","Urban Area","279","0.125756460970009","0.112000771440831","0.139512150499188"
"Yes","1986","general elemantary","Rural Area","86","0.126857765374261","0.101916351641028","0.151799179107493"
"Yes","1986","middle vocational","Urban Area","491","0.129751043904145","0.119257255897378","0.140244831910913"
"Yes","1986","middle vocational","Rural Area","127","0.121589652723416","0.101943455964015","0.141235849482817"
"Yes","1986","vocational + Abi","Urban Area","30","0.0964301378648617","0.0583648285325121","0.134495447197211"
"Yes","1986","vocational + Abi","Rural Area","1","","",""
"Yes","1986","higher vocational","Urban Area","57","0.123983200041601","0.0938665395317966","0.154099860551405"
"Yes","1986","higher vocational","Rural Area","16","","",""
"Yes","1986","higher education","Urban Area","63","0.104960178568857","0.0810263996103883","0.128893957527326"
"Yes","1986","higher education","Rural Area","11","","",""
"No","1986","in school","Urban Area","153","0.920518948440174","0.879247065087287","0.961790831793061"
"No","1986","in school","Rural Area","20","","",""
"No","1986","inadequately","Urban Area","591","0.866498224241584","0.841009541015877","0.89198690746729"
"No","1986","inadequately","Rural Area","86","0.86026136717143","0.793625987542093","0.926896746800766"
"No","1986","general elemantary","Urban Area","1953","0.874243539029991","0.860487849500812","0.887999228559169"
"No","1986","general elemantary","Rural Area","598","0.873142234625739","0.848200820892507","0.898083648358972"
"No","1986","middle vocational","Urban Area","3448","0.870248956095855","0.859755168089087","0.880742744102622"
"No","1986","middle vocational","Rural Area","936","0.878410347276584","0.858764150517183","0.898056544035985"
"No","1986","vocational + Abi","Urban Area","201","0.903569862135138","0.865504552802789","0.941635171467488"
