"ple0053","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1984","Couple + C. LE and GT 16","(1a) inadequately completed","30","0.099226546428007","0.0610025680036472","0.137450524852367"
"Yes","1984","Couple + C. LE and GT 16","(1b) general elementary school","49","0.111112498357468","0.0827606127475698","0.139464383967367"
"Yes","1984","Couple + C. LE and GT 16","(1c) basic vocational qualification","52","0.0970942841444349","0.0715965702082459","0.122591998080624"
"Yes","1984","Couple + C. LE and GT 16","(2b) intermediate general qualification","9","","",""
"Yes","1984","Couple + C. LE and GT 16","(2a) intermediate vocational","9","","",""
"Yes","1984","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","8","","",""
"Yes","1984","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","6","","",""
"Yes","1984","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","1984","Couple + C. LE and GT 16","(3b) higher tertiary education","6","","",""
"No","1984","1-pers.-HH","(0) in school","1","","",""
"No","1984","1-pers.-HH","(1a) inadequately completed","70","0.873166532026842","0.800694396995555","0.945638667058129"
"No","1984","1-pers.-HH","(1b) general elementary school","304","0.837226021358723","0.799197656311035","0.875254386406411"
"No","1984","1-pers.-HH","(1c) basic vocational qualification","344","0.845243807489038","0.810063462727559","0.880424152250518"
"No","1984","1-pers.-HH","(2b) intermediate general qualification","27","","",""
"No","1984","1-pers.-HH","(2a) intermediate vocational","183","0.917522537423882","0.879301931402178","0.955743143445585"
"No","1984","1-pers.-HH","(2c_gen) general maturity certificate","53","0.975569438240332","0.93439316557572","1.01674571090494"
"No","1984","1-pers.-HH","(2c_voc) vocational maturity certificate","64","0.903499475584521","0.83576411453037","0.971234836638671"
"No","1984","1-pers.-HH","(3a) lower tertiary education","27","","",""
"No","1984","1-pers.-HH","(3b) higher tertiary education","80","0.942401669129961","0.89287243635951","0.991930901900412"
"No","1984","(Married) couple without C. ","(0) in school","1","","",""
"No","1984","(Married) couple without C. ","(1a) inadequately completed","129","0.894673297334763","0.844360142026758","0.944986452642768"
"No","1984","(Married) couple without C. ","(1b) general elementary school","577","0.882109083181977","0.857337206101304","0.90688096026265"
"No","1984","(Married) couple without C. ","(1c) basic vocational qualification","973","0.87002044448871","0.850228677433217","0.889812211544202"
"No","1984","(Married) couple without C. ","(2b) intermediate general qualification","44","0.874248377638808","0.781410700217924","0.967086055059691"
"No","1984","(Married) couple without C. ","(2a) intermediate vocational","317","0.892605487532084","0.860352698069077","0.924858276995091"
"No","1984","(Married) couple without C. ","(2c_gen) general maturity certificate","48","0.969904914632468","0.922548865919955","1.01726096334498"
"No","1984","(Married) couple without C. ","(2c_voc) vocational maturity certificate","115","0.914649183920588","0.866055777415097","0.963242590426079"
"No","1984","(Married) couple without C. ","(3a) lower tertiary education","80","0.919644823180089","0.862522552809613","0.976767093550565"
"No","1984","(Married) couple without C. ","(3b) higher tertiary education","107","0.924235028221014","0.876079678482081","0.972390377959946"
"No","1984","Single parent ","(0) in school","16","","",""
"No","1984","Single parent ","(1a) inadequately completed","39","0.873783659138348","0.778841541538814","0.968725776737882"
"No","1984","Single parent ","(1b) general elementary school","151","0.893528660349552","0.846607942280344","0.940449378418759"
"No","1984","Single parent ","(1c) basic vocational qualification","172","0.903501267444254","0.861516043092295","0.945486491796214"
"No","1984","Single parent ","(2b) intermediate general qualification","35","0.889514992781623","0.791126547502605","0.987903438060641"
"No","1984","Single parent ","(2a) intermediate vocational","54","0.922289935418546","0.853391959427217","0.991187911409874"
"No","1984","Single parent ","(2c_gen) general maturity certificate","28","","",""
"No","1984","Single parent ","(2c_voc) vocational maturity certificate","12","","",""
"No","1984","Single parent ","(3a) lower tertiary education","3","","",""
"No","1984","Single parent ","(3b) higher tertiary education","12","","",""
"No","1984","Couple + C. LE 16 ","(0) in school","1","","",""
"No","1984","Couple + C. LE 16 ","(1a) inadequately completed","314","0.865430378710464","0.83017816261303","0.900682594807897"
"No","1984","Couple + C. LE 16 ","(1b) general elementary school","548","0.887564304646597","0.862778226470813","0.91235038282238"
"No","1984","Couple + C. LE 16 ","(1c) basic vocational qualification","1024","0.872407530448918","0.853298358516445","0.891516702381391"
"No","1984","Couple + C. LE 16 ","(2b) intermediate general qualification","38","0.832096317735139","0.722887238739691","0.941305396730587"
"No","1984","Couple + C. LE 16 ","(2a) intermediate vocational","333","0.857918171596935","0.823312130888953","0.892524212304918"
"No","1984","Couple + C. LE 16 ","(2c_gen) general maturity certificate","47","0.834779307906971","0.737510826900748","0.932047788913195"
"No","1984","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","102","0.853402652318429","0.790894654850905","0.915910649785953"
"No","1984","Couple + C. LE 16 ","(3a) lower tertiary education","71","0.937505682190487","0.883441461331264","0.99156990304971"
"No","1984","Couple + C. LE 16 ","(3b) higher tertiary education","173","0.900627407357309","0.857863728813459","0.943391085901159"
"No","1984","Couple + C. GT 16 ","(0) in school","76","0.970915319299733","0.933859418736442","1.00797121986302"
"No","1984","Couple + C. GT 16 ","(1a) inadequately completed","137","0.929537987400468","0.889632681823099","0.969443292977837"
"No","1984","Couple + C. GT 16 ","(1b) general elementary school","397","0.889762522064785","0.860761669012487","0.918763375117082"
"No","1984","Couple + C. GT 16 ","(1c) basic vocational qualification","601","0.900753241064812","0.878096569170749","0.923409912958875"
"No","1984","Couple + C. GT 16 ","(2b) intermediate general qualification","131","0.893969646495172","0.843684081253908","0.944255211736435"
"No","1984","Couple + C. GT 16 ","(2a) intermediate vocational","200","0.919305644226396","0.883150392728297","0.955460895724495"
"No","1984","Couple + C. GT 16 ","(2c_gen) general maturity certificate","105","0.940597412427857","0.896623898342507","0.984570926513206"
"No","1984","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","47","0.925504681681883","0.854137225130685","0.996872138233081"
"No","1984","Couple + C. GT 16 ","(3a) lower tertiary education","34","0.904880551025598","0.810348839981923","0.999412262069272"
"No","1984","Couple + C. GT 16 ","(3b) higher tertiary education","60","1","1","1"
"No","1984","Couple + C. LE and GT 16","(0) in school","75","0.970668865964871","0.933223268283304","1.00811446364644"
"No","1984","Couple + C. LE and GT 16","(1a) inadequately completed","205","0.900773453571993","0.862549475147633","0.938997431996353"
"No","1984","Couple + C. LE and GT 16","(1b) general elementary school","423","0.888887501642532","0.860535616032633","0.91723938725243"
"No","1984","Couple + C. LE and GT 16","(1c) basic vocational qualification","466","0.902905715855565","0.877408001919376","0.928403429791754"
"No","1984","Couple + C. LE and GT 16","(2b) intermediate general qualification","118","0.924630713005243","0.878718567143354","0.970542858867132"
"No","1984","Couple + C. LE and GT 16","(2a) intermediate vocational","118","0.936180008605168","0.893668718718146","0.97869129849219"
"No","1984","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","50","0.905969920742431","0.83085531627008","0.981084525214782"
"No","1984","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","22","","",""
"No","1984","Couple + C. LE and GT 16","(3a) lower tertiary education","18","","",""
"No","1984","Couple + C. LE and GT 16","(3b) higher tertiary education","35","0.824306355672101","0.707819073530734","0.940793637813469"
"Yes","1985","1-pers.-HH","(0) in school","","","",""
"Yes","1985","1-pers.-HH","(1a) inadequately completed","5","","",""
"Yes","1985","1-pers.-HH","(1b) general elementary school","55","0.182072464418697","0.138548928654618","0.225596000182775"
"Yes","1985","1-pers.-HH","(1c) basic vocational qualification","39","0.121789962471467","0.0875763068707141","0.156003618072219"
"Yes","1985","1-pers.-HH","(2b) intermediate general qualification","6","","",""
"Yes","1985","1-pers.-HH","(2a) intermediate vocational","22","","",""
"Yes","1985","1-pers.-HH","(2c_gen) general maturity certificate","3","","",""
"Yes","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","4","","",""
"Yes","1985","1-pers.-HH","(3a) lower tertiary education","1","","",""
"Yes","1985","1-pers.-HH","(3b) higher tertiary education","3","","",""
"Yes","1985","(Married) couple without C. ","(0) in school","","","",""
"Yes","1985","(Married) couple without C. ","(1a) inadequately completed","12","","",""
"Yes","1985","(Married) couple without C. ","(1b) general elementary school","64","0.114363710227587","0.088075215831812","0.140652204623361"
"Yes","1985","(Married) couple without C. ","(1c) basic vocational qualification","107","0.107867593533617","0.0887645079676311","0.126970679099602"
"Yes","1985","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"Yes","1985","(Married) couple without C. ","(2a) intermediate vocational","43","0.129361126686714","0.0939483920327907","0.164773861340637"
"Yes","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","2","","",""
"Yes","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","13","","",""
"Yes","1985","(Married) couple without C. ","(3a) lower tertiary education","12","","",""
"Yes","1985","(Married) couple without C. ","(3b) higher tertiary education","9","","",""
"Yes","1985","Single parent ","(0) in school","3","","",""
"Yes","1985","Single parent ","(1a) inadequately completed","5","","",""
"Yes","1985","Single parent ","(1b) general elementary school","19","","",""
"Yes","1985","Single parent ","(1c) basic vocational qualification","11","","",""
"Yes","1985","Single parent ","(2b) intermediate general qualification","3","","",""
"Yes","1985","Single parent ","(2a) intermediate vocational","3","","",""
"Yes","1985","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Yes","1985","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"Yes","1985","Single parent ","(3a) lower tertiary education","","","",""
"Yes","1985","Single parent ","(3b) higher tertiary education","1","","",""
"Yes","1985","Couple + C. LE 16 ","(0) in school","1","","",""
"Yes","1985","Couple + C. LE 16 ","(1a) inadequately completed","43","0.171045579562264","0.127252027255079","0.214839131869449"
"Yes","1985","Couple + C. LE 16 ","(1b) general elementary school","68","0.125333803315002","0.0969033024985666","0.153764304131437"
"Yes","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","146","0.142078413440771","0.120642161822828","0.163514665058714"
"Yes","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","6","","",""
"Yes","1985","Couple + C. LE 16 ","(2a) intermediate vocational","54","0.139293472689756","0.103868625130767","0.174718320248745"
"Yes","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","11","","",""
"Yes","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","20","","",""
"Yes","1985","Couple + C. LE 16 ","(3a) lower tertiary education","5","","",""
"Yes","1985","Couple + C. LE 16 ","(3b) higher tertiary education","20","","",""
"Yes","1985","Couple + C. GT 16 ","(0) in school","6","","",""
"Yes","1985","Couple + C. GT 16 ","(1a) inadequately completed","17","","",""
"Yes","1985","Couple + C. GT 16 ","(1b) general elementary school","55","0.103316883816898","0.0753497771845061","0.13128399044929"
"Yes","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","60","0.0967524807666329","0.0740785955497821","0.119426365983484"
"Yes","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","8","","",""
"Yes","1985","Couple + C. GT 16 ","(2a) intermediate vocational","18","","",""
"Yes","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","11","","",""
"Yes","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","5","","",""
"Yes","1985","Couple + C. GT 16 ","(3a) lower tertiary education","4","","",""
"Yes","1985","Couple + C. GT 16 ","(3b) higher tertiary education","5","","",""
"Yes","1985","Couple + C. LE and GT 16","(0) in school","4","","",""
"Yes","1985","Couple + C. LE and GT 16","(1a) inadequately completed","30","0.119541088839871","0.0758700713291208","0.163212106350621"
"Yes","1985","Couple + C. LE and GT 16","(1b) general elementary school","40","0.0954170422694006","0.0664077485084379","0.124426336030363"
"Yes","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","45","0.104801760684049","0.0761494448304683","0.13345407653763"
"Yes","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","6","","",""
"Yes","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","7","","",""
"Yes","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","4","","",""
"Yes","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Yes","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","4","","",""
"No","1985","1-pers.-HH","(0) in school","","","",""
"No","1985","1-pers.-HH","(1a) inadequately completed","58","0.909273533459334","0.838349718203554","0.980197348715114"
"No","1985","1-pers.-HH","(1b) general elementary school","247","0.817927535581303","0.774403999817225","0.861451071345382"
"No","1985","1-pers.-HH","(1c) basic vocational qualification","312","0.878210037528533","0.84399638192778","0.912423693129286"
"No","1985","1-pers.-HH","(2b) intermediate general qualification","30","0.800505864381408","0.669965696662336","0.93104603210048"
"No","1985","1-pers.-HH","(2a) intermediate vocational","163","0.871879014898803","0.823717462867094","0.920040566930513"
"No","1985","1-pers.-HH","(2c_gen) general maturity certificate","51","0.960171852099538","0.908013873497176","1.0123298307019"
"No","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","68","0.957250033699654","0.910523622521969","1.00397644487734"
"No","1985","1-pers.-HH","(3a) lower tertiary education","27","","",""
"No","1985","1-pers.-HH","(3b) higher tertiary education","75","0.949202345490587","0.900471716058209","0.997932974922965"
"No","1985","(Married) couple without C. ","(0) in school","","","",""
"No","1985","(Married) couple without C. ","(1a) inadequately completed","97","0.876131401171035","0.814287044303257","0.937975758038812"
"No","1985","(Married) couple without C. ","(1b) general elementary school","499","0.885636289772413","0.859347795376639","0.911924784168188"
"No","1985","(Married) couple without C. ","(1c) basic vocational qualification","906","0.892132406466383","0.873029320900398","0.911235492032369"
"No","1985","(Married) couple without C. ","(2b) intermediate general qualification","34","0.937654101499447","0.858673195085463","1.01663500791343"
"No","1985","(Married) couple without C. ","(2a) intermediate vocational","302","0.870638873313286","0.835226138659363","0.906051607967209"
"No","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","40","0.956832937588551","0.89536937183426","1.01829650334284"
"No","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","99","0.903699558528205","0.849065274792148","0.958333842264262"
"No","1985","(Married) couple without C. ","(3a) lower tertiary education","69","0.833816777939358","0.752751573187842","0.914881982690875"
"No","1985","(Married) couple without C. ","(3b) higher tertiary education","105","0.91620210659924","0.8653384171629","0.96706579603558"
"No","1985","Single parent ","(0) in school","16","","",""
"No","1985","Single parent ","(1a) inadequately completed","33","0.882630570452672","0.7802957876101","0.984965353295244"
"No","1985","Single parent ","(1b) general elementary school","135","0.880611583464251","0.829400846753858","0.931822320174645"
"No","1985","Single parent ","(1c) basic vocational qualification","154","0.934835887300631","0.897176083767181","0.972495690834082"
"No","1985","Single parent ","(2b) intermediate general qualification","43","0.953368921896342","0.892438049167836","1.01429979462485"
"No","1985","Single parent ","(2a) intermediate vocational","51","0.938859021915188","0.87495655942775","1.00276148440263"
"No","1985","Single parent ","(2c_gen) general maturity certificate","29","","",""
"No","1985","Single parent ","(2c_voc) vocational maturity certificate","13","","",""
"No","1985","Single parent ","(3a) lower tertiary education","2","","",""
"No","1985","Single parent ","(3b) higher tertiary education","12","","",""
"No","1985","Couple + C. LE 16 ","(0) in school","","","",""
"No","1985","Couple + C. LE 16 ","(1a) inadequately completed","241","0.828954420437736","0.785160868130551","0.872747972744921"
"No","1985","Couple + C. LE 16 ","(1b) general elementary school","453","0.874666196684998","0.846235695868563","0.903096697501433"
"No","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","873","0.857921586559229","0.836485334941286","0.879357838177172"
"No","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","32","0.871257545237207","0.764772048379391","0.977743042095023"
"No","1985","Couple + C. LE 16 ","(2a) intermediate vocational","313","0.860706527310244","0.825281679751255","0.896131374869233"
"No","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","36","0.700036147935314","0.569029342605806","0.831042953264822"
"No","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","90","0.76899503922407","0.690231690813416","0.847758387634725"
"No","1985","Couple + C. LE 16 ","(3a) lower tertiary education","69","0.928682177703393","0.870046111916702","0.987318243490084"
"No","1985","Couple + C. LE 16 ","(3b) higher tertiary education","153","0.876475663608256","0.827444608940358","0.925506718276155"
"No","1985","Couple + C. GT 16 ","(0) in school","75","0.930635290840401","0.875304786970584","0.985965794710218"
"No","1985","Couple + C. GT 16 ","(1a) inadequately completed","124","0.851287178921121","0.79255842488608","0.910015932956161"
"No","1985","Couple + C. GT 16 ","(1b) general elementary school","400","0.896683116183102","0.86871600955071","0.924650222815494"
"No","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","593","0.903247519233367","0.880573634016516","0.925921404450218"
"No","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","157","0.944591984240096","0.909684821903055","0.979499146577138"
"No","1985","Couple + C. GT 16 ","(2a) intermediate vocational","211","0.925061794766323","0.89096077503013","0.959162814502516"
"No","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","103","0.916680975954469","0.86594957428739","0.967412377621549"
"No","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","46","0.882919293393626","0.794679156353312","0.971159430433939"
"No","1985","Couple + C. GT 16 ","(3a) lower tertiary education","33","0.884086115406481","0.780937775142296","0.987234455670666"
"No","1985","Couple + C. GT 16 ","(3b) higher tertiary education","67","0.924379414575581","0.863309544914688","0.985449284236473"
"No","1985","Couple + C. LE and GT 16","(0) in school","76","0.947309431530844","0.89835235565901","0.996266507402679"
"No","1985","Couple + C. LE and GT 16","(1a) inadequately completed","182","0.880458911160129","0.836787893649379","0.924129928670879"
"No","1985","Couple + C. LE and GT 16","(1b) general elementary school","354","0.904582957730599","0.875573663969637","0.933592251491562"
"No","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","394","0.895198239315951","0.86654592346237","0.923850555169532"
"No","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","112","0.956748285635365","0.920044775761878","0.993451795508851"
"No","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","96","0.927961916600617","0.878030299653733","0.977893533547501"
"No","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","42","0.966390220548787","0.914309345837824","1.01847109525975"
"No","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","17","","",""
"No","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","16","","",""
"No","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","27","","",""
"Yes","1986","1-pers.-HH","(0) in school","","","",""
"Yes","1986","1-pers.-HH","(1a) inadequately completed","8","","",""
"Yes","1986","1-pers.-HH","(1b) general elementary school","34","0.127098142745435","0.0873681468775239","0.166828138613346"
"Yes","1986","1-pers.-HH","(1c) basic vocational qualification","45","0.149717367954799","0.11190335367309","0.187531382236509"
"Yes","1986","1-pers.-HH","(2b) intermediate general qualification","8","","",""
"Yes","1986","1-pers.-HH","(2a) intermediate vocational","21","","",""
"Yes","1986","1-pers.-HH","(2c_gen) general maturity certificate","5","","",""
"Yes","1986","1-pers.-HH","(2c_voc) vocational maturity certificate","5","","",""
"Yes","1986","1-pers.-HH","(3a) lower tertiary education","7","","",""
"Yes","1986","1-pers.-HH","(3b) higher tertiary education","6","","",""
"Yes","1986","(Married) couple without C. ","(0) in school","1","","",""
"Yes","1986","(Married) couple without C. ","(1a) inadequately completed","14","","",""
"Yes","1986","(Married) couple without C. ","(1b) general elementary school","81","0.157810879210834","0.127147397938726","0.188474360482942"
"Yes","1986","(Married) couple without C. ","(1c) basic vocational qualification","130","0.137549575236309","0.115840988506301","0.159258161966317"
"Yes","1986","(Married) couple without C. ","(2b) intermediate general qualification","4","","",""
"Yes","1986","(Married) couple without C. ","(2a) intermediate vocational","47","0.143239293438753","0.10659086229367","0.179887724583836"
"Yes","1986","(Married) couple without C. ","(2c_gen) general maturity certificate","5","","",""
"Yes","1986","(Married) couple without C. ","(2c_voc) vocational maturity certificate","13","","",""
"Yes","1986","(Married) couple without C. ","(3a) lower tertiary education","12","","",""
"Yes","1986","(Married) couple without C. ","(3b) higher tertiary education","6","","",""
"Yes","1986","Single parent ","(0) in school","2","","",""
"Yes","1986","Single parent ","(1a) inadequately completed","5","","",""
"Yes","1986","Single parent ","(1b) general elementary school","16","","",""
"Yes","1986","Single parent ","(1c) basic vocational qualification","20","","",""
"Yes","1986","Single parent ","(2b) intermediate general qualification","8","","",""
"Yes","1986","Single parent ","(2a) intermediate vocational","6","","",""
"Yes","1986","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Yes","1986","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1986","Single parent ","(3a) lower tertiary education","","","",""
"Yes","1986","Single parent ","(3b) higher tertiary education","","","",""
"Yes","1986","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","1986","Couple + C. LE 16 ","(1a) inadequately completed","42","0.213697720489122","0.162158283939068","0.265237157039176"
"Yes","1986","Couple + C. LE 16 ","(1b) general elementary school","60","0.121471937535797","0.0914555660685455","0.151488309003047"
"Yes","1986","Couple + C. LE 16 ","(1c) basic vocational qualification","114","0.120993618457676","0.0996756658846246","0.142311571030727"
"Yes","1986","Couple + C. LE 16 ","(2b) intermediate general qualification","7","","",""
"Yes","1986","Couple + C. LE 16 ","(2a) intermediate vocational","56","0.164772688693445","0.12539811550019","0.2041472618867"
"Yes","1986","Couple + C. LE 16 ","(2c_gen) general maturity certificate","6","","",""
"Yes","1986","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","14","","",""
"Yes","1986","Couple + C. LE 16 ","(3a) lower tertiary education","4","","",""
"Yes","1986","Couple + C. LE 16 ","(3b) higher tertiary education","20","","",""
"Yes","1986","Couple + C. GT 16 ","(0) in school","3","","",""
"Yes","1986","Couple + C. GT 16 ","(1a) inadequately completed","18","","",""
"Yes","1986","Couple + C. GT 16 ","(1b) general elementary school","55","0.100940434456239","0.0743484070780397","0.127532461834439"
"Yes","1986","Couple + C. GT 16 ","(1c) basic vocational qualification","69","0.100037217694084","0.0773004822180121","0.122773953170156"
"Yes","1986","Couple + C. GT 16 ","(2b) intermediate general qualification","13","","",""
"Yes","1986","Couple + C. GT 16 ","(2a) intermediate vocational","18","","",""
"Yes","1986","Couple + C. GT 16 ","(2c_gen) general maturity certificate","16","","",""
"Yes","1986","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","5","","",""
"Yes","1986","Couple + C. GT 16 ","(3a) lower tertiary education","8","","",""
"Yes","1986","Couple + C. GT 16 ","(3b) higher tertiary education","4","","",""
"Yes","1986","Couple + C. LE and GT 16","(0) in school","8","","",""
"Yes","1986","Couple + C. LE and GT 16","(1a) inadequately completed","24","","",""
"Yes","1986","Couple + C. LE and GT 16","(1b) general elementary school","36","0.088875899611727","0.0598413107935829","0.117910488429871"
"Yes","1986","Couple + C. LE and GT 16","(1c) basic vocational qualification","47","0.123341114646634","0.0909541869319755","0.155728042361292"
"Yes","1986","Couple + C. LE and GT 16","(2b) intermediate general qualification","7","","",""
"Yes","1986","Couple + C. LE and GT 16","(2a) intermediate vocational","8","","",""
"Yes","1986","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"Yes","1986","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"Yes","1986","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"Yes","1986","Couple + C. LE and GT 16","(3b) higher tertiary education","2","","",""
"No","1986","1-pers.-HH","(0) in school","1","","",""
"No","1986","1-pers.-HH","(1a) inadequately completed","48","0.873020911738718","0.785817695477968","0.960224127999468"
"No","1986","1-pers.-HH","(1b) general elementary school","236","0.872901857254565","0.833171861386654","0.912631853122476"
