"ple0053","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","1997","Employed","inadequately","30","0.13945204298413","0.093360822997813","0.185543262970446"
"Yes","1997","Employed","general elemantary","120","0.104407339332572","0.0866175445806839","0.122197134084461"
"Yes","1997","Employed","middle vocational","416","0.0943410484249835","0.0855737286983626","0.103108368151604"
"Yes","1997","Employed","vocational + Abi","40","0.11753863442821","0.0834555255559438","0.151621743300475"
"Yes","1997","Employed","higher vocational","54","0.0787268875081475","0.0568471383950116","0.100606636621283"
"Yes","1997","Employed","higher education","110","0.0818592939110321","0.0675446281221534","0.0961739596999108"
"No","1997","Not Employed","in school","277","0.8936305889391","0.858800688447937","0.928460489430263"
"No","1997","Not Employed","inadequately","217","0.851374076442915","0.807102014966722","0.895646137919108"
"No","1997","Not Employed","general elemantary","979","0.807004284164151","0.784675286801917","0.829333281526384"
"No","1997","Not Employed","middle vocational","1846","0.822593188489603","0.806702258893535","0.838484118085671"
"No","1997","Not Employed","vocational + Abi","95","0.869612744718756","0.807800262360032","0.93142522707748"
"No","1997","Not Employed","higher vocational","146","0.828462124683664","0.773542805345491","0.883381444021837"
"No","1997","Not Employed","higher education","307","0.828004904579581","0.789076287479372","0.866933521679789"
"No","1997","Employed","in school","14","","",""
"No","1997","Employed","inadequately","187","0.86054795701587","0.814456737029554","0.906639177002187"
"No","1997","Employed","general elemantary","1015","0.895592660667427","0.877802865915539","0.913382455419316"
"No","1997","Employed","middle vocational","3854","0.905658951575017","0.896891631848396","0.914426271301637"
"No","1997","Employed","vocational + Abi","303","0.88246136557179","0.848378256699524","0.916544474444056"
"No","1997","Employed","higher vocational","528","0.921273112491853","0.899393363378717","0.943152861604988"
"No","1997","Employed","higher education","1299","0.918140706088968","0.903826040300089","0.932455371877847"
"Yes","1998","Not Employed","in school","19","","",""
"Yes","1998","Not Employed","inadequately","41","0.20828435547334","0.156584794304363","0.259983916642317"
"Yes","1998","Not Employed","general elemantary","219","0.159045370089027","0.13957989334863","0.178510846829424"
"Yes","1998","Not Employed","middle vocational","443","0.177589764542374","0.162638963939792","0.192540565144957"
"Yes","1998","Not Employed","vocational + Abi","27","","",""
"Yes","1998","Not Employed","higher vocational","38","0.1807408482036","0.128193199287525","0.233288497119675"
"Yes","1998","Not Employed","higher education","81","0.194460020188128","0.157094746377767","0.231825293998489"
"Yes","1998","Employed","in school","","","",""
"Yes","1998","Employed","inadequately","21","","",""
"Yes","1998","Employed","general elemantary","133","0.121451819771921","0.102977800501941","0.139925839041901"
"Yes","1998","Employed","middle vocational","420","0.0959112146868406","0.087343675847117","0.104478753526564"
"Yes","1998","Employed","vocational + Abi","36","0.0878482014952267","0.0595722177723235","0.11612418521813"
"Yes","1998","Employed","higher vocational","58","0.0853137468762893","0.0633428454799221","0.107284648272656"
"Yes","1998","Employed","higher education","134","0.0856375802733334","0.0716888484657357","0.0995863120809311"
"No","1998","Not Employed","in school","296","0.911863455260965","0.880556867839691","0.943170042682238"
"No","1998","Not Employed","inadequately","196","0.79171564452666","0.740016083357683","0.843415205695637"
"No","1998","Not Employed","general elemantary","1137","0.840954629910973","0.821489153170576","0.860420106651369"
"No","1998","Not Employed","middle vocational","2067","0.822410235457626","0.807459434855043","0.837361036060208"
"No","1998","Not Employed","vocational + Abi","99","0.785604535420741","0.713945228005991","0.857263842835492"
"No","1998","Not Employed","higher vocational","168","0.8192591517964","0.766711502880324","0.871806800712475"
"No","1998","Not Employed","higher education","350","0.805539979811872","0.768174706001511","0.842905253622233"
"No","1998","Employed","in school","17","","",""
"No","1998","Employed","inadequately","190","0.903767650866582","0.863975647627873","0.943559654105291"
"No","1998","Employed","general elemantary","1068","0.878548180228079","0.860074160958099","0.897022199498059"
"No","1998","Employed","middle vocational","4118","0.904088785313159","0.895521246473436","0.912656324152883"
"No","1998","Employed","vocational + Abi","349","0.912151798504773","0.88387581478187","0.940427782227676"
"No","1998","Employed","higher vocational","563","0.914686253123711","0.892715351727343","0.936657154520078"
"No","1998","Employed","higher education","1412","0.914362419726667","0.900413687919069","0.928311151534264"
"Yes","1999","Not Employed","in school","25","","",""
"Yes","1999","Not Employed","inadequately","30","0.139639334576844","0.0944497831703106","0.184828885983377"
"Yes","1999","Not Employed","general elemantary","222","0.20361173147099","0.181482396596792","0.225741066345188"
"Yes","1999","Not Employed","middle vocational","414","0.182076594251659","0.16646067819197","0.197692510311348"
"Yes","1999","Not Employed","vocational + Abi","18","","",""
"Yes","1999","Not Employed","higher vocational","40","0.1655522347962","0.113250712723343","0.217853756869057"
"Yes","1999","Not Employed","higher education","91","0.225881670396539","0.186172806453795","0.265590534339283"
"Yes","1999","Employed","in school","5","","",""
"Yes","1999","Employed","inadequately","20","","",""
"Yes","1999","Employed","general elemantary","136","0.10433845851348","0.0869257467452406","0.121751170281719"
"Yes","1999","Employed","middle vocational","424","0.0982307788118527","0.0896430011179257","0.10681855650578"
"Yes","1999","Employed","vocational + Abi","37","0.106506111050641","0.0763505008182794","0.136661721283003"
"Yes","1999","Employed","higher vocational","61","0.0908005083226866","0.0683463644857902","0.113254652159583"
"Yes","1999","Employed","higher education","131","0.0809170669805759","0.0673100619624128","0.094524071998739"
"No","1999","Not Employed","in school","251","0.859971216202124","0.81903156237533","0.900910870028919"
"No","1999","Not Employed","inadequately","196","0.860360665423156","0.815171114016623","0.905550216829689"
"No","1999","Not Employed","general elemantary","1050","0.79638826852901","0.774258933654812","0.818517603403208"
"No","1999","Not Employed","middle vocational","1932","0.817923405748341","0.802307489688652","0.83353932180803"
"No","1999","Not Employed","vocational + Abi","89","0.78355225530195","0.705521337134521","0.86158317346938"
"No","1999","Not Employed","higher vocational","154","0.8344477652038","0.782146243130943","0.886749287276657"
"No","1999","Not Employed","higher education","335","0.774118329603461","0.734409465660717","0.813827193546206"
"No","1999","Employed","in school","40","0.89888355453541","0.810798049472744","0.986969059598075"
"No","1999","Employed","inadequately","180","0.912511163184876","0.873352441370241","0.951669884999512"
"No","1999","Employed","general elemantary","1048","0.89566154148652","0.878248829718281","0.913074253254759"
"No","1999","Employed","middle vocational","4190","0.901769221188147","0.89318144349422","0.910356998882074"
"No","1999","Employed","vocational + Abi","365","0.893493888949359","0.863338278716997","0.923649499181721"
"No","1999","Employed","higher vocational","568","0.909199491677313","0.886745347840417","0.93165363551421"
"No","1999","Employed","higher education","1412","0.919082933019424","0.905475928001261","0.932689938037587"
"Yes","2000","Not Employed","in school","15","","",""
"Yes","2000","Not Employed","inadequately","31","0.123334399906805","0.0818200095197102","0.164848790293899"
"Yes","2000","Not Employed","general elemantary","330","0.170840896011607","0.154317120020984","0.18736467200223"
"Yes","2000","Not Employed","middle vocational","796","0.171354915583676","0.160586619275985","0.182123211891368"
"Yes","2000","Not Employed","vocational + Abi","46","0.15824275645697","0.116237422398308","0.200248090515631"
"Yes","2000","Not Employed","higher vocational","86","0.162529548379061","0.130696798936799","0.194362297821323"
"Yes","2000","Not Employed","higher education","144","0.170138797079015","0.145098213452011","0.195179380706019"
"Yes","2000","Employed","in school","8","","",""
"Yes","2000","Employed","inadequately","20","","",""
"Yes","2000","Employed","general elemantary","161","0.109046055962503","0.093671958335268","0.124420153589737"
"Yes","2000","Employed","middle vocational","768","0.0926254672217204","0.0863295204827173","0.0989214139607235"
"Yes","2000","Employed","vocational + Abi","80","0.0989445308715178","0.0787284138854129","0.119160647857623"
"Yes","2000","Employed","higher vocational","147","0.102410248770734","0.0863849035088313","0.118435594032637"
"Yes","2000","Employed","higher education","239","0.0763801261268919","0.0668230259546361","0.0859372262991477"
"No","2000","Not Employed","in school","399","0.968751739196419","0.951992006281161","0.985511472111676"
"No","2000","Not Employed","inadequately","210","0.876665600093195","0.835151209706101","0.91817999048029"
"No","2000","Not Employed","general elemantary","1663","0.829159103988393","0.81263532799777","0.845682879979016"
"No","2000","Not Employed","middle vocational","3908","0.828645084416324","0.817876788108632","0.839413380724015"
"No","2000","Not Employed","vocational + Abi","244","0.84175724354303","0.799751909484369","0.883762577601692"
"No","2000","Not Employed","higher vocational","430","0.837470451620939","0.805637702178677","0.869303201063201"
"No","2000","Not Employed","higher education","721","0.829861202920985","0.804820619293981","0.854901786547989"
"No","2000","Employed","in school","76","0.894392871606893","0.828669591585943","0.960116151627843"
"No","2000","Employed","inadequately","144","0.86293053663848","0.810294347103297","0.915566726173663"
"No","2000","Employed","general elemantary","1418","0.890953944037498","0.875579846410263","0.906328041664732"
"No","2000","Employed","middle vocational","7377","0.90737453277828","0.901078586039277","0.913670479517283"
"No","2000","Employed","vocational + Abi","758","0.901055469128482","0.880839352142377","0.921271586114587"
"No","2000","Employed","higher vocational","1228","0.897589751229266","0.881564405967363","0.913615096491169"
"No","2000","Employed","higher education","2728","0.923619873873108","0.914062773700852","0.933176974045364"
"Yes","2001","Not Employed","in school","17","","",""
"Yes","2001","Not Employed","inadequately","29","","",""
"Yes","2001","Not Employed","general elemantary","293","0.190296681138262","0.171367944174723","0.209225418101802"
"Yes","2001","Not Employed","middle vocational","729","0.174827037860345","0.16340125311352","0.186252822607171"
"Yes","2001","Not Employed","vocational + Abi","55","0.177976176523758","0.133094494165974","0.222857858881541"
"Yes","2001","Not Employed","higher vocational","85","0.171434796921979","0.137325363659448","0.205544230184509"
"Yes","2001","Not Employed","higher education","133","0.159504698385328","0.134351670417442","0.184657726353214"
"Yes","2001","Employed","in school","9","","",""
"Yes","2001","Employed","inadequately","8","","",""
"Yes","2001","Employed","general elemantary","139","0.0883749294896175","0.0738254627872112","0.102924396192024"
"Yes","2001","Employed","middle vocational","715","0.0985334525756336","0.0917310366595132","0.105335868491754"
"Yes","2001","Employed","vocational + Abi","67","0.0815508868354793","0.0625386397054752","0.100563133965483"
"Yes","2001","Employed","higher vocational","122","0.107552567778949","0.0900960699093395","0.125009065648558"
"Yes","2001","Employed","higher education","230","0.0853797481907129","0.0749164006389757","0.09584309574245"
"No","2001","Not Employed","in school","408","0.96376912952931","0.946003544408042","0.981534714650578"
"No","2001","Not Employed","inadequately","150","0.836565434408089","0.782397348425501","0.890733520390676"
"No","2001","Not Employed","general elemantary","1359","0.809703318861738","0.790774581898198","0.828632055825277"
"No","2001","Not Employed","middle vocational","3516","0.825172962139655","0.813747177392829","0.83659874688648"
"No","2001","Not Employed","vocational + Abi","224","0.822023823476242","0.777142141118458","0.866905505834026"
"No","2001","Not Employed","higher vocational","384","0.828565203078021","0.794455769815491","0.862674636340552"
"No","2001","Not Employed","higher education","681","0.840495301614672","0.815342273646786","0.865648329582558"
"No","2001","Employed","in school","113","0.924742053159567","0.877930326274027","0.971553780045108"
"No","2001","Employed","inadequately","125","0.924434797026337","0.879516700980153","0.969352893072521"
"No","2001","Employed","general elemantary","1323","0.911625070510383","0.897075603807976","0.926174537212789"
"No","2001","Employed","middle vocational","6659","0.901466547424366","0.894664131508246","0.908268963340487"
"No","2001","Employed","vocational + Abi","729","0.918449113164521","0.899436866034516","0.937461360294525"
"No","2001","Employed","higher vocational","1088","0.892447432221051","0.874990934351442","0.909903930090661"
"No","2001","Employed","higher education","2510","0.914620251809287","0.90415690425755","0.925083599361024"
"Yes","2002","Not Employed","in school","29","","",""
"Yes","2002","Not Employed","inadequately","20","","",""
"Yes","2002","Not Employed","general elemantary","300","0.200699148510956","0.180880934130629","0.220517362891284"
"Yes","2002","Not Employed","middle vocational","692","0.167434237254158","0.156218503950343","0.178649970557973"
"Yes","2002","Not Employed","vocational + Abi","49","0.173427045264298","0.131347900488167","0.215506190040429"
"Yes","2002","Not Employed","higher vocational","95","0.196521029945486","0.161083267013052","0.231958792877921"
"Yes","2002","Not Employed","higher education","179","0.196959265373771","0.171642925467302","0.22227560528024"
"Yes","2002","Employed","in school","8","","",""
"Yes","2002","Employed","inadequately","17","","",""
"Yes","2002","Employed","general elemantary","124","0.0954938763903198","0.079804825845459","0.111182926935181"
"Yes","2002","Employed","middle vocational","702","0.0974043386611026","0.0906367758352798","0.104171901486925"
"Yes","2002","Employed","vocational + Abi","87","0.0945696039236122","0.0750917160086575","0.114047491838567"
"Yes","2002","Employed","higher vocational","118","0.0857267363903561","0.0702991146062529","0.101154358174459"
"Yes","2002","Employed","higher education","295","0.0801077583467529","0.0712586460225628","0.0889568706709431"
"No","2002","Not Employed","in school","460","0.93231976929918","0.910055572955497","0.954583965642862"
"No","2002","Not Employed","inadequately","143","0.823807130364272","0.765319877030627","0.882294383697917"
"No","2002","Not Employed","general elemantary","1269","0.799300851489044","0.779482637108716","0.819119065869371"
"No","2002","Not Employed","middle vocational","3565","0.832565762745842","0.821350029442027","0.843781496049657"
"No","2002","Not Employed","vocational + Abi","262","0.826572954735702","0.784493809959572","0.868652099511833"
"No","2002","Not Employed","higher vocational","388","0.803478970054514","0.768041207122079","0.838916732986948"
"No","2002","Not Employed","higher education","769","0.803040734626229","0.77772439471976","0.828357074532698"
"No","2002","Employed","in school","119","0.941743925648332","0.901007468818481","0.982480382478182"
"No","2002","Employed","inadequately","104","0.867994382205585","0.807681501779127","0.928307262632043"
"No","2002","Employed","general elemantary","1224","0.90450612360968","0.888817073064819","0.920195174154541"
"No","2002","Employed","middle vocational","6672","0.902595661338897","0.895828098513075","0.90936322416472"
"No","2002","Employed","vocational + Abi","780","0.905430396076388","0.885952508161433","0.924908283991343"
"No","2002","Employed","higher vocational","1147","0.914273263609644","0.898845641825541","0.929700885393747"
"No","2002","Employed","higher education","3320","0.919892241653247","0.911043129329057","0.928741353977437"
"Yes","2003","Not Employed","in school","30","0.0528569999189642","0.0331858871343206","0.0725281127036077"
"Yes","2003","Not Employed","inadequately","18","","",""
"Yes","2003","Not Employed","general elemantary","257","0.171072636954089","0.151990333093419","0.190154940814759"
"Yes","2003","Not Employed","middle vocational","679","0.172165353148401","0.160723384458877","0.183607321837925"
"Yes","2003","Not Employed","vocational + Abi","48","0.195848942013598","0.150094990946324","0.241602893080872"
"Yes","2003","Not Employed","higher vocational","90","0.190534517878111","0.155655069324815","0.225413966431407"
"Yes","2003","Not Employed","higher education","176","0.181995337345832","0.157676496282332","0.206314178409331"
"Yes","2003","Employed","in school","4","","",""
"Yes","2003","Employed","inadequately","15","","",""
"Yes","2003","Employed","general elemantary","130","0.118234276386038","0.100370448187282","0.136098104584795"
"Yes","2003","Employed","middle vocational","677","0.0934255636146099","0.0865864014428972","0.100264725786323"
"Yes","2003","Employed","vocational + Abi","83","0.118977483191794","0.0974885061705248","0.140466460213063"
"Yes","2003","Employed","higher vocational","109","0.0819802320741549","0.0664779417655079","0.0974825223828018"
"Yes","2003","Employed","higher education","302","0.082472997282392","0.0732129424522224","0.0917330521125617"
"No","2003","Not Employed","in school","467","0.947143000081036","0.927471887296392","0.966814112865679"
"No","2003","Not Employed","inadequately","141","0.810304168805352","0.749364167541339","0.871244170069365"
"No","2003","Not Employed","general elemantary","1239","0.828927363045911","0.809845059185241","0.848009666906581"
"No","2003","Not Employed","middle vocational","3503","0.827834646851599","0.816392678162075","0.839276615541123"
"No","2003","Not Employed","vocational + Abi","241","0.804151057986402","0.758397106919128","0.849905009053676"
"No","2003","Not Employed","higher vocational","397","0.809465482121889","0.774586033568593","0.844344930675185"
"No","2003","Not Employed","higher education","791","0.818004662654168","0.793685821590669","0.842323503717668"
"No","2003","Employed","in school","112","0.935759463574619","0.891141906305719","0.980377020843518"
"No","2003","Employed","inadequately","94","0.865025483909304","0.800878656371967","0.929172311446641"
"No","2003","Employed","general elemantary","1125","0.881765723613962","0.863901895415205","0.899629551812718"
"No","2003","Employed","middle vocational","6279","0.90657443638539","0.899735274213677","0.913413598557103"
"No","2003","Employed","vocational + Abi","789","0.881022516808206","0.859533539786937","0.902511493829475"
"No","2003","Employed","higher vocational","1094","0.918019767925845","0.902517477617198","0.933522058234492"
"No","2003","Employed","higher education","3088","0.917527002717608","0.908266947887438","0.926787057547778"
"Yes","2004","Not Employed","in school","29","","",""
"Yes","2004","Not Employed","inadequately","27","","",""
"Yes","2004","Not Employed","general elemantary","260","0.187342153167326","0.167175200998117","0.207509105336536"
"Yes","2004","Not Employed","middle vocational","726","0.18595562199771","0.174148156282584","0.197763087712836"
"Yes","2004","Not Employed","vocational + Abi","45","0.166681138253088","0.12348808455708","0.209874191949096"
"Yes","2004","Not Employed","higher vocational","102","0.227138304208214","0.190116155499554","0.264160452916874"
"Yes","2004","Not Employed","higher education","183","0.211371222642948","0.185989906483457","0.236752538802439"
"Yes","2004","Employed","in school","5","","",""
"Yes","2004","Employed","inadequately","9","","",""
"Yes","2004","Employed","general elemantary","102","0.084331058551928","0.0683191010321838","0.100343016071672"
"Yes","2004","Employed","middle vocational","619","0.0947326961720615","0.0876932101318401","0.101772182212283"
"Yes","2004","Employed","vocational + Abi","70","0.0640213482994656","0.0478202792103804","0.0802224173885507"
"Yes","2004","Employed","higher vocational","117","0.106086632867122","0.0882651256619282","0.123908140072315"
"Yes","2004","Employed","higher education","291","0.0846296724486002","0.0751420714626695","0.0941172734345308"
"No","2004","Not Employed","in school","514","0.946979489896153","0.928132568747739","0.965826411044568"
"No","2004","Not Employed","inadequately","126","0.808867554912836","0.746564650752597","0.871170459073075"
"No","2004","Not Employed","general elemantary","1178","0.812657846832674","0.792490894663464","0.832824799001883"
"No","2004","Not Employed","middle vocational","3445","0.81404437800229","0.802236912287164","0.825851843717416"
"No","2004","Not Employed","vocational + Abi","241","0.833318861746912","0.790125808050904","0.876511915442921"
"No","2004","Not Employed","higher vocational","390","0.772861695791786","0.735839547083126","0.809883844500446"
"No","2004","Not Employed","higher education","811","0.788628777357052","0.763247461197561","0.814010093516543"
"No","2004","Employed","in school","88","0.91127690209443","0.853487241113993","0.969066563074867"
"No","2004","Employed","inadequately","93","0.917503472148924","0.864112270127594","0.970894674170254"
"No","2004","Employed","general elemantary","1055","0.915668941448072","0.899656983928328","0.931680898967816"
"No","2004","Employed","middle vocational","6029","0.905267303827938","0.898227817787717","0.91230678986816"
"No","2004","Employed","vocational + Abi","807","0.935978651700534","0.919777582611449","0.95217972078962"
"No","2004","Employed","higher vocational","1030","0.893913367132878","0.876091859927685","0.911734874338072"
"No","2004","Employed","higher education","3015","0.9153703275514","0.905882726565469","0.92485792853733"
"Yes","2005","Not Employed","in school","25","","",""
"Yes","2005","Not Employed","inadequately","20","","",""
"Yes","2005","Not Employed","general elemantary","212","0.165110967492542","0.145334847070325","0.184887087914759"
"Yes","2005","Not Employed","middle vocational","633","0.169261880959377","0.157588600526458","0.180935161392295"
"Yes","2005","Not Employed","vocational + Abi","40","0.183399699331999","0.138311909123894","0.228487489540105"
"Yes","2005","Not Employed","higher vocational","85","0.182779889175057","0.147267808363028","0.218291969987086"
"Yes","2005","Not Employed","higher education","168","0.174853739549398","0.151334831152479","0.198372647946317"
"Yes","2005","Employed","in school","","","",""
"Yes","2005","Employed","inadequately","9","","",""
"Yes","2005","Employed","general elemantary","93","0.112849832980655","0.0937479220699156","0.131951743891395"
"Yes","2005","Employed","middle vocational","562","0.0937110061240713","0.0865193170639233","0.100902695184219"
"Yes","2005","Employed","vocational + Abi","66","0.0661439313305108","0.0494359645582809","0.0828518981027407"
"Yes","2005","Employed","higher vocational","102","0.0973189698026846","0.0798512411475504","0.114786698457819"
"Yes","2005","Employed","higher education","279","0.0845064624084047","0.0748177684438061","0.0941951563730032"
"No","2005","Not Employed","in school","525","0.937759695732943","0.917569134952589","0.957950256513298"
"No","2005","Not Employed","inadequately","132","0.890688790734197","0.841084226384045","0.94029335508435"
"No","2005","Not Employed","general elemantary","1142","0.834889032507458","0.815112912085241","0.854665152929675"
"No","2005","Not Employed","middle vocational","3331","0.830738119040623","0.819064838607705","0.842411399473542"
"No","2005","Not Employed","vocational + Abi","243","0.816600300668","0.771512510459894","0.861688090876106"
"No","2005","Not Employed","higher vocational","370","0.817220110824943","0.781708030012914","0.852732191636972"
"No","2005","Not Employed","higher education","834","0.825146260450602","0.801627352053683","0.848665168847521"
"No","2005","Employed","in school","99","1","1","1"
"No","2005","Employed","inadequately","83","0.91159230683168","0.85358275204327","0.96960186162009"
"No","2005","Employed","general elemantary","961","0.887150167019345","0.868048256108605","0.906252077930084"
"No","2005","Employed","middle vocational","5746","0.906288993875929","0.899097304815781","0.913480682936077"
"No","2005","Employed","vocational + Abi","784","0.933856068669489","0.917148101897259","0.950564035441719"
"No","2005","Employed","higher vocational","1004","0.902681030197315","0.885213301542181","0.92014875885245"
"No","2005","Employed","higher education","2887","0.915493537591595","0.905804843626997","0.925182231556194"
"Yes","2006","Not Employed","in school","18","","",""
"Yes","2006","Not Employed","inadequately","19","","",""
"Yes","2006","Not Employed","general elemantary","281","0.201030643327921","0.180584984716171","0.221476301939671"
"Yes","2006","Not Employed","middle vocational","751","0.182878103224941","0.171576089362987","0.194180117086896"
"Yes","2006","Not Employed","vocational + Abi","56","0.182067039315128","0.138326209624634","0.225807869005622"
"Yes","2006","Not Employed","higher vocational","107","0.207572764058619","0.172646824961919","0.24249870315532"
"Yes","2006","Not Employed","higher education","200","0.186091635035075","0.163810594588148","0.208372675482002"
"Yes","2006","Employed","in school","4","","",""
"Yes","2006","Employed","inadequately","11","","",""
"Yes","2006","Employed","general elemantary","82","0.0865755276849905","0.0693347624466907","0.10381629292329"
"Yes","2006","Employed","middle vocational","572","0.090957092205783","0.0840334781538652","0.0978807062577008"
"Yes","2006","Employed","vocational + Abi","84","0.081811716855654","0.0641013399448101","0.0995220937664979"
"Yes","2006","Employed","higher vocational","91","0.0986499746565957","0.0813173997679888","0.115982549545203"
"Yes","2006","Employed","higher education","280","0.0741245397383516","0.0653342969325612","0.0829147825441419"
"No","2006","Not Employed","in school","311","0.944157589300916","0.91934600676191","0.968969171839921"
"No","2006","Not Employed","inadequately","131","0.866504589993715","0.812076754678847","0.920932425308583"
"No","2006","Not Employed","general elemantary","1195","0.798969356672079","0.778523698060329","0.81941501528383"
"No","2006","Not Employed","middle vocational","3743","0.817121896775058","0.805819882913104","0.828423910637013"
"No","2006","Not Employed","vocational + Abi","243","0.817932960684872","0.774192130994378","0.861673790375366"
"No","2006","Not Employed","higher vocational","411","0.792427235941381","0.75750129684468","0.827353175038081"
"No","2006","Not Employed","higher education","972","0.813908364964925","0.791627324517998","0.836189405411852"
"No","2006","Employed","in school","64","0.943265867910727","0.888282301989538","0.998249433831915"
"No","2006","Employed","inadequately","80","0.814584439849812","0.734735613222878","0.894433266476746"
"No","2006","Employed","general elemantary","940","0.91342447231501","0.89618370707671","0.930665237553309"
"No","2006","Employed","middle vocational","6054","0.909042907794217","0.902119293742299","0.915966521846135"
"No","2006","Employed","vocational + Abi","836","0.918188283144346","0.900477906233502","0.93589866005519"
"No","2006","Employed","higher vocational","1046","0.901350025343404","0.884017450454797","0.918682600232011"
"No","2006","Employed","higher education","3132","0.925875460261648","0.917085217455858","0.934665703067439"
"Yes","2007","Not Employed","in school","16","","",""
"Yes","2007","Not Employed","inadequately","18","","",""
"Yes","2007","Not Employed","general elemantary","245","0.192438725961618","0.171164210773067","0.213713241150169"
"Yes","2007","Not Employed","middle vocational","701","0.177740552368952","0.166105220575085","0.189375884162819"
"Yes","2007","Not Employed","vocational + Abi","50","0.178323083046713","0.134642200100694","0.222003965992733"
"Yes","2007","Not Employed","higher vocational","88","0.184267372998937","0.150113211288824","0.218421534709049"
"Yes","2007","Not Employed","higher education","220","0.198215769511116","0.175254723551614","0.221176815470617"
"Yes","2007","Employed","in school","5","","",""
"Yes","2007","Employed","inadequately","14","","",""
"Yes","2007","Employed","general elemantary","87","0.0873613020096648","0.0689036168352517","0.105818987184078"
"Yes","2007","Employed","middle vocational","528","0.08865125536561","0.0815777946609068","0.0957247160703132"
"Yes","2007","Employed","vocational + Abi","75","0.0827888399192812","0.0645511907104309","0.101026489128132"
"Yes","2007","Employed","higher vocational","98","0.0917373384259221","0.074185641320385","0.109289035531459"
"Yes","2007","Employed","higher education","289","0.0891640391122994","0.0793512935702165","0.0989767846543824"
"No","2007","Not Employed","in school","271","0.931821008620068","0.902660259429486","0.96098175781065"
"No","2007","Not Employed","inadequately","120","0.914131926572854","0.867387606624089","0.96087624652162"
"No","2007","Not Employed","general elemantary","1074","0.807561274038382","0.786286758849831","0.828835789226933"
"No","2007","Not Employed","middle vocational","3446","0.822259447631048","0.810624115837181","0.833894779424915"
"No","2007","Not Employed","vocational + Abi","245","0.821676916953287","0.777996034007267","0.865357799899306"
"No","2007","Not Employed","higher vocational","407","0.815732627001063","0.781578465290951","0.849886788711176"
"No","2007","Not Employed","higher education","938","0.801784230488884","0.778823184529383","0.824745276448386"
"No","2007","Employed","in school","46","0.890762243422773","0.805151101606306","0.976373385239239"
"No","2007","Employed","inadequately","67","0.801113962423445","0.714186924767182","0.888041000079707"
"No","2007","Employed","general elemantary","812","0.912638697990335","0.894181012815922","0.931096383164748"
"No","2007","Employed","middle vocational","5675","0.91134874463439","0.904275283929687","0.918422205339093"
"No","2007","Employed","vocational + Abi","802","0.917211160080719","0.898973510871868","0.935448809289569"
"No","2007","Employed","higher vocational","941","0.908262661574078","0.890710964468541","0.925814358679615"
"No","2007","Employed","higher education","2951","0.910835960887701","0.901023215345618","0.920648706429784"
"Yes","2008","Not Employed","in school","15","","",""
"Yes","2008","Not Employed","inadequately","14","","",""
"Yes","2008","Not Employed","general elemantary","207","0.171943302633234","0.150585273790394","0.193301331476075"
"Yes","2008","Not Employed","middle vocational","675","0.166656564715362","0.15490007520431","0.178413054226414"
"Yes","2008","Not Employed","vocational + Abi","46","0.163601204032325","0.11819889419887","0.209003513865781"
"Yes","2008","Not Employed","higher vocational","95","0.218484140060861","0.180515831615341","0.256452448506382"
"Yes","2008","Not Employed","higher education","212","0.181865097037113","0.159648325398143","0.204081868676082"
"Yes","2008","Employed","in school","4","","",""
"Yes","2008","Employed","inadequately","4","","",""
"Yes","2008","Employed","general elemantary","80","0.101636303976657","0.0810669167462439","0.122205691207071"
"Yes","2008","Employed","middle vocational","492","0.0816571502852881","0.0746684689036994","0.0886458316668768"
"Yes","2008","Employed","vocational + Abi","69","0.0816310741578443","0.0631261870920591","0.10013596122363"
"Yes","2008","Employed","higher vocational","73","0.0816750569097549","0.0643687871814482","0.0989813266380616"
"Yes","2008","Employed","higher education","257","0.0954762687880026","0.0850246539429794","0.105927883633026"
"No","2008","Not Employed","in school","273","0.944094153780605","0.917561046434059","0.970627261127151"
"No","2008","Not Employed","inadequately","103","0.883031999506043","0.824797960358509","0.941266038653578"
"No","2008","Not Employed","general elemantary","992","0.828056697366766","0.806698668523925","0.849414726209606"
"No","2008","Not Employed","middle vocational","3185","0.833343435284638","0.821586945773586","0.84509992479569"
"No","2008","Not Employed","vocational + Abi","209","0.836398795967675","0.790996486134219","0.88180110580113"
"No","2008","Not Employed","higher vocational","360","0.781515859939139","0.743547551493618","0.819484168384659"
"No","2008","Not Employed","higher education","946","0.818134902962887","0.795918131323918","0.840351674601857"
"No","2008","Employed","in school","61","0.946028138608625","0.891095920217997","1.00096035699925"
"No","2008","Employed","inadequately","63","0.947894432454301","0.894679594841866","1.00110927006674"
"No","2008","Employed","general elemantary","749","0.898363696023343","0.877794308792929","0.918933083253756"
"No","2008","Employed","middle vocational","5406","0.918342849714712","0.911354168333123","0.925331531096301"
"No","2008","Employed","vocational + Abi","772","0.918368925842156","0.89986403877637","0.936873812907941"
"No","2008","Employed","higher vocational","889","0.918324943090245","0.901018673361939","0.935631212818552"
"No","2008","Employed","higher education","2780","0.904523731211997","0.894072116366974","0.914975346057021"
"Yes","2009","Not Employed","in school","14","","",""
"Yes","2009","Not Employed","inadequately","15","","",""
"Yes","2009","Not Employed","general elemantary","200","0.168862486116657","0.146277822350119","0.191447149883195"
"Yes","2009","Not Employed","middle vocational","702","0.208119785106783","0.194756094826232","0.221483475387335"
