"ple0053","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Yes","1984","16-34 y.","no migration background","307","0.0963904067818562","0.0860030623887131","0.106777751174999"
"Yes","1984","16-34 y.","direct migration background","155","0.120608851109323","0.103500462413783","0.137717239804864"
"Yes","1984","16-34 y.","indirect migration background","5","","",""
"Yes","1984","35-65 y.","no migration background","465","0.108428395329533","0.099167483012561","0.117689307646505"
"Yes","1984","35-65 y.","direct migration background","247","0.116532131592097","0.102406284829952","0.130657978354242"
"Yes","1984","35-65 y.","indirect migration background","","","",""
"Yes","1984","66 and older","no migration background","188","0.150589543796992","0.130667037218397","0.170512050375587"
"Yes","1984","66 and older","direct migration background","5","","",""
"Yes","1984","66 and older","indirect migration background","1","","",""
"No","1984","16-34 y.","no migration background","2794","0.903609593218144","0.893222248825001","0.913996937611287"
"No","1984","16-34 y.","direct migration background","1237","0.879391148890676","0.862282760195136","0.896499537586217"
"No","1984","16-34 y.","indirect migration background","97","0.984866250038505","0.961173803472686","1.00855869660432"
"No","1984","35-65 y.","no migration background","3865","0.891571604670467","0.882310692353494","0.900832516987439"
"No","1984","35-65 y.","direct migration background","1735","0.883467868407903","0.869342021645758","0.897593715170048"
"No","1984","35-65 y.","indirect migration background","21","","",""
"No","1984","66 and older","no migration background","1050","0.849410456203008","0.829487949624413","0.869332962781603"
"No","1984","66 and older","direct migration background","30","0.809716442843297","0.679675179833554","0.93975770585304"
"No","1984","66 and older","indirect migration background","4","","",""
"Yes","1985","16-34 y.","no migration background","318","0.103639546636284","0.0925598040353545","0.114719289237214"
"Yes","1985","16-34 y.","direct migration background","137","0.103329657228613","0.0857524145536356","0.12090689990359"
"Yes","1985","16-34 y.","indirect migration background","17","","",""
"Yes","1985","35-65 y.","no migration background","416","0.103597273920817","0.0941570772108441","0.113037470630791"
"Yes","1985","35-65 y.","direct migration background","201","0.105032505213635","0.0906760727163663","0.119388937710904"
"Yes","1985","35-65 y.","indirect migration background","1","","",""
"Yes","1985","66 and older","no migration background","171","0.162740989810645","0.140633891268499","0.184848088352791"
"Yes","1985","66 and older","direct migration background","3","","",""
"Yes","1985","66 and older","indirect migration background","","","",""
"No","1985","16-34 y.","no migration background","2589","0.896360453363716","0.885280710762786","0.907440195964646"
"No","1985","16-34 y.","direct migration background","1015","0.896670342771387","0.87909310009641","0.914247585446365"
"No","1985","16-34 y.","indirect migration background","104","0.847122106048264","0.783001036329992","0.911243175766536"
"No","1985","35-65 y.","no migration background","3587","0.896402726079183","0.886962529369209","0.905842922789156"
"No","1985","35-65 y.","direct migration background","1551","0.894967494786365","0.880611062289096","0.909323927283634"
"No","1985","35-65 y.","indirect migration background","17","","",""
"No","1985","66 and older","no migration background","900","0.837259010189355","0.815151911647209","0.859366108731501"
"No","1985","66 and older","direct migration background","34","0.898230264180321","0.800809755161327","0.995650773199314"
"No","1985","66 and older","indirect migration background","5","","",""
"Yes","1986","16-34 y.","no migration background","312","0.108448548227277","0.0970486216068128","0.119848474847742"
"Yes","1986","16-34 y.","direct migration background","154","0.131263025215312","0.111352518643015","0.151173531787608"
"Yes","1986","16-34 y.","indirect migration background","15","","",""
"Yes","1986","35-65 y.","no migration background","403","0.10839568086637","0.0984681247287041","0.118323237004035"
"Yes","1986","35-65 y.","direct migration background","226","0.127935249242576","0.112033946147189","0.143836552337964"
"Yes","1986","35-65 y.","indirect migration background","2","","",""
"Yes","1986","66 and older","no migration background","178","0.18358692306367","0.159385150248011","0.20778869587933"
"Yes","1986","66 and older","direct migration background","7","","",""
"Yes","1986","66 and older","indirect migration background","2","","",""
"No","1986","16-34 y.","no migration background","2546","0.891551451772723","0.880151525152258","0.902951378393187"
"No","1986","16-34 y.","direct migration background","951","0.868736974784688","0.848826468212392","0.888647481356985"
"No","1986","16-34 y.","indirect migration background","115","0.797210442438107","0.728093312156038","0.866327572720175"
"No","1986","35-65 y.","no migration background","3364","0.89160431913363","0.881676762995965","0.901531875271296"
"No","1986","35-65 y.","direct migration background","1469","0.872064750757424","0.856163447662036","0.887966053852811"
"No","1986","35-65 y.","indirect migration background","20","","",""
"No","1986","66 and older","no migration background","805","0.81641307693633","0.79221130412067","0.840614849751989"
"No","1986","66 and older","direct migration background","43","0.845565411520776","0.74540202924334","0.945728793798213"
"No","1986","66 and older","indirect migration background","2","","",""
"Yes","1987","16-34 y.","no migration background","329","0.114382384452831","0.102614520819216","0.126150248086447"
"Yes","1987","16-34 y.","direct migration background","133","0.123456009863339","0.103818713839655","0.143093305887022"
"Yes","1987","16-34 y.","indirect migration background","16","","",""
"Yes","1987","35-65 y.","no migration background","377","0.102907841534748","0.0930291734365532","0.112786509632942"
"Yes","1987","35-65 y.","direct migration background","184","0.109422609227115","0.0946094413888638","0.124235777065367"
"Yes","1987","35-65 y.","indirect migration background","","","",""
"Yes","1987","66 and older","no migration background","197","0.201779527357671","0.17715045886457","0.226408595850772"
"Yes","1987","66 and older","direct migration background","7","","",""
"Yes","1987","66 and older","indirect migration background","","","",""
"No","1987","16-34 y.","no migration background","2481","0.885617615547169","0.873849751913553","0.897385479180784"
"No","1987","16-34 y.","direct migration background","945","0.876543990136661","0.856906694112977","0.896181286160345"
"No","1987","16-34 y.","indirect migration background","130","0.815871675946037","0.753001758312817","0.878741593579258"
