"ple0053","year","bula_h","n","percent","lower_confidence","upper_confidence","value"
"No","1984","Schleswig-Holstein","346","0.902431313927548","0.872829607631809","0.932033020223287","2"
"No","1984","Bavaria","1870","0.884582680536101","0.87092962266354","0.898235738408663","2"
"No","1984","Hamburg","274","0.872353469144063","0.835206960736571","0.909499977551555","2"
"No","1984","Lower Saxony","1098","0.889410986379359","0.871919696016359","0.906902276742359","2"
"No","1984","North Rhine-Westphalia","2894","0.887236169540923","0.876376654282969","0.898095684798877","2"
"No","1984","Bremen","114","0.863659387338692","0.805120428358674","0.922198346318709","2"
"No","1984","Hesse","1107","0.890320224973491","0.873003895867002","0.90763655407998","2"
"No","1984","Rhineland-Palatinate,Saarland","763","0.884376195660473","0.86292945475229","0.905822936568656","2"
"No","1984","Berlin","369","0.890770079478093","0.860576835113206","0.92096332384298","2"
"No","1984","Baden-Württemberg","1998","0.887272601600039","0.874248215401141","0.900296987798937","2"
"No","1984","Brandenburg","","","","","2"
"No","1984","Mecklenburg-Western Pomerania","","","","","2"
"No","1984","Saxony","","","","","2"
"No","1984","Saxony-Anhalt","","","","","2"
"No","1984","Thuringia","","","","","2"
"Yes","1984","Schleswig-Holstein","40","0.0975686860724518","0.0679669797767129","0.127170392368191","1"
"Yes","1984","Hamburg","36","0.127646530855937","0.0905000224484449","0.164793039263429","1"
"Yes","1984","Lower Saxony","137","0.110589013620641","0.0930977232576411","0.128080303983641","1"
"Yes","1984","Bremen","18","","","","1"
"Yes","1984","North Rhine-Westphalia","365","0.112763830459077","0.101904315201123","0.123623345717031","1"
"Yes","1984","Hesse","144","0.109679775026509","0.0923634459200199","0.126996104132998","1"
"Yes","1984","Rhineland-Palatinate,Saarland","91","0.115623804339527","0.0941770634313439","0.13707054524771","1"
"Yes","1984","Baden-Württemberg","267","0.112727398399961","0.0997030122010633","0.125751784598859","1"
"Yes","1984","Bavaria","234","0.115417319463899","0.101764261591337","0.12907037733646","1"
"Yes","1984","Berlin","41","0.109229920521907","0.0790366761570201","0.139423164886794","1"
"Yes","1984","Brandenburg","","","","","1"
"Yes","1984","Mecklenburg-Western Pomerania","","","","","1"
"Yes","1984","Saxony","","","","","1"
"Yes","1984","Saxony-Anhalt","","","","","1"
"Yes","1984","Thuringia","","","","","1"
"No","1985","Schleswig-Holstein","310","0.87105536468732","0.836143666130235","0.905967063244405","2"
"No","1985","Lower Saxony","990","0.887913549552113","0.86933806674577","0.906489032358456","2"
"No","1985","Hamburg","248","0.882894642194125","0.845231903361692","0.920557381026557","2"
"No","1985","North Rhine-Westphalia","2617","0.885758109985589","0.874308096436146","0.897208123535032","2"
"No","1985","Bavaria","1673","0.872406024029014","0.857443466933255","0.887368581124772","2"
"No","1985","Bremen","108","0.921264545464783","0.872253220332275","0.970275870597291","2"
"No","1985","Rhineland-Palatinate,Saarland","686","0.888562639995299","0.866394102500458","0.910731177490141","2"
"No","1985","Hesse","1024","0.901950531076048","0.88466503527991","0.919236026872186","2"
"No","1985","Berlin","332","0.899490840969705","0.868728721727933","0.930252960211478","2"
"No","1985","Baden-Württemberg","1814","0.89122904759443","0.877767552105589","0.904690543083271","2"
"No","1985","Brandenburg","","","","","2"
"No","1985","Mecklenburg-Western Pomerania","","","","","2"
"No","1985","Saxony","","","","","2"
"No","1985","Saxony-Anhalt","","","","","2"
"No","1985","Thuringia","","","","","2"
"Yes","1985","Schleswig-Holstein","44","0.12894463531268","0.094032936755595","0.163856333869765","1"
"Yes","1985","Hamburg","32","0.117105357805875","0.0794426189734428","0.154768096638308","1"
"Yes","1985","Lower Saxony","118","0.112086450447887","0.0935109676415435","0.13066193325423","1"
