"ple0053","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1985","Urban Area","Female","3864","0.869351827275178","0.859461056947255","0.879242597603101","2"
"No","1985","Rural Area","Female","994","0.859060165432341","0.839036307019361","0.87908402384532","2"
"No","1985","Urban Area","Male","3937","0.912074381136047","0.903634664204735","0.920514098067359","2"
"No","1985","Rural Area","Male","1007","0.894648670301101","0.876676871171715","0.912620469430487","2"
"Yes","1985","Urban Area","Male","388","0.0879256188639526","0.0794859019326406","0.0963653357952646","1"
"Yes","1985","Urban Area","Female","596","0.130648172724822","0.120757402396899","0.140538943052745","1"
"Yes","1985","Rural Area","Male","114","0.105351329698899","0.0873795305695128","0.123323128828285","1"
"Yes","1985","Rural Area","Female","166","0.14093983456766","0.12091597615468","0.160963692980639","1"
"No","1986","Urban Area","Female","3670","0.863460637614922","0.853134042063886","0.873787233165958","2"
"No","1986","Rural Area","Female","959","0.865225674722349","0.845136833607763","0.885314515836935","2"
"No","1986","Urban Area","Male","3732","0.888161429175174","0.878618475002318","0.89770438334803","2"
"No","1986","Rural Area","Male","954","0.89361756609316","0.875117354693785","0.912117777492534","2"
"Yes","1986","Urban Area","Male","458","0.111838570824826","0.10229561665197","0.121381524997682","1"
"Yes","1986","Urban Area","Female","577","0.136539362385078","0.126212766834042","0.146865957936114","1"
"Yes","1986","Rural Area","Male","113","0.10638243390684","0.0878822225074657","0.124882645306215","1"
"Yes","1986","Rural Area","Female","151","0.134774325277651","0.114685484163065","0.154863166392237","1"
"No","1987","Urban Area","Female","3592","0.854091833126722","0.84339143116234","0.864792235091104","2"
"No","1987","Rural Area","Female","936","0.843633060199316","0.82224716301887","0.865018957379761","2"
"No","1987","Urban Area","Male","3759","0.899084893782852","0.889913894512682","0.908255893053021","2"
"No","1987","Rural Area","Male","950","0.905455730750221","0.887733190727176","0.923178270773267","2"
"Yes","1987","Urban Area","Female","589","0.145908166873278","0.135207764908896","0.15660856883766","1"
"Yes","1987","Rural Area","Male","97","0.0945442692497786","0.0768217292267331","0.112266809272824","1"
"Yes","1987","Rural Area","Female","172","0.156366939800684","0.134981042620239","0.17775283698113","1"
"Yes","1987","Urban Area","Male","385","0.100915106217148","0.0917441069469786","0.110086105487318","1"
"No","1988","Urban Area","Female","3446","0.857218191133676","0.846398038974636","0.868038343292716","2"
"No","1988","Rural Area","Female","894","0.863458674791402","0.842499624792505","0.8844177247903","2"
"No","1988","Urban Area","Male","3550","0.887663665387803","0.877820968637846","0.897506362137759","2"
"No","1988","Rural Area","Male","891","0.900635302110409","0.881981809479068","0.91928879474175","2"
"Yes","1988","Urban Area","Female","570","0.142781808866324","0.131961656707284","0.153601961025364","1"
"Yes","1988","Rural Area","Male","97","0.0993646978895908","0.0807112052582497","0.118018190520932","1"
"Yes","1988","Rural Area","Female","137","0.136541325208598","0.1155822752097","0.157500375207495","1"
"Yes","1988","Urban Area","Male","404","0.112336334612197","0.102493637862241","0.122179031362154","1"
"No","1989","Urban Area","Male","3470","0.904050738462162","0.894706129575727","0.913395347348598","2"
"No","1989","Urban Area","Female","3380","0.85677364427731","0.845835478524423","0.867711810030198","2"
"No","1989","Rural Area","Female","831","0.852367459393055","0.830043732467146","0.874691186318964","2"
"No","1989","Rural Area","Male","845","0.88079355960421","0.860199367591053","0.901387751617367","2"
"Yes","1989","Urban Area","Female","560","0.14322635572269","0.132288189969802","0.154164521475577","1"
"Yes","1989","Urban Area","Male","346","0.0959492615378375","0.0866046526514017","0.105293870424273","1"
"Yes","1989","Rural Area","Male","106","0.11920644039579","0.0986122483826326","0.139800632408947","1"
"Yes","1989","Rural Area","Female","139","0.147632540606945","0.125308813681036","0.169956267532854","1"
