"ple0053","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1984","Full Time","(0) in school","","","",""
"Yes","1984","Full Time","(1a) inadequately completed","73","0.124687021304983","0.0980973448178542","0.151276697792112"
"Yes","1984","Full Time","(1b) general elementary school","107","0.106777046312129","0.0879350405885176","0.12561905203574"
"Yes","1984","Full Time","(1c) basic vocational qualification","221","0.0986475807777329","0.0864744255483741","0.110820736007092"
"Yes","1984","Full Time","(2b) intermediate general qualification","16","","",""
"Yes","1984","Full Time","(2a) intermediate vocational","61","0.0767828136981122","0.0579527654563166","0.0956128619399077"
"Yes","1984","Full Time","(2c_gen) general maturity certificate","7","","",""
"Yes","1984","Full Time","(2c_voc) vocational maturity certificate","31","0.0987583648911621","0.0616279485090959","0.135888781273228"
"Yes","1984","Full Time","(3a) lower tertiary education","15","","",""
"Yes","1984","Full Time","(3b) higher tertiary education","22","","",""
"Yes","1984","Part Time","(0) in school","","","",""
"Yes","1984","Part Time","(1a) inadequately completed","16","","",""
"Yes","1984","Part Time","(1b) general elementary school","60","0.128103592545588","0.0972594345675111","0.158947750523664"
"Yes","1984","Part Time","(1c) basic vocational qualification","89","0.143949321249292","0.116182992960132","0.171715649538453"
"Yes","1984","Part Time","(2b) intermediate general qualification","11","","",""
"Yes","1984","Part Time","(2a) intermediate vocational","32","0.129009977056972","0.0858757184566188","0.172144235657324"
"Yes","1984","Part Time","(2c_gen) general maturity certificate","6","","",""
"Yes","1984","Part Time","(2c_voc) vocational maturity certificate","11","","",""
"Yes","1984","Part Time","(3a) lower tertiary education","1","","",""
"Yes","1984","Part Time","(3b) higher tertiary education","9","","",""
"Yes","1984","Not Working","(0) in school","9","","",""
"Yes","1984","Not Working","(1a) inadequately completed","56","0.111913563583879","0.0809411153301493","0.142886011837609"
"Yes","1984","Not Working","(1b) general elementary school","194","0.131642937175227","0.11469041324184","0.148595461108614"
"Yes","1984","Not Working","(1c) basic vocational qualification","197","0.147884423416459","0.128906052732539","0.166862794100379"
"Yes","1984","Not Working","(2b) intermediate general qualification","20","","",""
"Yes","1984","Not Working","(2a) intermediate vocational","55","0.129807038162865","0.0971952274443579","0.162418848881372"
